Date,Hour,Bourke Street Mall (North),Bourke Street Mall (South),Melbourne Central,Town Hall (West),Princes Bridge,Flinders Street Station Underpass,Birrarung Marr,Webb Bridge,Southern Cross Station,Victoria Point,Waterfront City,New Quay,Flagstaff Station,Sandridge Bridge,State Library,Collins St (North),Collins Place (South),Collins Place (North),Chinatown-Swanston St (North),Chinatown-Lt Bourke St (South),Bourke St-Russell St (West),Flinders St-Elizabeth St (East),Spencer St-Collins St (South),Spencer St-Collins St (North),Melbourne Convention Exhibition Centre,QV Market-Elizabeth St (West),QV Market-Peel St,The Arts Centre,St Kilda Rd-Alexandra Gardens,Lonsdale St (South),Lygon St (West),City Square,Flinders St-Spring St (West),Flinders St-Spark La,Southbank,Queen St (West),Lygon St (East),Flinders St-Swanston St (West),Alfred Place,Lonsdale St-Spring St (West),Grattan St-Swanston St (West),Monash Rd-Swanston St (West),Tin Alley-Swanston St (West),Little Collins St-Swanston St (East),Flinders La-Swanston St (West),Pelham St (South),Melbourne Central-Elizabeth St (East),QVM-Queen St (East),QVM-Therry St (South),Faraday St-Lygon St (West),QVM-Franklin St (North),Elizabeth St-Lonsdale St (South),Lincoln-Swanston (W),Elizabeth St-La Trobe St (East),Lonsdale St - Elizabeth St (North),Bourke St Bridge,Bourke St - Spencer St (North),RMIT Bld 80 - 445 Swanston Street,Flinders La-Swanston St (West) Temporary
11/04/2019,12,3618,3198,2881,3789,3564,2127,-1,639,1605,521,154,529,-1,695,1110,2471,1704,774,1315,784,1409,3358,1258,2828,1089,1864,301,3179,-1,1153,390,undefined,415,324,3063,1158,266,1726,1254,853,1067,845,277,-1,-1,535,2299,783,561,504,299,1030,492,-1,737,1877,1726,2355,-1
11/04/2019,13,4105,3560,2835,3956,3795,2239,-1,577,1398,488,155,486,-1,635,1896,2377,1727,742,1369,775,1521,3650,1179,2507,1205,1840,317,3418,-1,1144,450,undefined,442,405,3085,1028,335,1758,1309,917,1207,832,278,-1,-1,663,2435,670,600,552,369,1002,541,-1,948,1611,1758,2504,-1
11/04/2019,14,3555,2663,2614,3421,3256,1971,-1,325,987,342,91,346,-1,643,2219,1883,1096,566,1138,624,1172,3248,712,2042,1112,1164,295,2964,6,841,372,undefined,272,279,1924,755,249,1338,657,591,965,537,261,-1,-1,338,2000,582,335,477,249,886,421,-1,658,854,1338,3206,-1
11/04/2019,15,3314,2594,2530,3277,3790,2170,-1,281,1396,362,81,283,-1,777,1908,1650,814,552,1003,533,1142,3474,608,2568,1204,786,198,3580,-1,764,359,undefined,300,290,2390,598,218,1412,525,576,907,394,312,-1,-1,285,2019,396,253,413,203,752,443,-1,612,1068,1412,2307,-1
11/04/2019,16,3398,2514,2570,3502,4359,2988,-1,450,2913,574,93,325,-1,1133,1853,1661,952,1008,987,526,1332,3902,993,3792,1315,759,217,3979,-1,816,296,undefined,490,298,2493,667,199,2037,579,595,913,421,316,-1,-1,285,2242,339,139,444,222,859,567,-1,630,2130,2037,2490,-1
11/04/2019,17,4137,2723,3037,4015,5644,4758,-1,760,3901,812,111,512,-1,1803,2106,1662,1372,1394,1283,815,1543,5063,1361,4866,1620,874,270,5270,4,1129,370,undefined,618,470,3579,919,322,2552,794,861,1065,605,373,-1,-1,385,2534,437,152,565,308,932,710,-1,852,2916,2552,2918,-1
11/04/2019,18,3380,1896,3081,3437,4846,3015,-1,420,1746,411,102,509,-1,1096,2442,1404,878,748,1538,1173,1650,4199,777,2870,1159,926,253,4880,9,1189,406,undefined,410,345,2913,555,313,1444,490,565,808,719,346,-1,-1,258,1967,371,156,638,182,786,552,-1,679,1122,1444,3304,-1
11/04/2019,19,2146,1066,2392,2115,2696,1765,-1,187,524,174,59,336,-1,540,2263,698,363,283,1514,1148,1424,2879,397,1527,426,763,171,2950,18,1070,489,undefined,146,185,1754,398,331,760,211,375,471,400,163,-1,-1,187,1305,242,146,529,200,611,345,-1,432,370,760,2154,-1
11/04/2019,20,1567,689,2316,2179,2323,1317,-1,108,268,96,52,261,-1,388,1569,531,295,200,1248,949,1297,2418,306,1044,355,552,170,2267,-1,1031,452,undefined,108,160,1359,284,240,520,160,276,275,362,160,-1,-1,140,1032,211,141,505,153,549,240,-1,409,203,520,2397,-1
11/04/2019,21,881,373,2030,1624,2296,1237,-1,78,136,61,53,240,-1,361,1278,521,245,160,912,683,1047,1826,210,876,265,517,136,2138,-1,832,376,undefined,107,192,1175,252,134,336,165,160,286,311,110,-1,-1,92,880,171,113,333,119,419,187,-1,289,106,336,1601,-1
11/04/2019,22,441,242,1307,967,1674,830,-1,69,126,68,28,158,-1,270,1261,247,182,110,690,576,773,1519,160,617,237,283,69,1626,-1,689,207,undefined,121,139,834,177,99,341,148,309,142,159,70,-1,-1,61,443,115,110,190,87,246,96,-1,176,117,341,911,-1
11/04/2019,23,201,112,671,605,755,583,-1,37,53,21,10,61,-1,225,771,142,93,48,290,279,544,965,83,326,108,246,59,643,-1,323,113,undefined,28,52,465,135,42,193,38,59,75,89,34,-1,-1,37,306,59,101,61,66,128,27,-1,94,40,193,586,-1
12/04/2019,0,107,67,374,408,267,277,-1,15,26,3,3,34,-1,88,237,74,24,23,187,143,363,349,59,155,36,132,37,238,-1,253,49,undefined,2,8,172,57,19,88,23,36,32,21,20,-1,-1,8,151,48,91,24,39,74,19,-1,53,19,88,380,-1
12/04/2019,1,45,31,178,213,105,81,-1,2,4,2,-1,10,-1,34,130,53,20,6,88,92,246,161,12,33,36,114,28,40,-1,187,23,undefined,8,8,57,39,24,44,6,8,18,11,10,-1,-1,9,82,31,64,10,18,41,25,-1,35,11,44,185,-1
12/04/2019,2,45,27,107,64,91,85,-1,2,8,2,2,6,-1,14,85,29,17,14,34,69,206,119,26,72,15,83,10,61,-1,86,21,undefined,11,3,59,49,10,57,-1,6,11,7,5,-1,-1,-1,71,21,49,7,18,24,7,-1,29,15,57,169,-1
12/04/2019,3,33,16,67,67,134,29,-1,2,4,4,1,11,-1,14,27,22,20,1,17,37,147,124,18,34,17,36,9,73,-1,86,7,undefined,3,2,45,25,4,19,2,11,5,1,1,-1,-1,3,42,12,30,3,11,15,6,-1,13,5,19,100,-1
12/04/2019,4,23,15,49,39,85,56,-1,2,9,1,4,11,-1,31,30,21,16,5,24,23,78,59,8,44,36,35,4,105,-1,40,5,undefined,4,3,57,17,4,19,2,12,6,2,1,-1,-1,-1,35,6,30,-1,15,14,3,-1,9,6,19,84,-1
12/04/2019,5,29,24,87,93,352,231,-1,54,82,16,8,26,-1,104,12,37,82,27,17,30,53,178,53,315,92,99,14,370,-1,33,12,undefined,34,25,172,24,16,110,8,28,25,38,30,-1,-1,5,93,17,27,9,4,22,16,-1,8,73,110,191,-1
12/04/2019,6,111,77,218,260,819,882,-1,128,563,86,19,84,-1,272,43,234,247,155,49,34,157,805,251,1008,255,168,40,966,-1,76,34,undefined,109,60,860,93,19,365,133,94,76,41,32,-1,-1,26,178,61,52,40,76,68,33,-1,56,506,365,364,-1
12/04/2019,7,439,270,349,606,2029,1618,-1,434,1941,357,53,250,-1,633,78,540,812,640,152,93,254,1697,708,2377,637,363,123,2317,-1,149,82,undefined,235,166,1457,270,56,1188,365,302,231,219,87,-1,-1,98,508,165,120,108,86,219,128,-1,140,1737,1188,525,-1
12/04/2019,8,1006,722,783,1345,3384,3649,-1,552,3597,639,102,400,-1,1358,296,992,1885,1344,239,196,424,3043,1434,4032,996,753,218,3504,5,409,203,undefined,576,394,2708,760,109,2290,905,793,622,686,194,-1,-1,253,1056,345,193,185,153,642,368,-1,366,3163,2290,2051,-1
12/04/2019,9,1012,988,1289,1770,2513,1909,-1,317,2194,426,68,301,-1,694,788,1001,1276,768,232,191,477,2114,921,2652,648,784,226,2586,7,306,183,undefined,440,318,1591,563,110,1622,835,630,736,643,204,-1,-1,289,981,364,226,212,173,492,645,-1,359,1921,1622,1954,-1
12/04/2019,10,1678,1312,1334,1936,2489,1268,-1,231,862,326,37,192,-1,496,806,1287,793,463,402,247,629,1996,635,1921,781,1021,233,2363,-1,427,238,undefined,234,222,1619,544,162,1376,617,569,687,548,190,-1,-1,216,1149,429,265,320,245,543,325,-1,405,937,1376,2102,-1
12/04/2019,11,2441,1985,1776,2638,2865,1447,-1,289,866,267,72,328,-1,510,944,1746,898,518,760,533,890,2585,695,1942,896,1223,289,2516,-1,551,237,undefined,224,210,1935,609,288,1297,586,653,733,687,196,-1,-1,310,1657,485,385,368,217,669,470,-1,522,809,1297,2141,-1
12/04/2019,12,3884,3202,2881,3850,3635,2458,-1,719,1702,639,154,558,-1,762,1152,2455,1713,653,1316,1056,1669,3524,1394,2824,1237,1759,369,3148,-1,1304,364,undefined,376,403,3239,1115,333,2206,1466,880,1146,865,290,-1,-1,450,2409,726,557,513,362,1050,504,-1,819,2038,2206,2176,-1
12/04/2019,13,4292,3615,3080,4151,3741,2537,-1,616,1494,487,153,557,-1,689,2004,2754,1709,695,1356,1121,1939,3790,1412,2857,1241,1896,302,3197,-1,1177,518,undefined,364,428,3411,1088,358,2024,1352,910,1034,764,354,-1,-1,506,2652,660,555,544,303,1060,495,-1,854,1559,2024,2550,-1
12/04/2019,14,3875,2965,2705,3696,3576,2269,-1,327,925,309,109,438,-1,729,2063,2108,1005,545,1208,769,1398,3534,1010,2340,1289,1426,233,2669,1,844,372,undefined,262,317,2727,795,256,1498,754,629,827,523,348,-1,-1,285,2154,622,383,564,264,850,448,-1,684,952,1498,2543,-1
12/04/2019,15,3711,2757,2628,3661,3859,2416,-1,328,1347,315,139,431,-1,810,2003,1828,911,581,1106,654,1111,3693,901,2718,1255,1243,229,3315,-1,864,469,undefined,315,346,2722,589,243,1648,556,585,923,643,295,-1,-1,279,2156,505,295,518,247,878,510,-1,643,1040,1648,2369,-1
12/04/2019,16,3915,2880,3109,4017,4680,3233,-1,612,2788,557,147,553,-1,1191,2058,1920,943,952,1073,696,1203,4273,1063,3778,1664,1043,322,3810,-1,950,400,undefined,547,447,3424,696,251,2280,559,702,845,853,344,-1,-1,244,2273,496,246,463,223,868,565,-1,678,2093,2280,2298,-1
12/04/2019,17,4683,3199,3556,4518,5820,4681,-1,776,3299,623,153,654,-1,1712,2386,2040,1342,1256,1643,934,1749,5134,1243,4565,1762,1002,248,4918,-1,1300,463,undefined,643,568,4266,1033,373,2687,819,871,863,895,408,-1,-1,307,2952,400,210,630,249,1096,740,-1,874,2406,2687,2563,-1
12/04/2019,18,4026,2487,4138,4250,5503,3513,-1,498,1491,368,153,581,-1,1327,2817,1782,834,649,2035,1551,2062,4532,793,2811,1623,924,237,4848,-1,1583,600,undefined,587,521,4151,670,361,1631,598,618,490,578,289,-1,-1,225,2477,352,193,739,208,977,474,-1,781,1003,1631,3145,-1
12/04/2019,19,3001,1690,3204,3194,3676,2198,-1,297,531,162,106,520,-1,815,2700,1261,487,308,1879,1696,1964,3285,438,1717,1079,785,212,2985,1,1577,656,undefined,426,449,2956,509,357,995,348,416,373,360,203,-1,-1,93,1757,244,166,773,153,907,393,-1,639,403,995,2463,-1
12/04/2019,20,2325,1367,3191,3043,3289,1808,-1,219,282,142,111,364,-1,734,2026,1080,431,211,1846,1767,2023,2840,292,1247,1144,715,183,2636,1,1651,685,undefined,173,290,2504,435,446,618,211,283,232,299,166,-1,-1,81,1431,265,144,605,172,826,281,-1,553,254,618,2338,-1
12/04/2019,21,1523,665,2810,2604,2753,1565,-1,163,210,94,79,371,-1,616,1767,632,263,149,1467,1316,1692,2291,245,1017,673,587,164,1586,-1,1438,757,undefined,138,211,2076,438,323,637,269,225,209,226,95,-1,-1,86,1317,201,117,436,134,716,258,-1,406,166,637,1814,-1
12/04/2019,22,881,516,2478,1829,3148,1577,-1,107,166,46,60,229,-1,672,1451,645,398,216,1322,1087,1328,2207,312,940,437,534,109,2360,-1,1311,563,undefined,417,776,2361,538,220,586,188,499,125,151,69,-1,-1,65,818,156,180,389,85,557,199,-1,346,158,586,1133,-1
12/04/2019,23,558,355,1871,1605,2065,1252,-1,78,153,46,33,185,-1,591,1063,364,236,170,828,527,1096,1839,240,928,320,368,92,1341,-1,1058,450,undefined,137,378,1850,532,100,448,102,218,80,88,50,-1,-1,44,609,139,127,145,104,615,107,-1,205,129,448,857,-1
13/04/2019,0,335,235,1171,818,955,845,-1,41,44,14,11,67,-1,324,686,196,66,64,508,394,797,959,99,354,190,242,44,464,-1,632,244,undefined,62,60,635,407,61,302,42,88,49,39,30,-1,-1,22,367,51,100,79,51,326,70,-1,150,56,302,568,-1
13/04/2019,1,216,172,708,683,425,351,-1,12,20,14,2,22,-1,189,351,125,37,30,345,252,573,651,70,198,82,189,19,183,-1,538,61,undefined,32,49,248,301,35,154,28,31,26,15,12,-1,-1,7,255,42,110,16,48,305,48,-1,77,36,154,337,-1
13/04/2019,2,118,121,332,401,266,167,-1,11,18,11,-1,11,-1,101,219,43,28,24,182,121,415,489,36,94,49,162,20,182,-1,384,37,undefined,15,11,135,264,16,67,16,23,13,15,8,-1,-1,3,197,24,77,3,22,177,10,-1,70,14,67,224,-1
13/04/2019,3,92,102,276,249,137,171,-1,5,27,12,2,26,-1,81,160,27,21,10,124,148,273,407,28,84,34,108,9,129,-1,227,15,undefined,10,9,87,203,6,82,7,8,4,1,2,-1,-1,7,167,21,35,7,17,46,13,-1,43,14,82,150,-1
13/04/2019,4,63,59,130,161,136,126,-1,6,9,3,1,8,-1,85,117,41,18,17,111,78,179,264,19,70,11,99,15,108,-1,134,20,undefined,11,5,49,90,3,31,10,9,8,8,5,-1,-1,3,72,21,44,11,8,38,17,-1,32,10,31,100,-1
13/04/2019,5,34,29,117,103,184,127,-1,18,24,5,-1,8,-1,69,35,29,41,10,34,55,113,169,26,99,29,98,18,163,-1,64,8,undefined,15,13,78,37,15,57,27,12,14,8,3,-1,-1,3,68,27,38,5,22,25,10,-1,11,18,57,67,-1
13/04/2019,6,61,43,111,161,320,234,-1,34,38,12,5,26,-1,107,39,73,57,25,33,25,120,246,39,314,111,130,25,321,-1,73,25,undefined,38,24,211,33,7,123,26,27,17,6,8,-1,-1,6,85,53,44,9,27,29,5,-1,20,26,123,174,-1
13/04/2019,7,141,95,206,305,530,412,-1,84,59,51,31,90,-1,180,39,146,96,52,97,95,108,411,73,474,226,254,74,445,-1,85,31,undefined,71,75,491,43,22,226,68,62,22,22,14,-1,-1,22,213,149,98,50,40,52,41,-1,52,66,226,136,-1
13/04/2019,8,377,255,352,537,885,606,-1,143,107,57,46,142,-1,252,82,303,166,84,141,68,129,919,177,772,536,546,179,761,-1,118,72,undefined,99,77,680,177,48,355,165,189,86,65,41,-1,-1,77,343,240,229,107,89,137,68,-1,129,108,355,302,-1
13/04/2019,9,897,668,640,1125,1400,841,-1,185,138,92,58,210,-1,353,201,673,256,118,197,113,290,1374,259,1026,567,798,263,1103,-1,279,95,undefined,101,123,1059,199,109,578,188,231,145,123,81,-1,-1,90,670,421,277,258,160,310,152,-1,259,137,578,1392,-1
13/04/2019,10,1646,1269,875,1655,2062,1145,-1,236,137,106,75,393,-1,415,346,993,292,192,393,218,429,1746,259,1356,791,1248,361,1482,-1,433,106,undefined,178,182,1458,243,99,874,198,395,142,130,93,-1,-1,108,1150,680,385,378,239,446,139,-1,364,191,874,971,-1
13/04/2019,11,2689,2010,1683,2525,2767,1488,-1,290,174,109,88,334,-1,551,565,1235,334,196,781,453,656,2227,260,1560,1014,1718,471,2401,-1,626,195,undefined,158,243,1919,304,187,1025,191,631,174,133,118,-1,-1,121,1584,910,622,413,292,565,222,-1,526,177,1025,1122,-1
13/04/2019,12,3309,2527,2179,3264,3604,1593,-1,311,175,102,92,360,-1,634,1065,1516,383,228,1314,848,971,2717,265,1586,1275,1977,394,2856,-1,869,247,undefined,142,229,2295,330,317,1037,147,320,275,187,135,-1,-1,196,2029,890,739,557,344,650,206,-1,619,203,1037,1594,-1
13/04/2019,13,3667,2830,2801,3473,4744,1581,-1,303,150,99,104,426,-1,732,1372,1762,395,252,1544,911,1198,3179,276,1349,1446,1969,454,4567,-1,961,393,undefined,212,335,2722,375,233,934,207,406,267,155,179,-1,-1,211,2266,969,792,585,342,837,237,-1,768,256,934,2429,-1
13/04/2019,14,3979,2761,2614,3470,4025,1982,-1,337,169,124,143,529,-1,703,1752,1705,471,268,1453,780,1308,3349,256,1510,1706,1722,453,3274,-1,958,356,undefined,227,364,2375,306,224,904,203,341,285,197,155,-1,-1,162,2156,943,579,606,375,723,235,-1,647,289,904,1454,-1
13/04/2019,15,4263,3065,2942,3700,4347,2078,-1,295,188,61,226,709,-1,791,1784,1725,368,206,1492,704,1356,3216,301,1584,1855,1382,332,3416,-1,1006,369,undefined,245,312,2384,266,278,913,236,330,253,173,166,-1,-1,137,2170,731,532,587,239,753,233,-1,597,326,913,1309,-1
13/04/2019,16,4177,2989,2882,3719,4911,2065,-1,309,160,83,207,579,-1,773,2011,1639,373,210,1533,642,1347,3434,347,1689,1641,812,207,4221,-1,1055,416,undefined,255,307,2634,334,258,969,187,402,241,155,109,-1,-1,134,2338,472,212,605,205,760,249,-1,465,493,969,1743,-1
13/04/2019,17,3937,2484,3111,3640,5057,2318,-1,369,208,147,185,670,-1,1018,1949,1296,678,254,1727,1185,1530,3771,422,1923,1506,730,210,3427,-1,1302,487,undefined,452,679,3410,395,353,1140,268,443,298,209,162,-1,-1,154,2113,294,184,650,166,686,318,-1,565,1118,1140,1724,-1
13/04/2019,18,3057,1770,2982,3140,4603,2183,-1,353,241,136,142,860,-1,838,2140,1140,603,206,1907,1569,1697,3260,399,1698,1506,710,202,3677,-1,1518,595,undefined,258,521,3257,295,405,1288,311,483,228,182,117,-1,-1,164,1656,331,144,655,208,721,254,-1,610,3207,1288,1908,-1
13/04/2019,19,2202,914,3536,2659,3953,1650,-1,155,141,125,141,651,-1,595,1881,768,396,134,1898,1695,1717,2767,288,1225,751,757,168,3209,-1,1520,642,undefined,220,412,3063,277,503,784,283,325,201,176,103,-1,-1,133,1508,252,150,707,197,725,223,-1,610,2008,784,1663,-1
13/04/2019,20,1193,708,2819,2620,3930,1353,-1,128,100,85,126,493,-1,552,1771,855,398,170,1687,1693,1788,2428,243,925,637,576,123,2654,-1,1515,719,undefined,203,390,2982,279,525,556,184,293,125,97,78,-1,-1,105,1307,189,108,743,142,644,191,-1,439,410,556,1532,-1
13/04/2019,21,860,594,2547,2215,3197,1340,-1,94,73,82,107,340,-1,469,1514,605,178,148,1497,1386,1609,2040,228,809,472,485,120,1807,-1,1246,859,undefined,101,249,2328,302,488,548,230,198,100,104,74,-1,-1,70,823,147,108,564,114,667,157,-1,355,2032,548,1200,-1
13/04/2019,22,939,531,2351,1883,3338,1311,-1,153,117,129,79,523,-1,554,1143,657,286,182,1303,1231,1445,1929,321,1341,489,428,115,2279,-1,1376,684,undefined,189,375,2074,290,372,1250,180,421,99,120,36,-1,-1,85,769,161,114,423,134,531,136,-1,302,2520,1250,1181,-1
13/04/2019,23,528,397,1936,1561,2328,1013,-1,68,76,75,39,247,-1,411,1062,410,182,116,828,840,1143,1667,223,710,346,302,84,1323,-1,1195,433,undefined,114,354,1508,374,135,484,115,155,87,98,55,-1,-1,42,605,114,109,145,82,579,119,-1,314,255,484,829,-1
14/04/2019,0,374,248,1236,953,1138,728,-1,25,32,26,34,150,-1,333,562,198,125,66,629,513,830,1106,124,409,386,267,58,598,-1,659,197,undefined,51,91,753,425,77,243,55,88,47,40,34,-1,-1,13,412,59,124,75,66,439,75,-1,157,111,243,662,-1
14/04/2019,1,277,172,835,961,580,451,-1,24,21,15,12,47,-1,258,378,103,81,49,477,319,675,614,115,235,228,221,20,303,-1,633,157,undefined,32,42,452,368,32,138,36,46,22,13,12,-1,-1,21,266,53,85,24,47,365,49,-1,90,49,138,386,-1
14/04/2019,2,122,94,494,591,366,262,-1,17,33,17,3,15,-1,149,254,65,29,23,224,158,429,528,53,182,65,95,25,253,-1,371,46,undefined,16,26,213,240,15,127,15,24,9,10,6,-1,-1,7,180,41,93,13,27,194,15,-1,72,37,127,242,-1
14/04/2019,3,117,83,404,363,192,209,-1,7,26,5,-1,15,-1,140,169,55,18,10,235,157,377,519,46,129,47,95,24,214,-1,338,41,undefined,24,21,127,201,16,81,23,28,14,8,9,-1,-1,3,162,28,65,4,20,163,30,-1,54,24,81,297,-1
14/04/2019,4,90,56,229,253,229,141,-1,1,18,6,1,3,-1,126,126,43,35,14,111,112,236,341,33,106,40,117,18,188,-1,232,18,undefined,9,8,123,73,4,47,11,11,7,4,3,-1,-1,2,94,22,50,3,46,96,8,-1,37,35,47,178,-1
14/04/2019,5,47,42,126,162,164,145,-1,8,20,7,9,10,-1,102,71,18,23,11,61,82,202,261,32,91,33,80,8,183,-1,271,5,undefined,19,12,79,32,13,65,24,9,3,-1,-1,-1,-1,1,83,24,30,14,14,37,8,-1,23,26,65,155,-1
14/04/2019,6,50,29,124,161,230,205,-1,21,32,13,4,15,-1,111,62,50,38,8,42,41,111,265,54,182,87,108,32,306,-1,85,25,undefined,100,21,150,19,9,65,14,22,9,2,1,-1,-1,1,115,35,25,6,22,35,3,-1,34,27,65,87,-1
14/04/2019,7,91,56,187,183,368,282,-1,76,55,18,17,65,-1,144,49,77,74,32,54,74,113,328,70,379,169,169,41,416,-1,110,26,undefined,37,23,332,60,15,176,27,25,24,20,15,-1,-1,9,201,87,39,36,42,55,23,-1,71,67,176,91,-1
14/04/2019,8,209,149,285,377,693,440,-1,145,101,64,38,151,-1,213,104,157,97,50,94,62,80,678,115,628,424,416,104,632,-1,149,89,undefined,54,55,625,107,33,323,92,79,47,42,27,-1,-1,22,325,193,164,52,76,141,39,-1,123,106,323,166,-1
14/04/2019,9,742,482,575,804,1299,659,-1,206,120,90,65,279,-1,314,147,413,155,70,221,146,233,1152,178,880,549,808,205,1320,-1,261,84,undefined,99,102,985,105,62,518,177,112,110,92,51,-1,-1,77,736,367,241,151,192,251,108,-1,229,141,518,1015,-1
14/04/2019,10,1603,1109,817,1404,2100,1082,-1,287,125,105,131,508,-1,472,327,792,248,121,500,316,460,1612,225,1089,865,1211,372,2092,-1,437,152,undefined,98,152,1638,127,91,787,156,231,108,135,88,-1,-1,107,1066,737,433,292,270,391,168,-1,332,265,787,711,-1
14/04/2019,11,2277,1744,1239,2023,2737,1367,-1,278,150,107,180,649,-1,577,563,1086,282,152,736,476,689,2113,238,1171,1091,1658,569,2381,-1,550,245,undefined,136,182,1993,159,185,770,188,204,198,175,94,-1,-1,152,1327,1059,655,465,303,468,162,-1,375,434,770,820,-1
14/04/2019,12,2969,1916,2010,2693,3724,1576,-1,374,180,103,214,844,-1,533,824,1158,330,119,1439,816,853,2239,244,1231,1472,2115,647,2831,-1,804,317,undefined,142,170,2626,213,413,951,121,294,273,233,104,-1,-1,193,1768,1414,824,597,334,597,207,-1,561,686,951,1143,-1
14/04/2019,13,3623,2253,2709,3162,4163,1712,-1,361,170,95,243,923,-1,564,1387,1382,267,159,1535,930,1218,2801,243,1480,1620,2244,751,3320,-1,921,465,undefined,131,201,2821,188,317,987,102,464,239,178,134,-1,-1,260,1985,1638,940,657,448,828,250,-1,591,1279,987,2195,-1
14/04/2019,14,3686,2571,2956,3446,4485,1874,-1,491,204,184,294,1434,-1,640,1826,1291,304,176,1441,869,1192,2864,263,1945,1749,1899,638,3535,-1,841,544,undefined,129,218,2938,163,292,1345,115,220,221,153,149,-1,-1,194,1991,1394,693,699,361,712,215,-1,497,4801,1345,1339,-1
14/04/2019,15,3734,2567,3091,3858,5208,2147,-1,441,142,172,248,904,-1,710,2018,1185,275,140,1257,572,1119,3190,331,1349,1662,1726,465,3832,-1,943,586,undefined,135,250,3185,253,264,973,192,268,221,119,143,-1,-1,112,1909,1074,481,703,312,695,205,-1,497,3132,973,1724,-1
14/04/2019,16,3417,2263,2373,3063,4820,1957,-1,335,172,80,221,800,-1,752,2017,1223,285,141,1223,571,1227,3099,298,1296,1734,1016,278,3187,-1,848,565,undefined,125,274,2948,168,294,833,104,281,199,130,128,-1,-1,107,1941,735,283,589,232,652,232,-1,501,602,833,1530,-1
14/04/2019,17,2969,1813,2417,2811,4412,1795,-1,326,140,97,154,578,-1,683,1899,970,405,139,1308,838,1299,3120,247,1235,1413,620,246,3422,-1,829,520,undefined,109,293,2867,166,353,779,153,247,218,114,144,-1,-1,180,1760,358,147,506,196,739,227,-1,507,1010,779,1464,-1
14/04/2019,18,2435,1184,2373,2260,3387,1667,-1,427,275,312,156,1120,-1,582,1819,775,289,132,1484,1246,1372,2680,407,1993,1413,717,218,2254,-1,1050,779,undefined,140,309,2659,156,333,1660,152,303,256,184,162,-1,-1,131,1306,290,160,546,234,577,231,-1,560,4964,1660,1814,-1
14/04/2019,19,1504,760,2348,2332,3273,1317,-1,144,150,122,115,534,-1,459,1550,678,342,141,1667,1321,1504,2686,203,913,489,677,166,2680,-1,1228,658,undefined,117,288,2221,166,339,683,137,260,165,162,96,-1,-1,79,1184,196,123,445,179,504,207,-1,441,408,683,1469,-1
14/04/2019,20,843,478,1814,1677,1997,1034,-1,104,101,80,90,418,-1,360,1290,536,223,124,1356,852,1253,2041,199,738,467,516,139,1086,-1,885,687,undefined,68,181,1695,173,301,435,69,140,127,122,85,-1,-1,61,713,160,106,417,155,354,153,-1,313,145,435,1245,-1
14/04/2019,21,482,321,1465,1145,1536,1155,-1,84,66,60,72,259,-1,293,1105,317,204,64,947,741,944,1521,197,522,327,437,110,896,-1,731,405,undefined,76,202,1276,118,183,366,166,170,93,87,58,-1,-1,58,585,159,111,264,103,335,107,-1,284,95,366,1108,-1
14/04/2019,22,417,192,1008,1012,1073,995,-1,51,62,32,49,153,-1,304,726,147,79,73,640,409,492,1254,133,451,203,337,77,792,-1,444,197,undefined,59,95,744,81,62,284,58,316,82,85,47,-1,-1,54,435,119,132,112,58,209,99,-1,141,66,284,685,-1
14/04/2019,23,161,86,486,406,470,1265,-1,21,47,42,19,86,-1,190,504,67,71,36,335,251,470,804,57,291,99,180,49,291,-1,317,98,undefined,25,28,312,41,47,182,20,33,65,91,22,-1,-1,21,240,56,71,29,51,142,64,-1,97,39,182,485,-1
15/04/2019,0,76,62,388,484,209,268,-1,7,15,7,13,27,-1,65,255,51,21,16,167,87,266,316,35,116,63,149,24,156,-1,175,46,undefined,4,16,173,26,22,64,10,30,39,18,11,-1,-1,13,147,25,85,17,35,56,44,-1,30,19,64,314,-1
15/04/2019,1,29,15,136,300,110,325,-1,7,14,9,3,16,-1,27,109,39,12,6,96,60,139,149,10,48,100,84,10,47,-1,184,21,undefined,2,5,83,13,16,42,8,10,17,14,9,-1,-1,3,124,12,47,6,11,54,30,-1,37,8,42,147,-1
15/04/2019,2,31,33,87,154,65,97,-1,4,11,5,-1,9,-1,21,68,13,12,11,52,41,84,72,12,49,13,37,4,23,-1,95,8,undefined,8,2,67,11,2,38,2,10,6,3,3,-1,-1,6,37,15,32,5,18,27,7,-1,26,15,38,136,-1
15/04/2019,3,27,18,77,146,55,159,-1,4,3,-1,3,7,-1,8,38,12,2,2,31,26,84,66,9,15,22,35,7,42,-1,67,6,undefined,2,4,15,5,4,16,-1,16,2,-1,1,-1,-1,1,69,7,19,2,2,17,3,-1,11,8,16,70,-1
15/04/2019,4,13,24,50,92,92,38,-1,9,12,4,1,4,-1,43,22,14,15,2,15,33,41,57,12,40,10,24,6,133,-1,47,13,undefined,5,8,31,11,11,20,9,4,6,3,3,-1,-1,3,43,8,25,13,6,12,8,-1,5,22,20,111,-1
15/04/2019,5,40,25,87,122,308,227,-1,60,86,28,5,28,-1,111,24,25,82,42,22,85,69,169,41,289,84,49,4,304,-1,57,11,undefined,29,30,174,16,4,109,28,21,23,48,49,-1,-1,5,87,10,26,2,9,18,13,-1,16,80,109,166,-1
