Date,Hour,Bourke Street Mall (North),Bourke Street Mall (South),Melbourne Central,Town Hall (West),Princes Bridge,Flinders Street Station Underpass,Birrarung Marr,Webb Bridge,Southern Cross Station,Victoria Point,Waterfront City,New Quay,Flagstaff Station,Sandridge Bridge,State Library,Collins St (North),Collins Place (South),Collins Place (North),Chinatown-Swanston St (North),Chinatown-Lt Bourke St (South),Bourke St-Russell St (West),Flinders St-Elizabeth St (East),Spencer St-Collins St (South),Spencer St-Collins St (North),Melbourne Convention Exhibition Centre,QV Market-Elizabeth St (West),QV Market-Peel St,The Arts Centre,St Kilda Rd-Alexandra Gardens,Lonsdale St (South),Lygon St (West),City Square,Flinders St-Spring St (West),Flinders St-Spark La,Southbank,Queen St (West),Lygon St (East),Flinders St-Swanston St (West),Alfred Place,Lonsdale St-Spring St (West),Grattan St-Swanston St (West),Monash Rd-Swanston St (West),Tin Alley-Swanston St (West),Little Collins St-Swanston St (East),Flinders La-Swanston St (West),Pelham St (South),Melbourne Central-Elizabeth St (East),QVM-Queen St (East),QVM-Therry St (South),Faraday St-Lygon St (West),QVM-Franklin St (North),Elizabeth St-Lonsdale St (South),Lincoln-Swanston (W),Elizabeth St-La Trobe St (East),Lonsdale St - Elizabeth St (North),Bourke St Bridge,Bourke St - Spencer St (North),RMIT Bld 80 - 445 Swanston Street,Flinders La-Swanston St (West) Temporary
15/04/2019,6,146,90,191,260,840,835,-1,153,570,91,17,66,-1,301,34,152,237,163,55,27,115,768,230,1130,264,128,20,903,-1,93,27,undefined,113,67,795,95,12,354,125,85,56,37,30,-1,-1,23,194,33,40,20,37,70,39,-1,39,405,354,277,-1
15/04/2019,7,452,238,354,646,2167,1680,-1,403,2074,360,64,240,-1,673,86,584,722,666,124,75,187,1645,726,2293,708,280,101,2303,11,157,90,undefined,241,200,1367,265,38,1246,341,263,196,169,92,-1,-1,72,439,155,55,75,117,252,145,-1,138,1512,1246,571,-1
15/04/2019,8,1059,689,825,1395,3868,3693,-1,617,4142,584,80,405,-1,1502,303,962,1954,1492,222,184,344,3038,1448,4253,1144,585,151,3775,-1,427,150,undefined,573,342,2785,739,138,2611,870,821,573,604,250,-1,-1,184,1018,270,82,177,167,653,421,-1,375,3454,2611,2183,-1
15/04/2019,9,1259,861,937,1410,2456,1791,-1,318,2311,427,53,280,-1,667,747,1019,1181,755,249,186,368,2047,794,2683,576,1139,133,2301,-1,396,146,undefined,415,293,1513,604,112,1623,809,615,593,711,253,-1,-1,266,925,306,97,167,133,546,374,-1,399,1976,1623,1505,-1
15/04/2019,10,1601,1248,1246,1894,2714,1205,-1,222,841,255,56,245,-1,476,762,1226,851,570,438,253,515,1946,572,1837,796,1216,115,1978,2,417,178,undefined,227,187,1326,536,115,1107,600,583,603,583,253,-1,-1,225,1106,344,135,279,165,546,361,-1,430,900,1107,2285,-1
15/04/2019,11,2394,1790,1793,2586,2707,1418,-1,237,719,247,59,276,-1,499,915,1543,762,470,788,434,698,2507,556,1679,820,1385,154,2165,-1,590,193,undefined,206,197,1701,508,236,1183,623,730,913,651,317,-1,-1,219,1544,279,168,383,167,684,385,-1,503,741,1183,2448,-1
15/04/2019,12,3706,3026,2540,3501,3685,2235,-1,716,1618,535,159,429,-1,739,1184,2293,1762,689,1454,773,1454,3524,1131,2529,1143,1965,198,2928,-1,1051,381,undefined,312,331,3020,982,396,1702,1293,1078,1050,583,301,-1,-1,432,2163,408,290,487,258,1022,403,-1,809,2022,1702,2537,-1
15/04/2019,13,4010,3353,2798,4005,3595,2334,-1,581,1352,503,98,457,-1,718,1871,2419,1849,805,1475,842,1571,3859,1073,2483,1206,1862,184,2958,-1,1024,400,undefined,312,398,3135,992,296,1794,1293,983,1014,701,335,-1,-1,422,2336,443,233,602,336,1091,472,-1,888,1621,1794,2749,-1
15/04/2019,14,3303,2470,2647,3437,3717,1903,-1,296,837,307,86,329,-1,544,1964,1833,927,509,1209,566,1164,3267,657,2043,1091,1526,165,2808,-1,808,390,undefined,286,282,2040,679,212,1229,566,648,965,666,304,-1,-1,266,1707,341,132,531,196,864,532,-1,660,859,1229,3291,-1
15/04/2019,15,3151,2431,2582,3245,3510,2072,-1,327,1457,405,103,355,-1,695,2017,1556,778,500,1050,478,1026,3283,641,2326,1166,858,127,2916,-1,717,323,undefined,322,282,1831,505,235,1346,477,590,793,675,295,-1,-1,209,1793,236,137,457,238,731,479,-1,580,1067,1346,2497,-1
15/04/2019,16,3160,2251,2484,3162,5353,2833,-1,452,2995,559,160,478,-1,1009,1822,1384,733,965,1041,425,985,4018,833,3490,1266,712,146,3810,-1,737,287,undefined,475,325,2354,550,142,1925,611,499,768,882,315,-1,-1,270,2105,268,135,423,271,785,467,-1,610,2064,1925,2612,-1
15/04/2019,17,3570,2219,2762,3514,5531,4899,-1,820,3937,835,173,644,-1,1812,2123,1524,1363,1507,1127,610,1350,5213,1217,4657,1683,842,242,4357,-1,1002,386,undefined,609,492,3699,778,244,2524,806,606,1011,930,437,-1,-1,330,2511,298,151,497,201,925,656,-1,871,3116,2524,3152,-1
15/04/2019,18,2632,1507,2839,2772,4720,2848,-1,482,1596,392,134,548,-1,1020,2509,989,715,709,1388,816,1337,3901,668,2689,1145,845,242,3634,-1,903,382,undefined,303,267,3210,447,323,1302,387,427,853,853,314,-1,-1,232,1726,296,148,585,166,661,637,-1,648,1090,1302,3648,-1
15/04/2019,19,1355,756,2463,1880,2216,1407,-1,193,582,143,78,403,-1,507,2098,503,325,240,1244,724,1166,2826,290,1336,448,692,152,1497,-1,906,556,undefined,108,120,1764,201,287,627,179,218,407,469,182,-1,-1,143,1120,212,125,510,163,539,331,-1,400,315,627,2371,-1
15/04/2019,20,802,372,1867,1417,1721,1062,-1,123,233,94,102,380,-1,429,1505,479,191,144,1021,602,840,2049,196,836,397,544,110,1025,-1,697,519,undefined,80,85,1624,177,272,413,89,183,346,344,134,-1,-1,122,856,147,135,355,147,459,332,-1,302,154,413,2416,-1
15/04/2019,21,565,263,1266,943,1439,906,-1,81,120,33,73,272,-1,347,1324,355,148,85,777,434,662,1626,126,677,319,449,104,1003,-1,534,411,undefined,78,69,1184,142,192,391,121,117,180,202,86,-1,-1,82,579,136,129,267,105,293,159,-1,231,98,391,2096,-1
15/04/2019,22,325,136,838,522,806,585,-1,64,99,33,45,156,-1,195,727,163,121,54,438,286,458,1127,101,447,160,296,63,438,-1,363,195,undefined,61,62,570,69,79,259,62,74,165,155,56,-1,-1,67,377,103,100,204,71,176,154,-1,147,61,259,1089,-1
15/04/2019,23,125,63,505,263,362,386,-1,30,51,13,30,99,-1,180,487,63,52,54,207,170,293,668,29,233,108,232,29,259,-1,226,76,undefined,18,28,307,31,57,141,32,28,66,79,31,-1,-1,29,167,36,99,38,49,91,77,-1,73,37,141,491,-1
16/04/2019,0,73,37,242,137,191,144,-1,9,22,3,13,33,-1,65,256,44,26,5,103,73,185,199,-1,138,24,132,16,118,-1,127,42,undefined,13,9,189,11,23,83,8,28,38,20,12,-1,-1,10,138,27,60,26,43,48,38,-1,36,21,83,254,-1
16/04/2019,1,39,33,150,69,67,63,-1,1,16,3,4,12,-1,18,76,16,28,2,79,33,117,111,11,38,28,99,4,76,-1,90,23,undefined,5,1,60,5,15,48,1,6,11,4,2,-1,-1,4,48,8,50,17,24,30,20,-1,17,10,48,128,-1
16/04/2019,2,28,13,63,49,69,37,-1,3,11,-1,4,3,-1,17,38,22,15,3,30,34,122,93,13,34,13,72,7,24,-1,59,3,undefined,4,-1,33,4,12,34,1,1,9,1,1,-1,-1,1,58,7,44,-1,13,17,14,-1,19,16,34,114,-1
16/04/2019,3,17,15,58,26,50,18,-1,2,8,4,11,8,-1,10,42,8,10,1,37,28,90,60,22,35,21,42,2,39,-1,39,5,undefined,2,4,28,19,3,17,2,1,3,1,3,-1,-1,1,30,3,14,1,6,15,8,-1,4,6,17,73,-1
16/04/2019,4,8,21,46,35,95,50,-1,6,15,6,2,8,-1,25,40,5,11,5,20,16,72,57,6,31,23,33,2,90,-1,34,9,undefined,5,14,49,4,8,19,4,6,6,4,2,-1,-1,2,34,7,10,11,12,5,3,-1,4,6,19,42,-1
16/04/2019,5,40,31,87,123,316,219,-1,66,89,13,7,35,-1,127,17,60,83,28,30,20,52,165,47,227,95,76,7,314,-1,29,18,undefined,29,31,202,22,14,88,18,25,23,48,34,-1,-1,4,79,15,27,5,17,27,20,-1,13,62,88,101,-1
16/04/2019,6,149,95,209,263,905,892,-1,175,609,86,25,94,-1,290,38,253,249,187,78,25,112,756,253,1024,311,151,52,885,-1,72,45,undefined,133,97,915,100,11,375,161,111,52,43,39,-1,-1,32,199,73,55,37,32,64,36,-1,62,417,375,446,-1
16/04/2019,7,462,309,381,695,2103,1701,-1,454,2106,352,68,243,-1,682,92,628,829,718,111,83,186,1681,791,2163,716,330,113,2085,-1,171,106,undefined,253,194,1637,279,50,1333,404,299,149,196,67,-1,-1,78,512,170,122,109,47,258,122,-1,309,1539,1333,593,-1
16/04/2019,8,1063,698,828,1430,3691,3707,-1,625,4033,567,101,374,-1,1417,347,1232,1919,1563,336,171,394,3132,1468,4109,932,717,194,3775,-1,393,174,undefined,570,381,3055,790,102,2688,876,842,518,611,213,-1,-1,295,1090,363,176,175,164,673,375,-1,471,3406,2688,2407,-1
16/04/2019,9,1202,785,925,1496,2601,1974,-1,310,2239,445,30,211,-1,699,792,1233,1270,838,284,175,392,2278,850,2666,545,887,194,2710,-1,331,189,undefined,468,315,1744,626,136,1838,864,584,593,704,159,-1,-1,232,1070,373,240,251,201,536,371,-1,625,2012,1838,1784,-1
16/04/2019,10,1756,1153,1303,1934,2375,1335,-1,191,841,296,37,240,-1,488,759,1473,802,593,530,230,497,2324,586,1704,508,1022,205,2113,-1,379,149,undefined,230,227,1396,568,131,1279,526,542,617,531,154,-1,-1,211,1103,465,295,276,205,541,296,-1,430,979,1279,1482,-1
16/04/2019,11,2652,1876,1879,2582,3030,1542,-1,235,749,281,64,226,-1,500,829,1737,728,490,846,401,798,2558,588,1934,699,1458,230,2640,-1,561,190,undefined,269,220,1799,502,214,1355,549,591,693,727,147,-1,-1,265,1485,546,364,409,304,657,334,-1,514,879,1355,680,-1
16/04/2019,12,3808,3085,2681,3806,3600,2332,-1,620,1539,518,101,418,-1,693,1139,2407,1842,762,1399,758,1353,3420,1382,2635,990,1891,356,3136,-1,972,384,undefined,377,366,3062,1091,314,1916,1346,1004,932,661,168,-1,-1,460,2284,747,527,534,369,1053,428,-1,871,1911,1916,515,-1
16/04/2019,13,4059,3261,2720,3928,3443,2436,-1,589,1512,456,95,472,-1,595,1866,2590,1865,835,1562,738,1563,3879,1191,2765,993,1763,337,2800,-1,1092,524,undefined,431,431,3118,1064,329,1839,1332,871,917,579,278,-1,-1,477,2169,601,432,535,366,989,424,-1,1004,1607,1839,599,-1
16/04/2019,14,3461,2457,2569,3516,3249,1873,-1,295,826,353,78,280,-1,516,1972,1929,1008,584,1115,513,1058,3508,628,1843,936,1206,220,2643,-1,684,407,undefined,248,307,2258,756,190,1280,655,630,807,391,255,-1,-1,307,1778,552,202,475,254,863,384,-1,714,851,1280,653,-1
16/04/2019,15,3260,2274,2592,3384,3871,2084,-1,277,1419,380,68,326,-1,749,1900,1694,733,638,996,510,1089,3297,619,2452,1057,821,165,3763,-1,718,422,undefined,314,283,2076,504,175,1456,475,580,772,396,272,-1,-1,238,1801,362,182,468,215,789,469,-1,562,1077,1456,492,-1
16/04/2019,16,3216,2276,2629,3364,4521,2891,-1,421,2692,592,150,439,-1,1004,1821,1532,793,949,1070,484,1020,3950,796,3437,1148,770,175,3955,-1,818,330,undefined,500,314,2619,628,216,2071,604,543,889,519,306,-1,-1,266,1912,307,166,449,218,829,552,-1,688,2209,2071,614,-1
16/04/2019,17,3566,2330,3060,3969,5851,4671,-1,820,3808,811,136,488,-1,1804,2088,1631,1246,1420,1281,742,1348,5066,1161,4602,1524,879,215,4695,-1,1042,434,undefined,636,506,3506,814,227,2565,801,762,1035,585,422,-1,-1,345,2261,342,179,599,238,931,701,-1,860,3054,2565,517,-1
16/04/2019,18,2948,1676,3191,3708,5054,3008,-1,506,1533,398,157,666,-1,1130,2598,1282,725,711,1567,1140,1566,4098,643,2672,1102,872,243,4692,-1,1163,497,undefined,347,381,3373,531,254,1461,467,477,795,639,363,-1,-1,323,1749,298,186,582,232,710,603,-1,623,1196,1461,203,-1
16/04/2019,19,1750,787,2760,2297,3216,1677,-1,245,481,174,127,502,-1,550,2280,728,378,270,1511,1127,1296,3027,298,1453,518,660,190,2736,-1,903,575,undefined,169,229,2466,318,318,770,221,242,383,425,216,-1,-1,185,1333,260,128,624,190,602,399,-1,522,479,770,87,-1
16/04/2019,20,1084,521,2210,2131,2714,1182,-1,137,215,116,146,431,-1,493,1744,698,318,223,1227,849,1277,2464,202,1043,339,615,139,2291,-1,909,682,undefined,119,209,1688,283,348,501,149,284,377,363,155,-1,-1,151,958,190,129,419,135,447,321,-1,378,215,501,87,-1
16/04/2019,21,727,348,1891,1651,3226,1243,-1,104,141,68,126,347,-1,405,1439,553,216,137,992,745,1013,1896,195,772,312,505,97,2828,-1,749,595,undefined,100,180,1692,217,249,386,120,212,270,331,166,-1,-1,101,717,133,135,381,146,318,268,-1,268,120,386,67,-1
16/04/2019,22,393,234,1053,870,1383,883,-1,54,103,50,59,179,-1,255,970,265,127,100,595,370,678,1405,133,502,197,307,78,785,-1,552,253,undefined,65,136,947,84,129,314,104,124,131,180,67,-1,-1,86,400,101,135,220,89,237,139,-1,164,84,314,36,-1
16/04/2019,23,171,117,625,501,795,628,-1,47,58,14,18,92,-1,209,601,172,73,48,348,215,458,988,75,234,116,207,33,529,-1,260,128,undefined,38,102,504,71,43,159,41,36,65,77,31,-1,-1,33,249,52,110,52,61,125,81,-1,91,40,159,18,-1
17/04/2019,0,87,62,299,308,296,180,-1,15,24,9,10,17,-1,72,280,39,45,14,181,80,255,310,36,107,67,184,24,173,-1,137,54,undefined,15,22,157,16,20,99,14,22,30,20,12,-1,-1,14,121,24,94,35,37,53,39,-1,34,19,99,10,-1
17/04/2019,1,61,26,147,117,113,66,-1,6,14,4,5,19,-1,30,127,32,16,5,108,44,147,210,16,41,31,112,6,44,-1,120,14,undefined,4,11,82,12,13,39,8,21,17,7,5,-1,-1,7,69,14,72,3,20,32,23,-1,42,22,39,13,-1
17/04/2019,2,27,27,71,52,59,35,-1,6,7,1,4,14,-1,16,77,11,14,4,39,27,82,125,17,22,25,50,8,23,-1,66,21,undefined,6,5,37,13,4,39,8,5,17,1,1,-1,-1,1,46,6,38,6,4,19,7,-1,10,8,39,5,-1
17/04/2019,3,4,6,68,37,91,21,-1,7,5,2,1,2,-1,10,17,11,9,4,24,25,67,134,7,15,20,55,8,37,-1,53,13,undefined,5,6,17,6,8,27,8,8,5,1,1,-1,-1,3,33,11,38,3,5,12,1,-1,12,5,27,6,-1
17/04/2019,4,6,14,43,36,131,55,-1,4,6,2,-1,2,-1,39,13,8,4,4,16,11,71,79,10,33,42,67,3,125,-1,50,19,undefined,5,6,48,11,11,33,8,7,11,3,1,-1,-1,-1,21,15,24,7,7,12,3,-1,8,10,33,-1,-1
17/04/2019,5,50,36,84,105,328,217,-1,54,108,16,4,15,-1,102,13,49,90,32,15,13,60,172,48,258,106,40,13,348,-1,33,29,undefined,36,30,181,20,12,95,15,24,33,48,43,-1,-1,5,80,14,35,9,11,25,18,-1,24,59,95,3,-1
17/04/2019,6,143,102,203,281,906,869,-1,161,543,95,16,74,-1,291,42,140,286,190,55,23,96,848,275,1011,280,145,29,907,-1,80,44,undefined,88,83,914,113,22,389,126,103,68,64,35,-1,-1,20,182,41,47,31,37,48,28,-1,76,374,389,33,-1
17/04/2019,7,416,299,360,703,2158,1671,-1,413,2177,353,45,210,-1,728,83,439,818,683,135,56,212,1826,723,2261,601,446,94,2145,-1,180,90,undefined,275,214,1556,306,45,1263,388,281,181,178,87,-1,-1,66,486,151,62,85,78,207,132,-1,152,1488,1263,144,-1
17/04/2019,8,1055,671,759,1367,3456,3446,-1,584,3840,592,76,366,-1,1292,377,1076,1705,1452,242,148,448,3041,1357,3987,832,1295,191,3560,-1,422,188,undefined,507,345,2513,744,113,2438,843,721,597,636,201,-1,-1,189,1039,327,125,186,161,618,400,-1,394,3235,2438,478,-1
17/04/2019,9,1203,831,789,1393,2460,1817,-1,307,2055,472,29,242,-1,670,822,1093,1192,853,294,157,405,2199,862,2625,551,1256,153,2337,-1,304,135,undefined,374,270,1484,562,144,1716,786,582,714,757,111,-1,-1,205,1043,231,132,239,176,516,310,-1,384,1966,1716,549,-1
17/04/2019,10,1719,1245,1192,1989,2104,1306,-1,185,909,317,57,178,-1,436,742,1132,833,522,437,242,569,2152,532,1997,530,1166,141,1839,-1,465,179,undefined,221,188,1320,535,143,1271,505,524,672,448,121,-1,-1,217,1141,316,148,347,200,522,317,-1,480,989,1271,790,-1
17/04/2019,11,2612,1759,1645,2662,3090,1432,-1,277,773,292,68,256,-1,464,906,1585,874,537,688,420,759,2520,536,1856,597,1395,156,2556,-1,528,233,undefined,231,222,1692,529,192,1368,522,669,866,624,129,-1,-1,226,1503,379,188,360,263,606,383,-1,535,806,1368,614,-1
17/04/2019,12,3802,2946,2631,3727,3389,2330,-1,577,1513,556,78,316,-1,601,1163,2299,1829,698,1233,723,1141,3411,1251,2627,959,2091,222,3028,-1,1036,369,undefined,325,359,2822,1002,285,1957,1203,967,1025,783,187,-1,-1,377,2311,431,279,533,350,955,413,-1,748,1877,1957,503,-1
17/04/2019,13,4192,3169,2790,4048,3370,2334,-1,509,1392,531,114,406,-1,602,1880,2603,1767,781,1447,852,1596,3628,1087,2561,943,1867,269,2764,-1,1050,442,undefined,313,436,2492,849,313,1859,1252,1079,989,497,264,-1,-1,464,2222,453,246,527,285,1038,455,-1,839,1617,1859,416,-1
17/04/2019,14,3351,2496,2616,3496,3186,1948,-1,258,965,338,95,311,-1,598,2038,1808,1008,563,1126,589,1192,3302,698,2093,913,1485,166,2427,-1,829,332,undefined,178,256,2061,697,234,1275,668,648,859,317,300,-1,-1,323,1740,360,159,454,229,836,465,-1,675,866,1275,746,-1
17/04/2019,15,3189,2512,2637,3462,3927,2341,-1,258,1345,302,74,265,-1,744,1862,1577,788,595,954,599,1168,3320,559,2421,1083,1010,185,3525,-1,772,343,undefined,301,266,2098,692,207,1410,528,532,897,365,287,-1,-1,246,1905,350,201,418,241,751,548,-1,597,1089,1410,520,-1
17/04/2019,16,3315,2398,2657,3393,4200,2807,-1,459,2721,628,87,381,-1,1042,1977,1502,786,981,1055,596,1054,3886,815,3307,1123,904,199,3432,-1,862,315,undefined,413,282,2328,664,216,1891,610,675,960,365,282,-1,-1,279,2103,557,222,395,220,810,542,-1,665,2015,1891,591,-1
17/04/2019,17,3798,2405,3164,3840,5397,4445,-1,681,3604,834,118,555,-1,1735,2147,1589,1195,1427,1267,892,1449,4937,1111,4246,1455,1267,310,4439,-1,1079,444,undefined,547,485,3579,806,231,2424,743,749,1109,545,382,-1,-1,319,2590,902,407,567,325,1012,716,-1,777,2816,2424,335,-1
17/04/2019,18,2780,1688,3169,3294,4405,3011,-1,442,1637,394,120,536,-1,1046,2580,1111,724,719,1507,1076,1302,3915,639,2600,1092,1440,348,4120,-1,1187,492,undefined,298,321,2982,513,249,1507,424,578,930,619,325,-1,-1,284,1931,1128,521,594,327,730,677,-1,639,1013,1507,186,-1
17/04/2019,19,1354,875,2706,2378,3435,1826,-1,167,495,180,60,292,-1,612,1881,701,375,269,1442,1182,1339,2816,287,1287,408,1402,324,3305,-1,1038,544,undefined,156,190,2131,309,249,789,209,310,507,453,198,-1,-1,192,1447,1207,588,512,291,636,386,-1,432,405,789,59,-1
17/04/2019,20,799,501,2303,2056,2329,1243,-1,133,236,83,127,365,-1,408,1366,570,256,194,1220,1115,1153,2228,200,808,278,1168,294,2051,-1,954,540,undefined,82,205,1342,264,215,486,104,254,344,380,129,-1,-1,168,883,737,510,515,235,425,250,-1,300,195,486,67,-1
17/04/2019,21,529,425,1687,1588,2481,1181,-1,113,109,93,29,206,-1,410,888,439,188,150,944,780,866,1758,179,743,307,765,196,1850,-1,807,523,undefined,71,136,1138,177,175,378,132,199,268,324,120,-1,-1,108,673,491,266,348,223,398,196,-1,260,124,378,46,-1
17/04/2019,22,327,251,1037,964,1674,731,-1,56,100,35,17,95,-1,259,544,269,148,135,602,522,664,1208,206,531,150,376,100,1468,-1,520,374,undefined,91,116,709,108,93,332,69,336,226,133,58,-1,-1,75,415,198,127,180,109,158,100,-1,179,87,332,38,-1
17/04/2019,23,171,112,587,716,660,500,-1,31,54,12,8,53,-1,222,215,101,49,29,243,217,412,738,99,267,101,196,52,526,-1,299,170,undefined,38,33,363,52,41,198,34,68,143,44,25,-1,-1,25,252,58,90,60,42,105,82,-1,88,44,198,26,-1
18/04/2019,0,80,65,300,496,326,190,-1,16,20,11,1,27,-1,96,98,51,16,8,214,175,302,342,32,135,40,142,30,177,-1,229,49,undefined,8,13,157,30,20,116,10,24,114,24,17,-1,-1,16,146,31,51,34,45,58,51,-1,36,14,116,9,-1
18/04/2019,1,51,41,206,384,99,53,-1,10,3,4,4,24,-1,14,68,23,22,8,116,67,169,232,38,39,35,104,25,41,-1,198,19,undefined,2,4,82,27,4,62,13,12,93,30,21,-1,-1,6,93,38,27,17,29,40,22,-1,22,3,62,7,-1
18/04/2019,2,41,18,128,208,62,77,-1,2,11,9,-1,3,-1,19,43,20,21,9,66,36,99,164,19,20,14,93,10,27,-1,88,8,undefined,3,5,55,19,2,56,6,5,62,9,11,-1,-1,7,47,14,20,5,11,18,13,-1,16,1,56,2,-1
18/04/2019,3,17,28,86,59,40,28,-1,3,3,1,-1,-1,-1,6,28,9,8,-1,38,44,85,132,9,34,10,45,1,45,-1,63,9,undefined,3,4,22,3,8,22,6,2,26,8,5,-1,-1,-1,39,5,11,1,7,9,16,-1,15,2,22,-1,-1
18/04/2019,4,27,18,42,35,64,67,-1,5,5,1,-1,6,-1,44,27,7,13,3,42,18,77,148,5,40,24,36,3,114,-1,41,24,undefined,13,3,54,6,14,33,12,24,35,4,6,-1,-1,6,38,14,1,13,11,2,12,-1,4,9,33,1,-1
18/04/2019,5,41,25,98,116,329,232,-1,55,76,24,6,19,-1,110,36,38,93,30,27,25,82,218,47,246,82,75,8,352,-1,49,20,undefined,29,25,184,23,15,106,36,27,53,27,30,-1,-1,5,83,48,22,4,12,23,12,-1,17,48,106,2,-1
18/04/2019,6,159,67,178,254,798,772,-1,115,475,84,14,59,-1,272,82,257,237,162,52,25,119,807,240,979,257,219,38,1021,-1,85,56,undefined,107,58,687,93,12,403,130,93,80,41,25,-1,-1,29,185,105,61,25,54,62,37,-1,64,356,403,20,-1
18/04/2019,7,414,270,393,622,2028,1657,-1,383,1829,337,48,167,-1,658,306,482,775,676,126,69,249,1695,748,2146,476,430,137,2276,3,167,93,undefined,234,141,1416,281,57,1301,334,280,160,187,64,-1,-1,60,492,224,146,99,81,232,98,-1,149,1496,1301,186,-1
18/04/2019,8,936,747,791,1282,3175,3530,-1,536,3489,523,86,338,-1,1253,762,1140,1763,1307,343,195,434,3094,1361,3758,424,762,243,3501,-1,443,159,undefined,541,270,2832,684,101,2206,824,830,531,637,195,-1,-1,189,1035,410,182,211,176,653,362,-1,356,2888,2206,599,-1
18/04/2019,9,1182,907,861,1433,2276,1904,-1,314,2000,415,50,249,-1,676,719,1007,1161,854,247,223,481,2249,798,2468,298,897,268,2382,-1,358,208,undefined,396,243,1866,585,113,1537,796,648,557,647,197,-1,-1,206,935,447,295,300,169,590,329,-1,403,1761,1537,500,-1
18/04/2019,10,1662,1347,1249,1989,2009,1225,206,227,804,230,58,227,-1,499,888,1294,761,549,476,260,643,2206,674,1576,300,1112,267,1796,-1,427,188,undefined,239,218,1370,561,116,1204,522,621,629,555,184,-1,-1,214,1107,527,369,363,182,513,292,-1,487,844,1204,603,-1
18/04/2019,11,2510,2145,1827,2741,2701,1514,506,289,691,252,90,313,-1,521,1271,1616,835,490,778,570,892,2633,628,1634,428,1336,287,2091,-1,599,261,undefined,264,196,1759,545,199,1161,478,643,711,724,178,-1,-1,254,1562,637,468,410,299,704,314,-1,514,758,1161,637,-1
18/04/2019,12,3832,3415,2600,3762,3251,2184,861,616,1285,470,122,415,-1,661,1986,2292,1533,727,1308,1025,1502,3375,1143,2611,763,2090,357,2544,-1,1110,429,undefined,380,323,3126,1005,280,1874,1181,957,948,840,206,-1,-1,401,2433,765,708,603,319,962,513,-1,850,1684,1874,624,-1
18/04/2019,13,4181,3457,2967,3981,3397,2433,691,537,1246,482,136,491,-1,686,2099,2422,1604,717,1476,911,1675,3630,1142,2693,592,2105,405,2920,-1,1141,526,undefined,390,349,3358,861,367,1813,1207,1089,1038,838,245,-1,-1,465,2533,898,699,642,362,990,601,-1,689,1523,1813,712,903
18/04/2019,14,3608,2836,2887,3632,3392,2205,245,311,906,303,92,356,-1,741,2107,1951,924,587,1239,690,1348,3489,724,2169,627,1521,281,2819,-1,868,441,undefined,272,255,2617,672,232,1286,550,595,881,654,216,-1,-1,332,2280,621,464,559,281,832,524,-1,661,828,1286,746,3715
18/04/2019,15,3692,2762,2866,3651,3667,2408,320,324,1412,377,37,259,-1,854,2257,1692,785,640,1250,608,1189,3592,623,2567,650,938,209,2999,-1,893,412,undefined,303,212,2435,562,213,1429,443,623,880,639,207,-1,-1,240,2212,462,333,490,230,861,535,-1,653,1086,1429,614,3870
18/04/2019,16,3774,2953,2971,3810,4103,3158,313,523,2560,549,74,364,-1,1209,2515,1620,862,933,1158,646,1133,3939,923,3417,701,820,175,3595,-1,907,327,undefined,416,263,2833,691,214,2036,583,642,815,501,180,-1,-1,268,2454,382,182,489,213,903,531,-1,709,2018,2036,556,4116
18/04/2019,17,4418,2958,3725,4189,5484,4108,474,608,2659,631,112,437,-1,1587,2810,1727,1061,1181,1521,989,1679,4720,991,4051,601,845,289,4451,-1,1326,472,undefined,431,356,3838,783,345,2459,598,750,954,340,275,-1,-1,267,2787,393,153,516,255,1042,650,-1,897,2043,2459,389,4814
18/04/2019,18,3734,2196,3526,3817,4794,2921,305,374,1169,323,72,377,-1,995,2475,1437,759,582,1889,1312,1828,3877,677,2470,503,902,260,4092,-1,1348,525,undefined,207,235,2925,532,250,1459,367,490,691,219,186,-1,-1,206,2022,345,192,579,220,887,552,-1,732,863,1459,107,4514
18/04/2019,19,2558,1428,2992,2688,3356,1827,124,178,480,150,57,321,-1,619,1995,849,359,276,1925,1420,1655,3000,329,1472,278,876,187,3210,-1,1224,561,undefined,121,178,2091,422,333,852,205,336,410,191,116,-1,-1,124,1711,270,154,566,200,807,321,-1,627,365,852,59,3182
18/04/2019,20,1903,1171,2878,2518,2655,1604,122,132,225,85,66,294,-1,592,1818,844,316,205,1639,1414,1712,2530,192,1002,271,668,175,2044,-1,1313,611,undefined,101,127,1855,332,318,609,117,230,310,150,95,-1,-1,104,1414,209,113,490,162,662,191,-1,498,214,609,49,2947
18/04/2019,21,1272,697,2875,2106,2309,1459,62,81,139,55,59,199,-1,461,1505,591,242,118,1370,1218,1495,2311,202,1014,294,586,147,1530,-1,1278,527,undefined,67,102,1713,271,212,530,122,256,276,185,76,-1,-1,86,1150,180,115,422,156,545,239,-1,374,126,530,48,2379
18/04/2019,22,797,570,2254,1745,2760,1176,46,74,146,53,32,158,-1,443,1039,548,262,147,1251,1034,1363,2193,196,804,314,439,118,2292,-1,1227,447,undefined,150,192,1445,332,150,500,82,346,148,113,56,-1,-1,69,853,177,169,316,134,526,162,-1,273,119,500,42,2341
