Date,Hour,Bourke Street Mall (North),Bourke Street Mall (South),Melbourne Central,Town Hall (West),Princes Bridge,Flinders Street Station Underpass,Birrarung Marr,Webb Bridge,Southern Cross Station,Victoria Point,Waterfront City,New Quay,Flagstaff Station,Sandridge Bridge,State Library,Australia on Collins,Collins Place (South),Collins Place (North),Chinatown-Swanston St (North),Chinatown-Lt Bourke St (South),Bourke St-Russell St (West),Flinders St-Elizabeth St (East),Spencer St-Collins St (South),Spencer St-Collins St (North),Melbourne Convention Exhibition Centre,QV Market-Elizabeth St (West),QV Market-Peel St,The Arts Centre,St Kilda Rd-Alexandra Gardens,Lonsdale St (South),Lygon St (West),City Square,Flinders St-Spring St (West),Flinders St-Spark La,Southbank,Queen St (West),Lygon St (East),Flinders St-Swanston St (West),Alfred Place,Lonsdale St-Spring St (West),Grattan St-Swanston St (West),Monash Rd-Swanston St (West),Tin Alley-Swanston St (West),Little Collins St-Swanston St (East),Flinders La-Swanston St (West),Pelham St (South),Melbourne Central-Elizabeth St (East),QVM-Queen St (East),QVM-Therry St (South),Faraday St-Lygon St (West),QVM-Franklin St (North),Elizabeth St-Lonsdale St (South)
30/05/2018,17,3305,1939,2726,3013,3054,4254,566,601,3561,782,73,341,-1,-1,2180,1323,1274,1516,1121,597,1175,3587,1153,5189,1428,782,230,2344,786,905,387,undefined,607,329,4001,763,199,-1,697,620,570,594,257,1993,4140,294,2284,396,201,-1,204,821
30/05/2018,18,2400,1335,2324,2418,1971,2397,340,354,1467,355,55,194,-1,-1,1800,923,729,777,1174,713,1065,2787,575,3013,711,679,260,1612,459,851,372,undefined,288,159,2799,413,213,-1,365,381,434,484,235,1526,3073,241,1557,444,143,-1,172,592
30/05/2018,19,1164,611,2264,1475,1268,1349,132,145,482,212,36,91,-1,-1,1262,489,367,291,1131,695,952,1775,297,1383,260,583,153,1307,260,779,315,undefined,115,111,1532,255,186,-1,207,331,285,313,134,1068,1818,226,995,263,120,-1,132,548
30/05/2018,20,594,355,1337,920,556,996,42,56,140,98,10,49,-1,-1,793,313,191,98,698,439,664,1295,202,866,149,305,107,281,109,600,313,undefined,72,55,904,157,122,-1,137,188,164,159,86,741,1354,146,626,171,70,-1,82,264
30/05/2018,21,476,219,1185,702,629,813,44,43,98,89,22,65,-1,-1,482,213,126,44,572,274,508,1038,146,839,129,289,94,523,80,526,206,undefined,55,39,902,140,108,-1,89,100,150,145,75,527,1070,102,493,115,59,-1,90,274
30/05/2018,22,255,132,821,536,846,645,33,40,74,52,14,62,-1,-1,359,175,135,54,400,251,551,908,105,539,106,219,55,723,99,389,174,undefined,44,78,628,84,74,-1,66,55,173,121,67,401,883,63,347,78,64,-1,48,166
30/05/2018,23,157,71,533,268,248,372,21,20,37,13,11,37,-1,-1,187,81,49,25,163,136,318,534,70,318,55,183,30,112,54,212,95,undefined,31,16,290,54,15,-1,32,46,86,67,27,202,511,65,203,34,36,-1,42,100
31/05/2018,0,44,46,215,121,96,159,8,10,13,10,4,11,-1,-1,87,55,36,18,100,68,205,240,23,103,25,116,20,51,38,140,71,undefined,12,11,133,26,10,-1,37,13,49,22,11,69,202,22,91,26,32,-1,19,26
31/05/2018,1,42,23,155,60,46,35,4,3,10,3,3,13,-1,-1,35,26,7,4,78,49,130,92,19,27,20,105,8,28,14,113,29,undefined,2,2,53,19,10,-1,9,10,29,5,1,26,108,6,41,11,34,-1,21,43
31/05/2018,2,18,17,59,38,44,35,8,-1,6,8,-1,7,-1,-1,37,21,10,3,50,35,100,59,13,30,7,49,4,19,10,43,12,undefined,-1,3,22,21,3,-1,1,8,3,5,2,18,92,3,28,9,27,-1,4,13
31/05/2018,3,20,22,52,31,37,33,8,1,1,1,-1,1,-1,-1,19,14,2,2,33,26,82,55,9,2,3,73,1,30,2,57,8,undefined,-1,5,27,8,1,-1,7,4,4,-1,-1,15,52,2,38,9,9,-1,14,8
31/05/2018,4,15,22,34,28,71,50,13,3,3,1,-1,2,-1,-1,14,8,20,3,34,21,65,57,14,40,20,51,4,63,11,37,28,undefined,10,7,24,2,6,-1,10,7,25,7,6,19,94,10,37,2,20,-1,4,5
31/05/2018,5,37,24,70,71,130,222,28,34,147,38,3,7,-1,-1,17,94,80,23,27,26,61,135,32,279,79,55,11,126,49,28,6,undefined,10,36,178,22,9,-1,12,29,8,10,6,45,196,7,115,22,15,-1,9,14
31/05/2018,6,132,88,224,267,426,872,143,122,750,94,18,74,-1,-1,70,170,214,149,30,26,112,565,216,1022,204,133,45,364,106,75,25,undefined,88,49,827,70,9,-1,89,85,51,37,22,108,528,31,221,55,27,-1,35,45
31/05/2018,7,387,235,341,498,1045,1787,391,295,2203,332,38,144,-1,-1,292,618,775,673,102,60,171,1338,697,2403,483,305,63,1065,289,137,105,undefined,271,193,1549,180,38,-1,347,247,121,91,59,480,1383,74,529,152,126,-1,48,188
31/05/2018,8,932,635,883,1122,1913,3613,675,582,4095,611,58,264,-1,-1,650,1064,1850,1488,256,132,342,2610,1469,4461,965,648,197,1882,532,418,128,undefined,596,285,3234,701,101,-1,828,713,280,285,150,1028,2818,284,1162,257,216,-1,88,682
31/05/2018,9,1032,691,834,1157,1381,2164,315,269,2455,412,28,176,-1,-1,777,1006,1338,953,183,136,330,1920,923,3076,643,657,175,1372,436,343,142,undefined,485,182,2021,483,104,-1,697,658,328,343,163,811,2312,301,1002,277,251,-1,120,580
31/05/2018,10,1345,950,1003,1514,1242,1151,464,174,931,270,26,129,-1,-1,720,1186,802,534,382,208,455,1693,534,1600,325,878,186,1480,426,369,222,undefined,236,197,1292,447,147,-1,413,560,375,321,128,803,2069,222,1002,319,323,-1,168,443
31/05/2018,11,1976,1364,1302,1877,1406,1238,561,242,774,201,26,120,-1,-1,947,1240,607,356,527,388,659,1967,598,1522,532,1033,203,1574,628,535,186,undefined,281,211,1349,471,166,-1,521,560,382,314,145,1055,2297,238,1295,397,445,-1,193,471
31/05/2018,12,3399,2568,2216,2929,1770,1871,712,624,1517,476,90,372,-1,-1,1531,1932,1470,627,1135,746,1503,2528,1017,2497,1034,1680,303,1328,684,1111,301,undefined,344,252,2963,980,300,-1,1084,939,507,377,175,1941,3002,393,2038,552,766,-1,241,912
31/05/2018,13,3519,2832,2183,3302,1698,1951,643,509,1364,434,75,346,-1,-1,1699,2141,1412,641,1143,705,1397,2817,900,2456,792,1730,260,1746,891,1024,423,undefined,354,560,2775,937,284,-1,1089,845,659,415,216,2000,3405,387,3076,523,774,-1,316,1094
31/05/2018,14,2909,2138,1785,2677,1489,1717,352,210,964,308,35,201,-1,-1,1515,1689,795,513,920,465,1098,2333,592,1991,701,1201,202,1065,483,701,268,undefined,239,190,1871,659,151,-1,498,527,400,286,150,1512,3006,246,1839,415,449,-1,187,857
31/05/2018,15,2747,1957,1877,2510,1737,1900,277,241,1392,354,29,158,-1,-1,1572,1396,713,538,836,419,911,2649,518,2459,805,702,278,1452,432,669,236,undefined,290,188,2018,551,174,-1,358,522,370,369,177,1460,3157,217,1768,393,240,-1,147,718
31/05/2018,16,2825,1895,2196,2463,1930,2781,435,371,2729,666,89,288,-1,-1,1739,1312,816,987,895,492,949,3031,743,3675,1029,624,179,1621,510,697,424,undefined,443,255,2523,533,174,-1,488,516,410,443,178,1668,3320,196,1898,236,153,-1,135,716
31/05/2018,17,3304,1987,2637,3033,3120,4396,567,599,3661,756,105,309,-1,-1,2072,1439,1269,1551,1137,610,1332,3878,1240,4884,1235,757,242,2458,811,956,397,undefined,576,287,3949,838,249,-1,663,720,511,519,250,2027,4313,318,2403,320,167,-1,155,921
31/05/2018,18,2813,1572,2671,2537,2138,2664,402,342,1572,401,73,245,-1,-1,1750,1040,798,804,1244,857,1284,2921,655,2924,944,656,231,1868,471,1011,339,undefined,307,188,2762,488,256,-1,378,436,452,475,228,1580,3314,235,1912,275,130,-1,139,654
31/05/2018,19,1912,913,2076,2080,1456,1462,237,160,528,196,53,182,-1,-1,1349,572,369,295,1164,637,1028,2062,364,1592,322,510,149,1728,304,902,349,undefined,150,124,1811,250,216,-1,178,236,280,362,174,1152,2282,195,1349,186,94,-1,126,585
31/05/2018,20,1371,767,1797,1645,993,1244,93,109,255,96,46,167,-1,-1,1076,409,318,154,990,588,760,1657,247,853,231,475,132,497,237,823,395,undefined,76,84,1383,168,177,-1,87,186,218,177,101,1255,1721,159,1106,161,88,-1,74,433
31/05/2018,21,797,349,1646,1367,1095,1095,53,94,208,89,37,119,-1,-1,786,352,162,94,830,519,714,1494,178,871,167,310,92,813,175,712,280,undefined,67,71,1257,208,152,-1,113,138,178,148,83,810,1492,93,870,128,122,-1,74,320
31/05/2018,22,351,205,1056,767,1025,846,52,47,101,41,26,85,-1,-1,564,258,166,95,527,431,587,1180,124,545,229,282,76,798,94,546,253,undefined,45,66,908,111,63,-1,99,66,140,89,42,556,1159,104,518,80,89,-1,89,240
31/05/2018,23,142,62,628,822,297,472,33,20,47,24,18,57,-1,-1,261,144,83,46,303,205,421,655,77,379,86,157,47,135,40,308,117,undefined,38,26,416,82,18,-1,60,48,102,75,43,265,775,77,285,47,57,-1,29,82
