Date,Hour,Bourke Street Mall (North),Bourke Street Mall (South),Melbourne Central,Town Hall (West),Princes Bridge,Flinders Street Station Underpass,Birrarung Marr,Webb Bridge,Southern Cross Station,Victoria Point,Waterfront City,New Quay,Flagstaff Station,Sandridge Bridge,State Library,Australia on Collins,Collins Place (South),Collins Place (North),Chinatown-Swanston St (North),Chinatown-Lt Bourke St (South),Bourke St-Russell St (West),Flinders St-Elizabeth St (East),Spencer St-Collins St (South),Spencer St-Collins St (North),Melbourne Convention Exhibition Centre,QV Market-Elizabeth St (West),QV Market-Peel St,The Arts Centre,St Kilda Rd-Alexandra Gardens,Lonsdale St (South),Lygon St (West),City Square,Flinders St-Spring St (West),Flinders St-Spark La,Southbank,Queen St (West),Lygon St (East),Flinders St-Swanston St (West),Alfred Place,Lonsdale St-Spring St (West),Grattan St-Swanston St (West),Monash Rd-Swanston St (West),Tin Alley-Swanston St (West),Little Collins St-Swanston St (East),Flinders La-Swanston St (West),Pelham St (South),Melbourne Central-Elizabeth St (East),QVM-Queen St (East),QVM-Therry St (South),Faraday St-Lygon St (West),QVM-Franklin St (North),Elizabeth St-Lonsdale St (South)
22/04/2018,11,2323,1507,1409,1793,1874,1386,716,294,142,106,146,680,-1,-1,982,965,-1,138,801,495,618,1817,297,1045,987,1586,404,1703,787,554,270,undefined,121,162,2261,194,195,-1,195,201,204,181,142,982,2174,83,1429,703,901,388,265,500
22/04/2018,12,3015,2119,2185,2530,2584,1792,998,347,154,69,206,765,-1,-1,1354,1386,-1,183,1309,830,847,2032,277,1168,1367,2036,562,2415,1079,858,306,undefined,156,261,2979,198,305,-1,103,272,329,251,213,1386,2974,123,1868,1025,1030,543,362,690
22/04/2018,13,3439,2416,2351,2884,3178,1888,977,338,176,132,236,998,-1,-1,1804,1309,-1,164,1543,967,1169,2348,288,1113,1487,2167,518,2871,1318,958,507,undefined,150,203,3450,189,330,-1,115,341,359,258,193,1761,3229,136,2047,1061,1110,631,408,729
22/04/2018,14,3622,2519,2448,3015,2998,2014,975,465,177,147,295,1283,-1,-1,1847,1429,-1,253,1364,711,1293,2335,277,1483,1732,1910,553,2487,1357,1013,812,undefined,143,231,3748,176,387,-1,136,256,290,212,175,2057,3324,117,2029,891,844,684,337,711
22/04/2018,15,3637,2521,2336,3077,3172,2243,1062,389,151,97,183,796,-1,-1,2018,1289,-1,161,1321,732,1149,2403,260,1365,1700,1610,397,2401,1283,959,644,undefined,163,246,3701,277,347,-1,250,257,242,221,189,1922,3180,91,1795,870,658,624,319,598
22/04/2018,16,3233,2285,2268,2906,3477,2342,907,344,149,60,172,659,-1,-1,1961,1122,-1,181,1250,591,1188,2677,293,1357,1597,1028,281,2910,1386,945,824,undefined,162,200,3586,195,336,-1,128,213,250,175,164,2121,3317,125,1888,660,420,617,236,570
22/04/2018,17,2860,1538,2429,2685,2773,2105,897,322,192,90,147,457,-1,-1,2048,939,-1,239,1262,718,1260,2417,251,1324,1406,589,212,1786,1076,1080,661,undefined,168,238,3410,149,314,-1,133,269,366,234,188,1957,3139,114,1795,355,222,554,156,648
22/04/2018,18,2303,1079,2570,2131,2593,1961,297,354,275,194,185,840,-1,-1,1603,610,-1,144,1467,1043,1363,2124,377,1789,961,560,175,2028,607,1103,793,undefined,166,212,2818,209,297,-1,253,222,255,219,141,2028,2587,85,1489,255,145,519,165,537
22/04/2018,19,1415,694,2322,2174,2260,1495,134,124,154,89,138,393,-1,-1,1397,568,-1,139,1435,1271,1520,1755,200,964,349,479,126,2126,411,1156,780,undefined,86,140,2294,117,327,-1,129,228,171,159,112,2306,2412,68,1092,156,128,453,125,562
22/04/2018,20,736,446,1906,1860,1559,1226,670,69,78,64,99,317,-1,-1,1101,440,-1,102,1096,910,1156,1501,244,771,384,421,4,822,300,913,673,undefined,77,190,2022,106,283,-1,89,156,137,149,94,1910,1831,50,791,149,117,423,142,369
22/04/2018,21,433,273,1361,1241,1537,963,88,88,74,46,60,277,-1,-1,811,297,-1,75,814,590,768,1142,171,531,249,369,2,1157,201,725,547,undefined,76,96,1456,91,205,-1,120,172,124,119,88,1074,1455,39,584,103,109,219,94,313
22/04/2018,22,326,187,961,964,690,777,38,57,57,51,29,101,-1,-1,507,245,-1,83,515,387,617,825,149,460,230,285,59,278,121,567,305,undefined,39,49,928,47,98,-1,121,87,145,89,56,769,1232,34,382,106,94,96,73,159
22/04/2018,23,171,101,534,585,365,477,26,18,29,32,17,54,-1,-1,248,51,-1,13,329,133,363,580,46,290,120,208,37,120,57,300,136,undefined,10,19,492,38,29,-1,43,32,86,51,22,326,515,20,263,47,102,29,40,71
23/04/2018,0,93,58,260,425,137,172,28,8,22,5,5,16,-1,-1,99,47,-1,11,129,51,199,226,39,104,42,109,14,53,29,138,58,undefined,12,7,142,10,13,-1,37,30,52,17,15,136,307,3,132,24,92,24,26,54
23/04/2018,1,39,26,109,330,85,86,12,9,15,1,2,26,-1,-1,55,15,-1,3,69,52,136,152,14,39,30,90,13,41,21,178,28,undefined,2,8,101,13,11,-1,10,12,10,6,3,63,121,2,83,6,54,7,21,22
23/04/2018,2,20,28,60,464,45,35,7,4,11,2,-1,6,-1,-1,24,7,-1,4,40,31,92,81,10,14,6,53,7,24,11,78,2,undefined,2,2,35,4,6,-1,3,1,6,4,3,42,99,2,47,7,33,2,7,22
23/04/2018,3,8,15,35,541,50,38,5,3,2,1,-1,2,-1,-1,22,14,-1,1,38,23,66,48,11,22,9,54,2,30,7,65,2,undefined,2,1,39,16,3,-1,1,7,2,-1,-1,44,71,2,34,8,13,2,5,5
23/04/2018,4,40,18,50,456,86,54,24,6,6,11,2,6,-1,-1,17,10,-1,7,38,17,63,53,14,41,13,23,-1,53,13,32,9,undefined,6,8,34,10,4,-1,10,7,18,2,3,27,116,4,34,6,23,6,19,11
23/04/2018,5,64,21,89,485,161,267,26,34,129,20,2,14,-1,-1,47,29,-1,33,21,35,54,119,43,275,69,49,9,87,107,66,11,undefined,10,28,166,31,9,-1,21,23,16,49,51,53,219,4,67,19,34,8,9,24
23/04/2018,6,136,97,157,271,445,1000,207,153,761,102,16,85,-1,-1,95,198,-1,156,39,19,86,527,232,938,255,124,29,351,180,84,17,undefined,86,58,857,64,23,-1,77,107,48,44,27,140,494,26,214,35,40,13,42,67
23/04/2018,7,338,242,412,508,1101,2209,462,392,2186,358,50,194,-1,-1,341,399,-1,710,65,69,187,1337,700,2404,552,245,82,900,403,197,80,undefined,266,155,1850,224,48,-1,338,266,185,151,84,438,1273,61,614,107,83,84,66,222
23/04/2018,8,822,630,1031,1148,2130,4621,855,574,3925,589,62,349,-1,-1,782,991,-1,1673,243,171,312,2732,1471,4632,881,544,189,1944,687,413,138,undefined,571,266,3805,731,105,-1,802,810,613,524,234,980,2803,235,1174,259,145,159,185,808
23/04/2018,9,1041,763,964,1327,1400,2469,456,259,2173,435,32,266,-1,-1,746,1027,-1,895,224,179,440,2085,980,2918,623,572,139,1341,370,300,134,undefined,528,268,2312,627,117,-1,747,642,621,667,236,938,2394,260,1139,203,190,204,150,580
23/04/2018,10,1531,1157,1207,1956,1309,1396,286,174,752,289,35,231,-1,-1,869,1156,-1,459,414,278,581,1805,597,1820,722,559,111,1029,490,495,173,undefined,253,191,1717,569,159,-1,477,652,689,591,228,880,2371,214,1139,214,201,316,165,511
23/04/2018,11,2178,1623,1721,2328,1562,1531,335,206,725,280,59,260,-1,-1,1200,1472,-1,419,709,485,743,2104,591,1730,717,704,132,1255,528,547,181,undefined,271,180,2066,484,171,-1,460,573,936,735,285,1142,2718,228,1494,264,247,335,168,585
23/04/2018,12,3543,2970,2527,3566,1828,2345,505,751,1475,534,139,509,-1,-1,1927,2965,-1,717,1217,676,1539,2952,1159,2667,1088,1043,161,1245,821,1201,321,undefined,412,391,3782,1021,370,-1,1124,1063,1023,853,325,2023,3599,416,2388,261,321,461,263,1063
23/04/2018,13,3767,3212,2479,3598,1966,2563,419,685,1267,525,149,495,-1,-1,1997,2457,-1,746,1213,750,1458,3233,1071,2427,1168,1118,153,1544,931,1075,372,undefined,555,424,3536,999,359,-1,1146,983,1102,919,388,2382,3606,405,2365,281,321,471,259,1115
23/04/2018,14,2987,2335,2264,2970,1736,2023,416,320,940,318,109,372,-1,-1,1810,1815,-1,562,1024,543,1080,2759,618,2172,1118,727,134,1511,809,872,312,undefined,280,233,2403,662,249,-1,552,730,853,683,271,1608,3464,256,1926,223,203,482,232,800
23/04/2018,15,3000,2172,2305,3006,1920,2479,411,301,1320,342,70,286,-1,-1,1936,1509,-1,577,987,502,963,2913,567,2365,1140,683,155,1572,870,715,339,undefined,301,191,2714,577,205,-1,430,572,869,749,328,1629,3411,183,1976,238,188,436,161,722
23/04/2018,16,2906,2259,2331,2939,2330,3461,481,368,2767,658,87,376,-1,-1,2073,1350,-1,1057,1013,475,978,3241,792,3809,1137,674,170,1758,797,764,285,undefined,493,263,3161,620,187,-1,478,587,847,871,280,1714,3705,234,2075,236,181,425,109,790
23/04/2018,17,3214,2131,2796,3187,3539,5541,907,698,3892,747,116,517,-1,-1,2735,1456,-1,1812,1202,609,1242,4041,1208,4994,1493,751,244,2541,1257,1007,416,undefined,715,404,4856,838,240,-1,595,685,1093,1107,459,2139,4408,308,2518,339,189,551,208,998
23/04/2018,18,2283,1301,2515,2471,2534,3255,496,378,1623,423,156,536,-1,-1,1985,833,-1,856,1271,738,1225,3126,619,2863,938,704,203,1795,700,1060,419,undefined,314,235,3503,389,275,-1,364,422,797,852,310,1579,3291,208,1806,249,137,629,158,616
23/04/2018,19,1337,545,2142,1756,1445,1842,192,228,455,178,128,439,-1,-1,1581,530,-1,265,1115,700,929,2233,347,1433,414,577,115,1054,292,862,546,undefined,113,137,2325,216,298,-1,214,217,562,489,239,1106,2110,184,1251,142,130,538,111,558
23/04/2018,20,841,340,1886,1294,1115,1178,109,105,200,109,97,348,-1,-1,1254,449,-1,112,978,592,822,1679,205,905,328,506,128,395,276,703,579,undefined,118,102,1810,132,279,-1,102,202,352,371,138,869,1649,111,835,170,105,431,77,488
23/04/2018,21,614,236,1346,954,900,1063,81,79,148,84,80,251,-1,-1,748,289,-1,107,742,423,638,1274,199,758,304,414,86,417,203,603,342,undefined,76,73,1339,148,203,-1,117,95,256,232,114,667,1254,65,627,111,137,267,117,297
23/04/2018,22,316,153,888,605,998,810,63,56,89,43,94,231,-1,-1,507,168,-1,71,485,252,495,949,114,463,176,278,82,797,143,367,296,undefined,49,105,900,141,96,-1,84,83,145,102,46,488,1026,74,367,110,98,180,60,198
23/04/2018,23,159,89,498,280,296,453,46,20,53,11,16,64,-1,-1,196,95,-1,33,172,209,296,455,60,268,145,154,38,130,64,236,102,undefined,31,29,437,86,27,-1,19,30,71,49,27,262,548,33,245,37,101,53,30,91
24/04/2018,0,61,48,249,135,112,160,22,7,10,14,6,12,-1,-1,118,30,-1,3,159,75,207,163,41,95,42,127,16,78,36,169,54,undefined,13,24,177,9,16,-1,24,20,52,22,19,71,236,9,107,22,96,24,35,41
24/04/2018,1,34,30,108,68,50,73,6,4,6,11,7,18,-1,-1,51,14,-1,-1,69,56,116,75,25,36,44,95,7,26,11,89,29,undefined,10,4,69,10,14,-1,3,6,14,9,9,46,85,2,85,11,84,18,14,30
24/04/2018,2,29,26,55,28,50,10,2,7,4,2,3,15,-1,-1,28,5,-1,1,38,37,68,64,7,12,27,49,5,14,4,50,8,undefined,1,2,33,3,7,-1,3,3,11,4,1,22,75,2,43,10,41,2,5,12
24/04/2018,3,23,6,56,18,40,32,9,1,-1,1,2,1,-1,-1,24,12,-1,-1,29,34,81,66,16,16,20,46,1,37,3,42,4,undefined,3,2,35,3,3,-1,7,4,13,2,1,17,25,-1,66,3,30,2,3,9
24/04/2018,4,20,12,25,46,52,53,19,3,4,6,-1,14,-1,-1,16,43,-1,5,32,22,65,47,12,12,20,18,3,59,8,29,9,undefined,8,3,27,9,9,-1,11,3,29,1,4,17,62,2,37,3,12,7,4,5
24/04/2018,5,58,21,91,82,130,244,44,48,151,25,6,22,-1,-1,27,142,-1,38,25,30,26,218,55,264,86,74,11,101,119,35,14,undefined,15,40,191,22,10,-1,35,24,18,33,28,48,173,6,74,20,29,12,12,22
24/04/2018,6,167,73,164,196,485,1058,183,184,803,104,26,120,-1,-1,102,157,-1,200,35,21,89,671,266,976,293,151,43,422,217,49,34,undefined,86,93,1053,85,7,-1,91,81,73,54,47,153,486,21,230,71,72,25,49,47
24/04/2018,7,380,289,429,534,1178,2382,577,381,2363,386,56,201,-1,-1,367,456,-1,805,77,48,190,1467,854,2652,579,389,95,1104,451,197,69,undefined,306,156,2031,278,46,-1,397,313,244,180,109,475,1463,59,674,139,141,97,66,238
24/04/2018,8,947,676,1025,1210,2258,4633,703,516,4233,606,70,385,-1,-1,918,972,-1,1916,231,182,305,2480,1619,4618,857,768,191,1810,739,387,157,undefined,638,277,3726,734,154,-1,784,825,688,668,281,1036,2731,282,1393,302,209,158,208,724
24/04/2018,9,1135,831,984,1218,1450,2597,328,242,2228,437,44,234,-1,-1,785,986,-1,939,214,200,347,1928,949,3018,539,757,178,1304,507,331,147,undefined,486,268,2140,615,109,-1,806,723,686,791,266,855,2169,312,1151,390,277,217,143,597
24/04/2018,10,1509,1213,1230,1844,1170,1576,216,194,838,260,45,218,-1,-1,887,1195,-1,494,478,272,453,1765,678,1813,614,932,208,897,434,428,183,undefined,272,198,1656,569,169,-1,556,805,679,762,341,961,2585,284,1203,422,327,287,175,526
24/04/2018,11,2152,1917,1738,2475,1511,1727,352,208,721,229,52,237,-1,-1,1170,1443,-1,439,603,451,707,1923,650,1744,673,1226,251,1177,593,620,198,undefined,247,188,1890,573,182,-1,456,698,872,778,259,1183,2982,288,1536,465,638,319,234,580
24/04/2018,12,3603,3050,2570,3636,1876,2528,552,653,1482,548,175,520,-1,-1,2006,2489,-1,697,1151,876,1468,2889,1110,2805,984,1799,321,1539,766,1113,426,undefined,408,306,3703,1086,334,-1,1305,1167,1044,835,315,2219,3813,473,2293,653,760,462,328,998
24/04/2018,13,3650,3348,2615,3808,1861,2527,490,524,1311,449,77,289,-1,-1,1915,2475,-1,673,962,724,1405,2932,1068,2555,862,1758,377,1309,439,1006,362,undefined,393,364,3293,1004,357,-1,1181,1042,1004,857,355,2170,3976,440,2415,738,662,430,282,1114
24/04/2018,14,3082,2587,2258,3208,1652,2012,318,246,973,268,42,148,-1,-1,1603,1893,-1,502,909,563,951,2420,709,2149,1033,1123,266,1164,444,833,253,undefined,304,218,2176,664,239,-1,498,835,815,874,254,1546,3542,394,1847,484,391,439,213,797
24/04/2018,15,2839,2514,2361,3161,1818,2453,398,253,1424,373,27,169,-1,-1,1744,1643,-1,605,845,499,998,2642,708,2625,965,772,186,1235,434,787,222,undefined,301,267,2479,613,201,-1,426,660,848,893,349,1501,3634,278,1861,308,236,405,191,745
24/04/2018,16,3014,2367,2351,3212,2346,3252,795,431,2967,620,49,199,-1,-1,1999,1608,-1,1130,870,452,1039,3122,973,3804,1021,688,191,1590,306,778,308,undefined,522,312,2969,661,197,-1,454,630,869,1018,314,1690,4298,311,2029,270,200,382,191,778
24/04/2018,17,3373,2222,2785,3484,3795,5324,2292,627,3707,832,54,317,-1,-1,2376,1547,-1,1727,1137,633,1251,4084,1349,4895,1221,849,256,2442,620,1031,342,undefined,773,487,4869,845,283,-1,662,868,1149,1274,512,2034,5062,364,2605,330,152,501,190,966
24/04/2018,18,2666,1546,2836,2966,3054,3385,3554,373,1739,452,99,362,-1,-1,2090,971,-1,739,1408,768,1383,3268,814,3011,938,758,253,1986,498,1024,451,undefined,589,458,3783,548,326,-1,420,417,863,1162,461,1775,4195,264,2160,332,112,630,198,740
24/04/2018,19,1590,732,2642,2137,1797,1893,1142,179,601,189,124,406,-1,-1,1836,661,-1,263,1489,1038,1039,2371,480,1649,432,601,160,1216,255,1031,563,undefined,189,234,2500,353,337,-1,226,287,508,675,344,1380,2787,143,1625,241,99,670,146,647
24/04/2018,20,1025,434,2187,1728,1465,1472,316,116,274,101,96,271,-1,-1,1510,398,-1,142,1157,851,1147,1821,263,1073,381,512,129,594,202,911,700,undefined,81,108,1945,236,298,-1,119,199,416,559,229,1199,2074,104,1068,181,130,504,143,604
24/04/2018,21,629,343,1993,1435,1417,1316,330,99,127,92,69,200,-1,-1,1201,368,-1,104,1114,785,976,1453,206,820,338,404,116,693,181,886,558,undefined,103,82,1740,316,262,-1,115,192,285,269,133,1056,1924,67,836,161,96,400,122,402
24/04/2018,22,479,303,1695,1299,1964,1356,5389,111,185,53,66,187,-1,-1,826,349,-1,156,919,660,930,1442,275,893,270,342,84,1072,383,779,510,undefined,455,696,3169,283,195,-1,111,268,129,134,79,867,2180,78,650,106,94,278,89,377
24/04/2018,23,399,264,1308,1041,1044,1184,969,34,107,64,21,116,-1,-1,492,202,-1,74,664,406,714,1126,156,684,260,322,83,297,204,593,439,undefined,102,177,1438,272,94,-1,44,149,94,127,89,613,1577,31,522,108,106,134,64,403
25/04/2018,0,152,113,799,758,515,562,97,29,33,12,26,64,-1,-1,255,84,-1,16,475,299,558,464,75,268,90,247,35,116,79,525,188,undefined,32,33,618,134,36,-1,26,34,38,27,25,323,723,14,262,53,108,18,46,182
25/04/2018,1,162,121,553,483,300,218,40,10,29,10,9,29,-1,-1,221,115,-1,21,326,204,396,358,48,101,94,195,34,117,119,474,60,undefined,24,22,322,98,17,-1,21,42,32,17,18,228,493,12,255,38,79,14,18,222
25/04/2018,2,123,79,343,188,144,160,17,8,24,7,2,15,-1,-1,78,63,-1,11,178,262,415,272,37,70,40,145,12,79,83,231,23,undefined,8,10,165,80,10,-1,17,25,23,14,13,125,411,-1,139,26,64,10,21,159
25/04/2018,3,99,121,413,198,176,170,21,6,24,3,8,12,-1,-1,115,59,-1,18,189,130,305,381,40,99,44,137,16,73,69,268,18,undefined,2,17,187,128,12,-1,13,21,15,8,11,129,418,-1,176,27,49,6,14,110
25/04/2018,4,86,58,108,130,204,231,67,6,19,14,5,14,-1,-1,73,45,-1,4,73,92,204,232,29,79,60,129,13,141,608,146,13,undefined,35,82,241,24,8,-1,3,43,8,44,51,106,326,3,80,44,27,7,18,22
25/04/2018,5,68,56,94,220,977,136,142,23,22,12,-1,11,-1,-1,257,79,-1,14,36,98,90,231,28,87,105,37,19,468,2615,58,14,undefined,43,63,385,21,15,-1,7,34,16,68,58,460,588,4,84,33,17,13,9,12
25/04/2018,6,49,81,149,468,1409,209,118,20,34,3,5,35,-1,-1,106,67,-1,33,35,16,103,223,40,148,31,49,7,1467,1176,53,15,undefined,10,66,417,24,9,-1,29,69,18,18,19,242,932,2,72,13,19,11,9,17
25/04/2018,7,175,399,628,1673,2624,552,214,84,79,9,20,62,-1,-1,230,357,-1,85,60,40,166,593,77,358,167,142,67,2448,1434,80,62,undefined,102,150,1288,44,28,-1,48,32,40,60,55,927,2323,9,267,88,35,58,32,55
25/04/2018,8,274,277,554,1296,2427,685,217,110,117,43,41,123,-1,-1,383,411,-1,95,75,49,106,684,169,513,199,189,58,1146,1392,124,79,undefined,83,93,1337,60,33,-1,84,85,63,54,37,782,2178,13,318,91,91,77,83,96
25/04/2018,9,487,454,955,1309,3906,945,371,140,99,43,36,182,-1,-1,614,766,-1,155,177,106,244,1131,254,772,294,295,60,1036,1591,188,100,undefined,112,147,1591,102,68,-1,137,125,100,98,69,1098,2938,48,530,109,116,157,76,147
25/04/2018,10,1215,988,1533,2181,4946,1634,704,159,145,61,56,287,-1,-1,994,891,-1,130,480,284,437,1831,283,1094,456,419,72,2293,2649,374,150,undefined,142,250,2752,161,125,-1,153,153,172,143,123,1494,3559,67,1110,139,122,285,107,231
25/04/2018,11,2053,1636,2171,2680,4682,2431,949,233,169,96,89,388,-1,-1,1574,1219,-1,204,877,596,773,2547,317,1292,759,651,141,2073,2501,634,221,undefined,177,300,3864,219,161,-1,154,270,164,136,96,1954,3627,86,1677,220,194,456,118,286
25/04/2018,12,2974,2136,3129,3566,5059,2680,2090,277,212,98,96,425,-1,-1,2251,1372,-1,258,1547,1021,1230,2643,346,1480,1036,754,143,2712,2444,852,393,undefined,289,429,4479,282,279,-1,199,317,266,192,113,2605,4086,103,1836,267,174,752,141,506
25/04/2018,13,3378,2441,3072,3589,4415,2450,4071,290,192,65,157,484,-1,-1,2530,1270,-1,208,1650,1073,1337,2874,292,1179,1342,744,195,3411,2301,990,525,undefined,259,415,4773,210,367,-1,144,299,263,217,134,2626,4288,116,1849,285,240,759,195,614
25/04/2018,14,3508,2742,2925,3597,3559,2377,4051,301,167,54,136,487,-1,-1,2105,1193,-1,215,1548,820,1193,2789,272,1219,1518,664,141,2241,1876,976,553,undefined,282,249,4269,170,348,-1,106,262,272,201,127,2113,4039,79,1854,243,170,650,187,650
25/04/2018,15,3809,2587,2798,3332,3096,2264,893,353,146,91,222,558,-1,-1,2185,1198,-1,187,1434,725,1169,2628,241,1101,1484,591,150,1857,1475,885,561,undefined,153,170,3551,167,282,-1,93,211,271,261,141,1807,3542,94,1956,221,162,734,180,553
25/04/2018,16,3484,2326,2725,3016,2606,2286,833,304,176,79,158,446,-1,-1,1946,911,-1,122,1313,605,1099,2404,242,1241,1448,512,126,1442,1209,930,494,undefined,138,210,3358,168,215,-1,74,169,221,214,118,1745,3280,111,1853,214,109,601,158,477
25/04/2018,17,2832,1689,2710,2680,2479,2081,2298,293,167,58,160,435,-1,-1,2029,666,-1,145,1288,560,1090,2427,267,1279,1325,562,136,997,1038,897,510,undefined,237,301,3211,168,265,-1,83,265,261,212,142,1607,2970,82,1631,228,169,579,176,510
25/04/2018,18,2280,1130,3040,2536,2806,2207,6231,206,169,89,146,434,-1,-1,2051,593,-1,189,1447,1016,1331,2350,391,1558,973,668,162,803,1099,1138,592,undefined,647,931,5388,229,284,-1,152,330,287,317,199,1715,3295,71,1851,292,130,597,152,563
25/04/2018,19,1427,611,2778,1706,1582,1761,512,134,122,80,134,355,-1,-1,1444,402,-1,84,1426,1036,1212,1840,258,963,364,609,156,427,293,898,687,undefined,157,170,2678,136,370,-1,137,226,209,218,101,1211,2069,43,1251,238,174,501,176,433
25/04/2018,20,688,389,2195,1272,1261,1362,206,135,77,70,99,291,-1,-1,1127,353,-1,65,1150,728,1087,1450,186,563,305,451,96,396,219,779,737,undefined,80,87,1950,143,296,-1,78,158,152,165,85,1045,1549,37,808,131,108,345,165,373
25/04/2018,21,541,241,1648,1120,1146,1193,1503,90,62,39,129,291,-1,-1,875,239,-1,48,885,593,719,1184,211,677,187,344,67,293,221,643,486,undefined,129,218,1928,128,220,-1,73,121,111,151,115,672,1493,44,521,132,109,236,63,233
25/04/2018,22,325,175,1103,650,677,832,113,48,65,42,30,158,-1,-1,544,196,-1,38,591,462,563,791,127,505,173,305,52,173,94,460,335,undefined,55,67,988,84,67,-1,61,133,116,82,71,528,1095,12,485,84,101,94,59,214
25/04/2018,23,173,96,659,386,568,578,41,31,28,12,15,62,-1,-1,275,102,-1,23,287,222,362,602,97,274,122,241,49,95,67,327,112,undefined,27,47,642,67,37,-1,32,35,116,80,57,271,726,17,285,59,126,50,42,91
26/04/2018,0,65,53,385,233,172,197,34,7,14,2,12,29,-1,-1,135,48,-1,15,135,78,232,241,49,132,29,178,28,53,28,161,64,undefined,16,19,196,34,11,-1,9,25,102,54,42,119,336,10,134,40,97,38,29,40
26/04/2018,1,58,38,235,85,80,88,16,10,14,11,3,10,-1,-1,83,23,-1,9,58,33,134,125,17,62,29,109,22,42,17,110,26,undefined,4,7,78,6,10,-1,13,11,23,15,11,66,145,1,62,16,64,16,25,35
26/04/2018,2,44,16,178,74,45,40,23,4,10,2,2,19,-1,-1,43,18,-1,5,51,34,97,99,19,20,14,83,4,18,21,84,7,undefined,3,1,59,15,10,-1,-1,6,16,11,9,28,93,1,79,15,54,5,10,22
26/04/2018,3,22,13,44,33,54,27,22,2,9,3,6,6,-1,-1,18,11,-1,3,40,34,51,85,15,10,4,62,2,37,11,48,-1,undefined,4,5,37,7,-1,-1,3,2,12,5,6,15,54,4,47,15,23,-1,10,9
26/04/2018,4,28,21,53,32,68,70,29,3,7,5,-1,6,-1,-1,19,11,-1,10,26,18,40,79,12,34,26,42,9,54,15,37,14,undefined,7,2,58,3,15,-1,10,8,13,5,4,42,58,6,44,10,28,16,12,8
26/04/2018,5,66,25,64,69,132,284,33,36,110,21,6,20,-1,-1,35,24,-1,21,22,70,50,196,59,264,100,46,4,115,85,22,6,undefined,12,28,196,29,1,-1,26,17,28,58,48,58,203,2,75,13,24,6,16,28
26/04/2018,6,116,82,162,170,429,1003,154,138,734,90,8,70,-1,-1,92,152,-1,164,40,23,79,552,265,983,200,157,54,381,195,67,36,undefined,89,56,848,99,19,-1,87,90,45,36,29,124,483,27,245,90,63,24,53,73
26/04/2018,7,383,287,341,470,1125,2246,462,360,2141,356,47,215,-1,-1,328,411,-1,701,109,92,198,1241,690,2463,520,299,94,959,405,146,87,undefined,259,126,1844,225,50,-1,297,258,207,250,107,434,1208,75,570,144,131,83,56,211
26/04/2018,8,935,731,1053,1217,2142,4590,739,552,3993,511,60,351,-1,-1,837,1003,-1,1640,222,159,342,2625,1477,4356,795,710,226,1944,700,445,135,undefined,568,275,3730,678,130,-1,796,802,712,696,242,1002,2674,269,1233,339,218,194,143,748
26/04/2018,9,1138,806,936,1276,1468,2692,399,264,2457,439,48,224,-1,-1,834,1101,-1,1059,219,219,353,2070,990,3342,499,808,154,1137,515,328,190,undefined,480,195,2364,577,111,-1,718,706,694,815,245,892,2345,304,1203,309,265,247,159,656
26/04/2018,10,1866,1317,1372,1856,1390,1599,435,173,824,277,33,137,-1,-1,970,1365,-1,524,446,285,544,1990,586,1797,589,1073,187,983,431,450,221,undefined,301,219,1805,567,190,-1,555,731,672,629,233,1000,2486,294,1368,436,429,285,162,522
26/04/2018,11,2397,1838,1686,2450,1595,1688,512,257,770,297,76,196,-1,-1,1275,1520,-1,469,685,505,742,2152,561,1732,700,1248,237,1083,489,604,199,undefined,271,177,1957,597,188,-1,495,701,1029,588,260,1248,2612,268,1558,455,515,328,224,572
26/04/2018,12,3359,2937,2552,3257,1955,2275,736,649,1420,490,122,456,-1,-1,1912,2240,-1,632,1184,854,1401,2819,951,2434,882,1732,351,1288,738,1113,362,undefined,283,300,3431,1061,312,-1,1197,974,1082,686,289,1904,3335,405,2352,621,613,419,292,1026
26/04/2018,13,3558,3151,2555,3570,2113,2299,625,486,1280,445,112,351,-1,-1,1950,2392,-1,654,1220,737,1415,2973,866,2401,988,1671,315,1467,816,1035,363,undefined,289,310,3069,987,400,-1,1134,956,1212,701,339,2107,3924,445,2425,578,709,515,326,1136
26/04/2018,14,3092,2446,2488,3184,2130,2122,434,330,928,290,51,225,-1,430,1871,2037,-1,546,966,598,1005,2699,570,2017,967,1165,251,1538,735,810,343,undefined,237,210,2378,714,210,-1,540,675,864,626,295,1635,3451,317,2177,478,437,457,230,793
26/04/2018,15,2811,2437,2350,2997,2109,2311,386,260,1311,350,62,277,-1,644,1866,1578,-1,608,1005,586,970,2861,575,2341,1063,791,236,1526,726,664,267,undefined,269,185,2317,585,226,-1,405,602,938,590,298,1571,3473,264,2027,366,318,376,175,664
26/04/2018,16,2939,2254,2533,3189,2494,3259,411,398,2742,549,60,280,-1,959,2058,1511,-1,998,922,538,1121,3128,807,3884,1080,808,184,1762,649,743,306,undefined,406,216,3063,609,204,-1,415,618,875,685,325,1732,3854,243,2184,243,209,360,148,756
26/04/2018,17,3344,2228,2956,3562,3766,5340,761,664,3738,735,64,360,-1,1822,2574,1636,-1,1687,1158,634,1247,3945,1239,5111,1451,801,257,2557,966,971,359,undefined,586,297,4477,786,239,-1,661,679,1063,967,405,2180,4667,298,2639,319,128,501,220,918
