Date,Hour,Bourke Street Mall (North),Bourke Street Mall (South),Melbourne Central,Town Hall (West),Princes Bridge,Flinders Street Station Underpass,Birrarung Marr,Webb Bridge,Southern Cross Station,Victoria Point,Waterfront City,New Quay,Flagstaff Station,Sandridge Bridge,State Library,Collins St (North),Collins Place (South),Collins Place (North),Chinatown-Swanston St (North),Chinatown-Lt Bourke St (South),Bourke St-Russell St (West),Flinders St-Elizabeth St (East),Spencer St-Collins St (South),Spencer St-Collins St (North),Melbourne Convention Exhibition Centre,QV Market-Elizabeth St (West),QV Market-Peel St,The Arts Centre,St Kilda Rd-Alexandra Gardens,Lonsdale St (South),Lygon St (West),City Square,Flinders St-Spring St (West),Flinders St-Spark La,Southbank,Queen St (West),Lygon St (East),Flinders St-Swanston St (West),Alfred Place,Lonsdale St-Spring St (West),Grattan St-Swanston St (West),Monash Rd-Swanston St (West),Tin Alley-Swanston St (West),Little Collins St-Swanston St (East),Flinders La-Swanston St (West),Pelham St (South),Melbourne Central-Elizabeth St (East),QVM-Queen St (East),QVM-Therry St (South),Faraday St-Lygon St (West),QVM-Franklin St (North),Elizabeth St-Lonsdale St (South),Lincoln-Swanston (W)
08/09/2018,2,104,82,351,671,216,331,21,6,20,12,5,14,-1,117,142,58,20,8,182,146,456,412,42,94,63,117,13,60,26,336,33,undefined,12,11,238,215,18,-1,20,25,10,4,1,249,685,4,175,16,45,-1,19,170,32
08/09/2018,3,102,70,334,401,167,222,35,11,18,7,3,8,-1,98,107,32,11,11,139,105,323,279,51,63,26,107,12,64,16,222,10,undefined,10,10,94,195,6,-1,7,8,15,7,6,166,477,3,109,19,49,-1,9,52,13
08/09/2018,4,54,40,115,168,55,153,44,3,12,1,3,11,-1,89,41,27,20,4,50,90,176,219,21,66,32,82,3,33,7,146,20,undefined,4,4,52,58,7,-1,8,8,8,6,3,67,260,4,101,5,29,-1,15,17,13
08/09/2018,5,30,39,106,174,99,129,38,11,34,12,2,8,-1,63,59,39,33,19,37,71,132,159,19,114,39,63,14,83,9,50,4,undefined,24,15,78,20,4,-1,10,15,5,4,6,61,225,5,79,15,29,-1,9,21,5
08/09/2018,6,61,36,108,128,97,310,46,39,126,10,6,30,-1,99,36,43,52,25,15,92,138,279,46,267,107,138,38,70,76,95,18,undefined,12,42,315,24,3,-1,25,31,11,7,5,62,278,6,86,72,85,-1,16,22,42
08/09/2018,7,102,77,193,223,250,404,110,75,102,25,12,64,-1,148,112,211,86,64,40,112,100,482,86,454,252,293,81,150,130,101,38,undefined,33,49,517,52,16,-1,83,70,32,32,20,143,451,27,202,128,122,-1,42,56,59
08/09/2018,8,336,231,377,408,450,612,172,122,205,65,34,108,-1,224,159,317,187,89,82,68,149,844,94,873,377,444,154,428,229,198,81,undefined,112,74,853,97,50,-1,172,180,70,71,49,235,721,57,399,208,184,-1,66,145,83
08/09/2018,9,784,708,630,975,884,1015,235,216,229,70,37,221,-1,387,395,558,269,107,194,185,343,1366,173,1185,601,810,271,813,329,279,157,undefined,132,130,1336,153,102,-1,219,255,151,136,96,466,1343,62,755,433,370,-1,173,346,109
08/09/2018,10,1492,1272,1068,1553,1895,1246,307,257,329,89,80,312,-1,427,639,859,265,162,361,269,500,1602,133,1441,778,1217,402,1774,572,461,224,undefined,94,131,1976,189,175,-1,175,394,128,132,77,699,2034,77,1084,544,635,-1,196,476,131
08/09/2018,11,2416,2245,1743,2270,2346,1380,366,278,261,74,95,373,-1,506,959,1150,303,210,811,461,721,1984,132,1552,939,1703,426,2507,768,630,314,undefined,125,163,2326,228,210,-1,206,512,158,168,115,1067,2570,127,1573,807,762,-1,296,530,202
08/09/2018,12,3129,2423,2369,2872,3310,1621,493,305,256,87,111,329,-1,535,1448,1298,301,219,1311,769,876,2178,107,1621,1179,1760,459,3199,1030,949,371,undefined,121,185,2924,304,335,-1,172,519,256,253,137,1494,3418,142,1997,826,849,-1,335,705,235
08/09/2018,13,3724,2706,2659,3322,2971,2121,606,294,267,74,122,349,-1,615,1860,1367,479,257,1503,936,1169,2696,85,1513,1339,2477,560,3216,1254,1177,418,undefined,166,231,3222,287,268,-1,149,778,342,205,148,1915,3686,149,2182,897,1419,-1,342,738,209
08/09/2018,14,4198,2995,2681,3434,3069,2304,644,309,292,79,145,384,-1,765,2054,1489,499,229,1451,939,1291,2801,113,1531,1455,1700,415,2634,1211,1127,414,undefined,340,596,3500,244,303,-1,197,425,261,158,133,1937,3709,164,2216,850,788,-1,333,630,197
08/09/2018,15,4139,3053,2855,3370,3556,2212,677,328,205,94,160,458,-1,809,2063,1394,437,222,1270,897,1494,2931,114,1825,1665,1393,288,3110,1252,952,475,undefined,232,369,3460,304,333,-1,135,367,189,174,119,1941,3862,102,2271,719,548,-1,242,755,195
08/09/2018,16,3873,2659,2738,3188,2918,2256,587,407,159,74,117,414,-1,781,2081,1263,381,211,1339,639,1267,2792,217,1561,1626,782,248,2185,968,1057,454,undefined,138,214,3402,220,300,-1,209,530,288,186,98,2028,3560,132,2272,453,233,-1,168,769,186
08/09/2018,17,3473,2074,2841,2950,2884,2135,614,250,185,106,106,470,-1,729,2089,797,380,173,1520,657,1319,2741,272,1265,1481,692,235,2187,989,926,456,undefined,221,180,3517,229,308,-1,221,406,279,246,134,1970,3343,152,1940,297,139,-1,134,710,245
08/09/2018,18,2849,1413,2824,2541,2675,1886,607,229,212,106,86,413,-1,719,1694,617,385,174,1578,909,1312,2351,240,1240,1220,714,182,2133,639,1257,588,undefined,185,183,3411,222,355,-1,219,456,237,220,96,1586,2919,174,1680,315,128,-1,122,626,152
08/09/2018,19,2177,744,2948,2016,2423,1643,621,160,143,97,108,358,-1,493,1771,492,389,157,1663,1060,1601,2063,250,888,564,629,155,2418,431,1333,709,undefined,185,168,2955,255,480,-1,136,313,184,158,59,1506,2416,86,1538,256,148,-1,162,562,194
08/09/2018,20,1071,505,2544,1591,1434,1434,419,72,102,87,82,271,-1,470,1438,288,240,112,1304,948,1226,1725,239,743,416,565,154,936,223,1261,820,undefined,100,86,2402,234,418,-1,149,199,121,111,64,1286,1887,68,1087,220,120,-1,115,566,175
08/09/2018,21,607,379,2266,1386,2324,1192,165,67,87,87,102,184,-1,465,1131,280,233,73,1141,787,990,1449,190,654,370,474,101,1748,322,1108,721,undefined,84,84,2223,214,410,-1,114,156,107,79,44,1145,1766,59,818,161,131,-1,131,654,113
08/09/2018,22,489,326,1842,1148,1452,1146,898,67,71,68,61,164,-1,372,893,245,195,94,904,854,1110,1256,197,761,352,432,109,1073,266,1005,569,undefined,167,208,1944,269,221,-1,120,339,99,134,43,902,1481,45,625,150,141,-1,96,443,115
08/09/2018,23,344,263,1534,888,970,1003,899,42,74,94,25,96,-1,386,603,210,138,96,638,988,944,1017,184,670,357,290,60,366,134,895,406,undefined,89,106,1459,409,138,-1,93,134,55,72,40,637,1324,34,536,90,98,-1,62,454,59
09/09/2018,0,221,149,1067,642,565,693,73,41,55,56,18,64,-1,313,312,147,61,59,484,389,667,773,118,311,189,195,43,151,53,674,284,undefined,43,45,880,382,50,-1,61,86,41,28,22,360,980,16,439,67,60,-1,20,351,47
09/09/2018,1,196,122,648,493,312,510,32,16,26,17,7,40,-1,244,219,97,45,39,317,265,600,441,65,194,144,177,27,101,61,481,144,undefined,33,32,385,261,21,-1,26,39,14,6,7,343,814,5,241,31,65,-1,27,302,21
09/09/2018,2,107,95,423,344,274,391,27,11,29,6,2,16,-1,195,109,52,27,18,179,273,537,375,47,124,70,133,11,72,23,309,102,undefined,7,11,216,266,15,-1,18,28,17,14,10,207,578,7,176,16,35,-1,11,195,19
09/09/2018,3,123,54,360,223,208,394,13,7,26,9,2,8,-1,145,63,34,31,12,148,212,325,339,67,89,36,114,8,76,24,255,27,undefined,7,11,213,364,7,-1,14,14,8,1,3,206,478,4,105,12,37,-1,16,152,13
09/09/2018,4,66,36,132,119,114,302,27,4,12,12,1,5,-1,122,42,27,18,3,79,77,164,253,26,68,26,108,6,29,30,102,18,undefined,5,13,84,56,-1,-1,3,13,11,7,6,72,296,-1,87,8,27,-1,5,88,8
09/09/2018,5,35,49,131,137,55,120,19,3,22,10,1,4,-1,89,52,24,13,7,40,91,171,197,27,101,35,61,7,37,9,91,13,undefined,11,13,90,48,11,-1,7,8,1,1,1,95,329,1,76,17,20,-1,19,49,10
09/09/2018,6,74,39,93,153,112,200,33,22,31,8,5,15,-1,120,46,23,40,14,13,80,129,240,43,177,57,65,23,102,61,79,17,undefined,27,19,198,13,2,-1,8,19,10,5,5,78,337,4,105,27,31,-1,17,35,4
09/09/2018,7,73,70,171,184,171,264,60,58,103,26,7,57,-1,142,115,70,68,22,54,80,63,364,43,352,193,220,49,205,87,94,38,undefined,30,26,333,27,9,-1,34,32,22,18,12,91,334,28,157,55,102,-1,35,37,47
09/09/2018,8,206,140,318,365,337,439,262,110,134,38,28,141,-1,200,149,146,106,55,102,53,140,588,137,555,314,346,79,360,309,129,63,undefined,61,89,720,90,42,-1,107,79,65,61,43,159,424,34,269,143,146,-1,69,81,72
09/09/2018,9,598,425,536,672,748,785,293,152,147,33,54,216,-1,345,272,342,135,85,140,150,288,974,202,759,478,728,132,741,465,249,110,undefined,125,98,1254,231,95,-1,135,195,103,113,50,319,1000,55,584,248,286,-1,139,208,100
09/09/2018,10,1254,987,883,1238,1429,1083,343,179,261,47,52,320,-1,422,615,676,223,143,366,371,380,1304,222,1124,715,1135,279,1471,640,378,204,undefined,79,146,1621,157,109,-1,204,333,160,109,75,727,1632,101,948,494,463,-1,171,367,118
09/09/2018,11,1944,1481,1371,1844,1927,1309,317,249,187,54,92,333,-1,538,940,755,229,128,646,531,630,1561,234,1052,1028,1549,418,1937,619,557,221,undefined,88,117,2063,140,181,-1,122,343,163,136,77,880,2204,146,1249,723,655,-1,279,381,132
09/09/2018,12,2610,1843,1990,2409,2227,1471,430,256,180,52,102,411,-1,497,1273,1105,276,190,1118,809,927,1759,219,1074,1167,1835,493,2211,766,853,344,undefined,106,114,2375,254,270,-1,116,599,265,181,139,1335,2716,153,1819,923,769,-1,310,598,146
09/09/2018,13,3233,2016,2226,2772,2519,1627,471,243,203,79,92,350,-1,630,1604,1117,256,173,1399,953,1098,2082,215,987,1239,1913,534,2608,860,1125,440,undefined,96,159,2489,281,356,-1,135,363,272,223,124,1518,2860,155,1817,909,816,-1,356,552,188
09/09/2018,14,3246,2290,2393,2947,2453,1731,481,246,160,52,85,357,-1,576,1635,1188,237,154,1236,723,974,2057,242,1153,1299,1579,489,2281,817,906,510,undefined,108,130,2627,225,339,-1,77,262,250,209,131,1556,2967,126,1838,796,689,-1,341,563,187
09/09/2018,15,3227,2257,2350,2665,2298,1795,279,214,117,83,64,270,-1,637,1606,1015,291,152,1130,621,942,2217,217,1129,1186,1364,374,2156,661,862,521,undefined,92,107,2165,193,230,-1,128,461,181,189,126,1443,2853,113,1655,746,494,-1,247,625,133
09/09/2018,16,2975,2104,2176,2360,2154,1684,280,199,146,52,97,362,-1,583,1722,944,217,117,1169,541,1028,2326,233,1172,1295,847,238,1997,665,810,405,undefined,73,136,2428,171,206,-1,141,257,209,254,183,1478,2647,128,1728,498,298,-1,194,528,142
09/09/2018,17,2744,1587,2124,2764,1699,1626,254,201,203,75,102,355,-1,541,1721,626,225,138,1086,572,1063,2320,224,1064,1140,611,148,1188,525,781,422,undefined,123,108,2329,171,214,-1,85,317,250,254,157,1252,2333,179,1550,263,143,-1,135,534,214
09/09/2018,18,1984,888,2137,2375,1195,1385,173,172,184,78,79,301,-1,477,1413,429,204,90,1261,798,977,1885,237,935,899,662,121,739,354,825,515,undefined,80,96,1998,147,224,-1,105,259,222,186,101,911,1975,156,1354,201,159,-1,136,467,182
09/09/2018,19,1277,485,2324,1949,1079,1088,88,76,98,65,69,215,-1,414,1338,314,165,58,1214,803,1007,1557,156,805,365,577,126,554,253,926,615,undefined,88,86,1881,80,246,-1,72,141,198,190,101,955,1766,93,1161,176,143,-1,138,398,174
09/09/2018,20,649,298,1682,1562,846,843,50,55,77,48,53,227,-1,322,1037,304,136,68,856,611,833,1250,154,652,359,450,106,340,130,753,542,undefined,43,70,1377,123,201,-1,79,130,107,176,101,799,1436,64,716,117,88,-1,76,309,117
09/09/2018,21,458,188,1375,1096,718,856,48,52,65,52,46,175,-1,304,729,190,118,65,678,425,668,1179,150,567,244,413,65,269,122,577,454,undefined,71,61,1196,73,198,-1,33,276,94,138,102,587,1040,60,563,117,69,-1,99,281,120
09/09/2018,22,268,145,838,691,630,620,35,35,54,28,36,120,-1,280,399,89,66,29,341,285,474,871,106,391,146,260,42,408,62,449,253,undefined,44,48,706,43,67,-1,32,57,82,108,74,359,693,34,327,64,75,-1,54,140,65
09/09/2018,23,153,79,508,337,229,433,34,25,32,22,16,55,-1,197,175,47,17,23,248,153,328,551,32,294,114,191,26,60,33,226,144,undefined,26,28,376,35,26,-1,36,28,88,96,39,130,371,53,218,46,62,-1,27,57,63
10/09/2018,0,62,38,306,172,102,172,29,10,26,14,17,37,-1,74,54,28,22,9,113,106,214,149,37,97,43,112,19,34,12,223,34,undefined,4,9,169,12,15,-1,13,18,50,83,63,44,213,9,122,24,38,-1,20,29,50
10/09/2018,1,50,35,111,65,59,90,15,-1,17,9,3,9,-1,11,41,4,8,17,98,58,80,80,6,27,34,94,11,31,33,123,20,undefined,3,-1,93,6,15,-1,9,8,33,29,27,20,112,-1,80,15,32,-1,12,17,33
10/09/2018,2,25,13,54,27,52,37,2,6,8,2,3,7,-1,5,30,13,15,5,43,18,51,56,6,25,15,60,12,18,5,83,10,undefined,-1,3,31,4,5,-1,5,3,5,4,3,25,54,-1,47,13,27,-1,25,12,10
10/09/2018,3,23,17,40,20,43,25,6,4,9,1,5,9,-1,1,21,1,5,2,10,34,76,42,3,10,6,26,1,36,3,70,9,undefined,2,5,27,10,2,-1,1,5,8,4,1,23,42,1,22,4,26,-1,4,15,32
10/09/2018,4,24,12,55,26,65,85,8,1,14,2,3,4,-1,39,22,7,14,5,11,58,82,38,4,25,17,26,1,57,12,45,6,undefined,5,13,44,4,12,-1,15,4,12,3,2,28,60,3,22,2,18,-1,11,10,3
10/09/2018,5,52,24,88,87,117,216,19,44,142,24,6,20,-1,89,30,25,64,41,26,45,60,110,48,312,82,35,7,82,40,52,14,undefined,16,30,190,22,7,-1,31,26,10,11,4,50,229,4,64,12,10,-1,9,21,2
10/09/2018,6,106,73,166,173,465,852,111,149,853,109,14,63,-1,255,113,238,234,173,38,41,79,601,264,1066,277,127,21,400,138,74,30,undefined,63,45,992,77,8,-1,81,73,28,39,20,130,418,24,220,57,37,-1,48,47,70
10/09/2018,7,334,192,432,496,1047,1491,338,347,2540,380,47,192,-1,680,326,443,737,693,97,63,150,1288,825,2250,870,221,85,927,308,160,86,undefined,301,135,1734,222,60,-1,237,260,38,123,66,413,1269,81,491,131,49,-1,71,193,140
10/09/2018,8,921,654,966,1112,2077,3942,595,579,4566,609,64,352,-1,1517,790,1029,1952,1668,240,130,297,2640,1463,4205,1238,520,154,1810,565,303,137,undefined,595,285,3438,708,134,-1,744,887,489,553,186,886,2489,264,1158,269,87,-1,141,732,320
10/09/2018,9,983,779,866,1201,1315,2040,277,290,2682,470,44,242,-1,752,734,876,1197,909,220,179,398,1891,833,3004,1018,536,119,1039,449,322,179,undefined,453,227,2092,533,135,-1,600,627,615,687,229,782,2207,309,947,213,120,-1,117,620,298
10/09/2018,10,1422,1172,1223,1709,2263,1258,245,190,889,233,37,183,-1,445,844,1131,709,464,409,283,464,1606,479,1605,909,621,131,1421,402,364,212,undefined,207,170,1473,482,119,-1,375,637,608,561,173,937,2446,198,1014,256,139,-1,129,510,256
10/09/2018,11,1856,1455,1546,2132,1758,1266,267,243,790,249,26,169,-1,382,1004,1225,683,383,603,374,645,1898,430,1596,821,736,142,1328,492,507,224,undefined,206,149,1610,434,185,-1,369,601,805,665,217,1135,2652,249,1307,216,174,-1,193,564,294
10/09/2018,12,3159,2605,2379,3059,2494,1922,404,610,1526,480,148,381,-1,557,1729,2009,1469,593,1054,646,1433,2619,938,2396,1116,1169,183,1846,891,1087,361,undefined,327,269,2998,930,297,-1,1094,1034,861,746,233,1907,3350,467,2159,304,280,-1,227,952,382
10/09/2018,13,3277,2654,2293,3151,2128,2007,511,576,1287,376,99,375,-1,671,1819,1978,1488,666,1127,706,1479,2658,867,2277,1282,1079,166,1773,736,1046,405,undefined,320,337,2812,955,385,-1,1034,961,1040,594,281,2073,3169,461,2228,284,277,-1,191,1038,375
10/09/2018,14,2641,2036,2132,2848,2302,1765,339,282,843,274,82,248,-1,573,1728,1551,774,512,869,530,983,2411,499,2054,1222,730,124,1523,717,806,302,undefined,218,186,2078,629,160,-1,465,694,760,495,161,1698,3066,359,1776,243,176,-1,206,837,369
10/09/2018,15,2635,1977,2194,2720,1785,1951,237,269,1375,315,56,254,-1,749,1686,1381,645,507,919,452,879,2580,486,2225,1354,624,202,1417,542,667,248,undefined,323,203,2066,546,183,-1,345,567,813,578,212,1456,3165,256,1844,288,136,-1,157,684,397
10/09/2018,16,2711,1825,2261,2717,2146,2748,342,401,3033,563,52,226,-1,979,1946,1282,685,993,860,465,963,3182,686,3749,1691,609,137,1865,689,710,247,undefined,449,214,2713,494,193,-1,549,513,840,797,311,1594,3438,290,1992,227,179,-1,143,749,456
10/09/2018,17,3240,1776,2780,2899,3104,4824,614,684,4238,819,66,364,-1,1928,2502,1293,1276,1718,1004,469,1189,4113,1111,4908,1902,779,211,2551,1028,844,347,undefined,642,352,4476,688,227,-1,814,609,944,1018,380,1973,4077,369,2497,294,183,-1,195,875,590
10/09/2018,18,2443,1238,2398,2262,2103,2817,444,427,1752,393,113,425,-1,1168,2085,782,699,813,1253,655,1094,3231,593,2806,1652,757,180,1701,672,883,463,undefined,308,218,3151,395,306,-1,379,393,768,773,248,1522,3013,278,1932,279,129,-1,149,648,466
10/09/2018,19,1306,589,2343,1646,1139,1518,147,203,491,161,89,342,-1,549,1413,448,233,264,1075,596,1110,2276,362,1401,639,603,143,817,245,809,356,undefined,137,120,1845,218,166,-1,176,232,367,398,166,1134,1909,197,1260,198,120,-1,109,617,355
10/09/2018,20,700,301,1753,1104,1019,1041,108,113,238,124,72,256,-1,347,1170,386,256,146,837,584,718,1712,254,278,340,478,107,590,173,693,348,undefined,68,80,1508,151,172,-1,105,195,297,333,123,982,1337,134,896,185,92,-1,81,436,227
10/09/2018,21,395,218,1281,785,936,1025,59,71,123,80,60,172,-1,283,655,256,117,90,594,424,592,1394,224,72,307,449,80,523,147,589,289,undefined,53,63,1220,160,151,-1,93,98,196,223,80,648,1084,66,552,119,72,-1,99,302,132
10/09/2018,22,234,125,775,416,476,654,50,37,104,38,33,109,-1,217,430,159,66,61,325,282,435,876,138,59,241,247,65,214,70,438,158,undefined,44,55,775,62,55,-1,65,57,130,100,49,382,595,82,365,75,60,-1,82,163,132
10/09/2018,23,89,62,447,229,225,431,51,27,39,17,17,50,-1,199,174,60,66,22,167,104,371,482,79,40,124,121,33,97,47,258,99,undefined,23,32,455,37,23,-1,25,44,47,60,18,213,340,49,163,42,87,-1,29,81,48
11/09/2018,0,83,34,247,91,97,152,18,7,13,8,2,10,-1,68,51,33,8,8,96,70,186,136,42,58,81,111,24,38,17,151,47,undefined,4,9,134,14,12,-1,8,23,41,16,7,53,128,22,93,18,48,-1,14,38,39
11/09/2018,1,38,9,125,39,28,54,5,5,10,1,5,15,-1,17,46,10,7,2,55,131,111,114,24,43,29,69,4,32,13,106,15,undefined,8,4,66,8,6,-1,3,7,7,6,5,29,52,5,35,6,42,-1,9,24,16
11/09/2018,2,17,11,78,20,33,58,3,2,6,-1,3,4,-1,8,38,13,15,4,26,32,37,62,12,36,22,51,4,14,4,70,14,undefined,3,1,42,6,2,-1,9,3,12,4,5,17,40,1,30,2,20,-1,8,11,10
11/09/2018,3,13,26,81,21,34,68,2,2,4,3,-1,3,-1,11,18,6,6,-1,28,10,44,48,16,18,10,47,2,33,1,78,3,undefined,-1,4,21,16,8,-1,1,7,4,-1,-1,14,27,1,27,7,28,-1,1,2,3
11/09/2018,4,19,16,33,42,47,48,13,6,5,3,1,4,-1,26,22,6,5,4,16,14,43,51,4,54,7,44,4,50,9,33,13,undefined,5,4,27,1,9,-1,16,8,13,7,5,19,64,1,27,3,12,-1,3,9,6
11/09/2018,5,37,23,91,60,133,221,35,50,143,11,5,19,-1,93,39,26,71,37,20,16,62,214,40,251,105,79,10,114,45,33,13,undefined,12,33,184,28,4,-1,12,20,9,10,4,42,196,8,78,17,25,-1,36,30,7
11/09/2018,6,151,76,206,186,517,961,184,168,853,107,13,72,-1,303,104,255,239,176,25,34,85,684,289,1108,352,174,49,467,161,83,39,undefined,85,62,1133,73,13,-1,80,99,59,39,24,149,523,24,211,78,73,-1,49,53,74
11/09/2018,7,396,235,534,498,1237,1734,392,414,2730,430,68,225,-1,745,394,486,876,767,101,84,170,1451,808,2430,874,347,112,1144,374,167,72,undefined,315,149,1869,247,45,-1,338,289,159,161,82,490,1329,81,503,202,99,-1,113,271,153
11/09/2018,8,1049,639,1018,1160,2239,3831,630,613,4825,723,80,384,-1,1537,932,1081,2066,1699,250,202,330,2762,1621,4255,1324,670,229,2239,713,382,138,undefined,627,302,3692,754,122,-1,741,853,583,617,191,1051,2838,314,1243,368,212,-1,111,775,349
11/09/2018,9,1110,749,960,1229,1406,2125,268,288,2769,547,45,237,-1,788,865,964,1278,981,234,224,349,1898,985,2799,1127,774,245,1487,402,391,175,undefined,478,235,2161,526,121,-1,657,778,640,660,210,872,2275,308,1004,366,317,-1,147,631,305
11/09/2018,10,1454,1063,1236,1519,1275,1214,228,214,1040,287,28,155,-1,581,899,1089,738,543,364,238,503,1698,600,1708,995,893,206,1147,410,353,206,undefined,201,188,1548,487,137,-1,389,604,705,633,225,853,2166,247,1086,383,320,-1,148,574,336
11/09/2018,11,2014,1332,1600,1928,1325,1328,304,241,1153,285,57,302,-1,469,1068,1307,742,449,604,459,673,1910,719,1938,938,1091,274,1311,587,476,222,undefined,260,214,1845,600,217,-1,423,504,884,776,274,1105,2618,303,1402,493,378,124,210,634,365
11/09/2018,12,3460,2713,2543,2998,1902,2261,627,862,1956,605,144,513,-1,801,1922,2146,1722,704,1193,737,1252,2791,1318,2870,1265,1583,342,1778,811,1144,383,undefined,432,399,3692,1226,344,-1,1159,1140,977,777,221,1990,3303,597,2185,705,654,381,266,938,437
11/09/2018,13,3776,3059,2616,3340,1954,2379,615,677,1510,462,134,455,-1,707,2011,2123,1712,799,1240,698,1404,3173,1086,2603,1354,1737,353,1651,915,1038,444,undefined,426,407,3681,896,371,-1,1042,995,1006,713,315,2350,3685,633,2503,615,651,385,274,1053,408
11/09/2018,14,2949,2076,2293,2791,1690,1954,443,293,1054,313,67,214,-1,645,1715,1621,849,544,886,474,945,2734,583,2110,1225,1016,173,1407,776,762,304,undefined,295,234,2229,646,208,-1,485,650,860,632,313,1688,3276,385,1839,358,338,365,173,801,400
11/09/2018,15,2830,1816,2233,2577,1935,2081,319,302,1517,339,97,295,-1,753,1752,1378,635,582,839,418,880,2805,559,2286,1256,810,212,1422,624,666,278,undefined,265,233,2232,463,188,-1,351,597,929,861,297,1697,3256,325,1728,412,245,298,145,727,422
11/09/2018,16,2864,1863,2331,2707,2341,2859,429,379,3258,603,96,317,-1,1006,2060,1236,730,1075,852,414,845,3251,724,3806,1501,660,203,1830,768,720,266,undefined,515,255,2806,534,184,-1,440,539,916,989,316,1672,3564,289,1843,340,196,361,137,778,542
11/09/2018,17,3230,2026,2896,3103,3719,4948,818,720,4190,856,83,431,-1,1974,2639,1338,1229,1764,1143,544,1217,4206,1261,4885,2100,792,269,2850,1169,924,293,undefined,646,381,4635,743,217,-1,640,631,1063,1032,403,2036,4465,380,2549,353,175,411,198,955,691
11/09/2018,18,2655,1431,2769,2595,2867,2985,586,494,1815,443,118,454,-1,1161,2131,854,629,912,1298,633,1137,3216,650,2973,1689,764,240,2252,903,938,330,undefined,280,287,3864,501,212,-1,336,364,840,864,349,1624,3323,337,2030,293,207,489,206,760,544
11/09/2018,19,1539,650,2449,1756,1903,1616,204,211,591,193,71,333,-1,581,1666,465,320,301,1219,627,1026,2290,341,1425,625,685,201,1312,456,906,408,undefined,117,117,2371,291,245,-1,191,238,473,436,209,1159,2112,223,1317,241,111,430,124,573,347
11/09/2018,20,851,427,1988,1297,1446,1287,155,118,248,130,95,272,-1,455,1228,480,220,207,990,632,878,1701,227,880,454,546,134,779,283,732,537,undefined,73,99,1729,153,225,-1,105,183,369,347,141,1012,1684,179,909,193,110,344,116,450,265
11/09/2018,21,497,301,1449,991,1697,1065,121,86,134,71,74,245,-1,346,927,352,149,106,656,471,736,1298,210,800,393,448,109,894,256,642,448,undefined,85,84,1533,168,186,-1,79,112,207,210,99,756,1382,82,609,157,132,257,116,393,132
11/09/2018,22,328,180,961,586,820,843,69,47,129,57,43,174,-1,344,487,136,129,93,446,299,526,995,161,478,317,303,55,336,107,461,196,undefined,39,57,972,91,92,-1,60,89,162,144,67,431,892,79,369,96,91,109,39,168,114
11/09/2018,23,136,100,561,295,421,479,19,20,62,18,23,74,-1,199,230,88,63,57,211,170,313,582,85,253,111,203,29,160,65,204,125,undefined,19,36,495,50,33,-1,48,31,75,81,29,239,484,44,204,39,105,46,41,108,84
12/09/2018,0,73,52,230,153,140,169,21,6,22,5,6,38,-1,74,78,35,43,15,100,81,180,228,23,105,61,120,25,62,36,138,54,undefined,12,2,190,27,13,-1,14,21,36,21,17,83,263,13,84,19,32,19,21,34,33
12/09/2018,1,27,25,107,54,62,69,3,8,11,1,5,16,-1,17,45,36,7,9,73,60,96,94,9,46,25,76,9,32,13,116,29,undefined,6,4,89,11,11,-1,7,21,17,6,1,53,63,6,63,9,35,2,20,25,13
12/09/2018,2,30,23,61,19,42,33,16,1,3,1,1,4,-1,19,24,12,14,1,41,59,52,66,5,18,16,60,2,18,12,61,9,undefined,3,5,33,11,18,-1,6,14,4,4,5,18,36,1,31,3,26,-1,19,12,15
12/09/2018,3,16,5,43,20,47,20,-1,-1,5,5,-1,-1,-1,4,22,9,16,4,23,29,39,63,1,23,5,28,2,50,5,36,4,undefined,7,5,26,6,2,-1,-1,-1,6,-1,-1,18,32,2,25,2,10,1,37,3,4
12/09/2018,4,18,24,50,33,67,55,9,4,8,5,1,6,-1,22,11,2,11,7,23,47,49,64,4,36,24,28,3,61,7,42,15,undefined,1,5,30,4,8,-1,10,11,13,4,3,19,64,-1,23,2,11,1,3,6,5
12/09/2018,5,56,22,96,77,124,255,42,51,130,9,6,15,-1,96,28,31,55,42,19,55,38,178,61,287,80,49,16,133,46,47,12,undefined,8,26,223,28,10,-1,8,18,20,2,2,43,193,13,75,19,21,2,13,25,10
12/09/2018,6,114,82,199,175,454,895,177,167,838,93,21,91,-1,257,107,201,223,172,38,43,101,706,285,1056,328,113,37,532,170,61,42,undefined,89,41,1113,71,16,-1,78,110,58,45,32,149,490,39,255,66,47,46,48,62,77
12/09/2018,7,414,250,436,548,1181,1863,345,390,2541,400,50,204,-1,707,336,538,897,851,121,93,163,1526,755,2360,777,291,99,1211,393,236,88,undefined,264,176,1931,248,49,-1,312,309,171,157,84,503,1353,90,618,151,69,74,64,224,140
12/09/2018,8,973,679,1019,1192,2241,3834,647,582,4728,664,69,357,-1,1548,838,1131,1943,1785,183,197,412,2873,1534,4282,1398,594,200,2364,661,391,153,undefined,741,345,3688,743,130,-1,824,871,562,569,174,1003,2737,291,1292,294,139,175,138,685,359
12/09/2018,9,1055,745,931,1217,1761,2049,273,329,2488,467,40,199,-1,665,719,949,1206,831,223,240,411,2091,856,2989,1323,656,240,1544,464,256,166,undefined,442,228,2230,634,132,-1,678,641,761,649,239,797,2236,330,1064,284,193,197,140,577,389
