Date,Hour,Bourke Street Mall (North),Bourke Street Mall (South),Melbourne Central,Town Hall (West),Princes Bridge,Flinders Street Station Underpass,Birrarung Marr,Webb Bridge,Southern Cross Station,Victoria Point,Waterfront City,New Quay,Flagstaff Station,Sandridge Bridge,State Library,Collins St (North),Collins Place (South),Collins Place (North),Chinatown-Swanston St (North),Chinatown-Lt Bourke St (South),Bourke St-Russell St (West),Flinders St-Elizabeth St (East),Spencer St-Collins St (South),Spencer St-Collins St (North),Melbourne Convention Exhibition Centre,QV Market-Elizabeth St (West),QV Market-Peel St,The Arts Centre,St Kilda Rd-Alexandra Gardens,Lonsdale St (South),Lygon St (West),City Square,Flinders St-Spring St (West),Flinders St-Spark La,Southbank,Queen St (West),Lygon St (East),Flinders St-Swanston St (West),Alfred Place,Lonsdale St-Spring St (West),Grattan St-Swanston St (West),Monash Rd-Swanston St (West),Tin Alley-Swanston St (West),Little Collins St-Swanston St (East),Flinders La-Swanston St (West),Pelham St (South),Melbourne Central-Elizabeth St (East),QVM-Queen St (East),QVM-Therry St (South),Faraday St-Lygon St (West),QVM-Franklin St (North),Elizabeth St-Lonsdale St (South),Lincoln-Swanston (W),Elizabeth St-La Trobe St (East),Lonsdale St - Elizabeth St (North),Bourke St Bridge,Bourke St - Spencer St (North)
29/01/2019,15,2407,1685,1171,2593,466,1926,217,184,1314,327,39,103,-1,523,992,1341,719,491,1056,251,771,-1,443,2131,679,534,144,1325,1300,545,223,undefined,240,197,1312,498,133,1237,378,391,439,256,122,-1,-1,88,1330,321,120,338,147,571,137,-1,517,1313,1237
29/01/2019,16,2380,1727,1279,2515,533,2633,288,380,2515,615,46,151,-1,856,1228,1124,840,1069,898,251,832,-1,708,3472,751,487,157,1643,1654,520,254,undefined,438,135,1510,545,159,1862,490,372,470,299,74,-1,-1,115,1517,232,110,271,152,614,197,-1,545,2665,1862
29/01/2019,17,2582,1792,1493,3075,849,4845,776,727,3344,884,99,312,-1,1667,1777,1217,1409,1796,867,364,993,-1,1200,4849,1219,562,220,2334,2621,774,302,undefined,625,152,2772,692,195,2425,651,486,429,367,130,-1,-1,167,2246,310,101,397,164,817,347,-1,762,3837,2425
29/01/2019,18,2193,1295,1244,2340,965,2838,605,403,1673,379,92,321,-1,999,1458,819,829,827,1072,439,909,-1,567,2570,981,474,230,1676,1896,698,286,undefined,299,155,2278,421,147,1402,341,371,266,206,78,-1,-1,108,1606,288,120,360,161,515,195,-1,539,1501,1402
29/01/2019,19,1387,584,1222,1605,732,1553,286,235,480,215,108,365,-1,578,1124,409,372,310,911,443,882,-1,283,1248,421,442,177,1169,1409,662,401,undefined,101,109,1600,212,137,613,165,219,179,190,44,-1,-1,76,1173,192,119,408,173,415,140,-1,399,552,613
29/01/2019,20,886,457,1095,1235,676,1276,216,173,253,94,150,479,-1,450,893,347,204,130,822,499,740,-1,227,786,425,443,107,604,818,579,523,undefined,79,83,1421,169,170,463,113,89,117,74,37,-1,-1,49,837,170,141,352,120,403,111,-1,303,278,463
29/01/2019,21,557,274,847,884,684,1220,133,120,148,69,130,417,-1,412,563,266,150,78,572,352,604,-1,163,673,308,352,84,838,597,490,395,undefined,52,101,1385,197,177,362,75,98,152,83,55,-1,-1,57,609,109,57,271,86,263,118,-1,221,189,362
29/01/2019,22,350,194,621,528,504,946,93,63,112,36,87,271,-1,325,416,151,117,72,416,335,468,-1,125,465,194,229,72,530,401,473,289,undefined,66,49,819,82,79,355,55,255,84,53,31,-1,-1,40,412,103,94,200,70,169,52,-1,137,147,355
29/01/2019,23,146,108,339,330,275,614,44,27,48,12,44,117,-1,250,167,54,53,39,266,115,289,-1,60,267,111,205,31,321,195,249,142,undefined,26,31,441,35,46,247,61,35,30,9,14,-1,-1,12,211,47,61,51,64,104,32,-1,100,70,247
30/01/2019,0,77,61,128,106,122,219,14,7,14,6,5,19,-1,90,82,30,13,6,154,84,197,-1,31,175,34,131,24,105,72,173,55,undefined,6,12,94,32,33,128,16,20,33,4,2,-1,-1,9,109,31,60,19,30,59,16,-1,42,41,128
30/01/2019,1,47,30,81,72,43,70,14,9,14,-1,5,10,-1,23,41,13,14,5,98,57,134,-1,34,100,34,73,13,29,22,121,15,undefined,3,9,30,13,10,41,9,6,4,1,-1,-1,-1,6,55,17,46,6,8,17,5,-1,38,12,41
30/01/2019,2,23,22,36,32,36,28,6,2,2,1,4,2,-1,55,28,5,6,6,52,23,49,-1,24,15,23,51,2,37,14,78,5,undefined,7,3,41,11,4,46,11,4,2,-1,1,-1,-1,2,38,3,47,4,20,9,2,-1,16,6,46
30/01/2019,3,15,4,16,15,60,39,7,6,3,1,2,4,-1,12,29,15,11,4,10,30,58,-1,14,18,16,36,1,35,31,41,1,undefined,8,7,20,8,3,21,7,6,1,1,-1,-1,-1,3,41,9,34,4,4,4,-1,-1,4,5,21
30/01/2019,4,13,25,20,29,13,32,9,5,10,1,2,4,-1,22,15,5,20,4,23,9,58,-1,8,42,74,31,9,51,12,29,16,undefined,7,6,20,4,7,18,9,10,16,1,2,-1,-1,3,25,13,23,11,8,15,13,-1,9,7,18
30/01/2019,5,61,22,39,91,30,247,-1,48,109,26,7,37,-1,105,28,50,59,35,22,38,42,-1,45,286,80,32,9,116,102,25,12,undefined,16,28,214,29,9,113,15,22,18,5,5,-1,-1,5,78,10,15,14,17,25,10,-1,10,79,113
30/01/2019,6,157,88,117,243,82,935,-1,158,631,75,40,101,-1,278,90,178,228,163,40,24,117,-1,238,981,265,98,25,418,452,69,37,undefined,94,58,962,79,15,349,96,32,55,20,30,-1,-1,27,201,46,43,42,41,67,29,-1,42,441,349
30/01/2019,7,389,217,217,480,168,1853,-1,484,2066,314,76,267,-1,678,311,415,778,770,99,82,213,-1,708,2101,633,251,69,908,980,142,63,undefined,265,140,1220,261,49,1140,385,14,130,63,51,-1,-1,54,490,118,37,66,46,205,68,-1,139,1578,1140
30/01/2019,8,868,613,459,989,308,3984,237,586,3828,589,112,394,-1,1365,658,954,2249,1830,156,162,351,-1,1485,3959,867,448,182,1604,1765,316,118,undefined,539,158,2493,810,110,2261,836,202,359,238,145,-1,-1,141,1142,277,84,135,108,683,203,-1,435,4191,2261
30/01/2019,9,783,718,490,1036,266,1988,-1,308,2241,431,42,195,-1,645,624,913,1280,917,126,231,331,-1,934,2535,483,456,135,838,1020,274,113,undefined,411,148,1554,519,119,1471,711,106,518,317,164,-1,-1,134,913,206,82,161,131,457,225,-1,344,2576,1471
30/01/2019,10,1200,1089,605,1407,333,1194,-1,182,911,241,12,93,-1,317,609,1067,788,522,-1,390,506,-1,612,1733,355,479,149,797,1013,396,122,undefined,203,168,1022,509,172,1024,460,142,368,254,235,-1,-1,115,959,274,106,202,158,445,88,-1,377,1176,1024
30/01/2019,11,1693,1426,659,1901,489,1489,-1,196,757,209,28,110,-1,362,756,1169,703,434,477,293,614,-1,510,1648,476,522,136,1269,1237,438,167,undefined,213,88,1104,467,170,1000,435,177,320,168,97,-1,-1,132,1212,249,109,267,163,445,109,-1,494,1009,1000
30/01/2019,12,2960,2451,995,2825,676,2244,-1,461,1600,475,59,186,-1,434,1244,1978,1546,614,1059,396,1145,-1,1053,2608,606,932,177,2153,1590,787,259,undefined,291,251,2185,992,327,1511,1253,199,378,266,128,-1,-1,244,1872,325,166,383,262,741,112,-1,731,2324,1511
30/01/2019,13,3146,2538,1145,2944,649,1934,-1,324,1425,423,56,200,-1,403,1143,2092,1549,617,1010,404,1130,-1,895,2399,555,818,188,1189,1439,804,288,undefined,307,338,1790,728,271,1600,1208,250,516,326,139,-1,-1,185,1721,426,168,413,314,820,141,-1,791,1869,1600
30/01/2019,14,2251,1752,1003,2484,552,1583,-1,162,908,272,39,110,-1,353,958,1454,813,470,822,267,790,-1,500,1802,567,482,140,1224,1149,481,242,undefined,191,160,1215,650,183,1108,548,490,451,230,116,-1,-1,111,1355,316,104,344,149,668,148,-1,556,1243,1108
30/01/2019,15,1978,1715,1053,2498,517,1815,-1,199,1290,302,36,122,-1,509,1090,1239,636,527,856,360,767,-1,480,2255,628,530,111,1875,1582,587,201,undefined,240,148,1251,508,146,1168,380,392,431,278,143,-1,-1,96,1349,314,134,325,170,638,156,-1,555,1211,1168
30/01/2019,16,2229,1795,1121,2617,635,2653,-1,402,2698,714,34,147,-1,812,1161,1165,678,1017,721,292,818,-1,666,3555,737,558,160,1475,1547,596,223,undefined,413,151,1602,576,148,1749,435,344,463,373,104,-1,-1,136,1549,332,233,328,193,587,179,-1,589,3071,1749
30/01/2019,17,2095,1763,805,2440,606,4302,-1,629,3761,750,40,234,-1,1496,1372,1245,1336,2062,652,413,856,-1,1187,5174,1009,666,239,1800,1559,675,180,undefined,646,197,2643,738,135,2515,686,630,337,360,164,-1,-1,134,1512,734,150,364,179,686,223,-1,714,4655,2515
30/01/2019,18,1766,1169,1076,2271,611,2400,-1,333,1705,367,63,412,-1,904,1420,920,653,773,827,497,900,-1,518,2792,693,935,234,1115,1107,771,272,undefined,230,137,1905,417,132,1455,341,370,202,128,101,-1,-1,99,1432,947,258,448,210,548,149,-1,459,3654,1455
30/01/2019,19,1083,586,1040,1348,433,1404,-1,168,566,170,109,361,-1,471,975,369,274,264,795,589,749,-1,258,1170,319,874,247,815,748,646,369,undefined,84,104,1255,240,173,782,169,256,156,53,110,-1,-1,56,1000,901,328,396,236,393,182,-1,292,1462,782
30/01/2019,20,683,383,1030,1104,458,1091,-1,120,244,89,82,359,-1,373,840,373,205,145,682,652,650,-1,212,820,247,816,203,294,420,548,433,undefined,66,98,1121,228,159,435,104,135,147,34,50,-1,-1,77,726,801,320,365,195,332,109,-1,253,535,435
30/01/2019,21,457,286,581,770,315,985,-1,76,106,93,43,178,-1,265,582,257,134,87,401,406,541,-1,171,711,207,717,145,630,294,503,304,undefined,63,57,997,163,167,372,61,122,144,22,29,-1,-1,26,543,538,277,251,142,237,99,-1,212,745,372
30/01/2019,22,368,175,394,481,241,772,-1,68,112,82,50,242,-1,249,337,148,104,55,309,366,418,-1,119,604,161,395,109,276,206,359,165,undefined,58,54,785,99,69,501,110,280,45,12,23,-1,-1,41,351,284,192,170,121,145,60,-1,131,2902,501
30/01/2019,23,125,85,310,264,163,466,-1,29,70,48,18,60,-1,158,190,86,36,37,204,282,319,-1,56,302,71,180,37,88,90,240,101,undefined,16,13,313,65,53,214,23,39,26,37,47,-1,-1,13,216,64,75,46,42,86,28,-1,63,332,214
31/01/2019,0,64,39,168,106,81,168,-1,11,28,12,7,17,-1,48,86,47,34,4,74,111,162,-1,49,141,55,127,21,55,64,194,39,undefined,20,6,156,24,16,112,19,14,27,3,3,-1,-1,4,128,32,52,7,22,35,19,-1,50,53,112
31/01/2019,1,59,23,77,57,27,98,-1,3,4,6,5,9,-1,41,41,19,19,6,64,42,99,-1,24,29,72,55,11,23,28,99,21,undefined,14,4,39,24,9,44,14,3,104,2,2,-1,-1,3,65,11,34,8,21,29,12,-1,17,11,44
31/01/2019,2,19,17,26,99,18,37,-1,2,8,8,1,5,-1,11,26,6,12,3,18,30,61,-1,12,18,10,48,4,28,12,71,6,undefined,2,-1,18,15,5,42,2,5,208,-1,1,-1,-1,-1,52,4,23,3,34,25,3,-1,11,20,42
31/01/2019,3,-1,11,20,29,19,44,-1,2,8,-1,-1,5,-1,7,4,13,8,4,12,14,34,-1,10,36,15,60,7,26,7,18,13,undefined,2,3,26,8,10,30,5,6,219,1,-1,-1,-1,-1,28,12,29,2,22,9,4,-1,8,10,30
31/01/2019,4,-1,15,22,38,12,47,-1,3,11,2,1,12,-1,24,5,10,8,10,9,32,17,-1,11,19,30,31,9,56,10,23,24,undefined,3,2,24,4,9,9,5,8,158,-1,2,-1,-1,3,25,9,25,6,3,7,7,-1,19,7,9
31/01/2019,5,-1,15,48,64,24,227,-1,52,86,21,3,18,-1,107,27,45,67,41,16,12,42,-1,57,265,50,65,9,94,57,19,8,undefined,16,27,143,20,12,100,19,18,264,1,2,-1,-1,6,72,16,28,9,11,24,47,-1,13,84,100
31/01/2019,6,-1,71,105,217,60,1005,-1,120,545,64,27,89,-1,253,107,128,214,159,30,20,97,-1,259,969,226,153,47,298,325,90,27,undefined,84,32,746,89,10,341,103,111,322,21,34,-1,-1,18,198,52,38,27,46,59,32,-1,38,534,341
31/01/2019,7,-1,208,224,458,137,1888,-1,385,1908,287,66,233,-1,677,300,399,820,753,105,95,196,-1,662,2173,543,313,107,801,887,146,93,undefined,249,80,1250,254,45,1225,292,50,313,39,39,-1,-1,57,526,145,90,64,60,213,64,-1,142,1950,1225
31/01/2019,8,-1,595,413,899,307,3964,-1,568,3260,528,86,411,-1,1407,643,833,2156,1764,168,184,342,-1,1573,3981,802,594,212,1629,1507,310,119,undefined,583,215,2202,709,95,2173,856,73,495,227,193,-1,-1,141,1070,298,145,159,96,666,115,-1,403,4524,2173
31/01/2019,9,-1,777,494,1035,293,2168,-1,319,2273,433,35,291,-1,754,612,937,1354,1020,174,181,365,-1,972,2816,452,679,146,1024,902,298,128,undefined,420,149,1359,540,115,1612,683,421,475,276,203,-1,-1,179,928,248,188,202,122,505,138,-1,378,2730,1612
31/01/2019,10,-1,1055,664,1381,381,1348,-1,165,950,281,49,213,-1,456,653,1132,859,516,299,277,425,-1,600,1596,434,827,197,896,981,345,186,undefined,223,139,1144,526,205,1085,482,458,636,177,100,-1,-1,121,1014,399,267,250,130,457,96,-1,383,1175,1085
31/01/2019,11,1316,1507,726,1931,530,1418,161,227,867,285,59,216,-1,446,836,1424,821,440,552,390,637,-1,593,1555,550,1070,262,1215,1166,496,198,undefined,179,109,1352,631,232,1157,462,475,647,267,121,-1,-1,126,1304,522,360,273,210,566,110,-1,437,1136,1157
31/01/2019,12,2766,2804,1216,3100,646,2322,392,636,1485,528,135,458,-1,646,1355,1968,1729,640,1091,723,1483,-1,1145,2429,879,1595,296,1393,1537,977,255,undefined,346,141,2621,989,286,1592,1239,861,537,317,147,-1,-1,202,2084,706,531,398,278,868,106,-1,813,2355,1592
31/01/2019,13,2978,2965,1377,3355,812,2421,258,545,1233,441,113,351,-1,692,1587,2115,1655,703,1139,778,1590,-1,1135,2383,867,1503,320,1508,1726,991,388,undefined,293,131,2699,854,326,1662,1330,851,621,358,140,-1,-1,247,2254,639,500,417,294,1038,167,-1,949,1990,1662
31/01/2019,14,2154,2351,1156,2948,796,2004,-1,213,840,298,67,250,-1,568,1253,1801,888,554,837,453,1105,-1,591,1955,746,1088,224,1355,1657,675,276,undefined,255,78,1733,633,231,1198,700,495,468,282,149,-1,-1,119,1823,468,324,401,228,816,201,-1,708,1171,1198
31/01/2019,15,2428,2180,1353,2861,756,2236,-1,259,1194,307,56,249,-1,726,1246,1427,757,589,873,516,968,-1,576,2178,892,686,211,1526,1665,636,260,undefined,319,112,1846,528,176,1243,451,461,497,323,115,-1,-1,115,1681,422,203,333,147,706,201,-1,515,1365,1243
31/01/2019,16,2374,2233,1208,2793,909,2927,-1,416,2413,613,64,222,-1,1024,1508,1335,734,963,814,398,950,-1,680,3479,1089,600,173,1644,1864,570,247,undefined,409,98,1940,572,153,1778,522,433,393,281,128,-1,-1,126,1974,316,189,362,181,663,226,-1,578,2718,1778
31/01/2019,17,2937,2430,1568,3166,1173,4828,-1,701,3480,891,66,414,-1,1716,1814,1463,1307,1848,901,574,1162,-1,1154,4777,1366,723,226,2348,2500,908,381,undefined,541,199,2784,782,191,2507,684,629,463,392,183,-1,-1,177,2592,356,162,420,203,896,277,-1,736,4008,2507
31/01/2019,18,2523,1756,1478,2577,1105,3123,-1,471,1528,439,93,386,-1,1120,1522,1032,769,828,1065,638,1126,-1,612,2698,1085,581,250,1960,2057,893,491,undefined,281,145,2459,480,236,1420,377,444,306,233,107,-1,-1,111,1975,338,147,523,215,680,216,-1,583,1726,1420
31/01/2019,19,1560,1009,1082,1648,798,1866,-1,215,468,183,63,348,-1,612,1056,536,337,295,1093,747,1010,-1,278,1347,410,464,158,1669,1398,761,495,undefined,106,83,1864,249,266,701,144,253,234,155,69,-1,-1,72,1294,212,146,524,123,508,149,-1,406,610,701
31/01/2019,20,1185,700,957,1439,708,1468,-1,128,227,122,75,345,-1,505,981,365,215,164,863,527,942,-1,272,922,410,417,138,436,667,650,542,undefined,74,58,1432,234,240,525,103,191,281,165,134,-1,-1,62,1085,168,115,447,128,407,110,-1,369,324,525
31/01/2019,21,726,395,927,1066,501,1276,-1,125,114,71,119,241,-1,360,719,317,138,120,749,499,763,-1,210,814,297,350,97,791,520,558,462,undefined,70,64,1250,239,197,456,66,174,146,45,35,-1,-1,62,822,126,104,337,99,383,72,-1,266,202,456
31/01/2019,22,324,203,583,702,496,979,-1,62,95,39,50,181,-1,296,449,211,130,81,442,358,618,-1,135,587,214,268,102,1444,759,452,310,undefined,56,50,1000,154,83,323,104,342,81,19,14,-1,-1,21,498,116,84,196,75,220,51,-1,169,159,323
31/01/2019,23,169,95,333,358,234,614,-1,35,54,29,24,65,-1,230,177,145,75,57,245,198,394,-1,80,323,151,171,37,187,121,317,187,undefined,26,17,409,99,50,203,12,47,63,7,7,-1,-1,30,232,52,55,55,76,124,36,-1,92,80,203
