Date,Hour,Bourke Street Mall (North),Bourke Street Mall (South),Melbourne Central,Town Hall (West),Princes Bridge,Flinders Street Station Underpass,Birrarung Marr,Webb Bridge,Southern Cross Station,Victoria Point,Waterfront City,New Quay,Flagstaff Station,Sandridge Bridge,State Library,Collins St (North),Collins Place (South),Collins Place (North),Chinatown-Swanston St (North),Chinatown-Lt Bourke St (South),Bourke St-Russell St (West),Flinders St-Elizabeth St (East),Spencer St-Collins St (South),Spencer St-Collins St (North),Melbourne Convention Exhibition Centre,QV Market-Elizabeth St (West),QV Market-Peel St,The Arts Centre,St Kilda Rd-Alexandra Gardens,Lonsdale St (South),Lygon St (West),City Square,Flinders St-Spring St (West),Flinders St-Spark La,Southbank,Queen St (West),Lygon St (East),Flinders St-Swanston St (West),Alfred Place,Lonsdale St-Spring St (West),Grattan St-Swanston St (West),Monash Rd-Swanston St (West),Tin Alley-Swanston St (West),Little Collins St-Swanston St (East),Flinders La-Swanston St (West),Pelham St (South),Melbourne Central-Elizabeth St (East),QVM-Queen St (East),QVM-Therry St (South),Faraday St-Lygon St (West),QVM-Franklin St (North),Elizabeth St-Lonsdale St (South),Lincoln-Swanston (W)
18/06/2018,22,216,183,772,563,455,617,50,33,92,49,34,56,-1,-1,344,116,80,62,322,227,478,860,79,456,105,289,45,245,51,418,175,undefined,34,49,511,71,69,-1,40,52,95,78,45,452,907,46,332,81,91,-1,64,161,-1
18/06/2018,23,150,114,353,276,207,369,20,34,33,15,9,32,-1,-1,193,70,41,37,159,133,286,471,63,250,53,160,38,88,19,278,103,undefined,24,29,267,33,18,-1,20,27,56,35,21,203,441,28,203,46,38,-1,17,52,-1
19/06/2018,0,41,90,196,103,105,109,5,7,29,8,9,21,-1,-1,64,46,18,17,87,47,220,167,52,103,20,104,16,54,18,144,39,undefined,17,12,113,7,17,-1,36,18,46,22,17,70,224,12,104,20,28,-1,18,37,-1
19/06/2018,1,43,70,101,53,41,34,14,8,7,5,3,9,-1,-1,68,26,4,4,64,49,127,66,9,41,16,71,8,30,11,126,24,undefined,1,6,41,10,25,-1,15,3,22,11,14,50,64,3,44,14,34,-1,35,27,-1
19/06/2018,2,10,91,59,33,34,21,22,2,6,1,-1,2,-1,-1,46,12,2,3,36,15,62,72,6,12,9,41,2,12,11,62,9,undefined,1,12,28,7,13,-1,9,3,3,7,1,38,41,1,31,8,15,-1,7,13,-1
19/06/2018,3,7,22,47,17,27,23,9,-1,3,3,-1,1,-1,-1,23,27,6,-1,28,17,70,56,4,25,6,55,2,28,2,59,1,undefined,1,10,15,9,1,-1,5,5,11,-1,-1,14,40,1,70,5,9,-1,8,9,-1
19/06/2018,4,21,20,36,30,45,32,2,5,9,9,-1,1,-1,-1,7,7,12,6,18,22,61,69,5,28,6,40,9,46,7,38,2,undefined,10,6,30,6,1,-1,7,6,16,3,5,30,70,4,57,10,18,-1,10,4,-1
19/06/2018,5,25,44,102,85,110,233,45,31,126,22,6,13,-1,-1,40,35,59,37,18,16,39,169,61,288,56,75,8,90,32,53,34,undefined,16,25,184,35,9,-1,8,22,17,8,2,44,182,7,80,14,40,-1,10,28,-1
19/06/2018,6,137,117,213,208,447,934,196,137,757,113,16,68,-1,-1,83,171,226,154,45,45,100,563,219,898,233,140,44,408,129,94,30,undefined,77,70,888,90,9,-1,83,88,47,40,22,159,517,20,235,45,76,-1,45,54,-1
19/06/2018,7,293,291,342,478,1005,1874,425,312,2281,412,28,169,-1,-1,275,482,769,638,64,98,200,1518,740,2386,364,327,93,1046,277,169,54,undefined,244,155,1551,239,44,-1,292,431,114,109,63,528,1264,55,532,127,111,-1,78,208,-1
19/06/2018,8,831,665,736,1043,1971,4114,612,525,4172,694,56,348,-1,-1,679,1182,1846,1495,232,142,368,2827,1523,4314,603,699,190,1896,524,463,130,undefined,601,281,3498,838,93,-1,791,905,307,309,181,985,2499,287,1558,260,194,-1,100,708,-1
19/06/2018,9,927,657,709,1067,1526,2177,282,248,2477,418,28,199,-1,-1,689,821,1285,863,173,156,414,1967,879,2703,530,598,149,1351,345,339,189,undefined,440,194,1956,654,97,-1,598,661,329,361,203,862,1921,326,1003,218,291,-1,157,575,-1
19/06/2018,10,1164,984,893,1507,1221,1270,274,159,828,250,33,157,-1,-1,595,1006,650,446,283,255,489,1696,564,1697,377,830,183,1260,319,392,160,undefined,210,165,1270,527,102,-1,477,639,351,316,145,847,2100,207,939,302,390,-1,115,440,-1
19/06/2018,11,1970,1443,1225,1845,1402,1231,257,200,805,204,44,161,-1,-1,804,1167,673,416,565,421,666,1808,487,1463,456,1099,269,1321,365,543,205,undefined,215,133,1456,513,139,-1,370,675,409,305,139,1054,2445,196,1315,416,473,-1,250,569,-1
19/06/2018,12,3123,2877,2229,2947,1752,1951,397,682,1460,535,117,389,-1,-1,1498,1883,1500,498,1177,762,1471,2489,1022,2287,786,1737,341,1772,702,1088,319,undefined,354,265,2891,1059,391,-1,1085,1015,653,416,248,1929,3022,432,1938,607,769,-1,310,996,-1
19/06/2018,13,3558,3056,2347,3174,1989,1950,316,596,1350,481,209,474,-1,-1,1661,1992,1566,502,1149,749,1585,2900,949,2345,974,1743,292,1780,746,1073,318,undefined,336,303,3188,1004,313,-1,1084,915,571,439,262,2183,3343,312,2399,615,788,-1,256,1083,-1
19/06/2018,14,3025,2267,2001,2879,2035,1806,259,265,948,251,77,223,-1,-1,1495,1559,776,479,971,541,1123,2473,558,1810,912,1057,208,1743,565,867,278,undefined,242,222,2116,677,229,-1,465,591,411,318,145,1676,3152,208,2006,445,487,-1,195,765,-1
19/06/2018,15,3052,2240,2140,2699,1843,1945,326,255,1348,366,63,212,-1,-1,1659,1381,630,505,877,472,862,2817,563,2438,1093,721,223,1529,514,731,207,undefined,272,213,2102,565,164,-1,320,620,338,305,161,1584,3119,161,1933,347,298,-1,141,770,-1
19/06/2018,16,3189,2377,2178,2941,2255,2796,345,406,2869,612,70,288,-1,-1,1824,1406,763,970,892,386,859,3263,785,3715,1116,686,196,1998,549,774,214,undefined,413,208,2528,642,225,-1,420,540,400,439,243,1736,3549,232,2061,263,189,-1,151,718,-1
19/06/2018,17,3508,2273,2726,3157,3410,4607,602,675,3701,845,104,422,-1,-1,2081,1465,1222,1554,1166,702,1247,4139,1148,4892,1349,830,256,2790,823,1011,311,undefined,619,291,4134,790,240,-1,632,551,489,476,317,2116,4231,256,2572,301,169,-1,136,817,-1
19/06/2018,18,2776,1638,2412,2409,2326,2652,469,374,1620,409,55,275,-1,-1,1701,900,719,808,1287,780,1238,3050,550,2901,965,739,181,2006,598,978,324,undefined,321,199,2942,492,245,-1,358,549,341,340,203,1667,3089,153,1832,266,132,-1,143,647,-1
19/06/2018,19,1507,820,2293,1585,1258,1346,230,167,461,203,59,184,-1,-1,1449,431,291,257,1020,691,1115,2025,297,1416,303,561,141,1352,434,927,320,undefined,141,151,1710,268,197,-1,154,234,228,260,170,1016,1853,127,1306,181,122,-1,118,464,-1
19/06/2018,20,794,436,1776,1148,962,1025,92,94,215,144,59,131,-1,-1,981,402,265,110,910,536,890,1644,196,869,239,479,128,674,201,773,348,undefined,89,95,1231,220,185,-1,109,171,173,183,100,1133,1519,72,882,168,115,-1,96,386,-1
19/06/2018,21,476,269,1466,945,1190,935,59,46,106,75,26,100,-1,-1,695,279,176,81,600,533,718,1385,179,832,169,366,67,980,132,601,267,undefined,58,69,1227,220,121,-1,123,340,135,113,58,841,1434,62,579,98,95,-1,80,284,-1
19/06/2018,22,232,172,878,540,720,578,22,44,83,37,28,56,-1,-1,430,105,109,53,433,355,491,849,111,577,150,271,47,624,103,481,174,undefined,42,60,606,61,63,-1,45,122,113,120,56,420,905,44,371,70,62,-1,64,154,-1
19/06/2018,23,124,96,520,281,284,345,21,14,43,16,7,8,-1,-1,196,64,52,29,179,108,323,527,63,283,53,177,42,142,43,283,55,undefined,30,33,319,45,23,-1,44,46,51,44,23,230,529,28,245,53,46,-1,39,73,-1
20/06/2018,0,146,70,320,172,141,244,4,14,22,9,7,14,-1,-1,116,36,25,20,93,91,254,220,26,295,44,123,15,58,34,250,45,undefined,18,14,150,17,23,-1,23,44,48,30,22,130,361,10,200,22,56,-1,43,62,-1
20/06/2018,1,37,31,155,60,51,64,2,4,28,5,-1,6,-1,-1,62,28,7,1,48,55,142,100,14,62,39,72,10,31,17,121,13,undefined,7,4,61,11,9,-1,1,11,16,6,5,54,83,2,61,9,17,-1,14,22,-1
20/06/2018,2,24,30,62,25,31,40,18,1,7,3,3,6,-1,-1,41,20,9,1,57,25,78,74,3,22,6,42,7,15,5,62,13,undefined,1,5,40,1,11,-1,-1,4,9,6,-1,17,54,1,30,11,11,-1,9,15,-1
20/06/2018,3,28,9,54,21,55,25,13,-1,5,1,2,5,-1,-1,13,9,10,3,46,31,94,83,4,18,5,49,4,46,2,73,12,undefined,2,5,26,4,4,-1,1,4,7,3,-1,15,34,1,22,5,21,-1,7,10,-1
20/06/2018,4,24,17,45,34,68,35,2,1,6,4,-1,1,-1,-1,22,8,17,4,42,28,51,57,8,20,31,38,2,54,11,17,1,undefined,4,8,14,3,4,-1,8,12,17,2,3,24,54,3,31,4,20,-1,6,6,-1
20/06/2018,5,30,30,107,80,134,224,49,35,138,16,-1,8,-1,-1,44,53,64,27,37,33,66,199,37,271,78,55,13,112,26,66,17,undefined,19,28,196,23,11,-1,30,26,8,7,3,49,242,7,93,25,27,-1,17,19,-1
20/06/2018,6,110,75,135,191,478,816,164,140,792,87,19,69,-1,-1,98,301,217,167,29,30,109,545,218,1068,242,135,21,450,122,92,29,undefined,98,156,882,81,9,-1,92,93,46,42,15,136,541,16,345,39,61,-1,44,49,-1
20/06/2018,7,305,240,324,453,985,1699,450,328,2055,386,33,167,-1,-1,280,434,744,627,86,68,160,1322,679,2377,520,253,98,885,300,197,76,undefined,275,136,1590,255,50,-1,306,355,127,83,51,464,1316,62,494,110,61,-1,61,160,-1
20/06/2018,8,916,637,667,932,2035,3765,564,481,4095,666,49,288,-1,-1,670,936,1918,1442,165,133,374,2553,1341,4401,1023,449,189,1809,493,384,135,undefined,632,267,3277,808,107,-1,780,855,268,343,206,934,2404,243,1198,236,141,-1,101,668,-1
20/06/2018,9,970,665,673,1091,1287,2074,294,226,2378,403,18,181,-1,-1,717,971,1188,779,181,200,345,1854,918,2725,503,384,137,1213,301,290,131,undefined,430,253,1931,551,95,-1,678,665,344,266,116,763,1888,216,957,171,122,-1,177,528,-1
20/06/2018,10,1193,1032,1022,1500,1284,1115,179,151,853,262,19,103,-1,-1,648,954,654,441,302,260,447,1574,515,1696,418,763,106,1212,273,380,159,undefined,242,218,1143,500,170,-1,339,637,460,221,109,937,2014,155,1107,187,208,-1,211,444,-1
20/06/2018,11,1963,1506,1348,2104,1489,1174,262,207,776,251,36,165,-1,-1,924,1236,713,352,685,416,654,1890,556,1704,656,1134,167,1307,375,641,184,undefined,290,159,1350,465,152,-1,392,755,591,303,149,1091,2556,191,1303,321,228,-1,149,516,-1
20/06/2018,12,3198,2593,2284,3040,2062,1921,347,576,1530,483,60,357,-1,-1,1466,1970,1395,497,1101,883,1422,2644,940,2477,1066,1687,230,1950,611,1184,310,undefined,385,298,2763,982,352,-1,1082,1023,918,453,241,1964,3165,438,2104,400,344,-1,238,994,-1
20/06/2018,13,3682,3042,2202,3277,1852,2000,448,486,1361,455,82,400,-1,-1,1733,1978,1396,521,1192,767,1437,2680,912,2459,984,1672,217,1720,681,1096,363,undefined,359,299,2690,895,271,-1,1030,859,708,423,196,2248,3316,335,2300,370,360,-1,210,982,-1
20/06/2018,14,2981,2258,2017,2722,1979,1677,322,258,998,330,32,177,-1,-1,1537,1483,849,443,936,604,999,2377,539,2008,838,1232,29,1844,570,737,275,undefined,305,218,1945,685,229,-1,457,639,436,321,166,1774,2957,236,1822,288,272,-1,181,752,-1
20/06/2018,15,3038,2240,2234,2733,2061,1935,355,228,1319,347,45,252,-1,-1,1649,1458,644,508,938,615,910,2651,600,2466,1020,1232,-1,1782,662,765,201,undefined,317,194,2078,622,167,-1,337,695,393,378,167,1723,3214,182,1915,336,231,-1,135,745,-1
20/06/2018,16,3321,2358,2246,2786,2352,2566,340,380,2680,591,62,249,-1,-1,1786,1284,717,856,906,479,1006,3143,772,3815,1107,1255,-1,1958,533,861,302,undefined,431,270,2543,622,213,-1,432,564,415,376,159,1738,3475,183,2182,491,277,-1,185,769,-1
20/06/2018,17,3719,2375,2669,3236,3151,4310,545,593,3674,836,69,334,-1,-1,2133,1533,1187,1518,1102,791,1250,4005,1202,5002,1301,1219,-1,2667,739,1111,322,undefined,586,358,3916,843,237,-1,627,623,476,500,293,1945,4279,230,2775,1212,701,-1,254,904,-1
20/06/2018,18,2883,1594,2525,2574,2382,2746,364,350,1576,394,64,282,-1,-1,1666,834,732,726,1297,903,1284,3181,693,2929,1002,1776,-1,2254,519,1024,340,undefined,340,207,2904,467,251,-1,345,749,464,483,276,1632,3401,184,2028,1682,1191,-1,274,652,-1
20/06/2018,19,1626,726,2252,1671,1710,1425,143,158,556,216,52,168,-1,-1,1406,481,352,240,1217,911,1156,2104,330,1417,405,1855,-1,1709,318,937,406,undefined,118,113,1687,289,212,-1,163,347,244,281,134,1134,2057,111,1560,1645,1469,-1,314,527,-1
20/06/2018,20,912,405,1958,1210,829,1098,73,93,272,136,56,225,-1,-1,1093,343,193,112,983,590,955,1692,205,1005,425,1648,-1,459,205,800,375,undefined,81,92,1541,198,162,-1,147,241,256,171,112,934,1597,96,1128,1029,1248,-1,234,353,-1
20/06/2018,21,536,312,1446,1049,1142,956,55,109,116,62,35,132,-1,-1,800,364,135,70,673,501,726,1530,163,931,316,1080,-1,766,141,650,328,undefined,81,67,1076,296,166,-1,86,299,134,157,84,849,1608,30,756,639,740,-1,154,315,-1
20/06/2018,22,302,191,1036,684,1420,698,44,42,110,63,29,91,-1,-1,450,200,140,93,480,418,711,1187,140,663,231,543,-1,1378,174,475,205,undefined,71,75,759,122,65,-1,79,307,136,92,48,645,1247,44,599,297,263,-1,133,199,-1
20/06/2018,23,133,67,536,369,312,407,14,26,42,25,6,36,-1,-1,208,67,49,22,208,179,381,677,76,362,90,185,-1,174,34,348,133,undefined,28,39,415,73,38,-1,36,63,75,42,34,300,681,30,246,90,103,-1,45,90,-1
21/06/2018,0,112,43,320,170,123,129,9,15,15,5,5,22,-1,-1,91,31,26,15,108,57,274,269,31,124,102,138,-1,91,22,173,46,undefined,20,11,141,54,15,-1,30,27,78,32,20,126,260,12,152,60,57,-1,30,29,-1
21/06/2018,1,38,23,120,56,44,46,13,7,9,7,-1,7,-1,-1,41,31,11,7,54,25,167,127,10,43,19,71,-1,20,20,98,20,undefined,12,9,91,24,1,-1,18,11,34,16,9,40,66,4,53,38,47,-1,19,19,-1
21/06/2018,2,28,22,69,25,35,38,-1,3,5,-1,4,8,-1,-1,38,16,3,2,33,38,69,93,9,31,19,53,-1,16,3,104,5,undefined,9,6,29,9,2,-1,4,11,8,6,6,22,39,4,32,18,20,-1,5,16,-1
21/06/2018,3,22,21,47,10,37,10,27,-1,2,5,-1,2,-1,-1,21,2,10,1,36,26,65,77,7,33,6,58,-1,29,2,54,4,undefined,5,3,20,6,2,-1,4,2,9,1,1,9,38,2,32,13,5,-1,7,12,-1
21/06/2018,4,20,12,25,33,58,41,6,2,9,4,-1,-1,-1,-1,20,13,17,3,22,48,46,49,1,37,12,32,-1,66,4,24,6,undefined,5,4,27,2,6,-1,6,6,20,4,2,17,60,5,26,7,8,-1,6,11,-1
21/06/2018,5,45,18,97,68,140,213,56,42,120,21,3,15,-1,-1,28,58,60,27,26,3,45,172,33,303,69,52,-1,107,32,35,22,undefined,32,36,186,35,11,-1,17,11,15,9,-1,62,208,9,71,31,22,-1,15,17,-1
21/06/2018,6,103,76,165,189,443,852,133,125,770,94,9,58,-1,-1,99,278,233,146,36,39,125,605,233,1052,227,174,-1,457,123,72,28,undefined,115,113,884,79,12,-1,76,94,82,37,21,136,439,31,273,69,65,-1,47,41,-1
21/06/2018,7,375,241,359,486,1025,1606,414,318,2354,383,28,152,-1,-1,320,523,844,687,71,77,192,1379,625,2395,529,334,3,1078,255,152,81,undefined,266,141,1584,206,44,-1,333,456,124,91,50,517,1288,58,612,163,108,-1,80,212,-1
21/06/2018,8,874,611,724,931,1895,3921,639,497,4198,626,48,265,-1,-1,656,978,1850,1377,236,132,381,2641,1465,4371,917,603,-1,1804,490,390,122,undefined,664,260,3246,757,118,-1,748,915,389,327,143,942,2327,200,1157,258,219,-1,105,626,-1
21/06/2018,9,1015,633,729,1058,1372,2077,277,302,2522,418,46,285,-1,-1,682,881,1302,855,191,136,342,1871,1103,2775,681,643,82,1364,322,301,163,undefined,443,178,1879,559,91,-1,668,661,271,269,151,855,1877,205,1102,243,251,-1,128,581,-1
21/06/2018,10,1380,1025,871,1478,1415,1039,342,184,924,288,28,222,-1,-1,642,1041,798,509,341,219,401,1635,616,1661,508,771,194,1148,299,379,151,undefined,263,179,1154,492,126,-1,413,733,358,315,150,845,1984,213,1125,260,401,-1,116,447,-1
21/06/2018,11,2122,1496,1374,1929,1522,1267,438,216,789,273,64,225,-1,-1,928,1140,710,416,642,397,646,1856,564,1565,707,1145,203,1320,337,588,214,undefined,244,162,1633,584,213,-1,429,775,562,306,148,1045,2564,189,1433,430,422,-1,169,603,-1
21/06/2018,12,3585,2660,2347,3138,2027,1893,629,712,1648,544,98,352,-1,-1,1547,1982,1536,625,1168,846,1499,2730,1007,2563,937,1711,285,1638,758,1169,269,undefined,344,287,2984,1078,324,-1,1056,1103,631,341,149,2000,3316,354,2100,536,665,-1,245,959,-1
21/06/2018,13,3967,3116,2401,3510,1980,2179,634,649,1368,435,157,456,-1,-1,1781,1935,1646,602,790,855,1642,2739,902,2589,1118,1666,330,1709,799,1110,309,undefined,389,344,3349,1017,296,-1,1123,883,497,426,198,2413,3398,299,2535,566,705,-1,256,1030,-1
21/06/2018,14,3438,2409,2043,2935,2180,1850,447,288,1015,310,56,218,-1,-1,1571,1721,850,499,439,542,1035,2550,558,2125,912,1174,239,1760,715,830,249,undefined,250,242,2306,714,300,-1,518,640,379,386,153,1885,3163,169,2051,504,489,-1,235,853,-1
21/06/2018,15,3308,2350,2357,2762,2048,2030,438,294,1393,367,55,206,-1,-1,1683,1413,656,494,891,495,1027,2704,550,2443,1109,867,214,1630,709,736,265,undefined,280,201,2308,601,218,-1,376,767,366,399,213,1663,3144,184,1908,405,259,-1,156,709,-1
21/06/2018,16,3421,2273,2363,3038,2274,2888,398,403,2787,570,48,263,-1,-1,1828,1380,797,976,911,487,1038,3175,666,3914,1267,700,183,1959,607,697,207,undefined,417,237,2818,674,136,-1,444,603,332,384,201,1888,3513,149,2198,274,193,-1,162,727,-1
21/06/2018,17,4073,2533,2719,3380,3259,4579,581,663,3698,891,45,275,-1,-1,2135,1381,1242,1432,1059,637,1273,3930,1131,4868,1322,673,237,2728,742,1106,313,undefined,671,352,4023,784,228,-1,636,628,499,565,297,2229,4270,192,2688,309,172,-1,174,872,-1
21/06/2018,18,3353,1767,2728,2947,2673,2802,494,321,1783,375,65,290,-1,-1,1657,1038,689,730,1381,818,1236,3200,628,2938,994,742,211,2445,501,1129,347,undefined,310,231,2996,512,281,-1,419,529,542,683,265,1839,3612,180,2045,272,114,-1,151,664,-1
21/06/2018,19,2341,1210,2187,1898,1590,1591,251,172,500,165,61,174,-1,-1,1315,573,283,295,1235,821,1079,2193,307,1413,539,553,156,1909,317,939,430,undefined,130,116,1987,302,173,-1,200,378,337,541,186,1358,2200,92,1577,211,122,-1,107,568,-1
21/06/2018,20,1752,745,1860,1453,1416,1251,132,118,307,124,32,148,-1,-1,1182,401,204,147,1071,666,962,1775,227,951,405,445,143,1009,271,974,372,undefined,88,84,1352,237,219,-1,169,227,319,468,142,1116,1864,61,1011,181,93,-1,83,439,-1
21/06/2018,21,970,447,1745,1235,1451,1009,105,78,154,47,28,115,-1,-1,930,402,152,121,883,585,860,1516,178,737,297,436,95,1353,194,760,304,undefined,86,91,1197,285,146,-1,125,233,208,313,127,940,1650,74,941,130,115,-1,63,378,-1
21/06/2018,22,381,174,1061,679,947,776,77,53,91,38,28,83,-1,-1,507,220,138,85,478,458,669,1084,159,616,218,316,61,721,147,527,191,undefined,68,80,1012,181,59,-1,93,344,116,103,71,626,1128,47,504,74,89,-1,55,235,-1
21/06/2018,23,178,93,614,337,357,409,28,18,59,20,11,37,-1,-1,264,117,60,36,306,354,473,635,82,329,127,184,37,189,57,293,96,undefined,29,29,414,93,42,-1,30,73,81,76,32,266,622,13,272,48,38,-1,40,132,-1
22/06/2018,0,176,124,353,252,242,287,8,11,37,8,12,36,-1,-1,90,111,33,40,150,558,422,437,86,220,108,182,38,130,59,271,34,undefined,27,28,269,113,8,-1,23,56,68,40,16,199,423,14,199,35,31,-1,23,74,-1
22/06/2018,1,78,44,255,137,96,114,6,3,14,8,2,11,-1,-1,45,39,19,15,88,52,283,184,22,39,24,125,13,52,25,185,25,undefined,32,27,120,20,7,-1,15,8,22,11,9,78,204,4,135,30,24,-1,9,57,-1
22/06/2018,2,50,30,154,54,81,51,24,8,8,-1,-1,3,-1,-1,54,21,11,5,64,40,187,194,17,37,58,97,8,25,19,124,13,undefined,12,14,45,27,4,-1,15,11,12,11,6,31,97,2,80,15,24,-1,19,47,-1
22/06/2018,3,54,48,169,50,55,70,21,5,5,2,7,5,-1,-1,37,11,6,2,38,58,208,114,25,44,28,94,7,44,7,108,12,undefined,8,4,42,40,4,-1,6,20,15,9,10,41,82,-1,55,11,13,-1,11,4,-1
22/06/2018,4,17,19,71,57,63,71,5,7,10,6,-1,2,-1,-1,22,10,15,6,26,25,102,136,16,36,43,35,9,60,15,37,3,undefined,18,6,40,10,2,-1,5,12,15,2,2,27,121,6,70,11,8,-1,7,9,-1
22/06/2018,5,24,33,147,96,113,231,25,31,129,20,2,10,-1,-1,50,31,52,12,20,25,69,192,32,336,65,92,13,99,23,48,25,undefined,21,25,186,23,12,-1,18,21,14,10,3,51,248,5,90,19,44,-1,17,34,-1
22/06/2018,6,131,79,202,189,396,790,157,112,761,86,19,71,-1,-1,77,164,178,121,33,34,103,577,214,942,12,181,40,378,129,82,27,undefined,81,74,756,84,14,-1,76,84,47,41,15,147,436,21,190,59,89,-1,47,65,-1
22/06/2018,7,322,216,426,408,945,1672,313,269,1965,368,19,132,-1,-1,273,456,684,577,90,56,194,1333,584,2246,-1,339,102,1019,253,181,81,undefined,223,122,1435,207,49,-1,294,351,127,75,44,427,1188,82,483,99,93,-1,48,165,-1
22/06/2018,8,806,598,706,936,1796,3507,579,476,3904,561,54,259,-1,-1,625,911,1682,1383,154,154,359,2530,1364,4011,468,683,187,1817,483,386,133,undefined,540,273,2971,587,96,-1,768,921,314,309,139,913,2354,205,1204,251,164,-1,133,629,-1
22/06/2018,9,1204,731,752,1121,1360,2082,319,271,2374,401,47,218,-1,-1,734,942,1155,818,216,187,381,1981,887,2912,611,678,179,1174,320,336,143,undefined,417,227,1991,544,94,-1,711,617,415,254,120,841,1940,169,1054,302,243,-1,141,526,-1
22/06/2018,10,1564,1154,853,1476,2177,1229,341,198,973,328,34,272,-1,-1,649,1129,718,433,333,215,527,1592,554,1721,601,899,207,2201,358,420,169,undefined,260,202,1384,444,119,-1,418,626,449,264,137,787,2099,148,1094,332,373,-1,166,462,20
22/06/2018,11,2319,1581,1316,1984,1631,1291,408,260,734,264,38,183,-1,-1,962,1317,660,360,564,379,779,1798,584,1786,762,1141,263,1569,444,603,207,undefined,234,179,1509,496,182,-1,451,703,473,211,129,1060,2427,163,1554,472,459,-1,188,669,-1
22/06/2018,12,3739,2934,2523,3117,2706,2132,538,713,1646,620,88,399,-1,-1,1583,1943,1466,542,1201,981,1673,2657,1070,2576,1102,1779,317,2564,651,1261,285,undefined,377,299,3227,1217,350,-1,1147,1024,867,410,215,1932,3202,362,2433,583,714,-1,283,987,-1
22/06/2018,13,4177,3355,2383,3379,2390,2214,493,610,1496,570,135,536,-1,-1,1681,2190,1571,567,1221,816,1641,2773,940,2810,1072,1809,324,2111,758,1218,358,undefined,349,300,3303,1117,337,-1,1115,864,703,404,199,2300,3446,267,2664,585,723,-1,305,1066,-1
22/06/2018,14,3538,2386,2178,3028,2265,1909,519,297,1060,280,86,246,-1,-1,1588,1656,820,501,906,608,1032,2533,723,2090,976,1324,277,1926,634,868,319,undefined,287,286,2277,693,235,-1,541,625,382,293,168,1747,3236,205,2163,508,518,-1,346,853,-1
22/06/2018,15,3442,2325,2248,3035,2392,2287,463,321,1328,381,46,216,-1,-1,1649,1507,586,467,975,484,1057,2836,557,2682,1152,1140,316,2010,662,828,237,undefined,236,231,2356,555,182,-1,437,688,389,270,155,1681,3294,129,2151,516,402,-1,242,746,-1
22/06/2018,16,3761,2389,2534,3024,2593,2904,456,504,2725,573,80,343,-1,-1,1803,1474,743,854,1035,561,1049,3225,846,3573,1151,898,213,2112,603,884,253,undefined,408,262,2764,700,191,-1,515,608,351,300,204,1959,3625,218,2463,399,304,-1,178,861,-1
22/06/2018,17,4573,2569,2995,3705,3510,4292,569,694,3272,683,76,377,-1,-1,2232,1679,1135,1338,1323,772,1436,4106,1106,4436,1477,816,290,2702,668,1287,354,undefined,563,420,3911,958,215,-1,635,671,473,455,263,2382,4452,163,2768,395,199,-1,188,985,-1
22/06/2018,18,3871,1981,2912,3302,2974,2918,329,389,1413,377,80,323,-1,-1,1877,1222,682,612,1570,1153,1499,3184,600,2816,1264,713,228,2447,399,1402,512,undefined,286,219,3410,621,286,-1,375,582,257,264,166,1983,3739,97,2153,327,148,-1,203,826,-1
22/06/2018,19,2838,1482,2708,2439,2022,1845,147,208,478,207,75,251,-1,-1,1613,754,447,268,1556,1336,1516,2235,260,1561,777,637,145,2249,334,1430,444,undefined,192,161,2472,489,305,-1,276,445,198,245,138,1727,2650,58,1562,258,130,-1,198,755,-1
22/06/2018,20,2291,1024,2427,1919,1477,1443,138,151,271,156,90,249,-1,-1,1426,542,304,183,1425,1310,1279,1958,214,1113,784,485,142,812,196,1250,649,undefined,88,103,2092,461,287,-1,169,233,144,138,71,1428,2241,43,1374,164,107,-1,105,650,-1
22/06/2018,21,1385,588,2358,1588,1805,1389,104,65,196,93,51,141,-1,-1,1221,384,179,125,1204,951,1322,1801,182,988,543,455,129,1399,202,1185,522,undefined,126,104,1768,436,248,-1,111,187,99,144,77,1394,2009,55,1208,189,98,-1,93,604,-1
22/06/2018,22,643,348,1605,1163,1628,1097,79,56,162,58,67,121,-1,-1,808,410,186,146,955,803,1052,1418,180,737,370,293,83,1224,165,1030,465,undefined,90,100,1359,460,201,-1,131,376,89,81,49,1109,1758,21,765,132,124,-1,65,439,-1
22/06/2018,23,330,193,1278,794,644,882,92,27,94,36,23,80,-1,-1,493,253,114,84,500,475,799,929,101,637,188,215,45,276,114,848,320,undefined,51,68,857,352,78,-1,120,125,52,30,21,634,1281,24,543,75,81,-1,63,366,-1
23/06/2018,0,247,119,850,495,363,617,39,22,48,24,18,30,-1,-1,343,131,58,47,352,318,700,649,66,328,179,181,39,147,69,552,172,undefined,46,38,594,369,28,-1,44,66,37,32,14,450,888,3,330,48,53,-1,44,272,-1
23/06/2018,1,193,83,615,345,260,369,19,12,14,18,2,9,-1,-1,234,70,22,16,226,233,538,425,52,206,137,107,10,92,25,477,118,undefined,19,24,215,222,13,-1,28,26,17,12,12,302,660,4,210,19,35,-1,28,300,-1
23/06/2018,2,77,75,318,279,220,259,21,10,25,8,3,15,-1,-1,94,34,30,8,132,97,362,313,41,106,45,138,9,82,17,274,35,undefined,8,12,139,215,7,-1,17,17,10,6,7,197,519,4,138,19,38,-1,32,154,-1
