Date,Hour,Bourke Street Mall (North),Bourke Street Mall (South),Melbourne Central,Town Hall (West),Princes Bridge,Flinders Street Station Underpass,Birrarung Marr,Webb Bridge,Southern Cross Station,Victoria Point,Waterfront City,New Quay,Flagstaff Station,Sandridge Bridge,State Library,Collins St (North),Collins Place (South),Collins Place (North),Chinatown-Swanston St (North),Chinatown-Lt Bourke St (South),Bourke St-Russell St (West),Flinders St-Elizabeth St (East),Spencer St-Collins St (South),Spencer St-Collins St (North),Melbourne Convention Exhibition Centre,QV Market-Elizabeth St (West),QV Market-Peel St,The Arts Centre,St Kilda Rd-Alexandra Gardens,Lonsdale St (South),Lygon St (West),City Square,Flinders St-Spring St (West),Flinders St-Spark La,Southbank,Queen St (West),Lygon St (East),Flinders St-Swanston St (West),Alfred Place,Lonsdale St-Spring St (West),Grattan St-Swanston St (West),Monash Rd-Swanston St (West),Tin Alley-Swanston St (West),Little Collins St-Swanston St (East),Flinders La-Swanston St (West),Pelham St (South),Melbourne Central-Elizabeth St (East),QVM-Queen St (East),QVM-Therry St (South),Faraday St-Lygon St (West),QVM-Franklin St (North),Elizabeth St-Lonsdale St (South),Lincoln-Swanston (W)
29/07/2018,17,2536,1373,1933,2303,1727,1642,283,208,124,87,78,207,-1,630,1677,591,204,91,1181,636,1006,2288,274,1155,981,524,219,1130,441,893,424,undefined,112,128,1890,140,185,-1,103,253,203,202,110,1270,2598,105,1569,279,131,-1,140,524,190
29/07/2018,18,1818,729,2041,1597,985,1329,109,104,128,56,87,228,-1,480,1282,426,154,82,1188,813,1112,1888,188,943,746,468,169,454,174,934,472,undefined,77,67,1583,154,214,-1,71,274,142,139,88,1231,1829,79,1292,187,97,-1,138,452,128
29/07/2018,19,1093,419,1875,1346,1416,1093,121,93,91,65,53,166,-1,299,1105,313,137,60,1189,908,1089,1678,160,787,348,477,109,1011,125,855,459,undefined,68,82,1499,134,284,-1,58,146,107,103,63,1035,1594,55,1097,147,103,-1,132,384,101
29/07/2018,20,574,332,1533,1121,754,924,76,63,78,52,64,144,-1,317,918,280,121,57,905,783,805,1414,161,641,276,367,68,424,77,746,476,undefined,37,71,1145,100,254,-1,86,148,85,93,69,951,1271,30,742,121,82,-1,79,265,83
29/07/2018,21,351,213,1082,851,503,724,33,41,67,40,43,99,-1,260,616,164,109,35,640,646,684,1060,146,484,211,325,77,349,89,509,367,undefined,47,43,823,44,196,-1,56,261,67,61,35,622,975,35,526,110,67,-1,65,192,100
29/07/2018,22,247,102,727,497,439,523,27,22,52,18,21,60,-1,230,307,118,56,24,415,375,462,917,91,414,106,266,68,184,50,305,211,undefined,33,60,463,65,77,-1,41,59,47,50,26,418,833,20,353,86,62,-1,47,123,70
29/07/2018,23,99,82,350,219,206,347,8,13,45,13,6,26,-1,152,121,65,25,18,179,210,353,563,71,240,83,141,26,51,32,233,107,undefined,18,23,339,18,26,-1,26,52,37,28,16,224,460,4,166,36,65,-1,29,63,25
30/07/2018,0,48,36,241,129,113,93,12,7,22,5,2,7,-1,49,43,23,8,10,111,89,230,168,35,115,26,82,22,26,19,180,29,undefined,7,5,88,17,3,-1,12,14,22,4,2,87,242,7,88,22,26,-1,18,16,16
30/07/2018,1,19,15,135,50,36,50,12,6,11,6,1,3,-1,18,39,7,3,3,62,41,90,66,10,31,15,52,6,14,4,130,18,undefined,-1,1,71,5,3,-1,6,9,5,4,2,34,87,7,70,2,18,-1,8,12,1
30/07/2018,2,12,16,49,35,48,22,3,1,3,1,-1,5,-1,10,31,9,14,1,34,47,64,40,5,21,19,23,1,17,2,108,11,undefined,-1,-1,30,7,6,-1,14,2,4,1,-1,12,51,-1,16,-1,15,-1,2,17,9
30/07/2018,3,14,22,49,23,49,19,1,1,1,2,-1,2,-1,1,17,4,1,6,40,20,44,56,10,12,17,32,2,38,6,56,5,undefined,3,2,30,16,5,-1,3,4,-1,-1,-1,22,64,2,34,1,7,-1,1,15,4
30/07/2018,4,13,12,29,21,57,44,14,2,8,4,1,4,-1,40,8,4,8,6,22,4,20,53,10,23,13,22,3,60,3,40,14,undefined,2,6,30,2,14,-1,4,9,11,5,4,14,55,4,28,1,14,-1,5,6,6
30/07/2018,5,33,15,89,78,125,216,28,41,171,20,3,13,-1,77,45,41,74,37,12,20,35,128,48,360,53,61,7,98,33,57,9,undefined,16,25,162,25,2,-1,10,19,7,4,3,46,233,12,90,17,28,-1,14,33,11
30/07/2018,6,115,61,210,189,451,901,146,119,1014,91,9,57,-1,256,87,297,172,163,23,26,94,623,255,993,173,108,29,393,98,56,27,undefined,75,42,849,76,11,-1,58,83,53,37,26,132,587,21,169,40,34,-1,47,47,61
30/07/2018,7,319,217,351,466,1039,1670,400,323,2822,355,42,159,-1,632,298,433,707,668,78,74,171,1432,668,2411,512,207,70,939,252,188,66,undefined,227,134,1443,211,48,-1,304,267,147,114,74,413,1277,51,470,110,55,-1,56,226,138
30/07/2018,8,840,513,822,1017,1878,3939,701,524,4971,641,52,278,-1,1435,755,844,1924,1756,186,148,296,2634,1379,4270,1057,496,162,1773,509,420,181,undefined,569,264,3350,633,108,-1,765,821,653,615,234,882,2488,286,1108,301,138,-1,115,753,453
30/07/2018,9,1059,664,834,1211,1501,2122,324,260,3087,469,30,200,-1,864,777,951,1211,1022,218,173,319,1805,858,2994,489,611,133,1362,403,311,176,undefined,424,210,1905,598,90,-1,693,499,756,863,274,747,2251,332,1058,247,122,-1,123,585,417
30/07/2018,10,1261,1015,1132,1442,1218,1071,251,163,1046,266,36,164,-1,747,830,973,654,504,381,243,485,1640,534,1800,371,561,147,1154,299,378,207,undefined,218,173,1251,421,174,-1,439,598,824,647,255,807,2153,213,976,306,162,-1,110,562,345
30/07/2018,11,1987,1417,1429,1907,1276,1144,400,178,967,265,27,147,-1,940,1041,1264,610,385,544,415,698,1820,435,1819,483,651,113,1252,350,564,210,undefined,223,144,1438,473,179,-1,400,486,989,695,306,957,2317,240,1288,251,143,-1,156,544,347
30/07/2018,12,3049,2432,2197,3000,1698,1941,456,608,2073,460,100,339,-1,943,1647,1977,1367,541,1142,680,1366,2679,808,2503,739,1136,223,1369,616,1040,303,undefined,275,305,2739,916,344,-1,1060,870,1202,536,327,1878,3139,392,2063,332,203,-1,215,978,489
30/07/2018,13,3242,2707,2498,3203,1829,1868,559,496,1891,482,79,356,-1,580,1734,2139,1406,640,1116,746,1443,2662,767,2557,812,1046,211,1571,673,1011,454,undefined,308,328,2525,894,361,-1,991,887,1326,330,280,2044,3396,381,2188,259,197,-1,263,1036,539
30/07/2018,14,2826,1974,2228,2783,1674,1644,410,240,1201,293,46,151,-1,538,1772,1594,756,477,967,497,1062,2403,462,1968,645,823,204,1488,503,804,284,undefined,206,178,1816,656,220,-1,458,655,1018,579,263,1566,3232,228,1833,270,183,-1,191,909,446
30/07/2018,15,2731,1882,2372,2662,1692,1863,250,219,1698,319,33,162,-1,647,1879,1389,604,513,952,443,961,2606,528,2359,821,692,195,1447,475,663,254,undefined,241,214,1944,499,207,-1,285,525,1044,812,264,1433,3213,217,1849,279,133,-1,151,891,500
30/07/2018,16,2627,1744,2352,2734,2098,2696,292,304,3661,564,37,180,-1,971,2027,1282,663,995,880,473,924,3074,667,3765,902,653,172,1899,535,703,286,undefined,377,212,2317,483,177,-1,394,466,1070,966,282,1544,3521,277,1921,261,115,-1,180,737,502
30/07/2018,17,2994,1762,2642,2990,3180,4529,664,590,4905,909,60,297,-1,1860,2380,1192,1196,1777,1060,489,1196,4115,1082,5058,1431,771,246,2889,732,842,347,undefined,616,301,3822,780,204,-1,590,510,1205,1084,395,1918,4186,283,2367,321,130,-1,186,803,688
30/07/2018,18,2251,1175,2363,2152,1809,2651,410,361,1955,413,51,210,-1,916,1868,723,624,776,1205,699,1127,3229,604,2918,784,703,217,1669,426,871,369,undefined,285,156,2622,384,212,-1,312,356,865,889,311,1324,2817,246,1695,303,106,-1,175,600,506
30/07/2018,19,1195,505,2055,1371,1126,1366,137,146,607,141,46,164,-1,465,1436,435,262,219,1185,654,936,2238,255,1406,290,532,109,846,190,789,312,undefined,81,85,1408,171,200,-1,158,207,405,492,191,1024,1769,163,1223,200,88,-1,102,490,298
30/07/2018,20,670,305,1752,1046,924,981,84,61,258,112,24,77,-1,338,1077,257,209,122,862,475,755,1557,184,871,192,455,108,611,134,675,349,undefined,68,66,1102,122,178,-1,105,177,319,356,137,906,1358,94,752,159,103,-1,119,405,188
30/07/2018,21,364,185,1213,709,814,823,35,63,149,72,15,80,-1,221,726,248,91,59,566,367,642,1299,140,685,169,362,60,641,68,540,257,undefined,31,37,909,110,122,-1,107,87,203,259,105,604,1017,60,569,91,87,-1,86,238,158
30/07/2018,22,266,114,717,348,296,551,17,24,101,30,21,62,-1,208,322,101,77,69,319,247,431,856,88,432,138,265,45,155,59,306,150,undefined,35,47,526,57,78,-1,39,60,139,86,58,334,582,35,299,65,74,-1,62,132,96
30/07/2018,23,96,43,421,194,211,371,15,8,39,9,10,15,-1,189,157,72,30,26,121,107,286,474,36,243,54,147,23,97,28,180,75,undefined,14,36,300,30,27,-1,26,25,51,39,13,141,324,18,195,26,39,-1,30,59,37
31/07/2018,0,51,51,178,74,52,100,6,2,17,3,1,3,-1,41,65,36,15,14,68,61,177,190,13,80,22,101,14,37,11,110,50,undefined,8,8,109,15,6,-1,27,19,38,14,12,54,143,9,87,12,35,-1,6,20,21
31/07/2018,1,23,20,93,36,31,20,10,5,7,5,-1,9,-1,12,32,15,2,5,51,47,97,41,18,16,11,92,9,14,7,109,17,undefined,2,-1,51,3,6,-1,6,10,10,5,6,25,67,2,45,8,22,-1,12,13,6
31/07/2018,2,19,10,28,25,28,29,9,1,4,2,-1,1,-1,6,13,8,8,-1,32,30,36,13,6,11,15,33,5,15,1,51,9,undefined,2,13,31,2,4,-1,1,3,32,-1,-1,9,43,-1,13,6,13,-1,1,13,1
31/07/2018,3,37,17,27,10,44,28,3,1,3,5,-1,-1,-1,5,7,6,1,-1,19,18,43,57,24,20,3,22,1,29,1,13,3,undefined,3,18,13,4,2,-1,1,1,9,3,4,9,24,-1,31,1,11,-1,3,4,6
31/07/2018,4,9,27,28,25,42,43,10,2,13,5,-1,3,-1,24,7,2,12,4,6,23,42,49,1,10,9,14,3,52,4,18,5,undefined,7,6,37,1,1,-1,5,8,15,4,3,14,59,2,22,1,12,-1,5,5,8
31/07/2018,5,29,13,95,65,117,204,23,44,182,21,4,18,-1,79,30,40,73,49,23,16,30,159,58,334,46,66,6,97,38,55,16,undefined,13,21,185,19,9,-1,18,22,14,7,6,47,205,6,74,8,27,-1,8,27,21
31/07/2018,6,147,72,191,193,467,948,131,116,1057,119,18,77,-1,282,82,130,252,188,48,35,90,719,275,1042,244,175,45,457,129,69,33,undefined,73,53,933,69,4,-1,102,91,48,39,13,114,504,20,233,60,54,-1,34,41,61
31/07/2018,7,407,217,454,517,1126,1746,308,322,2950,390,25,165,-1,698,334,506,793,814,100,90,172,1481,745,2436,495,338,106,1151,282,148,99,undefined,281,149,1604,297,34,-1,408,296,166,138,80,478,1314,83,564,142,113,-1,53,281,140
31/07/2018,8,982,566,890,1100,2330,4036,537,508,5090,757,63,325,-1,1498,793,969,1962,1874,76,180,334,2742,1516,4551,869,698,352,2225,532,398,143,undefined,652,282,3501,699,111,-1,749,863,640,743,251,1012,2660,310,1303,450,187,-1,124,878,476
31/07/2018,9,1035,715,856,1156,1635,2153,310,246,2900,457,28,175,-1,751,739,883,1243,921,101,208,345,2040,825,2823,303,815,211,1465,401,354,190,undefined,422,199,1985,550,119,-1,653,545,790,784,275,894,2354,310,1019,400,278,-1,113,593,362
31/07/2018,10,1426,945,1171,1572,1268,1143,182,184,1027,265,23,132,-1,433,810,1046,706,486,188,235,463,1621,505,1696,433,986,250,1397,371,403,182,undefined,256,189,1480,467,143,-1,517,646,958,844,256,851,2149,233,1001,347,331,-1,173,457,383
31/07/2018,11,1976,1322,1634,1900,1392,1202,168,201,893,261,52,163,-1,635,1163,1250,794,385,566,464,681,1889,542,1521,528,1176,294,1316,420,581,185,undefined,184,193,1713,448,146,-1,390,494,1099,862,241,1056,2332,256,1406,461,331,-1,236,595,414
31/07/2018,12,3219,2572,2595,3007,1738,1941,345,656,1806,517,82,342,-1,697,1845,1897,1437,551,1021,848,1524,2612,1026,2541,867,1795,288,1730,644,1151,373,undefined,399,325,2890,1027,323,-1,1066,910,1280,847,335,1872,2875,418,2043,698,563,-1,288,937,499
31/07/2018,13,3339,2671,2533,3199,2156,2058,503,504,1545,481,109,307,-1,846,1957,2048,1445,654,1164,920,1444,2747,929,2474,952,1686,246,1863,734,1036,344,undefined,342,351,2943,1036,350,-1,949,928,1230,897,384,2245,3436,414,2192,624,602,-1,280,1000,553
31/07/2018,14,2900,2430,2490,2806,1877,1631,257,233,1084,292,45,182,-1,565,1762,1435,742,478,1082,484,916,2464,621,1985,711,1109,230,1621,597,810,219,undefined,222,173,1746,629,203,-1,474,708,980,788,279,2022,3053,290,1762,505,349,-1,213,898,456
31/07/2018,15,2878,2040,2464,2804,1800,1892,318,189,1629,342,41,183,-1,721,1857,1321,677,566,1030,427,997,2801,510,2420,851,854,267,1518,633,640,270,undefined,305,179,1935,497,240,-1,352,545,990,885,305,1734,3330,205,1852,429,195,-1,195,797,485
31/07/2018,16,2615,1934,2368,2783,2287,2701,331,388,3445,632,77,237,-1,1002,2040,1215,755,1043,964,436,1046,3219,789,3877,958,677,176,2041,543,750,215,undefined,406,215,2666,569,169,-1,427,432,1198,1199,366,1625,3620,246,2066,290,176,-1,149,738,627
31/07/2018,17,3092,2165,2722,3127,3357,4512,553,596,4467,888,64,321,-1,1822,2492,1287,1234,1803,1170,563,1212,4111,1171,5057,1551,758,254,2824,866,940,308,undefined,678,417,4181,768,205,-1,624,552,1202,1180,423,1955,4346,306,2326,383,109,-1,181,913,804
31/07/2018,18,1981,1247,1870,2080,2023,2486,299,299,1928,372,16,85,-1,798,1598,777,729,848,1119,626,939,2823,564,3050,542,519,191,2321,336,854,332,undefined,324,142,2350,465,143,-1,341,438,708,719,223,1223,3013,233,1155,307,87,-1,162,502,410
31/07/2018,19,1087,553,1960,1356,867,1314,134,138,657,203,55,111,-1,457,1322,365,291,258,1015,510,932,2089,309,1514,304,475,125,636,191,758,318,undefined,129,91,1436,198,182,-1,190,220,433,414,200,925,1805,154,993,169,65,-1,143,501,312
31/07/2018,20,738,355,1749,1015,860,868,91,76,392,116,52,120,-1,285,1166,336,211,118,926,507,808,1626,170,967,218,453,104,547,160,682,281,undefined,62,54,1092,140,133,-1,79,147,350,469,181,829,1364,98,801,137,101,-1,94,446,244
31/07/2018,21,440,222,1329,786,1196,810,86,68,218,86,17,92,-1,287,739,354,134,64,617,435,723,1294,181,791,178,353,80,1684,138,538,298,undefined,56,51,1022,155,104,-1,60,109,181,241,91,648,1193,84,539,114,86,-1,66,241,180
31/07/2018,22,329,108,768,376,738,537,22,31,114,45,13,65,-1,191,385,115,108,45,348,296,488,914,107,473,123,246,43,530,52,370,149,undefined,30,49,632,95,66,-1,95,57,106,105,56,426,680,48,303,76,49,-1,49,137,110
31/07/2018,23,125,47,385,189,192,305,20,24,40,19,17,37,-1,129,177,61,65,49,143,104,333,460,43,266,59,140,32,116,28,226,123,undefined,17,29,301,46,23,-1,31,25,48,22,10,204,428,22,170,37,43,-1,31,60,56
