Date,Hour,Bourke Street Mall (North),Bourke Street Mall (South),Melbourne Central,Town Hall (West),Princes Bridge,Flinders Street Station Underpass,Birrarung Marr,Webb Bridge,Southern Cross Station,Victoria Point,Waterfront City,New Quay,Flagstaff Station,Sandridge Bridge,State Library,Collins St (North),Collins Place (South),Collins Place (North),Chinatown-Swanston St (North),Chinatown-Lt Bourke St (South),Bourke St-Russell St (West),Flinders St-Elizabeth St (East),Spencer St-Collins St (South),Spencer St-Collins St (North),Melbourne Convention Exhibition Centre,QV Market-Elizabeth St (West),QV Market-Peel St,The Arts Centre,St Kilda Rd-Alexandra Gardens,Lonsdale St (South),Lygon St (West),City Square,Flinders St-Spring St (West),Flinders St-Spark La,Southbank,Queen St (West),Lygon St (East),Flinders St-Swanston St (West),Alfred Place,Lonsdale St-Spring St (West),Grattan St-Swanston St (West),Monash Rd-Swanston St (West),Tin Alley-Swanston St (West),Little Collins St-Swanston St (East),Flinders La-Swanston St (West),Pelham St (South),Melbourne Central-Elizabeth St (East),QVM-Queen St (East),QVM-Therry St (South),Faraday St-Lygon St (West),QVM-Franklin St (North),Elizabeth St-Lonsdale St (South),Lincoln-Swanston (W)
01/07/2018,0,236,111,851,650,449,640,19,20,30,50,33,108,-1,-1,212,132,83,29,362,358,618,550,72,406,226,174,45,155,55,593,189,undefined,28,52,693,352,32,-1,66,75,19,19,16,316,982,7,320,59,59,-1,26,370,12
01/07/2018,1,179,113,512,440,297,432,10,12,30,23,8,23,-1,-1,145,109,27,25,258,235,456,418,90,187,182,99,36,71,81,470,97,undefined,17,26,322,310,15,-1,36,41,3,9,4,275,733,5,250,39,22,-1,14,216,11
01/07/2018,2,147,124,452,487,313,642,4,22,39,4,11,31,-1,-1,136,107,28,24,156,160,496,446,66,200,114,158,6,77,39,305,54,undefined,18,30,290,256,1,-1,31,72,6,3,2,247,623,9,183,16,46,-1,37,173,22
01/07/2018,3,79,72,313,210,213,425,4,10,24,7,9,14,-1,-1,70,55,17,6,130,167,314,335,38,108,56,115,9,54,17,290,44,undefined,14,5,165,198,2,-1,20,10,4,6,4,145,380,5,144,15,21,-1,8,182,12
01/07/2018,4,50,37,123,113,131,268,17,6,19,5,8,9,-1,-1,32,29,18,2,56,95,203,271,39,103,30,75,11,37,23,134,33,undefined,11,14,57,88,1,-1,10,18,3,1,1,78,264,2,76,12,18,-1,5,61,3
01/07/2018,5,39,45,84,127,93,160,14,3,16,8,4,18,-1,-1,43,19,13,3,30,42,147,195,25,88,20,48,14,75,15,138,8,undefined,17,18,81,61,17,-1,10,20,1,-1,-1,73,227,-1,61,16,22,-1,8,48,2
01/07/2018,6,50,36,111,158,91,217,31,22,40,6,10,17,-1,-1,49,33,22,29,19,68,93,238,35,151,40,60,22,103,29,57,16,undefined,26,23,197,13,1,-1,10,17,5,5,3,78,282,1,81,34,20,-1,16,18,18
01/07/2018,7,70,72,138,160,162,239,59,34,47,17,12,52,-1,-1,68,57,54,75,31,49,119,363,43,318,16,132,30,186,28,67,16,undefined,24,27,210,20,6,-1,27,28,17,10,11,110,354,4,195,58,62,-1,28,63,20
01/07/2018,8,156,115,270,260,384,369,122,82,108,33,19,80,-1,-1,142,161,108,13,38,49,95,533,97,587,88,290,79,448,-1,78,40,undefined,38,48,493,53,22,-1,114,54,52,46,30,224,512,21,247,139,132,-1,51,99,32
01/07/2018,9,580,373,411,595,810,782,232,191,150,61,87,242,-1,-1,202,305,138,69,147,105,255,993,185,911,542,625,165,846,6,219,89,undefined,73,119,1165,97,32,-1,145,120,85,58,28,337,1000,49,584,308,292,-1,100,214,78
01/07/2018,10,1061,927,733,1234,1636,1018,466,237,192,106,130,418,-1,-1,464,677,206,99,326,287,391,1334,240,1278,948,1065,249,1652,8,339,127,undefined,113,89,1833,143,96,-1,160,222,72,94,55,642,1719,36,915,416,503,-1,154,348,168
01/07/2018,11,2087,1307,1239,1785,2167,1417,939,308,240,65,153,492,-1,-1,799,899,276,125,727,554,607,1680,254,1331,1110,1420,387,2030,468,650,214,undefined,132,164,2684,152,128,-1,116,297,93,142,79,1025,2476,73,1341,638,712,-1,222,428,140
01/07/2018,12,2941,2021,1807,2662,3095,1698,1813,424,280,138,167,657,-1,-1,1228,1131,432,122,1310,946,962,1903,342,1414,1599,1816,548,2768,43,857,288,undefined,132,200,3298,195,202,-1,133,494,113,134,91,1377,3178,58,1719,877,777,-1,301,628,102
01/07/2018,13,3401,2254,1980,2852,3350,1838,851,382,322,129,271,956,-1,-1,1485,1297,338,106,1457,844,1039,2227,287,1400,1818,1930,513,3060,107,902,313,undefined,164,171,3081,151,294,-1,129,276,152,152,103,1692,3376,71,2005,928,919,-1,339,653,166
01/07/2018,14,3804,2562,2177,3049,3306,1777,745,521,307,176,305,1362,-1,-1,1518,1313,231,97,1358,739,1056,2358,375,1909,1918,1711,488,2846,931,952,410,undefined,120,153,3323,165,278,-1,94,223,116,125,114,1935,3376,68,1988,840,877,-1,312,673,180
01/07/2018,15,3793,2510,2119,3019,2969,1933,859,424,270,132,283,1152,-1,-1,1633,1091,265,137,1134,726,1148,2495,268,1579,1748,1453,385,2564,1004,1024,487,undefined,135,215,3212,150,265,-1,101,409,170,176,119,1776,3311,56,2019,728,630,-1,285,629,141
01/07/2018,16,3687,2519,2145,3115,2946,2028,2276,388,233,158,377,1027,-1,-1,1535,1019,346,147,639,624,1044,2660,354,1535,1633,892,262,2342,902,883,490,undefined,186,264,3615,160,252,-1,108,410,112,119,110,1837,3734,58,1929,597,361,-1,218,631,167
01/07/2018,17,2995,1615,2147,2332,2123,1654,356,300,278,155,864,2321,-1,-1,1702,711,233,111,1074,703,1035,2349,321,1425,1293,504,176,1351,551,948,419,undefined,112,127,2714,117,236,-1,135,137,126,121,80,1538,2775,84,1913,319,177,-1,162,604,204
01/07/2018,18,2613,973,2138,1872,1252,1516,131,469,520,412,1334,3261,-1,-1,1195,518,169,57,1327,746,1144,1972,370,1854,962,546,128,533,323,963,489,undefined,68,94,2337,177,237,-1,122,143,95,86,62,1359,2103,40,1428,184,114,-1,123,585,127
01/07/2018,19,1502,589,2067,1544,957,1075,44,154,233,241,1657,3153,-1,-1,1179,312,150,59,1213,739,1012,1631,223,973,581,425,143,361,159,905,616,undefined,73,66,1673,108,257,-1,90,298,91,51,42,1003,1727,25,1223,177,126,-1,100,410,99
01/07/2018,20,590,331,1694,1097,788,883,47,108,179,288,1410,3899,-1,-1,941,272,122,62,950,569,865,1230,249,741,325,327,74,322,121,714,519,undefined,40,59,1387,94,216,-1,51,136,54,38,30,956,1316,43,738,104,89,-1,86,334,56
01/07/2018,21,387,191,1151,727,589,856,35,110,230,247,763,2553,-1,-1,577,201,126,36,657,481,695,1125,190,597,254,294,74,192,52,532,390,undefined,39,53,895,81,104,-1,86,91,58,23,19,683,903,29,595,110,59,-1,65,205,38
01/07/2018,22,235,136,778,501,304,559,35,25,118,91,204,601,-1,-1,317,102,54,31,390,291,460,848,91,496,130,226,30,129,48,421,231,undefined,34,40,498,53,57,-1,54,69,30,15,7,318,798,22,349,45,57,-1,56,156,39
01/07/2018,23,168,63,450,218,120,387,32,12,55,25,65,97,-1,-1,150,48,31,25,183,130,375,533,57,299,84,155,24,43,21,273,91,undefined,16,16,263,22,15,-1,10,35,20,23,12,208,392,5,208,50,62,-1,18,52,26
02/07/2018,0,66,33,212,107,81,105,14,9,41,6,11,20,-1,-1,51,12,19,9,84,33,192,150,22,129,29,87,17,47,12,125,33,undefined,8,10,111,16,8,-1,13,16,23,6,6,93,202,13,107,22,38,-1,5,31,10
02/07/2018,1,24,28,117,78,54,78,12,6,14,1,10,12,-1,-1,27,17,10,4,64,41,133,99,20,22,24,64,13,26,12,103,7,undefined,3,4,78,9,4,-1,3,8,10,-1,-1,26,105,3,51,16,27,-1,7,21,9
02/07/2018,2,22,15,59,29,33,38,6,1,7,3,-1,1,-1,-1,17,21,3,1,27,23,78,42,10,16,11,55,6,26,6,75,2,undefined,5,4,38,5,-1,-1,2,2,9,4,3,17,55,-1,50,4,14,-1,7,11,3
02/07/2018,3,23,8,59,27,55,20,13,2,5,6,3,4,-1,-1,10,5,18,3,25,24,82,83,12,32,2,27,13,30,10,78,3,undefined,3,4,27,7,-1,-1,6,8,9,1,-1,32,56,2,46,8,20,-1,11,7,3
02/07/2018,4,10,16,38,33,65,54,4,2,8,8,2,9,-1,-1,8,4,12,6,9,12,30,66,1,18,5,30,9,60,2,58,-1,undefined,5,9,26,10,4,-1,12,6,8,3,2,10,78,2,35,6,10,-1,8,12,5
02/07/2018,5,34,20,90,81,140,218,20,35,152,16,5,11,-1,-1,40,63,69,29,23,12,46,167,53,297,41,47,8,110,13,47,22,undefined,13,30,140,27,7,-1,18,26,11,7,1,52,217,5,76,25,24,-1,12,25,14
02/07/2018,6,112,64,165,169,395,734,133,102,911,88,16,66,-1,-1,76,127,194,142,26,31,93,539,234,992,191,97,22,403,88,72,26,undefined,61,49,767,71,5,-1,65,84,38,36,21,116,442,15,219,39,42,-1,54,32,67
02/07/2018,7,321,202,311,376,839,1384,302,275,2547,368,41,146,-1,-1,260,413,698,580,51,75,167,1278,608,2384,465,179,45,956,222,182,68,undefined,218,110,1265,214,39,-1,293,234,97,105,72,454,1032,47,524,86,63,-1,49,167,78
02/07/2018,8,785,553,716,874,1696,3675,545,506,4941,558,68,303,-1,-1,600,884,1865,1407,159,141,378,2542,1260,4308,698,394,131,1755,508,377,126,undefined,540,232,3203,656,120,-1,745,673,272,224,121,856,2187,181,1064,233,94,-1,110,571,125
02/07/2018,9,1083,595,874,983,1261,2160,256,271,2872,459,81,284,-1,-1,636,867,1093,794,285,126,418,1805,847,2837,475,412,135,1349,332,308,171,undefined,419,198,1959,587,77,-1,626,473,261,260,120,815,1870,208,1003,197,129,-1,102,480,195
02/07/2018,10,1457,1114,980,1634,1608,1178,263,140,1050,261,77,219,-1,-1,637,1042,621,385,324,254,407,1546,486,1616,523,472,114,1550,383,382,107,undefined,237,177,1379,429,85,-1,438,395,252,208,107,851,2163,144,953,212,168,-1,105,475,135
02/07/2018,11,2173,1622,1354,2142,1828,1286,438,239,1001,212,89,258,-1,-1,881,1200,629,329,596,391,712,1940,526,1761,626,598,143,1832,525,597,154,undefined,217,164,1791,404,119,-1,1203,358,272,160,120,1002,2658,165,1298,229,169,-1,122,568,168
02/07/2018,12,3571,2733,2445,3320,2441,2087,560,757,2174,539,130,445,-1,-1,1616,2059,1510,506,1247,827,1482,2742,943,2513,1001,964,216,2242,735,1086,281,undefined,338,301,3216,1005,304,-1,1093,867,453,316,151,1971,3587,291,2253,347,277,-1,190,911,253
02/07/2018,13,3853,3349,2644,3638,2447,2146,756,622,1911,472,130,364,-1,-1,1827,2249,1418,552,1385,870,1633,3200,961,2494,1097,1039,228,2518,937,1065,315,undefined,370,367,3469,955,342,-1,1788,818,527,397,215,2354,3777,305,2493,356,259,-1,183,1116,261
02/07/2018,14,3518,2399,2164,3170,2445,1994,666,343,1100,238,192,372,-1,-1,1609,1587,757,427,1022,599,1025,2584,548,1875,1071,717,197,2132,976,805,307,undefined,258,231,2847,677,271,-1,436,476,360,258,130,1959,3565,175,2088,287,194,-1,146,797,208
02/07/2018,15,3412,2453,2186,3241,2475,2180,522,286,1581,311,87,263,-1,-1,1613,1497,705,488,981,599,1051,2888,530,2252,1102,668,170,1996,830,759,234,undefined,237,232,2777,555,208,-1,326,393,373,216,139,1675,3401,173,2079,245,181,-1,126,697,233
02/07/2018,16,3229,2199,2364,2979,2829,2914,496,403,3261,595,69,333,-1,-1,1872,1318,682,850,1027,487,962,3228,665,3728,1135,638,169,2240,733,689,273,undefined,387,183,3038,542,184,-1,380,344,354,301,138,1715,3800,180,2188,249,158,-1,140,772,252
02/07/2018,17,3619,2116,2562,2973,3029,4707,612,646,4805,849,122,431,-1,-1,1981,1253,1133,1657,1067,553,1236,4201,1132,5154,1376,688,226,2394,742,846,292,undefined,603,309,4112,739,217,-1,644,466,444,427,294,1888,4246,189,2510,317,135,-1,143,833,326
02/07/2018,18,2704,1266,2343,2220,1968,2583,349,400,1986,419,76,226,-1,-1,1674,768,661,744,1222,721,1150,3040,598,2792,846,586,202,1506,436,919,361,undefined,267,188,2949,377,239,-1,336,209,218,245,145,1320,3014,105,1815,281,90,-1,132,546,179
02/07/2018,19,1427,599,2232,1610,1052,1417,134,174,627,182,75,225,-1,-1,1232,362,261,193,1152,663,1090,2277,277,1417,355,474,115,526,197,953,379,undefined,144,104,1796,238,250,-1,198,146,133,181,98,1035,1897,52,1362,152,88,-1,94,440,124
02/07/2018,20,871,292,1688,1086,819,1074,70,68,230,147,58,145,-1,-1,988,244,216,137,913,476,838,1683,207,893,208,358,107,574,188,832,259,undefined,53,70,1262,112,169,-1,86,105,77,101,49,879,1489,50,780,155,101,-1,67,370,102
02/07/2018,21,448,210,1196,723,663,861,51,43,128,50,28,107,-1,-1,677,238,97,57,637,363,581,1155,219,612,191,300,76,360,103,501,266,undefined,50,28,902,188,128,-1,80,76,78,68,35,678,1061,30,557,93,72,-1,64,239,101
02/07/2018,22,273,132,701,399,339,614,18,39,93,47,33,65,-1,-1,289,100,69,47,303,267,492,903,145,335,110,162,44,223,62,295,176,undefined,33,47,544,72,49,-1,37,43,39,36,24,294,635,15,288,65,47,-1,57,117,39
02/07/2018,23,105,78,354,170,233,348,17,13,41,9,6,24,-1,-1,146,65,60,20,130,99,273,477,64,213,45,151,37,124,41,177,51,undefined,19,16,231,30,26,-1,47,35,24,18,7,147,371,19,190,40,57,-1,13,47,26
03/07/2018,0,52,40,196,86,91,123,22,9,30,14,3,4,-1,-1,56,23,10,3,80,42,148,127,29,79,17,76,16,30,17,90,29,undefined,13,4,106,27,8,-1,12,13,15,6,6,78,138,9,97,24,52,-1,5,27,12
03/07/2018,1,26,12,67,40,46,29,8,-1,13,4,2,4,-1,-1,24,18,13,3,51,40,56,62,21,38,16,61,11,15,9,68,5,undefined,3,3,32,7,1,-1,-1,8,4,3,1,31,53,3,42,5,25,-1,11,14,12
03/07/2018,2,39,22,83,26,38,59,10,11,16,-1,-1,2,-1,-1,19,4,5,6,49,27,78,87,14,52,19,56,5,25,3,86,7,undefined,3,2,37,7,2,-1,-1,22,3,4,5,17,37,1,58,7,21,-1,3,12,3
03/07/2018,3,24,32,43,14,43,40,8,1,3,7,2,5,-1,-1,4,7,8,1,31,13,64,71,18,15,8,26,1,36,5,41,7,undefined,1,4,35,11,5,-1,4,1,12,6,6,22,36,-1,34,10,12,-1,1,1,3
03/07/2018,4,15,12,47,26,58,33,21,2,11,8,4,15,-1,-1,3,11,5,4,11,16,18,35,15,17,6,21,2,54,3,13,1,undefined,3,6,22,9,3,-1,5,8,12,4,1,8,43,3,33,5,19,-1,4,3,4
03/07/2018,5,33,22,89,81,109,212,37,55,167,16,1,11,-1,-1,33,102,66,27,16,9,30,146,47,284,81,53,8,79,27,35,25,undefined,14,27,154,20,8,-1,13,19,13,8,2,51,203,7,81,13,20,-1,9,23,9
03/07/2018,6,148,72,190,167,415,872,134,118,1004,105,9,57,-1,-1,89,150,201,162,41,18,85,620,230,986,182,137,35,395,95,58,27,undefined,63,60,812,79,5,-1,69,89,47,44,28,119,466,27,245,54,45,-1,65,36,44
03/07/2018,7,310,248,358,413,952,1548,313,331,2852,372,41,157,-1,-1,303,428,750,631,80,74,179,1374,666,2455,477,273,81,918,300,138,75,undefined,249,155,1449,206,26,-1,394,268,100,70,43,404,1195,51,546,117,98,-1,45,197,84
03/07/2018,8,833,546,677,922,1789,3504,541,505,5278,699,50,323,-1,-1,647,921,1915,1552,164,120,326,2490,1361,4287,805,469,155,1677,486,416,121,undefined,593,272,3247,732,72,-1,821,725,379,330,223,828,2282,194,1084,244,152,-1,132,638,214
03/07/2018,9,957,624,671,950,1279,1883,260,239,2902,479,18,179,-1,-1,596,769,1154,807,155,136,343,1763,748,2736,371,571,148,1269,359,267,138,undefined,361,159,1703,564,92,-1,583,542,378,321,205,744,1852,210,974,297,251,-1,172,479,232
03/07/2018,10,1334,1011,971,1500,1460,1178,345,141,1138,266,36,137,-1,-1,683,1001,560,456,350,212,373,1609,539,1789,416,798,166,1299,366,333,118,undefined,185,175,1327,478,109,-1,422,458,219,205,86,747,2094,160,1015,298,330,-1,144,355,169
03/07/2018,11,2099,1525,1350,2013,1656,1300,408,226,912,225,26,132,-1,-1,834,1271,615,376,598,386,611,1945,493,1785,492,1075,203,1483,344,565,146,undefined,172,188,1579,477,115,-1,410,438,279,200,110,1050,2689,133,1338,397,372,-1,165,576,181
03/07/2018,12,3361,2711,2230,3370,2168,1848,632,581,2259,560,102,308,-1,-1,1398,2067,1321,538,1094,800,1333,2425,908,2699,796,1601,272,2049,551,1056,318,undefined,332,244,2806,1019,273,-1,1163,841,442,347,191,2029,3630,293,2072,561,569,-1,272,881,241
03/07/2018,13,3818,3188,2337,3483,2347,2045,667,528,1840,487,118,291,-1,-1,1702,2062,1312,607,1168,896,1578,2899,789,2514,931,1665,268,2097,762,962,391,undefined,363,364,3044,902,302,-1,1012,741,548,403,151,2134,3589,279,2329,624,630,-1,312,1143,283
03/07/2018,14,3333,2584,2380,3146,2369,1804,552,266,1159,283,82,216,-1,-1,1697,1663,755,416,1006,515,1079,2659,575,2015,864,1045,285,1813,739,834,328,undefined,231,227,2419,667,243,-1,503,468,421,327,166,1795,3565,160,1970,552,391,-1,233,832,203
03/07/2018,15,3367,2424,2302,3195,2101,2073,527,239,1628,363,34,152,-1,-1,1717,1479,713,541,1010,520,1011,2754,561,2488,1084,673,203,1689,652,786,222,undefined,267,187,2293,571,205,-1,300,399,324,262,147,1706,3585,120,1878,386,225,-1,158,767,239
03/07/2018,16,3240,2202,2438,3026,2581,2876,512,384,3342,638,56,224,-1,-1,1903,1366,697,908,999,462,916,3096,710,3876,1061,660,192,2155,690,759,240,undefined,372,188,2854,608,156,-1,426,361,390,357,197,1658,3801,151,2100,291,197,-1,132,792,284
03/07/2018,17,3364,1966,2506,3297,3327,4577,619,667,4827,772,88,317,-1,-1,2040,1403,1191,1561,1151,676,1230,4128,1221,5095,1253,644,187,2657,959,1009,271,undefined,594,296,4254,858,231,-1,628,499,398,494,269,2026,4323,194,2409,294,141,-1,161,829,331
03/07/2018,18,2589,1325,2418,2490,2059,2561,454,364,2114,413,105,325,-1,-1,1717,804,691,720,1170,805,1268,3199,690,2980,864,628,178,1736,472,1070,356,undefined,252,186,3046,473,234,-1,309,297,218,247,149,1442,3051,113,1808,242,122,-1,136,606,195
03/07/2018,19,1682,674,2254,1621,1252,1542,137,156,683,183,96,262,-1,-1,1367,476,257,259,1129,769,1108,2150,279,1491,372,480,146,631,241,910,396,undefined,113,108,2197,298,236,-1,198,206,137,173,112,1094,1919,51,1382,187,102,-1,115,510,139
03/07/2018,20,773,371,1843,1137,1021,1113,87,81,304,119,46,182,-1,-1,1090,335,222,95,937,593,837,1400,284,941,246,404,119,571,181,699,345,undefined,42,56,1561,181,257,-1,95,146,146,127,97,963,1566,19,854,162,71,-1,72,366,99
03/07/2018,21,511,248,1491,836,944,936,38,62,158,94,31,132,-1,-1,751,269,112,66,725,427,681,1432,171,791,226,333,66,621,177,629,285,undefined,48,42,1144,208,178,-1,64,86,92,85,51,667,1228,28,596,105,71,-1,41,266,91
03/07/2018,22,281,155,748,474,520,604,46,32,112,44,34,89,-1,-1,414,82,85,49,352,269,474,920,104,552,162,222,40,168,96,352,207,undefined,35,49,623,77,83,-1,73,50,59,52,31,381,808,16,309,54,54,-1,41,151,32
03/07/2018,23,116,73,456,223,206,370,22,32,67,13,10,46,-1,-1,156,70,42,36,213,135,323,524,70,289,104,150,26,89,39,230,74,undefined,19,18,302,29,25,-1,48,18,26,31,3,193,408,15,208,36,40,-1,23,57,30
04/07/2018,0,50,57,291,160,135,138,14,16,20,3,6,12,-1,-1,81,42,19,6,121,70,186,189,35,101,38,94,12,58,12,137,42,undefined,8,12,167,15,7,-1,17,9,18,6,4,82,312,7,139,22,42,-1,14,47,5
04/07/2018,1,46,21,108,51,52,54,21,9,12,2,1,4,-1,-1,30,16,13,4,49,41,121,104,24,29,6,60,17,18,13,90,19,undefined,9,10,93,25,7,-1,11,7,8,-1,1,36,98,2,57,18,43,-1,8,14,3
04/07/2018,2,16,20,66,32,36,48,15,-1,8,6,-1,4,-1,-1,29,17,13,2,46,30,49,78,23,32,21,48,3,11,2,77,4,undefined,7,2,39,5,3,-1,4,9,5,-1,-1,27,50,1,36,5,20,-1,14,11,5
04/07/2018,3,15,19,41,29,42,22,10,-1,9,3,-1,5,-1,-1,13,1,13,2,26,23,91,71,3,18,4,41,2,37,4,58,5,undefined,9,3,31,5,2,-1,7,12,5,4,3,14,33,1,43,6,24,-1,2,7,14
04/07/2018,4,28,21,50,15,63,35,10,1,12,9,2,3,-1,-1,16,6,16,7,19,21,29,63,12,28,14,32,2,51,5,45,4,undefined,4,7,36,6,5,-1,7,15,15,1,1,15,45,3,37,3,24,-1,10,14,8
04/07/2018,5,21,20,94,76,106,215,30,38,176,23,-1,9,-1,-1,38,46,55,20,38,47,48,161,56,296,40,32,11,89,24,25,23,undefined,14,31,165,21,6,-1,14,21,12,9,2,53,223,5,80,14,31,-1,17,23,10
04/07/2018,6,118,78,152,190,408,806,114,115,1071,98,12,73,-1,-1,94,179,191,146,38,20,86,593,241,1064,198,136,41,391,104,54,22,undefined,60,37,768,53,6,-1,60,82,36,33,15,133,463,24,176,65,59,-1,53,42,56
04/07/2018,7,327,240,398,459,936,1625,290,286,2572,388,34,147,-1,-1,300,507,700,615,65,50,158,1316,592,2229,477,191,87,870,260,123,53,undefined,229,139,1402,177,39,-1,291,230,91,61,46,418,1320,46,506,132,78,-1,71,193,108
04/07/2018,8,861,541,770,975,1751,3830,459,445,4926,692,55,259,-1,-1,649,946,1822,1501,197,120,307,2734,1300,4621,761,428,154,1668,471,409,124,undefined,563,247,3143,705,86,-1,767,679,283,312,207,919,2235,168,1087,257,131,-1,128,623,151
04/07/2018,9,1058,556,592,1045,1351,2023,280,238,2662,475,26,163,-1,-1,617,842,1053,858,167,128,310,1710,850,2867,440,390,112,1294,231,275,117,undefined,381,235,1857,511,106,-1,663,490,248,270,157,696,1914,202,928,195,100,-1,112,479,135
04/07/2018,10,1254,955,915,1454,1503,1247,365,140,1170,267,37,114,-1,-1,712,991,640,462,360,198,412,1486,505,1770,438,563,101,1424,304,356,116,undefined,222,194,1320,478,144,-1,424,518,262,198,118,757,2132,122,978,211,141,-1,149,377,170
04/07/2018,11,2180,1681,1317,2214,1849,1301,461,198,1115,285,38,142,-1,-1,950,1418,576,394,623,404,612,1749,580,1960,609,588,119,1909,547,515,203,undefined,177,150,1631,519,135,-1,399,416,293,194,106,1046,2913,120,1251,290,213,-1,145,530,172
04/07/2018,12,3336,2734,2342,3335,2488,1808,577,524,2182,559,111,310,-1,-1,1508,1907,1320,548,1098,791,1417,2574,849,2681,870,1058,154,2448,743,992,282,undefined,314,219,2708,1101,241,-1,983,820,442,308,172,2053,3699,245,2024,310,283,-1,239,934,231
04/07/2018,13,3956,3256,2501,3926,2455,2041,602,535,1939,514,107,373,-1,-1,1842,2099,1346,506,1316,819,1524,2878,902,2791,1167,1038,197,2305,827,1082,314,undefined,338,340,3113,988,349,-1,936,798,500,363,184,2414,3916,339,2517,355,348,-1,277,987,261
04/07/2018,14,3560,2665,2228,3416,2473,1893,495,243,1223,291,59,248,-1,-1,1693,1644,759,454,1210,631,1181,2682,657,2001,1145,690,200,2174,726,823,339,undefined,269,207,2664,656,257,-1,431,481,328,266,138,1818,3690,189,2025,339,209,-1,226,874,207
04/07/2018,15,3436,2611,2358,3249,2835,2183,480,237,1656,314,63,226,-1,-1,1738,1635,598,451,966,476,951,2834,578,2526,1099,618,151,2301,766,749,299,undefined,270,195,2603,607,192,-1,353,433,347,246,125,1848,3870,125,2074,318,226,-1,163,757,255
04/07/2018,16,3512,2559,2425,3152,2584,2817,479,385,3281,624,78,259,-1,-1,1743,1450,711,860,995,540,1036,3277,753,3818,1172,842,223,2343,704,795,240,undefined,374,254,2932,575,212,-1,444,401,394,306,141,1762,3730,163,2311,551,306,-1,248,766,241
04/07/2018,17,3720,2313,2683,3304,3371,4650,596,590,4547,807,79,357,-1,-1,2135,1523,1098,1520,1189,632,1305,3997,1141,5001,1566,1653,374,2425,864,959,310,undefined,582,333,4343,856,254,-1,690,511,442,419,255,2061,4391,179,2758,1715,1047,-1,304,899,359
04/07/2018,18,2783,1494,2375,2571,2061,2681,337,305,2142,408,77,256,-1,-1,1632,972,668,747,1326,859,1298,3119,618,3110,939,2272,434,1473,515,1013,436,undefined,242,183,2987,567,203,-1,361,315,251,228,159,1596,3257,87,1998,2207,1721,-1,409,710,218
04/07/2018,19,1616,744,2298,1784,1256,1628,176,157,637,204,62,215,-1,-1,1411,545,257,196,1216,759,1203,2250,303,1481,476,2611,615,941,273,903,456,undefined,112,112,1999,322,192,-1,174,224,148,167,120,1124,2137,72,1583,2330,2001,-1,557,524,197
04/07/2018,20,882,404,2088,1218,982,1177,88,84,309,130,109,223,-1,-1,1231,390,214,137,1059,686,889,1802,246,951,336,1953,503,509,220,780,483,undefined,100,96,1573,224,207,-1,113,209,83,112,71,1026,1764,28,1053,1499,1616,-1,303,479,105
04/07/2018,21,609,328,1537,1077,800,981,80,98,203,73,35,104,-1,-1,829,331,154,77,746,471,666,1493,215,841,243,1062,266,266,177,639,452,undefined,54,55,1144,287,207,-1,118,110,70,63,31,781,1477,50,710,709,746,-1,188,465,71
04/07/2018,22,355,164,928,587,749,705,30,43,115,58,29,93,-1,-1,449,173,137,56,466,292,493,1030,183,576,205,514,114,516,97,445,324,undefined,61,62,849,144,85,-1,58,79,82,63,38,498,1023,25,444,288,296,-1,82,201,105
04/07/2018,23,155,100,454,251,246,442,17,47,69,18,13,36,-1,-1,140,42,77,40,187,168,292,595,47,307,95,168,44,93,31,215,96,undefined,33,14,353,76,39,-1,34,33,32,37,11,234,489,17,243,88,48,-1,35,120,34
05/07/2018,0,75,41,244,116,167,132,15,7,30,3,26,24,-1,-1,64,41,15,19,99,63,200,197,61,136,37,105,15,52,16,135,83,undefined,14,5,160,49,7,-1,20,16,13,5,3,89,227,3,126,23,45,-1,25,34,23
05/07/2018,1,65,20,119,68,72,70,13,8,9,4,3,5,-1,-1,42,18,2,5,58,27,125,107,18,38,29,79,4,17,9,123,74,undefined,3,10,73,29,9,-1,6,7,7,5,4,46,106,3,67,19,22,-1,8,19,4
05/07/2018,2,26,15,62,24,26,39,5,2,15,1,1,5,-1,-1,31,8,21,6,40,27,57,48,8,32,19,39,8,11,9,88,28,undefined,1,-1,49,14,3,-1,4,5,4,2,1,28,32,5,38,13,20,-1,16,18,3
05/07/2018,3,21,19,32,38,64,49,12,6,9,2,-1,2,-1,-1,15,13,7,4,10,19,42,52,14,19,6,36,-1,46,3,46,50,undefined,4,4,45,7,1,-1,4,1,2,2,-1,15,64,1,31,5,26,-1,10,6,1
05/07/2018,4,20,21,34,30,57,36,14,1,9,6,-1,16,-1,-1,6,6,16,5,30,11,26,66,5,26,18,34,5,58,9,35,11,undefined,3,7,22,5,5,-1,6,7,11,3,1,17,66,4,38,8,9,-1,7,5,7
05/07/2018,5,27,20,104,68,104,226,38,37,179,27,1,5,-1,-1,36,29,52,24,32,21,74,166,77,286,62,70,10,84,29,45,16,undefined,14,27,177,20,11,-1,32,24,19,13,5,31,199,5,85,21,19,-1,18,18,11
05/07/2018,6,128,57,164,207,405,819,122,111,1007,104,5,49,-1,-1,108,136,176,142,30,18,78,567,224,1004,182,148,29,358,124,47,18,undefined,64,87,842,95,7,-1,61,73,33,30,17,137,455,23,214,57,52,-1,49,49,70
