Date,Hour,Bourke Street Mall (North),Bourke Street Mall (South),Melbourne Central,Town Hall (West),Princes Bridge,Flinders Street Station Underpass,Birrarung Marr,Webb Bridge,Southern Cross Station,Victoria Point,Waterfront City,New Quay,Flagstaff Station,Sandridge Bridge,State Library,Collins St (North),Collins Place (South),Collins Place (North),Chinatown-Swanston St (North),Chinatown-Lt Bourke St (South),Bourke St-Russell St (West),Flinders St-Elizabeth St (East),Spencer St-Collins St (South),Spencer St-Collins St (North),Melbourne Convention Exhibition Centre,QV Market-Elizabeth St (West),QV Market-Peel St,The Arts Centre,St Kilda Rd-Alexandra Gardens,Lonsdale St (South),Lygon St (West),City Square,Flinders St-Spring St (West),Flinders St-Spark La,Southbank,Queen St (West),Lygon St (East),Flinders St-Swanston St (West),Alfred Place,Lonsdale St-Spring St (West),Grattan St-Swanston St (West),Monash Rd-Swanston St (West),Tin Alley-Swanston St (West),Little Collins St-Swanston St (East),Flinders La-Swanston St (West),Pelham St (South),Melbourne Central-Elizabeth St (East),QVM-Queen St (East),QVM-Therry St (South),Faraday St-Lygon St (West),QVM-Franklin St (North),Elizabeth St-Lonsdale St (South),Lincoln-Swanston (W),Elizabeth St-La Trobe St (East),Lonsdale St - Elizabeth St (North),Bourke St Bridge,Bourke St - Spencer St (North)
26/10/2018,7,309,272,-1,506,-1,1788,337,389,2087,317,38,189,-1,630,317,391,804,689,84,83,185,1296,717,2321,890,444,97,911,255,150,77,undefined,241,163,1683,263,48,1116,318,315,145,104,73,451,-1,76,533,134,106,72,93,178,139,-1,156,1921,1116
26/10/2018,8,895,626,-1,1107,-1,3852,543,482,4351,608,72,339,-1,1476,693,870,1988,1666,179,194,389,2479,1565,4376,1813,763,238,1823,504,313,170,undefined,542,274,3762,680,121,2311,778,906,352,276,136,984,-1,333,1229,275,142,170,153,582,229,-1,449,4502,2311
26/10/2018,9,1256,923,-1,1344,-1,2536,274,317,2641,433,41,315,-1,820,729,1012,1201,937,176,214,522,2212,1058,3033,2833,868,249,1275,281,361,149,undefined,407,233,2537,675,127,1703,758,604,422,331,169,986,-1,213,1127,278,234,238,157,517,254,-1,445,3019,1703
26/10/2018,10,1563,1499,-1,1777,-1,1609,332,237,963,225,79,228,-1,631,785,1221,832,528,338,343,644,1938,771,1829,4542,1042,179,1301,356,429,158,undefined,264,181,1881,548,167,1274,531,651,346,228,111,941,-1,172,1310,398,401,300,202,483,157,-1,540,1258,1274
26/10/2018,11,2282,1937,-1,2356,-1,1627,364,266,865,243,97,299,-1,682,998,1548,746,444,569,519,781,2243,648,1782,2858,1327,243,1285,507,581,201,undefined,300,211,2104,520,188,1431,434,640,443,364,152,1311,-1,192,1605,513,511,320,216,547,259,-1,533,1371,1431
26/10/2018,12,3793,3554,-1,3476,-1,2710,751,740,1881,613,147,533,-1,883,1784,2154,1706,612,1285,1024,1569,3004,1370,2873,2098,1952,295,1770,847,1148,342,undefined,404,372,3949,1243,340,1937,1135,1193,523,444,192,2267,-1,435,2431,627,818,438,316,1020,323,-1,1017,2936,1937
26/10/2018,13,3971,3683,-1,3723,-1,2725,819,609,1608,475,165,638,-1,786,1671,2271,1633,628,1253,868,1534,3100,1324,2861,2162,1967,363,1676,916,1118,362,undefined,462,363,3836,1287,329,1913,1190,911,665,442,202,2474,-1,411,2454,676,761,421,345,992,356,-1,1032,2459,1913
26/10/2018,14,3362,2753,-1,3062,-1,2440,791,316,1129,261,84,377,-1,744,1414,1739,873,546,1032,623,1142,2880,780,2318,2052,1437,246,1545,738,749,319,undefined,304,267,2857,678,195,1525,607,581,426,396,145,1783,-1,263,1927,526,428,414,245,866,263,-1,665,1679,1525
26/10/2018,15,3267,2727,-1,3240,-1,2752,504,301,1512,337,86,358,-1,838,1598,1594,660,568,1021,598,1126,3006,783,2811,2186,1242,255,1766,740,784,268,undefined,289,272,3083,607,218,1553,397,655,462,391,200,1798,-1,213,2066,511,397,329,258,759,290,-1,622,2032,1553
26/10/2018,16,3610,2902,-1,3376,-1,3574,494,497,3057,642,105,544,-1,1253,1890,1591,828,1039,1063,514,1318,3715,1025,3995,2864,1177,226,1793,831,780,250,undefined,455,293,3627,642,268,2187,554,643,395,370,225,1899,-1,300,2400,483,330,319,235,832,309,-1,690,4297,2187
26/10/2018,17,4256,2994,-1,3752,-1,5146,733,644,3507,829,166,935,-1,1850,2336,1754,1174,1461,1323,799,1613,4445,1368,4933,3056,978,317,2372,987,1267,348,undefined,496,343,5140,864,284,2830,638,656,608,441,238,2231,-1,284,2581,430,228,504,240,1043,491,-1,813,7474,2830
26/10/2018,18,3565,2239,-1,3262,-1,3473,431,542,1792,449,169,1404,-1,1217,2041,1202,713,674,1570,1009,1624,3370,798,3805,3170,931,274,1809,767,1303,461,undefined,286,250,4394,734,262,2219,454,524,409,249,179,1936,-1,214,2301,400,184,620,201,918,377,-1,715,12289,2219
26/10/2018,19,2819,1648,-1,2694,-1,2476,264,362,724,304,159,1180,-1,870,1784,833,844,275,1550,1222,1502,2624,525,2491,2000,790,196,1635,603,1335,641,undefined,148,136,3591,545,333,1668,217,421,305,177,98,1825,-1,196,1738,330,265,587,180,755,319,-1,595,10191,1668
26/10/2018,20,2508,1276,-1,2428,-1,2021,180,232,315,185,83,475,-1,646,1498,536,265,217,1550,1160,1478,2299,406,1493,1524,799,170,733,318,1257,698,undefined,113,146,3075,504,380,884,119,308,252,108,89,1364,-1,136,1562,240,150,507,142,706,224,-1,539,2196,884
26/10/2018,21,1366,617,-1,2191,-1,1873,149,143,215,121,91,301,-1,738,1424,478,206,136,1454,1071,1230,2046,293,1194,1135,625,128,972,305,1221,744,undefined,110,90,2567,583,306,692,168,212,190,88,70,1395,-1,102,1342,181,197,409,130,649,202,-1,449,809,692
26/10/2018,22,700,429,-1,1449,-1,1536,127,147,208,326,49,410,-1,601,938,397,187,163,476,1045,1191,1689,331,1161,1077,426,100,819,205,1058,764,undefined,99,84,2064,592,222,969,90,200,128,78,52,1076,-1,76,824,143,152,275,106,596,168,-1,335,8265,969
26/10/2018,23,1354,478,-1,1265,-1,1384,98,265,708,690,130,859,-1,587,663,422,298,130,901,627,1023,1413,549,2397,1065,464,72,435,196,907,364,undefined,118,93,1408,690,127,2432,127,112,82,78,55,835,-1,62,921,111,137,131,157,598,98,-1,405,8083,2432
27/10/2018,0,364,209,-1,1212,-1,754,53,50,57,52,25,108,-1,318,379,158,119,45,634,454,809,828,106,454,332,352,33,150,81,657,237,undefined,34,44,699,431,30,370,57,65,51,49,53,529,-1,16,458,49,118,46,71,299,71,-1,125,255,370
27/10/2018,1,182,140,-1,436,-1,462,54,4,34,18,10,34,-1,192,294,60,61,28,539,347,516,517,105,202,187,225,29,80,43,544,101,undefined,11,13,457,367,37,155,18,50,31,30,17,334,-1,8,314,42,113,15,31,212,46,-1,107,70,155
27/10/2018,2,149,95,-1,251,-1,342,43,10,37,16,3,14,-1,148,121,66,11,8,263,174,436,436,51,117,88,173,18,85,30,308,49,undefined,-1,3,206,275,12,115,27,17,22,6,3,191,-1,5,139,26,100,11,36,162,30,-1,96,46,115
27/10/2018,3,87,81,-1,174,-1,188,25,3,29,18,-1,8,-1,69,74,30,12,10,210,183,279,283,32,56,29,99,13,60,31,293,21,undefined,10,2,138,263,21,50,16,11,9,2,4,122,-1,3,116,22,46,8,11,94,9,-1,36,34,50
27/10/2018,4,38,48,-1,92,-1,135,29,1,13,22,5,7,-1,74,41,18,28,6,92,121,175,186,18,90,34,110,11,39,5,145,14,undefined,6,12,56,118,11,55,12,9,9,3,1,71,-1,5,82,15,35,10,15,37,33,-1,27,55,55
27/10/2018,5,28,20,-1,72,-1,120,6,18,27,18,-1,8,-1,72,30,41,24,8,37,49,90,163,28,94,29,78,15,45,16,101,5,undefined,9,10,101,36,6,59,18,15,9,4,5,45,-1,1,102,25,25,3,15,18,14,-1,7,36,59
27/10/2018,6,57,54,-1,98,-1,312,66,30,46,30,9,34,-1,120,56,95,56,14,23,96,95,260,31,366,109,127,35,83,81,95,26,undefined,26,30,287,22,6,105,25,39,26,12,11,94,-1,7,93,58,65,11,26,19,54,-1,29,62,105
27/10/2018,7,108,110,-1,214,-1,418,106,97,67,43,19,110,-1,190,127,165,106,48,61,77,105,456,76,627,243,283,83,202,142,93,49,undefined,68,45,580,62,14,237,75,72,51,29,21,174,-1,24,186,135,106,40,52,46,45,-1,70,114,237
27/10/2018,8,433,314,-1,532,-1,691,208,106,147,67,32,165,-1,298,214,13,195,73,123,83,144,908,142,970,770,615,137,305,255,151,93,undefined,82,99,1080,128,91,412,150,300,67,62,52,349,-1,86,524,215,185,96,107,153,112,-1,155,229,412
27/10/2018,9,858,764,-1,1011,-1,1275,213,208,187,95,40,259,-1,544,333,6,232,114,225,160,315,1457,236,1368,2753,963,234,539,348,278,134,undefined,115,113,1686,224,123,610,188,209,171,130,96,607,-1,127,772,360,349,207,191,362,123,-1,260,243,610
27/10/2018,10,1606,1306,-1,1583,-1,1673,231,290,187,64,72,301,-1,699,610,18,284,132,389,327,498,1630,256,1614,3775,1238,281,783,376,417,212,undefined,96,118,2203,245,183,963,237,292,129,91,68,749,-1,171,1050,508,505,303,182,453,193,-1,438,338,963
27/10/2018,11,2208,2079,-1,2336,-1,1759,314,273,155,104,70,292,-1,690,905,11,273,134,600,474,564,2096,225,1595,3407,1710,391,1027,514,597,235,undefined,114,134,2464,223,138,957,171,348,188,138,111,1112,-1,141,1622,715,701,393,281,561,146,-1,495,313,957
27/10/2018,12,2977,2398,-1,2818,-1,1912,498,282,184,84,85,387,-1,733,1264,27,303,168,1240,687,839,2342,229,1680,3563,1852,404,1545,650,780,332,undefined,151,148,2552,243,242,847,127,460,256,242,89,1422,-1,178,1990,837,909,532,302,778,176,-1,567,290,847
27/10/2018,13,3610,2645,-1,3227,-1,2008,403,246,156,135,105,328,-1,810,1669,11,307,161,1427,738,1136,2652,287,1307,3800,1997,448,2696,893,848,329,undefined,106,124,2910,262,242,832,112,258,253,261,153,1886,-1,223,2135,894,987,513,348,768,178,-1,661,290,832
27/10/2018,14,3676,2980,-1,3253,-1,2243,479,241,163,64,98,368,-1,878,1940,611,341,165,1225,665,1172,2583,319,1398,3669,2021,417,1421,959,790,363,undefined,94,135,3234,264,219,801,141,340,250,249,144,2050,-1,141,2333,822,844,524,316,815,189,-1,625,311,801
27/10/2018,15,3506,2885,-1,3712,-1,2304,414,319,174,85,119,426,-1,978,1909,1356,281,158,1228,571,1180,2838,332,1390,3679,1458,389,1609,947,891,379,undefined,114,144,2959,237,244,908,122,374,209,188,109,2197,-1,119,2085,657,625,548,305,815,166,-1,541,311,908
27/10/2018,16,3157,2660,-1,3570,-1,2432,395,242,129,52,99,423,-1,965,2105,1146,258,121,1279,549,1214,2727,399,1541,3176,1009,310,2566,1018,934,365,undefined,112,136,3113,339,263,842,114,293,196,199,94,2330,-1,142,1841,539,370,552,202,808,223,-1,500,335,842
27/10/2018,17,2823,2300,-1,2958,-1,2299,430,254,196,72,94,413,-1,1140,1777,969,255,174,1248,616,1227,2550,358,1551,3087,814,277,1101,688,1010,431,undefined,212,102,2963,253,268,845,172,173,256,231,85,1729,-1,195,1844,422,249,575,207,704,240,-1,480,316,845
27/10/2018,18,2480,1650,-1,2632,-1,2068,384,227,218,98,135,450,-1,1001,1642,558,296,120,1521,854,1263,2538,389,1477,3372,795,204,1158,491,1080,558,undefined,112,109,3355,410,318,880,210,274,274,129,79,1493,-1,184,1736,362,216,535,204,651,271,-1,544,298,880
27/10/2018,19,2099,898,-1,2458,-1,2085,239,155,131,85,72,345,-1,797,1559,539,239,102,1666,1198,1328,2261,316,977,1691,854,170,978,430,1230,688,undefined,89,115,3366,455,498,712,178,206,189,88,69,1560,-1,163,1778,335,159,614,212,572,224,-1,520,243,712
27/10/2018,20,997,562,-1,2016,-1,1618,404,128,107,80,60,219,-1,743,1355,423,196,112,1471,1192,1336,1927,324,947,1168,735,125,623,375,1218,717,undefined,79,127,2835,474,487,601,125,247,170,66,53,1251,-1,111,1204,187,137,552,137,627,182,-1,375,196,601
27/10/2018,21,729,458,-1,1481,-1,1577,115,115,77,111,54,217,-1,545,1183,302,136,83,1139,1043,1080,1696,305,750,988,610,127,448,305,1092,836,undefined,53,85,2487,518,542,554,139,144,167,65,48,1141,-1,114,955,170,132,399,134,627,167,-1,365,222,554
27/10/2018,22,606,394,-1,1624,-1,1270,117,109,83,65,52,157,-1,578,843,312,125,74,1113,999,1185,1525,216,723,970,443,114,666,200,1123,538,undefined,62,90,2142,612,364,472,92,133,104,54,43,929,-1,49,743,137,152,372,116,666,112,-1,371,130,472
27/10/2018,23,419,246,-1,965,-1,1122,188,82,84,37,40,92,-1,527,503,272,124,78,826,857,930,1203,199,735,973,351,71,448,174,854,426,undefined,38,96,1487,620,193,387,90,126,95,53,47,656,-1,43,543,103,138,110,127,446,123,-1,297,104,387
28/10/2018,0,256,184,-1,595,-1,715,71,26,38,33,21,49,-1,387,266,133,61,36,553,351,695,813,111,454,340,231,38,224,70,624,231,undefined,28,37,758,588,35,220,41,54,44,18,15,441,-1,22,375,60,65,52,93,455,41,-1,168,66,220
28/10/2018,1,175,117,-1,467,-1,484,39,16,27,15,3,23,-1,211,239,98,28,21,418,326,614,594,83,231,218,196,43,89,30,450,143,undefined,13,16,452,461,29,120,31,38,41,30,14,317,-1,14,253,60,83,7,43,310,23,-1,155,43,120
28/10/2018,2,89,93,-1,300,-1,379,28,5,15,8,5,4,-1,160,167,60,20,15,213,263,436,505,90,124,66,160,16,71,36,376,79,undefined,8,14,235,326,11,105,18,46,20,9,8,276,-1,10,218,15,76,7,13,184,30,-1,105,28,105
28/10/2018,3,105,90,-1,259,-1,214,21,7,27,19,1,4,-1,99,96,42,20,5,152,194,385,450,47,131,51,125,16,67,32,357,59,undefined,12,8,143,322,11,71,11,16,15,1,-1,176,-1,2,207,22,50,1,11,210,11,-1,47,10,71
28/10/2018,4,59,49,-1,161,-1,148,10,9,19,8,3,9,-1,94,62,32,27,11,63,113,205,239,26,76,34,122,5,60,15,182,59,undefined,11,11,80,99,9,55,14,9,8,1,2,111,-1,1,128,9,33,10,19,90,16,-1,27,13,55
28/10/2018,5,25,34,-1,123,-1,175,28,4,28,6,-1,6,-1,67,36,11,7,7,62,66,191,190,42,97,40,73,10,85,12,247,28,undefined,8,19,108,46,16,68,26,16,10,3,3,94,-1,-1,69,14,25,11,39,50,13,-1,24,31,68
28/10/2018,6,62,56,-1,174,-1,235,45,14,44,14,4,27,-1,119,69,36,30,10,28,72,71,242,46,225,76,88,25,97,69,120,101,undefined,28,18,181,20,48,112,12,25,20,10,4,127,-1,13,129,28,35,13,18,33,30,-1,32,40,112
28/10/2018,7,75,58,-1,206,-1,248,71,66,63,25,9,51,-1,119,78,44,64,21,45,54,70,327,62,347,228,176,52,194,75,100,110,undefined,35,20,358,53,24,183,59,30,22,21,11,118,-1,25,185,74,62,25,45,61,65,-1,46,64,183
28/10/2018,8,139,136,-1,347,-1,622,136,282,113,33,23,143,-1,267,140,178,107,36,95,77,105,613,168,625,568,403,101,442,168,132,116,undefined,72,46,767,93,58,269,82,47,70,60,26,214,-1,58,322,127,157,58,86,99,74,-1,122,115,269
28/10/2018,9,463,463,-1,759,-1,1075,245,201,109,39,45,257,-1,428,296,304,149,82,149,122,205,1060,298,998,1814,778,236,713,386,243,149,undefined,68,76,1417,134,117,398,177,127,88,64,59,501,-1,114,671,276,285,143,160,238,100,-1,177,183,398
28/10/2018,10,1035,905,-1,1264,-1,1467,287,246,158,87,60,416,-1,587,484,688,195,111,354,291,367,1538,358,1253,2663,1156,294,1024,503,373,291,undefined,94,110,2057,172,167,649,154,125,130,100,49,758,-1,144,977,430,555,332,215,381,146,-1,368,268,649
28/10/2018,11,1755,1500,-1,1835,-1,1747,513,311,106,53,77,433,-1,698,734,795,250,113,571,529,569,2018,341,1161,2578,1410,414,1599,678,514,384,undefined,149,90,2503,195,234,822,123,154,138,147,79,874,-1,115,1178,586,683,346,283,423,112,-1,430,278,822
28/10/2018,12,2221,2200,-1,2534,-1,1890,577,349,128,61,133,565,-1,775,1191,1144,259,125,1069,885,848,2127,284,1085,2967,1783,459,1933,852,676,550,undefined,114,117,2812,149,254,737,117,210,269,255,142,1443,-1,229,1599,862,855,534,339,655,159,-1,470,284,737
28/10/2018,13,2832,2292,-1,2676,-1,1944,570,348,123,74,134,637,-1,840,1377,1026,277,98,1285,835,1129,2502,300,1165,2845,1926,478,2223,1374,846,564,undefined,120,161,3347,260,386,712,96,219,272,242,118,1448,-1,213,1783,830,871,532,388,671,220,-1,576,251,712
28/10/2018,14,3158,2596,-1,2740,-1,2151,633,387,128,67,154,585,-1,935,1792,952,315,148,1243,741,1238,2645,300,1200,3350,1745,465,2651,1719,842,467,undefined,154,170,3606,185,342,721,90,175,264,256,158,1902,-1,148,2023,980,777,612,291,618,207,-1,523,277,721
28/10/2018,15,3192,2729,-1,2789,-1,2191,1763,316,156,51,167,581,-1,986,1789,1080,321,101,1264,621,1161,2691,328,1262,3061,1468,370,2317,1086,883,635,undefined,101,145,3412,171,348,613,118,154,213,197,110,1822,-1,146,2027,888,678,618,291,571,150,-1,475,301,613
28/10/2018,16,3043,2562,-1,2466,-1,2052,1581,345,134,87,129,534,-1,928,1497,841,248,81,1142,536,1024,2659,361,1168,2694,1049,249,1847,1628,740,686,undefined,113,135,3346,223,253,692,72,164,199,172,115,1614,-1,125,1973,600,441,583,227,606,153,-1,421,303,692
28/10/2018,17,2585,1812,-1,2354,-1,1967,566,294,183,66,66,347,-1,950,1618,650,245,101,1183,504,1112,2692,284,1325,2795,730,224,2015,1043,786,626,undefined,110,154,3044,227,233,751,87,173,240,155,92,1397,-1,166,1642,333,237,462,171,553,203,-1,455,290,751
28/10/2018,18,2305,1245,-1,1918,-1,1830,539,240,163,57,77,366,-1,1018,1336,478,186,75,1139,659,1150,2391,389,1242,3458,603,165,825,632,814,726,undefined,145,187,2798,252,299,773,100,172,246,134,69,1293,-1,177,1394,291,162,414,185,533,206,-1,419,259,773
28/10/2018,19,1385,741,-1,1520,-1,1399,278,109,115,62,125,295,-1,650,1245,336,157,65,1199,667,1098,1940,272,945,756,613,163,537,321,824,658,undefined,91,119,2000,221,306,648,123,115,269,124,55,1023,-1,139,1157,217,118,500,188,457,242,-1,412,155,648
28/10/2018,20,750,467,-1,1264,-1,1017,285,90,99,61,74,244,-1,448,920,326,133,38,917,635,946,1663,256,812,484,570,86,892,195,579,569,undefined,67,124,1727,195,284,508,57,147,138,61,52,972,-1,91,705,135,126,307,117,333,137,-1,317,145,508
28/10/2018,21,526,320,-1,797,-1,1193,450,57,89,45,45,163,-1,358,710,243,76,34,677,553,853,1599,287,608,354,470,86,345,138,530,446,undefined,44,98,1382,214,190,348,47,109,147,47,49,668,-1,64,565,127,113,214,105,318,118,-1,214,166,348
28/10/2018,22,294,130,-1,494,-1,733,54,38,51,37,19,111,-1,308,447,106,40,37,407,348,589,1182,142,486,221,347,64,226,64,436,344,undefined,30,59,775,159,144,295,58,59,89,38,24,362,-1,69,470,88,89,98,63,210,108,-1,131,79,295
28/10/2018,23,108,115,-1,359,-1,746,227,22,52,17,14,62,-1,200,178,69,39,16,203,165,470,780,92,308,127,219,37,110,66,303,131,undefined,31,84,506,91,23,166,8,27,75,49,18,264,-1,31,219,43,73,41,32,109,74,-1,80,54,166
29/10/2018,0,46,56,-1,139,-1,337,30,9,17,11,8,17,-1,89,94,24,15,15,105,44,259,201,51,128,96,151,12,62,32,176,78,undefined,11,4,165,44,20,80,10,17,43,13,8,117,-1,17,123,17,68,22,32,43,35,-1,42,20,80
29/10/2018,1,48,28,-1,60,-1,431,16,5,9,11,3,5,-1,23,50,8,11,15,84,66,149,172,14,36,49,114,7,35,16,135,17,undefined,3,6,97,33,2,36,6,8,34,18,6,45,-1,3,57,12,54,20,9,24,43,-1,34,5,36
29/10/2018,2,24,16,-1,30,-1,156,2,2,8,2,-1,3,-1,10,32,18,7,7,56,21,65,74,4,41,18,75,4,18,16,115,3,undefined,1,-1,44,57,4,41,-1,5,6,8,2,25,-1,3,32,8,46,2,9,22,17,-1,29,8,41
29/10/2018,3,15,29,-1,19,-1,151,9,2,1,4,-1,3,-1,8,19,7,-1,3,20,22,66,67,12,22,25,39,4,34,9,50,9,undefined,3,3,24,10,4,33,7,3,8,1,2,17,-1,2,38,8,24,-1,10,18,8,-1,5,4,33
29/10/2018,4,14,21,-1,37,-1,44,18,7,10,5,1,3,-1,32,16,2,14,6,16,22,63,56,7,34,35,36,5,64,9,35,5,undefined,9,4,30,5,6,30,4,5,8,1,2,19,-1,7,64,8,19,1,11,8,5,-1,1,16,30
29/10/2018,5,43,21,-1,68,-1,269,39,50,113,26,4,16,-1,114,35,63,70,32,12,19,52,152,68,323,65,44,10,117,35,32,14,undefined,22,31,177,15,10,105,28,23,7,4,4,39,-1,8,72,14,14,6,14,17,7,-1,12,113,105
29/10/2018,6,116,89,-1,223,-1,949,133,149,614,79,20,86,-1,257,97,148,209,184,30,51,93,696,231,1141,266,137,25,415,99,64,35,undefined,82,65,1028,88,19,343,89,87,43,44,31,171,-1,29,219,53,28,16,39,61,46,-1,70,565,343
29/10/2018,7,351,251,-1,667,-1,1670,410,390,2262,368,40,192,-1,657,341,457,774,707,104,74,177,1282,760,2488,639,265,91,957,250,173,82,undefined,246,195,1664,242,44,1199,306,427,167,150,118,443,-1,158,488,130,73,68,74,172,172,-1,150,2125,1199
29/10/2018,8,844,578,-1,1008,-1,4052,680,558,4584,598,79,366,-1,1528,697,841,2136,1854,190,190,379,2706,1518,4593,1066,483,163,2061,482,300,158,undefined,547,306,3861,738,127,2234,812,882,431,314,153,920,-1,249,1154,260,81,173,134,678,233,-1,449,4986,2234
29/10/2018,9,957,729,-1,1097,-1,2121,321,272,2636,501,41,259,-1,749,728,868,1155,958,188,213,329,1861,908,2808,600,556,114,1098,307,299,137,undefined,365,188,2145,613,124,1391,654,489,432,260,133,780,-1,260,955,204,122,169,112,567,271,-1,444,2926,1391
29/10/2018,10,1496,1203,-1,1645,-1,1206,270,217,837,246,50,174,-1,438,779,1064,853,433,331,224,547,1917,680,1781,568,562,111,931,370,363,190,undefined,225,164,1426,543,136,1125,408,566,378,280,108,958,-1,198,1034,207,158,224,151,417,171,-1,444,1191,1125
29/10/2018,11,1971,1706,-1,2239,-1,1341,407,225,704,247,72,220,-1,456,964,1334,789,412,596,466,753,2177,676,1622,686,783,161,957,564,644,192,undefined,256,151,1722,527,195,1008,423,444,552,403,123,1269,-1,222,1343,247,216,268,156,534,254,-1,529,946,1008
29/10/2018,12,3254,3163,-1,3107,-1,2252,996,722,1639,408,144,485,-1,700,1711,2163,1585,635,1105,899,1566,3041,1311,2717,1079,1213,191,1278,844,1005,368,undefined,352,308,3412,1063,395,1601,1084,919,772,625,223,2110,-1,497,2241,357,357,477,217,1003,416,-1,826,2649,1601
29/10/2018,13,3522,3500,-1,3359,-1,2247,717,624,1299,423,151,490,-1,821,1800,2152,1732,606,1047,902,1413,3187,1179,2433,1187,1125,186,1498,1120,1010,348,undefined,440,360,3646,1105,326,1666,1084,1017,729,504,196,2305,-1,376,2426,344,312,437,245,1068,341,-1,927,2188,1666
29/10/2018,14,2752,2477,-1,2896,-1,1840,373,288,882,258,68,282,-1,609,1652,1681,884,479,1000,592,1092,2880,790,1899,1039,676,160,1402,808,761,278,undefined,227,232,2351,678,240,1222,628,519,416,403,156,1691,-1,207,1955,305,235,373,144,862,260,-1,636,1173,1222
29/10/2018,15,2772,2235,-1,2735,-1,2100,299,310,1340,291,62,273,-1,727,1555,1417,702,539,950,519,1115,2961,610,2360,1033,809,204,1459,721,691,235,undefined,266,195,2464,559,197,1220,343,381,438,368,176,1664,-1,218,2044,283,203,355,149,716,229,-1,646,1390,1220
29/10/2018,16,2742,2122,-1,2686,-1,2922,428,424,3089,573,42,326,-1,995,1636,1344,742,1034,887,484,1097,3592,845,3850,1213,1215,346,1888,852,718,246,undefined,435,247,3002,599,218,1877,380,445,405,368,191,1556,-1,229,2605,539,156,354,172,753,314,-1,635,2807,1877
29/10/2018,17,3327,2119,-1,2973,-1,4808,836,787,4099,754,84,403,-1,1965,2201,1431,1212,1834,1083,594,1257,4602,1320,5216,1902,809,264,2784,1185,842,410,undefined,617,361,4742,766,311,2344,645,517,603,487,312,1853,-1,265,2567,350,190,447,297,870,432,-1,864,4045,2344
29/10/2018,18,2482,1566,-1,2337,-1,2856,658,504,1694,301,64,378,-1,1148,1766,777,746,805,1252,658,1266,3399,632,2850,1311,726,203,1796,866,823,413,undefined,338,230,3721,417,248,1348,347,269,548,323,219,1449,-1,250,1728,262,142,415,212,612,357,-1,613,1611,1348
29/10/2018,19,1457,718,-1,1763,-1,1628,327,226,592,130,110,306,-1,642,1383,457,346,268,1164,643,1184,2495,296,1417,594,638,137,1294,399,821,384,undefined,205,194,2498,251,183,658,142,199,315,184,112,1145,-1,178,1242,225,121,371,148,414,187,-1,458,545,658
29/10/2018,20,790,408,-1,1302,-1,1156,142,139,226,128,81,320,-1,411,1113,326,237,115,904,557,989,1924,259,914,378,505,105,850,191,661,382,undefined,81,88,1677,185,213,464,147,161,274,104,105,1016,-1,129,790,165,122,479,134,362,209,-1,333,272,464
29/10/2018,21,467,262,-1,823,-1,1113,77,88,112,48,64,211,-1,356,753,280,137,88,718,428,741,1496,238,673,422,438,80,590,113,537,286,undefined,67,78,1242,159,194,408,118,104,184,87,89,711,-1,89,619,120,115,263,64,282,122,-1,213,181,408
29/10/2018,22,222,146,-1,495,-1,779,181,53,90,60,27,103,-1,278,406,88,102,73,385,288,513,957,133,466,497,332,58,938,100,361,153,undefined,71,108,1027,83,92,282,66,84,148,73,70,382,-1,86,339,107,102,142,65,146,149,-1,128,108,282
29/10/2018,23,169,49,-1,284,-1,552,30,20,65,17,10,56,-1,196,212,71,71,48,233,154,403,683,85,264,119,241,39,167,50,227,76,undefined,44,57,451,47,35,170,36,21,92,49,26,205,-1,68,221,60,82,58,45,68,85,-1,83,43,170
30/10/2018,0,76,55,-1,108,-1,192,18,5,13,4,13,27,-1,56,112,26,11,9,95,69,179,184,29,113,30,115,10,65,34,169,37,undefined,14,16,166,21,10,80,11,18,37,20,4,69,-1,24,97,20,68,15,25,34,24,-1,19,33,80
30/10/2018,1,33,12,-1,66,-1,155,11,4,18,2,4,19,-1,25,50,18,14,13,71,72,148,96,20,37,16,78,6,32,13,74,12,undefined,-1,6,66,18,4,40,1,5,24,10,1,27,-1,16,57,10,41,13,32,17,36,-1,17,11,40
30/10/2018,2,36,12,-1,30,-1,133,6,3,6,9,-1,4,-1,14,27,5,14,6,31,49,64,91,11,31,24,63,5,24,3,60,7,undefined,3,1,22,7,3,23,-1,4,8,2,4,23,-1,4,38,9,36,3,10,14,10,-1,7,9,23
30/10/2018,3,6,9,-1,27,-1,56,13,4,5,-1,-1,-1,-1,3,19,4,-1,-1,25,26,102,53,12,23,11,51,-1,52,3,25,8,undefined,-1,3,37,11,2,11,7,4,1,-1,-1,15,-1,-1,25,2,35,-1,-1,6,7,-1,8,10,11
30/10/2018,4,24,10,-1,30,-1,133,16,5,15,4,3,8,-1,31,7,8,9,2,10,14,45,39,2,19,35,25,9,64,5,21,10,undefined,5,2,49,8,10,32,-1,9,11,3,3,20,-1,5,30,9,6,-1,8,9,5,-1,8,8,32
30/10/2018,5,48,19,-1,80,-1,282,56,44,133,26,10,19,-1,109,27,43,64,35,23,22,64,196,62,297,77,72,14,139,40,25,5,undefined,21,33,234,22,9,114,41,25,13,6,7,48,-1,3,100,15,29,5,11,27,13,-1,7,107,114
