Date,Hour,Bourke Street Mall (North),Bourke Street Mall (South),Melbourne Central,Town Hall (West),Princes Bridge,Flinders Street Station Underpass,Birrarung Marr,Webb Bridge,Southern Cross Station,Victoria Point,Waterfront City,New Quay,Flagstaff Station,Sandridge Bridge,State Library,Collins St (North),Collins Place (South),Collins Place (North),Chinatown-Swanston St (North),Chinatown-Lt Bourke St (South),Bourke St-Russell St (West),Flinders St-Elizabeth St (East),Spencer St-Collins St (South),Spencer St-Collins St (North),Melbourne Convention Exhibition Centre,QV Market-Elizabeth St (West),QV Market-Peel St,The Arts Centre,St Kilda Rd-Alexandra Gardens,Lonsdale St (South),Lygon St (West),City Square,Flinders St-Spring St (West),Flinders St-Spark La,Southbank,Queen St (West),Lygon St (East),Flinders St-Swanston St (West),Alfred Place,Lonsdale St-Spring St (West),Grattan St-Swanston St (West),Monash Rd-Swanston St (West),Tin Alley-Swanston St (West),Little Collins St-Swanston St (East),Flinders La-Swanston St (West),Pelham St (South),Melbourne Central-Elizabeth St (East),QVM-Queen St (East),QVM-Therry St (South),Faraday St-Lygon St (West),QVM-Franklin St (North),Elizabeth St-Lonsdale St (South),Lincoln-Swanston (W),Elizabeth St-La Trobe St (East),Lonsdale St - Elizabeth St (North),Bourke St Bridge,Bourke St - Spencer St (North)
30/10/2018,6,138,88,-1,228,-1,963,175,159,625,100,14,99,-1,313,81,154,254,182,45,51,109,742,255,1154,301,179,52,564,153,71,30,undefined,108,109,1081,95,12,364,103,115,62,40,27,174,-1,29,231,100,69,24,51,66,68,-1,74,645,364
30/10/2018,7,326,278,-1,454,-1,1893,473,450,2360,348,38,221,-1,765,311,532,927,853,90,135,201,1513,772,2544,815,361,104,1249,347,178,111,undefined,293,179,2060,248,43,1244,323,374,157,131,96,464,-1,82,512,142,120,111,63,182,127,-1,149,2313,1244
30/10/2018,8,917,683,-1,1050,-1,3872,741,628,4046,662,80,375,-1,1468,702,991,2116,1724,167,221,402,2759,1491,4248,1365,694,195,2171,485,359,144,undefined,588,320,3704,801,118,2083,764,853,339,303,150,1038,-1,203,1106,289,218,146,122,681,225,-1,481,4639,2083
30/10/2018,9,1061,777,-1,1193,-1,2306,331,312,2966,507,38,231,-1,855,749,1182,1426,1058,210,173,448,2006,1215,3266,657,731,190,1409,324,309,168,undefined,434,244,2247,577,126,1683,609,594,366,301,173,875,-1,235,1040,314,218,143,143,549,224,-1,403,3212,1683
30/10/2018,10,1482,1104,-1,1516,-1,1204,202,172,941,326,41,164,-1,403,786,1141,836,571,383,287,600,1750,1088,1767,704,932,189,849,417,391,184,undefined,246,203,1483,546,140,1057,492,565,321,289,140,914,-1,195,1113,393,295,256,187,384,159,-1,405,1348,1057
30/10/2018,11,1916,1772,-1,2081,-1,1356,292,223,797,258,84,225,-1,516,1030,1310,848,445,659,441,868,1967,661,1674,655,1338,251,1108,543,590,248,undefined,250,228,1785,525,254,978,435,614,576,437,187,1114,-1,318,1438,513,522,361,281,506,287,-1,471,1078,978
30/10/2018,12,3413,3040,-1,3066,-1,2238,449,752,1625,527,146,515,-1,731,1685,2150,1921,641,1209,969,1585,2900,1271,2564,1043,1948,336,1608,801,1016,542,undefined,440,417,3523,1116,455,1613,1102,960,507,406,166,2163,-1,467,2274,765,688,424,277,995,274,-1,914,2537,1613
30/10/2018,13,3447,3280,-1,3208,-1,2339,478,587,1526,486,123,500,-1,752,1763,2174,1823,708,1150,829,1412,3133,1277,2521,1079,1823,281,1351,910,1064,656,undefined,411,356,3564,987,375,1727,1114,924,656,552,262,2295,-1,401,2356,628,725,443,263,1024,323,-1,876,2370,1727
30/10/2018,14,2830,2284,-1,2776,-1,1967,264,287,948,330,59,261,-1,630,1556,1547,929,550,973,469,956,2729,631,2011,971,1114,208,1287,764,657,393,undefined,268,240,2209,703,260,1121,544,585,455,407,187,1598,-1,314,1882,447,439,448,218,763,244,-1,657,1183,1121
30/10/2018,15,2925,2138,-1,2822,-1,2060,326,255,1455,354,58,197,-1,654,1552,1269,668,592,853,477,959,2786,683,2479,1267,749,179,1996,647,666,302,undefined,274,198,2274,545,233,1272,381,539,633,493,213,1677,-1,289,1708,346,218,386,200,753,299,-1,571,1480,1272
30/10/2018,16,2954,2134,-1,2692,-1,2979,442,491,3008,671,48,207,-1,1011,1604,1293,813,1070,864,436,1037,3439,806,3738,1240,741,212,1798,747,660,309,undefined,446,288,2798,595,171,1838,489,465,391,324,184,1645,-1,226,1919,346,166,305,171,668,264,-1,579,2868,1838
30/10/2018,17,3415,2231,-1,3065,-1,5082,804,833,3988,830,112,412,-1,1875,2037,1423,1358,1847,1034,480,1210,4494,1360,5096,1638,815,297,2885,1121,886,387,undefined,544,367,4796,795,187,2543,658,577,656,441,278,1967,-1,297,2393,356,172,368,184,867,495,-1,767,4232,2543
30/10/2018,18,2539,1667,-1,2425,-1,3101,611,528,1790,309,104,390,-1,1188,1682,849,690,853,1161,572,1238,3402,621,2923,1189,759,255,1914,984,846,438,undefined,266,252,3834,522,282,1462,361,375,454,368,181,1610,-1,260,1754,295,147,443,213,631,330,-1,580,1663,1462
30/10/2018,19,1688,789,-1,1817,-1,1841,315,278,650,143,94,341,-1,619,1425,540,314,307,1215,624,1088,2534,316,1570,541,627,167,1599,530,877,401,undefined,137,119,2725,258,243,675,157,223,306,240,113,1226,-1,198,1385,245,194,387,197,490,265,-1,437,588,675
30/10/2018,20,792,402,-1,1373,-1,1407,214,151,305,109,71,263,-1,442,1124,363,178,139,879,565,899,1874,254,1020,404,557,181,845,297,528,400,undefined,105,118,1852,183,226,513,107,155,254,153,121,1021,-1,165,952,212,117,375,165,376,178,-1,322,316,513
30/10/2018,21,530,272,-1,927,-1,1144,106,112,153,84,59,159,-1,324,736,302,179,93,656,456,751,1570,209,804,245,490,96,609,161,18,353,undefined,65,74,1387,204,173,429,144,110,206,112,83,716,-1,118,624,116,110,263,97,351,138,-1,241,191,429
30/10/2018,22,326,161,-1,519,-1,779,74,42,97,47,34,127,-1,237,452,165,92,82,442,373,502,1132,130,489,221,313,95,1206,115,50,198,undefined,57,62,1170,85,84,301,36,121,169,85,65,429,-1,72,407,122,111,120,60,199,139,-1,165,129,301
30/10/2018,23,163,83,-1,326,-1,417,24,24,52,24,27,58,-1,183,251,92,55,47,237,120,336,668,53,273,155,209,29,212,60,14,149,undefined,29,41,511,56,52,168,43,29,87,47,32,274,-1,85,242,50,101,48,68,92,105,-1,52,46,168
31/10/2018,0,80,41,-1,97,-1,239,18,11,9,10,3,18,-1,74,83,30,34,10,118,63,215,236,47,93,112,145,17,112,24,11,55,undefined,13,12,235,18,14,68,12,21,48,27,7,117,-1,23,139,27,86,22,23,28,21,-1,53,19,68
31/10/2018,1,30,25,-1,76,-1,95,7,3,7,3,6,10,-1,23,40,25,17,13,66,45,114,89,8,51,28,80,10,20,12,11,8,undefined,5,8,64,7,18,33,8,9,37,17,9,40,-1,1,53,21,29,8,13,16,28,-1,30,14,33
31/10/2018,2,16,25,-1,38,-1,76,17,4,4,2,-1,2,-1,12,42,3,11,4,56,41,69,68,7,36,39,77,9,27,11,11,13,undefined,1,3,38,3,1,14,7,14,4,1,1,23,-1,3,39,5,40,4,11,12,5,-1,17,10,14
31/10/2018,3,12,7,-1,19,-1,51,18,2,4,-1,-1,2,-1,2,9,1,8,1,33,22,67,43,15,12,10,51,7,37,12,57,3,undefined,2,3,33,13,6,12,-1,1,6,5,4,23,-1,2,34,2,28,3,7,12,5,-1,12,1,12
31/10/2018,4,11,23,-1,40,-1,83,15,6,13,6,-1,1,-1,32,20,16,4,2,12,20,17,57,11,24,13,40,3,55,6,27,15,undefined,4,3,27,3,13,22,19,11,11,1,2,15,-1,8,19,5,31,8,7,5,11,-1,8,14,22
31/10/2018,5,38,21,-1,86,-1,281,42,48,126,18,7,16,-1,91,18,24,66,27,19,21,47,145,60,304,97,54,13,103,46,38,8,undefined,20,36,209,38,3,112,50,21,7,3,3,41,-1,3,94,18,29,1,13,19,10,-1,13,107,112
31/10/2018,6,102,83,-1,180,-1,937,182,160,620,80,18,99,-1,309,98,154,265,183,32,35,89,647,226,874,305,130,33,414,133,56,38,undefined,84,52,1107,83,13,312,78,100,55,34,21,144,-1,25,200,58,38,24,33,67,81,-1,78,553,312
31/10/2018,7,354,257,-1,225,-1,1856,470,455,2296,382,36,231,-1,735,352,408,851,867,75,67,189,1401,797,2707,852,297,98,995,293,175,106,undefined,253,165,1933,240,48,1230,317,342,157,126,91,514,-1,156,536,115,89,59,87,217,124,-1,160,2188,1230
31/10/2018,8,956,618,-1,191,-1,3876,721,554,4356,632,89,358,-1,1519,744,909,2109,1742,186,187,378,2513,1567,4831,1796,616,187,1804,457,299,175,undefined,551,288,3673,762,104,2337,823,842,403,324,156,947,-1,214,1103,233,121,149,166,644,240,-1,465,5002,2337
31/10/2018,9,953,748,107,124,-1,2046,346,270,2544,509,40,301,-1,753,729,958,1499,977,150,198,391,1905,957,2797,787,567,136,926,292,302,171,undefined,272,178,2019,584,104,1590,665,570,434,298,158,794,-1,212,999,206,145,159,126,508,199,-1,415,3096,1590
31/10/2018,10,1319,1014,645,292,-1,1240,226,186,924,278,89,283,-1,470,721,1042,765,766,296,235,562,1613,595,1938,793,637,135,864,334,431,181,undefined,160,176,1475,455,125,1059,454,609,284,235,117,910,-1,158,971,265,164,220,136,413,163,-1,403,1319,1059
31/10/2018,11,1683,1573,1243,313,106,1304,417,216,756,239,61,254,-1,510,983,1358,694,453,536,623,733,1870,497,1642,789,729,136,1144,425,521,282,undefined,181,150,1660,510,239,1064,500,552,465,271,177,1161,-1,250,1360,262,192,297,147,522,239,-1,499,1062,1064
31/10/2018,12,3086,2788,2232,1494,981,2081,427,650,1667,494,116,470,-1,653,1634,2124,1608,609,1147,954,1575,2825,1178,2519,1066,1482,255,1868,629,1026,543,undefined,326,280,3157,1180,343,1701,1044,1017,742,555,240,2077,-1,497,2185,376,361,454,284,872,360,-1,854,2653,1701
31/10/2018,13,3555,3214,2361,2291,890,2158,453,599,1582,507,230,522,-1,697,1806,2110,1656,721,1213,871,1641,3092,1167,2785,1072,1249,229,1486,703,1071,601,undefined,420,343,3238,991,307,1726,1110,954,598,472,221,2317,-1,374,2427,371,343,385,244,998,290,-1,927,2287,1726
31/10/2018,14,2722,2328,1995,2596,726,1837,362,284,921,231,73,277,-1,657,1538,1616,886,560,932,577,933,2580,666,2211,1061,740,152,1188,569,724,438,undefined,276,249,2248,698,200,1177,512,583,448,397,132,1793,-1,220,1802,262,195,320,201,787,214,-1,632,1250,1177
31/10/2018,15,2508,2116,1921,2936,1179,2042,303,303,1448,267,43,235,-1,725,1594,1372,724,578,793,525,977,2586,581,2465,1373,708,187,1900,573,647,231,undefined,225,189,2127,601,171,1280,341,420,514,442,195,1583,2,208,1715,266,145,294,128,687,245,-1,571,1671,1280
31/10/2018,16,2560,2131,1955,2938,1195,2949,354,421,2950,441,55,246,-1,1074,1617,1293,802,1050,865,481,946,3203,933,3879,1297,736,164,1687,587,618,224,undefined,406,222,2803,585,215,1771,409,436,411,390,170,1706,-1,188,1870,246,180,309,176,687,300,-1,562,2680,1771
31/10/2018,17,3358,2220,2520,3417,1893,4693,724,710,3770,497,96,417,-1,1846,2115,1399,1244,1726,1077,566,1251,4205,1267,4934,1695,1098,288,2723,929,970,422,undefined,495,320,4486,800,185,2551,660,640,537,423,261,2019,-1,287,2206,466,231,505,252,866,513,-1,907,4014,2551
31/10/2018,18,2810,1689,2395,2694,1409,2768,636,445,1690,262,102,454,-1,1094,1862,857,684,723,1314,758,1222,3147,642,2878,1269,1012,264,1625,713,1008,512,undefined,222,202,3324,502,215,1393,356,349,391,226,176,1719,-1,262,1713,427,263,433,230,642,336,-1,589,1447,1393
31/10/2018,19,1821,862,2364,2116,932,1733,334,227,591,155,85,363,-1,634,1625,479,312,292,1388,731,1110,2396,328,1379,561,841,179,1176,461,865,475,undefined,105,124,2249,287,211,690,179,211,289,144,153,1240,-1,164,1345,357,272,397,207,515,207,-1,461,579,690
31/10/2018,20,1030,434,2112,1773,723,1319,158,133,276,134,123,428,-1,490,1180,385,248,180,1176,659,929,1864,277,1048,357,761,200,562,320,825,456,undefined,64,121,1981,258,187,487,123,204,199,134,111,1135,-1,149,1010,327,225,343,169,429,182,-1,359,327,487
31/10/2018,21,633,317,1654,1339,700,1393,197,93,153,85,63,286,-1,419,945,271,161,121,841,529,764,1600,177,774,332,530,86,533,235,610,398,undefined,80,96,1880,225,172,410,122,169,201,95,80,954,-1,81,758,162,152,288,124,371,144,-1,270,222,410
31/10/2018,22,395,221,1237,859,625,993,98,115,146,50,37,151,-1,405,643,193,106,92,725,462,660,1296,169,514,207,358,74,676,107,529,235,undefined,69,106,1055,156,83,316,67,95,143,69,54,615,-1,82,525,96,127,160,74,236,146,-1,164,173,316
31/10/2018,23,210,130,774,429,365,574,50,27,78,34,14,49,-1,255,354,168,68,56,474,211,435,818,113,414,126,260,34,162,73,399,117,undefined,20,29,526,124,52,231,37,36,91,38,22,356,-1,65,343,47,105,58,51,180,79,-1,110,92,231
