Date,Hour,Bourke Street Mall (North),Bourke Street Mall (South),Melbourne Central,Town Hall (West),Princes Bridge,Flinders Street Station Underpass,Birrarung Marr,Webb Bridge,Southern Cross Station,Victoria Point,Waterfront City,New Quay,Flagstaff Station,Sandridge Bridge,State Library,Collins St (North),Collins Place (South),Collins Place (North),Chinatown-Swanston St (North),Chinatown-Lt Bourke St (South),Bourke St-Russell St (West),Flinders St-Elizabeth St (East),Spencer St-Collins St (South),Spencer St-Collins St (North),Melbourne Convention Exhibition Centre,QV Market-Elizabeth St (West),QV Market-Peel St,The Arts Centre,St Kilda Rd-Alexandra Gardens,Lonsdale St (South),Lygon St (West),City Square,Flinders St-Spring St (West),Flinders St-Spark La,Southbank,Queen St (West),Lygon St (East),Flinders St-Swanston St (West),Alfred Place,Lonsdale St-Spring St (West),Grattan St-Swanston St (West),Monash Rd-Swanston St (West),Tin Alley-Swanston St (West),Little Collins St-Swanston St (East),Flinders La-Swanston St (West),Pelham St (South),Melbourne Central-Elizabeth St (East),QVM-Queen St (East),QVM-Therry St (South),Faraday St-Lygon St (West),QVM-Franklin St (North),Elizabeth St-Lonsdale St (South),Lincoln-Swanston (W)
29/08/2018,3,16,8,44,25,39,22,-1,-1,5,2,2,3,-1,3,20,6,9,1,17,25,57,60,8,22,2,27,1,32,4,15,6,undefined,2,1,26,9,1,-1,5,2,2,-1,-1,20,29,-1,16,1,28,-1,8,5,3
29/08/2018,4,11,14,23,19,53,28,8,1,9,8,4,3,-1,27,12,8,12,4,12,27,35,29,8,19,9,28,1,64,7,24,-1,undefined,7,2,12,3,4,-1,12,6,10,4,3,19,51,3,16,-1,20,-1,10,6,5
29/08/2018,5,39,20,100,81,110,220,51,36,140,18,2,15,-1,97,30,27,62,20,20,34,57,141,28,274,49,46,10,110,46,44,15,undefined,20,24,177,24,11,-1,29,20,7,5,2,38,206,5,69,15,24,-1,17,22,11
29/08/2018,6,128,84,181,203,455,940,148,130,838,90,20,76,-1,361,84,181,195,146,31,55,135,648,211,975,270,103,37,501,148,61,26,undefined,84,40,1106,69,12,-1,77,89,46,39,17,125,466,27,213,46,37,-1,42,44,75
29/08/2018,7,367,257,377,479,947,1743,363,333,2304,317,34,252,-1,636,303,449,649,649,88,105,162,1368,648,2190,545,237,98,1010,305,159,58,undefined,221,138,1600,215,39,-1,319,320,188,138,71,462,1168,85,527,149,60,-1,50,236,158
29/08/2018,8,899,719,833,1105,2179,3634,428,502,4421,627,71,340,-1,1382,753,1109,1829,1501,210,253,376,2586,1539,4099,956,537,235,2212,519,371,142,undefined,646,294,3473,693,117,-1,694,943,215,581,180,1037,2549,221,1199,341,120,-1,111,669,350
29/08/2018,9,1036,875,738,1204,1698,2431,217,268,2925,495,22,236,-1,806,609,974,1275,856,180,336,399,2076,886,3134,569,596,164,1958,407,311,166,undefined,591,285,2266,568,124,-1,617,777,-1,717,218,858,2415,304,1070,233,163,-1,118,566,308
29/08/2018,10,1299,1111,1088,1518,1389,1143,169,206,1237,306,25,189,-1,449,767,1010,718,485,452,448,602,1649,547,1905,497,684,149,1487,282,392,214,undefined,328,225,1423,522,133,-1,431,837,-1,668,197,719,2153,254,931,237,183,-1,119,490,295
29/08/2018,11,1852,1593,1436,1776,1710,1325,521,255,1052,246,38,188,-1,515,799,1284,842,382,538,557,669,1927,731,1824,745,779,167,2179,503,533,186,undefined,288,210,1918,428,182,-1,374,817,-1,703,251,1030,2440,293,1323,291,241,-1,142,594,418
29/08/2018,12,3088,2813,2369,3008,2246,2004,554,659,2310,507,106,492,-1,689,1584,1993,1655,618,1138,746,1472,2781,1278,2655,1047,1284,243,2597,890,1104,263,undefined,420,296,3567,1140,371,-1,1108,1284,-1,922,285,1860,3317,388,1865,338,354,-1,179,956,461
29/08/2018,13,3477,2961,2332,3206,1900,2069,992,688,1921,392,81,404,-1,739,1837,2128,1643,623,1164,884,1442,2999,1003,2653,1063,1214,284,1695,781,1143,381,undefined,348,307,3162,1006,367,-1,1056,994,-1,811,318,2130,3563,486,2147,430,364,-1,210,1006,420
29/08/2018,14,2804,2094,2049,2740,1919,1739,385,289,1144,261,52,267,-1,525,1559,1741,881,514,816,718,1125,2748,727,2017,952,731,218,1812,778,794,256,undefined,267,204,2227,598,293,-1,440,735,-1,662,258,1916,3225,273,1673,403,224,-1,185,811,352
29/08/2018,15,2743,2130,2015,2769,2095,1826,427,283,1520,338,39,201,-1,653,1559,1541,754,537,889,747,1098,2894,692,2556,984,761,163,1825,654,669,242,undefined,312,204,2175,560,205,-1,345,876,-1,703,325,1721,3333,275,1779,336,205,-1,154,710,388
29/08/2018,16,2717,1979,2036,2839,2434,2596,437,407,2895,574,41,242,-1,881,1737,1494,779,990,798,824,1073,3220,877,3598,1209,820,210,2325,725,688,219,undefined,459,254,2720,489,205,-1,408,703,-1,992,274,1658,3619,226,1919,398,272,-1,220,827,401
29/08/2018,17,3395,2109,2571,3240,3430,4728,754,621,4003,806,84,462,-1,1893,2186,1528,1252,1574,1007,1146,1363,4139,1320,4550,1682,1365,346,3067,901,849,375,undefined,694,404,4300,865,212,-1,659,804,836,989,390,1998,4417,300,2665,1066,710,-1,255,905,666
29/08/2018,18,2583,1466,2592,2647,2367,2776,971,391,2059,487,59,338,-1,1053,1877,975,753,828,1276,1062,1279,3207,712,2874,1076,1678,343,2179,701,1037,458,undefined,404,364,3506,511,201,-1,345,592,797,803,304,1494,3507,248,1974,1520,1019,-1,279,667,439
29/08/2018,19,1368,695,2216,1761,1319,1513,777,203,619,186,62,238,-1,547,1503,652,400,301,1230,770,1154,2257,357,1470,492,1811,349,1024,379,948,416,undefined,238,275,2008,309,171,-1,205,503,514,437,189,1203,2280,167,1362,1346,1230,-1,297,521,320
29/08/2018,20,855,353,1903,1103,889,1256,151,104,250,102,79,309,-1,379,1097,340,243,114,928,659,981,1813,314,920,181,1454,349,561,199,818,370,undefined,114,128,1401,228,189,-1,89,225,376,351,135,996,1583,123,1018,974,962,-1,223,396,268
29/08/2018,21,626,317,1449,835,1121,1180,108,110,170,67,40,169,-1,293,709,303,154,80,708,654,860,1649,270,772,253,1147,266,963,158,665,325,undefined,63,80,1184,207,134,-1,111,207,265,250,114,760,1238,78,773,633,669,-1,160,315,170
29/08/2018,22,321,219,872,525,555,789,65,49,119,37,28,76,-1,260,447,207,108,101,425,423,598,1136,166,442,208,638,154,344,131,411,231,undefined,51,69,811,119,50,-1,59,239,148,152,84,453,974,93,463,220,288,-1,109,182,109
29/08/2018,23,167,111,519,381,430,480,1243,20,71,28,12,54,-1,197,181,122,68,55,186,181,413,717,96,63,159,214,60,178,171,326,130,undefined,156,387,962,71,22,-1,56,44,108,80,39,253,719,28,238,83,66,-1,44,101,60
30/08/2018,0,51,78,226,141,105,171,15,5,22,14,5,17,-1,46,93,73,16,12,145,67,209,248,47,31,49,165,19,52,25,191,42,undefined,10,15,137,31,7,-1,17,23,64,44,30,93,222,10,94,27,39,-1,80,37,31
30/08/2018,1,23,52,163,61,70,60,11,2,16,7,5,7,-1,10,39,42,13,7,55,49,145,109,23,18,81,71,14,40,19,122,13,undefined,13,20,74,11,2,-1,5,12,69,48,21,54,74,1,52,14,32,-1,17,36,24
30/08/2018,2,32,27,57,30,30,45,21,1,8,1,-1,-1,-1,14,26,12,11,4,30,19,116,74,17,3,11,70,5,18,4,75,5,undefined,7,22,38,5,5,-1,7,4,11,8,10,18,59,1,47,9,36,-1,15,22,7
30/08/2018,3,14,27,59,17,33,36,16,3,2,4,-1,-1,-1,5,19,7,8,-1,34,22,59,97,12,34,4,34,1,35,2,40,7,undefined,7,6,36,8,17,-1,-1,6,3,1,-1,11,31,-1,40,2,24,-1,6,11,1
30/08/2018,4,7,17,31,25,58,78,18,1,9,2,2,3,-1,35,15,5,14,1,14,28,47,45,8,32,19,33,3,67,12,24,-1,undefined,9,7,28,9,3,-1,9,6,13,6,2,18,45,5,26,3,18,-1,5,5,4
30/08/2018,5,47,52,75,83,115,263,39,29,151,18,1,24,-1,95,28,36,63,28,20,19,58,156,46,293,48,61,10,92,43,41,13,undefined,13,32,170,19,10,-1,18,25,7,6,4,26,226,4,65,19,28,-1,10,23,10
30/08/2018,6,125,100,188,199,428,962,120,126,994,101,5,73,-1,274,90,159,202,159,22,21,89,619,238,1092,197,117,27,407,152,47,22,undefined,64,102,967,86,6,-1,89,87,69,38,18,118,507,47,242,54,38,-1,40,53,68
30/08/2018,7,338,318,428,542,990,1812,295,325,2677,381,31,206,-1,706,345,486,797,643,78,84,151,1477,672,2367,513,295,98,941,273,153,76,undefined,262,130,1707,255,22,-1,347,243,242,139,77,473,1304,72,498,132,97,-1,69,210,166
30/08/2018,8,959,651,793,1139,2006,3676,497,538,4740,726,57,318,-1,1330,761,1173,1855,1545,233,136,340,2711,1485,4324,993,647,230,1807,519,360,115,undefined,595,326,3322,735,100,-1,798,787,803,654,201,931,2675,254,1221,309,186,-1,97,688,313
30/08/2018,9,940,754,754,1188,1831,2136,368,275,2756,480,23,200,-1,772,672,968,1224,867,208,167,318,1941,886,2809,525,742,210,1705,412,279,131,undefined,441,234,1932,546,129,-1,691,491,850,752,266,790,2220,332,1023,385,233,-1,141,561,322
30/08/2018,10,1479,1150,951,1506,1499,1344,219,201,1068,268,33,131,-1,447,659,1146,739,509,391,216,421,1628,550,1696,449,875,174,1684,245,363,176,undefined,261,158,1406,482,155,-1,423,582,786,637,206,873,2164,282,1037,405,331,-1,135,494,345
30/08/2018,11,2028,1545,1354,1916,1868,1322,259,226,899,295,27,151,-1,426,913,1292,725,413,528,413,665,1869,526,1526,504,1119,201,1875,402,485,168,undefined,214,145,1557,567,149,-1,428,574,869,673,218,1092,2539,293,1247,377,414,-1,162,550,367
30/08/2018,12,2974,2397,1943,2940,1589,1839,434,380,1572,473,37,164,-1,507,1266,1988,1398,508,925,629,1244,2340,675,2326,605,1366,263,1714,476,1000,246,undefined,282,206,2179,869,287,-1,1090,949,950,806,226,1480,3329,394,1710,465,370,6,232,818,414
30/08/2018,13,2966,2469,1740,2851,1435,1453,166,291,1412,361,18,93,-1,348,1372,1694,1325,524,946,493,1191,2293,509,2217,549,1232,207,1530,373,958,267,undefined,302,155,1775,769,330,-1,977,911,1179,787,223,1551,3175,473,1544,402,390,2,202,813,686
30/08/2018,14,2497,1921,1639,2538,1474,1550,130,166,1060,256,16,59,-1,406,1319,1551,826,523,729,379,917,2253,358,1865,467,827,187,1557,212,694,206,undefined,218,121,1588,586,248,-1,526,669,942,708,212,1267,3017,283,1355,338,254,4,178,729,604
30/08/2018,15,2352,1906,1622,2359,1482,1706,115,173,1523,293,10,71,-1,464,1432,1371,648,513,712,353,800,2293,324,2238,610,645,239,1576,231,663,181,undefined,266,96,1570,445,127,-1,391,655,797,774,225,1200,2995,280,1274,372,174,10,139,647,425
30/08/2018,16,2675,1933,1998,2607,1851,2490,230,298,3241,595,43,202,-1,863,1834,1247,675,965,720,337,798,2805,663,3652,883,650,150,1842,391,633,228,undefined,424,207,2139,523,153,-1,459,457,828,830,212,1612,3524,287,1723,228,161,12,137,721,428
30/08/2018,17,3175,2082,2399,3052,2927,4086,471,553,4391,882,53,330,-1,1645,2041,1545,1167,1589,977,522,1106,3943,1156,4651,1169,729,224,2596,653,946,276,undefined,599,310,3617,763,201,-1,655,620,1005,956,349,1922,4053,338,2381,321,135,11,137,885,680
30/08/2018,18,2610,1640,2476,2454,2383,2476,345,334,1878,404,70,324,-1,972,1761,986,725,720,1143,669,1139,2954,614,2777,795,675,216,2073,491,1038,365,undefined,285,230,2674,504,207,-1,378,503,777,755,282,1519,3196,223,1729,302,139,13,139,669,427
30/08/2018,19,1949,1013,2083,1713,1570,1286,155,145,641,190,65,217,-1,400,1383,497,282,270,1096,652,937,2059,251,1354,350,517,109,1846,316,838,363,undefined,127,126,1586,286,167,-1,175,341,466,448,165,1115,2181,125,1139,174,129,18,125,528,265
30/08/2018,20,1388,714,1695,1260,821,1027,56,100,283,112,39,151,-1,386,1095,396,277,140,948,710,852,1720,228,463,299,455,89,574,152,725,371,undefined,71,99,1249,191,196,-1,184,224,363,341,124,1023,1707,103,977,157,82,15,72,388,215
30/08/2018,21,739,347,1572,1007,1829,887,90,63,193,74,41,159,-1,249,732,290,147,105,708,517,660,1353,220,86,252,389,86,1837,155,617,254,undefined,86,92,1129,191,133,-1,139,103,238,286,89,726,1401,96,895,125,104,4,82,343,166
30/08/2018,22,433,187,1001,658,743,698,31,50,150,47,26,88,-1,251,469,234,165,123,492,418,667,1063,171,60,276,324,64,547,80,430,236,undefined,79,93,970,148,84,-1,99,265,210,238,77,575,951,73,401,104,91,4,59,250,165
30/08/2018,23,189,118,575,333,318,422,24,21,47,31,15,56,-1,218,201,133,96,62,235,258,412,622,108,47,144,183,30,146,58,303,164,undefined,40,58,422,110,54,-1,51,43,86,91,40,294,573,32,266,41,65,-1,39,92,60
31/08/2018,0,122,71,282,139,146,186,13,7,21,7,6,24,-1,82,109,73,32,19,138,122,284,253,30,28,47,139,19,66,34,219,46,undefined,11,22,191,50,11,-1,19,13,44,18,13,99,221,18,120,28,46,-1,31,84,28
31/08/2018,1,86,53,182,81,66,95,24,4,7,2,6,13,-1,34,34,48,9,20,92,53,136,133,28,16,46,102,14,36,20,143,32,undefined,5,16,112,22,2,-1,14,6,14,3,4,54,100,8,74,22,30,-1,12,61,24
31/08/2018,2,19,46,78,74,50,42,8,1,10,3,5,9,-1,23,43,33,30,8,57,57,120,104,29,10,38,68,11,22,8,109,6,undefined,1,16,50,19,6,-1,4,3,17,5,4,23,93,4,42,7,20,-1,8,34,13
31/08/2018,3,22,32,66,38,34,50,1,1,16,3,-1,4,-1,9,13,26,5,8,65,61,167,77,17,32,25,69,2,29,7,71,5,undefined,1,6,27,40,4,-1,9,4,10,6,3,38,95,-1,28,3,27,-1,5,9,3
31/08/2018,4,38,18,38,37,68,43,8,5,8,5,3,12,-1,38,22,11,6,9,26,104,73,62,12,37,29,43,3,54,3,39,10,undefined,7,5,38,12,7,-1,5,7,11,7,4,26,81,2,22,4,19,-1,9,7,4
31/08/2018,5,57,35,96,92,127,224,56,40,155,14,-1,12,-1,89,33,43,65,30,19,46,67,165,46,301,38,78,14,82,31,31,14,undefined,20,27,165,22,4,-1,22,21,10,5,2,45,228,8,78,18,27,-1,9,17,10
31/08/2018,6,139,82,156,196,406,842,98,110,872,101,13,60,-1,238,75,158,215,164,34,23,94,587,235,1036,204,138,25,360,89,55,29,undefined,69,56,899,58,12,-1,72,77,48,25,15,112,516,23,200,45,64,2,37,45,68
31/08/2018,7,336,241,329,469,996,1594,197,268,2316,354,31,166,-1,585,294,456,731,662,106,81,139,1271,673,2214,480,281,81,812,234,112,102,undefined,235,174,1437,207,40,-1,303,243,140,117,73,445,1216,45,466,143,80,-1,73,156,119
31/08/2018,8,1003,680,761,1113,1943,3482,379,415,4309,602,42,293,-1,1323,706,1107,1766,1617,181,140,317,2409,1332,3913,818,641,188,1693,442,263,123,undefined,550,260,3202,629,115,-1,756,736,518,499,153,969,2506,233,1062,271,134,-1,119,557,291
31/08/2018,9,1185,856,664,1329,1388,2047,188,236,2766,475,15,117,-1,649,565,995,1335,992,194,188,381,1712,843,2729,432,669,196,1538,377,282,163,undefined,450,192,1942,544,110,-1,662,578,601,560,71,744,2422,366,886,325,170,2,189,437,305
31/08/2018,10,1483,1297,949,1524,1203,1221,205,151,983,272,14,90,-1,390,741,939,740,510,402,281,474,1585,499,1642,277,722,178,1110,221,417,165,undefined,257,101,1351,422,149,-1,386,548,653,521,60,709,2396,296,912,398,234,3,176,416,331
31/08/2018,11,2112,1759,1121,2044,1165,1303,207,176,885,247,15,63,-1,284,786,1154,786,390,556,399,731,1690,427,1690,479,870,193,1422,231,553,160,undefined,209,121,1449,430,163,-1,459,598,876,545,59,945,2573,349,1170,367,264,4,201,526,373
31/08/2018,12,3400,3132,2149,3211,1794,1795,364,476,1820,576,73,307,-1,580,1475,2040,1326,502,1155,785,1488,2496,857,2584,660,1584,217,1978,500,1163,233,undefined,281,249,2567,1034,283,-1,1154,844,923,812,80,1691,2994,352,1909,482,522,7,242,858,454
31/08/2018,13,3918,3419,2325,3477,1856,1949,401,480,1589,510,60,301,-1,598,1777,2398,1319,581,1308,854,1707,2737,858,2465,830,1645,268,1527,523,1142,332,undefined,304,271,2717,1077,296,-1,1105,944,1112,971,238,2217,3407,340,2222,486,560,3,231,943,383
31/08/2018,14,3330,2693,2004,2966,2015,1877,249,247,1173,362,32,186,-1,578,1542,1755,741,491,911,473,1081,2442,568,2069,886,1193,206,1739,378,836,234,undefined,224,196,2051,655,205,-1,582,540,855,764,253,1641,3493,302,1772,423,415,3,187,821,417
31/08/2018,15,3430,2838,2129,3012,2060,2181,226,249,1617,365,39,196,-1,678,1585,1513,567,483,902,509,896,2664,529,2512,1052,970,292,1654,404,750,268,undefined,232,186,2363,575,193,-1,420,516,929,798,293,1774,3435,247,2011,481,344,4,172,703,454
31/08/2018,16,3770,3084,2289,3317,2463,2888,299,352,3093,532,47,238,-1,989,1924,1671,714,917,1072,490,1049,3186,779,3430,1332,834,212,1824,583,884,305,undefined,387,233,2959,675,211,-1,481,574,870,796,235,1855,3778,184,2308,346,292,5,175,763,528
31/08/2018,17,4444,3785,3002,3924,3571,4360,511,576,3626,659,62,380,-1,1481,2442,1849,1155,1439,1311,602,1359,4117,1015,4068,1462,845,254,2716,740,1154,321,undefined,543,372,4380,842,245,-1,676,847,1009,871,356,2315,4777,264,2764,358,167,6,203,1011,658
31/08/2018,18,4053,3220,3264,3421,3012,2975,648,320,1552,388,74,339,-1,995,2093,1239,668,688,1630,931,1339,3226,530,2696,1134,690,203,2247,522,1331,391,undefined,252,234,3636,630,241,-1,427,683,668,589,206,2141,3903,196,2168,326,198,10,169,913,431
31/08/2018,19,3320,2519,2824,2564,2040,1871,408,198,621,184,37,194,-1,543,1674,823,538,317,1686,1095,1354,2442,318,1537,758,629,169,2119,280,1363,505,undefined,146,123,2354,361,312,-1,299,473,374,345,149,1595,3079,122,1684,243,127,6,128,770,302
31/08/2018,20,2986,2046,2520,2242,1699,1544,140,150,270,136,56,232,-1,449,1614,618,301,179,1558,1224,1372,1976,247,1052,958,511,122,1118,247,1376,553,undefined,123,123,2104,426,317,-1,149,440,269,256,134,1621,2449,73,1443,177,96,5,105,670,313
31/08/2018,21,2303,1230,2372,1809,3280,1558,124,92,213,90,39,145,-1,480,1396,381,222,135,1298,920,1227,1936,231,967,627,512,106,3078,250,1365,558,undefined,80,124,2055,395,298,-1,160,189,194,210,103,1339,2359,62,1360,177,109,4,126,709,163
31/08/2018,22,1258,617,2071,1609,3311,1500,965,78,183,68,40,149,-1,478,970,345,201,154,1107,956,1099,1757,199,753,364,433,114,2751,276,1254,457,undefined,125,214,2268,479,205,-1,154,337,158,130,85,1179,2168,68,1051,143,128,5,86,587,140
31/08/2018,23,502,316,1511,1170,1798,960,172,51,112,50,25,64,-1,408,652,239,138,98,730,569,919,1264,127,566,291,306,69,1322,167,968,329,undefined,50,103,1198,517,85,-1,114,95,74,64,46,786,1465,54,562,104,95,1,75,469,88
