Date,Hour,Bourke Street Mall (North),Bourke Street Mall (South),Melbourne Central,Town Hall (West),Princes Bridge,Flinders Street Station Underpass,Birrarung Marr,Webb Bridge,Southern Cross Station,Victoria Point,Waterfront City,New Quay,Flagstaff Station,Sandridge Bridge,State Library,Collins St (North),Collins Place (South),Collins Place (North),Chinatown-Swanston St (North),Chinatown-Lt Bourke St (South),Bourke St-Russell St (West),Flinders St-Elizabeth St (East),Spencer St-Collins St (South),Spencer St-Collins St (North),Melbourne Convention Exhibition Centre,QV Market-Elizabeth St (West),QV Market-Peel St,The Arts Centre,St Kilda Rd-Alexandra Gardens,Lonsdale St (South),Lygon St (West),City Square,Flinders St-Spring St (West),Flinders St-Spark La,Southbank,Queen St (West),Lygon St (East),Flinders St-Swanston St (West),Alfred Place,Lonsdale St-Spring St (West),Grattan St-Swanston St (West),Monash Rd-Swanston St (West),Tin Alley-Swanston St (West),Little Collins St-Swanston St (East),Flinders La-Swanston St (West),Pelham St (South),Melbourne Central-Elizabeth St (East),QVM-Queen St (East),QVM-Therry St (South),Faraday St-Lygon St (West),QVM-Franklin St (North),Elizabeth St-Lonsdale St (South),Lincoln-Swanston (W)
01/08/2018,0,63,28,179,108,91,143,21,10,17,6,3,21,-1,38,59,39,24,5,66,52,204,142,14,113,25,76,14,49,21,146,32,undefined,21,9,135,19,15,-1,9,10,31,7,8,93,189,8,112,27,13,-1,17,27,11
01/08/2018,1,16,10,67,41,64,67,21,3,6,1,2,7,-1,7,46,26,3,2,58,40,142,125,12,26,19,52,11,49,7,86,20,undefined,4,3,59,13,16,-1,3,11,7,3,2,39,60,2,49,11,10,-1,1,28,5
01/08/2018,2,12,17,53,24,36,35,2,-1,9,3,1,2,-1,10,34,5,14,3,37,30,59,60,20,17,34,31,9,16,9,65,9,undefined,1,1,32,6,3,-1,2,5,5,3,2,26,47,1,19,6,5,-1,9,15,3
01/08/2018,3,9,22,39,19,51,32,5,-1,3,2,-1,-1,-1,9,13,6,9,1,21,32,67,69,14,2,5,27,3,39,5,51,11,undefined,1,2,17,3,-1,-1,1,1,2,-1,-1,21,48,-1,28,2,10,-1,-1,13,9
01/08/2018,4,14,11,22,30,58,31,5,2,7,6,-1,1,-1,22,10,5,13,5,17,34,43,54,2,20,19,21,2,65,2,24,18,undefined,5,6,14,6,6,-1,4,5,11,5,2,23,55,3,48,4,4,-1,-1,6,5
01/08/2018,5,42,32,82,68,124,230,24,42,181,18,4,16,-1,86,38,29,62,38,14,31,48,150,46,326,61,34,8,90,37,59,27,undefined,20,40,169,18,9,-1,9,26,11,1,-1,41,205,5,74,13,17,-1,15,19,11
01/08/2018,6,110,69,175,189,432,904,143,115,1069,86,17,77,-1,303,85,179,220,190,26,38,92,613,251,977,256,118,32,434,133,50,29,undefined,92,68,901,75,12,-1,82,77,55,52,24,135,520,26,227,45,27,-1,31,45,68
01/08/2018,7,339,255,425,515,1110,1714,392,341,2909,366,39,206,-1,632,355,434,755,723,74,91,173,1330,714,2443,635,223,90,956,323,159,75,undefined,258,141,1634,234,53,-1,296,263,190,130,71,457,1312,51,546,136,65,-1,83,216,155
01/08/2018,8,1022,624,942,1054,2056,4009,681,534,5147,684,70,354,-1,1501,770,926,1971,1698,215,176,352,2781,1444,4435,1289,580,227,1993,543,411,150,undefined,584,300,3478,727,106,-1,762,761,742,755,288,1012,2592,421,1208,308,140,-1,191,734,431
01/08/2018,9,1072,641,814,1145,1346,2121,323,264,2779,447,15,185,-1,777,824,912,1190,949,156,145,368,2128,847,2850,716,634,157,1362,389,321,191,undefined,443,240,2049,521,115,-1,646,635,807,773,241,797,2130,331,1110,345,121,-1,122,633,350
01/08/2018,10,1300,891,1198,1563,1388,1114,279,209,955,245,39,148,-1,524,835,988,691,491,407,238,446,1664,528,1758,454,609,199,1179,378,447,249,undefined,206,154,1394,465,169,-1,465,721,793,764,282,829,2233,216,1018,280,169,-1,157,543,315
01/08/2018,11,1969,1603,1531,1863,1629,1310,542,193,768,260,58,161,-1,413,1114,1154,702,450,571,416,715,1914,555,1645,657,738,188,1623,663,645,194,undefined,234,175,1629,476,179,-1,448,721,1092,786,299,1098,2353,286,1392,342,212,-1,158,677,504
01/08/2018,12,3306,2624,2715,3003,2149,1947,517,619,1820,512,140,381,-1,804,1819,1979,1605,620,1192,675,1514,2726,1004,2443,981,1471,198,2237,754,1081,378,undefined,388,300,3203,1117,345,-1,1087,1100,1153,853,334,1973,3271,365,1949,432,394,-1,240,953,491
01/08/2018,13,3639,2979,2720,3411,1983,2166,560,577,1606,522,142,390,-1,696,2069,2083,1509,682,1225,744,1684,2888,961,2658,999,1288,206,1772,879,1091,376,undefined,412,365,3266,983,364,-1,1002,875,1188,961,346,2306,3418,492,2175,451,324,-1,277,1109,487
01/08/2018,14,2968,2203,2464,2842,1915,1750,372,278,985,312,52,233,-1,615,1854,1599,850,509,1004,458,1038,2699,618,1961,806,924,217,1652,751,865,263,undefined,265,172,2200,713,292,-1,480,648,1051,1014,334,1933,3141,301,1687,388,291,-1,224,930,477
01/08/2018,15,3059,2227,2464,3028,2354,1981,300,235,1618,345,41,216,-1,640,1977,1403,676,598,1022,590,953,2829,608,2457,894,823,227,2100,713,741,236,undefined,264,207,2271,569,247,-1,346,687,1013,886,291,1907,3365,264,1860,467,269,-1,199,772,503
01/08/2018,16,3038,2132,2445,2970,2550,2821,511,352,3178,603,62,284,-1,1004,2136,1377,665,987,884,438,998,3359,745,3833,1173,823,203,2268,722,732,255,undefined,430,244,2896,532,201,-1,417,400,1015,1065,329,1862,3722,280,2351,478,230,-1,248,808,570
01/08/2018,17,3370,2140,2836,3282,3621,4655,651,620,4234,893,89,379,-1,1709,2653,1497,1217,1688,1050,615,1281,4266,1184,5272,1326,1381,341,3217,976,967,434,undefined,647,343,4154,788,270,-1,643,683,1325,1269,453,2193,4476,311,2608,1048,554,-1,279,852,894
01/08/2018,18,2606,1381,2849,2568,2640,2968,442,393,1993,370,76,291,-1,1087,2068,957,740,936,1335,744,1332,3329,603,2919,1044,1671,353,2498,638,1020,411,undefined,314,190,2966,509,219,-1,368,523,856,940,344,1656,3296,289,2062,1462,969,-1,354,739,520
01/08/2018,19,1645,692,2383,1690,1737,1634,218,198,618,135,66,255,-1,616,1549,501,369,293,1220,822,1090,2229,298,1541,489,1738,305,2002,341,928,384,undefined,115,141,2009,227,191,-1,138,346,574,544,210,1228,2158,154,1472,1330,1199,-1,247,557,361
01/08/2018,20,914,417,1925,1131,1008,1138,113,127,268,113,58,244,-1,379,1304,345,249,150,1033,611,920,1830,239,1013,286,1489,241,701,224,742,417,undefined,90,99,1566,203,240,-1,89,193,455,396,141,995,1600,97,1039,866,972,-1,280,449,329
01/08/2018,21,538,299,1602,915,1362,943,95,78,200,84,71,174,-1,304,904,306,139,111,820,501,672,1479,154,912,333,1024,219,1235,182,621,323,undefined,96,66,1212,180,158,-1,73,149,297,347,144,781,1372,106,713,576,592,-1,224,329,250
01/08/2018,22,352,202,1074,585,748,743,49,45,149,45,32,95,-1,274,548,189,143,107,522,312,587,1168,135,580,243,505,122,652,97,396,241,undefined,49,54,816,122,84,-1,84,256,166,134,83,528,853,55,454,247,228,-1,122,172,96
01/08/2018,23,169,71,452,265,328,422,35,18,65,18,10,45,-1,178,201,129,59,45,208,194,422,510,57,306,100,186,33,223,32,250,100,undefined,25,41,427,76,20,-1,53,63,182,106,65,197,450,25,237,75,72,-1,59,105,57
02/08/2018,0,67,43,212,125,80,149,21,12,14,15,1,16,-1,60,92,50,25,15,128,40,182,175,51,74,30,109,25,41,22,150,49,undefined,22,13,156,36,16,-1,8,16,117,68,51,86,206,12,142,24,36,-1,16,46,29
02/08/2018,1,38,22,104,40,42,196,2,3,6,7,-1,6,-1,8,41,26,12,8,56,43,134,63,23,47,23,71,7,35,14,111,13,undefined,3,7,67,23,4,-1,7,9,106,75,64,31,66,1,39,10,31,-1,8,32,12
02/08/2018,2,34,14,45,25,31,243,11,-1,2,3,2,5,-1,18,30,20,7,9,47,38,64,103,-1,17,24,63,3,23,4,61,3,undefined,13,2,36,13,6,-1,3,6,44,34,32,19,45,1,43,4,25,-1,11,18,12
02/08/2018,3,15,18,42,17,43,109,7,2,3,2,1,-1,-1,2,9,2,3,4,36,45,62,69,7,28,10,40,2,42,4,43,-1,undefined,7,2,20,6,-1,-1,1,4,4,3,1,15,49,2,25,6,7,-1,5,3,3
02/08/2018,4,8,8,31,19,55,33,24,3,11,5,6,7,-1,29,15,6,18,1,16,17,38,49,6,32,7,22,4,87,6,17,7,undefined,7,6,28,6,7,-1,8,5,11,3,3,13,41,4,25,5,13,-1,-1,6,3
02/08/2018,5,32,31,125,85,135,257,37,47,178,13,1,11,-1,103,41,25,78,30,17,33,37,177,45,322,57,73,6,126,37,33,13,undefined,20,32,200,34,9,-1,19,26,16,4,2,39,188,12,84,11,31,-1,19,12,10
02/08/2018,6,128,70,194,170,434,949,163,106,972,96,20,70,-1,289,81,145,197,170,33,24,110,668,228,951,222,130,31,462,117,64,29,undefined,58,104,898,83,7,-1,101,91,65,30,12,143,483,19,208,41,47,-1,25,53,69
02/08/2018,7,334,222,401,491,1091,1855,469,314,2848,387,43,157,-1,681,334,497,777,745,85,69,165,1475,735,2497,535,337,123,1087,312,136,69,undefined,284,159,1678,253,39,-1,312,298,170,149,75,480,1322,78,518,157,128,-1,56,228,138
02/08/2018,8,905,581,924,1152,2166,4076,732,533,5093,749,49,278,-1,1474,822,1116,1930,1733,204,182,345,2704,1548,4408,1237,661,226,2276,555,419,151,undefined,585,289,3449,739,115,-1,766,827,655,725,230,1011,2543,266,1253,378,194,-1,158,743,344
02/08/2018,9,1081,691,987,1233,1547,2251,543,290,2886,513,32,205,-1,695,711,1009,1252,968,204,169,434,2005,794,2928,670,849,223,1608,385,264,194,undefined,428,208,2027,529,101,-1,693,611,709,738,246,828,2223,311,952,385,229,-1,130,527,358
02/08/2018,10,1319,1071,1187,1653,1434,1198,242,169,1074,276,37,152,-1,523,886,1139,772,520,409,254,487,1759,542,1684,454,928,269,1441,374,382,185,undefined,269,176,1468,486,154,-1,431,617,820,718,238,879,2454,239,989,469,290,-1,130,501,333
02/08/2018,11,2085,1464,1587,1869,1588,1248,310,249,953,311,23,115,-1,482,1198,1181,825,419,665,502,650,1758,505,1734,585,1179,252,1527,414,601,225,undefined,223,195,1633,543,184,-1,383,582,987,635,255,1062,2380,255,1189,455,375,-1,209,564,395
02/08/2018,12,3438,2729,2604,3104,2004,2023,458,708,2258,507,98,344,-1,643,1836,1908,1560,643,1114,812,1707,2618,1066,2680,899,1829,304,1898,735,1088,300,undefined,415,340,3166,1079,312,-1,1090,916,1324,877,370,1869,3295,397,2092,618,580,-1,273,934,464
02/08/2018,13,3551,3069,2732,3480,2189,2110,543,648,2069,435,118,364,-1,631,2005,2101,1553,716,1208,679,1631,2962,976,2545,962,1710,319,1892,624,1110,366,undefined,364,334,3095,1013,344,-1,1161,888,1254,1032,378,2367,3485,490,2348,739,665,-1,270,1057,517
02/08/2018,14,3009,2263,2415,2925,2164,1826,348,294,1283,296,56,243,-1,698,1784,1508,950,453,1034,538,997,2633,609,2264,879,1128,258,1818,743,783,282,undefined,240,205,2215,664,257,-1,464,583,1024,896,353,1822,3249,289,1936,615,364,-1,185,826,437
02/08/2018,15,3062,2181,2473,3001,2066,2045,324,258,1682,333,55,216,-1,683,1954,1562,768,589,1013,488,998,2713,590,2540,1019,854,230,1661,724,657,271,undefined,305,189,2217,563,239,-1,352,514,952,909,286,1894,3486,220,1935,433,240,-1,184,759,508
02/08/2018,16,3202,2349,2560,3078,2345,2978,632,376,3287,649,40,220,-1,1051,2078,1422,732,1024,999,476,1012,3411,807,3799,1232,757,204,1969,685,678,246,undefined,410,252,2848,608,224,-1,445,495,1069,1100,374,1850,3797,212,2123,418,186,-1,174,835,549
02/08/2018,17,3805,2401,2937,3521,3638,4557,691,590,4536,893,78,341,-1,1808,2539,1700,1345,1700,1259,670,1444,4285,1243,5053,1587,828,270,3212,869,952,379,undefined,601,406,4258,815,239,-1,680,677,1148,1153,415,2309,4646,350,2717,362,184,-1,202,926,786
02/08/2018,18,3070,1739,2957,2908,2719,2905,798,389,2069,423,70,274,-1,1145,2125,1172,845,860,1428,848,1364,3389,624,2965,1048,746,245,2496,592,1086,347,undefined,320,310,3181,458,277,-1,412,467,849,841,378,1718,3569,217,2152,338,159,-1,179,728,574
02/08/2018,19,2038,1130,2152,1968,1659,1608,558,164,669,148,49,192,-1,526,1723,641,330,286,1272,863,1071,2392,327,1611,406,599,174,1920,401,931,360,undefined,164,230,1966,260,241,-1,173,332,493,510,228,1422,2591,217,1380,212,121,-1,136,621,357
02/08/2018,20,1393,688,2088,1503,1006,1161,194,88,453,119,33,127,-1,339,1464,419,246,150,1115,714,895,1728,232,1101,347,501,147,615,193,747,381,undefined,96,80,1503,241,257,-1,124,157,344,346,162,1229,1859,115,1130,183,145,-1,135,464,218
02/08/2018,21,869,346,1799,1201,1523,1040,83,77,235,74,45,122,-1,320,1006,296,138,85,1004,576,789,1462,227,879,245,452,121,1333,198,711,331,undefined,59,72,1253,262,154,-1,95,179,226,265,126,874,1646,107,897,149,117,-1,124,384,172
02/08/2018,22,419,185,1155,626,832,756,65,41,148,77,37,84,-1,258,579,209,205,103,591,451,555,1122,158,615,233,325,60,599,90,442,250,undefined,60,54,890,156,81,-1,100,226,108,153,71,562,985,56,443,76,77,-1,67,213,101
02/08/2018,23,154,98,612,389,414,533,548,19,68,20,19,38,-1,203,263,78,161,64,328,286,358,706,60,298,153,191,37,151,92,306,131,undefined,66,185,524,144,29,-1,62,69,68,41,23,360,789,29,284,59,71,-1,46,134,58
03/08/2018,0,123,77,411,274,243,207,191,7,38,14,5,20,-1,97,81,74,39,21,126,94,265,307,48,191,65,153,24,107,63,183,61,undefined,15,62,378,79,14,-1,15,32,37,12,14,143,418,16,194,40,61,-1,8,95,29
03/08/2018,1,50,73,238,109,87,71,13,4,15,3,3,10,-1,33,64,48,16,10,92,84,252,224,30,60,52,104,10,26,17,194,25,undefined,6,5,83,35,5,-1,11,24,14,9,7,140,174,13,97,8,25,-1,16,45,13
03/08/2018,2,49,22,124,59,60,61,17,2,9,1,1,3,-1,17,35,18,23,7,63,47,109,149,24,28,53,100,7,34,15,102,19,undefined,4,8,69,30,2,-1,5,10,9,7,6,48,107,1,54,13,17,-1,8,44,14
03/08/2018,3,27,20,124,37,60,31,9,1,8,4,1,2,-1,9,16,23,12,3,40,110,134,99,23,30,11,57,3,38,7,44,3,undefined,3,9,37,34,4,-1,3,2,4,1,-1,38,52,-1,49,8,25,-1,6,18,5
03/08/2018,4,11,21,68,36,59,59,12,5,11,2,3,4,-1,35,15,18,14,8,23,73,65,97,19,44,8,58,8,58,5,29,7,undefined,4,5,66,8,5,-1,8,5,15,6,6,27,68,6,50,4,12,-1,4,14,9
03/08/2018,5,16,32,78,86,113,243,25,40,185,21,2,13,-1,108,35,36,62,32,11,15,80,183,56,333,57,100,11,101,41,36,18,undefined,22,24,177,24,10,-1,32,24,9,4,2,40,227,10,73,24,34,-1,15,22,13
03/08/2018,6,116,68,194,198,425,851,108,117,1006,91,19,75,-1,256,78,143,213,161,37,26,85,635,220,1030,200,173,35,426,126,77,30,undefined,72,90,899,81,8,-1,82,95,48,48,20,154,505,15,206,49,53,-1,33,53,68
03/08/2018,7,327,230,380,534,1018,1664,189,278,2549,318,29,166,-1,597,308,397,679,703,78,76,141,1365,679,2205,537,370,79,953,258,150,80,undefined,267,148,1575,222,46,-1,267,246,178,135,73,428,1280,53,522,133,121,-1,97,197,131
03/08/2018,8,928,543,961,1049,2032,3692,397,452,4785,601,52,298,-1,1418,792,957,1843,1656,190,157,310,2473,1510,4279,1204,655,202,2021,500,320,171,undefined,618,283,3319,691,124,-1,773,760,650,558,247,888,2446,227,1257,298,117,-1,173,636,354
03/08/2018,9,1163,766,895,1287,1553,2258,262,269,2707,459,40,194,-1,747,720,943,1206,901,232,164,378,1857,894,2971,648,811,175,1430,442,279,189,undefined,413,217,2105,600,146,-1,677,574,702,723,235,785,2177,313,1087,309,272,-1,178,510,377
03/08/2018,10,1556,1071,1312,1606,1516,1255,220,174,1046,247,29,178,-1,431,864,1152,722,524,437,274,503,1542,589,1842,530,1006,210,1580,369,415,214,undefined,217,212,1610,548,186,-1,477,625,800,658,208,937,2202,213,1058,426,371,-1,198,443,335
03/08/2018,11,2102,1510,1590,2237,1747,1447,272,225,1030,315,28,151,-1,563,1175,1597,667,481,711,485,709,2030,536,1902,647,1433,269,1769,574,688,182,undefined,266,174,1878,567,189,-1,482,604,992,696,252,1247,2677,241,1537,599,559,-1,201,552,390
03/08/2018,12,3613,2930,2738,3151,2292,2278,376,539,2121,673,90,297,-1,737,1836,2092,1459,585,1253,950,1643,2707,1179,2960,988,1879,292,2365,684,1283,326,undefined,346,309,3152,1151,378,-1,1136,961,1212,570,291,1961,3092,364,2242,562,687,-1,250,955,496
03/08/2018,13,3751,3018,2546,3386,2386,2292,297,447,1767,494,81,298,-1,637,2009,2256,1474,625,1211,795,1636,2972,1000,2699,977,1841,300,2064,736,1182,334,undefined,369,293,3002,1030,342,-1,1160,909,1165,799,309,2093,3745,342,2418,682,605,-1,311,1034,439
03/08/2018,14,3087,2304,2344,2987,2302,1892,298,224,1232,288,46,210,-1,577,1800,1665,881,592,1031,618,956,2499,575,2207,811,1374,236,1925,555,900,288,undefined,262,227,2300,674,290,-1,489,564,985,815,227,1717,3497,259,2016,449,472,-1,206,818,404
03/08/2018,15,2920,2338,2040,2954,2026,2128,221,194,1734,297,15,106,-1,596,1617,1481,658,592,868,445,910,2554,670,2672,806,1013,280,1814,376,790,171,undefined,265,166,2104,517,237,-1,419,539,927,780,209,1468,3602,250,1608,444,336,-1,178,630,451
03/08/2018,16,3050,2351,2249,3093,2330,2783,300,394,3388,566,34,162,-1,971,1930,1515,752,972,1035,485,1087,3077,817,3774,1064,930,263,1968,376,884,228,undefined,459,284,2705,627,175,-1,481,547,890,790,239,1647,3821,245,1902,429,256,-1,204,680,476
03/08/2018,17,3891,2641,2921,3793,3855,4462,970,562,3776,802,24,188,-1,1729,2506,1757,1340,1430,1430,900,1531,3915,1097,4764,1284,847,273,3111,675,1298,297,undefined,609,451,4129,902,263,-1,724,797,1117,977,364,2223,5144,263,2473,370,111,-1,209,906,699
03/08/2018,18,3174,1922,2854,3097,3323,2891,2153,320,1606,383,29,161,-1,1062,2054,1152,823,754,1719,917,1487,3178,578,2965,965,724,261,2849,583,1526,365,undefined,598,449,3555,618,267,-1,461,676,523,578,233,1722,4435,221,1797,403,135,-1,192,781,463
03/08/2018,19,2339,1348,2380,2154,2188,1658,2098,155,575,174,29,109,-1,586,1652,790,451,336,1637,1113,1477,2101,319,1770,580,543,198,2662,404,1328,449,undefined,409,308,2323,412,254,-1,277,442,340,309,150,1561,3030,98,1264,269,119,-1,187,649,272
03/08/2018,20,1783,881,2433,1826,1333,1305,225,125,246,121,48,141,-1,436,1531,435,391,179,1478,1097,1249,1809,247,1167,486,475,117,831,195,1341,451,undefined,138,157,1713,361,302,-1,186,275,171,177,101,1460,2178,67,1153,156,126,-1,149,655,217
03/08/2018,21,1104,549,2275,1521,2504,1246,217,117,183,81,49,129,-1,444,1222,386,224,146,1251,867,1108,1634,218,962,465,488,99,2394,262,1293,472,undefined,61,90,1623,329,265,-1,139,207,164,129,64,1328,2411,55,1120,154,130,-1,133,597,145
03/08/2018,22,548,377,1697,1087,1639,1203,3826,72,177,44,41,91,-1,500,841,325,320,190,966,663,1011,1432,221,767,232,341,102,1244,462,1081,379,undefined,349,477,1834,367,163,-1,105,440,89,121,61,984,1948,30,737,115,99,-1,96,464,133
03/08/2018,23,398,264,1499,1107,1263,1102,1852,55,116,35,22,91,-1,482,524,309,207,138,781,496,879,1342,275,938,250,310,55,498,448,890,293,undefined,305,482,2392,416,119,-1,132,189,61,83,66,744,1871,31,620,86,99,-1,76,477,97
04/08/2018,0,256,173,879,616,554,746,115,23,43,21,8,40,-1,268,328,150,77,59,559,339,579,783,85,325,139,209,36,146,85,581,201,undefined,60,67,708,239,64,-1,49,117,18,20,13,465,1199,10,351,44,79,-1,29,271,49
04/08/2018,1,159,90,617,455,318,328,47,5,40,10,9,21,-1,196,220,85,39,28,385,164,456,542,56,174,94,162,33,88,53,474,55,undefined,25,20,393,312,28,-1,23,38,17,7,7,345,734,5,303,41,45,-1,26,214,20
04/08/2018,2,150,83,388,267,239,323,28,6,24,6,7,15,-1,136,166,56,21,17,168,155,443,453,60,100,28,157,39,54,25,376,55,undefined,19,16,181,205,12,-1,21,19,13,21,5,208,511,4,177,32,53,-1,16,127,24
04/08/2018,3,87,67,322,182,147,192,31,8,11,3,4,7,-1,63,124,27,15,7,159,102,323,433,45,68,20,91,18,70,11,295,5,undefined,9,8,112,137,6,-1,19,21,8,9,8,175,353,4,189,15,46,-1,17,67,18
04/08/2018,4,38,39,125,98,76,119,9,4,14,1,2,11,-1,69,51,20,25,4,55,40,180,234,14,91,16,120,10,49,12,138,23,undefined,8,3,69,76,12,-1,2,7,3,2,1,96,237,-1,78,16,31,-1,8,43,10
04/08/2018,5,32,41,111,132,110,137,24,15,57,4,2,5,-1,66,66,20,20,8,42,101,124,154,42,121,37,70,8,80,19,128,6,undefined,12,19,83,25,8,-1,8,18,5,3,4,80,248,2,58,16,35,-1,9,35,9
04/08/2018,6,36,85,103,79,121,244,40,37,160,13,4,22,-1,98,60,55,42,25,26,94,131,248,60,274,89,120,28,86,62,79,18,undefined,21,30,243,26,5,-1,9,34,33,10,8,41,254,2,80,31,40,-1,13,18,39
04/08/2018,7,109,80,190,184,228,430,148,67,102,22,16,38,-1,148,97,109,85,57,45,46,94,363,86,481,196,290,67,137,154,92,32,undefined,35,46,450,49,24,-1,69,46,31,19,16,129,327,15,158,111,127,-1,51,59,38
04/08/2018,8,363,232,371,409,432,579,131,131,141,58,20,118,-1,204,182,221,165,94,92,76,140,826,197,731,763,459,138,300,191,135,81,undefined,64,86,764,154,70,-1,108,132,82,71,45,298,645,89,423,206,188,-1,102,193,69
04/08/2018,9,919,688,620,864,952,955,235,206,237,73,37,188,-1,368,348,498,222,131,185,117,262,1289,199,1104,917,843,287,750,328,290,114,undefined,131,147,1389,163,121,-1,155,241,107,123,81,531,1308,77,748,386,373,-1,186,405,192
04/08/2018,10,1636,1409,1038,1656,1531,1314,277,236,358,101,59,300,-1,471,722,867,389,195,427,314,491,1656,307,1398,1256,1244,399,1341,545,442,225,undefined,135,164,2015,171,186,-1,218,263,166,174,86,851,2135,120,1169,535,627,-1,251,731,204
04/08/2018,11,2580,2007,1636,2129,2304,1580,659,295,291,77,74,343,-1,545,1104,1146,276,189,752,563,676,2008,363,1360,1254,1634,401,2053,825,645,192,undefined,150,238,2491,191,208,-1,159,302,220,139,97,1212,2678,111,1731,808,750,-1,303,869,216
04/08/2018,12,3189,2466,2380,2910,3312,1773,2042,297,249,131,72,302,-1,738,1346,1432,434,305,1284,775,1066,2329,360,1561,1338,1938,569,3097,938,938,283,undefined,234,301,3115,354,302,-1,159,434,255,148,109,1538,3470,137,1932,1027,866,-1,321,907,197
04/08/2018,13,3612,2557,2580,3202,3018,1892,2137,241,274,98,62,342,-1,756,1802,1445,451,365,1543,1066,1214,2351,327,1463,1739,1918,416,2727,941,1035,335,undefined,182,244,2932,245,275,-1,189,554,289,168,134,1977,3734,123,2079,803,693,-1,347,1068,185
04/08/2018,14,3791,2723,2549,3323,2612,1832,414,268,287,84,98,249,-1,684,1899,1401,408,290,1337,841,1223,2463,251,1385,1524,1678,393,2313,849,921,339,undefined,152,189,2516,241,212,-1,152,393,239,192,109,1877,3483,148,2142,762,606,-1,313,972,190
04/08/2018,15,3982,3080,2733,3283,3170,2016,465,248,188,88,61,294,-1,754,2132,1518,449,355,1321,672,1222,2514,268,1441,1782,1218,339,3295,934,844,407,undefined,128,152,2599,258,289,-1,159,329,190,237,146,2110,3841,79,2197,637,509,-1,198,1014,189
04/08/2018,16,3984,2778,2842,3541,2993,2358,3654,319,219,135,108,395,-1,945,2066,1458,465,301,1395,717,1374,2843,382,1644,1915,791,269,2278,983,864,318,undefined,390,584,3352,329,212,-1,189,513,262,298,148,2335,3754,129,2256,452,218,-1,213,895,218
04/08/2018,17,3632,2389,3012,3222,3242,2261,1682,244,252,150,118,464,-1,1008,2256,1150,569,262,1590,980,1504,2837,489,1825,1814,616,265,1992,904,1245,472,undefined,263,412,4147,314,349,-1,206,439,271,331,196,2239,3802,181,2195,374,234,-1,176,751,279
04/08/2018,18,3023,1509,2999,2500,2591,1972,300,292,271,162,133,591,-1,745,1879,782,463,225,1799,1239,1626,2581,419,1603,1833,713,234,1590,412,1446,594,undefined,143,209,3375,268,515,-1,287,487,204,256,112,1683,2962,128,1852,308,140,-1,206,732,277
04/08/2018,19,2158,783,3052,1992,2255,1711,147,149,178,134,147,464,-1,635,1764,575,394,158,1776,1417,1485,2020,253,1185,734,712,220,2106,336,1427,808,undefined,149,150,3295,276,591,-1,137,358,139,132,86,1839,2318,81,1658,292,172,-1,191,682,196
04/08/2018,20,1144,615,2703,1803,1677,1332,113,71,97,78,66,246,-1,544,1587,524,366,172,1499,1252,1426,1821,208,801,537,585,161,700,269,1454,833,undefined,93,136,2613,259,563,-1,126,232,140,114,62,1645,2114,79,1241,232,135,-1,157,666,160
04/08/2018,21,785,403,2155,1432,1923,1365,83,92,81,84,62,244,-1,488,1216,343,232,114,1190,1116,1314,1622,239,766,429,475,128,1366,260,1020,862,undefined,55,138,2144,350,518,-1,179,216,91,72,58,1488,1884,54,941,201,124,-1,101,637,150
04/08/2018,22,723,386,1830,1112,1582,1270,90,135,101,175,45,308,-1,475,891,329,175,90,996,906,1121,1345,322,1100,469,323,120,909,225,1124,594,undefined,81,104,2027,287,403,-1,91,408,81,120,56,1047,1611,38,767,174,102,-1,90,606,94
04/08/2018,23,433,243,1491,987,1002,966,109,51,88,68,30,100,-1,386,591,242,231,104,743,1021,934,996,126,714,283,299,59,459,156,958,409,undefined,59,84,1541,436,182,-1,149,161,40,53,33,861,1418,13,648,91,86,-1,60,487,80
05/08/2018,0,270,234,1051,760,578,733,64,21,40,45,30,60,-1,394,319,216,78,49,420,413,628,780,139,315,244,172,26,141,56,669,260,undefined,46,65,785,374,98,-1,37,61,31,26,25,526,1237,11,397,51,71,-1,46,405,28
05/08/2018,1,163,126,583,516,319,478,24,14,24,20,12,27,-1,198,284,91,40,32,360,360,634,605,76,193,152,167,26,75,51,528,160,undefined,16,34,482,357,23,-1,28,32,11,15,14,317,886,21,236,32,80,-1,21,289,31
05/08/2018,2,148,85,431,289,235,473,27,9,28,24,3,7,-1,224,201,51,20,12,202,270,490,424,69,133,64,125,15,48,35,379,82,undefined,16,18,241,290,11,-1,8,22,9,3,3,218,682,4,193,11,59,-1,12,202,18
05/08/2018,3,112,86,386,238,176,307,19,7,23,30,2,7,-1,129,142,67,7,8,139,170,430,326,71,130,43,97,10,44,16,362,58,undefined,12,16,178,228,13,-1,14,22,18,16,10,206,437,4,152,16,41,-1,19,148,22
05/08/2018,4,53,27,180,132,147,189,19,-1,19,8,-1,2,-1,70,62,38,13,4,114,101,168,304,35,81,16,77,8,43,19,156,19,undefined,11,11,70,93,7,-1,41,18,4,4,2,117,294,1,94,13,24,-1,9,43,11
05/08/2018,5,37,46,131,120,116,157,8,3,13,10,5,2,-1,94,83,3,19,4,51,66,167,221,24,111,32,47,6,86,14,130,15,undefined,14,16,81,56,9,-1,17,18,4,1,1,80,330,4,61,16,30,-1,5,36,1
