Date,Hour,State Library,Collins Place (South),Collins Place (North),Flagstaff Station,Melbourne Central,Town Hall (West),Bourke Street Mall (North),Bourke Street Mall (South),Australia on Collins,Southern Cross Station,Victoria Point,New Quay,Waterfront City,Webb Bridge,Princes Bridge,Flinders St Station Underpass,Sandridge Bridge,Birrarung Marr,QV Market-Elizabeth (West),Flinders St-Elizabeth St (East),Spencer St-Collins St (North),Spencer St-Collins St (South),Bourke St-Russell St (West),Convention/Exhibition Centre,Chinatown-Swanston St (North),Chinatown-Lt Bourke St (South),QV Market-Peel St,Vic Arts Centre,Lonsdale St (South),Lygon St (West),Flinders St-Spring St (West),Flinders St-Spark Lane,Alfred Place,Queen Street (West),Lygon Street (East),Flinders St-Swanston St (West),Spring St-Lonsdale St (South),City Square,St. Kilda-Alexandra Gardens,Grattan St-Swanston St (West),Monash Rd-Swanston St (West),Tin Alley-Swanston St (West),Southbank
01/12/2016,0,113,41,11,59,0,0,119,87,57,23,10,38,6,10,217,235,86,10,144,0,137,0,309,54,166,231,35,101,249,84,17,38,46,70,12,528,30,156,47,16,6,4,240
01/12/2016,1,77,24,7,34,0,0,32,29,28,13,12,13,0,5,101,73,18,17,64,0,33,0,231,35,101,67,24,34,104,39,2,13,31,33,22,338,16,66,21,13,8,3,158
01/12/2016,2,43,7,6,29,0,0,48,33,13,9,3,3,0,0,43,38,5,11,66,0,36,0,98,10,52,33,11,22,90,52,3,4,19,47,9,129,2,32,4,18,7,7,42
01/12/2016,3,49,3,0,13,0,0,30,14,11,2,1,6,0,4,40,31,11,6,26,0,11,0,101,9,61,18,0,30,70,3,3,3,2,12,2,87,6,82,5,29,0,0,37
01/12/2016,4,14,14,4,7,0,0,21,25,10,3,3,4,1,4,50,83,35,22,26,0,14,0,33,18,28,12,0,56,41,4,6,7,13,1,1,104,4,13,7,18,1,0,49
01/12/2016,5,35,65,40,114,0,0,35,31,20,87,22,24,7,44,114,212,74,71,78,0,205,0,69,72,22,13,10,114,23,22,28,27,24,46,14,325,24,52,43,17,7,8,150
01/12/2016,6,86,272,181,730,0,0,109,95,123,563,108,109,34,147,359,871,307,202,184,0,769,0,88,291,31,25,46,406,53,45,144,63,100,125,13,659,85,212,173,61,30,26,815
01/12/2016,7,320,953,803,2566,0,0,363,255,429,1933,388,191,21,277,1049,2189,650,441,364,0,2295,0,194,611,92,122,81,1052,212,93,333,178,249,223,51,1771,240,664,351,88,73,48,1844
01/12/2016,8,854,1914,1835,5198,0,0,858,685,879,3638,575,269,35,379,1811,4246,1294,705,689,0,4242,0,377,969,193,172,184,1836,389,243,557,255,523,713,183,3096,644,1566,541,330,313,201,3390
01/12/2016,9,725,1315,1076,2630,0,0,1098,761,956,1607,383,171,26,191,1184,2009,573,352,655,0,2491,0,331,673,241,188,117,1036,323,191,431,205,502,555,132,2482,562,1251,385,347,222,185,1746
01/12/2016,10,926,903,585,1002,0,0,1679,1588,1219,606,252,170,31,158,1104,1223,406,471,896,0,1672,0,471,530,310,239,167,1005,402,247,271,162,486,484,150,2773,448,1301,339,348,187,138,1324
01/12/2016,11,925,742,513,1001,0,0,2437,2162,1580,662,250,349,63,206,1290,1476,511,492,972,0,1582,0,552,557,531,298,246,1109,546,300,272,205,387,564,197,3193,560,1585,511,327,242,179,1739
01/12/2016,12,1695,1654,692,1338,0,0,3700,3448,2367,1472,552,552,207,674,1973,2347,629,900,1682,0,2485,0,1173,1045,1087,568,286,1456,992,407,362,340,993,1011,397,3923,826,2109,771,551,381,218,3364
01/12/2016,13,1656,1757,691,1551,0,0,4229,3998,2585,1322,339,566,175,585,1861,2585,687,732,1502,0,2439,0,1279,1200,1146,608,284,1357,967,475,427,378,889,975,384,4202,760,2596,902,540,367,204,3546
01/12/2016,14,1629,847,552,1120,0,0,3338,3191,1960,837,250,320,85,269,1858,2265,570,588,1098,0,2166,0,984,980,1017,414,191,1507,699,374,308,286,497,604,259,3959,562,2203,797,517,227,160,2445
01/12/2016,15,1595,713,611,1362,0,0,2954,2990,1738,1052,301,306,60,287,1894,2453,661,615,791,0,2312,0,887,1059,838,430,216,1414,637,428,262,200,403,551,252,4300,447,2096,938,419,212,162,2160
01/12/2016,16,1697,853,1047,2388,0,0,3026,2793,1592,2333,486,255,58,323,2112,3147,931,695,602,0,3340,0,894,1224,839,421,180,1594,769,324,483,266,398,518,250,4576,439,2403,781,333,282,168,2902
01/12/2016,17,2074,1329,1695,3905,0,0,3481,3089,1806,3385,664,363,49,536,3391,5449,1633,1015,706,0,4300,0,1172,1483,1098,529,208,2557,938,431,571,332,551,903,284,5501,597,3201,1224,545,502,302,4424
01/12/2016,18,1852,920,802,1821,0,0,3350,2385,1252,1369,370,415,77,320,3010,3687,1040,862,576,0,2729,0,1265,1283,1247,768,183,2115,919,433,296,258,393,531,302,4633,412,2770,1167,316,258,201,3744
01/12/2016,19,1455,446,338,736,0,0,2694,1693,669,457,199,331,50,178,2245,2093,679,524,462,0,1494,0,1230,618,1237,780,142,2210,937,520,118,169,210,339,298,3413,309,1859,725,215,146,124,2703
01/12/2016,20,1209,348,247,400,0,0,2154,1480,516,239,119,330,98,118,1671,1689,456,307,450,0,1072,0,1012,372,1142,760,107,978,835,742,106,138,153,246,338,2948,257,1823,529,133,121,78,2204
01/12/2016,21,972,284,138,310,0,0,1546,718,438,160,89,352,65,75,1582,1692,461,222,373,0,860,0,898,362,959,589,132,840,767,780,103,129,144,251,300,2899,200,1786,346,109,76,54,2075
01/12/2016,22,626,263,122,232,0,0,788,356,270,97,64,162,33,55,1815,1212,344,133,263,0,662,0,643,225,677,573,85,1638,535,456,77,110,87,186,185,2151,115,1127,274,154,66,53,1391
01/12/2016,23,317,106,50,161,0,0,332,109,157,66,97,130,22,32,878,814,267,76,194,0,344,0,455,133,347,264,93,532,474,283,44,50,53,188,85,1591,79,471,109,74,29,25,761
02/12/2016,0,157,44,29,74,0,0,159,65,84,27,18,49,4,15,258,265,106,43,118,0,146,0,379,102,173,97,22,115,297,163,21,17,10,112,20,829,45,203,57,27,15,13,282
