Date,Hour,State Library,Collins Place (South),Collins Place (North),Flagstaff Station,Melbourne Central,Town Hall (West),Bourke Street Mall (North),Bourke Street Mall (South),Australia on Collins,Southern Cross Station,Victoria Point,New Quay,Waterfront City,Webb Bridge,Princes Bridge,Flinders St Station Underpass,Sandridge Bridge,Birrarung Marr,QV Market-Elizabeth (West),Flinders St-Elizabeth St (East),Spencer St-Collins St (North),Spencer St-Collins St (South),Bourke St-Russell St (West),Convention/Exhibition Centre,Chinatown-Swanston St (North),Chinatown-Lt Bourke St (South),QV Market-Peel St,Vic Arts Centre,Lonsdale St (South),Lygon St (West),Flinders St-Spring St (West),Flinders St-Spark Lane,Alfred Place,Queen Street (West),Lygon Street (East),Flinders St-Swanston St (West),Spring St-Lonsdale St (South),City Square,St. Kilda-Alexandra Gardens,Grattan St-Swanston St (West),Monash Rd-Swanston St (West),Tin Alley-Swanston St (West),Southbank
01/01/2018,0,1709,812,326,-1,2996,3052,895,734,1129,1411,963,3646,1381,605,1757,3443,260,1828,571,2317,1459,540,1938,2793,605,431,181,2692,-1,175,562,943,335,685,103,-1,607,undefined,-1,24,12,36,5724
01/01/2018,1,1511,218,118,-1,3481,3204,890,590,626,436,355,1219,400,261,3900,3579,1478,1143,529,2158,1426,376,2035,1881,813,472,137,1410,-1,135,197,394,93,604,66,-1,110,undefined,814,30,7,10,5168
01/01/2018,2,666,82,64,-1,1721,2042,435,317,226,222,208,507,162,122,2012,3157,1467,501,286,1305,797,219,1169,687,473,401,69,661,-1,40,91,148,68,309,21,-1,65,undefined,576,14,7,11,2495
01/01/2018,3,301,43,44,-1,1056,1021,299,193,209,128,133,466,197,57,873,1907,956,184,253,914,520,133,828,514,361,198,30,184,-1,27,21,57,35,132,16,-1,37,undefined,148,15,10,11,1204
01/01/2018,4,181,25,9,-1,417,523,181,115,118,59,25,116,40,20,563,1136,601,138,168,617,382,150,471,210,162,135,16,123,-1,16,18,23,24,101,6,-1,25,undefined,53,9,3,3,569
01/01/2018,5,72,27,6,-1,222,212,87,70,44,36,22,26,3,17,495,683,445,94,121,399,253,79,228,93,58,48,14,94,-1,13,8,19,18,68,13,-1,12,undefined,55,3,3,3,283
01/01/2018,6,46,25,14,-1,110,122,59,39,44,43,6,32,12,13,176,457,213,80,95,292,237,111,112,94,37,45,9,63,-1,42,15,16,18,40,6,-1,23,undefined,48,26,2,3,288
01/01/2018,7,60,29,15,-1,180,171,107,48,76,44,9,31,5,30,167,327,140,65,92,268,324,62,122,86,73,48,13,78,-1,21,26,26,28,30,12,-1,13,undefined,55,15,7,6,312
01/01/2018,8,90,51,20,-1,205,260,109,64,89,56,33,130,14,50,202,422,143,106,123,410,368,125,80,132,104,28,24,131,-1,28,31,24,76,27,21,-1,50,undefined,93,30,3,6,521
01/01/2018,9,191,-1,57,-1,326,447,312,294,207,86,43,225,45,97,471,509,154,119,178,643,614,150,107,318,105,73,48,272,-1,78,51,49,86,43,49,-1,74,undefined,144,49,11,9,881
01/01/2018,10,300,-1,75,-1,548,942,1127,728,489,122,89,329,107,193,949,927,323,204,309,1195,872,222,330,539,286,218,109,619,-1,141,108,98,163,89,67,-1,91,undefined,312,100,27,19,1604
01/01/2018,11,438,-1,88,-1,838,1540,1679,1326,731,121,113,641,169,239,1707,1227,401,362,455,1538,1129,265,521,833,571,400,76,1061,-1,199,141,139,149,75,163,-1,124,undefined,466,87,44,24,2490
01/01/2018,12,719,-1,105,-1,1280,1802,2192,1663,773,116,120,714,208,276,2160,1700,490,439,455,1758,1007,230,669,1015,1171,495,110,1470,-1,269,112,137,106,140,270,-1,149,undefined,697,76,37,23,3010
01/01/2018,13,952,-1,109,-1,1656,2239,2679,2014,969,96,79,851,271,285,2486,1639,514,447,493,1932,998,260,927,1234,1384,595,123,1819,-1,337,128,116,123,114,318,-1,141,undefined,795,66,39,19,3229
01/01/2018,14,1056,-1,110,-1,1726,2581,2897,2092,924,122,82,752,205,281,2727,1697,611,401,455,1928,1046,249,901,1434,1327,503,129,2038,-1,440,127,159,115,149,339,-1,165,undefined,939,90,44,36,3463
01/01/2018,15,1102,-1,104,-1,1941,2648,2919,2224,973,151,99,714,226,230,2913,2006,589,409,419,2199,1056,217,899,1389,1339,383,126,2030,-1,659,104,135,124,148,276,-1,135,undefined,991,58,24,10,3380
01/01/2018,16,1101,-1,83,-1,1823,2393,2898,2078,750,98,144,697,246,258,2732,1839,566,418,401,2211,1006,228,950,1289,1194,266,133,1830,-1,600,87,142,83,95,255,-1,122,undefined,919,69,37,15,3540
01/01/2018,17,1158,-1,118,-1,1807,2171,2521,1624,529,128,120,734,210,244,2453,1776,565,403,399,1969,1031,190,961,1166,1178,380,90,1223,-1,640,104,125,98,123,290,-1,114,undefined,866,187,37,24,3191
