Date,Hour,State Library,Collins Place (South),Collins Place (North),Flagstaff Station,Melbourne Central,Town Hall (West),Bourke Street Mall (North),Bourke Street Mall (South),Australia on Collins,Southern Cross Station,Victoria Point,New Quay,Waterfront City,Webb Bridge,Princes Bridge,Flinders St Station Underpass,Sandridge Bridge,Birrarung Marr,QV Market-Elizabeth (West),Flinders St-Elizabeth St (East),Spencer St-Collins St (North),Spencer St-Collins St (South),Bourke St-Russell St (West),Convention/Exhibition Centre,Chinatown-Swanston St (North),Chinatown-Lt Bourke St (South),QV Market-Peel St,Vic Arts Centre,Lonsdale St (South),Lygon St (West),Flinders St-Spring St (West),Flinders St-Spark Lane,Alfred Place,Queen Street (West),Lygon Street (East),Flinders St-Swanston St (West),Spring St-Lonsdale St (South),City Square,St. Kilda-Alexandra Gardens,Grattan St-Swanston St (West),Monash Rd-Swanston St (West),Tin Alley-Swanston St (West),Southbank
01/09/2016,0,95,39,16,51,235,96,115,20,49,11,5,0,0,7,143,161,47,17,105,0,99,32,237,17,129,117,14,52,126,45,10,13,8,31,14,401,19,107,31,34,17,15,170
01/09/2016,1,55,31,16,33,142,73,66,14,30,8,8,0,0,4,55,43,23,13,61,0,25,4,148,20,98,44,15,15,111,17,11,12,10,17,12,151,13,47,19,26,21,17,95
01/09/2016,2,37,30,3,13,104,53,31,20,15,1,1,0,0,1,41,30,10,6,42,0,21,4,79,9,55,31,7,15,64,2,5,5,5,37,6,113,8,26,9,13,7,8,39
01/09/2016,3,15,11,3,18,32,32,26,79,10,0,1,0,0,3,21,27,6,12,25,0,11,10,73,31,23,15,7,27,55,5,12,2,0,6,2,66,6,14,7,6,4,4,28
01/09/2016,4,13,7,3,4,40,30,9,11,9,2,4,0,0,3,45,44,24,14,18,0,26,9,84,19,20,13,4,41,28,4,5,6,10,8,1,96,5,15,4,4,2,2,64
01/09/2016,5,31,69,40,125,83,73,47,17,14,73,20,0,0,33,126,210,75,37,79,0,208,47,45,61,23,7,12,108,19,18,16,24,15,14,14,272,20,59,49,14,7,3,174
01/09/2016,6,52,259,185,678,120,165,82,59,109,436,102,0,0,127,344,863,268,150,149,0,791,161,113,253,29,24,19,291,82,20,103,77,120,62,13,644,63,189,117,32,26,12,740
01/09/2016,7,327,856,767,2421,359,440,303,234,347,1586,366,0,0,230,892,1775,533,414,331,0,2070,603,189,458,64,67,81,743,152,88,229,223,212,221,45,1660,250,658,274,122,116,56,1496
01/09/2016,8,695,1877,1866,5038,851,1086,823,574,1072,3005,605,0,0,359,1959,4049,1259,649,652,0,4046,1169,347,751,197,112,173,1743,270,182,519,284,530,660,158,3534,635,1513,587,450,517,178,3176
01/09/2016,9,695,1308,1056,2680,852,1173,938,650,880,1587,366,0,0,196,1312,2019,571,444,701,0,2239,694,339,384,192,125,130,1118,275,188,400,175,532,531,103,2701,566,1045,401,553,674,217,1631
01/09/2016,10,759,762,504,1008,1003,1556,1255,1030,1092,584,250,0,0,150,1171,1211,408,636,713,0,1504,418,437,381,354,223,151,1050,380,245,225,195,394,451,191,2494,499,899,275,519,602,235,1324
01/09/2016,11,1167,718,547,917,1368,1915,1765,1537,1403,546,269,0,0,171,1344,1309,497,586,985,0,1390,442,619,423,524,288,191,1136,584,184,271,175,361,495,160,3280,507,1166,365,738,645,243,1454
01/09/2016,12,1422,1504,641,1129,2245,2913,3095,2684,2079,1167,583,0,0,514,1701,1931,617,802,1643,0,2144,862,1276,669,1006,647,276,1350,971,352,304,270,906,888,411,3691,852,1900,720,770,774,297,2884
01/09/2016,13,1631,1315,686,1399,2387,3308,3387,3143,2298,1032,574,0,0,482,1742,2216,597,847,1647,0,2094,723,1345,755,1044,578,260,1659,988,393,297,313,954,950,311,4306,848,1904,782,827,791,291,3025
01/09/2016,14,1487,797,471,1087,2063,2875,2606,2104,1554,668,329,0,0,189,1607,1669,481,402,1109,0,1742,497,767,633,844,450,192,1335,694,278,233,182,435,617,231,3988,630,1780,517,697,739,319,1829
01/09/2016,15,1461,646,495,1274,1826,2773,2534,2194,1388,804,281,0,0,214,1527,1854,570,220,685,0,2040,445,753,633,769,377,209,1311,626,343,247,191,348,521,242,4234,577,1408,440,720,665,257,1717
01/09/2016,16,1572,762,979,2488,2137,2826,2601,2170,1312,1937,479,0,0,268,1733,2496,803,350,552,0,3257,730,771,800,755,387,159,1563,635,285,386,184,332,484,181,4397,572,1945,534,730,740,295,1938
01/09/2016,17,1958,1261,1800,4105,2310,3026,3069,2134,1489,2545,708,0,0,471,2846,4437,1640,659,671,0,4370,936,1157,1085,943,585,200,2366,809,324,563,265,468,630,233,5288,762,2756,696,783,861,331,3381
01/09/2016,18,1574,755,822,1754,2534,2510,2631,1635,985,1159,451,0,0,274,2002,2635,879,390,569,0,2445,479,1091,784,1090,724,186,1744,912,326,284,229,326,405,290,4053,481,2072,476,589,566,269,2393
01/09/2016,19,1118,387,338,645,1922,1949,1782,1069,636,310,209,0,0,104,1491,1291,420,307,383,0,1236,253,1014,243,1041,677,133,1609,878,348,151,106,165,229,266,2977,394,1809,317,319,340,187,1422
01/09/2016,20,1095,217,179,372,1798,1318,1240,546,354,164,131,0,0,85,910,1054,353,99,390,0,787,192,756,272,887,604,100,503,648,429,84,96,116,177,293,2118,220,1044,201,268,238,137,1106
01/09/2016,21,792,139,123,240,1588,1111,783,99,294,97,69,0,0,64,843,872,253,91,352,0,594,158,652,237,640,556,118,542,687,342,70,74,92,187,184,2017,156,1045,158,241,213,97,1034
01/09/2016,22,492,147,103,187,1158,639,451,4,235,44,61,0,0,25,1056,794,259,90,205,0,495,119,502,191,384,421,77,1084,531,222,72,77,78,176,92,1678,282,650,115,104,132,65,690
01/09/2016,23,264,91,85,112,716,389,196,3,96,27,21,0,0,15,435,510,211,156,171,0,244,59,429,112,246,242,40,209,336,122,25,43,57,130,40,1062,73,475,79,58,67,41,500
02/09/2016,0,109,42,23,49,382,247,122,9,47,29,14,0,0,5,170,206,78,49,121,0,143,35,266,64,160,132,17,91,160,54,13,17,21,159,25,542,36,180,26,32,26,22,205
02/09/2016,1,70,13,8,23,239,145,68,37,28,6,2,0,0,2,52,71,22,26,67,0,30,17,224,35,89,124,11,41,149,24,7,18,6,127,14,237,8,88,40,17,7,8,96
02/09/2016,2,41,14,4,12,157,127,54,23,21,1,6,0,0,2,52,45,15,2,54,0,23,8,204,23,65,92,11,27,104,14,1,10,3,16,4,190,6,45,7,11,0,5,65
02/09/2016,3,39,5,0,10,151,73,32,27,7,1,0,0,0,3,47,32,19,3,48,0,22,25,180,26,40,45,9,28,90,11,3,5,4,6,3,132,5,49,7,7,4,2,39
02/09/2016,4,33,13,7,5,62,76,18,8,9,2,3,0,0,1,53,113,21,8,15,0,27,2,93,30,32,7,3,49,60,10,4,7,12,7,2,164,7,41,15,13,8,7,54
02/09/2016,5,33,45,21,110,94,93,35,23,32,65,22,0,0,39,92,209,67,31,62,0,219,33,60,52,19,12,6,74,54,10,13,20,21,11,21,278,23,55,32,9,7,3,154
02/09/2016,6,78,268,200,614,206,225,127,49,100,438,88,0,0,125,301,833,256,139,196,0,728,148,99,196,32,26,30,285,65,30,117,55,98,68,11,786,50,210,134,39,24,15,735
02/09/2016,7,290,785,708,2275,454,462,320,228,437,1440,327,0,0,224,891,2251,551,332,331,0,2015,532,189,396,75,101,73,780,141,87,199,211,202,215,42,1702,271,584,291,92,98,53,1441
02/09/2016,8,678,1782,1767,4715,844,1029,830,577,846,3030,526,131,25,333,1709,4214,1170,535,674,0,3938,1180,323,792,173,131,203,1565,309,188,515,292,537,622,146,3464,673,1433,517,414,389,190,3078
02/09/2016,9,629,1318,1076,2514,802,1254,1094,784,895,1514,387,161,49,173,1243,2117,597,357,800,0,2304,689,366,610,199,188,136,1040,240,149,394,194,610,513,131,3013,621,1117,395,523,532,199,1918
02/09/2016,10,740,732,523,1040,1209,1669,1489,1098,1071,556,211,146,43,136,1278,1330,428,501,940,0,1531,458,486,437,323,205,143,1047,411,263,232,191,369,449,148,2770,537,1080,414,524,520,210,1784
02/09/2016,11,926,804,490,876,1526,2148,1948,1643,1442,523,291,132,32,170,1450,1517,478,433,1119,0,1497,463,589,622,543,356,259,1254,410,239,210,163,334,484,175,3374,536,1444,517,614,519,248,1931
02/09/2016,12,1980,1442,606,1170,2704,3788,3626,3002,2306,1330,702,371,90,579,2323,1978,583,686,1730,0,2451,894,1570,820,1137,813,244,2005,1072,423,328,340,907,998,400,4681,850,2487,1238,896,664,258,3021
02/09/2016,13,1728,1456,678,1238,2859,3696,3628,3252,2361,1125,526,326,75,509,2053,2376,572,494,1659,0,2412,914,1652,863,1134,808,251,1577,1102,360,296,280,975,1054,329,4639,868,2100,722,844,774,266,3333
02/09/2016,14,1562,734,549,1097,2227,2994,3006,2379,1758,752,310,194,35,255,1648,1938,597,387,1174,0,1873,540,979,840,940,780,225,1470,751,398,279,227,445,617,224,4070,543,1758,657,660,650,254,2180
02/09/2016,15,1741,630,567,1265,2205,3128,2938,2357,1565,845,264,185,40,243,1865,2203,654,297,961,0,2276,519,882,1063,885,566,215,1570,695,381,303,218,350,503,269,4693,581,1833,579,697,633,278,2185
02/09/2016,16,1919,876,972,2226,2530,3321,3241,2613,1680,1854,505,199,39,382,2114,2755,846,396,795,0,3198,748,951,1129,1062,486,223,1768,768,312,393,248,342,556,247,4930,548,2260,687,769,739,307,2582
02/09/2016,17,2288,1136,1480,3219,2902,3805,3923,2915,1793,2079,595,279,53,448,3264,4492,1544,570,697,0,3906,917,1269,1351,1351,798,199,2266,1105,361,506,275,479,792,234,5835,741,3275,862,765,709,354,3927
02/09/2016,18,1991,855,675,1375,3396,3577,3605,2204,1385,956,427,417,82,274,2833,2944,856,348,611,0,2677,578,1344,996,1571,1075,185,1989,1275,526,265,235,377,509,321,5214,519,3072,534,540,501,258,3201
02/09/2016,19,1732,530,337,579,2776,2812,2773,1507,975,404,231,407,110,243,2250,1951,532,220,489,0,1597,342,1490,767,1666,1198,149,1869,1318,567,167,210,281,329,424,4180,476,2372,401,253,267,174,2667
02/09/2016,20,1553,333,212,352,2633,2375,2061,1104,593,152,170,208,57,113,1664,1673,462,168,462,0,943,220,1241,588,1555,1173,146,882,1189,650,137,144,190,302,421,3535,356,1663,313,181,146,87,2234
02/09/2016,21,1386,241,143,268,2574,2076,1385,566,506,140,138,179,74,93,1807,1585,466,146,385,0,856,227,1103,564,1337,1020,100,1049,1163,751,82,116,202,240,423,3384,240,438,330,173,166,114,2100
02/09/2016,22,922,250,163,231,1984,1830,672,310,458,112,166,300,36,121,1672,1352,391,118,305,0,876,284,928,402,1024,844,96,1003,950,592,102,158,120,349,273,2780,359,840,275,131,118,71,1873
