Date,Hour,Bourke Street Mall (North),Bourke Street Mall (South),Melbourne Central,Town Hall (West),Princes Bridge,Flinders Street Station Underpass,Birrarung Marr,Webb Bridge,Southern Cross Station,Victoria Point,Waterfront City,New Quay,Flagstaff Station,Sandridge Bridge,State Library,Collins St (North),Collins Place (South),Collins Place (North),Chinatown-Swanston St (North),Chinatown-Lt Bourke St (South),Bourke St-Russell St (West),Flinders St-Elizabeth St (East),Spencer St-Collins St (South),Spencer St-Collins St (North),Melbourne Convention Exhibition Centre,QV Market-Elizabeth St (West),QV Market-Peel St,The Arts Centre,St Kilda Rd-Alexandra Gardens,Lonsdale St (South),Lygon St (West),City Square,Flinders St-Spring St (West),Flinders St-Spark La,Southbank,Queen St (West),Lygon St (East),Flinders St-Swanston St (West),Alfred Place,Lonsdale St-Spring St (West),Grattan St-Swanston St (West),Monash Rd-Swanston St (West),Tin Alley-Swanston St (West),Little Collins St-Swanston St (East),Pelham St (South),Melbourne Central-Elizabeth St (East),QVM-Queen St (East),QVM-Therry St (South),Faraday St-Lygon St (West),QVM-Franklin St (North),Elizabeth St-Lonsdale St (South),Lincoln-Swanston (W),Elizabeth St-La Trobe St (East),Lonsdale St - Elizabeth St (North),Bourke St Bridge,Bourke St - Spencer St (North),RMIT Bld 80 - 445 Swanston Street,Flinders La-Swanston St (West) Temporary,RMIT Building 14
01/07/2019,0,67,37,250,133,79,160,4,9,10,12,25,55,-1,77,79,44,15,7,121,36,161,257,38,121,-1,92,-1,46,17,175,32,undefined,13,11,88,11,5,73,17,16,20,15,12,63,13,91,20,66,17,34,43,23,-1,25,28,73,5,178,54
01/07/2019,1,44,8,109,66,51,61,2,3,7,12,4,7,-1,21,62,21,11,2,60,39,119,99,21,47,-1,66,-1,46,17,152,16,undefined,1,2,47,6,2,51,8,7,11,1,1,60,4,58,13,40,5,13,19,11,-1,18,14,51,-1,148,31
01/07/2019,2,22,20,48,49,27,43,-1,5,1,-1,7,13,-1,9,13,9,8,6,31,17,67,146,7,26,-1,44,-1,17,3,75,9,undefined,1,4,20,5,1,29,5,5,4,3,3,17,2,36,1,55,2,2,21,6,-1,20,4,29,-1,74,9
01/07/2019,3,24,10,68,20,42,39,2,-1,4,-1,5,8,-1,8,23,13,4,5,13,25,67,70,21,12,-1,22,-1,34,3,44,6,undefined,1,2,31,8,1,25,-1,6,4,1,2,8,-1,23,4,39,1,3,8,1,-1,9,6,25,2,43,30
01/07/2019,4,15,23,36,36,47,52,3,5,8,3,5,5,-1,36,11,14,11,2,21,19,45,68,13,27,-1,39,-1,51,3,55,19,undefined,12,4,16,5,8,41,5,8,4,1,1,27,2,34,12,17,8,4,9,6,-1,9,7,41,1,45,15
01/07/2019,5,31,22,79,66,117,248,32,41,92,33,5,22,-1,102,34,41,85,48,24,31,42,203,60,355,-1,53,-1,105,12,44,10,undefined,26,22,93,19,8,105,16,20,15,8,8,64,2,68,7,21,5,15,23,11,-1,27,86,105,1,136,30
01/07/2019,6,120,79,155,205,395,1014,114,113,556,93,13,75,-1,279,99,129,250,187,36,20,69,793,267,1139,-1,106,-1,371,58,80,29,undefined,104,76,591,63,12,399,100,91,41,26,20,159,21,164,47,40,23,21,48,17,-1,80,507,399,8,392,72
01/07/2019,7,269,232,261,407,888,1829,343,318,2204,361,57,175,-1,641,253,388,766,748,70,77,147,1416,724,2233,-1,172,-1,893,119,125,71,undefined,215,135,818,245,40,1216,291,238,82,70,47,422,46,462,118,48,78,72,182,52,-1,136,2013,1216,57,3,244
01/07/2019,8,788,498,647,927,1719,3936,589,540,4217,673,127,379,-1,1454,566,800,2130,1685,180,190,373,2613,1501,4326,-1,510,-1,1634,285,386,131,undefined,546,310,1714,642,107,2419,779,700,294,357,164,916,114,978,248,72,168,99,526,126,-1,350,4352,2419,198,-1,550
01/07/2019,9,1001,711,680,1083,1244,2102,229,289,2570,516,100,269,-1,685,563,908,1329,932,200,191,375,2018,878,2804,-1,487,-1,1137,232,294,147,undefined,393,223,1034,538,141,1514,689,627,262,269,136,764,128,952,172,105,245,135,471,102,-1,331,2914,1514,323,-1,505
01/07/2019,10,1439,1070,804,1481,1476,1251,143,194,873,327,68,152,-1,457,634,1169,727,473,334,234,490,1862,604,1665,-1,484,-1,1477,300,320,185,undefined,216,236,852,490,128,1077,504,483,205,153,82,817,110,1076,239,114,273,151,412,114,-1,378,1132,1077,246,1800,569
01/07/2019,11,2114,1490,1244,2160,1826,1477,152,242,717,288,77,242,-1,485,836,1445,688,399,537,402,737,2482,634,1663,-1,649,-1,1865,482,551,168,undefined,181,219,1152,423,134,1094,509,488,241,162,118,1032,99,1321,307,144,357,151,498,144,-1,509,965,1094,243,2367,628
01/07/2019,12,3511,2637,2330,3240,2286,2111,281,743,1354,524,158,430,-1,685,1347,2193,1499,546,1103,701,1427,3228,1090,2414,-1,1035,-1,2268,574,873,326,undefined,354,337,2192,890,338,1576,1284,886,430,197,145,1895,240,2132,360,241,591,238,865,154,-1,814,2297,1576,381,2970,895
01/07/2019,13,3851,2999,2358,3559,2366,2211,318,559,1178,487,120,370,-1,699,1486,2365,1498,618,1121,853,1591,3720,1051,2439,-1,987,-1,2047,629,984,346,undefined,329,392,2132,875,336,1590,1212,801,376,242,129,2141,212,2292,340,228,691,217,993,233,-1,870,1789,1590,660,3499,1008
01/07/2019,14,3233,2400,2110,3194,2144,1987,241,284,839,295,108,265,-1,647,1410,1714,805,479,992,614,1114,3150,626,2023,-1,688,-1,1861,492,765,295,undefined,244,256,1549,584,249,1089,555,492,287,175,110,1630,151,1799,231,170,485,212,756,209,-1,604,953,1089,358,3279,832
01/07/2019,15,3145,2317,2252,2913,2133,2300,210,287,1307,395,84,328,-1,748,1472,1432,720,568,922,589,1067,3186,565,2399,-1,611,-1,1884,526,760,239,undefined,249,246,1430,514,190,1264,418,393,301,192,126,1517,123,1832,336,121,450,135,743,222,-1,550,1218,1264,306,-1,766
01/07/2019,16,3189,1999,2096,2770,2457,3121,309,389,2962,638,91,266,-1,1083,1691,1346,705,957,839,407,1064,3729,835,3665,-1,572,-1,2086,479,600,218,undefined,387,219,1488,555,175,1954,468,447,323,258,129,1586,146,1968,241,134,459,137,650,220,-1,617,2742,1954,283,-1,779
01/07/2019,17,3164,1819,2350,3113,3695,5176,537,658,4259,917,119,412,-1,1957,1969,1398,1233,1854,980,592,1206,4695,1257,5189,-1,674,-1,3339,488,876,323,undefined,605,380,2434,670,233,2721,633,514,356,345,199,1876,182,2316,303,128,572,205,843,337,-1,837,3841,2721,73,-1,862
01/07/2019,18,2397,1148,2223,2203,2036,2913,313,353,1759,386,81,282,-1,1040,1451,789,691,751,1123,704,1088,3702,650,2853,-1,558,-1,1961,244,775,390,undefined,332,190,1696,361,205,1358,310,287,216,231,119,1255,81,1625,226,124,579,177,515,225,-1,545,1385,1358,38,-1,630
01/07/2019,19,1255,503,1956,1412,914,1551,126,119,412,163,47,149,-1,516,1114,450,221,204,999,628,893,2674,312,1381,-1,479,-1,554,121,807,411,undefined,104,82,911,195,193,617,138,171,157,204,114,947,69,1159,143,110,374,88,398,139,-1,346,425,617,18,-1,499
01/07/2019,20,762,407,1687,1046,1921,1054,65,92,184,71,14,137,-1,297,890,316,170,134,753,508,768,1946,241,846,-1,374,-1,1896,111,672,378,undefined,90,81,648,149,191,401,84,84,92,61,54,820,50,723,112,105,316,97,283,140,-1,268,214,401,18,-1,313
01/07/2019,21,348,200,1195,669,660,841,44,63,73,26,25,106,-1,278,568,277,148,56,560,343,721,1482,205,678,-1,305,-1,541,68,488,280,undefined,49,59,562,115,122,354,96,75,63,49,22,594,33,440,65,75,226,89,275,93,-1,184,105,354,13,-1,237
01/07/2019,22,204,115,767,448,398,622,18,36,74,14,6,38,-1,239,382,98,77,67,301,241,454,1077,125,445,-1,186,-1,262,31,337,184,undefined,52,48,249,50,54,238,54,43,42,39,27,299,16,302,83,104,132,55,103,55,-1,107,106,238,3,-1,164
01/07/2019,23,112,43,368,183,213,434,12,15,27,19,5,18,-1,196,155,71,46,11,114,101,246,604,67,245,-1,131,-1,85,15,184,65,undefined,26,12,144,22,36,176,43,26,17,9,13,131,14,174,22,73,37,27,62,22,-1,66,37,176,7,-1,92
02/07/2019,0,65,31,199,94,76,157,11,12,15,9,4,18,-1,66,59,37,10,1,75,31,157,257,24,116,-1,88,-1,42,18,127,52,undefined,10,12,66,8,7,71,7,20,15,6,3,47,2,86,27,57,20,16,28,31,-1,30,15,71,5,-1,41
02/07/2019,1,36,26,101,82,66,48,6,2,8,14,-1,9,-1,12,28,20,5,4,51,29,77,139,13,30,-1,73,-1,32,2,102,18,undefined,3,4,27,4,9,48,9,5,3,2,3,23,2,64,4,45,4,18,17,12,-1,15,12,48,-1,-1,30
02/07/2019,2,15,10,41,37,31,27,-1,1,2,-1,-1,1,-1,12,10,3,5,6,29,24,82,122,6,31,-1,42,-1,17,6,70,11,undefined,4,2,14,6,3,38,3,2,2,2,3,7,-1,38,19,51,6,8,7,7,-1,15,7,38,-1,-1,11
02/07/2019,3,21,9,35,15,40,23,1,1,5,2,1,1,-1,15,13,6,1,1,22,21,34,75,6,7,-1,32,-1,41,1,24,7,undefined,1,5,22,10,2,12,4,2,5,4,3,7,2,26,5,32,3,8,11,2,-1,11,4,12,1,-1,10
02/07/2019,4,17,12,14,41,41,40,4,3,7,5,-1,1,-1,26,8,26,16,-1,14,6,53,58,9,35,-1,22,-1,36,2,30,13,undefined,8,7,15,3,13,28,8,3,4,4,2,8,3,36,2,20,8,13,6,3,-1,6,4,28,-1,-1,16
02/07/2019,5,44,22,77,96,121,207,26,40,93,28,4,19,-1,82,33,40,94,29,13,12,68,153,55,325,-1,58,-1,88,19,56,10,undefined,25,40,147,17,5,128,16,25,7,4,4,73,5,88,21,32,3,5,39,10,-1,12,73,128,5,-1,28
02/07/2019,6,115,77,174,210,410,1018,114,103,623,77,12,57,-1,314,72,181,222,178,41,28,81,724,242,1119,-1,130,-1,329,51,75,54,undefined,94,88,660,67,11,426,87,111,59,33,24,158,20,207,56,40,17,32,64,24,-1,79,514,426,7,-1,89
02/07/2019,7,310,203,282,465,922,1837,375,302,2363,363,49,154,-1,648,274,499,854,829,78,80,159,1301,781,2460,-1,302,-1,857,161,166,83,undefined,261,147,843,261,38,1260,345,261,88,73,40,448,37,499,129,87,84,73,175,46,-1,141,2108,1260,44,-1,270
02/07/2019,8,771,581,563,940,1666,3963,573,539,4047,646,82,319,-1,1451,618,905,2142,1778,225,179,317,2783,1518,4281,-1,568,-1,1466,268,355,135,undefined,625,282,1627,656,102,2526,767,770,327,322,162,939,128,998,272,141,157,102,567,115,-1,384,4407,2526,146,-1,573
02/07/2019,9,868,617,684,1098,1238,2046,204,275,2593,531,45,217,-1,655,492,902,1259,943,190,182,352,1915,810,2847,-1,589,-1,1178,123,282,129,undefined,453,185,849,521,81,1484,725,594,268,252,117,586,112,832,259,163,195,135,508,165,-1,358,2773,1484,309,-1,559
02/07/2019,10,1281,936,813,1400,1343,1137,100,208,862,332,56,211,-1,412,560,1141,842,492,275,258,396,1791,545,1749,-1,820,-1,1306,299,317,181,undefined,251,191,849,506,98,1044,485,516,269,202,103,782,119,955,322,272,242,172,393,114,-1,382,1106,1044,243,-1,600
02/07/2019,11,1975,1414,1317,2142,1813,1178,161,229,728,274,36,210,-1,427,816,1377,743,432,554,449,617,2085,556,1616,-1,1104,-1,1737,434,472,179,undefined,195,200,1158,453,165,1165,468,485,290,183,112,1051,123,1304,546,382,331,185,533,136,-1,455,1014,1165,233,-1,677
02/07/2019,12,3285,2551,2230,3316,2431,1947,322,704,1463,527,142,482,-1,621,1432,2217,1501,616,1001,931,1315,3220,1082,2367,-1,1797,-1,2057,595,1054,323,undefined,340,366,2351,946,325,1719,1273,866,424,110,147,1924,178,1991,748,548,498,263,866,229,-1,722,2421,1719,361,-1,974
02/07/2019,13,3694,2951,2582,3451,2334,2108,272,530,1210,462,118,438,-1,635,1597,2311,1520,732,1005,977,1390,3464,993,2310,-1,1696,-1,2114,608,919,309,undefined,377,335,2246,915,334,1701,1178,925,525,176,160,2312,-1,2289,727,580,508,293,981,246,-1,898,1849,1701,593,-1,1034
02/07/2019,14,3323,2369,2209,3216,2102,1921,232,271,814,337,61,267,-1,609,1405,1809,844,525,924,656,1187,3244,591,2073,-1,1227,-1,1708,655,817,279,undefined,264,200,1580,645,195,1182,557,540,359,173,110,1681,80,1853,591,350,558,223,800,242,-1,613,1079,1182,289,-1,775
02/07/2019,15,3273,2185,2360,3094,2072,2228,225,263,1320,350,79,280,-1,758,1531,1470,711,566,859,526,994,3407,643,2478,-1,682,-1,1621,576,738,293,undefined,259,218,1426,572,175,1270,510,478,304,211,128,1588,123,1921,448,168,410,157,765,214,-1,508,1328,1270,312,-1,882
02/07/2019,16,3231,2031,2346,3030,2459,3206,323,391,2861,655,117,352,-1,1086,1675,1355,860,1069,926,527,1036,3912,866,3740,-1,601,-1,1950,494,671,212,undefined,468,247,1585,620,184,1924,538,412,306,292,147,1720,119,1994,254,200,411,153,688,200,-1,630,2802,1924,298,-1,840
02/07/2019,17,3313,2032,2691,3242,3391,5234,587,680,4259,849,109,487,-1,1998,2070,1444,1346,1819,1107,666,1229,4932,1276,5196,-1,760,-1,2687,598,924,330,undefined,597,370,2820,762,230,2618,661,536,378,376,203,2037,189,2272,339,152,467,160,905,318,-1,821,3956,2618,125,-1,952
02/07/2019,18,2535,1337,2491,2540,2064,2788,396,427,1740,421,79,323,-1,1028,1662,869,726,805,1182,814,1106,3703,651,2963,-1,692,-1,1657,317,953,411,undefined,355,238,1914,461,218,1456,362,314,181,211,126,1501,96,1790,288,165,491,154,604,204,-1,623,1592,1456,44,-1,778
02/07/2019,19,1537,580,2216,1820,1369,1464,132,181,542,166,77,264,-1,482,1355,476,285,261,1199,725,979,2611,310,1382,-1,491,-1,1074,197,854,429,undefined,117,134,1239,201,229,692,170,177,147,147,102,1108,62,1282,215,94,372,119,582,167,-1,409,437,692,25,-1,553
02/07/2019,20,801,363,1725,1100,1109,1076,61,112,206,114,60,222,-1,377,1021,357,215,137,896,600,852,2134,209,865,-1,412,-1,610,130,751,375,undefined,90,87,874,190,171,464,92,132,105,98,58,902,65,843,151,83,363,133,421,152,-1,300,244,464,31,-1,369
02/07/2019,21,523,255,1388,829,1074,984,56,100,117,69,49,155,-1,387,758,240,119,87,675,460,667,1576,184,799,-1,362,-1,805,102,608,281,undefined,57,78,826,179,109,386,93,116,87,64,41,759,44,596,165,95,284,107,379,122,-1,206,137,386,20,-1,351
02/07/2019,22,264,150,872,546,616,687,52,41,91,43,27,113,-1,279,400,140,120,58,416,351,433,1175,150,523,-1,325,-1,484,59,341,185,undefined,64,42,467,58,54,272,91,54,58,34,19,373,23,342,95,90,141,60,157,65,-1,117,117,272,8,-1,187
02/07/2019,23,141,99,459,229,224,395,16,13,43,19,5,29,-1,176,204,45,54,31,192,126,344,679,50,236,-1,128,-1,97,50,215,109,undefined,20,30,166,25,25,167,54,31,29,16,11,206,24,169,52,44,43,30,68,40,-1,70,51,167,10,-1,93
03/07/2019,0,66,41,252,108,127,168,11,16,11,14,17,22,-1,82,83,31,27,8,106,49,166,237,25,118,-1,96,-1,34,5,114,21,undefined,13,15,80,16,11,84,16,13,7,9,6,73,4,84,26,64,8,14,28,28,-1,41,35,84,7,-1,51
03/07/2019,1,30,25,123,70,42,40,9,2,8,4,4,19,-1,24,62,14,12,7,33,22,92,100,29,33,-1,58,-1,30,7,105,25,undefined,13,5,48,8,8,47,1,11,10,5,3,42,5,52,4,30,8,7,28,13,-1,32,12,47,3,-1,46
03/07/2019,2,15,21,64,27,34,28,3,2,7,2,2,15,-1,15,30,25,3,3,51,22,83,84,11,33,-1,41,-1,20,8,40,13,undefined,5,15,31,8,1,42,3,7,6,2,2,28,2,28,9,34,10,1,13,-1,-1,11,2,42,1,-1,26
03/07/2019,3,12,15,43,31,47,19,2,2,1,4,2,5,-1,5,28,14,10,5,27,17,69,71,28,12,-1,33,-1,34,1,38,1,undefined,1,4,9,4,1,12,2,1,1,-1,-1,15,1,43,3,28,2,4,8,5,-1,8,9,12,1,-1,30
03/07/2019,4,7,15,34,27,47,43,8,5,6,8,6,6,-1,26,14,3,11,-1,14,9,98,68,17,33,-1,39,-1,55,8,19,15,undefined,12,3,16,2,10,19,7,6,-1,-1,-1,21,1,32,8,19,10,2,2,1,-1,11,11,19,-1,-1,16
03/07/2019,5,62,18,105,83,135,245,43,51,89,33,8,20,-1,96,44,37,99,27,21,16,40,199,57,323,-1,51,-1,123,22,38,8,undefined,23,35,129,16,4,112,20,20,14,2,2,47,1,80,20,44,3,9,22,8,-1,12,107,112,5,-1,26
03/07/2019,6,106,85,192,178,390,999,117,116,588,97,21,81,-1,302,96,164,264,189,38,23,64,847,264,1123,-1,101,-1,372,83,81,40,undefined,93,80,666,61,10,439,97,90,46,32,22,156,23,251,58,50,22,42,56,36,-1,68,586,439,6,-1,96
03/07/2019,7,309,203,297,425,899,1854,341,309,2111,381,35,158,-1,644,280,409,867,781,95,99,142,1504,703,2246,-1,398,-1,871,168,166,81,undefined,246,145,950,227,48,1258,325,278,86,66,39,475,34,468,120,49,68,67,177,68,-1,128,2018,1258,44,-1,247
03/07/2019,8,810,567,592,949,1793,3768,550,522,4195,641,91,343,-1,1398,532,966,2139,1793,178,180,293,2668,1473,4282,-1,989,-1,1707,300,333,155,undefined,579,326,1851,707,84,2479,807,800,265,283,169,901,130,1014,247,86,171,123,555,189,-1,359,4804,2479,182,-1,610
03/07/2019,9,893,660,760,1121,1360,2084,225,277,2294,525,68,220,-1,688,609,967,1319,874,196,212,302,1900,804,2760,-1,930,-1,1307,172,346,159,undefined,512,224,1221,496,84,1495,738,529,276,274,138,688,151,896,228,94,180,126,542,137,-1,320,3152,1495,360,-1,549
03/07/2019,10,1176,1038,757,1520,2121,1201,119,192,834,289,49,251,-1,392,600,1101,850,589,288,309,451,1768,498,1650,-1,913,-1,1943,254,378,147,undefined,231,201,996,465,97,1046,490,570,199,154,63,765,107,960,283,158,284,186,416,86,-1,414,1124,1046,216,-1,568
03/07/2019,11,1785,1477,1414,2256,2235,1393,170,220,757,269,51,246,-1,507,845,1433,729,489,564,480,824,2135,543,1639,-1,1150,-1,1943,505,579,158,undefined,246,195,1250,441,149,1114,520,684,240,147,98,1169,138,1349,290,188,309,195,485,114,-1,456,1087,1114,204,-1,590
03/07/2019,12,3049,2792,2224,3376,3183,2244,384,654,1535,540,140,424,-1,736,1373,2335,1585,630,988,973,1499,3171,1080,2550,-1,1684,-1,3145,681,1028,293,undefined,320,360,2500,964,260,1857,1275,1021,375,265,158,1996,228,2306,452,269,514,244,857,171,-1,701,2522,1857,376,-1,861
03/07/2019,13,3549,3449,2495,3795,3131,2231,341,585,1292,447,143,512,-1,703,1736,2448,1636,837,1051,902,1516,3581,992,2552,-1,1181,-1,2933,688,1087,325,undefined,370,380,2583,859,301,1780,1235,1216,433,189,141,2350,184,2504,401,277,495,302,1110,201,-1,869,2168,1780,602,-1,956
03/07/2019,14,3041,2494,2250,3313,2673,1956,193,324,869,297,98,385,-1,619,1507,1939,868,524,999,623,1177,3211,671,1990,-1,792,-1,2412,656,800,269,undefined,269,188,1860,670,183,1277,587,550,264,160,102,1806,118,1900,332,223,487,228,810,148,-1,555,1219,1277,333,1256,842
03/07/2019,15,2806,2530,2367,3234,2454,2168,240,290,1233,322,115,312,-1,774,1715,1567,810,635,943,519,1079,3346,648,2420,-1,670,-1,2123,548,726,266,undefined,220,172,1719,515,211,1399,457,479,292,168,130,1620,121,2060,370,203,418,197,679,149,-1,583,1308,1399,304,3368,802
03/07/2019,16,2875,2436,2262,3119,3416,2931,321,390,2824,607,70,340,-1,1024,1739,1421,794,1124,845,524,1068,3742,788,3635,-1,842,20,3019,608,742,273,undefined,385,191,1892,576,165,2013,504,598,290,267,97,1729,118,2083,722,237,469,203,699,191,-1,630,2994,2013,305,3600,853
03/07/2019,17,3370,2229,2762,3548,3333,5089,529,689,4110,838,105,476,-1,1969,2020,1481,1296,1677,1020,718,1307,4936,1241,5110,-1,1667,321,2746,610,1013,415,undefined,584,356,2874,767,249,2665,627,622,396,397,210,2086,141,2618,1576,904,480,303,899,297,-1,824,4073,2665,179,3976,1018
03/07/2019,18,2515,1372,2754,2615,2193,2792,345,360,1738,429,107,378,-1,1053,1653,941,800,841,1231,953,1215,3914,638,2884,-1,2397,447,1917,401,1021,449,undefined,330,198,1871,491,217,1460,390,511,199,202,123,1468,126,2046,2371,1646,554,406,621,225,-1,620,1667,1460,33,2874,846
03/07/2019,19,1404,699,2441,1712,1399,1692,149,166,560,221,59,293,-1,559,1318,469,271,320,1101,744,1058,2872,316,1382,-1,2340,555,1558,186,833,507,undefined,130,93,1298,285,185,709,171,231,141,173,122,1170,48,1527,2217,1559,445,446,483,156,-1,444,636,709,15,1978,632
03/07/2019,20,793,390,2050,1293,971,1300,76,90,303,89,80,309,-1,449,1111,364,209,137,961,735,931,2327,272,1032,-1,1730,458,434,113,842,548,undefined,94,86,1070,182,211,521,101,164,118,105,69,1089,70,1037,1509,1166,372,335,374,191,-1,346,289,521,17,1506,480
03/07/2019,21,515,240,1532,931,1131,1102,69,118,108,71,42,165,-1,396,726,264,147,98,734,475,749,1997,194,835,-1,985,235,952,119,619,377,undefined,45,28,789,162,164,359,99,122,80,60,47,759,40,689,766,604,300,236,347,104,-1,239,148,359,16,1281,404
03/07/2019,22,253,190,916,604,719,683,37,50,95,43,15,85,-1,276,424,138,88,97,375,360,556,1349,151,606,-1,592,119,513,61,477,260,undefined,54,63,411,92,79,289,88,344,53,52,45,416,24,444,351,266,141,85,193,81,-1,122,121,289,10,777,232
03/07/2019,23,65,52,568,252,232,491,19,38,57,31,5,24,-1,196,188,54,35,28,212,105,235,672,52,311,-1,203,43,123,32,238,79,undefined,22,10,232,69,19,190,51,43,25,15,11,143,18,259,93,112,42,46,90,20,-1,52,64,190,7,391,110
04/07/2019,0,32,34,261,118,99,174,5,13,7,11,6,18,-1,60,92,38,18,9,66,59,216,252,34,85,-1,130,19,41,12,138,29,undefined,7,12,92,24,7,111,17,16,11,7,6,84,4,101,26,74,7,21,41,20,-1,34,30,111,5,165,66
04/07/2019,1,17,34,153,84,35,47,4,2,6,16,3,8,-1,17,44,9,7,6,76,37,145,159,19,55,-1,58,12,17,4,121,17,undefined,5,6,41,9,11,49,16,8,9,3,2,45,2,55,18,47,-1,22,24,15,-1,24,17,49,3,98,27
04/07/2019,2,27,18,44,26,70,38,4,4,4,1,-1,5,-1,17,23,16,18,5,30,13,98,85,21,21,-1,58,11,22,2,50,10,undefined,2,3,25,8,1,35,1,2,2,-1,1,19,-1,35,9,65,2,10,11,7,-1,16,12,35,3,36,14
04/07/2019,3,12,10,43,30,16,30,6,3,-1,3,7,3,-1,5,24,11,8,7,27,18,73,75,6,11,-1,33,8,38,5,35,2,undefined,3,1,12,7,3,21,2,6,4,3,3,13,1,33,4,36,-1,10,16,4,-1,10,5,21,-1,35,25
04/07/2019,4,4,14,24,26,63,44,19,6,6,2,1,6,-1,31,15,8,5,5,12,14,38,101,9,14,-1,47,4,58,3,33,14,undefined,6,2,17,14,7,30,8,8,4,3,-1,23,1,44,5,21,7,3,9,3,-1,6,6,30,-1,40,18
04/07/2019,5,27,18,82,65,103,225,30,54,94,29,6,17,-1,80,48,25,76,39,28,12,41,170,53,305,-1,77,6,102,22,42,7,undefined,27,30,124,33,14,127,34,18,12,2,2,35,4,75,14,22,8,9,12,8,-1,22,83,127,4,153,36
04/07/2019,6,139,113,167,210,343,1017,124,93,584,97,10,56,-1,289,70,147,219,175,40,30,94,755,232,1070,-1,126,32,373,101,87,38,undefined,84,54,658,70,11,394,144,98,43,30,18,162,20,173,68,39,18,49,48,31,-1,74,542,394,9,418,79
04/07/2019,7,313,219,282,444,850,1756,345,318,2265,368,33,152,-1,640,243,404,824,756,107,105,169,1503,753,2343,-1,331,95,953,184,191,86,undefined,252,123,963,233,37,1292,359,275,95,66,38,459,50,542,157,108,55,63,179,58,-1,137,2110,1292,47,926,241
04/07/2019,8,717,556,590,880,1724,4006,546,529,4065,630,120,353,-1,1365,516,861,1987,1657,178,204,343,2525,1418,4385,-1,669,174,1542,274,462,108,undefined,518,261,1909,648,101,2286,780,701,238,268,153,834,138,964,305,172,139,118,528,123,-1,391,4491,2286,173,1651,511
04/07/2019,9,859,662,646,1088,1300,2175,194,283,2574,488,31,225,-1,662,515,924,1311,950,160,195,398,1820,916,2777,-1,687,121,1171,155,295,140,undefined,401,181,1045,521,99,1620,756,611,193,205,98,688,114,906,219,216,213,125,470,156,-1,353,2770,1620,239,1557,566
04/07/2019,10,1121,959,805,1526,1577,1251,108,169,806,302,53,163,-1,419,597,1166,777,476,233,251,440,1824,531,1787,-1,842,180,1431,286,340,157,undefined,222,144,897,438,145,1076,531,586,239,184,81,727,95,1025,384,293,330,146,440,85,-1,415,1168,1076,203,1852,506
04/07/2019,11,1756,1687,1171,2223,1867,1313,124,214,829,287,70,271,-1,468,842,1472,734,438,466,469,741,2047,509,1781,-1,1094,198,1712,383,540,192,undefined,216,172,1191,529,138,1238,514,560,194,159,92,1004,102,1367,488,389,389,229,545,110,-1,455,1098,1238,186,2461,514
04/07/2019,12,3081,2881,2025,3218,2268,2187,298,607,1519,558,137,431,-1,689,1275,2295,1430,612,862,900,1525,3126,1063,2546,-1,1705,314,2264,535,1094,344,undefined,342,305,2299,971,275,1884,1280,959,409,259,122,1805,196,2077,678,521,471,372,884,192,-1,752,2558,1884,377,3125,854
04/07/2019,13,3532,3205,2370,3710,2568,2329,313,565,1439,466,135,468,-1,703,1636,2387,1492,670,1002,1035,1642,3719,1071,2556,-1,1718,335,2345,717,1061,364,undefined,378,388,2386,886,318,1941,1276,971,408,280,140,2229,200,2400,703,561,521,282,1001,175,-1,896,2131,1941,482,3639,892
04/07/2019,14,3094,2603,2210,3207,2605,2021,266,346,902,299,112,340,-1,683,1476,1958,923,536,910,763,1263,3279,684,2121,-1,1155,306,2093,708,831,306,undefined,282,270,2009,643,261,1416,660,558,303,243,119,1936,122,2017,643,400,444,248,876,176,-1,668,1301,1416,246,3438,758
04/07/2019,15,2938,2402,2286,3285,2578,2414,280,304,1299,375,104,304,-1,885,1521,1612,706,581,872,592,1132,3519,707,2533,-1,772,202,2090,665,712,282,undefined,267,266,1858,510,212,1426,488,494,283,247,116,1752,116,2026,440,214,425,224,699,186,-1,546,1356,1426,244,3442,775
04/07/2019,16,3031,2418,2167,3214,2717,3393,464,455,2742,587,132,455,-1,1258,1729,1645,768,1028,929,482,1145,3976,950,3583,-1,796,224,2142,624,792,269,undefined,426,299,2109,640,214,2102,547,456,306,254,158,1820,124,2209,317,218,413,188,739,205,-1,674,2660,2102,233,3506,837
04/07/2019,17,3483,2208,2743,3737,3774,5409,598,646,4180,888,124,494,-1,1941,2043,1583,1331,1624,1152,727,1385,4943,1297,5107,-1,692,222,2903,624,1105,327,undefined,626,389,2932,805,245,2594,702,656,406,334,218,2141,162,2485,321,170,481,171,912,344,-1,827,3924,2594,111,4225,931
04/07/2019,18,2919,1756,2658,3020,2991,3101,374,385,1864,450,82,409,-1,1064,1652,1102,882,814,1278,915,1235,3843,731,3042,-1,706,181,2541,347,1044,328,undefined,317,200,2169,516,270,1526,403,509,197,217,127,1623,102,2012,277,152,579,154,673,207,-1,672,1656,1526,47,3340,767
04/07/2019,19,1913,993,2180,1981,2011,1781,346,176,573,195,79,333,-1,531,1357,589,414,301,1157,884,1181,2867,377,1467,-1,630,136,2149,288,932,429,undefined,136,168,1631,255,267,701,240,252,128,149,80,1170,63,1402,202,169,498,187,560,159,-1,418,566,701,19,2184,528
