Date,Hour,Bourke Street Mall (North),Bourke Street Mall (South),Melbourne Central,Town Hall (West),Princes Bridge,Flinders Street Station Underpass,Birrarung Marr,Webb Bridge,Southern Cross Station,Victoria Point,Waterfront City,New Quay,Flagstaff Station,Sandridge Bridge,State Library,Collins St (North),Collins Place (South),Collins Place (North),Chinatown-Swanston St (North),Chinatown-Lt Bourke St (South),Bourke St-Russell St (West),Flinders St-Elizabeth St (East),Spencer St-Collins St (South),Spencer St-Collins St (North),Melbourne Convention Exhibition Centre,QV Market-Elizabeth St (West),QV Market-Peel St,The Arts Centre,St Kilda Rd-Alexandra Gardens,Lonsdale St (South),Lygon St (West),City Square,Flinders St-Spring St (West),Flinders St-Spark La,Southbank,Queen St (West),Lygon St (East),Flinders St-Swanston St (West),Alfred Place,Lonsdale St-Spring St (West),Grattan St-Swanston St (West),Monash Rd-Swanston St (West),Tin Alley-Swanston St (West),Little Collins St-Swanston St (East),Flinders La-Swanston St (West),Pelham St (South),Melbourne Central-Elizabeth St (East),QVM-Queen St (East),QVM-Therry St (South),Faraday St-Lygon St (West),QVM-Franklin St (North),Elizabeth St-Lonsdale St (South),Lincoln-Swanston (W),Elizabeth St-La Trobe St (East),Lonsdale St - Elizabeth St (North),Bourke St Bridge,Bourke St - Spencer St (North),RMIT Bld 80 - 445 Swanston Street,Flinders La-Swanston St (West) Temporary
08/03/2019,12,3317,2774,2712,3314,833,2376,-1,561,1701,534,-1,392,-1,734,1940,2237,1716,648,1245,819,1425,3284,1017,2736,1099,1824,348,1590,1807,1121,330,undefined,385,328,2614,970,301,1823,1250,868,1166,748,294,-1,-1,434,2156,708,577,455,344,952,507,-1,805,2444,1823,3407,3067
08/03/2019,13,3621,3135,2750,3549,809,2512,-1,521,1553,409,29,331,-1,804,2025,2086,1778,637,1205,804,1518,3551,940,2898,1234,1862,246,1495,1967,1095,328,undefined,394,379,2905,1054,238,1892,1255,809,1412,1076,301,-1,-1,505,2393,637,529,552,332,1061,652,-1,955,2102,1892,3179,3101
08/03/2019,14,3132,2454,2721,3222,933,2573,-1,317,1092,306,35,253,-1,662,1953,1712,1025,601,1101,612,1037,3252,673,2554,1213,1396,241,1440,1935,789,316,undefined,304,277,2278,724,209,1326,508,490,1110,864,258,-1,-1,297,2028,558,406,506,321,894,486,-1,638,1306,1326,3222,3125
08/03/2019,15,2860,2357,2654,3184,935,2661,-1,408,1430,190,-1,330,-1,738,2067,1547,846,534,973,552,947,3239,611,2835,1280,1158,269,1289,1911,754,285,undefined,278,270,2087,612,185,1517,501,493,1081,924,191,-1,-1,280,2029,598,271,395,233,745,508,-1,591,1383,1517,2824,3376
08/03/2019,16,3347,2612,3071,3429,2003,3184,-1,452,3042,541,-1,357,-1,1099,2465,1603,904,1046,1102,541,1109,3648,891,3919,1314,1031,248,1500,1517,929,247,undefined,407,299,2628,676,207,2072,537,446,884,660,184,-1,-1,235,2203,432,240,445,215,877,506,-1,736,2720,2072,3090,3841
08/03/2019,17,4006,2403,3814,4011,3496,4217,-1,648,3312,584,-1,486,-1,1463,3254,1625,1232,1361,1294,751,1291,4564,1040,4252,1711,959,234,2414,1910,1218,326,undefined,388,373,3881,829,274,2541,684,704,1071,409,297,-1,-1,314,2647,341,177,564,188,1007,637,-1,904,3145,2541,2739,4525
08/03/2019,18,3709,2346,5053,4730,4339,3254,-1,430,1419,260,-1,604,-1,1055,3237,1282,788,632,1715,1099,1542,3738,576,2855,1374,850,245,3024,2673,1337,480,undefined,215,224,3254,606,259,1766,386,568,548,240,111,-1,-1,210,2402,329,126,604,228,838,507,-1,809,1359,1766,3000,4772
08/03/2019,19,3129,1813,3428,2934,2700,2135,-1,299,569,153,-1,498,-1,720,2297,937,425,347,1770,1548,1437,2945,347,1903,1107,764,200,1652,2395,1347,671,undefined,182,214,3238,456,337,1088,259,622,280,90,85,-1,-1,127,1756,268,128,712,204,820,266,-1,625,644,1088,1813,3465
08/03/2019,20,2457,1144,3196,2533,2356,1857,-1,208,293,110,-1,442,-1,621,1829,588,313,179,1615,1218,1340,2650,296,1117,943,740,167,904,2988,1210,688,undefined,109,153,2660,411,373,737,106,287,300,81,115,-1,-1,68,1514,273,128,799,159,774,233,-1,576,387,737,2412,3116
08/03/2019,21,1413,640,3105,2176,2527,1718,-1,178,207,91,-1,386,-1,698,1671,468,260,119,1293,1044,1271,2442,166,1046,827,653,156,879,3659,1205,712,undefined,130,174,2726,455,359,592,104,241,209,71,58,-1,-1,62,1239,220,88,575,158,639,213,-1,460,418,592,1732,3106
08/03/2019,22,646,413,2363,1918,2651,1517,-1,113,157,86,-1,298,-1,672,1127,443,215,141,1128,1399,1125,2159,227,894,535,524,116,1029,2379,1183,580,undefined,113,175,2127,461,287,537,135,388,145,34,31,-1,-1,63,840,168,122,449,130,513,144,-1,313,212,537,1000,2671
08/03/2019,23,415,406,1927,1425,1314,1200,-1,72,88,34,-1,179,-1,484,725,319,162,115,756,670,880,1776,170,701,273,386,119,434,843,859,360,undefined,62,145,1519,384,127,442,80,132,68,41,37,-1,-1,54,725,126,142,177,119,482,126,-1,257,147,442,781,1893
09/03/2019,0,259,162,1041,781,692,858,-1,42,27,17,-1,114,-1,377,366,144,70,62,490,354,648,996,76,391,200,243,59,175,164,599,186,undefined,40,38,561,321,69,259,27,93,34,35,29,-1,-1,13,411,72,131,69,66,317,33,-1,132,70,259,488,933
09/03/2019,1,258,181,714,499,339,459,-1,23,27,3,-1,31,-1,232,270,66,41,22,293,276,539,602,51,171,149,190,21,94,77,559,96,undefined,35,30,264,313,26,142,15,62,21,13,16,-1,-1,11,319,37,112,23,32,314,38,-1,82,35,142,300,583
09/03/2019,2,149,91,388,334,175,234,-1,12,31,16,-1,13,-1,134,154,69,28,21,202,225,359,412,50,106,49,152,37,84,46,359,41,undefined,15,13,134,259,11,109,12,16,19,3,5,-1,-1,2,240,42,81,12,30,143,41,-1,75,37,109,176,547
09/03/2019,3,89,62,314,202,136,196,-1,10,15,6,-1,12,-1,128,107,24,12,11,196,236,364,433,39,72,59,149,8,72,27,318,19,undefined,9,10,71,177,13,57,4,12,14,10,9,-1,-1,5,244,19,66,5,24,96,15,-1,62,16,57,193,319
09/03/2019,4,73,62,155,122,79,166,-1,9,15,4,-1,4,-1,119,70,28,21,3,109,136,224,225,20,60,36,97,13,38,16,150,22,undefined,17,10,67,92,4,35,2,10,2,1,-1,-1,-1,-1,113,13,36,4,22,52,3,-1,24,23,35,70,224
09/03/2019,5,51,40,105,105,93,104,-1,12,22,13,-1,12,-1,53,35,30,23,9,58,107,194,144,36,118,36,75,15,62,17,104,16,undefined,4,12,77,18,12,44,12,15,12,4,5,-1,-1,2,109,17,41,17,10,18,7,-1,8,12,44,50,181
09/03/2019,6,42,33,90,97,113,215,-1,57,39,17,-1,35,-1,103,38,23,36,12,41,45,97,205,34,269,88,97,45,70,50,108,17,undefined,32,23,208,30,4,104,16,32,50,14,8,-1,-1,10,121,57,45,14,13,23,8,-1,15,32,104,64,208
09/03/2019,7,102,81,145,193,170,375,-1,97,53,20,-1,80,-1,136,101,91,90,33,53,80,64,461,40,573,209,231,67,137,122,49,23,undefined,67,25,447,51,10,237,52,37,16,13,9,-1,-1,17,205,116,67,17,46,54,13,-1,39,56,237,112,330
09/03/2019,8,301,217,323,431,343,540,-1,120,104,79,-1,122,-1,226,184,211,144,80,136,53,93,1158,132,764,267,461,191,305,175,125,69,undefined,59,55,820,103,62,388,80,77,70,73,47,-1,-1,28,319,249,135,89,65,136,72,-1,148,168,388,218,682
09/03/2019,9,766,532,508,928,804,829,-1,158,145,85,-1,227,-1,343,348,499,204,96,180,137,175,1540,226,1177,497,742,230,783,603,223,126,undefined,97,106,1314,137,96,544,160,124,104,110,67,-1,-1,46,695,378,223,207,197,315,91,-1,223,191,544,521,1352
09/03/2019,10,1498,1125,953,1636,1461,1264,-1,283,140,113,-1,317,-1,442,618,800,173,141,475,239,376,1798,237,1587,697,1154,392,1015,1080,375,146,undefined,113,158,1850,209,131,836,137,147,140,187,80,-1,-1,90,1092,757,402,366,244,350,136,-1,355,339,836,575,2038
09/03/2019,11,2253,1717,1440,2405,2039,1562,-1,279,144,71,-1,353,-1,495,906,1105,305,156,832,652,577,2260,279,1644,1006,1677,411,1361,1850,584,171,undefined,130,140,2237,196,175,1032,188,273,188,128,95,-1,-1,95,1513,884,636,448,271,504,154,-1,489,333,1032,754,2664
09/03/2019,12,2887,2252,2284,3182,2822,1817,-1,243,167,100,-1,448,-1,598,1419,1210,259,184,1262,881,856,2823,213,1728,1196,2146,533,1994,2542,781,259,undefined,151,144,2772,210,208,929,140,282,267,264,99,-1,-1,115,1872,1097,734,561,323,620,182,-1,561,477,929,1073,3486
09/03/2019,13,3333,2637,2708,3503,3258,1950,-1,274,171,75,-1,397,-1,622,1672,1380,326,224,1448,828,1006,3178,268,1492,1413,2127,457,2573,2965,950,300,undefined,137,170,3306,231,204,928,136,403,261,298,110,-1,-1,137,2066,1021,730,588,367,859,198,-1,677,793,928,959,3936
09/03/2019,14,3702,2883,2852,3699,3230,2150,-1,304,129,92,-1,480,-1,718,1925,1473,274,208,1385,729,1087,3274,270,1389,1542,1865,506,2010,3458,883,455,undefined,156,163,3617,206,228,878,151,220,272,274,88,-1,-1,122,2176,959,610,563,341,748,222,-1,610,596,878,1078,3752
09/03/2019,15,4053,3034,2977,3828,3560,2388,-1,306,160,87,-1,533,-1,761,1959,1438,316,182,1446,693,1194,3380,317,1535,1655,1442,373,2393,3787,940,410,undefined,148,186,3662,239,207,909,134,178,212,218,76,-1,-1,117,2265,799,400,597,349,682,245,-1,572,1146,909,1101,4126
09/03/2019,16,4151,2881,2981,3668,3859,2434,-1,333,143,97,-1,603,-1,870,2054,1191,352,216,1323,640,1298,3601,310,1757,1616,983,283,2553,3650,962,431,undefined,147,241,3555,261,212,985,163,326,245,205,96,-1,-1,129,2090,483,241,689,214,717,239,-1,484,2204,985,1549,3998
09/03/2019,17,3728,2374,3133,3455,3657,2248,-1,281,179,88,-1,572,-1,782,2212,1040,445,177,1531,745,1274,3148,328,1679,1664,763,241,1909,3636,937,496,undefined,159,241,3375,326,236,986,150,306,256,150,85,-1,-1,137,2054,344,153,630,181,776,222,-1,551,1001,986,1179,3964
09/03/2019,18,3178,1798,3235,2933,3522,2234,-1,268,256,86,-1,820,-1,782,2031,743,426,130,1637,1066,1596,2832,281,1793,1794,751,208,1459,3671,1121,680,undefined,191,243,3945,270,332,1276,210,371,153,46,72,-1,-1,128,1769,331,160,684,241,664,185,-1,541,2492,1276,1104,3603
09/03/2019,19,2489,1125,3477,2676,3540,2158,-1,241,147,83,-1,768,-1,765,1840,718,341,109,1800,1253,1639,2815,278,1358,1378,844,170,1611,4051,1305,851,undefined,194,253,4543,244,429,924,201,253,155,35,73,-1,-1,84,1712,264,139,805,223,683,181,-1,666,894,924,1391,3625
09/03/2019,20,1468,628,3340,2270,3287,1883,-1,145,168,88,-1,610,-1,796,1735,546,341,137,1500,1124,1571,2883,261,1108,743,689,181,1152,4292,1314,1006,undefined,220,298,4394,337,459,620,134,251,165,43,57,-1,-1,80,1294,235,152,804,158,648,175,-1,506,918,620,1225,3375
09/03/2019,21,941,430,2774,2092,3913,2005,-1,153,113,123,-1,557,-1,806,1416,458,232,92,1252,931,1353,2550,224,1030,684,655,133,1174,3323,1155,1146,undefined,191,221,4172,241,543,764,90,189,124,48,57,-1,-1,47,981,179,145,666,142,606,151,-1,368,1520,764,1114,3297
09/03/2019,22,812,558,2642,2233,4334,2224,-1,148,115,122,-1,496,-1,930,1157,485,229,117,1165,951,1153,2853,291,1022,1513,550,129,1413,3204,1234,990,undefined,170,269,4175,483,384,544,122,440,83,37,39,-1,-1,57,1067,190,176,494,175,635,121,-1,342,279,544,1092,3372
09/03/2019,23,523,340,2094,1482,2357,1680,-1,60,75,54,-1,310,-1,682,762,345,141,92,796,1099,1053,1965,166,771,509,373,105,574,1884,1021,543,undefined,112,171,2590,485,120,418,77,128,51,27,32,-1,-1,34,805,120,109,164,122,625,76,-1,251,158,418,817,2243
10/03/2019,0,372,219,1388,846,918,889,-1,43,52,56,-1,118,-1,459,369,209,73,43,534,581,860,1339,162,398,241,248,59,263,283,810,285,undefined,48,64,809,364,43,302,41,105,42,19,16,-1,-1,17,494,63,82,77,80,410,52,-1,164,81,302,397,1563
10/03/2019,1,259,178,724,805,526,579,-1,18,27,32,-1,42,-1,331,248,94,37,23,377,259,725,852,96,229,171,183,31,137,108,587,115,undefined,31,34,456,270,30,166,12,54,19,10,11,-1,-1,8,311,26,78,11,61,330,22,-1,94,47,166,235,1023
10/03/2019,2,116,109,527,435,207,381,-1,9,38,18,-1,28,-1,238,180,82,36,29,232,191,577,746,91,200,90,158,14,98,61,495,54,undefined,22,20,235,260,18,122,9,28,14,9,3,-1,-1,6,237,19,66,7,32,220,22,-1,72,40,122,186,732
10/03/2019,3,128,102,438,333,279,238,-1,7,27,23,-1,7,-1,165,169,58,25,12,128,185,481,456,42,134,45,129,26,67,32,356,49,undefined,9,24,155,169,17,84,12,17,11,8,9,-1,-1,1,193,32,45,9,13,168,19,-1,72,28,84,209,474
10/03/2019,4,63,47,145,147,130,214,-1,10,8,22,-1,14,-1,131,49,26,7,6,100,97,285,293,37,54,35,91,12,52,18,121,24,undefined,14,7,73,50,12,51,7,4,2,4,6,-1,-1,1,113,15,57,11,11,46,12,-1,31,23,51,111,288
10/03/2019,5,53,43,138,102,112,136,-1,4,14,10,-1,5,-1,121,61,33,30,12,61,108,187,261,30,82,33,44,2,61,21,244,6,undefined,4,14,85,23,7,40,14,8,7,2,1,-1,-1,4,120,8,28,6,8,81,9,-1,20,13,40,100,222
10/03/2019,6,52,26,95,132,90,205,-1,20,34,5,-1,23,-1,110,41,35,18,7,36,47,77,337,42,132,48,80,14,114,47,102,15,undefined,41,18,135,10,8,55,19,12,9,3,2,-1,-1,5,87,31,28,9,15,27,13,-1,18,28,55,68,256
10/03/2019,7,51,56,170,192,173,260,-1,80,37,24,-1,75,-1,120,63,48,56,26,42,66,87,430,44,378,118,181,40,222,123,71,30,undefined,41,35,346,54,13,154,30,26,30,6,6,-1,-1,7,164,62,64,29,43,46,16,-1,47,56,154,87,269
10/03/2019,8,184,142,222,275,237,440,-1,114,88,55,-1,156,-1,185,159,156,145,39,54,60,76,567,87,693,223,344,68,347,205,145,40,undefined,65,61,693,76,25,263,68,73,60,36,22,-1,-1,24,259,146,104,60,117,111,61,-1,119,111,263,134,429
10/03/2019,9,627,390,478,714,862,748,-1,158,129,66,-1,302,-1,332,319,343,180,87,149,130,190,1120,165,966,427,706,145,878,511,198,114,undefined,111,95,1220,134,74,438,136,110,102,88,59,-1,-1,68,593,334,215,121,173,224,72,-1,189,178,438,311,907
10/03/2019,10,1247,988,927,1431,1594,1243,-1,230,132,100,-1,496,-1,435,578,706,282,156,406,354,392,1544,262,1212,808,1176,320,1360,2094,461,201,undefined,116,195,2376,150,101,659,154,194,114,142,97,-1,-1,85,906,581,393,258,227,313,141,-1,312,234,659,508,1829
10/03/2019,11,2107,1561,1523,1992,2434,1622,-1,274,136,71,-1,528,-1,562,980,896,321,149,709,529,593,2175,235,1289,1162,1587,359,1920,3673,494,257,undefined,170,229,3340,165,147,757,157,211,148,140,104,-1,-1,88,1328,877,546,374,297,426,105,-1,425,236,757,676,2637
10/03/2019,12,2739,2005,2256,2872,3426,1851,-1,301,154,74,-1,479,-1,642,1305,1137,365,190,1236,914,977,2521,245,1323,1522,1927,459,2402,3885,777,361,undefined,172,261,3836,216,270,753,124,310,236,111,113,-1,-1,111,1730,1129,568,500,371,561,164,-1,506,295,753,862,3505
10/03/2019,13,3318,2557,2767,3328,4420,2272,-1,323,147,58,-1,611,-1,787,1674,1296,377,203,1472,1011,1177,3014,215,1117,1922,2237,540,2685,3424,969,337,undefined,138,278,4724,167,219,817,164,421,312,73,62,-1,-1,141,2076,1221,725,587,382,859,164,-1,651,272,817,1053,3944
10/03/2019,14,3562,2977,2767,3786,4622,2446,-1,308,121,50,-1,493,-1,772,1760,1455,473,209,1348,882,1120,3051,251,1351,1895,1841,548,2756,3680,1088,415,undefined,122,260,5157,242,224,770,165,246,380,87,113,-1,-1,148,2028,1141,474,603,381,753,138,-1,586,289,770,992,4629
10/03/2019,15,3463,2715,2715,3475,3717,2212,-1,366,129,67,-1,390,-1,769,1809,1259,374,141,1224,607,1118,3206,290,1320,1718,1568,462,2345,3258,915,399,undefined,166,227,3984,150,249,833,104,247,218,172,100,-1,-1,108,1803,872,396,686,299,624,144,-1,521,255,833,871,3910
10/03/2019,16,3569,2443,2863,3279,3355,2096,-1,241,173,70,-1,511,-1,756,1767,1021,314,156,1277,564,1106,3005,240,1203,1772,1095,366,2197,3350,912,463,undefined,183,271,3786,176,234,736,131,325,206,194,133,-1,-1,106,1979,662,307,547,241,677,171,-1,533,257,736,934,3623
10/03/2019,17,3278,1997,2829,3011,3500,2339,-1,283,173,60,-1,583,-1,1054,1781,864,358,161,1390,868,1352,3126,290,1237,2438,718,212,1660,3710,984,570,undefined,191,355,4603,213,266,706,136,243,193,154,119,-1,-1,107,1860,379,167,656,195,708,228,-1,557,345,706,1172,3850
10/03/2019,18,2503,1360,2866,2589,3061,2116,-1,261,168,83,-1,670,-1,913,1712,679,339,128,1562,948,1233,2797,232,1122,1426,685,178,871,3919,1057,622,undefined,164,256,4147,193,370,711,154,319,165,151,108,-1,-1,95,1573,272,172,724,239,720,219,-1,489,345,711,1026,3306
10/03/2019,19,1868,793,3021,2526,3263,1906,-1,169,118,83,-1,646,-1,861,1662,500,318,121,1669,1021,1392,2841,187,1017,842,791,158,1124,4042,1129,918,undefined,139,207,3935,183,463,558,145,238,181,107,65,-1,-1,69,1584,267,117,687,185,716,236,-1,505,216,558,1295,3275
10/03/2019,20,994,627,2493,2043,2935,1656,-1,113,100,60,-1,671,-1,705,1384,524,306,77,1438,970,1193,2694,207,885,658,698,148,754,4700,1005,936,undefined,95,156,3830,174,380,557,43,200,97,81,62,-1,-1,49,1149,205,121,556,185,517,157,-1,393,196,557,1193,2933
10/03/2019,21,628,467,2131,2011,3643,1656,-1,91,120,75,-1,458,-1,679,1095,409,189,88,1003,738,976,2062,174,715,496,563,133,828,3034,828,801,undefined,184,266,3647,225,421,478,97,174,107,79,56,-1,-1,44,835,164,119,404,119,401,129,-1,328,176,478,1009,2835
10/03/2019,22,555,368,1726,2299,2942,1410,-1,71,95,85,-1,363,-1,529,990,301,164,84,899,724,1005,2096,191,606,436,425,107,610,3319,761,601,undefined,109,186,3235,164,178,395,61,407,68,57,36,-1,-1,33,798,129,128,197,111,422,106,-1,255,160,395,941,2419
10/03/2019,23,323,238,999,2026,1503,1012,-1,64,63,98,-1,265,-1,473,703,197,103,64,605,369,708,1444,140,489,340,279,60,354,1488,709,348,undefined,74,91,1485,165,90,324,44,108,35,34,28,-1,-1,32,578,93,74,96,78,343,78,-1,152,152,324,586,1532
11/03/2019,0,183,110,672,1481,531,504,-1,30,41,36,-1,89,-1,225,329,87,26,17,328,263,533,593,95,278,170,235,34,146,154,458,88,undefined,24,27,687,52,32,199,29,57,22,15,12,-1,-1,11,330,42,67,23,59,198,23,-1,69,91,199,261,623
11/03/2019,1,108,95,404,1209,190,265,-1,12,30,18,-1,52,-1,99,172,88,26,21,245,175,352,361,45,112,84,152,43,60,79,433,78,undefined,25,25,302,80,25,120,17,28,4,2,2,-1,-1,4,253,46,45,11,51,110,30,-1,53,47,120,225,312
11/03/2019,2,76,55,186,903,148,127,-1,5,16,8,-1,33,-1,68,76,33,26,14,115,218,268,274,29,88,31,112,18,68,46,220,20,undefined,2,13,108,88,8,88,4,17,7,2,1,-1,-1,-1,128,28,40,8,18,140,19,-1,30,49,88,126,201
11/03/2019,3,71,49,203,771,94,99,-1,3,27,24,-1,14,-1,45,63,23,15,11,62,153,197,225,17,71,37,81,12,42,24,169,22,undefined,5,11,68,68,4,85,3,7,13,5,6,-1,-1,-1,92,11,39,9,20,68,15,-1,27,32,85,118,157
11/03/2019,4,61,45,126,438,76,98,-1,5,16,9,-1,13,-1,93,41,27,7,9,44,21,168,160,38,50,37,59,8,32,31,86,26,undefined,5,6,67,57,3,48,3,6,10,2,4,-1,-1,1,79,9,9,-1,17,50,6,-1,31,29,48,46,157
11/03/2019,5,47,34,85,242,81,153,-1,10,27,7,-1,15,-1,91,22,18,38,14,38,69,63,108,15,89,25,36,3,47,18,102,10,undefined,6,10,63,27,17,55,2,9,9,2,2,-1,-1,-1,62,3,24,12,12,57,7,-1,21,34,55,51,123
11/03/2019,6,45,32,117,103,90,154,-1,20,52,20,-1,26,-1,67,45,29,33,20,22,27,85,175,63,203,68,49,8,60,32,129,10,undefined,22,18,161,26,5,79,25,19,25,26,12,-1,-1,12,75,18,34,13,26,41,10,-1,16,54,79,65,133
11/03/2019,7,97,70,232,216,221,306,-1,58,174,57,-1,79,-1,120,111,95,76,63,61,89,90,455,65,432,143,125,23,157,107,78,24,undefined,41,34,402,42,13,246,37,31,224,204,82,-1,-1,53,182,36,38,40,36,65,120,-1,49,222,246,187,331
11/03/2019,8,278,128,400,300,515,517,-1,135,286,94,-1,160,-1,199,241,124,150,125,121,62,120,823,126,618,201,283,63,506,252,95,70,undefined,52,37,730,81,48,312,75,72,709,691,266,-1,-1,135,287,108,50,113,73,127,367,-1,97,304,312,500,564
11/03/2019,9,686,431,570,749,972,834,-1,183,221,102,-1,244,-1,234,321,444,168,88,186,170,231,1277,192,879,392,451,93,762,1329,185,114,undefined,124,107,1416,118,89,469,153,81,638,787,242,-1,-1,196,529,173,79,180,131,199,332,-1,149,295,469,523,1034
11/03/2019,10,1285,984,1019,1483,2808,1148,-1,240,207,112,-1,310,-1,376,683,665,281,147,434,278,329,1870,221,1274,716,611,139,1840,5413,353,129,undefined,109,164,2502,156,119,678,188,136,657,611,210,-1,-1,169,833,263,150,310,145,310,296,-1,292,328,678,633,2275
11/03/2019,11,1959,1338,1650,2014,3039,1442,-1,286,233,83,-1,435,-1,450,974,835,285,121,735,548,642,2250,224,1228,942,700,144,1924,4753,518,197,undefined,141,162,3008,196,175,788,179,192,1131,736,339,-1,-1,203,1118,304,155,426,203,395,392,-1,361,388,788,771,2693
11/03/2019,12,2635,2003,2369,3294,4638,2060,-1,299,200,82,-1,403,-1,660,1377,1003,358,147,1407,831,1106,2893,254,1283,1313,886,165,4567,2830,758,404,undefined,143,134,4444,214,205,710,137,201,1187,1108,291,-1,-1,328,1437,358,192,688,197,417,429,-1,433,391,710,925,4045
11/03/2019,13,2913,2421,2890,3736,4501,2403,-1,330,204,54,-1,548,-1,790,1800,1085,298,131,1559,963,1239,2993,228,1221,1605,1001,158,2707,3478,1026,378,undefined,155,185,4955,142,286,791,133,208,1382,1231,254,-1,-1,406,1760,366,192,699,230,579,591,-1,578,387,791,1165,4116
11/03/2019,14,3425,2474,3138,3656,4935,2232,-1,320,161,84,-1,411,-1,869,1891,1178,321,138,1508,823,1127,3301,273,1230,1682,840,192,2967,3604,925,457,undefined,138,243,5043,201,275,782,93,260,1183,1003,206,-1,-1,214,1863,297,180,788,252,651,499,-1,467,424,782,1066,3950
11/03/2019,15,3392,2404,2924,3454,4329,2378,-1,332,171,101,-1,541,-1,907,1935,984,296,149,1329,772,1093,3143,251,1225,1533,637,216,2528,3911,790,421,undefined,162,280,4292,162,252,742,100,195,1159,931,240,-1,-1,229,1745,279,142,746,255,598,562,-1,433,305,742,1234,3884
11/03/2019,16,3062,2217,2786,2947,3941,2182,-1,266,283,103,-1,413,-1,799,2048,828,229,171,1283,622,976,3390,256,1279,1454,623,173,2174,3945,765,467,undefined,120,215,3502,169,232,798,98,161,1078,806,258,-1,-1,256,1831,274,125,580,218,514,499,-1,454,441,798,1247,3560
11/03/2019,17,2743,1669,2949,2724,3579,2106,-1,279,264,131,-1,406,-1,742,2094,696,240,156,1205,799,1155,3017,238,1213,1396,712,197,1553,3691,800,462,undefined,86,193,3498,170,196,727,77,182,1266,656,302,-1,-1,312,1681,276,93,567,207,499,676,-1,546,477,727,1372,3243
11/03/2019,18,2295,1168,3314,2495,3035,1765,-1,253,284,79,-1,486,-1,674,2051,435,198,96,1564,830,1266,2745,224,1166,1070,732,160,1254,3474,982,607,undefined,132,211,2845,136,219,678,69,158,989,287,222,-1,-1,199,1572,280,154,553,206,592,530,-1,525,304,678,1439,3137
11/03/2019,19,1448,632,2570,1928,2660,1337,-1,159,182,82,-1,489,-1,589,1522,331,159,86,1217,1169,1019,2405,149,747,506,625,146,1308,3218,905,597,undefined,112,202,2956,151,273,452,70,135,437,133,163,-1,-1,139,1066,224,119,484,203,428,294,-1,419,270,452,1197,2880
11/03/2019,20,727,358,2061,1402,1971,1285,-1,119,101,77,-1,351,-1,530,1181,316,133,50,1026,675,808,2228,150,675,345,608,108,673,4195,690,607,undefined,76,127,2735,105,269,420,52,84,492,102,104,-1,-1,97,764,199,108,414,148,418,322,-1,300,185,420,1077,2132
11/03/2019,21,416,223,1491,1046,3183,1160,-1,81,84,44,-1,237,-1,405,724,230,123,73,773,390,713,1919,143,692,268,436,107,1265,3574,575,509,undefined,129,121,2653,119,254,363,41,74,229,82,72,-1,-1,52,599,143,82,310,154,294,146,-1,224,164,363,852,2020
11/03/2019,22,347,218,1387,1106,1946,1067,-1,42,94,29,-1,150,-1,400,611,158,102,58,579,366,596,1890,117,956,244,388,95,436,1466,532,275,undefined,57,95,1807,62,91,441,52,57,109,41,40,-1,-1,48,564,116,112,159,95,171,125,-1,165,191,441,773,1943
11/03/2019,23,218,125,909,659,643,618,-1,34,43,19,-1,70,-1,261,253,65,60,39,392,314,608,1203,74,398,86,301,51,179,446,370,110,undefined,66,141,724,47,44,282,67,28,71,28,17,-1,-1,24,342,62,126,51,68,166,50,-1,107,76,282,613,1150
12/03/2019,0,81,23,376,159,182,226,-1,20,24,7,-1,39,-1,122,106,38,28,10,237,64,269,291,24,164,56,218,20,48,85,256,48,undefined,7,13,286,15,15,119,12,16,30,13,5,-1,-1,17,157,18,62,23,51,90,25,-1,29,28,119,338,220
12/03/2019,1,42,23,160,45,51,67,-1,7,8,-1,-1,12,-1,25,73,37,6,7,135,70,163,135,21,44,63,123,15,35,40,135,15,undefined,6,14,81,10,7,44,4,16,18,9,7,-1,-1,1,106,21,52,6,28,25,15,-1,28,24,44,78,96
12/03/2019,2,22,13,71,40,34,38,-1,6,6,4,-1,2,-1,26,39,15,9,5,44,30,73,108,4,13,24,68,2,28,28,72,9,undefined,2,2,51,9,6,39,-1,3,7,-1,2,-1,-1,-1,36,4,60,3,10,18,5,-1,20,12,39,114,61
12/03/2019,3,11,15,48,30,49,23,-1,4,4,8,-1,11,-1,16,14,20,10,3,35,24,59,70,19,17,16,53,5,40,8,44,5,undefined,6,4,27,5,1,17,2,6,8,-1,1,-1,-1,-1,39,7,15,3,10,5,3,-1,16,10,17,53,64
12/03/2019,4,14,11,38,29,54,39,-1,6,12,3,-1,6,-1,37,18,4,3,6,26,20,29,60,11,36,24,34,2,58,19,40,5,undefined,11,6,22,10,3,12,4,3,10,6,5,-1,-1,-1,50,4,28,-1,6,15,3,-1,4,11,12,92,67
12/03/2019,5,20,27,79,71,97,203,-1,42,100,25,-1,14,-1,103,22,46,63,26,10,38,39,189,61,278,61,46,10,133,28,27,21,undefined,19,12,124,24,22,78,29,16,15,8,7,-1,-1,3,87,12,10,11,16,20,4,-1,15,107,78,77,144
12/03/2019,6,165,90,175,181,321,656,-1,130,595,90,-1,75,-1,280,89,107,222,184,31,21,70,640,238,856,233,119,34,440,150,61,27,undefined,79,34,502,68,9,365,97,76,31,31,15,-1,-1,10,200,48,31,18,44,50,19,-1,54,597,365,166,347
