Date,Hour,Bourke Street Mall (North),Bourke Street Mall (South),Melbourne Central,Town Hall (West),Princes Bridge,Flinders Street Station Underpass,Birrarung Marr,Webb Bridge,Southern Cross Station,Victoria Point,Waterfront City,New Quay,Flagstaff Station,Sandridge Bridge,State Library,Collins St (North),Collins Place (South),Collins Place (North),Chinatown-Swanston St (North),Chinatown-Lt Bourke St (South),Bourke St-Russell St (West),Flinders St-Elizabeth St (East),Spencer St-Collins St (South),Spencer St-Collins St (North),Melbourne Convention Exhibition Centre,QV Market-Elizabeth St (West),QV Market-Peel St,The Arts Centre,St Kilda Rd-Alexandra Gardens,Lonsdale St (South),Lygon St (West),City Square,Flinders St-Spring St (West),Flinders St-Spark La,Southbank,Queen St (West),Lygon St (East),Flinders St-Swanston St (West),Alfred Place,Lonsdale St-Spring St (West),Grattan St-Swanston St (West),Monash Rd-Swanston St (West),Tin Alley-Swanston St (West),Little Collins St-Swanston St (East),Flinders La-Swanston St (West),Pelham St (South),Melbourne Central-Elizabeth St (East),QVM-Queen St (East),QVM-Therry St (South),Faraday St-Lygon St (West),QVM-Franklin St (North),Elizabeth St-Lonsdale St (South),Lincoln-Swanston (W),Elizabeth St-La Trobe St (East),Lonsdale St - Elizabeth St (North),Bourke St Bridge,Bourke St - Spencer St (North),RMIT Bld 80 - 445 Swanston Street,Flinders La-Swanston St (West) Temporary
01/03/2019,0,181,94,467,770,262,377,-1,36,28,11,-1,38,-1,165,154,96,31,17,226,224,315,485,70,213,103,158,20,96,157,282,99,undefined,22,25,310,82,17,165,32,26,38,7,20,-1,-1,13,291,40,77,34,39,203,35,-1,36,37,165,320,undefined
01/03/2019,1,91,69,289,189,92,117,-1,11,19,6,-1,23,-1,58,73,34,18,14,174,90,229,287,37,56,65,182,24,51,86,193,37,undefined,1,14,143,45,11,88,19,16,14,1,7,-1,-1,9,174,26,90,14,38,77,23,-1,38,30,88,242,undefined
01/03/2019,2,93,28,160,68,49,90,-1,1,5,3,-1,14,-1,43,45,24,23,22,121,81,179,216,30,50,34,122,9,25,68,114,10,undefined,8,12,92,32,14,48,3,4,25,12,10,-1,-1,-1,150,23,55,10,20,43,24,-1,29,26,48,114,undefined
01/03/2019,3,39,31,136,44,25,52,-1,2,8,4,-1,8,-1,15,33,22,26,6,44,65,85,160,28,39,46,61,7,45,31,88,11,undefined,2,1,32,16,3,21,3,3,9,2,3,-1,-1,-1,69,9,15,1,19,14,13,-1,19,19,21,100,undefined
01/03/2019,4,24,28,51,62,14,60,-1,7,11,6,-1,4,-1,35,24,19,13,12,42,37,95,97,13,55,16,48,8,62,46,61,29,undefined,12,14,58,14,9,26,9,7,14,4,4,-1,-1,-1,55,9,41,7,15,12,5,-1,5,13,26,61,undefined
01/03/2019,5,37,24,94,122,33,262,-1,59,134,22,-1,31,-1,122,31,30,62,35,20,27,65,214,42,298,122,90,20,97,109,23,25,undefined,30,32,238,22,16,90,21,34,16,10,5,-1,-1,7,92,21,21,13,9,13,8,-1,23,106,90,139,undefined
01/03/2019,6,140,81,188,222,90,887,-1,144,578,76,-1,105,-1,286,75,179,211,167,65,25,88,715,262,1065,261,151,24,267,308,65,25,undefined,80,61,777,103,9,332,73,88,56,19,10,-1,-1,18,228,41,68,33,48,49,30,-1,44,474,332,380,undefined
01/03/2019,7,386,330,410,546,215,1756,-1,353,2065,345,-1,222,-1,643,338,421,815,756,100,122,184,1445,731,2227,617,395,82,723,854,112,74,undefined,211,132,1283,234,50,1193,326,250,125,75,48,-1,-1,63,500,138,94,81,98,181,96,-1,133,1819,1193,439,undefined
01/03/2019,8,949,649,771,1007,408,3942,-1,497,4406,541,-1,356,-1,1291,663,801,2039,1744,178,169,317,2758,1523,4332,1183,647,165,1363,1403,294,115,undefined,588,273,2637,739,91,2233,850,721,324,264,110,-1,-1,144,1138,308,127,149,123,573,189,-1,401,4345,2233,1359,undefined
01/03/2019,9,1016,797,750,1169,374,2171,-1,254,2801,478,-1,236,-1,711,730,618,1342,993,174,227,389,2242,883,3077,642,749,205,1043,1122,338,169,undefined,431,250,1573,574,109,1649,741,583,404,367,131,-1,-1,197,986,331,192,211,144,533,220,-1,365,2930,1649,1100,undefined
01/03/2019,10,1487,1194,929,1458,413,1277,-1,173,958,275,-1,145,-1,368,807,630,843,530,332,229,436,1900,602,1861,423,774,169,1340,948,396,129,undefined,184,175,1211,549,166,1032,547,527,479,365,213,-1,-1,124,1109,306,229,254,191,464,168,-1,380,1188,1032,1118,undefined
01/03/2019,11,2114,1684,1354,1833,418,1372,-1,179,896,243,-1,143,-1,324,933,1325,761,370,664,265,619,2204,532,1765,529,1038,193,1351,1155,492,157,undefined,177,171,1313,526,164,1293,569,530,601,521,208,-1,-1,237,1328,393,283,333,228,559,191,-1,492,1101,1293,1591,undefined
01/03/2019,12,3251,2409,2087,2703,627,2275,-1,435,1656,466,-1,185,-1,491,1586,1925,1442,600,1184,406,1305,2925,1059,3041,628,1514,235,1355,1178,914,284,undefined,294,239,2358,1057,327,1959,1288,903,745,558,189,-1,-1,272,1949,434,372,424,357,794,282,-1,774,2479,1959,1534,undefined
01/03/2019,13,3359,2536,2210,2868,743,2083,-1,351,1310,538,-1,191,-1,441,1864,2041,1404,631,1270,513,1332,3059,877,2695,672,1284,226,1466,1327,951,296,undefined,305,287,2036,1131,246,1874,1255,761,895,655,200,-1,-1,255,1971,443,298,417,283,881,353,-1,832,1957,1874,1443,undefined
01/03/2019,14,2821,1877,1948,2547,751,1817,-1,178,991,334,-1,115,-1,435,1294,1544,819,490,997,349,973,2647,520,2201,684,1000,174,1407,1147,619,309,undefined,256,225,1423,715,217,1293,583,545,635,480,113,-1,-1,153,1545,386,224,373,198,693,368,-1,635,1169,1293,1038,undefined
01/03/2019,15,2823,1776,1942,2557,767,2069,-1,204,1365,316,-1,102,-1,552,1413,1291,659,584,1014,316,846,2843,590,2459,680,883,226,1259,1076,640,228,undefined,262,220,1321,596,160,1476,479,444,795,749,167,-1,-1,120,1463,366,173,331,249,541,402,-1,575,1395,1476,1147,undefined
01/03/2019,16,2927,1973,2216,2789,950,3056,-1,420,2663,622,-1,154,-1,894,1719,1296,796,1076,983,308,1008,3678,834,3683,1190,993,182,1609,1221,709,233,undefined,492,284,1781,647,118,2077,557,506,624,516,151,-1,-1,135,1928,381,155,318,227,650,379,-1,604,2750,2077,1155,undefined
01/03/2019,17,3419,2305,2783,3230,1585,4713,-1,579,3197,750,-1,275,-1,1393,2236,1629,1263,1412,1243,553,1222,4894,1150,4260,1256,718,203,2437,1849,1018,327,undefined,624,329,3006,950,136,2434,665,724,602,502,159,-1,-1,204,2426,295,133,454,221,810,462,-1,808,3247,2434,1267,undefined
01/03/2019,18,2882,1965,2873,2964,1764,3300,-1,382,1353,330,-1,345,-1,947,1939,1099,722,778,1442,878,1317,3910,690,2544,1047,577,195,2794,2059,1093,416,undefined,324,242,2909,644,193,1536,434,548,378,299,98,-1,-1,131,1947,328,152,561,214,651,243,-1,663,1519,1536,1093,undefined
01/03/2019,19,2231,1344,2968,2358,1490,2310,-1,243,527,115,-1,466,-1,679,1966,675,427,315,1541,1239,1393,2799,358,1574,883,368,137,2719,1741,1152,596,undefined,148,148,2537,433,213,942,278,446,194,154,58,-1,-1,86,1486,242,115,622,165,565,205,-1,549,664,942,1077,undefined
01/03/2019,20,2035,1111,2949,2362,1389,2091,-1,218,290,83,-1,589,-1,669,1832,438,328,134,1455,1324,1323,2180,264,1142,893,493,148,1052,1191,1320,788,undefined,93,145,2230,423,295,700,165,281,227,121,23,-1,-1,93,1417,234,102,650,151,648,185,-1,556,416,700,1362,undefined
01/03/2019,21,1288,611,2866,1999,1236,1959,-1,130,188,65,-1,513,-1,531,1544,404,320,159,1265,920,1212,2015,232,1058,833,351,117,965,1216,1196,1008,undefined,87,166,2151,399,312,675,129,269,196,60,20,-1,-1,47,1289,176,145,593,179,601,206,-1,429,313,675,1224,undefined
01/03/2019,22,863,437,2350,1805,1250,1866,-1,177,157,60,-1,376,-1,625,1049,369,231,174,1043,796,1125,1764,221,827,537,341,111,2647,1806,1121,815,undefined,102,197,2145,539,247,587,126,408,161,16,15,-1,-1,42,883,139,166,408,129,529,82,-1,303,242,587,904,undefined
01/03/2019,23,554,299,1694,949,855,1253,-1,95,94,65,-1,294,-1,458,612,307,140,127,798,529,852,1289,117,710,416,287,68,518,698,821,547,undefined,78,74,1225,448,128,494,67,181,106,11,15,-1,-1,26,732,101,123,177,109,409,59,-1,224,204,494,533,undefined
02/03/2019,0,269,164,1128,679,512,860,-1,57,41,20,-1,183,-1,421,390,150,90,67,503,275,659,849,99,348,195,218,54,216,338,640,297,undefined,49,82,640,319,57,293,60,76,72,9,16,-1,-1,6,404,68,124,99,70,322,38,-1,141,84,293,336,undefined
02/03/2019,1,175,152,622,461,242,467,-1,26,27,2,-1,44,-1,184,238,103,56,26,390,195,529,581,50,228,115,170,32,116,176,457,105,undefined,22,45,387,375,19,192,21,48,51,10,12,-1,-1,5,295,38,67,41,30,236,32,-1,97,54,192,197,undefined
02/03/2019,2,105,83,372,251,121,278,-1,5,19,7,-1,21,-1,139,111,71,20,13,111,131,426,427,27,85,93,126,19,46,103,310,36,undefined,13,8,172,253,17,109,15,21,20,6,2,-1,-1,2,183,26,72,17,38,125,26,-1,56,37,109,177,undefined
02/03/2019,3,78,55,327,237,77,159,-1,5,13,11,-1,27,-1,73,85,27,33,13,141,152,287,288,32,79,33,93,10,56,46,248,39,undefined,14,5,96,191,14,89,4,9,13,3,-1,-1,-1,2,159,17,69,3,24,69,8,-1,27,27,89,153,undefined
02/03/2019,4,21,55,140,128,79,120,-1,4,10,8,-1,16,-1,78,51,28,17,7,80,73,153,234,12,58,26,87,18,46,36,116,21,undefined,13,15,47,71,3,56,5,6,13,3,1,-1,-1,5,107,22,23,5,22,37,13,-1,18,23,56,126,undefined
02/03/2019,5,55,18,123,109,28,135,-1,11,33,8,-1,12,-1,61,25,33,26,10,45,68,86,224,49,124,44,91,13,68,80,67,16,undefined,9,14,70,18,11,67,19,16,10,5,-1,-1,-1,-1,76,16,33,12,12,17,7,-1,15,29,67,91,undefined
02/03/2019,6,54,299,95,88,48,259,-1,65,61,10,-1,42,-1,107,26,77,58,31,21,36,94,322,77,286,125,148,28,83,76,70,20,undefined,30,34,269,28,5,93,25,39,16,27,9,-1,-1,7,132,61,52,21,38,22,13,-1,20,33,93,103,undefined
02/03/2019,7,118,74,209,182,99,365,-1,82,85,24,-1,83,-1,153,85,148,99,51,40,75,91,470,81,636,284,255,73,113,193,83,59,undefined,67,55,523,44,31,254,72,62,41,47,20,-1,-1,24,180,118,118,38,70,62,27,-1,52,92,254,121,undefined
02/03/2019,8,362,247,310,386,123,526,-1,136,137,62,-1,144,-1,221,203,265,189,96,115,89,141,737,150,831,433,492,126,270,326,144,99,undefined,79,72,716,148,58,369,124,84,98,74,33,-1,-1,85,320,202,212,78,105,106,51,-1,137,198,369,233,undefined
02/03/2019,9,793,611,513,827,245,842,-1,174,123,74,-1,181,-1,289,326,437,206,94,131,153,282,1260,191,993,482,802,204,480,563,270,70,undefined,65,67,1029,235,139,478,169,134,225,153,86,-1,-1,52,629,431,266,208,146,325,74,-1,221,217,478,542,undefined
02/03/2019,10,1424,1070,781,1118,552,974,-1,229,144,101,-1,216,-1,288,541,828,211,131,352,225,375,1460,221,1294,576,976,278,705,820,373,169,undefined,103,95,1196,203,154,768,196,160,335,133,106,-1,-1,103,1104,542,283,353,164,351,142,-1,342,241,768,576,undefined
02/03/2019,11,2107,1669,1225,1609,565,1261,-1,185,162,94,-1,168,-1,353,834,990,284,161,793,241,510,1893,193,1194,658,1397,307,1061,1031,485,160,undefined,128,137,1361,176,181,745,209,220,463,147,101,-1,-1,74,1313,606,430,336,222,427,108,-1,490,348,745,731,undefined
02/03/2019,12,2712,1846,1807,2029,933,1302,-1,183,135,79,-1,208,-1,297,1187,1081,334,187,1220,412,708,2040,185,1275,703,1513,311,1623,1379,631,271,undefined,107,149,1373,207,230,747,208,254,408,171,112,-1,-1,92,1495,623,439,449,316,480,111,-1,536,269,747,1064,undefined
02/03/2019,13,2936,1856,2110,2410,967,1399,-1,168,121,90,-1,189,-1,296,1531,1171,293,216,1476,464,741,2174,175,1382,749,1320,294,2237,1683,668,292,undefined,125,150,1557,207,209,761,191,430,383,186,114,-1,-1,129,1582,525,382,487,293,550,195,-1,634,233,761,646,undefined
02/03/2019,14,3144,2075,2448,2430,917,1596,-1,180,110,113,-1,182,-1,392,1483,1068,261,195,1457,392,862,2331,168,1392,857,1312,290,1447,1307,662,296,undefined,146,151,1364,184,179,780,165,240,297,236,77,-1,-1,99,1571,590,309,476,309,501,223,-1,522,213,780,602,undefined
02/03/2019,15,3143,1916,2464,2473,909,1602,-1,205,157,101,-1,151,-1,392,1544,1144,239,191,1202,354,976,2156,196,1371,794,959,190,1383,1173,725,290,undefined,135,127,1480,213,142,852,190,207,244,246,74,-1,-1,68,1441,365,178,513,224,568,174,-1,542,201,852,892,undefined
02/03/2019,16,3021,1831,2371,2363,969,1658,-1,186,144,70,-1,207,-1,432,1418,907,264,162,1051,323,939,2422,233,1531,754,588,148,2359,1501,690,280,undefined,106,112,1493,192,162,926,162,229,208,202,70,-1,-1,118,1386,269,136,430,223,456,188,-1,456,286,926,933,undefined
02/03/2019,17,2768,1612,2327,2160,1226,1637,-1,148,155,126,-1,302,-1,411,1569,804,369,163,1247,410,1007,2679,286,1510,885,554,145,1724,1236,702,415,undefined,108,124,1981,182,144,944,222,260,217,206,61,-1,-1,98,1360,211,90,486,221,544,190,-1,464,309,944,928,undefined
02/03/2019,18,2357,1292,2452,1883,1356,1672,-1,175,170,95,-1,431,-1,488,1648,520,417,136,1354,761,1018,2261,240,1438,979,450,189,1964,1166,867,574,undefined,61,133,2238,223,230,860,261,275,126,117,14,-1,-1,88,1225,211,98,632,210,446,216,-1,544,264,860,863,undefined
02/03/2019,19,2050,839,3035,1670,1423,1613,-1,174,126,42,-1,631,-1,440,1728,523,317,149,1483,893,1239,2029,248,1038,683,463,110,2315,1282,997,845,undefined,58,147,2652,234,338,721,243,256,113,82,11,-1,-1,79,1244,190,123,723,213,537,190,-1,505,217,721,1034,undefined
02/03/2019,20,1313,521,2854,1561,1480,1718,-1,186,104,53,-1,821,-1,529,1599,323,315,80,1496,1027,1197,1831,199,821,618,487,124,565,1047,1141,1122,undefined,76,127,2529,309,403,532,129,189,99,33,7,-1,-1,78,1152,166,145,725,168,531,132,-1,408,149,532,1279,undefined
02/03/2019,21,965,377,2624,1367,1305,1613,-1,113,103,57,-1,818,-1,599,1456,297,204,89,1186,843,1065,1671,195,808,554,432,152,771,1118,1101,1214,undefined,88,127,2361,284,358,468,164,216,96,21,7,-1,-1,44,917,181,132,692,144,476,101,-1,357,160,468,1122,undefined
02/03/2019,22,817,339,1899,1151,1165,1521,-1,89,80,93,-1,574,-1,637,995,364,239,117,1029,894,1048,1332,158,803,551,260,107,2056,1339,1143,1040,undefined,108,110,2449,375,308,449,129,436,78,8,8,-1,-1,38,685,150,163,589,140,483,54,-1,297,158,449,850,undefined
02/03/2019,23,503,307,1660,1005,905,1195,-1,101,68,89,-1,379,-1,476,665,298,140,75,737,870,893,1218,126,672,439,285,64,474,642,1017,618,undefined,52,90,1375,456,156,403,83,153,40,6,8,-1,-1,25,580,90,133,253,116,502,60,-1,212,138,403,696,undefined
03/03/2019,0,408,190,969,736,697,832,-1,41,38,71,-1,144,-1,303,311,210,70,54,534,436,649,798,121,452,381,197,65,247,392,735,404,undefined,50,51,822,463,100,282,114,82,22,4,4,-1,-1,17,427,76,113,69,62,379,32,-1,209,104,282,360,undefined
03/03/2019,1,274,168,688,410,238,594,-1,34,38,16,-1,55,-1,233,306,154,48,23,331,243,695,571,72,230,235,195,37,96,193,571,179,undefined,49,37,511,332,65,184,25,83,24,-1,2,-1,-1,8,258,49,91,59,48,247,13,-1,99,66,184,259,undefined
03/03/2019,2,183,132,541,337,147,487,-1,18,36,16,-1,42,-1,203,172,88,27,21,196,208,519,459,45,154,106,121,30,103,137,442,56,undefined,27,17,299,171,6,115,20,29,14,3,1,-1,-1,5,235,35,77,7,23,177,23,-1,72,53,115,198,undefined
03/03/2019,3,158,120,385,195,94,279,-1,7,16,11,-1,16,-1,158,148,72,18,10,145,133,503,485,50,149,59,98,23,87,103,322,20,undefined,32,13,113,184,15,94,16,20,26,5,5,-1,-1,1,193,33,76,9,22,134,26,-1,50,9,94,227,undefined
03/03/2019,4,65,44,209,167,61,228,-1,8,8,8,-1,8,-1,127,70,36,15,8,79,112,213,357,28,107,62,94,7,61,63,147,21,undefined,7,-1,62,62,2,55,10,7,7,1,1,-1,-1,5,107,16,69,13,18,46,19,-1,17,14,55,154,undefined
03/03/2019,5,58,46,147,141,45,163,-1,11,19,3,-1,14,-1,106,73,35,10,13,57,82,211,255,28,106,36,88,19,57,87,224,9,undefined,13,18,68,30,11,44,12,14,9,1,1,-1,-1,-1,94,15,60,15,15,41,14,-1,22,15,44,113,undefined
03/03/2019,6,41,43,89,147,69,179,-1,23,43,11,-1,29,-1,108,50,30,29,12,36,22,104,406,42,224,68,77,22,111,75,152,14,undefined,45,38,157,22,8,75,14,31,9,2,5,-1,-1,3,123,35,34,17,14,21,9,-1,33,31,75,66,undefined
03/03/2019,7,93,68,138,147,109,234,-1,90,43,30,-1,82,-1,130,50,94,70,25,37,49,99,502,66,435,200,186,27,302,216,90,30,undefined,39,33,413,37,8,168,71,26,20,10,1,-1,-1,14,217,58,52,38,39,75,21,-1,62,65,168,57,undefined
03/03/2019,8,212,171,265,315,152,454,-1,119,86,40,-1,154,-1,165,134,130,113,51,71,64,110,687,128,894,449,368,89,384,350,130,96,undefined,92,54,746,94,27,278,99,75,75,38,22,-1,-1,33,331,156,111,95,68,138,32,-1,94,139,278,242,undefined
03/03/2019,9,578,431,447,602,258,707,-1,126,69,135,-1,191,-1,246,345,280,191,57,94,194,211,1197,230,922,460,746,153,663,543,298,166,undefined,84,61,1108,95,101,544,168,115,227,90,65,-1,-1,48,645,304,297,168,162,285,83,-1,180,191,544,259,undefined
03/03/2019,10,1289,954,765,1044,453,975,-1,165,84,116,-1,253,-1,309,603,705,258,124,394,184,391,1533,311,1204,643,972,259,1257,986,350,241,undefined,108,111,1360,142,177,776,245,178,344,135,112,-1,-1,101,936,484,301,385,211,334,125,-1,329,296,776,411,undefined
03/03/2019,11,1776,1328,1125,1290,683,1136,-1,150,130,61,-1,230,-1,281,938,783,251,113,832,317,500,1793,204,1235,644,1313,292,1547,1112,453,285,undefined,131,121,1477,190,255,768,222,184,406,165,123,-1,-1,84,1098,665,479,553,285,363,114,-1,387,236,768,514,undefined
03/03/2019,12,2372,1500,1704,1722,829,1238,-1,154,92,51,-1,244,-1,281,1205,1000,290,165,1224,418,799,1917,280,1158,709,1592,327,2040,1435,601,267,undefined,90,123,1479,184,343,776,193,241,393,204,132,-1,-1,77,1294,662,464,560,275,437,116,-1,467,229,776,650,undefined
03/03/2019,13,2103,1736,1995,1849,748,1286,-1,164,92,36,-1,286,-1,342,1481,958,209,168,1325,567,839,1923,223,1071,852,1353,295,1675,1521,702,338,undefined,112,106,1583,147,233,684,131,403,345,188,108,-1,-1,91,1403,677,479,519,262,582,143,-1,531,262,684,796,undefined
03/03/2019,14,2161,1771,2220,2197,865,1423,-1,173,94,31,-1,244,-1,336,1446,961,298,153,1193,606,898,2104,225,1186,960,1357,314,1612,1481,732,387,undefined,124,101,1527,166,255,708,117,163,252,189,127,-1,-1,90,1378,622,350,514,270,512,169,-1,405,274,708,850,undefined
03/03/2019,15,1914,1894,2040,2061,804,1449,-1,175,84,31,-1,332,-1,424,1632,886,260,102,952,425,922,1881,205,1272,913,874,276,1900,1487,684,365,undefined,87,64,1500,171,182,748,93,168,181,170,115,-1,-1,129,1357,574,352,542,240,491,178,-1,422,216,748,1024,undefined
03/03/2019,16,1663,1713,1963,2033,790,1321,-1,190,132,38,-1,277,-1,426,1615,691,178,106,881,456,865,1797,231,1272,930,518,156,1497,1394,676,391,undefined,97,60,1600,140,192,759,82,218,129,173,116,-1,-1,100,1456,402,201,532,183,430,195,-1,461,235,759,848,undefined
03/03/2019,17,1464,1429,2102,1759,951,1343,-1,202,141,31,-1,415,-1,503,1622,564,206,153,982,587,951,1757,212,1173,1117,454,133,841,1104,701,449,undefined,123,70,1706,143,202,717,98,167,152,198,110,-1,-1,108,1320,218,145,482,174,547,176,-1,466,238,717,917,undefined
03/03/2019,18,1275,987,2298,1528,898,1209,-1,175,106,33,-1,396,-1,457,1478,383,233,77,1057,673,920,1531,167,1080,740,446,145,414,737,793,583,undefined,96,76,1797,170,245,673,96,200,89,120,58,-1,-1,78,1235,218,147,470,194,465,178,-1,473,226,673,907,undefined
03/03/2019,19,1006,583,2133,1215,851,1204,-1,176,99,55,-1,562,-1,442,1437,328,212,119,1101,711,987,1822,174,748,424,520,131,407,886,684,672,undefined,80,26,1583,125,258,457,93,181,206,89,52,-1,-1,57,1162,235,131,488,174,397,175,-1,408,161,457,1021,undefined
03/03/2019,20,632,401,1911,1049,833,1197,-1,166,76,43,-1,559,-1,474,1243,315,185,77,916,651,965,1690,171,569,477,548,121,376,700,665,585,undefined,79,4,1812,111,259,423,91,119,229,122,112,-1,-1,56,853,145,131,366,147,320,186,-1,366,177,423,942,undefined
03/03/2019,21,438,315,1428,723,566,994,-1,97,71,36,-1,371,-1,308,831,248,117,61,652,452,752,1320,160,517,303,488,94,241,498,527,595,undefined,54,9,1467,109,166,365,71,83,172,67,47,-1,-1,45,666,158,125,309,119,253,134,-1,218,149,365,825,undefined
03/03/2019,22,211,167,940,459,396,752,-1,76,41,36,-1,247,-1,264,507,118,103,47,426,324,523,970,125,437,183,283,77,126,267,440,407,undefined,62,13,864,49,124,276,86,299,197,28,26,-1,-1,42,476,87,125,155,80,141,93,-1,210,105,276,619,undefined
03/03/2019,23,117,92,534,222,277,474,-1,33,32,19,-1,107,-1,206,189,59,27,36,268,190,396,668,55,286,118,198,38,83,134,302,149,undefined,16,2,428,41,35,197,24,38,83,10,4,-1,-1,19,219,57,86,58,91,84,76,-1,78,78,197,371,undefined
04/03/2019,0,58,57,262,92,76,169,-1,26,14,12,-1,50,-1,90,89,31,19,12,85,75,212,198,37,179,51,125,21,50,65,206,64,undefined,43,4,175,20,13,111,17,16,113,6,4,-1,-1,8,142,26,91,20,42,39,23,-1,38,33,111,225,undefined
04/03/2019,1,42,19,143,55,41,96,-1,3,12,11,-1,19,-1,35,72,14,7,7,111,45,111,141,11,44,27,103,7,29,38,150,43,undefined,31,1,101,10,5,69,7,13,70,1,-1,-1,-1,2,83,9,146,6,17,32,13,-1,25,32,69,140,undefined
04/03/2019,2,19,15,77,37,26,54,-1,-1,4,4,-1,10,-1,22,24,9,7,5,49,40,72,74,9,64,21,40,8,22,33,72,13,undefined,2,3,53,8,11,38,7,11,32,-1,-1,-1,-1,-1,32,7,87,1,12,28,10,-1,10,17,38,79,undefined
04/03/2019,3,13,17,59,27,12,28,-1,3,7,4,-1,4,-1,19,25,24,8,6,36,22,61,82,12,13,14,36,6,40,19,69,12,undefined,4,1,21,5,6,14,4,10,10,-1,1,-1,1,2,40,7,38,1,10,16,11,-1,14,6,14,81,undefined
04/03/2019,4,15,36,50,29,11,69,-1,3,5,5,-1,7,-1,36,25,5,12,5,22,17,35,60,9,30,18,25,10,48,27,55,4,undefined,3,4,25,1,6,40,10,7,32,-1,2,-1,-1,1,31,9,11,4,15,9,2,-1,8,13,40,106,undefined
04/03/2019,5,43,33,113,102,30,277,-1,46,76,17,-1,22,-1,110,24,37,52,39,10,22,58,202,34,291,72,50,13,96,71,55,19,undefined,24,12,169,31,8,73,24,26,24,5,1,-1,-1,5,134,20,13,6,13,24,3,-1,24,102,73,292,undefined
04/03/2019,6,122,61,180,219,80,964,-1,161,475,78,-1,107,-1,310,89,137,226,161,50,27,99,741,252,1065,275,106,29,287,325,82,36,undefined,64,27,888,81,16,418,105,81,67,15,27,-1,-1,14,196,28,20,14,42,62,25,-1,69,505,418,360,undefined
04/03/2019,7,316,221,416,488,192,1867,-1,453,1813,366,-1,245,-1,726,320,456,831,753,77,76,175,1512,674,2393,696,232,85,761,938,145,51,undefined,213,92,1572,260,53,1235,308,227,327,119,81,-1,-1,78,532,134,50,102,79,203,196,-1,156,2201,1235,785,undefined
04/03/2019,8,866,582,912,1078,504,4175,-1,594,3442,559,-1,423,-1,1612,851,958,2288,1921,234,154,354,2984,1453,4443,1148,589,174,1542,1763,377,116,undefined,405,196,3079,779,100,2338,838,686,926,234,173,-1,-1,220,1172,255,74,171,177,781,563,-1,392,4777,2338,3331,undefined
04/03/2019,9,954,659,885,1118,347,2243,-1,309,2175,418,-1,253,-1,834,740,811,1402,1109,188,194,315,2126,858,3393,669,592,143,1212,1165,212,111,undefined,377,120,1882,620,100,1671,845,523,1035,454,269,-1,-1,268,1030,244,87,196,150,590,483,-1,424,3103,1671,2097,undefined
04/03/2019,10,1465,1097,1385,1386,401,1279,-1,196,709,272,-1,178,-1,343,1064,997,810,568,452,314,517,1919,666,1885,631,659,123,865,955,57,162,undefined,242,123,1448,573,178,1205,515,566,1090,658,415,-1,-1,188,1164,251,122,295,151,512,344,-1,453,1165,1205,3300,undefined
04/03/2019,11,2092,1607,1791,1862,570,1401,-1,225,622,254,-1,193,-1,439,1364,1122,870,425,665,338,697,2424,586,1693,675,746,168,1108,1260,31,240,undefined,189,162,2030,490,186,1199,503,488,1541,1290,447,-1,-1,232,1389,319,236,333,238,553,523,-1,532,1051,1199,3570,undefined
04/03/2019,12,3202,2938,2862,2990,705,2207,-1,687,1368,462,-1,406,-1,579,2176,1884,1815,698,1216,636,1481,3307,1114,2404,1030,1177,157,1296,1499,34,321,undefined,369,356,3054,1065,342,1690,1199,849,1606,1344,434,-1,-1,477,2131,348,230,457,283,998,669,-1,793,2386,1690,3326,undefined
04/03/2019,13,3587,2952,2752,3332,733,2312,-1,523,905,517,-1,374,-1,657,2247,2215,1823,759,1235,643,1378,3617,1016,2620,959,1163,196,1586,1723,49,328,undefined,402,394,2874,1087,324,1726,1201,793,1611,1492,422,-1,-1,498,2224,399,245,493,285,991,746,-1,860,2141,1726,2947,undefined
04/03/2019,14,2888,2258,2799,2942,684,1858,-1,266,765,322,-1,229,-1,480,2022,1572,920,494,1090,455,1054,3032,617,2118,844,671,142,1293,1422,405,298,undefined,272,264,1714,768,242,1331,601,517,1332,1404,261,-1,-1,335,1830,249,128,451,263,783,585,-1,617,1242,1331,2796,undefined
04/03/2019,15,2934,2057,2567,3001,715,2201,-1,240,1152,324,-1,232,-1,703,1974,1355,835,595,1014,413,999,3078,628,2519,857,663,200,1412,1613,683,281,undefined,288,216,1820,659,197,1319,366,445,1364,1315,216,-1,-1,317,1758,336,130,416,187,640,673,-1,598,1368,1319,2778,undefined
04/03/2019,16,2849,1905,2742,3118,759,3115,-1,429,2246,632,-1,330,-1,1066,2332,1363,830,1102,916,357,959,3944,854,3838,1173,700,182,1571,1709,569,251,undefined,425,218,2232,640,151,1907,560,436,1305,1319,213,-1,-1,284,2044,283,145,417,219,701,756,-1,658,2725,1907,3456,undefined
04/03/2019,17,3171,1977,2985,3201,1171,5053,-1,719,3079,906,-1,439,-1,1908,2734,1389,1416,1908,999,487,1131,5003,1301,5162,1738,910,261,2507,2422,775,319,undefined,613,326,3621,844,193,2562,648,530,1380,1301,249,-1,-1,323,2599,377,192,585,256,835,922,-1,861,4366,2562,3305,undefined
