Date,Hour,State Library,Collins Place (South),Collins Place (North),Flagstaff Station,Melbourne Central,Town Hall (West),Bourke Street Mall (North),Bourke Street Mall (South),Australia on Collins,Southern Cross Station,Victoria Point,New Quay,Waterfront City,Webb Bridge,Princes Bridge,Flinders St Station Underpass,Sandridge Bridge,Birrarung Marr,QV Market-Elizabeth (West),Flinders St-Elizabeth St (East),Spencer St-Collins St (North),Spencer St-Collins St (South),Bourke St-Russell St (West),Convention/Exhibition Centre,Chinatown-Swanston St (North),Chinatown-Lt Bourke St (South),QV Market-Peel St,Vic Arts Centre,Lonsdale St (South),Lygon St (West),Flinders St-Spring St (West),Flinders St-Spark Lane,Alfred Place,Queen Street (West),Lygon Street (East),Flinders St-Swanston St (West),Spring St-Lonsdale St (South),City Square,St. Kilda-Alexandra Gardens,Grattan St-Swanston St (West),Monash Rd-Swanston St (West),Tin Alley-Swanston St (West),Southbank
1/05/2016,0,411,90,42,87,1071,897,350,214,260,49,25,76,49,38,728,985,360,0,215,813,491,131,732,246,508,503,48,193,702,310,50,62,28,474,76,2133,76,645,121,56,31,33,1009
1/05/2016,1,308,65,29,64,758,667,151,219,130,9,11,86,29,8,587,613,272,0,245,539,390,113,644,142,400,371,39,111,676,219,35,57,30,480,56,2021,39,514,64,34,19,21,514
1/05/2016,2,173,40,30,48,570,516,148,115,69,11,5,10,5,4,373,385,186,0,160,412,103,60,570,52,312,263,24,88,535,104,19,23,13,286,21,1622,21,334,56,32,24,20,266
1/05/2016,3,55,8,29,33,250,258,54,96,51,2,8,3,0,0,131,226,79,0,59,231,105,130,330,14,102,160,14,54,394,42,8,3,12,197,5,952,20,44,9,10,5,1,0
1/05/2016,4,40,8,2,23,115,115,46,38,32,11,1,4,1,3,105,185,100,0,61,145,73,37,183,12,40,39,8,25,237,30,6,5,12,246,3,581,3,85,12,5,8,6,0
1/05/2016,5,46,21,4,5,115,113,44,34,15,9,5,2,0,0,80,142,68,0,55,153,73,34,92,19,52,28,8,53,141,7,2,8,3,78,11,485,14,55,9,6,4,1,0
1/05/2016,6,48,27,14,15,70,129,68,35,24,10,8,8,0,11,67,192,94,0,64,180,117,53,95,34,44,37,22,69,98,9,25,17,38,21,11,497,20,78,28,12,9,7,0
1/05/2016,7,53,49,21,52,182,193,82,80,55,47,8,36,3,29,182,261,120,0,171,263,392,86,82,228,38,24,35,189,100,18,78,42,26,41,17,644,32,144,109,25,11,14,0
1/05/2016,8,149,98,39,127,266,325,188,117,174,53,33,82,24,73,315,502,173,0,378,483,537,173,121,551,70,39,99,408,93,51,94,84,73,89,42,887,64,280,167,39,35,28,0
1/05/2016,9,263,197,97,186,481,652,617,503,366,87,42,168,37,110,638,807,254,0,733,799,675,226,225,552,166,111,159,681,241,150,107,123,146,103,94,1387,149,539,349,83,76,54,0
1/05/2016,10,540,203,113,186,874,1251,1153,994,617,110,53,201,44,113,1218,1162,379,0,1114,1158,878,220,363,697,367,218,293,1268,342,179,77,103,110,155,136,1984,217,779,574,148,127,100,0
