Date,Hour,State Library,Collins Place (South),Collins Place (North),Flagstaff Station,Melbourne Central,Town Hall (West),Bourke Street Mall (North),Bourke Street Mall (South),Australia on Collins,Southern Cross Station,Victoria Point,New Quay,Waterfront City,Webb Bridge,Princes Bridge,Flinders St Station Underpass,Sandridge Bridge,Birrarung Marr,QV Market-Elizabeth (West),Flinders St-Elizabeth St (East),Spencer St-Collins St (North),Spencer St-Collins St (South),Bourke St-Russell St (West),Convention/Exhibition Centre,Chinatown-Swanston St (North),Chinatown-Lt Bourke St (South),QV Market-Peel St,Vic Arts Centre,Lonsdale St (South),Lygon St (West),Flinders St-Spring St (West),Flinders St-Spark Lane,Alfred Place,Queen Street (West),Lygon Street (East),Flinders St-Swanston St (West),Spring St-Lonsdale St (South),City Square,St. Kilda-Alexandra Gardens,Grattan St-Swanston St (West),Monash Rd-Swanston St (West),Tin Alley-Swanston St (West),Southbank
01/10/2017,0,264,65,40,-1,811,748,203,158,132,26,29,42,-1,34,-1,850,286,137,175,-1,431,101,813,191,380,292,26,158,658,236,54,98,44,457,47,-1,57,undefined,84,41,24,13,741
01/10/2017,1,176,73,22,-1,634,514,107,101,100,30,46,19,-1,11,-1,563,236,90,140,-1,219,88,575,102,325,194,24,108,499,81,20,39,21,432,10,-1,32,undefined,53,26,12,15,449
01/10/2017,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,undefined,-1,-1,-1,-1,-1
01/10/2017,3,7,9,1,-1,44,53,174,10,77,8,11,2,-1,2,-1,460,24,17,137,-1,239,92,635,22,225,190,28,94,428,56,23,33,19,600,8,-1,34,undefined,35,11,14,9,259
01/10/2017,4,68,38,19,-1,139,226,147,49,57,83,365,99,-1,13,-1,346,169,16,139,-1,443,169,424,60,152,125,15,82,207,39,13,17,14,295,7,-1,15,undefined,30,2,6,6,166
01/10/2017,5,36,17,17,-1,127,155,62,32,39,12,35,3,-1,5,-1,299,145,19,100,-1,120,46,339,44,27,44,21,99,152,20,12,19,16,146,14,-1,10,undefined,25,4,3,3,105
01/10/2017,6,53,22,14,-1,104,172,57,42,25,25,8,19,-1,17,-1,277,117,33,70,-1,177,33,156,36,33,28,20,82,103,10,18,27,20,53,5,-1,20,undefined,34,8,5,6,128
01/10/2017,7,86,31,14,-1,180,169,94,50,82,39,12,51,-1,32,-1,302,114,75,152,-1,347,76,174,80,77,40,30,107,55,32,82,27,31,28,8,-1,23,undefined,74,8,8,7,238
01/10/2017,8,160,91,48,-1,347,241,126,135,140,83,33,64,-1,67,-1,508,166,135,232,-1,485,113,123,122,182,35,51,341,88,41,51,55,75,59,26,-1,48,undefined,144,57,32,19,552
01/10/2017,9,263,119,56,-1,468,490,486,356,252,118,48,194,-1,98,-1,595,236,169,504,-1,714,152,224,307,141,128,117,650,166,89,82,74,96,103,75,-1,119,undefined,277,51,50,29,1020
