Date,Hour,Bourke Street Mall (North),Bourke Street Mall (South),Melbourne Central,Town Hall (West),Princes Bridge,Flinders Street Station Underpass,Birrarung Marr,Webb Bridge,Southern Cross Station,Victoria Point,Waterfront City,New Quay,Flagstaff Station,Sandridge Bridge,State Library,Collins St (North),Collins Place (South),Collins Place (North),Chinatown-Swanston St (North),Chinatown-Lt Bourke St (South),Bourke St-Russell St (West),Flinders St-Elizabeth St (East),Spencer St-Collins St (South),Spencer St-Collins St (North),Melbourne Convention Exhibition Centre,QV Market-Elizabeth St (West),QV Market-Peel St,The Arts Centre,St Kilda Rd-Alexandra Gardens,Lonsdale St (South),Lygon St (West),City Square,Flinders St-Spring St (West),Flinders St-Spark La,Southbank,Queen St (West),Lygon St (East),Flinders St-Swanston St (West),Alfred Place,Lonsdale St-Spring St (West),Grattan St-Swanston St (West),Monash Rd-Swanston St (West),Tin Alley-Swanston St (West),Little Collins St-Swanston St (East),Pelham St (South),Melbourne Central-Elizabeth St (East),QVM-Queen St (East),QVM-Therry St (South),Faraday St-Lygon St (West),QVM-Franklin St (North),Elizabeth St-Lonsdale St (South),Lincoln-Swanston (W),Elizabeth St-La Trobe St (East),Lonsdale St - Elizabeth St (North),Bourke St Bridge,Bourke St - Spencer St (North),RMIT Bld 80 - 445 Swanston Street,Flinders La-Swanston St (West) Temporary,RMIT Building 14
16/08/2019,12,3431,2867,2390,3099,1992,2445,347,672,1796,656,96,420,-1,721,1739,2156,1686,639,1048,996,1647,3189,1137,2838,-1,1881,305,1617,661,1112,386,undefined,359,348,2373,1132,301,1984,-1,1028,1123,599,277,1928,380,2267,814,561,477,322,1031,490,-1,867,2564,1984,635,2869,1946
16/08/2019,13,3185,2875,1818,3014,1636,2012,228,380,1187,384,12,86,-1,351,1396,2138,1647,484,934,865,1327,2775,724,2644,-1,1458,295,1351,212,1037,296,undefined,275,138,1435,900,280,1547,-1,964,832,504,148,1518,373,1588,627,328,542,265,839,470,-1,729,1692,1547,201,3480,1428
16/08/2019,14,2566,2243,1719,2615,1479,1777,76,231,926,234,9,95,-1,462,1453,1725,921,480,796,600,979,2490,602,2251,-1,1041,264,1305,153,836,244,undefined,230,115,1231,555,184,1212,-1,665,707,401,159,1227,305,1372,490,212,356,218,666,413,-1,563,1051,1212,193,2793,1341
16/08/2019,15,2684,2346,1752,2774,1540,2332,98,269,1383,339,13,106,-1,629,1508,1576,844,586,771,541,999,2875,606,2903,-1,1036,273,1248,216,786,214,undefined,231,102,1283,475,132,1323,-1,636,838,578,242,1317,229,1509,456,192,366,180,643,428,-1,614,1409,1323,162,2922,1164
16/08/2019,16,3106,2524,2348,2973,2215,3162,266,471,2900,568,34,287,-1,1188,1822,1551,931,998,876,640,1179,3811,954,3833,-1,1189,268,1749,301,881,255,undefined,407,266,1779,663,165,2029,-1,604,759,727,291,1698,316,2000,474,233,411,196,869,533,-1,639,2925,2029,358,3300,1460
16/08/2019,17,4016,2796,2981,3864,3309,4713,636,566,3498,767,38,301,-1,1771,2336,1850,1359,1424,1231,1010,1563,4735,1108,4734,-1,977,247,2271,540,1322,396,undefined,528,409,2842,893,280,2532,-1,810,939,918,310,2277,343,2387,356,165,575,180,1029,669,-1,905,3172,2532,289,4380,1394
16/08/2019,18,3437,2139,3482,3348,2825,3044,1103,306,1629,310,67,275,-1,1094,2393,1271,946,720,1647,1444,1639,3916,621,2838,-1,809,222,2149,393,1554,477,undefined,448,470,2507,688,283,1573,-1,515,583,715,282,1910,230,2076,288,151,646,221,974,382,-1,751,1398,1573,49,3665,1316
16/08/2019,19,2497,1413,2783,2374,2407,1898,1742,168,540,154,35,257,-1,609,2406,742,460,267,1585,1557,1547,2984,479,1684,-1,711,192,1917,350,1500,504,undefined,360,362,1810,398,311,972,-1,400,390,463,233,1527,95,1496,293,153,673,136,808,308,-1,624,570,972,48,2671,831
16/08/2019,20,1942,1018,3119,2377,1388,1575,143,106,307,111,26,197,-1,548,2508,518,396,185,1356,1456,1356,2356,289,1126,-1,607,164,715,144,1409,507,undefined,118,97,1241,470,324,698,-1,201,267,267,171,1314,76,1356,246,116,632,112,678,297,-1,533,328,698,48,2319,807
16/08/2019,21,1260,544,3399,1731,1444,1488,214,92,201,90,31,199,-1,522,2276,403,271,123,1253,1144,1293,2141,246,1044,-1,563,125,893,164,1316,509,undefined,96,112,1224,480,311,616,-1,239,181,188,115,1383,67,1230,223,124,500,145,678,198,-1,437,216,616,68,1910,647
16/08/2019,22,684,422,2239,1398,2173,1190,2131,69,174,45,30,154,-1,496,1437,330,230,116,871,1040,1123,1851,252,968,-1,451,134,1521,315,1124,412,undefined,270,390,1417,611,237,513,-1,400,157,125,71,1250,64,794,170,133,404,102,493,173,-1,341,178,513,43,1935,458
16/08/2019,23,374,293,1644,1086,1006,989,582,33,121,37,18,94,-1,467,695,270,275,103,417,635,848,1424,198,666,-1,332,76,475,181,1012,328,undefined,174,310,1063,511,131,421,-1,144,53,53,44,647,26,651,118,109,147,120,445,76,-1,218,162,421,23,1387,281
17/08/2019,0,245,121,845,533,553,736,34,31,40,11,11,47,-1,294,360,140,90,45,264,404,628,812,76,363,-1,220,45,182,98,623,175,undefined,51,83,489,418,37,212,-1,73,25,45,29,386,20,328,67,94,41,45,302,53,-1,141,62,212,14,735,131
17/08/2019,1,204,136,605,385,250,385,9,16,18,13,5,23,-1,204,229,73,48,21,220,212,584,457,70,143,-1,157,37,73,59,461,73,undefined,22,29,231,315,33,132,-1,37,18,15,19,245,13,249,53,78,25,26,216,20,-1,83,28,132,7,503,89
17/08/2019,2,101,71,365,226,142,225,18,7,15,20,8,23,-1,113,112,47,23,12,109,192,418,340,41,83,-1,116,28,40,10,334,32,undefined,13,12,176,289,19,136,-1,17,7,9,9,183,3,200,25,45,11,26,161,15,-1,49,30,136,4,306,66
17/08/2019,3,110,81,287,161,92,118,6,4,12,6,-1,17,-1,68,85,44,24,8,70,116,422,345,25,96,-1,129,12,60,9,349,19,undefined,18,7,40,326,10,66,-1,25,14,2,2,142,-1,161,33,48,7,20,162,16,-1,36,26,66,5,267,59
17/08/2019,4,29,51,177,86,72,115,13,3,15,9,3,9,-1,84,53,8,10,3,47,72,199,263,19,76,-1,98,6,39,7,210,21,undefined,14,1,29,85,15,67,-1,5,5,5,5,64,3,103,9,68,11,10,60,4,-1,13,17,67,3,144,26
17/08/2019,5,38,38,162,94,79,133,11,18,19,7,-1,4,-1,61,57,30,39,8,27,34,148,175,190,104,-1,84,20,84,20,156,14,undefined,8,4,39,44,4,71,-1,13,11,10,7,66,3,68,17,52,1,16,37,13,-1,14,29,71,4,156,28
17/08/2019,6,93,32,96,86,100,224,42,21,53,24,7,30,-1,85,26,46,65,28,26,59,114,243,222,282,-1,143,30,47,48,88,21,undefined,25,24,141,32,5,88,-1,37,17,11,7,62,22,86,60,81,21,23,40,6,-1,20,54,88,2,196,41
17/08/2019,7,145,105,174,201,172,442,106,55,63,34,8,55,-1,129,82,147,56,51,51,91,113,349,80,516,-1,236,65,110,131,125,59,undefined,43,25,435,47,16,205,-1,54,53,46,44,154,21,216,90,97,33,66,57,46,-1,83,80,205,21,307,85
17/08/2019,8,329,234,330,382,421,607,128,128,134,72,38,148,-1,248,229,296,156,85,99,107,144,824,187,815,-1,643,172,304,174,212,76,undefined,65,79,529,100,81,374,-1,163,43,56,47,304,44,343,226,179,94,101,185,54,-1,143,156,374,53,571,173
17/08/2019,9,882,804,568,925,984,1016,170,161,166,93,51,219,-1,320,464,673,116,150,152,178,313,1508,227,1225,-1,1156,256,785,309,249,133,undefined,135,156,996,218,92,559,-1,205,137,125,72,528,80,658,414,344,271,194,265,13,-1,277,222,559,127,1237,308
17/08/2019,10,1725,1467,1070,1768,1596,1458,375,261,207,108,84,327,-1,508,838,1142,328,187,277,341,529,1987,271,1610,-1,1952,477,1366,529,460,275,undefined,165,253,1359,213,139,868,-1,256,154,128,100,820,121,1077,784,594,397,209,437,1,-1,486,350,868,189,1781,453
17/08/2019,11,2776,2429,1618,2491,2551,1760,663,311,271,139,122,434,-1,691,1231,1429,387,196,651,683,836,2268,309,1576,-1,2348,503,2046,944,596,274,undefined,182,279,1935,242,237,968,-1,354,183,199,102,1269,126,1370,1027,812,461,286,564,2,-1,551,360,968,237,2670,626
17/08/2019,12,3347,2613,2555,3245,3754,2133,1984,342,185,88,133,493,-1,869,1824,1693,431,278,1228,1104,1225,3055,331,1786,-1,2153,511,2942,1154,857,432,undefined,270,379,2518,334,340,1069,-1,410,236,173,137,1953,135,2064,1110,837,559,316,647,2,-1,706,420,1069,208,3614,822
17/08/2019,13,3685,2786,2834,3524,3467,2188,2627,368,219,109,185,540,-1,886,2041,1614,606,250,1443,1246,1395,3198,269,1588,-1,2185,579,2717,1520,1078,387,undefined,352,416,2855,338,276,971,-1,578,265,174,161,2260,149,2338,1110,801,582,344,828,186,-1,836,416,971,271,3581,877
17/08/2019,14,4068,3090,2859,3494,3254,2661,559,367,259,93,117,614,-1,967,2093,1641,397,235,1232,978,1378,3370,322,1662,-1,1951,527,2275,1502,1038,433,undefined,205,276,3057,286,328,1003,-1,320,246,216,152,2431,150,2412,1067,684,701,349,804,269,-1,689,435,1003,304,3393,873
17/08/2019,15,4346,3292,3018,3844,3838,2759,727,397,192,91,177,597,-1,1142,2219,1775,586,291,1183,829,1358,3787,356,1589,-1,1473,408,2732,1463,1107,456,undefined,186,264,2916,291,345,970,-1,384,238,222,133,2558,126,2446,838,471,584,318,887,293,-1,707,489,970,305,3782,816
17/08/2019,16,4157,2948,2845,3421,3869,3024,5217,371,211,120,217,632,-1,1350,2128,1517,620,210,1264,1115,1467,3827,380,1697,-1,1226,309,2549,1791,1086,336,undefined,574,886,3395,285,227,1077,-1,407,259,249,174,2297,125,2275,606,460,629,266,719,248,-1,625,841,1077,226,3819,952
17/08/2019,17,3924,2688,3140,3709,3618,2914,1811,332,283,188,189,680,-1,1355,2389,1334,669,248,1503,1477,1688,3984,534,2145,-1,717,216,1973,1273,1233,490,undefined,495,853,3421,343,314,1315,-1,486,267,261,188,2371,147,2222,315,264,715,217,803,269,-1,599,1228,1315,225,3831,954
17/08/2019,18,3168,1560,3157,2777,2955,2481,781,315,280,177,133,790,-1,976,2047,825,575,226,1646,1805,1640,3299,410,1821,-1,856,211,1599,657,1365,639,undefined,283,426,2932,265,463,1257,-1,425,188,163,107,1757,125,1965,314,209,819,187,783,208,-1,594,3193,1257,33,2939,755
17/08/2019,19,2209,873,3516,2324,2467,1765,1692,163,155,94,78,586,-1,695,2052,693,381,123,1611,1957,1811,2636,283,1155,-1,798,191,1676,430,1460,776,undefined,196,330,2437,306,496,868,-1,344,219,131,86,1765,103,1765,259,173,808,176,727,205,-1,682,2326,868,26,2593,746
17/08/2019,20,1336,538,3378,1866,1944,1633,354,125,99,56,98,382,-1,584,1708,530,414,110,1414,1706,1578,2321,259,921,-1,609,154,702,300,1436,807,undefined,134,223,2064,331,620,595,-1,255,158,118,74,1561,86,1304,224,149,720,129,745,164,-1,488,538,595,31,2235,615
17/08/2019,21,743,384,2448,1529,1433,1272,142,88,83,87,63,363,-1,497,1305,409,264,69,1109,1257,1202,1920,188,741,-1,606,135,610,182,1311,724,undefined,91,92,1311,379,475,606,-1,130,105,93,54,1310,66,982,156,150,589,156,670,115,-1,403,1212,606,29,1655,490
17/08/2019,22,705,375,1869,1205,1909,1293,804,121,97,117,35,440,-1,474,1028,377,183,100,812,1190,1158,1604,311,1113,-1,379,104,1399,215,1253,575,undefined,122,212,1257,397,318,1131,-1,375,173,72,59,1086,56,782,126,140,428,80,574,109,-1,352,3790,1131,29,1479,357
17/08/2019,23,427,301,1535,1291,1081,963,1027,43,56,62,21,156,-1,434,627,334,188,91,572,1208,1076,1329,143,647,-1,334,86,532,263,996,431,undefined,179,382,1099,470,156,567,-1,127,53,44,27,650,40,566,98,145,205,71,514,75,-1,209,395,567,20,1329,183
18/08/2019,0,296,108,1029,570,432,634,30,19,48,11,15,76,-1,333,347,153,63,54,425,948,725,801,101,345,-1,261,58,175,55,655,202,undefined,52,66,413,293,70,283,-1,63,42,49,42,408,12,363,74,122,58,47,431,34,-1,124,103,283,5,792,116
18/08/2019,1,160,130,719,439,265,381,8,17,29,16,3,27,-1,229,255,93,49,25,285,510,622,670,86,241,-1,182,26,102,54,566,119,undefined,25,36,224,237,25,164,-1,51,15,14,13,343,14,249,38,71,11,37,327,26,-1,134,47,164,5,585,91
18/08/2019,2,152,135,455,310,179,262,4,9,20,13,2,14,-1,171,106,77,20,17,239,212,464,534,54,121,-1,115,24,66,29,390,35,undefined,17,11,113,286,10,118,-1,11,10,6,10,220,5,176,26,57,5,27,201,15,-1,70,31,118,2,459,71
18/08/2019,3,117,58,318,117,91,160,8,6,17,8,3,9,-1,122,86,42,19,17,138,175,441,328,38,93,-1,110,9,28,30,372,27,undefined,13,23,88,178,16,91,-1,9,13,14,5,134,6,145,15,71,11,21,234,21,-1,85,21,91,3,212,47
18/08/2019,4,56,31,149,102,79,116,9,-1,5,2,7,9,-1,100,50,36,16,3,84,105,272,277,18,107,-1,93,6,58,6,175,9,undefined,16,7,23,74,3,63,-1,6,3,5,6,67,2,95,12,61,7,15,143,6,-1,38,24,63,2,157,18
18/08/2019,5,48,21,131,92,76,129,6,5,20,7,1,3,-1,81,53,36,19,6,25,51,193,205,33,95,-1,67,10,69,14,248,14,undefined,8,9,41,32,10,30,-1,21,8,5,4,90,5,87,13,43,11,12,68,4,-1,19,17,30,2,163,28
18/08/2019,6,43,42,100,151,91,193,16,19,26,27,2,13,-1,125,37,43,27,15,31,48,96,296,38,147,-1,91,13,96,32,128,13,undefined,14,29,95,10,8,69,-1,16,45,8,6,95,5,121,15,39,17,13,22,22,-1,24,19,69,4,212,24
18/08/2019,7,83,45,131,145,169,258,80,45,38,41,9,28,-1,133,44,79,46,32,40,67,108,353,88,366,-1,160,25,189,79,109,31,undefined,56,41,200,24,11,156,-1,22,20,29,20,102,7,156,60,62,28,27,39,15,-1,48,62,156,9,220,39
18/08/2019,8,221,168,304,347,349,584,127,121,92,62,42,140,-1,234,149,156,97,52,75,58,138,695,130,732,-1,420,105,339,186,145,65,undefined,100,91,654,82,50,280,-1,78,144,114,63,243,38,292,209,169,92,82,193,80,-1,112,174,280,47,439,127
18/08/2019,9,692,533,616,819,943,776,233,188,126,100,68,247,-1,300,327,411,193,78,155,179,269,1168,255,1067,-1,818,245,1101,402,302,148,undefined,126,111,1099,109,88,557,-1,120,427,347,202,457,120,723,414,296,207,182,250,198,-1,203,197,557,130,978,270
18/08/2019,10,1482,1107,1080,1538,1821,1415,427,258,127,134,101,448,-1,519,657,930,352,160,371,413,599,1925,329,1437,-1,1239,369,1901,732,519,176,undefined,160,217,1677,155,132,830,-1,216,1060,718,335,853,150,1168,688,385,281,238,428,390,-1,431,343,830,185,1834,516
18/08/2019,11,2333,1803,1435,2183,2218,1743,2816,301,165,83,93,379,-1,713,890,1127,325,160,656,726,708,2334,338,1461,-1,1482,407,2279,1344,617,319,undefined,161,404,2107,213,205,830,-1,252,1187,684,282,1145,186,1355,814,534,459,246,493,406,-1,406,347,830,180,2462,563
18/08/2019,12,2850,1895,2159,2615,2834,1633,3152,283,126,83,83,371,-1,828,1372,1286,406,207,1146,1213,1038,2450,275,1301,-1,1574,443,2490,2096,829,451,undefined,283,365,2222,176,294,896,-1,327,1295,841,316,1587,246,1641,966,602,600,334,554,406,-1,580,360,896,265,3021,672
18/08/2019,13,3188,2068,2547,3006,2502,1821,1413,247,155,108,111,403,-1,650,1696,1261,423,200,1258,1278,1256,2545,253,1176,-1,1746,467,2446,953,937,539,undefined,183,338,1640,160,297,811,-1,429,1304,413,220,1567,224,1834,972,582,785,351,700,439,-1,628,610,811,288,2986,835
18/08/2019,14,3082,2183,2284,2642,2146,1638,454,212,151,91,96,260,-1,519,1662,1139,273,141,1005,765,1199,2430,287,1225,-1,1467,442,2084,627,804,378,undefined,121,158,1257,170,339,794,-1,225,1080,402,249,1323,288,1535,853,430,717,290,504,308,-1,499,1511,794,188,2895,728
18/08/2019,15,2647,1805,1695,2201,1335,1418,146,157,74,59,3,83,-1,375,1389,1068,400,134,882,690,837,2192,720,1571,-1,934,322,1265,168,834,328,undefined,109,40,699,150,184,838,-1,275,593,454,238,971,201,1048,734,202,616,179,483,235,-1,498,4228,838,28,2288,580
18/08/2019,16,2349,1492,1729,1932,1701,1459,3640,187,156,138,14,289,-1,534,1314,965,417,159,863,608,781,2347,373,1619,-1,680,237,1364,435,756,311,undefined,390,362,1473,147,111,924,-1,397,365,295,174,1067,187,1194,492,169,485,118,435,216,-1,412,6505,924,119,2273,636
18/08/2019,17,2360,1405,1887,1985,1484,1172,1491,138,133,90,30,215,-1,492,1488,686,343,116,1007,950,1110,2183,286,1299,-1,599,183,845,391,844,384,undefined,166,603,1574,187,180,860,-1,241,204,175,101,1193,115,1397,275,175,464,130,634,199,-1,504,872,860,148,2044,722
18/08/2019,18,1796,866,2266,2196,1058,1156,510,118,117,90,54,322,-1,474,1405,535,343,131,1156,1121,1230,2042,204,1136,-1,526,134,525,192,798,467,undefined,141,292,1237,138,253,736,-1,300,159,147,79,1194,114,1250,173,127,436,130,471,174,-1,457,1070,736,37,1651,621
18/08/2019,19,1198,388,2059,1362,1022,1004,508,129,178,245,64,577,-1,328,1210,398,180,71,1022,982,1030,1610,297,1301,-1,497,128,589,206,843,493,undefined,110,214,885,135,224,1202,-1,182,124,114,62,942,66,1000,163,108,361,154,443,152,-1,410,4932,1202,31,1212,484
18/08/2019,20,481,311,1687,1085,656,853,57,40,73,68,28,169,-1,268,958,388,154,72,766,962,868,1416,160,665,-1,448,107,182,72,763,489,undefined,53,97,735,98,204,445,-1,141,95,75,67,867,56,691,139,101,381,103,380,109,-1,316,571,445,15,1020,412
18/08/2019,21,337,178,1189,759,411,689,42,30,45,40,28,156,-1,234,716,203,163,64,515,564,548,1133,129,408,-1,275,71,162,55,597,301,undefined,47,42,467,97,107,328,-1,95,71,51,33,533,47,500,88,68,242,98,206,65,-1,217,159,328,10,681,323
18/08/2019,22,185,80,725,348,279,452,602,11,60,23,17,62,-1,190,346,131,73,27,234,320,404,834,69,323,-1,215,45,143,92,419,245,undefined,59,137,315,57,62,290,-1,281,47,46,33,321,33,272,65,80,102,65,98,76,-1,103,73,290,11,433,195
18/08/2019,23,120,81,383,203,283,316,316,12,43,40,22,40,-1,137,140,64,42,38,146,134,323,535,46,280,-1,136,29,160,111,297,95,undefined,86,193,345,51,16,158,-1,35,42,35,11,154,25,154,44,69,26,28,62,42,-1,51,73,158,-1,354,110
19/08/2019,0,66,37,195,77,72,145,4,12,22,8,2,16,-1,70,73,23,22,22,72,64,119,247,35,80,-1,116,20,61,29,171,26,undefined,8,12,94,15,8,84,-1,10,12,6,5,52,10,90,15,65,15,18,24,22,-1,30,22,84,2,106,51
19/08/2019,1,37,19,90,38,42,67,5,1,2,4,1,12,-1,30,53,8,11,15,41,28,95,111,11,31,-1,53,7,32,3,164,17,undefined,-1,-1,45,9,3,31,-1,1,5,1,1,35,5,50,5,42,5,5,37,4,-1,15,14,31,-1,51,26
19/08/2019,2,17,10,79,28,24,36,7,1,3,1,3,7,-1,8,13,7,3,6,26,22,73,79,13,16,-1,43,6,23,6,99,14,undefined,2,3,37,-1,4,26,-1,3,7,3,2,12,3,35,5,33,2,8,7,7,-1,8,5,26,1,29,8
19/08/2019,3,19,5,23,13,43,30,2,2,3,2,6,4,-1,3,11,12,9,3,11,14,56,69,10,20,-1,37,6,52,3,59,8,undefined,3,3,19,2,6,9,-1,7,4,2,1,18,-1,40,3,35,6,2,7,4,-1,5,5,9,-1,27,7
19/08/2019,4,19,10,34,32,58,45,9,1,5,8,-1,-1,-1,37,18,11,8,12,13,5,22,58,3,29,-1,35,3,62,5,42,9,undefined,4,1,11,4,7,21,-1,4,3,-1,2,17,-1,53,6,19,-1,13,9,3,-1,4,16,21,1,48,12
19/08/2019,5,18,18,63,80,129,180,21,30,82,32,5,13,-1,90,30,23,67,42,21,37,43,190,46,276,-1,69,13,115,23,38,12,undefined,13,37,63,22,4,93,-1,20,13,8,13,37,9,80,16,14,-1,16,33,5,-1,15,108,93,-1,156,31
19/08/2019,6,105,87,141,165,342,587,98,90,547,116,13,49,-1,225,76,145,218,171,38,32,78,638,212,778,-1,95,25,385,90,56,14,undefined,77,46,280,54,3,327,-1,71,28,21,13,161,43,203,31,36,25,30,37,12,-1,48,568,327,15,338,83
19/08/2019,7,357,192,368,568,957,1891,331,288,2240,417,51,171,-1,693,285,469,825,720,119,143,165,1655,694,2037,-1,211,105,1101,199,146,85,undefined,229,163,816,246,54,1205,-1,246,122,153,54,466,102,540,134,58,90,97,192,102,-1,132,2127,1205,78,1093,303
19/08/2019,8,885,563,702,1082,1932,4074,585,463,4350,656,76,348,-1,1448,647,995,2151,1671,136,220,397,2955,1526,4448,-1,576,193,1954,370,412,162,undefined,618,323,1913,709,123,2444,-1,831,529,532,178,1056,262,1006,307,87,164,141,690,348,-1,449,4707,2444,367,2130,896
19/08/2019,9,972,717,767,1134,1342,2342,275,258,2839,522,52,253,-1,730,668,993,1535,932,208,250,397,2098,898,2975,-1,587,153,1415,230,326,171,undefined,482,257,1095,548,111,1691,-1,620,616,647,226,765,337,966,259,92,216,136,592,328,-1,439,3140,1691,298,1691,836
19/08/2019,10,1375,1081,1002,1684,2057,1307,170,175,815,319,36,189,-1,430,792,1319,938,414,323,359,566,1981,543,1639,-1,580,147,1690,263,389,282,undefined,283,210,864,496,128,1043,-1,544,741,440,217,916,193,1015,264,141,278,154,499,294,-1,456,1080,1043,467,1969,981
19/08/2019,11,1946,1570,1334,1992,1556,1377,179,209,637,265,40,223,-1,485,961,1341,743,360,523,513,700,2317,550,1628,-1,770,120,1479,465,578,201,undefined,202,186,1058,401,108,1020,-1,529,1038,555,212,1062,234,1180,376,207,333,219,522,420,-1,473,905,1020,496,2164,971
19/08/2019,12,3267,2590,2040,2923,2422,2267,328,667,1427,538,127,393,-1,638,1574,2204,1680,544,1010,863,1375,3149,1027,2529,-1,1200,185,2115,711,966,341,undefined,370,360,2163,1034,312,1601,-1,911,1071,600,180,1866,361,1872,407,316,437,263,1026,362,-1,701,2322,1601,599,2798,1553
19/08/2019,13,3097,2740,1961,2996,2062,2247,221,500,1226,414,80,300,-1,606,1623,1960,1535,566,978,921,1425,3176,862,2266,-1,945,163,1672,449,980,343,undefined,291,325,1677,832,275,1482,-1,834,1079,504,220,2037,416,1863,271,214,427,181,925,432,-1,874,1803,1482,570,3061,1571
19/08/2019,14,2460,2016,1886,2654,2203,1633,184,209,760,273,15,120,-1,535,1463,1468,898,448,770,626,996,2727,503,1815,-1,600,142,1598,444,694,480,undefined,145,158,1031,549,203,1066,-1,609,777,478,167,1476,261,1478,256,151,367,201,771,411,-1,614,926,1066,532,2796,1406
19/08/2019,15,2671,1920,1785,2474,1692,1754,118,235,1329,392,32,103,-1,616,1465,1368,760,511,732,566,988,3022,518,2313,-1,617,160,1476,328,691,261,undefined,196,168,980,460,176,1268,-1,537,862,782,274,1400,267,1483,244,94,373,150,665,422,-1,524,1397,1268,356,2853,1343
19/08/2019,16,2592,1928,1989,2614,1873,2962,227,358,3165,708,31,204,-1,985,1790,1194,887,1074,669,463,1034,3450,736,3838,-1,626,167,1793,474,714,261,undefined,393,257,1163,549,185,1900,-1,530,821,962,256,1407,241,1685,271,129,374,163,659,477,-1,613,3173,1900,483,3075,1502
19/08/2019,17,2981,1727,2378,2873,2698,5000,595,560,4633,931,67,375,-1,1921,2198,1372,1313,1888,920,720,1373,4728,1206,5239,-1,762,253,2649,646,833,379,undefined,598,352,2038,728,237,2505,-1,626,974,1027,369,1894,386,2160,331,133,416,197,823,740,-1,853,4221,2505,340,3539,1585
19/08/2019,18,2344,1375,2292,2178,1763,2803,369,379,1876,392,71,283,-1,980,1814,798,689,755,1102,774,1306,3630,600,2675,-1,730,205,1499,369,909,385,undefined,271,243,1494,361,247,1413,-1,312,589,773,301,1483,263,1632,280,122,574,166,573,442,-1,626,1646,1413,71,2619,1302
19/08/2019,19,1296,522,1915,1419,988,1347,143,150,524,159,32,199,-1,453,1415,450,294,258,957,793,1051,2724,321,1337,-1,539,133,821,207,838,488,undefined,95,99,927,195,189,673,-1,179,383,411,197,1012,177,1170,170,93,352,119,556,277,-1,410,501,673,23,1518,874
19/08/2019,20,678,332,1629,996,800,979,64,85,184,84,30,168,-1,410,1101,285,199,116,735,649,920,2034,256,871,-1,490,113,405,87,718,320,undefined,57,78,689,172,198,407,-1,122,382,349,121,809,115,799,158,113,336,95,364,266,-1,293,221,407,26,1174,741
19/08/2019,21,400,219,1203,687,545,876,51,61,110,55,19,116,-1,314,781,154,162,73,474,444,675,1480,179,792,-1,378,102,311,75,560,271,undefined,37,52,485,116,93,294,-1,112,275,313,98,608,99,466,110,80,268,67,288,242,-1,191,141,294,17,843,425
19/08/2019,22,237,106,780,388,561,557,18,28,71,27,26,103,-1,200,419,123,105,53,291,273,468,911,91,470,-1,220,50,438,56,342,108,undefined,36,57,307,68,57,248,-1,32,102,89,58,322,64,280,68,78,156,57,98,117,-1,109,116,248,10,541,298
19/08/2019,23,95,33,378,183,163,322,9,17,37,9,6,33,-1,146,181,42,94,38,138,88,215,570,50,220,-1,185,40,63,23,147,57,undefined,23,25,144,18,26,143,-1,37,88,79,49,168,35,150,68,84,30,41,49,39,-1,38,55,143,6,273,148
20/08/2019,0,48,33,179,82,84,108,7,5,10,7,3,9,-1,56,81,41,30,12,65,52,143,180,29,96,-1,115,20,38,23,121,26,undefined,9,9,62,12,19,60,-1,11,20,11,5,59,11,76,14,72,10,18,24,16,-1,28,22,60,3,147,62
20/08/2019,1,32,18,106,49,49,27,4,-1,2,6,1,7,-1,11,35,6,9,8,48,75,101,120,19,23,-1,61,13,22,12,86,15,undefined,4,5,28,6,8,27,-1,4,10,5,2,38,2,54,9,56,14,6,22,9,-1,19,9,27,14,71,38
20/08/2019,2,15,13,48,26,48,19,3,-1,12,1,-1,3,-1,11,22,11,7,1,31,26,42,81,5,20,-1,53,13,16,10,51,11,undefined,1,2,15,2,2,23,-1,4,3,4,2,23,3,24,11,39,7,4,8,3,-1,8,5,23,3,47,36
20/08/2019,3,11,23,43,16,43,46,1,1,8,2,2,1,-1,-1,18,8,6,1,16,13,41,86,12,17,-1,42,3,45,1,37,6,undefined,1,2,19,1,7,15,-1,7,5,1,-1,20,-1,35,4,18,2,8,13,7,-1,3,1,15,6,23,14
20/08/2019,4,10,14,22,33,67,42,9,5,3,-1,1,5,-1,26,18,6,3,-1,12,13,48,76,2,32,-1,27,2,46,3,27,10,undefined,5,7,18,3,7,23,-1,10,3,-1,1,49,5,38,3,15,9,-1,12,3,-1,10,5,23,15,57,29
20/08/2019,5,31,17,64,95,114,248,42,34,95,36,15,36,-1,100,26,40,91,40,10,15,44,189,56,378,-1,77,19,109,52,21,21,undefined,17,41,140,15,3,122,-1,34,11,11,4,48,1,68,15,19,1,15,13,8,-1,17,105,122,2,168,34
20/08/2019,6,131,93,173,221,417,1005,125,136,603,130,33,82,-1,300,84,238,263,219,50,30,89,809,287,1206,-1,143,49,373,105,65,52,undefined,79,52,660,66,16,429,-1,92,45,31,22,204,19,212,63,40,27,38,77,38,-1,102,634,429,12,382,93
20/08/2019,7,391,249,403,578,1082,2098,407,297,2395,428,54,228,-1,767,306,422,941,796,110,98,193,1675,777,2560,-1,367,97,1025,236,167,93,undefined,269,192,1024,243,50,1281,-1,308,170,187,66,525,95,529,157,77,107,69,257,135,-1,147,2377,1281,81,1085,327
