Date,Hour,Bourke Street Mall (North),Bourke Street Mall (South),Melbourne Central,Town Hall (West),Princes Bridge,Flinders Street Station Underpass,Birrarung Marr,Webb Bridge,Southern Cross Station,Victoria Point,Waterfront City,New Quay,Flagstaff Station,Sandridge Bridge,State Library,Collins St (North),Collins Place (South),Collins Place (North),Chinatown-Swanston St (North),Chinatown-Lt Bourke St (South),Bourke St-Russell St (West),Flinders St-Elizabeth St (East),Spencer St-Collins St (South),Spencer St-Collins St (North),Melbourne Convention Exhibition Centre,QV Market-Elizabeth St (West),QV Market-Peel St,The Arts Centre,St Kilda Rd-Alexandra Gardens,Lonsdale St (South),Lygon St (West),City Square,Flinders St-Spring St (West),Flinders St-Spark La,Southbank,Queen St (West),Lygon St (East),Flinders St-Swanston St (West),Alfred Place,Lonsdale St-Spring St (West),Grattan St-Swanston St (West),Monash Rd-Swanston St (West),Tin Alley-Swanston St (West),Little Collins St-Swanston St (East),Pelham St (South),Melbourne Central-Elizabeth St (East),QVM-Queen St (East),QVM-Therry St (South),Faraday St-Lygon St (West),QVM-Franklin St (North),Elizabeth St-Lonsdale St (South),Lincoln-Swanston (W),Elizabeth St-La Trobe St (East),Lonsdale St - Elizabeth St (North),Bourke St Bridge,Bourke St - Spencer St (North),RMIT Bld 80 - 445 Swanston Street,Flinders La-Swanston St (West) Temporary,RMIT Building 14
08/08/2019,15,2986,1792,2073,2909,2381,2156,164,231,1441,345,39,179,-1,701,1645,1511,810,631,846,499,1074,3188,635,2580,1021,1698,207,2287,522,671,212,undefined,290,249,1231,654,193,1287,477,564,983,776,263,1621,237,1639,439,191,360,190,811,499,-1,632,1346,1287,535,-1,1568
08/08/2019,16,3100,1771,2252,2992,2276,3139,252,294,3081,638,66,273,-1,1029,1908,1382,820,1066,892,469,1094,3617,780,3871,1181,1152,213,2086,505,654,250,undefined,418,306,1534,592,127,2070,502,542,957,824,265,1735,306,1990,306,172,396,184,854,525,-1,587,2687,2070,561,-1,1857
08/08/2019,17,3384,1798,2635,3481,3279,5002,445,541,4281,881,94,386,-1,1786,2272,1483,1425,1693,1120,774,1415,4645,1329,5098,1480,906,218,2731,531,1004,330,undefined,552,380,2414,814,262,2618,680,789,1163,933,318,2086,306,2442,313,134,529,203,881,763,-1,859,3853,2618,285,-1,1699
08/08/2019,18,3072,1411,2943,2949,2638,3021,295,311,1825,434,44,277,-1,1071,2126,1025,803,804,1383,872,1361,3679,652,3017,1002,697,209,2099,427,1095,341,undefined,275,194,1751,590,235,1454,444,598,837,750,261,1829,246,1811,267,165,607,219,708,524,-1,710,1593,1454,46,-1,1577
08/08/2019,19,1945,741,2001,1863,1799,1583,86,134,558,196,28,129,-1,469,1476,501,357,326,1321,719,1031,2681,315,1362,337,605,151,1875,172,920,383,undefined,98,111,1031,286,228,790,170,316,436,373,146,1093,191,1292,240,100,483,157,562,307,-1,424,640,790,52,-1,1016
08/08/2019,20,1401,581,2084,1594,1001,1274,51,85,227,85,40,149,-1,414,1400,430,342,175,1099,749,983,2179,254,1070,270,455,129,577,121,874,409,undefined,97,88,840,290,217,521,119,209,522,473,175,1214,118,988,161,89,369,97,514,333,-1,378,323,521,32,-1,870
08/08/2019,21,648,331,1792,1227,1638,1053,52,60,127,49,18,63,-1,332,942,357,185,100,853,551,688,1712,181,916,182,439,176,1116,142,655,293,undefined,57,68,727,216,160,426,76,127,192,214,82,883,116,846,201,86,288,93,367,175,-1,260,171,426,27,-1,587
08/08/2019,22,326,117,902,479,797,635,13,25,78,34,3,30,-1,198,473,176,145,58,445,365,532,1092,114,575,99,194,66,921,49,479,170,undefined,58,32,391,90,73,271,65,375,89,55,33,406,66,354,91,53,166,58,214,58,-1,110,111,271,4,-1,271
08/08/2019,23,170,58,600,325,297,463,18,11,70,12,5,23,-1,181,244,106,101,67,257,164,342,777,75,346,102,139,29,146,25,297,55,undefined,32,28,252,76,21,185,34,54,55,54,34,257,29,197,42,71,39,30,85,46,-1,81,77,185,12,-1,188
09/08/2019,0,98,44,270,146,132,128,7,7,14,12,2,10,-1,56,97,61,34,16,138,138,244,429,47,131,31,126,18,65,13,216,52,undefined,15,12,73,25,12,98,9,16,14,16,14,128,8,129,21,67,16,38,43,20,-1,19,26,98,4,-1,59
09/08/2019,1,59,15,154,56,79,94,2,4,9,13,-1,11,-1,21,49,30,7,6,76,85,149,228,28,54,26,107,19,25,8,170,13,undefined,6,5,42,34,13,82,2,3,17,6,5,61,6,79,19,70,1,20,40,12,-1,27,16,82,2,-1,51
09/08/2019,2,66,18,129,71,45,72,-1,1,9,1,-1,5,-1,20,31,29,13,3,57,48,143,149,14,54,-1,80,5,24,5,85,17,undefined,2,5,31,11,5,54,1,6,6,-1,-1,43,1,61,5,43,3,11,10,2,-1,15,10,54,5,-1,21
09/08/2019,3,27,12,96,38,45,42,2,3,7,5,1,2,-1,9,37,14,7,6,39,86,121,127,9,19,-1,66,5,37,1,71,14,undefined,-1,2,19,18,3,27,8,8,7,3,2,30,-1,51,8,32,3,5,15,7,-1,7,4,27,2,-1,20
09/08/2019,4,29,12,33,58,44,56,9,4,7,4,5,2,-1,28,27,7,10,4,29,19,62,108,17,41,-1,41,13,37,10,56,12,undefined,4,6,30,19,10,23,6,5,2,1,-1,42,1,55,1,15,8,4,9,-1,-1,17,5,23,-1,-1,34
09/08/2019,5,41,18,107,124,120,238,17,21,91,23,1,13,-1,99,41,53,96,44,32,36,65,195,57,340,-1,81,5,85,22,37,13,undefined,11,27,86,15,3,118,24,27,18,9,6,48,9,102,24,29,2,6,22,7,-1,17,93,118,1,-1,40
09/08/2019,6,102,56,150,301,345,983,65,63,490,99,2,26,-1,240,79,204,260,197,58,20,74,789,248,1124,-1,146,46,289,48,52,55,undefined,77,56,621,57,18,370,79,92,59,31,17,142,29,174,53,63,24,38,50,45,-1,76,474,370,4,-1,107
09/08/2019,7,279,177,268,458,709,1770,169,223,1985,335,9,86,-1,501,223,440,768,681,61,75,174,1580,644,2346,-1,263,71,694,106,137,63,undefined,201,75,674,199,46,1088,301,270,126,106,47,380,101,381,132,84,43,71,172,77,-1,141,1702,1088,26,-1,240
09/08/2019,8,859,506,641,956,1592,3725,303,363,3998,632,32,222,-1,1197,596,795,1860,1526,138,187,338,2722,1443,4324,-1,647,175,1448,232,349,139,undefined,489,249,1405,598,93,2266,671,750,529,572,201,839,221,878,248,120,196,194,637,315,-1,372,4257,2266,389,-1,896
09/08/2019,9,1011,543,694,1106,1100,2140,124,236,2616,501,8,181,-1,645,664,943,1413,905,177,236,397,2036,933,2934,-1,759,158,1052,171,343,141,undefined,375,247,905,506,120,1677,775,652,595,618,139,728,269,845,331,172,214,176,539,288,-1,331,2914,1677,317,-1,836
09/08/2019,10,1317,955,886,1505,1069,1256,88,131,832,294,16,84,-1,394,798,1069,864,460,348,327,605,1863,574,1765,-1,895,167,1089,221,426,167,undefined,210,201,707,418,129,1021,553,593,651,515,156,758,268,898,348,292,267,203,484,261,-1,332,956,1021,489,-1,1100
09/08/2019,11,1927,1356,1113,1893,1307,1298,124,181,819,294,6,93,-1,384,934,1166,672,422,479,488,744,1974,489,1703,-1,959,257,1183,256,488,203,undefined,231,114,744,483,182,1215,596,730,841,440,175,914,236,1123,430,247,290,206,557,296,-1,477,1215,1215,381,-1,993
09/08/2019,12,2918,2142,2057,2728,1532,1970,99,380,1573,420,27,179,-1,419,1436,1950,1337,495,1043,763,1518,2665,893,2463,-1,1493,300,1628,251,970,322,undefined,299,197,1433,1067,241,1571,1416,1003,1054,710,220,1468,368,1543,619,330,392,295,862,405,-1,772,1964,1571,550,-1,1643
09/08/2019,13,2974,2252,1935,2863,1257,1722,94,262,1123,371,7,63,-1,318,1692,1970,1367,466,890,833,1463,2580,721,2319,-1,1300,274,1327,217,1043,344,undefined,255,112,1063,895,278,1422,1037,970,996,555,159,1523,464,1587,542,273,428,209,826,429,-1,746,1342,1422,282,-1,1251
09/08/2019,14,2556,1842,1975,2630,1590,1769,102,168,890,235,11,124,-1,555,1805,1491,755,485,807,554,1060,2536,663,2119,-1,1060,217,1433,218,781,209,undefined,213,149,986,593,195,1229,470,645,758,645,229,1511,291,1479,399,258,344,229,839,307,-1,682,1055,1229,499,-1,1375
09/08/2019,15,2910,1717,2157,2690,1596,2384,115,208,1342,276,37,159,-1,626,1608,1396,850,545,869,572,996,3027,600,2659,-1,971,210,1398,330,689,231,undefined,265,239,1184,596,173,1397,393,587,803,756,243,1444,223,1669,410,287,308,206,708,392,-1,615,1407,1397,492,-1,1256
09/08/2019,16,3135,1907,2339,3018,2048,3389,220,337,2874,553,45,252,-1,1027,1904,1474,808,1024,910,557,1160,3615,867,3686,-1,890,203,1724,387,866,252,undefined,439,272,1468,646,175,2027,521,571,838,886,283,1728,330,2155,343,189,320,213,831,453,-1,626,2452,2027,491,-1,1390
09/08/2019,17,4076,2104,2984,3669,3080,4618,413,507,3556,697,45,395,-1,1558,2353,1779,1299,1426,1237,796,1461,4540,1129,4713,-1,820,236,2453,601,1269,333,undefined,496,358,2218,786,252,2491,735,767,825,918,335,2236,330,2607,370,185,564,200,1017,598,-1,898,2834,2491,343,-1,1425
09/08/2019,18,3476,1439,3235,3223,2794,2954,516,301,1487,344,68,312,-1,936,2169,1208,836,700,1730,1209,1657,3841,645,2838,-1,768,221,2328,412,1341,390,undefined,307,296,1671,551,293,1535,388,618,533,597,249,1897,201,2035,312,125,801,195,840,422,-1,847,1224,1535,40,-1,1111
09/08/2019,19,2439,940,2755,2146,2061,1833,400,181,550,175,32,277,-1,521,1687,725,360,308,1672,1307,1463,2707,317,1544,-1,645,141,2280,263,1349,512,undefined,183,192,1189,376,323,915,284,423,295,341,187,1350,140,1531,208,138,788,169,652,278,-1,529,444,915,41,-1,717
09/08/2019,20,1935,744,2652,1805,1177,1528,191,143,313,119,59,261,-1,397,1622,524,481,181,1361,1278,1360,2251,222,1014,-1,567,124,721,168,1216,528,undefined,128,84,1059,310,263,714,190,269,194,192,100,1416,97,1325,220,158,551,131,744,191,-1,456,242,714,35,-1,680
09/08/2019,21,1176,436,2430,1712,2256,1408,164,133,169,98,31,174,-1,421,1275,363,215,130,1186,870,1169,2182,220,1019,-1,494,91,1442,153,1134,520,undefined,85,104,1038,286,290,519,166,194,148,147,74,1269,106,1088,151,136,355,181,729,206,-1,433,172,519,26,-1,531
09/08/2019,22,670,231,1906,1119,1483,1258,450,76,142,50,21,164,-1,413,893,352,228,127,1035,863,930,1854,214,873,-1,337,92,1268,184,891,375,undefined,92,107,837,336,145,413,73,395,115,94,52,1043,42,790,116,131,323,98,464,137,-1,283,131,413,17,-1,337
09/08/2019,23,436,174,1447,954,791,868,781,23,82,20,3,78,-1,342,491,254,232,91,624,529,761,1438,106,633,-1,356,101,391,218,661,284,undefined,146,222,752,289,86,341,76,95,40,58,42,608,44,575,108,113,128,85,363,100,-1,222,136,341,12,-1,236
10/08/2019,0,187,133,813,537,390,563,42,15,48,26,10,85,-1,245,265,148,68,37,325,314,569,764,81,303,-1,191,32,127,31,513,151,undefined,41,29,269,173,30,221,26,54,36,18,9,371,18,272,54,86,57,45,253,29,-1,157,44,221,5,-1,137
10/08/2019,1,122,92,489,311,163,254,17,5,25,9,7,18,-1,194,248,65,59,19,249,123,456,458,49,176,-1,145,27,83,22,414,59,undefined,13,10,155,221,22,124,13,24,12,13,14,256,8,284,37,60,9,32,219,23,-1,81,25,124,3,-1,76
10/08/2019,2,87,46,346,208,137,201,9,2,9,3,-1,8,-1,94,96,54,14,18,132,85,343,348,33,65,-1,96,12,46,8,317,15,undefined,7,15,100,189,10,77,5,10,14,4,10,151,3,146,26,64,14,12,150,25,-1,41,10,77,5,-1,61
10/08/2019,3,69,39,281,174,91,127,2,5,4,10,1,9,-1,87,70,29,4,18,85,61,290,303,28,68,-1,-1,11,38,14,266,14,undefined,6,11,54,138,5,40,8,17,14,6,5,107,2,97,18,67,3,10,103,10,-1,48,12,40,2,-1,38
10/08/2019,4,44,29,134,109,56,103,5,1,9,7,1,5,-1,72,53,19,16,6,37,57,195,169,16,51,-1,-1,8,23,11,143,30,undefined,4,5,29,66,-1,42,6,13,2,1,1,69,4,108,6,21,6,11,55,6,-1,21,13,42,2,-1,28
10/08/2019,5,20,32,112,103,74,114,5,5,16,4,-1,3,-1,61,47,35,22,9,23,24,110,170,16,116,-1,-1,10,71,11,118,13,undefined,13,20,26,9,14,59,12,11,8,5,1,62,2,56,22,27,11,10,33,2,-1,24,12,59,-1,-1,42
10/08/2019,6,65,40,112,99,67,215,22,18,46,19,-1,7,-1,86,33,49,77,35,19,29,69,191,42,297,-1,-1,33,50,40,86,17,undefined,39,27,124,18,1,87,21,33,7,2,3,70,30,82,53,35,32,27,18,11,-1,17,39,87,2,-1,32
10/08/2019,7,93,79,164,169,146,418,37,30,70,26,-1,17,-1,99,73,109,73,54,51,49,119,349,66,473,-1,-1,51,83,42,85,31,undefined,37,24,329,36,9,207,53,71,28,16,15,129,20,143,97,72,26,37,52,19,-1,68,59,207,12,-1,78
10/08/2019,8,284,196,326,374,308,522,44,59,109,48,5,55,-1,176,165,241,153,69,83,49,144,777,103,732,-1,-1,141,240,58,177,73,undefined,53,33,322,69,55,284,89,154,51,36,30,182,61,272,206,109,87,64,196,31,-1,135,116,284,24,-1,136
10/08/2019,9,730,424,435,727,556,760,56,83,131,66,4,76,-1,202,250,476,208,89,170,140,200,1202,216,1018,-1,-1,191,434,111,221,91,undefined,89,77,524,161,79,477,145,116,95,74,51,328,47,599,299,263,256,171,252,65,-1,223,155,477,60,-1,220
10/08/2019,10,1487,944,735,1559,1148,1096,111,150,134,100,15,139,-1,383,498,877,329,163,328,321,469,1569,189,1401,-1,-1,296,980,301,389,197,undefined,120,167,824,165,134,708,187,229,88,117,61,596,138,938,516,424,337,201,353,76,-1,492,245,708,103,-1,437
10/08/2019,11,2217,1651,1065,2029,1667,1274,247,133,168,59,8,112,-1,363,739,1192,320,210,655,492,633,2053,279,1265,-1,-1,375,1486,367,511,171,undefined,127,140,1119,202,200,873,161,399,193,144,100,873,106,1328,655,532,475,238,479,150,-1,570,266,873,137,-1,485
10/08/2019,12,2752,1917,1700,2720,2256,1503,655,211,167,106,46,126,-1,437,1174,1472,336,196,1098,704,958,2465,214,1287,-1,-1,408,2046,484,754,285,undefined,161,146,1268,227,244,811,176,356,193,169,70,1191,171,1632,801,524,588,296,605,193,-1,603,286,811,187,-1,670
10/08/2019,13,3257,1967,2290,2941,3103,1363,856,178,141,50,34,208,-1,493,1650,1442,400,182,1241,811,1064,2752,308,1251,-1,-1,376,3305,635,993,312,undefined,146,197,1272,212,225,777,206,550,240,211,122,1643,190,2018,924,519,548,351,792,158,-1,663,229,777,261,-1,727
10/08/2019,14,3683,2224,2379,3016,2199,1677,201,219,207,102,42,243,-1,577,1758,1358,255,200,1278,807,1183,2728,270,1241,-1,-1,409,2040,705,848,329,undefined,109,193,1412,203,245,819,152,292,194,173,109,1683,112,2071,842,423,733,248,682,156,-1,605,256,819,288,-1,799
10/08/2019,15,3787,2451,2570,3297,3038,1925,345,272,178,95,67,294,-1,695,1771,1622,458,189,1305,692,1297,3046,318,1583,-1,-1,362,2549,1078,884,311,undefined,166,184,1484,227,229,800,201,315,193,220,125,1934,76,2140,729,321,663,308,793,180,-1,583,382,800,288,-1,746
10/08/2019,16,3630,2415,2367,3267,3128,2020,1728,219,184,103,24,256,-1,637,1711,1281,413,179,1197,723,1336,3109,333,1658,-1,-1,215,2912,654,973,382,undefined,204,290,1745,208,234,1061,240,345,206,209,127,1669,116,1760,414,141,627,201,701,144,-1,581,966,1061,151,-1,677
10/08/2019,17,3244,1757,2565,2850,2472,1905,382,245,232,177,61,522,-1,698,1983,1140,386,195,1332,1029,1354,3057,363,1745,-1,-1,205,1745,491,1090,491,undefined,147,225,1799,244,311,1552,258,399,201,247,148,1514,151,1906,337,148,665,178,705,164,-1,600,2869,1552,110,-1,756
10/08/2019,18,2393,1007,2855,2183,2170,1657,455,305,251,192,69,1065,-1,593,1652,754,468,213,1510,1101,1314,2782,299,1868,-1,-1,148,1492,308,1312,604,undefined,197,235,1704,264,437,1809,233,396,162,161,75,1202,105,1580,227,109,702,157,625,167,-1,453,8803,1809,33,-1,652
10/08/2019,19,1757,526,2716,1671,2008,1418,460,129,110,114,50,542,-1,484,1543,523,279,109,1592,1307,1347,2380,218,1133,-1,-1,144,1867,234,1229,580,undefined,149,187,1764,249,340,923,229,298,108,121,69,1196,70,1409,226,150,625,178,667,136,-1,569,4988,923,30,-1,517
10/08/2019,20,846,291,2694,1586,1224,1167,200,78,52,55,22,217,-1,442,1308,332,336,123,1284,1082,1184,1921,256,827,-1,-1,123,561,113,1238,578,undefined,91,99,1145,323,321,614,189,166,86,98,51,1059,45,1054,180,105,516,109,451,109,-1,402,1198,614,20,-1,454
10/08/2019,21,609,221,2099,1281,1798,1128,60,133,106,103,24,451,-1,382,1007,320,175,64,1080,994,1050,1800,183,949,-1,-1,101,942,136,1105,570,undefined,93,123,1010,850,285,1168,181,159,87,114,43,959,54,768,129,93,441,134,583,137,-1,304,5812,1168,19,-1,363
10/08/2019,22,590,238,1737,985,1323,1091,461,180,132,169,46,592,-1,415,829,327,205,104,812,930,998,1514,332,1267,-1,-1,61,1161,118,929,404,undefined,87,169,984,734,174,1490,88,369,52,81,48,846,54,722,80,68,344,97,533,109,-1,292,5154,1490,16,-1,317
10/08/2019,23,371,172,1424,938,856,922,995,33,44,41,12,114,-1,402,453,268,121,50,617,1067,806,1412,146,761,-1,-1,79,298,273,846,303,undefined,121,223,1001,534,97,638,52,125,58,60,28,569,28,523,97,67,159,89,419,54,-1,208,390,638,9,-1,201
11/08/2019,0,212,146,1032,470,340,650,13,9,29,30,6,54,-1,309,307,170,56,36,385,1004,611,738,102,366,-1,-1,26,98,29,686,178,undefined,26,29,337,341,47,368,45,64,15,15,17,370,19,306,37,45,40,34,377,40,-1,108,85,368,5,-1,85
11/08/2019,1,128,73,530,321,161,320,20,8,33,10,1,15,-1,220,153,83,32,23,290,422,529,487,64,156,-1,-1,16,69,24,501,92,undefined,29,9,168,308,28,222,13,48,14,17,17,259,7,229,22,48,11,34,270,17,-1,57,47,222,2,-1,41
11/08/2019,2,102,72,276,257,94,281,11,7,15,11,-1,8,-1,175,110,50,29,15,188,139,466,430,40,124,-1,-1,13,38,13,318,34,undefined,7,20,121,211,27,111,4,10,5,5,4,223,3,148,22,33,4,19,145,19,-1,56,19,111,-1,-1,46
11/08/2019,3,95,60,256,169,79,168,6,-1,17,13,1,5,-1,108,83,47,22,11,130,117,358,330,15,104,-1,-1,12,50,3,281,30,undefined,9,7,73,300,3,61,4,7,7,4,5,155,-1,101,16,17,7,8,194,3,-1,56,17,61,-1,-1,31
11/08/2019,4,47,50,160,127,55,117,-1,1,9,13,-1,-1,-1,109,38,39,16,9,71,92,270,266,25,67,-1,-1,11,19,10,182,31,undefined,7,14,18,90,10,55,6,9,1,-1,-1,72,3,84,8,27,21,9,93,7,-1,17,21,55,4,-1,19
11/08/2019,5,53,11,128,118,67,140,10,4,17,15,3,6,-1,98,71,17,16,4,38,65,189,190,32,89,-1,-1,14,70,16,227,6,undefined,15,12,34,28,4,71,6,8,4,1,1,80,-1,58,13,34,-1,15,42,5,-1,33,33,71,1,-1,45
11/08/2019,6,25,27,80,146,76,179,13,17,17,10,2,12,-1,105,25,29,26,11,14,27,123,217,28,196,-1,-1,16,72,16,117,27,undefined,15,10,64,14,5,94,13,14,5,1,3,117,1,82,33,49,10,25,27,3,-1,20,18,94,2,-1,28
11/08/2019,7,58,42,140,168,151,249,24,21,51,22,2,17,-1,110,58,83,47,14,39,48,79,323,80,298,-1,-1,43,99,38,88,23,undefined,25,25,176,37,8,182,25,58,11,7,5,121,14,152,78,66,28,40,48,3,-1,39,38,182,11,-1,131
11/08/2019,8,165,92,265,287,259,470,61,48,75,33,13,94,-1,185,188,164,104,30,49,51,107,541,91,546,-1,-1,82,251,85,124,53,undefined,50,45,290,38,28,277,74,58,36,17,11,184,40,281,151,147,68,94,171,27,-1,163,142,277,80,-1,433
11/08/2019,9,610,369,529,624,563,781,95,83,124,92,16,167,-1,270,394,425,158,76,149,135,281,1068,191,890,-1,-1,215,566,209,260,103,undefined,104,99,688,129,63,449,128,114,78,93,61,392,41,604,329,282,153,190,183,78,-1,197,199,449,365,-1,965
11/08/2019,10,1413,836,1253,1384,1227,1058,157,148,124,96,46,300,-1,466,913,885,395,113,425,318,467,1518,243,1253,-1,-1,336,1358,342,497,231,undefined,119,179,1031,132,100,787,109,208,123,141,106,786,91,1109,574,456,331,271,395,111,-1,389,465,787,1032,-1,1632
11/08/2019,11,2275,1333,1720,1940,1711,1274,328,269,130,118,75,431,-1,481,1235,1002,331,125,783,522,698,2033,239,1353,-1,-1,459,1976,592,686,290,undefined,123,190,1408,168,152,937,134,270,190,143,106,862,96,1489,852,668,448,276,553,146,-1,497,938,937,1588,-1,2581
11/08/2019,12,2712,1731,2540,2673,2379,1561,358,311,164,129,64,564,-1,579,1826,1249,426,202,1419,920,968,2248,272,1544,-1,-1,573,2472,621,906,353,undefined,134,211,1736,179,334,1084,120,353,248,171,166,1444,136,1658,916,688,648,393,554,144,-1,566,3528,1084,1577,-1,2984
11/08/2019,13,3213,1886,3098,3033,2673,1661,635,219,120,72,54,368,-1,619,2164,1323,347,151,1444,1055,1279,2525,259,1238,-1,-1,544,2796,785,1158,362,undefined,168,238,1724,157,345,725,111,436,229,144,125,1602,164,1874,1089,671,620,380,860,205,-1,756,1495,725,1384,-1,2836
11/08/2019,14,3312,2029,2939,2808,2789,1680,1477,264,106,58,11,178,-1,606,2056,1318,341,134,1295,735,1134,2681,222,1236,-1,-1,417,2891,726,965,406,undefined,183,221,1809,168,267,743,137,228,230,121,122,1493,122,1793,1008,470,751,376,605,171,-1,607,476,743,1242,-1,2381
11/08/2019,15,3373,2114,2757,2950,2024,1530,472,241,148,83,33,256,-1,624,2057,1354,482,193,1166,650,1113,2557,263,1506,-1,-1,462,1940,495,920,421,undefined,91,86,1322,136,229,988,94,234,195,178,156,1457,97,1645,912,339,638,300,575,215,-1,522,3958,988,630,-1,1904
11/08/2019,16,3169,1895,2290,2473,2215,1514,187,233,127,103,16,227,-1,512,1745,1074,258,114,1067,626,1069,2736,260,1339,-1,-1,283,2095,398,870,352,undefined,97,74,1240,167,243,1125,96,253,196,164,135,1392,121,1622,707,217,516,190,580,146,-1,491,2374,1125,304,-1,1081
11/08/2019,17,2683,1489,2391,2272,1956,1542,331,197,137,89,16,172,-1,551,1743,783,370,115,1274,691,1086,2915,275,1196,-1,-1,203,1683,400,892,410,undefined,87,100,1355,118,232,836,78,300,215,219,106,1208,120,1512,334,185,491,175,685,186,-1,548,430,836,148,-1,805
11/08/2019,18,2032,893,2294,2063,1437,1295,2218,135,153,75,20,156,-1,536,1378,463,399,145,1272,843,1164,2362,269,1179,-1,-1,157,583,331,968,470,undefined,252,373,1460,164,217,726,67,309,180,174,84,1308,92,1333,237,127,424,161,466,192,-1,415,210,726,39,-1,535
11/08/2019,19,1226,470,1962,1257,753,1022,89,65,72,48,15,96,-1,307,1195,338,163,73,1105,838,899,1777,232,890,-1,-1,152,273,83,837,548,undefined,55,82,885,85,156,508,52,174,124,116,48,828,95,968,264,170,362,170,377,123,-1,366,103,508,18,-1,469
11/08/2019,20,526,89,1586,1047,592,804,16,29,49,43,9,29,-1,238,881,283,205,43,882,608,821,1498,144,665,-1,-1,125,278,43,688,404,undefined,27,42,626,128,134,364,38,137,78,50,39,752,73,561,171,59,282,84,280,106,-1,257,52,364,6,-1,326
11/08/2019,21,288,64,984,825,328,617,7,26,44,28,3,44,-1,203,601,180,143,42,555,476,551,968,109,471,-1,-1,66,160,25,541,404,undefined,37,26,418,51,72,267,30,81,75,47,38,534,33,412,111,83,226,86,191,79,-1,188,78,267,12,-1,258
11/08/2019,22,200,19,715,364,190,487,11,26,44,25,12,32,-1,169,332,89,96,39,331,230,367,836,95,343,-1,70,74,81,16,348,212,undefined,42,26,258,48,51,221,45,315,43,30,47,274,42,240,68,35,61,88,101,84,-1,124,62,221,7,-1,149
11/08/2019,23,115,24,373,303,96,253,3,8,20,23,-1,17,-1,127,122,57,65,30,119,109,291,446,49,255,-1,129,32,46,12,211,89,undefined,21,9,135,44,19,172,34,37,40,24,17,148,24,159,40,49,17,37,33,57,-1,52,60,172,2,-1,74
12/08/2019,0,43,10,257,110,75,117,3,7,15,4,1,14,-1,60,41,15,7,10,69,32,169,200,20,120,-1,73,15,36,2,189,38,undefined,13,-1,80,13,20,73,9,10,22,15,14,55,10,86,23,51,12,26,21,28,-1,43,13,73,2,-1,48
12/08/2019,1,40,1,131,66,35,37,1,7,9,3,3,5,-1,26,46,11,8,-1,35,47,162,130,16,43,-1,72,11,15,7,167,14,undefined,3,7,31,11,1,65,2,8,17,5,2,19,4,61,11,31,6,11,36,19,-1,11,11,65,4,-1,33
12/08/2019,2,36,13,61,35,15,18,-1,1,1,-1,-1,2,-1,12,22,19,2,4,47,19,66,79,5,16,-1,44,1,8,-1,78,16,undefined,1,1,12,12,3,36,1,1,4,-1,3,13,1,48,1,17,3,9,9,8,-1,19,3,36,-1,-1,19
12/08/2019,3,13,3,33,15,33,21,1,1,1,1,1,1,-1,4,7,4,11,2,12,9,49,60,10,12,-1,34,2,40,3,65,6,undefined,-1,-1,9,1,2,16,8,17,16,2,1,14,-1,22,4,21,2,5,8,12,-1,8,9,16,1,-1,12
12/08/2019,4,18,3,27,36,60,36,2,2,3,15,-1,1,-1,25,13,6,12,3,10,9,30,65,6,45,-1,32,1,46,3,54,9,undefined,1,1,16,-1,8,21,4,12,7,3,4,21,3,49,1,12,7,7,7,3,-1,8,33,21,-1,-1,29
12/08/2019,5,47,11,85,77,109,242,23,23,86,30,-1,10,-1,104,27,43,100,44,15,19,55,182,65,378,-1,38,9,83,23,63,25,undefined,19,21,110,16,3,109,-1,36,20,8,2,54,6,82,14,10,-1,11,25,5,-1,22,103,109,3,-1,26
12/08/2019,6,107,41,153,163,361,1003,75,51,581,123,7,35,-1,252,78,117,241,173,42,24,85,760,248,1228,-1,97,27,338,84,67,36,undefined,68,64,648,59,11,399,-1,82,49,28,23,136,40,191,30,34,22,34,52,40,-1,91,603,399,8,-1,84
12/08/2019,7,345,200,393,482,954,1906,296,263,2297,351,35,141,-1,709,309,454,796,647,86,93,197,1591,710,2520,-1,234,74,886,176,152,81,undefined,205,139,922,221,49,1186,-1,232,157,158,65,513,76,528,129,63,91,68,238,125,-1,162,2186,1186,110,-1,321
12/08/2019,8,839,553,780,1029,1891,4135,585,451,4439,648,58,324,-1,1506,666,860,2051,1554,171,192,395,2886,1477,4812,-1,552,157,1859,326,443,144,undefined,577,337,1893,677,103,2355,-1,802,588,553,202,966,417,1100,278,96,169,153,706,372,-1,428,5158,2355,481,-1,929
12/08/2019,9,1082,694,780,1160,1275,2271,224,229,2726,499,36,192,-1,695,648,950,1488,949,199,240,396,2091,901,3113,-1,587,140,1116,260,320,148,undefined,429,249,1028,593,145,1650,-1,657,602,640,203,770,296,992,261,104,209,156,619,440,-1,409,3305,1650,434,-1,839
12/08/2019,10,1376,1141,935,1546,1132,1158,105,169,791,288,25,187,-1,652,805,1202,942,493,366,325,543,1833,472,1604,-1,575,140,1015,258,383,208,undefined,249,212,921,430,131,1166,-1,609,696,643,200,918,220,977,243,115,318,190,505,278,-1,465,1196,1166,476,-1,976
12/08/2019,11,1941,1400,1326,1980,1298,1408,149,151,709,246,41,181,-1,494,973,1352,787,401,640,522,699,2247,560,1865,-1,655,149,1115,415,547,207,undefined,210,184,1124,453,156,1064,-1,521,1047,530,306,1103,281,1429,264,129,340,149,545,417,-1,485,918,1064,550,-1,1056
