Date,Hour,Bourke Street Mall (North),Bourke Street Mall (South),Melbourne Central,Town Hall (West),Princes Bridge,Flinders Street Station Underpass,Birrarung Marr,Webb Bridge,Southern Cross Station,Victoria Point,Waterfront City,New Quay,Flagstaff Station,Sandridge Bridge,State Library,Australia on Collins,Collins Place (South),Collins Place (North),Chinatown-Swanston St (North),Chinatown-Lt Bourke St (South),Bourke St-Russell St (West),Flinders St-Elizabeth St (East),Spencer St-Collins St (South),Spencer St-Collins St (North),Melbourne Convention Exhibition Centre,QV Market-Elizabeth St (West),QV Market-Peel St,The Arts Centre,St Kilda Rd-Alexandra Gardens,Lonsdale St (South),Lygon St (West),City Square,Flinders St-Spring St (West),Flinders St-Spark La,Southbank,Queen St (West),Lygon St (East),Flinders St-Swanston St (West),Alfred Place,Lonsdale St-Spring St (West),Grattan St-Swanston St (West),Monash Rd-Swanston St (West),Tin Alley-Swanston St (West),Little Collins St-Swanston St (East),Flinders La-Swanston St (West),Pelham St (South),Melbourne Central-Elizabeth St (East),QVM-Queen St (East),QVM-Therry St (South),Faraday St-Lygon St (West),QVM-Franklin St (North),Elizabeth St-Lonsdale St (South)
30/03/2018,4,167,88,225,244,179,215,28,1,19,6,-1,5,-1,101,70,43,20,9,138,-1,341,311,28,110,34,147,24,84,41,212,26,undefined,6,16,149,40,10,-1,8,22,18,4,3,145,329,-1,134,21,63,19,8,76
30/03/2018,5,64,51,107,121,137,153,24,14,17,10,5,17,-1,62,33,46,33,10,52,-1,301,212,26,110,53,66,7,61,33,92,1,undefined,4,18,116,20,4,-1,2,17,11,5,5,88,253,-1,78,23,46,1,13,29
30/03/2018,6,60,124,95,76,116,141,36,16,16,1,9,18,-1,42,38,31,26,25,59,-1,85,173,42,217,52,60,3,105,41,45,5,undefined,17,18,166,15,10,-1,7,5,12,13,13,65,210,3,82,13,14,12,16,30
30/03/2018,7,69,61,171,149,197,292,32,49,44,23,15,52,-1,105,68,50,34,17,69,-1,74,228,54,415,187,91,19,217,60,62,28,undefined,24,36,288,44,6,-1,22,15,12,13,13,90,248,6,124,33,24,33,21,32
30/03/2018,8,115,94,353,231,364,489,93,71,84,50,32,108,-1,153,153,97,88,33,140,-1,100,340,89,510,385,207,27,254,127,77,37,undefined,36,25,613,60,20,-1,52,44,50,39,32,159,479,24,342,72,58,51,46,51
30/03/2018,9,392,247,546,482,665,665,155,107,75,50,59,138,-1,216,233,298,125,53,107,-1,200,774,191,739,290,332,68,505,275,171,68,undefined,65,80,1022,78,43,-1,116,81,73,74,48,331,849,32,641,123,125,125,109,115
30/03/2018,10,827,544,1221,1079,1195,1142,343,197,126,84,54,275,-1,413,832,583,167,99,341,-1,411,1135,251,1146,437,487,109,909,518,345,151,undefined,88,176,1806,93,58,-1,104,127,93,130,69,686,1531,40,995,174,171,286,91,193
30/03/2018,11,1436,826,1673,1670,2007,1429,491,230,180,128,105,365,-1,452,800,781,629,174,780,-1,655,1673,294,1119,902,635,137,1525,746,511,193,undefined,78,142,2691,121,131,-1,138,170,128,124,56,1045,2265,50,1292,230,233,431,144,264
30/03/2018,12,1956,1146,2825,2529,2643,1646,639,205,139,107,132,450,-1,558,1236,963,254,129,1560,-1,1054,1947,247,1119,1650,691,132,2056,1010,727,297,undefined,86,172,3514,131,183,-1,103,193,189,140,59,1762,3206,59,1695,261,242,415,145,398
30/03/2018,13,2352,1285,3189,2506,3221,1767,804,242,169,150,197,547,-1,573,1629,799,214,167,1684,-1,1112,2045,265,1139,2076,676,138,2753,1233,981,306,undefined,122,164,3819,195,214,-1,101,191,228,161,79,1723,3063,63,1892,235,205,446,155,418
30/03/2018,14,2603,1527,3312,3063,3480,2196,749,275,209,220,229,780,-1,725,1585,996,275,154,1700,-1,1470,2404,256,1458,2390,806,137,3068,1314,1078,377,undefined,124,221,4541,248,248,-1,124,212,190,152,87,1919,3429,41,2053,252,235,537,183,483
30/03/2018,15,2563,1791,3551,3160,3754,2475,820,311,268,199,202,1103,-1,832,1694,1026,273,161,1607,-1,1495,2478,325,1861,2617,721,149,2981,1333,875,425,undefined,95,231,4578,166,285,-1,129,197,167,156,130,2216,3722,68,1921,261,252,515,148,466
30/03/2018,16,2186,1316,3229,2687,3504,2370,791,243,142,101,166,682,-1,794,1679,805,280,150,1543,-1,1442,2441,247,1500,3129,642,114,2606,1329,997,458,undefined,109,205,4496,152,255,-1,142,183,196,127,111,2004,3323,57,1878,198,196,530,147,461
30/03/2018,17,1826,895,3297,2495,3409,2456,673,213,191,48,154,588,-1,885,1549,669,282,145,1564,-1,1512,2278,284,1392,2858,555,170,2271,920,1020,391,undefined,148,202,4633,224,273,-1,171,239,222,115,103,1943,3141,41,1681,256,259,440,166,449
30/03/2018,18,1620,820,3427,2658,2984,2198,703,197,152,140,169,633,-1,866,1518,807,305,160,1791,-1,1649,2139,297,1435,701,566,133,1900,905,1356,523,undefined,150,235,4163,245,285,-1,179,260,174,96,93,2157,3081,45,1353,192,154,366,134,519
30/03/2018,19,1583,793,3124,2299,3069,2107,494,295,208,307,189,1071,-1,656,1447,698,239,141,1805,-1,1981,1985,388,1523,391,620,135,2223,703,1478,726,undefined,130,171,4115,195,436,-1,196,212,152,115,70,2179,2904,42,1306,211,182,460,207,504
30/03/2018,20,1029,656,2982,2409,2521,1963,174,115,146,113,151,585,-1,617,1393,670,267,145,1677,-1,1906,1802,305,996,336,637,112,1722,423,1432,758,undefined,106,145,3511,241,499,-1,117,247,145,104,68,2408,2894,28,1075,163,158,380,166,533
30/03/2018,21,839,664,2485,2378,2487,1626,505,110,90,107,103,336,-1,518,1161,550,174,126,1497,-1,1617,1452,250,876,178,611,103,1397,383,1298,738,undefined,74,135,3018,226,379,-1,94,201,97,64,56,2033,2845,30,983,161,133,302,113,557
30/03/2018,22,566,403,1873,1503,1917,1571,388,68,90,65,68,201,-1,504,896,516,133,78,1046,-1,1228,1153,182,591,121,440,94,1210,251,1190,605,undefined,83,129,2421,208,227,-1,65,128,73,54,35,1535,2100,17,722,110,113,252,101,406
30/03/2018,23,418,260,1504,1233,1540,1226,86,53,41,64,48,168,-1,364,601,299,78,65,892,-1,1107,883,133,479,94,357,74,821,170,874,346,undefined,48,101,1429,198,123,-1,69,79,48,43,33,1004,1652,12,508,98,103,64,89,383
31/03/2018,0,237,146,902,779,724,723,55,34,47,19,26,61,-1,219,358,105,50,18,417,-1,707,619,66,234,59,264,49,211,97,529,213,undefined,34,37,724,142,42,-1,38,56,37,15,7,497,1076,9,370,56,75,39,26,272
31/03/2018,1,177,179,714,786,386,506,26,12,39,42,23,60,-1,155,212,91,20,10,345,-1,720,412,69,145,41,178,23,99,90,573,131,undefined,14,17,471,188,31,-1,11,29,22,11,4,316,860,8,305,32,38,26,20,154
31/03/2018,2,144,80,428,412,243,319,48,12,21,6,4,19,-1,105,161,34,16,6,167,-1,544,230,58,97,21,144,22,62,28,312,41,undefined,10,13,190,106,15,-1,24,11,3,3,2,181,530,4,168,27,62,12,20,124
31/03/2018,3,68,47,328,316,148,243,7,5,13,3,-1,4,-1,71,130,46,22,4,128,-1,360,204,32,66,9,82,13,48,27,271,19,undefined,8,12,130,30,4,-1,1,8,4,3,6,147,372,1,108,32,53,4,23,84
31/03/2018,4,54,63,162,205,138,155,32,4,9,12,4,6,-1,65,49,27,7,3,61,-1,268,170,27,65,24,86,9,42,26,111,12,undefined,4,2,86,15,1,-1,4,5,3,3,3,68,226,1,81,13,34,11,12,25
31/03/2018,5,55,28,114,75,75,112,6,6,10,18,2,6,-1,48,41,23,17,6,20,-1,529,103,22,104,22,67,11,48,12,66,13,undefined,5,4,91,12,18,-1,9,10,7,-1,-1,42,159,-1,60,34,13,15,7,14
31/03/2018,6,48,49,99,72,95,169,31,18,28,13,4,26,-1,79,45,26,24,10,19,-1,165,171,41,234,45,115,19,50,30,45,9,undefined,11,8,116,18,5,-1,16,16,11,4,4,38,236,3,83,38,40,10,24,20
31/03/2018,7,92,74,247,151,169,380,78,42,62,13,7,41,-1,93,102,49,54,21,86,-1,158,324,69,352,81,240,52,93,99,64,12,undefined,31,29,328,26,10,-1,36,35,21,13,12,132,331,5,185,91,110,28,32,51
31/03/2018,8,311,238,305,347,333,534,107,85,92,35,35,102,-1,172,159,204,102,52,172,-1,109,645,114,629,155,442,109,301,171,121,44,undefined,52,55,599,60,30,-1,94,123,31,30,31,255,513,9,344,169,188,75,79,126
31/03/2018,9,880,633,466,833,715,1004,215,139,119,73,46,214,-1,316,367,521,155,94,207,-1,230,1170,168,913,361,803,231,567,233,245,104,undefined,91,103,1293,150,92,-1,175,172,51,62,41,447,1014,36,713,330,367,250,134,254
31/03/2018,10,1948,1456,963,1558,1452,1437,337,229,149,76,101,326,-1,531,680,922,199,115,471,-1,432,1594,264,1084,1226,1334,379,1173,450,419,142,undefined,85,108,1768,175,105,-1,192,216,85,87,41,829,1786,47,1292,615,690,311,226,409
31/03/2018,11,2860,2633,1698,2008,2300,1762,698,262,136,90,90,481,-1,584,1141,1322,243,177,537,-1,759,1995,249,1360,1485,1850,446,1895,759,785,192,undefined,86,156,2524,161,149,-1,181,309,99,119,48,1225,2713,50,1922,887,900,360,292,523
31/03/2018,12,3078,3176,2458,2605,2776,1875,853,302,193,118,158,678,-1,626,1700,1647,287,161,347,-1,1192,2273,333,1483,1909,2070,505,2316,1067,969,430,undefined,114,168,2937,221,266,-1,179,323,145,146,77,1692,3275,105,2394,1066,1207,483,336,658
31/03/2018,13,4370,3365,2850,3447,3300,2094,1094,379,201,139,194,921,-1,731,2135,1786,333,172,1766,-1,1278,2681,301,1469,2387,2163,451,2878,1272,1217,465,undefined,111,188,3304,219,280,-1,234,315,198,182,80,2193,3774,69,2569,1014,1120,519,332,723
31/03/2018,14,4468,3943,2883,3918,3801,2553,1332,319,138,99,151,486,-1,837,2271,1798,280,248,1736,-1,1299,3012,259,1148,2069,1818,363,3328,1394,1126,550,undefined,157,252,4071,189,317,-1,210,270,145,184,89,2384,4006,82,2732,851,821,596,345,732
31/03/2018,15,4485,3923,3014,4052,3811,2661,2117,315,173,95,181,567,-1,882,2323,1872,306,233,1569,-1,1542,3178,253,1347,2165,1271,309,3534,1459,1111,448,undefined,173,256,4488,218,230,-1,148,261,168,141,83,2404,4110,55,2451,691,592,583,264,681
31/03/2018,16,4567,3356,2786,3558,3787,2650,1923,401,244,145,199,932,-1,817,2363,1629,386,180,1567,-1,1500,3283,320,1905,1989,770,168,3108,1512,1216,462,undefined,165,338,4083,273,253,-1,182,241,201,125,104,2359,4007,59,2266,365,257,452,191,606
31/03/2018,17,4119,2897,2922,3496,3741,2686,1091,317,177,120,203,648,-1,860,2275,1213,352,256,1683,-1,1620,2894,256,1350,1713,621,188,2625,1459,1244,498,undefined,166,283,4284,278,351,-1,175,281,159,99,95,2288,3873,99,2170,261,171,498,175,700
31/03/2018,18,3484,2085,3368,3182,3325,2409,787,275,188,113,144,582,-1,864,2225,878,442,178,1864,-1,1763,2797,260,1189,1584,573,158,1884,1678,1485,735,undefined,155,218,4220,262,470,-1,190,302,187,124,103,2564,3711,64,2536,259,133,584,150,626
31/03/2018,19,2649,1026,3130,2544,3605,2275,2374,159,151,119,168,595,-1,858,1927,887,416,156,1739,-1,1872,2443,249,1009,711,635,129,2812,1748,1414,913,undefined,231,394,4833,229,620,-1,203,303,184,114,96,2497,3206,58,1873,214,155,589,136,583
31/03/2018,20,1261,704,2873,2472,3037,1978,843,153,153,86,183,524,-1,685,1600,616,355,153,1707,-1,1905,2198,273,891,525,633,111,1809,925,1551,941,undefined,133,227,4147,250,672,-1,148,270,127,96,50,2412,2994,24,1187,174,116,630,152,595
31/03/2018,21,886,700,2564,2423,2620,1846,420,123,91,132,97,320,-1,575,1328,623,269,74,1532,-1,1528,1828,283,782,416,480,110,1521,474,1485,1035,undefined,87,204,3779,255,614,-1,151,202,99,65,47,2078,2608,23,1028,155,136,528,140,541
31/03/2018,22,685,521,1965,1686,2040,1773,582,86,83,82,84,228,-1,557,1149,446,214,109,1218,-1,1455,1645,251,763,448,362,85,1111,391,1385,718,undefined,87,268,2799,368,341,-1,110,278,73,58,33,1691,2348,16,954,104,105,303,89,517
31/03/2018,23,519,319,1767,1820,3532,1362,120,58,107,62,55,146,-1,443,655,351,136,67,824,-1,1190,1584,148,642,263,312,66,2623,1852,1083,507,undefined,72,100,2071,442,163,-1,81,160,66,69,41,1289,2367,14,775,93,117,122,74,558
