Date,Hour,Bourke Street Mall (North),Bourke Street Mall (South),Melbourne Central,Town Hall (West),Princes Bridge,Flinders Street Station Underpass,Birrarung Marr,Webb Bridge,Southern Cross Station,Victoria Point,Waterfront City,New Quay,Flagstaff Station,Sandridge Bridge,State Library,Collins St (North),Collins Place (South),Collins Place (North),Chinatown-Swanston St (North),Chinatown-Lt Bourke St (South),Bourke St-Russell St (West),Flinders St-Elizabeth St (East),Spencer St-Collins St (South),Spencer St-Collins St (North),Melbourne Convention Exhibition Centre,QV Market-Elizabeth St (West),QV Market-Peel St,The Arts Centre,St Kilda Rd-Alexandra Gardens,Lonsdale St (South),Lygon St (West),City Square,Flinders St-Spring St (West),Flinders St-Spark La,Southbank,Queen St (West),Lygon St (East),Flinders St-Swanston St (West),Alfred Place,Lonsdale St-Spring St (West),Grattan St-Swanston St (West),Monash Rd-Swanston St (West),Tin Alley-Swanston St (West),Little Collins St-Swanston St (East),Pelham St (South),Melbourne Central-Elizabeth St (East),QVM-Queen St (East),QVM-Therry St (South),Faraday St-Lygon St (West),QVM-Franklin St (North),Elizabeth St-Lonsdale St (South),Lincoln-Swanston (W),Elizabeth St-La Trobe St (East),Lonsdale St - Elizabeth St (North),Bourke St Bridge,Bourke St - Spencer St (North),RMIT Bld 80 - 445 Swanston Street,Flinders La-Swanston St (West) Temporary
27/05/2019,0,66,45,231,110,79,146,4,6,14,5,2,17,-1,55,89,20,24,5,96,54,121,197,34,107,31,88,16,23,9,161,51,undefined,9,5,64,13,12,65,9,4,24,34,14,74,12,80,14,48,13,23,33,34,-1,25,23,65,5,-1
27/05/2019,1,33,17,123,46,43,44,-1,3,11,9,2,10,-1,12,38,14,9,4,49,22,109,89,16,26,37,71,7,39,4,153,23,undefined,3,-1,34,9,2,29,3,8,15,13,5,28,7,98,15,32,9,20,32,28,-1,28,12,29,2,-1
27/05/2019,2,23,16,47,11,41,29,8,1,5,5,-1,2,-1,22,24,9,5,2,15,20,49,98,12,18,16,49,5,23,5,92,5,undefined,4,1,14,2,2,21,1,7,3,2,2,18,1,39,4,25,3,10,16,13,-1,15,3,21,2,-1
27/05/2019,3,24,9,40,31,47,13,1,5,6,-1,3,6,-1,8,34,8,12,6,25,38,53,71,10,34,17,35,2,37,1,88,4,undefined,1,2,10,3,2,17,-1,7,-1,1,-1,12,4,32,4,21,4,4,15,3,-1,13,5,17,1,-1
27/05/2019,4,13,10,46,25,55,58,11,1,5,2,-1,1,-1,43,18,13,14,4,13,21,49,69,7,36,37,20,4,63,2,67,22,undefined,16,7,16,3,6,20,4,7,7,3,1,25,2,48,9,13,8,1,3,5,-1,6,9,20,-1,-1
27/05/2019,5,19,16,56,103,120,159,24,45,85,19,3,16,-1,96,24,22,71,49,27,28,54,136,52,264,57,26,6,100,12,52,10,undefined,24,19,71,15,19,88,22,32,3,5,5,51,1,65,6,13,7,11,10,4,-1,18,71,88,2,-1
27/05/2019,6,112,76,166,172,362,674,101,100,545,92,8,65,-1,224,77,112,220,164,50,29,97,658,257,746,179,96,22,400,45,58,28,undefined,102,27,313,73,10,353,119,93,39,31,18,149,19,183,38,37,38,39,56,22,-1,41,325,353,4,-1
27/05/2019,7,371,243,254,443,1032,1973,363,330,2342,345,29,150,-1,659,286,365,808,833,107,94,239,1505,759,2484,521,216,65,1145,72,173,69,undefined,223,137,893,238,36,1289,364,288,135,141,64,474,78,567,118,58,86,63,231,84,-1,116,1254,1289,82,-1
27/05/2019,8,977,615,672,964,2112,4302,610,516,4170,619,63,319,-1,1263,610,908,1871,1615,249,158,384,2719,1446,4287,775,520,178,2200,143,321,167,undefined,567,222,1782,695,106,2457,816,786,431,447,163,967,183,956,281,99,177,139,632,266,-1,356,2578,2457,360,-1
27/05/2019,9,934,652,629,875,1265,2355,174,237,2946,421,21,156,-1,646,681,947,1565,1111,251,167,364,1869,878,2897,443,499,121,1214,57,291,133,undefined,463,169,942,546,107,1671,680,653,538,685,192,648,281,869,206,57,207,142,528,212,-1,404,1652,1671,262,-1
27/05/2019,10,1227,863,804,1269,1127,1176,125,147,950,230,11,111,-1,300,580,933,773,494,296,230,456,1526,492,1630,320,482,81,1060,115,311,137,undefined,227,140,619,468,101,949,453,552,462,493,204,671,216,777,181,100,221,152,448,209,-1,368,678,949,329,-1
27/05/2019,11,1785,1202,1205,1592,1201,1187,90,182,690,225,25,105,-1,382,928,1132,635,389,584,310,699,1963,518,1626,401,551,81,1166,130,542,154,undefined,183,157,838,446,134,1093,429,510,624,633,242,871,233,1081,176,137,255,151,533,246,-1,442,558,1093,518,-1
27/05/2019,12,2885,2301,2021,2719,1586,1802,229,546,1432,505,96,288,-1,482,1484,2027,1398,535,994,623,1397,2959,989,2257,738,1025,146,1553,224,823,329,undefined,325,322,1641,872,281,1715,1191,891,825,575,231,1816,357,1644,287,196,403,252,890,296,-1,734,1360,1715,690,-1
27/05/2019,13,3258,2585,1941,2886,1665,1877,247,452,1219,378,51,273,-1,472,1684,2048,1499,652,1102,713,1525,3108,901,2328,736,868,157,1478,305,883,350,undefined,336,289,1591,888,273,1684,1027,768,808,693,283,1846,418,1920,243,156,511,238,867,386,-1,749,1034,1684,629,-1
27/05/2019,14,2652,1820,1766,2530,1539,1513,102,210,819,298,14,139,-1,460,1540,1390,930,439,832,508,1054,2690,582,1811,638,751,131,1377,351,651,302,undefined,235,188,970,604,189,1095,557,607,623,538,247,1304,274,1547,230,112,410,171,763,347,-1,538,525,1095,665,-1
27/05/2019,15,2472,1794,1797,2362,1577,1728,131,214,1309,340,39,120,-1,612,1378,1169,862,555,751,377,886,2853,585,2389,738,569,160,1508,307,642,222,undefined,248,153,948,491,156,1153,380,484,716,716,238,1185,272,1360,234,110,412,163,633,351,-1,448,816,1153,289,-1
27/05/2019,16,2554,1698,1859,2419,2100,2913,216,357,3256,621,36,198,-1,940,1656,1112,800,1104,800,381,876,3404,745,3842,923,629,141,2174,322,598,236,undefined,414,261,1205,547,153,1897,405,485,665,795,247,1198,281,1775,250,102,349,164,677,364,-1,544,1691,1897,464,-1
27/05/2019,17,2847,1684,2220,2636,3109,5117,516,625,4539,869,51,267,-1,1689,2041,1126,1330,1949,997,551,1213,4494,1191,5189,1230,767,233,3017,391,805,336,undefined,603,321,2187,673,200,2636,626,575,820,889,291,1620,358,1982,294,117,400,247,861,547,-1,777,2459,2636,157,-1
27/05/2019,18,1983,1058,2234,1950,2141,2703,321,347,1856,355,37,208,-1,820,1612,703,674,800,1070,526,1042,3618,579,2688,726,677,199,2324,197,708,264,undefined,280,173,1581,394,179,1310,284,324,648,810,261,1131,307,1379,254,112,475,131,445,475,-1,496,1016,1310,41,-1
27/05/2019,19,1085,434,1910,1395,1024,1330,99,127,511,156,25,172,-1,433,1234,434,241,209,1044,578,914,2170,338,1190,265,501,104,1199,110,634,282,undefined,103,52,801,227,144,589,149,189,374,428,162,811,210,955,178,110,297,123,411,303,-1,349,294,589,30,-1
27/05/2019,20,601,259,1436,920,730,887,46,84,175,66,28,116,-1,261,1013,253,248,125,761,465,678,1736,208,801,177,408,93,450,58,529,279,undefined,53,55,545,151,155,389,91,127,327,413,126,647,110,704,133,104,279,87,292,232,-1,282,173,389,18,-1
27/05/2019,21,380,202,1000,669,658,757,39,53,79,58,24,120,-1,234,733,261,133,67,589,285,672,1506,130,615,156,348,70,493,60,401,243,undefined,53,51,426,104,90,326,78,63,220,219,90,539,102,433,90,99,215,94,263,160,-1,157,62,326,19,-1
27/05/2019,22,213,113,712,468,1095,501,16,42,75,28,12,70,-1,208,419,114,90,37,419,246,404,1028,74,445,123,227,61,1397,49,275,123,undefined,34,36,358,50,64,258,101,60,103,132,42,340,73,299,57,110,149,42,118,92,-1,126,44,258,15,-1
27/05/2019,23,119,39,439,216,201,325,14,22,49,16,8,28,-1,137,190,92,55,28,228,100,230,564,59,238,66,153,32,91,17,234,70,undefined,26,17,129,28,16,137,23,37,55,61,29,157,53,180,48,67,48,29,73,48,-1,45,22,137,9,-1
28/05/2019,0,54,36,235,88,87,123,16,12,7,5,3,15,-1,51,103,35,23,14,121,68,124,175,34,87,40,107,21,49,8,145,31,undefined,8,8,50,15,5,70,23,19,33,36,6,59,16,109,21,66,15,23,33,32,-1,21,7,70,5,-1
28/05/2019,1,29,23,107,57,37,54,1,4,7,3,6,10,-1,23,65,11,13,10,44,40,106,100,18,24,27,68,6,13,8,95,21,undefined,3,5,40,8,4,48,12,3,19,23,5,56,8,72,7,42,3,3,21,26,-1,18,6,48,2,-1
28/05/2019,2,16,15,78,33,34,48,1,1,4,4,-1,3,-1,12,28,69,4,3,35,50,55,134,7,21,16,47,1,17,3,40,10,undefined,4,3,15,12,4,38,4,2,11,7,5,25,2,27,4,46,2,8,12,17,-1,12,3,38,-1,-1
28/05/2019,3,11,20,48,15,38,23,6,4,7,2,-1,2,-1,7,22,1,12,-1,19,32,44,68,13,25,6,39,1,34,1,20,2,undefined,2,-1,4,8,3,14,5,5,5,3,3,16,-1,22,6,36,2,9,4,4,-1,5,3,14,-1,-1
28/05/2019,4,13,11,43,44,51,40,8,4,5,5,-1,2,-1,37,20,8,17,1,35,43,49,88,1,22,20,40,3,49,5,33,17,undefined,5,8,32,3,3,15,6,-1,-1,-1,-1,24,3,60,4,12,4,4,2,5,-1,13,4,15,-1,-1
28/05/2019,5,53,17,72,86,141,268,23,50,125,20,6,13,-1,103,27,43,85,35,25,15,57,162,59,347,82,71,14,104,10,39,16,undefined,32,58,127,18,19,115,28,38,18,13,8,26,11,63,24,20,11,8,20,8,-1,19,56,115,3,-1
28/05/2019,6,115,78,198,228,431,1072,135,141,585,91,8,49,-1,346,105,258,282,218,59,27,86,691,293,1181,280,139,45,428,67,72,61,undefined,124,58,648,77,9,428,108,99,53,42,31,186,29,199,63,40,34,86,50,24,-1,58,444,428,9,-1
28/05/2019,7,391,258,342,474,1058,2185,408,342,2391,363,37,165,-1,761,338,518,929,920,111,105,202,1455,824,2661,599,315,98,986,169,159,73,undefined,244,151,912,240,43,1350,365,295,153,195,62,441,85,530,162,99,98,170,201,77,-1,143,1773,1350,88,-1
28/05/2019,8,1037,608,722,1151,2341,4254,620,531,4572,704,78,325,-1,1475,700,998,2262,1934,252,188,330,2921,1568,4672,1031,681,171,2057,240,414,149,undefined,590,278,1754,768,121,2610,821,807,462,588,190,945,241,1147,260,145,173,211,716,301,-1,503,3936,2610,477,-1
28/05/2019,9,982,635,692,1033,1512,2392,239,274,2729,529,29,164,-1,794,657,907,1367,1012,243,184,308,2048,900,2766,441,709,161,1298,124,280,150,undefined,416,253,1037,534,103,1749,831,663,517,706,232,789,334,916,338,193,198,147,562,315,-1,397,2343,1749,416,-1
28/05/2019,10,1291,898,964,1449,1164,1145,92,145,1015,263,43,150,-1,367,726,1179,850,554,356,244,459,1706,521,1668,340,934,180,895,209,327,186,undefined,224,144,685,514,116,1128,539,527,565,614,185,782,210,975,424,259,242,214,417,278,-1,395,936,1128,659,-1
28/05/2019,11,1723,1362,1219,1806,1276,1096,119,164,710,308,19,85,-1,477,940,1314,807,470,548,374,667,1998,484,1518,399,1055,180,955,224,508,179,undefined,225,139,781,443,143,1046,555,521,712,743,204,854,269,1194,405,345,256,226,506,333,-1,432,783,1046,542,-1
28/05/2019,12,3051,2451,1923,2790,1562,1806,234,455,1548,525,51,240,-1,531,1445,1976,1603,597,977,659,1284,2804,1029,2306,633,1649,271,1460,367,838,322,undefined,355,237,1615,942,321,1632,1257,910,797,693,223,1634,413,1520,564,416,421,306,868,346,-1,723,1695,1632,664,-1
28/05/2019,13,3311,2535,2082,3069,1535,1923,179,422,1329,535,93,280,-1,592,1674,2028,1380,672,1142,664,1276,3105,857,2323,745,1592,267,1289,387,855,407,undefined,371,325,1680,873,340,1615,1166,808,865,870,259,1870,371,2022,602,502,379,334,938,409,-1,826,1191,1615,685,-1
28/05/2019,14,2695,1772,2096,2608,1629,1511,183,241,898,352,41,202,-1,494,1444,1549,928,537,941,462,951,2674,676,1995,710,1058,186,1197,299,592,318,undefined,292,243,1000,643,183,1144,579,543,674,747,246,1478,305,1653,552,277,349,229,726,370,-1,603,640,1144,798,-1
28/05/2019,15,2673,1917,2031,2708,1805,1979,165,202,1436,341,28,192,-1,677,1598,1383,718,590,906,444,900,3139,631,2532,895,771,147,1254,255,599,240,undefined,346,223,1041,535,180,1325,443,469,685,731,226,1399,223,1689,302,195,328,183,708,383,-1,520,774,1325,416,-1
28/05/2019,16,2746,1846,1979,2615,2095,2914,234,342,3100,648,68,302,-1,1025,1664,1151,773,1145,813,420,918,3539,841,3844,985,642,158,1704,296,678,207,undefined,429,266,1581,563,135,1943,645,475,782,936,269,1485,315,1876,251,154,346,206,784,479,-1,617,2174,1943,553,-1
28/05/2019,17,3064,1873,2372,2944,3387,4950,543,590,4330,857,88,345,-1,1847,1997,1258,1423,1872,1086,540,1124,4451,1381,5358,1422,738,212,3030,463,908,310,undefined,612,317,2511,772,228,2588,710,653,866,855,327,1828,432,1940,277,111,465,173,823,624,-1,840,3342,2588,106,-1
28/05/2019,18,2441,1251,2434,2303,2553,2666,348,376,1911,383,83,354,-1,987,1951,908,685,882,1255,770,1069,3505,698,2829,961,812,195,2479,326,890,404,undefined,304,227,1806,455,235,1349,312,332,669,757,248,1495,275,1543,283,118,469,198,722,463,-1,565,1217,1349,94,-1
28/05/2019,19,1340,485,2240,1494,1138,1358,151,141,636,191,48,218,-1,395,1335,455,278,275,1095,598,969,2460,353,1340,328,601,151,889,152,747,363,undefined,127,114,996,240,160,692,171,171,329,431,166,996,238,1152,222,151,396,140,497,325,-1,422,343,692,36,-1
28/05/2019,20,752,341,1785,1130,1088,1081,63,80,339,94,32,172,-1,344,1085,323,200,140,943,592,829,1852,204,919,246,490,107,736,104,647,414,undefined,91,78,787,176,141,455,112,160,222,314,105,987,146,762,166,139,345,93,373,205,-1,254,152,455,46,-1
28/05/2019,21,434,219,1252,983,763,834,45,55,129,73,23,138,-1,279,785,285,112,70,621,431,619,1644,195,873,285,445,101,552,97,436,322,undefined,58,70,563,143,144,377,61,111,227,246,96,695,100,513,151,114,259,97,272,159,-1,222,75,377,13,-1
28/05/2019,22,224,127,783,589,1188,705,19,56,107,38,11,74,-1,215,415,122,81,43,355,235,457,1050,100,597,155,258,89,1455,112,350,189,undefined,62,52,394,83,70,289,64,60,97,113,56,366,70,289,84,82,202,54,137,97,-1,121,52,289,9,-1
28/05/2019,23,102,70,420,368,197,384,10,22,61,12,6,9,-1,189,205,73,60,24,168,98,231,555,60,272,122,141,35,130,2,249,77,undefined,13,28,142,49,35,115,44,20,54,68,27,162,53,131,40,57,17,39,54,45,-1,70,34,115,6,-1
29/05/2019,0,50,37,190,200,89,142,11,16,14,6,1,21,-1,59,78,58,9,3,80,36,144,266,38,152,49,116,15,81,21,132,37,undefined,8,10,63,10,6,63,28,25,25,24,12,83,18,96,20,64,14,45,33,30,-1,30,16,63,6,-1
29/05/2019,1,35,26,78,57,40,51,4,-1,3,5,1,9,-1,17,31,4,17,7,56,24,77,145,10,31,33,113,8,21,-1,89,11,undefined,4,5,42,11,7,25,7,5,18,20,7,43,7,49,6,38,9,18,27,30,-1,12,4,25,2,-1
29/05/2019,2,25,17,61,37,46,21,-1,3,2,-1,-1,1,-1,7,14,16,13,4,22,13,60,85,10,29,20,66,3,18,1,61,9,undefined,3,-1,6,3,1,29,6,1,3,2,1,19,2,25,3,40,2,10,18,14,-1,8,-1,29,3,-1
29/05/2019,3,9,17,53,24,38,24,2,1,1,1,1,8,-1,14,24,13,3,6,34,18,54,68,14,36,20,43,4,35,-1,46,4,undefined,8,5,12,8,2,4,2,6,3,2,-1,19,3,20,6,12,-1,3,17,6,-1,3,3,4,1,-1
29/05/2019,4,9,15,40,34,61,48,2,3,3,2,-1,1,-1,40,15,17,2,5,21,11,35,48,7,52,42,37,4,42,3,37,21,undefined,7,8,16,7,10,25,7,6,3,3,4,38,4,37,11,15,12,6,3,7,-1,4,4,25,-1,-1
29/05/2019,5,17,25,55,85,113,255,34,50,105,32,2,15,-1,103,22,95,86,30,18,10,37,209,43,324,64,50,10,113,10,22,18,undefined,28,34,115,29,9,100,21,17,11,10,9,34,6,66,10,33,2,8,12,12,-1,22,44,100,-1,-1
29/05/2019,6,103,77,147,187,398,1045,105,112,485,112,6,53,-1,288,93,216,249,199,63,33,83,731,233,1062,301,120,29,378,38,78,85,undefined,104,54,621,68,12,379,113,108,54,31,23,145,26,177,58,49,35,74,57,21,-1,76,287,379,1,-1
29/05/2019,7,422,245,299,526,1081,2062,320,280,2262,353,36,166,-1,699,292,490,808,802,129,102,220,1464,729,2518,602,216,96,1026,141,160,79,undefined,244,122,846,264,47,1333,437,275,153,146,64,476,81,531,116,46,78,138,206,121,-1,146,1295,1333,61,-1
29/05/2019,8,985,603,701,986,1970,4188,532,463,4283,691,61,303,-1,1270,714,990,1963,1693,241,162,344,2711,1525,4607,875,626,178,1920,223,353,181,undefined,568,286,1615,760,108,2463,751,816,479,535,172,1052,208,1045,244,82,169,191,684,316,-1,505,2587,2463,342,-1
29/05/2019,9,963,581,670,1077,1448,2312,260,273,2733,487,30,191,-1,657,704,971,1402,1037,197,193,353,2028,914,2888,441,584,143,1639,227,278,167,undefined,475,189,955,554,105,1601,654,655,573,684,212,896,290,873,276,117,202,157,548,400,-1,445,1596,1601,346,-1
29/05/2019,10,1271,915,787,1437,1128,1368,138,140,900,288,68,234,-1,369,687,1022,716,453,348,277,477,1669,484,1499,321,603,121,1259,228,356,219,undefined,249,174,709,480,144,967,456,666,535,482,162,809,252,841,276,127,235,193,411,257,-1,326,694,967,457,-1
29/05/2019,11,1989,1281,1170,1844,1289,1325,151,166,797,231,19,123,-1,361,925,1254,802,424,588,464,675,2004,542,1622,404,647,152,1482,411,515,193,undefined,225,147,906,459,181,1195,463,616,655,397,181,966,284,1100,248,97,270,155,493,300,-1,456,590,1195,466,-1
29/05/2019,12,3028,2340,1894,2632,1883,1895,174,445,1483,426,75,280,-1,534,1494,1976,1376,582,1048,875,1370,2796,928,2444,635,1025,192,2047,293,975,392,undefined,325,228,1654,881,307,1744,1067,970,801,342,210,1781,378,1690,313,184,430,299,907,275,-1,770,1265,1744,684,-1
29/05/2019,13,3187,2582,2110,2883,1731,1990,176,391,1414,404,116,300,-1,526,1560,2015,1360,596,1062,703,1300,3182,1044,2415,719,988,204,1584,304,955,345,undefined,404,271,1523,929,293,1629,1154,988,838,510,213,1961,441,1834,342,187,378,303,997,390,-1,845,1126,1629,543,-1
29/05/2019,14,2612,1906,1901,2589,1942,1663,151,218,983,287,40,150,-1,482,1547,1558,916,536,905,437,973,2608,547,2050,749,808,152,1879,318,648,266,undefined,270,167,1015,612,191,1246,592,578,741,373,208,1542,272,1404,272,151,348,233,752,329,-1,598,586,1246,732,-1
29/05/2019,15,2222,1708,1466,2250,1220,1943,64,170,1242,376,6,45,-1,429,1154,1322,631,588,637,365,789,2479,510,2664,549,432,144,1214,117,675,244,undefined,213,100,788,522,132,1130,361,643,616,395,154,1135,208,1113,199,93,260,177,593,265,-1,522,751,1130,202,-1
29/05/2019,16,2337,1544,1670,2166,2128,2888,181,323,3296,588,19,156,-1,843,1492,1174,762,1094,721,463,864,3038,837,3746,877,558,171,1964,176,588,220,undefined,426,169,1177,511,115,1873,480,542,741,670,219,1474,268,1449,238,83,292,164,683,415,-1,534,2270,1873,302,-1
29/05/2019,17,2915,1640,2106,2585,2885,4679,387,521,4109,878,45,223,-1,1495,1876,1265,1293,1730,1024,587,1063,4282,1252,5153,1087,763,219,2791,321,916,336,undefined,615,255,2006,783,221,2659,666,672,985,936,309,1576,371,1803,349,122,450,217,842,612,-1,792,3450,2659,101,-1
29/05/2019,18,2134,1112,1974,2037,2102,2430,259,313,1593,377,16,147,-1,775,1618,835,650,784,1127,574,1118,3122,593,2733,668,720,225,2526,190,941,321,undefined,288,161,1352,428,162,1311,323,542,617,690,268,1259,321,1377,413,127,466,155,581,416,-1,574,1238,1311,38,-1
29/05/2019,19,1238,549,1924,1276,970,1334,106,132,554,167,11,115,-1,372,1191,411,252,261,1022,770,926,2212,288,1413,253,603,144,1312,144,844,276,undefined,125,112,812,218,165,684,152,240,409,507,170,1077,186,973,261,84,312,135,459,251,-1,365,447,684,35,-1
29/05/2019,20,590,321,1737,984,670,883,29,78,281,79,11,93,-1,244,943,293,159,149,753,625,792,1768,180,951,167,502,101,507,46,617,370,undefined,60,53,497,218,140,443,87,213,230,241,102,764,162,627,183,93,255,136,363,161,-1,324,203,443,25,-1
29/05/2019,21,381,199,1024,689,889,753,18,41,107,26,4,45,-1,208,649,214,131,73,600,371,530,1304,158,766,157,337,83,1318,22,468,275,undefined,50,34,418,138,75,356,98,115,201,197,77,578,114,452,111,58,210,96,226,182,-1,189,108,356,8,-1
29/05/2019,22,253,140,859,451,741,517,27,39,101,44,10,40,-1,198,374,165,80,64,423,366,447,985,85,534,135,237,68,736,45,410,125,undefined,77,59,278,84,36,252,47,301,133,163,69,403,75,303,72,60,140,46,155,91,-1,111,77,252,15,-1
29/05/2019,23,121,75,395,221,295,425,15,21,53,15,5,35,-1,158,171,78,49,30,213,140,309,663,45,263,83,209,33,164,18,244,59,undefined,28,38,165,49,27,167,39,40,86,61,19,146,55,143,39,58,22,41,71,38,-1,63,28,167,9,-1
30/05/2019,0,59,34,214,148,110,102,3,14,14,6,-1,2,-1,36,73,25,19,2,64,50,131,161,21,101,24,115,18,56,9,111,44,undefined,6,9,101,14,12,53,8,18,67,45,40,48,13,59,20,76,34,31,29,31,-1,24,12,53,2,-1
30/05/2019,1,28,21,100,51,39,36,4,3,4,4,-1,11,-1,12,51,18,11,3,43,34,109,110,14,26,13,78,4,23,6,111,17,undefined,4,1,30,6,6,35,9,9,38,28,21,50,4,70,8,27,12,6,25,23,-1,19,7,35,2,-1
30/05/2019,2,28,9,61,20,48,30,9,2,2,5,-1,1,-1,6,22,9,4,6,30,21,75,117,10,27,24,48,2,19,-1,54,7,undefined,4,-1,10,8,3,47,2,10,17,9,11,21,2,57,8,21,20,3,20,12,-1,4,6,47,2,-1
30/05/2019,3,10,11,73,18,65,18,2,-1,4,3,-1,-1,-1,5,13,5,9,-1,20,15,44,73,11,21,27,40,2,29,2,33,5,undefined,5,2,13,5,11,15,-1,7,9,7,3,16,1,20,4,13,2,7,7,7,-1,4,2,15,1,-1
30/05/2019,4,3,14,33,38,67,65,3,4,7,-1,-1,1,-1,30,7,19,11,-1,12,29,85,62,4,23,23,33,4,62,1,27,20,undefined,16,4,19,2,2,13,8,16,6,1,1,38,3,52,9,9,16,5,4,10,-1,5,5,13,1,-1
30/05/2019,5,42,18,56,75,93,236,23,39,101,21,1,12,-1,90,38,104,100,41,23,15,71,190,45,349,59,103,9,87,5,32,23,undefined,23,35,87,34,17,114,20,30,15,11,12,29,7,68,18,32,6,14,13,10,-1,15,83,114,2,-1
30/05/2019,6,140,74,169,214,398,1001,95,102,531,90,8,44,-1,235,96,190,232,170,54,32,119,745,212,1149,291,124,42,384,62,89,57,undefined,89,48,595,97,9,359,109,115,45,32,25,141,45,192,56,36,25,40,45,29,-1,57,490,359,5,-1
30/05/2019,7,398,240,332,502,995,2150,278,268,2397,331,14,139,-1,637,305,410,867,778,108,99,190,1486,713,2507,559,464,82,915,145,204,90,undefined,273,204,925,226,47,1293,291,282,155,179,53,450,78,525,174,74,77,110,198,98,-1,148,1726,1293,74,-1
30/05/2019,8,985,539,715,1028,2209,4273,515,474,4392,640,35,295,-1,1321,776,945,2027,1810,311,169,370,2834,1503,4467,1007,1258,215,2197,361,420,148,undefined,629,300,1868,724,106,2361,758,798,465,543,188,989,254,1107,333,136,140,176,679,326,-1,445,3984,2361,473,-1
30/05/2019,9,962,657,640,1089,1289,2168,343,300,2648,536,28,180,-1,672,700,909,1438,942,189,191,394,2003,905,3122,528,1636,231,1222,203,303,154,undefined,455,213,1016,574,128,1703,765,654,537,627,214,814,275,933,366,138,193,123,523,311,-1,416,2476,1703,310,-1
30/05/2019,10,1281,923,771,1317,999,1206,118,142,917,280,11,102,-1,316,735,1040,809,501,328,175,465,1681,502,1693,376,1326,170,952,157,361,149,undefined,221,146,763,458,108,1044,544,624,607,655,237,778,234,922,405,158,232,152,404,308,-1,332,834,1044,410,-1
30/05/2019,11,1852,1299,1223,1836,1246,1223,162,186,778,283,10,184,-1,461,1007,1318,770,417,504,393,586,2042,547,1637,405,1630,221,1108,214,477,265,undefined,201,157,919,493,165,1105,501,484,625,668,196,1166,270,1139,484,299,239,197,496,305,-1,458,628,1105,506,-1
30/05/2019,12,3171,2371,1919,2705,1705,1822,310,525,1639,524,45,293,-1,624,1418,2157,1378,570,1060,681,1335,2924,954,2499,719,2367,318,1813,326,882,330,undefined,350,270,1614,966,211,1661,1202,878,945,795,259,1973,387,1648,575,368,374,292,898,402,-1,690,1481,1661,618,-1
30/05/2019,13,3541,2664,2158,2988,1569,2027,239,410,1347,451,41,224,-1,533,1614,2154,1426,525,1130,693,1290,3262,945,2379,713,2443,238,1445,400,940,347,undefined,348,278,1557,851,242,1681,1165,822,921,849,291,1965,457,2072,543,398,368,254,998,420,-1,912,1028,1681,611,-1
30/05/2019,14,2886,2233,1984,2809,1777,1632,152,253,926,349,28,169,-1,492,1587,1633,928,491,987,502,1042,2615,692,2041,779,1816,236,1517,370,680,263,undefined,257,226,1005,663,246,1167,636,587,704,768,262,1638,336,1523,466,282,452,198,811,410,-1,647,629,1167,612,-1
30/05/2019,15,2836,2125,2022,2733,1773,1940,124,211,1456,365,48,197,-1,665,1653,1398,785,505,891,507,1003,2845,546,2653,899,1633,174,1452,293,712,230,undefined,258,202,1054,542,208,1444,497,509,751,767,261,1676,278,1708,368,195,338,179,730,429,-1,585,738,1444,506,-1
30/05/2019,16,2992,2084,2169,2707,2117,2997,229,376,3159,653,39,205,-1,958,1814,1283,846,1173,906,529,1002,3646,779,3962,1008,673,204,1914,339,779,257,undefined,425,248,1425,618,128,1977,608,454,760,891,231,1661,339,1884,310,134,366,195,798,481,-1,592,1651,1977,405,-1
30/05/2019,17,3568,2164,2601,3316,3129,4723,475,598,4409,798,85,392,-1,1722,2315,1565,1357,1808,1111,646,1231,4429,1249,5104,1385,765,217,2681,442,965,288,undefined,639,335,2307,871,225,2563,696,695,837,962,376,2190,346,2202,295,139,469,242,904,629,-1,800,2181,2563,142,-1
30/05/2019,18,2987,1601,2679,2583,2280,2616,320,306,1930,400,57,282,-1,967,1902,1381,822,987,1328,809,1228,3477,742,2984,954,692,182,2166,266,1051,332,undefined,343,250,1604,498,199,1541,430,524,650,823,298,1508,321,1786,267,136,560,194,659,489,-1,725,994,1541,58,-1
30/05/2019,19,2033,936,2061,1735,1122,1480,112,131,614,195,43,174,-1,412,1424,485,362,294,1267,712,980,2484,286,1514,472,577,142,984,141,872,406,undefined,158,116,1063,313,157,747,240,250,437,551,187,1150,198,1122,196,156,422,136,573,305,-1,428,466,747,39,-1
30/05/2019,20,1329,710,1854,1959,887,1078,75,85,286,105,31,152,-1,367,1273,367,287,183,1137,660,825,1977,198,948,341,445,152,444,173,865,360,undefined,90,75,854,212,150,582,92,191,238,283,108,1049,162,994,185,103,403,105,451,203,-1,377,222,582,27,-1
30/05/2019,21,765,290,1705,1461,1094,1001,25,51,131,79,34,127,-1,363,958,312,178,105,753,445,671,1752,202,835,234,403,75,818,80,677,300,undefined,73,86,641,211,103,410,123,124,211,289,107,966,128,743,118,137,285,113,300,169,-1,242,166,410,12,-1
30/05/2019,22,318,175,1031,712,788,659,30,59,112,36,3,32,-1,226,468,152,152,104,550,471,506,1296,135,678,174,243,78,671,51,518,165,undefined,89,73,389,167,58,317,128,327,116,119,49,604,79,390,92,92,203,60,203,119,-1,135,102,317,10,-1
