Date,Hour,Bourke Street Mall (North),Bourke Street Mall (South),Melbourne Central,Town Hall (West),Princes Bridge,Flinders Street Station Underpass,Birrarung Marr,Webb Bridge,Southern Cross Station,Victoria Point,Waterfront City,New Quay,Flagstaff Station,Sandridge Bridge,State Library,Collins St (North),Collins Place (South),Collins Place (North),Chinatown-Swanston St (North),Chinatown-Lt Bourke St (South),Bourke St-Russell St (West),Flinders St-Elizabeth St (East),Spencer St-Collins St (South),Spencer St-Collins St (North),Melbourne Convention Exhibition Centre,QV Market-Elizabeth St (West),QV Market-Peel St,The Arts Centre,St Kilda Rd-Alexandra Gardens,Lonsdale St (South),Lygon St (West),City Square,Flinders St-Spring St (West),Flinders St-Spark La,Southbank,Queen St (West),Lygon St (East),Flinders St-Swanston St (West),Alfred Place,Lonsdale St-Spring St (West),Grattan St-Swanston St (West),Monash Rd-Swanston St (West),Tin Alley-Swanston St (West),Little Collins St-Swanston St (East),Flinders La-Swanston St (West),Pelham St (South),Melbourne Central-Elizabeth St (East),QVM-Queen St (East),QVM-Therry St (South),Faraday St-Lygon St (West),QVM-Franklin St (North),Elizabeth St-Lonsdale St (South),Lincoln-Swanston (W),Elizabeth St-La Trobe St (East),Lonsdale St - Elizabeth St (North),Bourke St Bridge,Bourke St - Spencer St (North),RMIT Bld 80 - 445 Swanston Street
19/02/2019,1,39,30,-1,60,58,106,-1,5,3,4,-1,15,-1,41,43,32,11,8,78,46,106,173,20,44,27,52,13,34,20,115,41,undefined,10,17,39,15,10,71,3,12,30,-1,-1,-1,-1,2,54,13,40,11,50,31,10,-1,30,11,71,45
19/02/2019,2,17,12,-1,30,18,74,-1,3,7,3,-1,5,-1,14,38,7,16,8,26,30,47,89,8,18,34,54,3,14,8,36,6,undefined,3,2,22,2,-1,38,7,2,3,1,1,-1,-1,2,37,10,37,1,12,20,2,-1,12,8,38,32
19/02/2019,3,12,18,-1,32,9,36,-1,1,2,4,-1,2,-1,8,8,10,8,-1,21,19,51,58,4,24,14,45,5,59,5,38,9,undefined,1,1,27,14,6,15,4,1,8,2,1,-1,-1,-1,40,5,11,5,14,9,5,-1,8,7,15,42
19/02/2019,4,4,6,-1,30,15,57,-1,5,8,2,-1,4,-1,40,8,6,7,2,17,41,41,70,-1,33,32,32,10,63,11,31,7,undefined,11,1,56,1,3,16,6,8,55,1,3,-1,-1,4,34,14,13,5,87,3,7,-1,13,10,16,37
19/02/2019,5,44,27,-1,86,32,258,-1,65,122,27,-1,24,-1,123,37,19,70,46,13,25,40,220,32,311,73,69,16,118,69,31,22,undefined,29,28,231,27,7,106,41,24,16,8,6,-1,-1,-1,140,17,12,12,30,23,14,-1,16,116,106,141
19/02/2019,6,107,73,-1,269,93,935,-1,167,704,115,-1,111,-1,317,116,199,263,210,51,20,107,899,300,1188,291,141,47,424,363,72,29,undefined,108,69,942,67,12,359,136,95,59,44,33,-1,-1,19,271,71,39,26,28,61,39,-1,46,605,359,425
19/02/2019,7,409,243,-1,549,187,1900,-1,441,2437,377,-1,284,-1,730,343,553,938,874,136,186,193,1720,840,2559,732,319,107,895,887,173,78,undefined,280,152,1612,290,63,1194,391,291,219,97,56,-1,-1,81,680,177,99,88,77,221,105,-1,157,2159,1194,466
19/02/2019,8,974,608,-1,1080,372,3899,-1,646,4729,649,-1,425,-1,1514,784,971,2199,1882,220,165,433,2993,1764,4859,1225,608,189,1593,1584,348,137,undefined,672,319,3013,824,82,2404,846,805,365,349,208,-1,-1,199,1313,324,142,161,135,713,182,-1,432,4868,2404,1491
19/02/2019,9,1026,742,-1,1214,309,2275,-1,335,2707,537,-1,268,-1,832,675,1054,1460,1106,240,186,381,2202,951,3022,545,741,162,1049,1075,281,138,undefined,494,228,1810,623,118,1628,671,596,595,385,195,-1,-1,307,1096,342,164,234,168,641,230,-1,316,3040,1628,977
19/02/2019,10,1074,1055,-1,1557,474,1261,-1,198,930,280,-1,202,-1,409,722,1085,908,604,398,178,561,1815,580,1668,456,878,200,876,908,325,180,undefined,258,136,1342,569,129,1050,470,603,576,207,132,-1,-1,154,1077,469,229,282,192,590,229,-1,104,1183,1050,992
19/02/2019,11,1809,1413,-1,2049,598,1359,-1,293,826,303,-1,192,-1,480,919,1268,865,480,655,344,830,2360,614,1601,551,1200,269,1030,1130,527,251,undefined,250,176,1516,610,190,1130,477,519,776,406,170,-1,-1,181,1345,578,354,293,326,781,263,-1,118,995,1130,1271
19/02/2019,12,2979,2794,-1,3257,759,2154,-1,730,1722,458,-1,449,-1,629,1519,2054,1806,723,1236,686,1616,3039,1155,2495,976,1678,299,1665,1782,1032,396,undefined,426,347,2792,1143,295,1638,1225,881,835,617,232,-1,-1,307,2046,736,488,422,322,1214,306,-1,163,2365,1638,1861
19/02/2019,13,3298,2964,-1,3286,727,2135,-1,579,1445,371,-1,517,-1,713,1731,2033,1775,743,1162,793,1582,3287,1147,2394,914,1768,310,1351,1784,1001,350,undefined,397,320,2698,1023,294,1718,1092,884,993,622,216,-1,-1,425,2204,794,550,446,328,1292,412,-1,176,1837,1718,1747
19/02/2019,14,2326,2223,-1,2775,612,1970,-1,253,1002,243,-1,352,-1,677,1532,1662,990,585,1012,542,1082,2861,633,2015,818,1152,242,1437,1638,674,275,undefined,331,180,1895,786,217,1284,515,555,773,478,118,-1,-1,134,1812,609,324,351,237,910,358,-1,622,1274,1284,1511
19/02/2019,15,2499,2253,-1,2920,553,2116,-1,267,1462,356,-1,241,-1,704,1677,1498,785,558,934,384,1052,2943,629,2409,998,729,223,1424,1529,707,243,undefined,314,150,1842,587,176,1370,452,412,766,540,114,-1,-1,200,1955,481,209,321,208,803,439,-1,545,1320,1370,1358
19/02/2019,16,2333,2176,-1,2815,798,3058,-1,436,3261,661,-1,280,-1,1108,1873,1418,907,1178,859,418,1050,4031,895,3958,1383,679,206,1777,1815,665,283,undefined,475,179,2209,619,159,2059,537,477,580,385,99,-1,-1,176,1954,316,175,354,222,668,315,-1,606,2917,2059,1373
19/02/2019,17,3220,2237,-1,3354,1157,4999,-1,784,4417,842,-1,452,-1,1889,2275,1470,1452,1888,1143,613,1455,4954,1343,5153,1678,750,252,2985,2740,881,293,undefined,647,384,3724,898,211,2600,690,627,648,382,219,-1,-1,274,2441,374,128,418,231,924,447,-1,795,3935,2600,1681
19/02/2019,18,2705,1505,-1,2648,926,2821,-1,488,1775,392,-1,480,-1,1089,1773,905,846,840,1271,754,1368,3642,677,2891,1266,684,263,1951,1826,941,361,undefined,264,212,2923,542,202,1440,461,336,373,186,150,-1,-1,99,1875,309,112,469,188,622,246,-1,589,1599,1440,1132
19/02/2019,19,1641,646,-1,1761,604,1743,-1,262,638,143,-1,462,-1,650,1382,561,437,280,1193,923,1168,2516,284,1452,532,566,175,628,860,812,426,undefined,128,109,2118,298,214,753,219,214,328,104,105,-1,-1,110,1307,248,121,445,196,476,226,-1,479,662,753,1051
19/02/2019,20,940,407,-1,1345,644,1425,-1,164,290,93,-1,384,-1,514,1046,381,293,150,1034,789,1063,2092,239,941,507,493,126,581,600,694,458,undefined,88,93,1811,216,201,535,121,170,182,72,71,-1,-1,57,901,184,108,380,150,414,149,-1,343,339,535,914
19/02/2019,21,644,322,-1,1026,415,1174,-1,136,151,60,-1,365,-1,431,753,305,200,85,787,707,757,1928,189,772,365,488,120,1198,711,557,280,undefined,73,65,1495,229,182,467,85,116,161,42,64,-1,-1,49,719,160,110,305,136,337,152,-1,244,163,467,858
19/02/2019,22,381,190,-1,637,354,925,-1,92,132,52,-1,226,-1,289,365,199,116,52,425,428,504,1332,127,494,292,254,89,373,254,434,231,undefined,63,58,828,100,87,383,139,92,89,27,43,-1,-1,31,453,105,96,156,84,172,64,-1,159,130,383,437
19/02/2019,23,154,76,-1,332,168,508,-1,30,54,11,-1,64,-1,244,184,87,64,44,236,203,305,671,60,244,169,202,50,123,122,200,115,undefined,44,63,444,73,23,204,23,37,39,15,10,-1,-1,22,299,48,59,37,88,98,58,-1,79,57,204,277
20/02/2019,0,86,46,-1,148,73,178,-1,11,13,9,-1,36,-1,93,77,41,20,11,119,94,170,276,55,147,77,98,25,45,31,141,44,undefined,18,15,178,16,8,95,19,21,35,3,1,-1,-1,2,128,16,50,10,21,72,22,-1,35,13,95,151
20/02/2019,1,50,21,-1,45,28,72,-1,1,17,3,-1,18,-1,30,44,21,9,5,71,62,168,87,35,43,40,64,20,31,24,110,25,undefined,3,6,101,7,9,51,2,5,7,1,2,-1,-1,3,51,24,37,4,28,14,7,-1,24,15,51,126
20/02/2019,2,34,18,-1,26,12,29,-1,8,5,3,-1,23,-1,15,17,9,8,2,43,30,80,96,23,31,42,36,7,25,7,98,18,undefined,1,3,24,10,2,23,-1,3,8,2,3,-1,-1,7,33,11,47,5,18,14,6,-1,23,7,23,66
20/02/2019,3,22,18,-1,34,2,29,-1,1,3,3,-1,-1,-1,11,26,25,8,-1,28,42,51,62,13,25,25,47,3,44,5,20,8,undefined,-1,1,9,9,2,13,6,9,8,-1,2,-1,-1,1,40,4,10,2,5,17,-1,-1,4,2,13,70
20/02/2019,4,11,17,-1,32,22,58,-1,6,10,7,-1,9,-1,34,16,25,9,4,52,14,37,63,16,31,38,35,9,65,12,20,15,undefined,15,3,37,6,3,15,3,13,15,1,2,-1,-1,-1,16,16,29,18,5,4,11,-1,3,13,15,62
20/02/2019,5,49,21,-1,95,21,240,-1,65,125,20,-1,24,-1,120,32,38,75,41,19,33,50,185,59,275,79,39,7,118,57,30,9,undefined,18,28,200,21,6,94,24,23,27,15,10,-1,-1,6,85,10,13,3,12,16,8,-1,19,112,94,72
20/02/2019,6,118,97,-1,244,87,933,-1,169,649,88,-1,101,-1,311,77,230,238,196,48,21,113,788,256,1082,292,108,25,348,325,72,34,undefined,105,62,1002,81,17,330,86,138,56,37,27,-1,-1,24,243,43,40,25,50,58,37,-1,62,557,330,313
20/02/2019,7,390,247,-1,537,201,1790,-1,452,2298,386,-1,228,-1,736,316,970,886,843,106,105,199,1456,789,2587,788,240,97,780,866,113,92,undefined,262,149,1609,315,44,1292,354,279,149,74,64,-1,-1,81,661,136,54,78,60,245,97,-1,130,2099,1292,388
20/02/2019,8,818,639,-1,1061,392,3923,-1,616,4439,673,-1,420,-1,1498,746,939,1991,1799,194,164,396,2939,1523,4370,1299,554,183,1472,1654,362,141,undefined,592,481,3012,869,122,2474,794,781,377,240,121,-1,-1,166,1087,266,80,199,165,697,195,-1,405,4408,2474,925
20/02/2019,9,938,693,-1,1200,327,2236,-1,312,2619,429,-1,215,-1,730,788,1035,1368,1045,197,160,367,2170,883,3126,628,491,140,878,970,310,153,undefined,415,228,1593,623,110,1610,741,608,470,214,142,-1,-1,257,969,272,104,202,175,615,195,-1,304,2684,1610,1067
20/02/2019,10,1336,997,-1,1543,544,1252,-1,231,1014,287,-1,193,-1,498,790,1293,775,805,371,270,508,1714,552,1892,567,652,161,958,1127,358,215,undefined,192,200,1375,548,147,1193,527,589,482,156,120,-1,-1,188,1117,345,106,240,221,648,165,-1,145,1208,1193,1314
20/02/2019,11,1783,1615,-1,2145,696,1366,-1,231,814,232,-1,360,-1,515,973,1508,877,475,689,503,747,2086,559,1780,748,768,167,1631,1703,525,235,undefined,169,163,1657,526,183,1230,550,554,575,183,125,-1,-1,206,1396,363,160,339,213,761,216,-1,124,994,1230,975
20/02/2019,12,3232,2795,-1,3275,844,2107,-1,646,1711,496,-1,490,-1,797,1713,2155,1810,657,1278,855,1435,3458,1170,2468,1034,1235,205,2612,2052,937,291,undefined,419,349,3000,1145,297,1701,1162,1032,743,453,213,-1,-1,314,2009,450,339,446,333,1199,300,-1,168,2243,1701,1289
20/02/2019,13,3564,3091,-1,3442,787,2215,-1,597,1487,494,-1,411,-1,631,1824,2197,1668,728,1181,898,1387,3568,1107,2770,1067,1164,260,1393,1767,1027,374,undefined,422,420,2784,1058,348,1816,1117,1025,1012,467,255,-1,-1,339,2215,477,303,415,348,1423,456,-1,162,1936,1816,1655
20/02/2019,14,2900,2267,-1,3048,755,1956,-1,295,941,313,-1,270,-1,558,1552,1735,1025,516,1094,532,1025,3287,670,2064,991,842,209,1597,1780,728,315,undefined,265,267,1867,716,210,1308,643,583,713,446,200,-1,-1,402,1879,426,214,435,241,1125,341,-1,120,1197,1308,1461
20/02/2019,15,3142,2235,-1,3130,652,2291,-1,261,1450,311,-1,234,-1,777,1816,1454,792,582,993,424,1113,3196,620,2409,1063,834,219,2942,2174,639,295,undefined,268,269,1981,656,181,1521,477,478,740,413,260,-1,-1,189,1888,485,190,367,280,736,427,-1,500,1304,1521,1272
20/02/2019,16,3032,2149,-1,3119,792,3121,-1,420,3179,636,-1,267,-1,1017,1952,1355,881,1112,978,447,1146,4076,847,3803,1316,842,286,1887,1988,700,315,undefined,367,292,2253,718,161,2098,492,521,544,318,238,-1,-1,165,2066,564,193,411,237,712,300,-1,623,2669,2098,1296
20/02/2019,17,3469,2158,-1,3270,1144,4971,-1,754,4228,819,-1,476,-1,1842,2217,1456,1431,1699,1204,565,1315,5265,1245,5031,1654,1188,356,2527,3150,904,363,undefined,577,437,3408,914,202,2625,739,665,560,396,260,-1,-1,189,2794,1233,381,551,358,946,392,-1,860,3926,2625,1344
20/02/2019,18,2889,1592,-1,2616,995,3173,-1,468,1791,299,-1,484,-1,1201,1811,951,827,832,1327,744,1277,3783,711,2751,1250,1367,406,1926,2880,954,424,undefined,304,247,2990,488,223,1504,392,507,350,163,183,-1,-1,149,2052,1794,507,478,324,713,257,-1,692,1590,1504,1097
20/02/2019,19,1739,775,-1,1775,790,1932,-1,290,633,156,-1,501,-1,636,1461,522,451,406,1153,789,1191,2745,338,1472,590,1284,419,1748,1789,827,408,undefined,178,144,2402,363,247,760,190,277,215,74,101,-1,-1,93,1480,1772,576,462,447,512,202,-1,467,564,760,898
20/02/2019,20,997,492,-1,1451,651,1403,-1,215,301,91,-1,477,-1,476,1123,450,279,200,1002,649,1094,2207,239,1061,517,1338,376,846,931,690,468,undefined,116,118,1864,269,183,486,124,197,183,55,88,-1,-1,62,1013,1487,622,439,316,449,184,-1,362,278,486,1003
20/02/2019,21,657,364,-1,1130,581,1269,-1,132,180,69,-1,471,-1,448,885,311,247,131,702,530,798,1780,197,809,385,1037,295,791,739,577,542,undefined,83,105,1581,216,228,467,117,167,215,41,87,-1,-1,60,767,1086,421,356,232,358,169,-1,270,280,467,918
20/02/2019,22,384,360,-1,812,403,1088,-1,71,116,42,-1,202,-1,334,516,236,166,100,519,493,593,1731,179,579,280,673,186,1879,1838,492,327,undefined,90,102,1387,158,120,312,66,246,123,28,38,-1,-1,27,537,631,258,199,149,232,193,-1,173,211,312,512
20/02/2019,23,153,144,-1,370,203,584,-1,42,61,19,-1,79,-1,236,241,83,61,46,249,182,396,800,90,357,165,243,110,206,182,295,171,undefined,39,56,439,89,45,197,36,47,199,19,12,-1,-1,29,264,131,93,58,64,129,67,-1,99,72,197,290
21/02/2019,0,107,50,-1,158,117,219,-1,13,27,5,-1,17,-1,75,85,35,29,9,130,82,248,378,56,170,52,141,29,88,42,198,65,undefined,11,20,231,46,22,87,10,35,87,6,9,-1,-1,13,154,27,56,31,53,60,40,-1,56,27,87,182
21/02/2019,1,38,32,-1,82,44,85,-1,4,15,1,-1,16,-1,16,60,23,14,10,94,80,110,201,15,34,25,84,20,39,24,186,40,undefined,10,8,114,13,15,67,4,15,35,1,1,-1,-1,7,84,16,50,9,27,42,22,-1,29,16,67,138
21/02/2019,2,20,30,-1,54,16,58,-1,3,12,1,-1,6,-1,9,32,15,6,6,44,33,73,131,10,42,44,49,11,26,25,61,10,undefined,3,3,61,13,4,45,3,7,28,1,3,-1,-1,2,59,17,28,4,27,27,2,-1,10,10,45,39
21/02/2019,3,34,9,-1,45,10,19,-1,3,1,-1,-1,6,-1,12,14,21,10,1,15,37,51,60,10,18,10,45,2,30,5,47,3,undefined,2,1,37,6,5,19,2,3,7,2,-1,-1,-1,3,36,11,20,1,21,4,10,-1,16,5,19,87
21/02/2019,4,9,24,-1,56,5,63,-1,3,12,1,-1,3,-1,39,20,5,16,6,28,32,47,66,11,17,31,35,11,58,12,54,19,undefined,9,5,22,5,9,24,7,14,14,1,1,-1,-1,2,45,15,6,11,7,6,4,-1,9,7,24,45
21/02/2019,5,54,32,-1,80,27,242,-1,59,133,20,-1,28,-1,111,29,45,59,36,18,28,87,188,44,296,90,75,13,96,62,54,4,undefined,12,21,207,26,2,118,24,23,17,7,4,-1,-1,11,79,16,14,3,18,12,6,-1,13,97,118,101
21/02/2019,6,138,87,-1,268,79,920,-1,165,619,90,-1,98,-1,282,82,149,223,205,53,27,116,838,218,1080,293,148,49,377,356,90,34,undefined,105,59,891,82,10,374,85,105,64,30,23,-1,-1,16,229,65,41,25,31,62,31,-1,61,509,374,293
21/02/2019,7,346,250,-1,519,173,1784,-1,473,2320,375,-1,255,-1,719,332,456,839,842,110,109,183,1441,744,2385,783,329,111,691,829,187,84,undefined,253,142,1464,288,50,1217,349,280,146,95,59,-1,-1,72,581,181,78,80,88,191,95,-1,142,2147,1217,448
21/02/2019,8,918,603,-1,1097,339,4042,-1,577,4556,663,-1,516,-1,1498,714,936,2222,1800,239,198,390,2935,1489,4528,1084,610,181,1356,1627,428,165,undefined,553,300,2946,759,105,2456,846,746,387,262,129,-1,-1,150,1148,293,138,188,131,693,169,-1,437,4850,2456,1112
21/02/2019,9,979,781,-1,1194,289,2115,-1,303,2882,506,-1,277,-1,761,657,1029,1496,1101,298,210,352,2088,836,3035,554,774,176,1161,1111,328,152,undefined,414,266,1561,629,118,1717,732,585,440,281,187,-1,-1,256,1066,335,157,238,212,643,208,-1,283,2833,1717,878
21/02/2019,10,1281,1041,-1,1517,373,1369,-1,204,1111,296,-1,218,-1,517,708,1098,819,534,365,221,473,1664,536,1774,448,945,183,1106,1075,392,181,undefined,194,204,1243,575,131,1251,473,525,432,184,143,-1,-1,138,1088,436,253,253,229,669,216,-1,104,1305,1251,1088
21/02/2019,11,2043,1681,-1,2071,486,1408,-1,205,847,284,-1,261,-1,730,1020,1417,888,440,562,380,679,2026,613,1695,680,1228,256,1075,1241,541,232,undefined,165,147,1388,611,176,1233,478,565,590,187,175,-1,-1,174,1380,584,390,313,271,724,205,-1,82,1147,1233,1299
21/02/2019,12,2749,2751,-1,3258,592,2142,-1,649,1695,380,-1,526,-1,687,1605,2276,1760,671,1151,760,1480,2885,1079,2603,952,1770,314,1792,1717,1058,350,undefined,300,283,2715,1133,283,1795,1216,887,811,316,150,-1,-1,273,2216,789,752,391,376,1246,276,-1,121,2310,1795,1514
21/02/2019,13,2658,3113,-1,3591,758,2265,-1,535,1527,415,-1,429,-1,818,1642,2205,1700,723,1061,803,1460,2941,1200,2680,934,1772,286,1978,1871,1134,418,undefined,372,319,2912,1083,316,1833,1337,911,974,452,151,-1,-1,442,2444,761,588,423,401,1323,405,-1,130,2019,1833,1619
21/02/2019,14,2266,2321,-1,3100,707,1979,-1,297,1063,341,-1,350,-1,634,1605,1809,968,514,949,480,1104,2575,741,2085,932,1226,276,2180,1944,794,352,undefined,288,169,2010,711,196,1192,660,601,776,317,117,-1,-1,214,2002,660,378,374,312,1084,281,-1,120,1217,1192,1422
21/02/2019,15,2927,2511,-1,3067,797,2314,-1,295,1521,351,-1,266,-1,779,1802,1714,803,637,896,463,1141,3415,692,2621,1116,926,268,2041,1896,743,251,undefined,309,209,1910,605,220,1473,507,522,714,251,243,-1,-1,172,2011,508,213,367,249,829,355,-1,541,1421,1473,1237
21/02/2019,16,3126,2365,-1,3100,706,3015,-1,433,3055,656,-1,294,-1,971,1859,1465,899,1133,1013,509,1280,4084,926,3966,1223,742,239,2052,2059,739,257,undefined,401,232,2379,602,167,2027,534,466,558,177,228,-1,-1,153,2265,391,180,385,236,732,324,-1,632,2649,2027,1232
21/02/2019,17,3822,2356,-1,3570,1092,5089,-1,727,4158,828,-1,474,-1,1909,2317,1627,1359,1799,1106,618,1521,5286,1316,5064,1764,779,324,2448,2788,924,446,undefined,634,419,3918,878,257,2706,684,696,527,267,325,-1,2,224,2789,408,193,448,248,972,401,-1,839,3892,2706,1737
21/02/2019,18,3204,1776,-1,2914,1038,3129,-1,524,1914,366,-1,502,-1,1172,2033,1082,853,833,1386,840,1261,3839,759,2980,1394,773,279,1859,2271,1009,361,undefined,340,292,3121,502,199,1579,490,486,284,160,180,-1,-1,112,2115,350,172,503,214,744,248,-1,643,1554,1579,1188
21/02/2019,19,2339,1194,-1,2121,846,1884,-1,243,623,157,-1,432,-1,717,1456,654,438,355,1277,840,1206,2686,344,1526,699,660,154,1939,1436,858,461,undefined,206,171,2443,349,216,891,238,335,251,123,161,-1,-1,91,1391,233,141,456,203,562,201,-1,447,617,891,918
21/02/2019,20,1786,938,-1,1919,729,1674,-1,161,334,90,-1,476,-1,607,1360,406,399,199,1189,830,1024,2311,304,1246,546,601,156,641,808,874,545,undefined,124,130,2070,281,248,600,156,205,164,116,90,-1,-1,70,1184,211,147,431,164,517,200,-1,421,420,600,1320
21/02/2019,21,990,431,-1,1789,692,1394,-1,138,165,61,-1,311,-1,460,986,337,209,99,953,681,860,2071,216,976,466,505,146,535,503,768,435,undefined,144,123,1584,267,201,444,113,167,151,92,80,-1,-1,53,950,185,117,318,162,452,153,-1,309,225,444,831
21/02/2019,22,438,265,-1,1017,498,1091,-1,72,137,51,-1,199,-1,368,575,251,177,101,653,579,668,1614,178,740,372,374,105,1245,572,552,343,undefined,102,111,1206,223,117,422,93,314,104,35,31,-1,-1,24,567,120,111,191,105,226,98,-1,164,208,422,666
21/02/2019,23,201,97,-1,837,323,678,-1,46,55,23,-1,84,-1,244,264,190,92,34,325,664,552,1025,99,411,203,234,65,163,124,400,163,undefined,82,48,684,137,48,284,79,70,35,29,20,-1,-1,24,355,76,104,67,60,166,56,-1,90,78,284,328
22/02/2019,0,122,90,-1,352,108,311,-1,10,14,11,-1,49,-1,125,116,96,70,16,285,255,353,467,67,258,79,147,17,91,46,286,63,undefined,25,23,277,83,20,154,7,23,39,6,6,-1,-1,5,216,34,60,24,48,124,29,-1,57,39,154,171
22/02/2019,1,85,47,-1,127,37,95,-1,6,13,3,-1,24,-1,32,50,37,11,12,136,106,193,164,42,47,54,102,19,32,42,206,27,undefined,12,19,96,50,11,76,15,7,21,4,4,-1,-1,5,106,17,40,6,14,61,6,-1,31,15,76,217
22/02/2019,2,70,23,-1,60,18,92,-1,-1,11,3,-1,8,-1,34,35,49,15,13,85,92,202,188,32,51,16,77,2,23,27,154,6,undefined,8,4,41,24,2,41,2,5,12,6,1,-1,-1,2,95,5,39,4,26,47,10,-1,17,13,41,289
22/02/2019,3,51,30,-1,57,6,51,-1,7,8,3,-1,5,-1,7,30,22,9,9,50,115,153,153,27,26,15,43,9,36,25,92,2,undefined,2,10,54,27,9,15,2,7,6,1,-1,-1,-1,1,62,9,19,2,16,29,14,-1,17,14,15,89
22/02/2019,4,32,16,-1,46,24,74,-1,7,14,1,-1,7,-1,43,18,18,9,6,21,54,95,131,15,47,39,52,9,63,14,72,10,undefined,8,9,54,31,1,33,14,7,13,4,3,-1,-1,1,80,11,9,3,7,16,6,-1,11,20,33,146
22/02/2019,5,32,31,-1,96,26,237,-1,58,124,21,-1,24,-1,101,25,40,76,30,16,19,41,185,53,311,91,87,12,82,44,32,26,undefined,17,27,193,31,13,100,25,29,30,7,6,-1,-1,3,98,17,26,10,15,18,3,-1,21,82,100,97
22/02/2019,6,133,68,-1,215,76,879,-1,145,596,91,-1,78,-1,294,82,139,212,191,76,24,94,788,272,1133,258,155,41,290,302,65,39,undefined,73,52,935,90,15,370,109,88,60,28,22,-1,-1,25,228,63,51,44,44,73,41,-1,60,536,370,552
22/02/2019,7,334,263,-1,493,159,1792,-1,425,2090,1,-1,211,-1,625,327,433,830,743,128,92,227,1390,702,2259,641,295,126,666,902,156,80,undefined,216,127,1601,224,54,1159,389,251,159,78,54,-1,-1,77,528,166,98,87,61,194,77,-1,126,1854,1159,425
22/02/2019,8,951,676,-1,1026,306,3957,-1,593,4365,-1,-1,435,-1,1410,686,930,2159,1860,197,194,349,2660,1394,4431,979,704,155,1215,1300,370,175,undefined,559,297,2662,660,138,2235,795,718,372,266,125,-1,-1,151,1104,300,162,239,150,662,189,-1,393,4360,2235,1207
22/02/2019,9,1137,862,-1,1252,333,2262,-1,293,2702,422,-1,259,-1,803,667,1026,1384,1084,195,186,396,2181,831,3010,788,804,200,921,918,283,195,undefined,497,389,1764,668,141,1637,760,588,513,313,144,-1,-1,226,1082,396,166,322,164,543,240,-1,241,2891,1637,870
22/02/2019,10,1655,1281,-1,1734,429,1352,-1,213,999,291,-1,226,-1,603,711,1241,818,538,380,301,535,2109,612,1874,634,898,215,965,1007,385,216,undefined,264,223,1645,563,188,1166,509,559,528,337,140,-1,-1,145,1180,428,299,327,200,614,196,-1,158,1272,1166,1093
22/02/2019,11,2437,1933,-1,2208,580,1501,-1,278,877,283,-1,269,-1,751,1038,1359,989,517,699,412,850,2330,690,1836,804,1183,292,1135,1327,609,258,undefined,214,217,1898,607,191,1228,629,646,956,576,154,-1,1,185,1690,517,367,402,283,699,259,-1,84,1184,1228,1117
22/02/2019,12,3648,3151,-1,3419,896,2608,-1,659,1903,583,-1,502,-1,774,1697,2190,1824,703,1262,913,1694,3286,1319,2751,1194,1867,404,1430,1733,1083,398,undefined,412,355,3367,1083,274,2112,1262,1039,1001,624,167,-1,-1,365,2409,892,624,465,383,1293,296,-1,121,2496,2112,1500
22/02/2019,13,3865,3563,-1,3561,912,2778,-1,614,1632,517,-1,543,-1,688,1898,2271,1767,725,1224,824,1798,3592,1299,2699,1152,1770,350,1754,1895,1126,367,undefined,405,384,3247,1335,351,2036,1218,941,1119,671,236,-1,-1,384,2566,771,520,482,342,1426,474,-1,189,2125,2036,1487
22/02/2019,14,3291,2675,-1,3205,930,2349,-1,296,1117,305,-1,350,-1,744,1738,1776,1064,587,1132,549,1220,3112,771,2314,1264,1369,302,1644,1818,798,336,undefined,288,315,2247,741,272,1447,581,628,779,569,177,-1,-1,202,2226,635,388,444,293,997,371,-1,266,1200,1447,1357
22/02/2019,15,3614,2595,-1,3239,633,2638,-1,341,1488,328,-1,290,-1,898,1775,1705,782,600,1058,469,1096,3522,680,2668,1266,1247,291,1713,1747,781,368,undefined,297,324,2348,731,218,1534,390,630,719,526,221,-1,-1,204,2214,624,310,377,260,755,437,-1,534,1425,1534,1444
22/02/2019,16,3632,2748,-1,3501,1083,3765,-1,563,3168,612,-1,383,-1,1240,1967,1571,912,1114,1214,564,1191,4380,993,4030,1466,1079,288,1954,1879,860,297,undefined,444,436,2781,723,235,2212,548,638,657,391,234,-1,-1,201,2564,502,244,427,244,752,354,-1,642,3151,2212,1252
22/02/2019,17,4428,3073,-1,3921,1617,5287,-1,716,3641,702,-1,525,-1,1820,2457,1761,1315,1604,1425,688,1546,5104,1162,4931,1860,882,290,2877,2752,1150,382,undefined,543,469,3971,1011,261,2680,716,742,488,376,250,-1,-1,211,2940,442,209,632,233,1112,402,-1,860,4422,2680,1291
22/02/2019,18,3729,2338,-1,3356,1535,3588,-1,494,1569,288,-1,839,-1,1149,2057,1218,798,772,1612,979,1654,3694,688,3111,1612,800,251,2927,2466,1176,546,undefined,357,379,3946,609,252,1826,419,519,255,207,147,-1,-1,103,2272,359,186,688,220,949,256,-1,682,6056,1826,1115
22/02/2019,19,2854,1474,-1,2584,1380,2459,-1,290,634,176,-1,698,-1,812,1815,836,502,298,1602,1303,1479,2872,372,1757,1287,698,191,3086,2029,1202,737,undefined,191,273,3193,444,411,1097,257,382,229,112,71,-1,-1,79,1693,303,145,732,172,832,205,-1,527,3863,1097,852
