Date,Hour,Bourke Street Mall (North),Bourke Street Mall (South),Melbourne Central,Town Hall (West),Princes Bridge,Flinders Street Station Underpass,Birrarung Marr,Webb Bridge,Southern Cross Station,Victoria Point,Waterfront City,New Quay,Flagstaff Station,Sandridge Bridge,State Library,Collins St (North),Collins Place (South),Collins Place (North),Chinatown-Swanston St (North),Chinatown-Lt Bourke St (South),Bourke St-Russell St (West),Flinders St-Elizabeth St (East),Spencer St-Collins St (South),Spencer St-Collins St (North),Melbourne Convention Exhibition Centre,QV Market-Elizabeth St (West),QV Market-Peel St,The Arts Centre,St Kilda Rd-Alexandra Gardens,Lonsdale St (South),Lygon St (West),City Square,Flinders St-Spring St (West),Flinders St-Spark La,Southbank,Queen St (West),Lygon St (East),Flinders St-Swanston St (West),Alfred Place,Lonsdale St-Spring St (West),Grattan St-Swanston St (West),Monash Rd-Swanston St (West),Tin Alley-Swanston St (West),Little Collins St-Swanston St (East),Pelham St (South),Melbourne Central-Elizabeth St (East),QVM-Queen St (East),QVM-Therry St (South),Faraday St-Lygon St (West),QVM-Franklin St (North),Elizabeth St-Lonsdale St (South),Lincoln-Swanston (W),Elizabeth St-La Trobe St (East),Lonsdale St - Elizabeth St (North),Bourke St Bridge,Bourke St - Spencer St (North),RMIT Bld 80 - 445 Swanston Street,Flinders La-Swanston St (West) Temporary,RMIT Building 14,380 Elizabeth St,La Trobe St (North)
16/10/2019,11,1814,1338,1156,2063,1368,1302,126,1,792,367,22,127,-1,399,982,1397,-1,476,495,480,716,1995,550,1660,917,719,133,1110,333,574,248,undefined,-1,188,902,474,136,undefined,507,636,689,578,207,982,236,1293,278,143,337,158,750,373,undefined,500,755,1197,569,-1,1036,1007,46
16/10/2019,12,3093,2373,1942,2889,1522,1863,229,-1,1506,545,67,297,-1,607,1753,2066,-1,552,1052,925,1345,2933,997,2380,1474,1070,216,1458,525,1011,325,undefined,-1,298,2018,1063,348,undefined,1337,1038,861,657,245,1919,311,1907,394,196,429,298,1137,423,undefined,892,1699,1716,797,-1,1538,1570,49
16/10/2019,13,3263,2741,2308,3122,1726,2148,224,-1,1340,509,95,343,-1,679,1804,2273,-1,566,860,876,1409,3261,1078,2337,1629,1117,249,1412,589,1137,398,undefined,-1,353,2128,962,342,undefined,1225,1130,874,328,242,2058,352,2201,398,233,433,305,1166,509,undefined,864,1425,1706,659,-1,1445,1670,26
16/10/2019,14,2726,1985,1880,2654,1584,1955,207,-1,965,346,52,210,-1,577,1580,1714,-1,489,665,585,980,2742,612,1986,1537,746,179,1186,568,791,290,undefined,-1,232,1392,730,181,undefined,640,691,861,208,152,1631,219,1892,264,195,337,190,896,365,undefined,619,895,1221,689,-1,1447,1480,29
16/10/2019,15,2611,1808,1796,2699,1959,2348,219,-1,1428,298,37,178,-1,832,1634,1398,-1,640,699,664,884,2934,589,2675,1801,743,184,1520,555,808,242,undefined,-1,216,1447,679,143,undefined,548,630,752,201,207,1591,187,1649,317,190,348,160,739,398,undefined,555,1129,1391,503,-1,1381,1502,175
16/10/2019,16,2390,1899,1602,2723,2092,3222,162,-1,2906,513,27,122,-1,974,1478,1325,-1,1154,629,496,808,3032,801,3941,1726,639,213,1584,413,777,237,undefined,-1,234,1551,601,172,undefined,491,971,602,430,143,1453,266,1436,338,167,297,183,711,434,undefined,661,2145,1804,289,-1,1389,1726,247
16/10/2019,17,3136,2025,2248,3096,2848,4897,420,-1,4509,856,72,357,-1,1751,2231,1458,-1,1583,928,800,1200,4244,1273,5275,2682,959,299,2373,604,878,349,undefined,-1,325,2395,810,231,undefined,728,595,839,628,274,1979,364,2063,632,217,502,239,892,652,undefined,837,3079,2553,560,-1,1544,2183,258
16/10/2019,18,2594,1664,2273,2437,2328,2796,327,-1,1818,452,58,263,-1,984,1869,1030,-1,755,940,925,1117,3224,681,2926,2036,990,277,1682,574,995,375,undefined,-1,202,1789,535,240,undefined,412,703,702,548,247,1771,230,1607,707,351,536,229,759,443,undefined,734,995,1425,387,-1,1316,2000,281
16/10/2019,19,1507,672,2246,1770,1362,1547,130,-1,639,148,77,242,-1,514,1471,554,-1,280,931,854,988,2479,354,1439,1218,1016,208,1049,270,835,319,undefined,-1,141,1300,292,202,undefined,231,536,332,351,168,1208,138,1300,583,356,400,262,505,303,undefined,552,315,714,168,-1,1104,1636,286
16/10/2019,20,791,380,1692,1224,951,1106,58,-1,292,115,47,192,-1,332,1039,354,-1,145,721,574,873,1780,278,1072,614,876,224,575,137,695,311,undefined,-1,63,830,240,221,undefined,127,199,273,234,96,896,120,786,535,278,398,185,373,240,undefined,454,215,500,23,-1,781,1347,264
16/10/2019,21,524,241,1481,1094,1045,1019,54,-1,142,73,58,191,-1,286,907,327,-1,99,528,528,663,1675,313,817,601,678,157,612,113,522,354,undefined,-1,76,727,199,151,undefined,91,147,219,165,108,820,72,626,253,219,365,152,322,143,undefined,234,94,435,26,-1,565,1136,176
16/10/2019,22,404,230,872,720,749,803,29,-1,119,71,44,122,-1,328,507,272,-1,70,315,444,549,1302,191,609,747,401,96,414,79,495,219,undefined,-1,83,519,116,97,undefined,116,344,126,108,73,802,64,480,149,175,243,102,176,105,undefined,160,86,299,8,-1,398,965,175
16/10/2019,23,137,116,486,361,407,506,15,-1,51,14,6,25,-1,151,208,81,-1,42,188,144,308,763,133,369,434,191,50,148,36,315,85,undefined,-1,70,246,43,26,undefined,47,50,66,62,28,324,38,235,86,89,54,54,109,49,undefined,103,39,161,6,-1,224,522,122
17/10/2019,0,45,33,233,129,162,203,10,-1,21,11,3,22,-1,55,102,30,-1,11,109,57,206,219,93,134,104,130,13,53,8,176,39,undefined,-1,8,116,23,19,undefined,33,21,39,23,10,110,15,101,18,39,26,25,36,36,undefined,31,12,101,3,-1,80,282,107
17/10/2019,1,42,20,109,52,74,65,2,-1,12,3,2,4,-1,24,52,29,-1,5,67,41,103,151,39,54,105,78,12,44,16,125,20,undefined,-1,8,26,6,3,undefined,12,11,38,15,15,42,7,56,18,31,16,16,25,29,undefined,12,8,113,1,-1,32,153,48
17/10/2019,2,36,9,62,37,32,48,4,-1,5,7,5,9,-1,12,33,10,-1,1,41,23,114,98,5,35,49,63,11,23,2,56,16,undefined,-1,3,21,2,3,undefined,6,3,15,8,4,15,-1,49,17,25,1,8,18,14,undefined,6,6,42,-1,-1,32,94,21
17/10/2019,3,13,11,40,27,32,20,1,-1,1,3,2,-1,-1,7,6,10,-1,2,23,7,52,84,12,16,29,39,3,38,1,51,6,undefined,-1,6,6,4,7,undefined,9,7,5,-1,1,21,2,34,4,12,4,12,10,6,undefined,4,2,16,1,-1,10,82,20
17/10/2019,4,20,11,39,31,56,55,9,-1,5,-1,2,1,-1,30,17,2,-1,1,5,4,45,51,1,27,25,34,3,62,4,27,8,undefined,-1,9,16,5,5,undefined,17,6,4,-1,2,12,-1,27,11,20,7,10,12,2,undefined,10,2,20,1,-1,15,67,17
17/10/2019,5,20,19,77,78,120,243,16,-1,95,43,2,13,-1,83,25,75,-1,35,6,12,34,177,50,350,100,58,12,97,35,60,15,undefined,-1,44,115,27,4,undefined,22,23,19,11,4,30,2,65,17,15,3,6,10,9,undefined,17,58,130,-1,-1,31,91,9
17/10/2019,6,126,89,192,197,405,1092,93,-1,580,100,7,58,-1,241,100,194,-1,162,53,28,73,746,242,1016,377,141,34,419,95,73,32,undefined,-1,65,708,77,9,undefined,145,96,37,34,24,154,13,224,54,46,15,42,71,55,undefined,102,405,401,19,-1,101,341,64
17/10/2019,7,367,303,323,612,1077,2040,316,-1,2247,367,29,159,-1,636,326,528,-1,757,103,112,159,1544,713,2474,874,275,90,949,268,176,114,undefined,-1,140,1007,235,43,undefined,396,404,124,89,46,482,52,559,160,92,102,74,219,92,undefined,194,1473,1206,90,-1,316,714,45
17/10/2019,8,902,655,757,1160,2119,4313,481,-1,4516,684,47,341,-1,1400,657,953,-1,1662,158,246,349,3035,1500,4561,1915,682,237,2024,338,348,152,undefined,-1,253,2001,728,105,undefined,938,966,445,524,155,992,201,1128,364,118,183,140,803,315,undefined,395,3472,2569,413,-1,927,1332,21
17/10/2019,9,926,645,609,1054,1250,2141,257,-1,2699,469,13,163,-1,689,668,951,-1,975,148,206,360,1889,943,2785,1110,687,211,1137,328,314,137,undefined,-1,224,997,540,113,undefined,887,664,487,593,169,698,205,971,298,162,226,164,562,340,undefined,411,2029,1689,383,-1,838,1188,65
17/10/2019,10,1246,1063,987,1493,1000,1214,145,-1,893,299,22,174,-1,397,923,1040,-1,531,360,313,487,1759,525,1767,807,815,174,944,240,419,196,undefined,-1,166,886,510,136,undefined,561,588,576,412,203,783,156,898,411,293,251,158,458,346,undefined,308,714,1042,502,-1,1010,934,81
17/10/2019,11,1719,1438,1196,1867,1323,1329,92,-1,820,267,40,204,-1,439,920,1361,-1,466,528,539,662,2082,559,1758,930,1080,271,1190,320,588,219,undefined,-1,189,813,466,150,undefined,544,713,657,263,175,994,164,1098,453,298,329,230,718,276,undefined,462,545,1147,468,-1,1103,1128,93
17/10/2019,12,2888,2383,1895,2834,1615,1945,254,-1,1488,415,53,277,-1,481,1486,2135,-1,584,895,767,1253,2759,839,2445,1242,1477,342,1358,401,1144,351,undefined,-1,280,1626,995,276,undefined,1300,1286,861,306,242,1665,324,1603,547,344,402,285,969,392,undefined,743,1198,1686,497,-1,1508,1575,314
17/10/2019,13,2846,2512,1749,2772,1599,1667,90,-1,1264,407,15,103,-1,527,1413,1994,-1,517,810,751,1209,2778,808,2229,1181,1221,248,1375,312,993,322,undefined,-1,261,1318,804,287,undefined,1128,972,837,575,284,1592,369,1497,432,261,361,233,950,456,undefined,747,803,1503,356,-1,1380,1451,261
17/10/2019,14,2621,2035,1702,2565,1589,1685,153,-1,951,305,40,206,-1,545,1557,1766,-1,483,725,553,943,2633,577,2050,1373,1044,222,1339,342,767,222,undefined,-1,194,1254,739,199,undefined,650,628,772,587,243,1400,192,1609,445,255,357,181,930,338,undefined,564,568,1314,624,-1,1346,1365,303
17/10/2019,15,2658,1867,1849,2582,1756,2210,153,-1,1480,290,25,144,-1,691,1593,1413,-1,605,740,653,955,2959,701,2660,1640,781,218,1277,396,730,260,undefined,-1,213,1180,537,180,undefined,494,708,747,311,192,1366,176,1709,378,200,307,206,711,383,undefined,539,610,1408,476,-1,1310,1576,258
17/10/2019,16,2648,1884,1922,2690,2263,3233,234,-1,3053,377,28,204,-1,1050,1643,1369,-1,1088,653,545,951,3038,841,3737,2062,731,195,1697,458,735,270,undefined,-1,242,1519,620,193,undefined,579,688,763,368,240,1540,246,1723,288,163,389,206,769,364,undefined,653,1245,1968,502,-1,1349,2017,227
17/10/2019,17,3228,2160,2308,3113,3081,4894,432,-1,4266,750,58,240,-1,1734,2152,1538,-1,1597,990,768,1212,4211,1247,5190,2581,783,276,2466,641,969,346,undefined,-1,322,2284,828,275,undefined,714,663,901,486,249,1908,280,2073,344,147,469,224,863,576,undefined,901,1865,2606,487,-1,1523,2376,281
17/10/2019,18,2785,1681,2476,2731,2536,2793,312,-1,1798,345,86,268,-1,1004,2130,1123,-1,769,1064,1044,1186,3475,733,2878,2050,771,229,2023,684,1070,444,undefined,-1,231,1589,496,265,undefined,469,597,605,411,173,1757,233,1767,277,164,586,216,630,420,undefined,661,917,1528,446,-1,1331,2070,283
17/10/2019,19,2073,978,1923,1805,1603,1527,142,-1,679,198,44,218,-1,476,1502,567,-1,288,959,1156,1130,2472,341,1475,704,631,202,1452,385,935,379,undefined,-1,105,1141,280,228,undefined,253,494,328,308,130,1170,186,1180,280,157,480,186,533,279,undefined,501,277,848,149,-1,983,1694,249
17/10/2019,20,1442,655,1890,1490,1212,1309,70,-1,314,116,54,181,-1,437,1355,329,-1,155,885,871,952,2072,389,1073,798,587,150,641,217,897,400,undefined,-1,86,765,216,189,undefined,126,287,323,286,106,1006,116,978,186,108,423,133,484,224,undefined,457,131,566,10,-1,860,1533,247
17/10/2019,21,865,373,1705,1224,1286,1082,49,-1,160,68,25,163,-1,290,1032,414,-1,98,622,683,816,1858,400,1004,573,440,113,940,158,828,382,undefined,-1,70,687,201,165,undefined,103,152,270,260,49,985,94,825,123,122,334,127,447,243,undefined,335,116,494,5,-1,554,1401,172
17/10/2019,22,373,197,1186,719,1058,876,21,-1,115,45,24,134,-1,273,536,228,-1,92,447,619,712,1365,290,712,412,281,82,954,85,615,250,undefined,-1,64,568,162,89,undefined,89,352,126,106,54,555,64,466,94,109,232,56,224,119,undefined,156,116,340,10,-1,370,879,142
17/10/2019,23,201,120,611,405,503,562,26,-1,56,19,14,74,-1,240,292,93,-1,29,245,571,437,821,190,414,225,188,50,241,54,405,144,undefined,-1,25,278,151,34,undefined,52,47,67,76,21,242,50,268,63,105,49,41,119,63,undefined,107,56,175,2,-1,217,549,124
18/10/2019,0,70,61,277,146,185,220,14,-1,21,17,6,18,-1,84,103,81,-1,14,165,270,322,337,122,180,123,137,22,89,19,251,43,undefined,-1,10,102,84,19,undefined,34,20,41,18,10,78,24,189,29,77,20,20,83,41,undefined,56,17,81,1,-1,82,301,73
18/10/2019,1,68,35,172,83,89,90,7,-1,7,2,-1,8,-1,27,77,50,-1,10,170,124,261,190,81,70,95,94,14,39,10,240,21,undefined,-1,12,76,96,7,undefined,23,12,24,13,4,110,3,95,10,75,10,29,66,24,undefined,27,8,77,3,-1,51,196,58
18/10/2019,2,48,33,113,46,64,62,2,-1,9,4,2,5,-1,23,43,27,-1,8,66,59,180,160,23,46,46,88,11,32,4,127,13,undefined,-1,4,22,16,3,undefined,6,9,10,7,5,34,7,76,21,56,5,12,34,14,undefined,14,5,37,1,-1,37,105,60
18/10/2019,3,49,19,115,60,66,47,1,-1,6,3,-1,1,-1,22,35,26,-1,6,27,43,124,87,20,33,43,60,8,51,4,72,4,undefined,-1,4,19,30,3,undefined,4,11,8,1,1,22,3,75,10,34,1,12,20,12,undefined,6,4,26,-1,-1,18,119,30
18/10/2019,4,27,15,79,56,84,74,2,-1,10,2,2,5,-1,41,34,101,-1,6,44,21,142,95,9,47,69,41,15,83,9,50,4,undefined,-1,2,28,6,6,undefined,2,5,-1,1,1,33,3,42,12,29,1,3,10,1,undefined,6,5,24,-1,-1,11,50,13
18/10/2019,5,39,14,71,80,127,257,25,-1,91,31,3,11,-1,101,18,91,-1,40,9,17,68,210,56,300,145,60,26,110,35,62,40,undefined,-1,47,150,27,16,undefined,11,18,15,12,5,49,4,87,19,14,16,11,18,6,undefined,15,59,120,-1,-1,24,116,13
18/10/2019,6,99,70,205,201,396,1125,110,-1,511,101,22,78,-1,284,84,242,-1,198,36,40,75,734,280,993,436,164,42,441,113,59,38,undefined,-1,68,670,79,17,undefined,140,79,42,13,8,160,12,213,63,57,24,49,50,45,undefined,94,355,413,27,-1,96,369,31
18/10/2019,7,318,249,315,533,1110,1823,307,-1,2108,308,50,218,-1,688,296,539,-1,715,73,115,247,1524,779,2267,1470,316,96,1089,276,183,69,undefined,-1,101,986,251,41,undefined,406,302,128,129,53,449,55,581,134,103,87,88,243,91,undefined,166,1315,1193,96,-1,310,730,39
18/10/2019,8,1039,615,789,1137,2298,3974,585,-1,3872,596,105,378,-1,1395,687,943,-1,1513,141,241,441,2926,1503,4275,2340,717,185,2505,592,364,159,undefined,-1,281,1913,695,137,undefined,870,852,405,442,183,943,168,1060,291,175,198,153,701,334,undefined,410,2696,2348,399,-1,904,1237,103
18/10/2019,9,1238,730,816,1274,1433,2334,326,-1,2313,515,54,251,-1,771,660,980,-1,985,195,226,341,2174,1048,2848,1642,727,245,1384,312,357,186,undefined,-1,230,1242,579,117,undefined,862,666,489,608,190,844,202,1029,311,246,222,167,544,358,undefined,416,1746,1733,321,-1,873,1151,142
18/10/2019,10,1704,1195,1022,1677,1296,1408,219,-1,823,244,35,175,-1,567,820,1174,-1,485,325,344,535,2084,736,1667,1959,808,277,1015,363,435,218,undefined,-1,248,1050,508,145,undefined,636,643,535,452,171,966,153,1089,473,297,289,180,476,313,undefined,359,678,1079,514,-1,916,1009,177
18/10/2019,11,2352,1798,1431,2157,1693,1627,162,-1,882,274,66,192,-1,590,1214,1659,-1,373,590,633,927,2541,722,1819,1667,1153,230,1386,491,646,271,undefined,-1,199,1360,597,156,undefined,615,669,684,600,197,1224,160,1549,439,387,359,294,665,359,undefined,535,618,1330,434,-1,943,1304,212
18/10/2019,12,3927,3178,2465,3258,2147,2634,335,-1,1697,543,102,390,-1,725,1664,2173,-1,588,1126,1180,1620,3445,1243,2664,2296,1775,361,1555,727,1329,366,undefined,-1,320,2879,1009,381,undefined,1457,1280,846,702,217,2112,274,2230,592,570,421,341,1119,460,undefined,859,1409,1770,660,-1,1559,1784,266
18/10/2019,13,4032,3180,2351,3345,2261,2792,344,-1,1439,518,83,472,-1,743,1871,2247,-1,540,992,1034,1526,3449,1167,2720,2456,1766,318,1626,664,1300,397,undefined,-1,293,2599,1114,367,undefined,1421,1026,965,780,251,2254,366,2401,630,590,486,306,1233,570,undefined,918,1155,1814,550,-1,1410,2004,299
18/10/2019,14,3524,2530,2056,3132,2117,2490,205,1,1073,347,51,242,-1,732,1679,1744,-1,512,878,650,1076,3183,689,2262,2278,1265,280,1490,582,878,333,undefined,-1,238,1980,670,249,undefined,754,697,753,408,188,1806,241,2054,490,352,433,255,833,425,undefined,652,664,1339,458,-1,1286,1696,303
18/10/2019,15,3626,2259,2188,3107,2366,2922,249,6,1369,347,76,208,-1,893,1783,1569,-1,573,821,691,958,3389,732,2744,2504,1155,245,1671,689,971,311,undefined,-1,217,2074,641,223,undefined,422,719,709,172,231,1795,164,2089,502,304,443,210,793,480,undefined,686,832,1489,400,-1,1321,1857,283
18/10/2019,16,3944,2410,2477,3251,3007,3847,324,-1,3119,531,67,338,-1,1312,2002,1658,-1,1006,862,657,1226,4072,877,3854,3165,925,247,2003,656,1078,318,undefined,-1,277,2315,699,225,undefined,554,967,634,381,205,1823,206,2106,434,229,425,191,945,403,undefined,633,1660,2136,412,-1,1304,2175,322
18/10/2019,17,4602,2709,3115,3760,3719,5180,507,1,3683,438,111,535,-1,1707,2640,1769,-1,1410,1330,997,1651,4369,1149,4683,3324,970,298,2297,840,1313,399,undefined,-1,358,3185,966,280,undefined,734,763,704,474,232,2488,212,2794,405,166,591,224,999,634,undefined,898,2358,2614,435,-1,1411,2583,430
18/10/2019,18,4122,2160,3258,3402,3290,3393,403,1,1538,352,125,722,-1,1061,2328,1157,-1,575,1577,1369,1634,3748,605,2930,2591,816,223,2016,815,1465,494,undefined,-1,189,2612,618,298,undefined,421,643,530,414,195,2041,157,2251,299,210,761,192,989,490,undefined,806,2621,1816,269,-1,1219,2599,438
18/10/2019,19,2961,1640,2991,2519,2914,2635,232,-1,628,200,92,672,-1,737,2019,805,-1,283,1579,1885,1533,2913,398,1814,2222,731,190,1881,559,1498,519,undefined,-1,161,2287,433,371,undefined,300,694,286,258,125,1633,119,1828,263,150,743,145,885,271,undefined,658,2189,1157,151,-1,947,2274,366
18/10/2019,20,2412,1204,2639,2169,1980,1969,103,-1,349,90,19,240,-1,709,1894,544,-1,181,1359,1499,1389,2214,289,1238,1498,647,214,794,356,1388,664,undefined,-1,93,1648,391,370,undefined,200,309,254,84,68,1533,87,1397,283,117,708,146,792,178,undefined,616,352,772,10,-1,705,1998,381
18/10/2019,21,1275,622,2557,1587,1847,1764,59,-1,182,131,16,249,-1,479,1348,332,-1,95,1072,967,1076,1822,236,1251,1135,483,150,865,125,1314,479,undefined,-1,64,1111,388,322,undefined,129,182,228,80,45,1225,72,989,193,102,509,100,590,153,undefined,387,3104,907,12,-1,520,1508,254
18/10/2019,22,639,313,1946,1376,1425,1259,45,-1,158,96,12,136,-1,440,956,321,-1,112,750,952,897,1645,207,1027,655,387,103,753,135,1120,483,undefined,-1,75,806,511,193,undefined,133,404,119,84,40,1090,50,694,138,75,415,79,453,139,undefined,318,314,544,16,-1,409,1243,226
18/10/2019,23,372,237,1342,896,747,934,37,-1,85,90,22,104,-1,318,514,220,-1,103,417,558,733,1278,110,563,494,308,64,328,105,890,256,undefined,-1,59,536,425,96,undefined,72,96,93,82,27,671,31,487,74,120,163,93,441,123,undefined,190,84,409,12,-1,304,869,147
19/10/2019,0,244,137,744,572,450,602,24,-1,52,43,6,65,-1,252,275,112,-1,29,294,360,770,774,99,378,376,214,37,176,66,657,165,undefined,-1,40,364,255,54,undefined,45,78,39,29,20,423,13,326,50,95,64,37,296,59,undefined,130,59,235,13,-1,143,583,148
19/10/2019,1,106,125,500,631,286,313,12,-1,21,4,4,15,-1,139,227,88,-1,18,178,184,562,544,58,187,246,154,25,77,49,467,49,undefined,-1,18,164,272,17,undefined,30,28,18,20,14,282,12,244,32,95,22,44,236,40,undefined,98,15,166,8,-1,78,387,75
19/10/2019,2,100,75,350,488,167,246,10,-1,11,5,5,12,-1,121,168,66,-1,14,128,90,435,409,42,117,126,125,11,75,53,284,32,undefined,-1,8,94,238,10,undefined,9,22,16,7,8,217,3,180,21,58,8,21,204,12,undefined,62,13,89,2,-1,47,197,50
19/10/2019,3,62,75,243,279,82,146,3,-1,9,8,2,7,-1,71,78,29,-1,11,66,86,355,289,31,92,111,114,14,65,25,271,24,undefined,-1,12,36,136,9,undefined,4,8,18,11,13,109,5,98,23,52,5,24,177,13,undefined,26,13,80,1,-1,39,245,72
19/10/2019,4,46,40,91,86,89,148,2,-1,7,4,-1,-1,-1,87,64,31,-1,4,29,28,171,270,23,67,45,72,5,33,4,190,16,undefined,-1,9,35,95,4,undefined,9,7,4,3,3,47,3,72,9,33,1,5,51,9,undefined,25,10,34,2,-1,33,172,55
19/10/2019,5,23,28,74,64,81,114,16,-1,21,10,-1,3,-1,62,22,44,-1,9,17,32,110,237,19,86,72,81,21,36,39,127,14,undefined,-1,12,74,27,13,undefined,3,8,9,-1,2,42,1,80,17,36,15,13,22,7,undefined,12,10,48,-1,-1,7,104,18
19/10/2019,6,65,44,98,116,121,320,21,-1,51,9,7,26,-1,98,28,114,-1,25,27,54,99,240,57,301,153,148,30,93,51,108,14,undefined,-1,36,175,34,4,undefined,38,35,17,8,5,90,1,96,85,53,18,21,42,8,undefined,25,29,82,7,-1,34,134,25
19/10/2019,7,137,82,196,225,277,558,75,-1,93,25,6,53,-1,142,86,126,-1,49,51,60,126,429,61,450,293,241,56,149,115,123,50,undefined,-1,42,445,57,24,undefined,68,91,24,28,19,163,14,134,104,111,42,53,80,52,undefined,73,58,184,35,-1,82,251,42
19/10/2019,8,364,206,326,427,454,678,113,-1,129,74,24,104,-1,247,164,310,-1,115,75,93,131,869,152,723,573,510,145,323,210,155,75,undefined,-1,58,483,97,69,undefined,134,316,52,46,25,346,31,287,252,171,105,79,296,49,undefined,132,119,295,58,-1,145,253,50
19/10/2019,9,894,535,536,795,814,832,155,-1,144,90,41,180,-1,350,319,613,-1,133,106,167,245,1357,195,851,977,793,225,570,336,300,143,undefined,-1,66,812,180,76,undefined,144,203,79,114,61,509,45,576,398,278,242,148,343,94,undefined,241,118,490,114,-1,302,494,125
19/10/2019,10,1519,942,824,1435,1194,1220,195,-1,171,69,47,247,-1,472,636,830,-1,166,303,392,384,1756,288,1199,1490,1161,347,863,435,440,243,undefined,-1,92,1033,225,126,undefined,219,234,105,61,53,653,61,877,606,400,370,227,417,109,undefined,424,139,667,169,-1,458,640,191
19/10/2019,11,2220,1606,1331,2245,1607,1497,198,-1,206,125,35,226,-1,526,911,1219,-1,256,648,632,633,2155,252,1091,1805,1602,440,1167,605,611,259,undefined,-1,111,1292,190,213,undefined,172,544,155,63,60,1123,83,1165,673,542,488,301,529,187,undefined,501,144,754,195,-1,502,1183,252
19/10/2019,12,3018,2170,2120,2528,2155,1654,189,-1,181,101,58,309,-1,662,1231,1317,-1,280,967,1115,821,2442,305,1266,2160,1941,492,1744,781,854,329,undefined,-1,121,1536,216,249,undefined,171,729,238,241,85,1380,110,2168,809,724,526,342,694,190,undefined,606,117,838,235,-1,655,1554,356
19/10/2019,13,3358,2327,2370,2876,2326,1717,170,-1,161,105,67,309,-1,624,1484,1471,-1,340,1075,1179,1019,2766,282,1295,2442,1986,443,1815,898,1011,336,undefined,-1,157,1667,218,223,undefined,283,630,274,279,81,1515,133,1748,865,646,608,273,940,180,undefined,692,115,777,269,-1,743,1633,374
19/10/2019,14,3589,2532,2366,2944,2365,2116,170,-1,194,84,32,194,-1,663,1560,1326,-1,262,1003,771,1101,2702,295,1422,2511,1380,493,1819,861,1087,326,undefined,-1,168,1721,237,204,undefined,214,388,183,195,61,1654,102,1724,791,474,570,275,803,198,undefined,624,141,714,234,-1,726,1628,351
19/10/2019,15,3703,2575,2414,2935,2314,1954,193,-1,131,57,58,227,-1,694,1809,1385,-1,248,989,794,1111,2699,322,1327,3052,1220,371,1832,764,1024,334,undefined,-1,173,1702,246,217,undefined,141,506,223,95,83,1734,106,1769,691,362,625,276,718,155,undefined,541,144,798,335,-1,795,1715,337
19/10/2019,16,3620,2534,2513,2971,2492,2062,234,-1,139,66,82,282,-1,830,1931,1295,-1,253,1014,788,1232,2838,361,1429,2814,724,195,1848,770,957,358,undefined,-1,153,1725,243,227,undefined,212,714,207,99,74,1894,98,1676,389,157,600,191,667,166,undefined,547,141,870,275,-1,672,1782,274
19/10/2019,17,3046,2035,2205,2587,2278,1782,130,-1,106,70,41,133,-1,535,1548,1053,-1,171,1041,846,1132,2573,287,1349,2220,629,187,1151,625,1048,372,undefined,-1,128,1490,251,235,undefined,215,402,200,152,73,1430,106,1524,272,146,551,140,803,201,undefined,506,171,832,157,-1,628,1818,277
19/10/2019,18,2930,1440,2541,2385,2492,1835,210,-1,186,107,103,395,-1,640,1742,714,-1,123,1327,1377,1392,2694,265,1278,2054,608,179,1291,619,1121,494,undefined,-1,204,1896,219,380,undefined,214,512,198,162,91,1409,98,1425,265,132,587,153,657,169,undefined,456,175,703,281,-1,719,1919,280
19/10/2019,19,2238,876,2787,2225,2963,1544,309,-1,127,118,92,426,-1,600,1563,480,-1,109,1383,1373,1446,2575,217,916,1010,646,146,1701,871,1080,574,undefined,-1,201,2275,208,419,undefined,125,521,177,167,79,1531,81,1682,188,166,653,183,651,172,undefined,507,117,596,139,-1,667,1960,357
19/10/2019,20,1069,535,2508,1627,2001,1481,132,-1,100,65,89,338,-1,597,1504,438,-1,91,1284,1310,1279,2189,251,822,940,623,150,988,657,1196,704,undefined,-1,142,1931,269,406,undefined,145,210,131,127,50,1408,86,1199,217,149,624,181,648,157,undefined,403,99,601,9,-1,597,1654,269
19/10/2019,21,695,383,2099,1470,2229,1485,138,-1,64,53,65,280,-1,519,1208,393,-1,84,929,1050,1243,2151,238,805,704,487,113,1062,1065,1099,804,undefined,-1,142,1708,325,440,undefined,101,220,136,157,33,1376,51,866,153,144,542,120,610,151,undefined,361,77,464,7,-1,455,1532,222
19/10/2019,22,621,337,1931,1749,2571,1406,412,-1,80,46,33,197,-1,428,932,318,-1,98,722,1102,1230,2026,232,909,757,440,99,963,429,1115,592,undefined,-1,189,1684,384,272,undefined,120,450,118,112,38,992,60,817,125,117,345,117,572,117,undefined,336,83,423,9,-1,424,1341,209
19/10/2019,23,474,319,1476,1607,1082,1129,25,-1,74,48,22,108,-1,431,524,262,-1,49,452,999,1016,1240,171,611,668,329,61,349,140,919,445,undefined,-1,62,834,488,152,undefined,87,119,85,93,25,617,43,542,99,113,114,51,556,108,undefined,233,103,325,5,-1,232,948,225
20/10/2019,0,189,179,904,1014,605,787,59,-1,31,28,23,63,-1,378,340,130,-1,35,326,576,750,770,134,345,417,196,46,155,45,757,247,undefined,-1,49,492,348,45,undefined,45,79,40,24,18,414,37,424,61,104,55,57,402,64,undefined,158,40,334,3,-1,137,484,117
