Date,Hour,Bourke Street Mall (North),Bourke Street Mall (South),Melbourne Central,Town Hall (West),Princes Bridge,Flinders Street Station Underpass,Birrarung Marr,Webb Bridge,Southern Cross Station,Victoria Point,Waterfront City,New Quay,Flagstaff Station,Sandridge Bridge,State Library,Collins St (North),Collins Place (South),Collins Place (North),Chinatown-Swanston St (North),Chinatown-Lt Bourke St (South),Bourke St-Russell St (West),Flinders St-Elizabeth St (East),Spencer St-Collins St (South),Spencer St-Collins St (North),Melbourne Convention Exhibition Centre,QV Market-Elizabeth St (West),QV Market-Peel St,The Arts Centre,St Kilda Rd-Alexandra Gardens,Lonsdale St (South),Lygon St (West),City Square,Flinders St-Spring St (West),Flinders St-Spark La,Southbank,Queen St (West),Lygon St (East),Flinders St-Swanston St (West),Alfred Place,Lonsdale St-Spring St (West),Grattan St-Swanston St (West),Monash Rd-Swanston St (West),Tin Alley-Swanston St (West),Little Collins St-Swanston St (East),Pelham St (South),Melbourne Central-Elizabeth St (East),QVM-Queen St (East),QVM-Therry St (South),Faraday St-Lygon St (West),QVM-Franklin St (North),Elizabeth St-Lonsdale St (South),Lincoln-Swanston (W),Elizabeth St-La Trobe St (East),Lonsdale St - Elizabeth St (North),Bourke St Bridge,Bourke St - Spencer St (North),RMIT Bld 80 - 445 Swanston Street,Flinders La-Swanston St (West) Temporary,RMIT Building 14,380 Elizabeth St,La Trobe St (North)
08/10/2019,4,11,-1,26,24,73,69,11,4,6,2,2,9,-1,39,11,31,-1,2,11,11,41,66,5,26,50,49,6,59,5,34,11,undefined,-1,3,22,7,5,undefined,14,4,3,-1,1,13,2,17,5,-1,8,14,8,4,undefined,4,8,32,-1,-1,13,48,15
08/10/2019,5,28,-1,69,73,125,242,26,34,90,30,3,31,-1,81,28,83,-1,35,21,12,39,170,46,346,111,55,21,103,44,69,11,undefined,-1,46,121,15,8,undefined,10,21,5,5,1,40,2,61,13,-1,2,14,20,5,undefined,23,71,133,2,-1,24,90,13
08/10/2019,6,106,-1,152,190,398,1065,111,116,553,111,15,69,-1,278,121,158,-1,197,44,28,117,626,294,1063,419,156,49,426,105,75,37,undefined,-1,70,739,59,9,undefined,101,107,40,30,18,154,21,216,66,-1,22,50,69,36,undefined,95,412,439,17,-1,97,323,36
08/10/2019,7,327,-1,325,548,988,1943,341,288,2272,380,44,222,-1,686,331,573,-1,762,73,108,182,1539,712,2498,1166,321,97,971,300,159,92,undefined,-1,129,967,261,48,undefined,292,290,147,136,69,500,78,496,162,-1,113,104,191,125,undefined,186,1571,1315,104,-1,342,648,68
08/10/2019,8,949,-1,726,1086,2069,4177,538,505,4351,565,79,320,-1,1485,682,1089,-1,1690,142,238,411,2830,1551,4419,2337,688,211,2088,378,375,165,undefined,-1,273,1909,760,115,undefined,792,831,479,412,150,991,205,1060,298,-1,160,148,604,285,undefined,399,3490,2360,438,-1,860,1344,148
08/10/2019,9,915,-1,696,1111,1364,2258,313,262,2907,524,28,191,-1,646,679,995,-1,967,122,211,379,2011,863,3235,1624,903,259,1240,247,279,154,undefined,-1,216,1133,647,130,undefined,779,610,512,506,142,823,292,1153,454,-1,203,158,455,285,undefined,418,2202,1716,362,-1,817,1591,190
08/10/2019,10,1148,-1,775,1422,1060,1087,59,163,868,293,5,51,-1,309,602,1263,-1,756,256,199,443,1668,448,1897,817,683,202,967,182,383,189,undefined,-1,156,632,464,126,undefined,372,735,437,411,148,715,213,752,284,-1,243,184,349,213,undefined,418,507,1004,207,-1,848,997,215
08/10/2019,11,1701,-1,1234,1804,1431,1109,119,179,945,255,8,70,-1,558,870,1590,-1,751,425,442,691,1905,784,1879,980,936,202,1424,245,600,200,undefined,-1,193,1054,441,142,undefined,494,622,643,597,198,950,233,1099,439,-1,263,221,488,309,undefined,486,636,1128,411,-1,971,1027,217
08/10/2019,12,3149,-1,2395,3152,1962,1886,245,603,1599,505,77,278,-1,594,1950,2388,-1,922,1005,847,1323,3087,1223,2484,1483,1663,270,1828,561,921,318,undefined,-1,271,1976,963,310,undefined,1265,1023,938,746,256,2252,318,1954,656,-1,389,276,914,587,undefined,779,1593,1663,658,-1,1697,1676,306
08/10/2019,13,3368,-1,1969,2950,1841,2119,230,472,1419,427,68,265,-1,768,1648,2360,-1,794,900,892,1234,3040,1090,2443,1944,1655,308,1751,596,955,345,undefined,-1,325,2020,1060,307,undefined,1281,1034,876,747,237,2121,355,2087,562,-1,447,314,984,520,undefined,815,1191,1676,411,-1,1371,1695,342
08/10/2019,14,2573,-1,2007,2616,1776,1778,148,280,901,323,38,212,-1,514,1589,1801,-1,570,681,597,1078,2712,725,2118,1580,1087,266,1635,414,720,317,undefined,-1,203,1329,680,233,undefined,608,614,716,511,227,1612,232,1845,566,-1,397,237,699,397,undefined,551,691,1144,491,-1,1566,1575,319
08/10/2019,15,2539,-1,1773,2551,2061,2194,139,250,1239,367,33,152,-1,663,1518,1562,-1,548,726,519,973,2781,666,2560,1837,795,182,1761,505,693,225,undefined,-1,178,1206,514,166,undefined,451,532,747,486,208,1480,217,1665,381,-1,368,221,638,437,undefined,572,848,1280,422,-1,1331,1520,251
08/10/2019,16,2471,-1,1897,2719,2260,3071,240,331,2872,500,29,146,-1,982,1632,1344,-1,1122,658,479,936,3339,866,3955,1908,686,212,1731,495,780,211,undefined,-1,221,1354,554,155,undefined,570,460,620,465,184,1459,226,1663,329,-1,329,216,679,464,undefined,648,2138,2058,387,-1,1478,1876,298
08/10/2019,17,2940,-1,2468,3034,3103,4973,451,615,4135,805,61,312,-1,1838,2039,1425,-1,1823,894,650,1391,4314,1392,5313,2797,792,299,2745,766,948,305,undefined,-1,353,2211,821,240,undefined,622,620,823,375,304,1876,282,2191,366,-1,388,222,954,605,undefined,852,2305,2672,621,-1,1569,2496,323
08/10/2019,18,2916,-1,2253,2383,2421,3047,374,381,1983,402,77,282,-1,1030,1870,990,-1,821,1008,1204,1383,3535,758,3055,2409,983,263,1890,758,1029,359,undefined,-1,232,1670,490,233,undefined,393,428,672,282,243,1488,218,1816,321,-1,423,226,687,412,undefined,602,755,1457,367,-1,1418,2055,364
08/10/2019,19,1593,-1,2123,1656,1977,1756,211,189,616,182,78,227,-1,537,1515,562,-1,280,947,951,1158,2589,380,1526,1226,655,234,1506,450,893,347,undefined,-1,115,1136,299,211,undefined,190,210,330,132,125,1098,125,1471,260,-1,469,205,585,273,undefined,484,292,720,137,-1,1030,1686,307
08/10/2019,20,752,-1,1819,1264,852,1059,55,83,215,115,10,87,-1,329,1068,390,-1,157,646,585,867,1826,246,992,543,475,165,622,121,771,275,undefined,-1,91,908,171,180,undefined,119,211,281,200,95,745,134,783,176,-1,321,122,384,211,undefined,370,159,556,24,-1,754,1390,289
08/10/2019,21,460,-1,1242,730,703,830,46,61,122,53,3,97,-1,191,666,261,-1,90,455,526,654,1468,210,770,513,387,109,481,76,657,243,undefined,-1,54,661,166,117,undefined,85,109,168,136,87,594,84,524,138,-1,218,107,305,129,undefined,238,121,404,15,-1,515,1080,246
08/10/2019,22,248,-1,820,506,1602,679,16,44,93,35,7,50,-1,186,438,146,-1,65,280,283,563,1090,122,565,412,233,71,938,139,482,193,undefined,-1,94,549,86,47,undefined,69,57,136,94,72,520,83,310,103,-1,135,109,172,103,undefined,138,68,263,9,-1,380,771,160
08/10/2019,23,109,-1,435,199,257,374,9,17,39,6,3,24,-1,133,173,69,-1,31,130,200,336,622,64,266,408,199,62,154,24,375,98,undefined,-1,13,215,47,31,undefined,45,39,83,59,21,205,38,209,56,-1,50,35,62,52,undefined,99,29,148,5,-1,216,619,148
09/10/2019,0,56,-1,188,85,97,119,4,7,12,7,-1,8,-1,32,46,23,-1,27,76,51,139,168,38,109,57,103,15,64,16,178,41,undefined,-1,2,74,12,12,undefined,15,10,19,8,4,69,10,67,21,-1,20,49,16,27,undefined,33,18,69,-1,-1,67,222,54
09/10/2019,1,27,-1,96,43,36,49,5,7,10,3,2,7,-1,18,26,18,-1,8,30,22,93,71,38,41,74,82,8,23,9,106,24,undefined,-1,6,44,14,7,undefined,6,13,22,6,5,23,-1,40,7,-1,5,8,22,14,undefined,32,7,40,1,-1,40,127,50
09/10/2019,2,22,-1,61,26,32,45,-1,2,9,2,9,3,-1,13,17,12,-1,6,13,26,69,101,14,45,50,50,4,16,9,67,11,undefined,-1,4,21,3,4,undefined,-1,4,4,1,2,17,-1,37,1,-1,2,12,16,4,undefined,10,4,41,1,-1,30,112,46
09/10/2019,3,26,-1,43,15,41,32,-1,7,2,-1,3,2,-1,10,18,3,-1,3,25,11,39,72,7,29,43,44,1,41,1,49,4,undefined,-1,2,17,8,4,undefined,2,3,6,1,1,10,-1,40,5,-1,1,6,14,3,undefined,4,2,15,2,-1,23,73,27
09/10/2019,4,11,-1,34,30,53,54,4,4,5,2,-1,2,-1,29,10,7,-1,3,21,4,38,66,5,24,55,27,7,43,4,24,7,undefined,-1,6,16,5,6,undefined,4,5,4,1,1,24,2,19,9,-1,5,4,2,4,undefined,13,3,20,-1,-1,20,60,27
09/10/2019,5,16,-1,73,82,128,235,23,37,106,31,1,14,-1,102,21,46,-1,33,9,12,52,166,58,326,161,30,9,79,47,39,20,undefined,-1,34,139,23,9,undefined,15,25,8,6,2,39,4,73,22,-1,6,4,20,6,undefined,24,64,139,1,-1,23,121,24
09/10/2019,6,107,-1,152,202,407,1012,132,109,555,97,18,55,-1,257,94,204,-1,196,28,30,95,704,291,1118,478,125,32,365,124,70,32,undefined,-1,62,672,83,8,undefined,123,96,50,33,30,194,28,208,43,-1,15,50,63,45,undefined,96,326,459,13,-1,88,331,37
09/10/2019,7,337,-1,325,552,896,1775,290,320,2123,363,16,124,-1,602,271,467,-1,692,82,92,149,1469,721,2456,984,213,93,832,206,168,81,undefined,-1,130,946,244,37,undefined,323,282,111,108,59,424,67,416,146,-1,85,71,211,92,undefined,177,1120,1234,49,-1,268,626,43
09/10/2019,8,873,-1,679,1031,1810,3886,529,496,4172,640,40,318,-1,1283,733,919,-1,1594,210,199,377,2937,1421,4527,2289,567,231,1732,306,340,171,undefined,-1,242,1905,764,103,undefined,888,795,418,401,121,923,186,1004,294,-1,152,143,665,253,undefined,386,2658,2322,291,-1,827,1178,107
09/10/2019,9,957,-1,684,1248,1344,2378,236,289,2788,503,21,221,-1,713,759,939,-1,896,154,163,375,2230,928,2996,1696,552,131,1265,234,367,168,undefined,-1,277,1193,587,116,undefined,902,723,574,675,248,842,278,885,236,-1,228,209,517,276,undefined,408,1836,1799,315,-1,834,996,188
09/10/2019,10,1299,-1,928,1419,1504,1264,117,183,960,343,8,115,-1,446,776,1179,-1,553,301,329,480,1733,559,1835,1132,630,160,1303,271,428,215,undefined,-1,173,835,467,175,undefined,486,645,521,521,155,812,206,949,320,-1,237,169,448,283,undefined,417,655,1173,490,-1,987,900,185
09/10/2019,11,1998,-1,1244,1991,1711,1219,148,192,703,290,21,139,-1,475,957,1391,-1,458,528,569,722,1986,620,1938,1108,792,172,1633,442,552,232,undefined,-1,155,978,492,158,undefined,561,621,721,541,174,1113,216,1178,306,-1,280,189,609,353,undefined,502,638,1135,517,-1,1042,1074,244
09/10/2019,12,3181,-1,2220,2980,2245,1926,360,668,1599,488,100,369,-1,598,1725,2075,-1,553,1111,1043,1401,2924,1131,2596,1713,1181,272,2167,694,1143,333,undefined,-1,288,2077,1136,327,undefined,1266,1197,929,847,233,2010,323,1872,449,-1,456,272,1036,481,undefined,704,1284,1708,670,-1,1655,1675,354
09/10/2019,13,3359,-1,2294,3355,2260,2268,253,806,1274,462,128,358,-1,726,1869,2189,-1,549,926,961,1347,3321,991,2551,2343,1009,230,1902,680,979,313,undefined,-1,366,2320,998,341,undefined,1141,1185,960,831,216,2325,332,2373,360,-1,423,260,1186,475,undefined,887,998,1665,548,-1,1494,1638,364
09/10/2019,14,2828,-1,2218,2829,2112,1786,224,292,888,284,59,211,-1,602,1649,1737,-1,462,756,646,1090,2742,714,2118,1845,758,182,1834,468,822,258,undefined,-1,248,1227,739,184,undefined,613,603,795,700,216,1744,227,1754,307,-1,421,230,731,418,undefined,613,619,1236,653,-1,1627,1328,304
09/10/2019,15,2686,-1,2169,2746,2079,2195,203,329,1344,316,47,220,-1,793,1899,1578,-1,587,760,650,1013,3203,702,2727,2354,717,168,1989,611,837,237,undefined,-1,246,1384,568,195,undefined,509,552,806,371,252,1776,221,1820,306,-1,360,229,640,432,undefined,645,639,1419,512,-1,1399,1532,294
09/10/2019,16,3039,-1,2565,3280,2452,3164,281,453,2855,567,83,355,-1,1112,2619,1385,-1,990,758,613,1357,3860,944,3969,2630,754,260,2235,705,1042,325,undefined,-1,225,1751,661,211,undefined,526,787,883,285,261,1978,245,2030,417,-1,378,210,798,654,undefined,657,1353,2072,644,-1,1937,1940,324
09/10/2019,17,3472,-1,2688,3454,3448,5143,560,659,4277,632,118,440,-1,1934,2547,1599,-1,1622,946,947,1584,4352,1283,5255,3217,1161,352,3064,998,1107,393,undefined,-1,452,2431,913,260,undefined,665,754,925,415,302,2232,295,2466,691,-1,436,290,1015,671,undefined,836,1728,2574,645,-1,1747,2436,433
09/10/2019,18,3149,-1,3399,3217,2589,3145,407,432,1935,363,85,387,-1,1184,2295,1129,-1,771,1072,1171,1518,3756,738,3007,2080,1409,315,2043,875,1120,484,undefined,-1,232,1721,629,280,undefined,454,586,644,227,198,2265,198,2459,773,-1,509,289,784,493,undefined,681,782,1544,498,-1,1457,2269,466
09/10/2019,19,1896,-1,2378,1934,1578,1838,142,207,761,162,57,281,-1,672,1515,626,-1,267,970,955,1086,2669,473,1553,932,1223,327,1095,385,1014,388,undefined,-1,119,1260,362,264,undefined,183,402,362,149,174,1384,114,1524,739,-1,459,324,613,234,undefined,478,425,781,203,-1,1016,1898,366
09/10/2019,20,848,-1,2021,1257,1189,1291,79,97,270,98,95,330,-1,397,1359,402,-1,152,747,713,855,2139,256,1130,671,1155,261,785,236,788,441,undefined,-1,86,875,310,217,undefined,155,250,352,144,118,998,125,946,486,-1,398,231,436,224,undefined,334,194,504,45,-1,926,1665,365
09/10/2019,21,598,-1,1475,960,1093,995,44,131,146,89,26,120,-1,312,993,321,-1,74,593,607,713,1679,298,838,431,748,177,643,116,652,380,undefined,-1,63,621,213,158,undefined,101,150,226,95,87,802,78,740,359,-1,320,159,391,174,undefined,305,86,455,22,-1,707,1225,257
09/10/2019,22,383,-1,1033,674,680,769,41,28,121,49,11,64,-1,270,472,350,-1,78,367,435,601,1266,188,667,375,448,104,346,86,561,202,undefined,-1,56,409,165,98,undefined,104,367,135,76,63,692,58,424,158,-1,158,76,226,101,undefined,167,98,286,13,-1,408,941,233
09/10/2019,23,130,-1,475,198,301,467,14,30,45,27,14,79,-1,203,218,83,-1,43,137,153,349,622,79,358,246,228,54,118,31,387,117,undefined,-1,32,193,79,28,undefined,28,39,99,58,34,256,28,259,69,59,84,47,113,51,undefined,82,57,204,16,-1,240,616,115
10/10/2019,0,64,-1,236,148,154,157,6,22,22,9,6,15,-1,79,85,34,-1,15,82,80,237,230,43,125,141,129,24,50,36,234,41,undefined,-1,30,96,28,8,undefined,21,24,81,35,28,101,10,118,21,79,31,22,44,40,undefined,43,20,121,6,-1,91,301,107
10/10/2019,1,37,-1,157,63,41,73,2,5,3,14,4,14,-1,18,41,22,-1,13,45,40,123,124,20,60,90,98,17,23,13,151,29,undefined,-1,6,30,11,13,undefined,2,6,28,19,14,34,1,81,15,59,11,22,43,25,undefined,33,24,59,6,-1,45,186,47
10/10/2019,2,29,-1,81,44,35,43,3,5,4,3,-1,7,-1,5,21,27,-1,8,19,35,96,87,5,38,57,65,12,19,2,80,9,undefined,-1,5,15,10,7,undefined,1,3,7,3,1,17,-1,44,17,60,3,8,15,7,undefined,17,10,58,2,-1,22,94,33
10/10/2019,3,7,-1,41,35,38,36,1,3,3,5,2,4,-1,7,20,18,-1,-1,28,10,51,71,5,21,33,48,4,27,8,37,6,undefined,-1,7,12,2,7,undefined,6,1,6,2,-1,25,4,58,12,40,5,6,11,4,undefined,6,1,13,3,-1,16,71,20
10/10/2019,4,10,-1,32,34,54,70,7,2,4,-1,-1,2,-1,49,16,10,-1,6,5,14,36,63,3,24,36,41,5,51,6,38,14,undefined,-1,4,18,2,2,undefined,9,7,10,3,2,29,-1,29,5,41,3,3,5,5,undefined,13,9,16,-1,-1,14,46,27
10/10/2019,5,20,-1,74,83,113,225,34,36,88,25,2,12,-1,88,27,31,-1,38,13,11,62,158,44,291,120,58,18,96,30,43,17,undefined,-1,27,108,34,10,undefined,32,19,17,8,4,36,2,69,21,14,8,10,23,4,undefined,23,57,115,1,-1,29,104,14
10/10/2019,6,113,-1,189,185,383,1031,123,93,546,91,9,50,-1,245,91,164,-1,198,39,36,75,687,265,1100,395,130,33,307,124,60,38,undefined,-1,45,667,90,11,undefined,104,110,42,27,20,191,16,196,53,42,29,33,76,44,undefined,81,266,398,14,-1,102,318,52
10/10/2019,7,394,-1,314,538,1048,1876,347,298,2219,406,26,147,-1,587,347,444,-1,694,68,103,173,1386,721,2546,1068,284,131,882,293,167,82,undefined,-1,122,1021,290,63,undefined,367,295,128,121,43,436,50,445,159,69,96,64,200,108,undefined,164,1062,1211,90,-1,320,648,76
10/10/2019,8,913,-1,702,1067,1912,3904,646,505,4600,620,34,266,-1,1272,651,1121,-1,1653,151,229,344,2678,1939,4829,1886,666,211,1771,508,361,146,undefined,-1,265,1981,817,105,undefined,827,796,439,495,127,1006,197,1085,311,148,175,140,675,333,undefined,414,2677,2486,360,-1,922,1287,137
10/10/2019,9,974,-1,691,1153,1454,2357,266,345,3533,510,30,196,-1,686,631,1450,-1,1038,132,224,368,2329,1876,3563,1307,757,216,1313,270,337,149,undefined,-1,238,1280,664,131,undefined,841,651,526,611,172,811,220,1075,359,190,221,157,529,314,undefined,438,1981,2130,322,-1,924,1153,201
10/10/2019,10,1483,-1,922,1516,1352,1366,174,199,1102,381,34,144,-1,567,796,1097,-1,562,308,346,572,1856,655,2034,1257,885,209,1219,373,405,231,undefined,-1,196,1035,537,107,undefined,570,621,548,572,152,902,186,1073,338,257,259,175,473,267,undefined,404,812,1300,396,-1,955,997,205
10/10/2019,11,1887,-1,1312,2032,1812,1421,214,265,832,304,47,198,-1,462,998,1431,-1,517,478,486,766,2259,605,1811,1349,1093,282,1493,477,546,212,undefined,-1,172,1144,537,170,undefined,547,680,712,463,160,1195,237,1372,484,371,324,236,721,323,undefined,564,650,1261,449,-1,1088,1206,289
10/10/2019,12,3037,-1,2034,3039,2154,2189,333,708,1575,529,108,410,-1,673,1619,2238,-1,618,894,942,1389,2910,996,2480,2039,1680,340,1847,578,1067,305,undefined,-1,268,2203,1007,334,undefined,1328,963,946,502,151,1997,331,2054,673,535,459,328,996,488,undefined,765,1301,1929,515,-1,1558,1627,290
10/10/2019,13,3168,-1,2155,3118,2294,2343,411,605,1313,390,108,393,-1,750,1807,2150,-1,609,1011,945,1510,3127,981,2423,2327,1653,318,1869,685,1106,348,undefined,-1,281,2191,933,370,undefined,1291,924,1003,375,140,2085,394,2188,690,450,498,319,1074,508,undefined,851,1345,1785,541,-1,1574,1851,375
10/10/2019,14,2563,-1,1909,2748,2100,1989,215,289,945,194,61,235,-1,552,1642,1706,-1,488,730,685,1033,2848,625,2097,1922,1136,264,1696,529,780,269,undefined,-1,214,1516,659,225,undefined,658,640,735,294,133,1582,262,1722,544,290,412,230,652,401,undefined,592,711,1376,634,-1,1590,1568,323
10/10/2019,15,2490,363,1950,2834,2126,2267,257,262,1362,308,28,194,-1,715,1750,1471,-1,504,681,656,1048,3003,677,2654,2451,864,249,1708,548,746,274,undefined,-1,211,1247,633,212,undefined,495,595,847,364,153,1591,182,1811,403,214,340,205,703,485,undefined,612,773,1399,409,-1,1355,1646,356
10/10/2019,16,2889,415,2269,3150,2508,3308,333,456,3070,449,49,277,-1,1110,2030,1493,-1,953,826,476,1102,3432,793,3902,2899,739,210,2285,723,852,274,undefined,-1,237,1746,722,166,undefined,645,542,841,261,188,1696,221,2066,323,183,331,209,892,535,undefined,583,1839,2046,563,-1,1649,1969,357
10/10/2019,17,3381,2311,2568,3445,3582,5224,646,647,4172,482,94,442,-1,1831,2393,1642,-1,1552,906,803,1411,4228,1205,5204,3189,932,279,2671,954,1111,432,undefined,-1,334,2500,922,275,undefined,903,730,951,223,175,2358,280,2572,348,169,509,222,992,595,undefined,839,2443,2705,492,-1,1547,2626,341
10/10/2019,18,2980,1824,2359,2967,2619,3132,413,464,1979,300,76,433,-1,1120,2112,1159,-1,699,1122,1145,1377,3643,829,3046,2715,818,222,2058,704,1264,516,undefined,-1,234,1981,633,250,undefined,398,659,696,197,134,1728,191,2041,282,185,714,185,745,461,undefined,656,960,1575,318,-1,1465,2346,450
10/10/2019,19,2327,1278,2224,2098,2051,1850,194,221,663,203,87,352,-1,564,1639,661,-1,285,1017,1130,1238,2785,448,1771,1367,698,174,2046,402,1202,555,undefined,-1,132,1390,418,296,undefined,205,385,378,176,126,1276,160,1491,251,169,578,170,711,274,undefined,448,379,974,115,-1,1004,1875,326
10/10/2019,20,1556,765,1886,1578,1433,1342,100,108,422,156,47,233,-1,457,1440,452,-1,149,834,976,1190,2426,338,1206,1030,605,145,894,231,1017,568,undefined,-1,83,983,375,283,undefined,110,255,348,209,79,997,131,1223,194,150,441,145,589,279,undefined,416,201,572,10,-1,855,1756,331
10/10/2019,21,949,389,1892,1268,1179,1262,44,101,210,80,19,189,-1,360,1034,399,-1,120,739,693,953,1914,302,981,927,461,149,895,152,958,373,undefined,-1,75,841,393,213,undefined,114,153,305,177,70,989,81,966,196,118,384,148,535,191,undefined,333,137,575,15,-1,635,1401,287
10/10/2019,22,431,212,1243,799,1314,1107,54,37,141,40,21,115,-1,357,633,201,-1,89,423,555,741,1481,177,719,651,391,102,1037,159,693,276,undefined,-1,96,615,328,135,undefined,111,316,116,70,50,529,62,525,125,131,281,74,311,122,undefined,236,92,366,7,-1,350,1127,182
10/10/2019,23,162,123,712,429,414,615,22,37,78,32,8,59,-1,253,307,200,-1,51,208,242,518,826,88,378,421,240,51,196,44,430,116,undefined,-1,36,273,273,52,undefined,32,63,66,57,31,280,57,320,71,130,64,32,126,52,undefined,103,54,209,12,-1,241,639,153
11/10/2019,0,70,51,293,179,171,224,6,14,21,10,7,24,-1,76,147,67,-1,26,91,134,287,323,61,195,228,149,25,83,24,307,52,undefined,-1,13,103,185,27,undefined,28,23,37,19,13,150,11,145,36,88,10,27,62,34,undefined,53,16,173,3,-1,112,266,107
11/10/2019,1,76,36,207,88,67,82,5,13,21,8,6,10,-1,29,69,30,-1,9,80,66,163,275,40,90,114,100,20,34,17,175,19,undefined,-1,19,53,99,6,undefined,10,19,37,19,13,54,8,87,17,61,11,11,55,31,undefined,19,14,52,1,-1,62,205,64
11/10/2019,2,40,28,130,68,46,46,-1,2,5,1,-1,3,-1,12,35,29,-1,6,52,156,165,179,37,66,83,66,11,33,11,91,16,undefined,-1,9,35,25,3,undefined,6,5,19,9,4,41,2,61,14,54,6,10,41,16,undefined,20,3,40,-1,-1,33,165,35
11/10/2019,3,43,24,61,52,60,53,4,2,6,3,2,2,-1,14,33,11,-1,4,30,114,144,101,31,12,47,67,4,68,12,117,4,undefined,-1,4,31,13,8,undefined,2,8,9,3,2,19,-1,81,9,28,7,3,9,10,undefined,10,4,6,-1,-1,25,99,23
11/10/2019,4,36,21,81,49,79,91,10,5,6,-1,3,5,-1,32,21,49,-1,1,8,26,77,81,20,30,53,46,5,59,23,28,13,undefined,-1,5,29,12,8,undefined,10,8,3,-1,1,35,1,40,10,42,4,13,-1,5,undefined,6,8,30,-1,-1,26,71,19
11/10/2019,5,26,23,83,87,116,273,28,36,96,31,3,20,-1,87,42,133,-1,35,17,11,67,238,51,345,141,67,14,96,32,55,13,undefined,-1,24,127,29,11,undefined,14,21,21,10,3,54,4,92,17,22,8,7,16,2,undefined,23,67,144,3,-1,38,122,13
11/10/2019,6,115,63,170,218,368,1001,97,111,542,79,19,69,-1,242,96,317,-1,213,42,33,122,635,265,1066,510,142,37,368,92,67,44,undefined,-1,56,663,61,12,undefined,106,85,41,30,22,174,20,236,52,54,15,41,54,34,undefined,87,370,372,13,-1,94,380,36
11/10/2019,7,352,223,325,593,1017,1686,352,307,2017,358,56,218,-1,603,309,624,-1,661,71,112,214,1566,731,2446,1368,353,118,1025,251,181,68,undefined,-1,146,909,217,50,undefined,355,279,158,138,65,555,75,564,161,103,86,82,203,134,undefined,166,1055,1244,83,-1,260,624,54
11/10/2019,8,996,633,715,1200,1929,4086,619,458,4027,621,79,288,-1,1362,714,1217,-1,1545,165,234,346,2961,1487,4397,2877,680,184,1787,437,384,188,undefined,-1,295,1926,646,129,undefined,907,872,428,544,146,1065,203,1062,292,196,191,153,602,299,undefined,268,2694,2331,376,-1,852,1183,169
11/10/2019,9,1107,758,761,1413,1569,2404,330,350,2696,507,60,273,-1,697,794,1244,-1,926,210,194,448,2244,1080,3258,4557,686,221,1405,366,307,152,undefined,-1,320,1427,602,153,undefined,885,624,473,539,180,961,202,1117,380,194,238,148,486,313,undefined,430,2064,1881,345,-1,849,1137,250
11/10/2019,10,1546,1145,971,1500,1595,1452,304,224,972,289,43,232,-1,508,953,1257,-1,514,314,351,550,2019,720,1878,4371,928,277,1471,431,500,225,undefined,-1,229,1208,479,153,undefined,616,682,508,452,192,1009,127,1205,440,311,310,217,448,258,undefined,384,687,1282,523,-1,919,1034,249
11/10/2019,11,2133,1675,1335,2155,2109,1660,461,227,925,275,59,225,-1,509,1145,1634,-1,495,561,586,850,2535,704,2073,3281,1168,288,1959,560,593,239,undefined,-1,245,1502,518,220,undefined,623,640,711,622,232,1285,204,1525,443,477,365,253,727,329,undefined,549,570,1315,493,-1,946,1262,296
11/10/2019,12,3628,3014,2283,3460,2711,2762,525,729,1795,539,107,494,-1,753,2139,2551,-1,706,1121,1195,1593,3275,1307,2998,3875,1749,328,2081,754,1288,451,undefined,-1,345,2584,1139,370,undefined,1495,1164,832,727,250,2560,268,2371,621,598,475,321,1010,477,undefined,807,1229,1941,643,-1,1494,1803,389
11/10/2019,13,4045,3591,2566,3737,2780,3006,632,115,1460,558,138,524,-1,1212,2308,2631,-1,634,1161,979,1469,3549,1284,2948,4135,1919,360,2220,1119,1158,500,undefined,-1,579,2779,1183,378,undefined,1355,1087,1052,856,250,2652,356,2420,642,633,564,319,1178,692,undefined,898,908,2122,666,-1,1464,1999,388
11/10/2019,14,3207,2510,2138,3122,2570,2496,429,-1,1093,325,60,309,-1,751,1815,1824,-1,564,846,661,1054,3098,776,2301,4325,1296,298,2026,776,851,360,undefined,-1,393,1758,750,243,undefined,739,754,666,576,144,1879,214,2034,644,398,503,269,789,400,undefined,596,500,1401,434,-1,1306,1584,395
11/10/2019,15,3522,2634,2461,3236,2750,2871,466,-1,1546,279,55,303,-1,899,1954,1726,-1,556,802,643,1152,3357,815,2737,4167,1233,313,2097,830,938,300,undefined,-1,293,1986,554,243,undefined,497,678,712,578,114,1926,174,2262,538,320,429,253,787,506,undefined,599,565,1481,490,-1,1359,1896,403
11/10/2019,16,3647,2491,2422,3242,3068,3618,471,-1,3045,514,67,429,-1,1262,2232,1518,-1,1037,828,733,1390,3825,1071,3838,4640,1051,310,2260,862,847,294,undefined,-1,339,2084,631,199,undefined,562,629,673,186,166,1833,232,2270,528,242,517,220,826,411,undefined,683,1065,2091,474,-1,1452,2107,445
11/10/2019,17,4136,2757,2999,3611,3935,5075,755,-1,3456,455,96,489,-1,1839,2663,1925,-1,1399,1213,957,1434,4219,1307,4491,5159,902,387,2733,857,1231,439,undefined,-1,341,2926,894,281,undefined,687,804,731,157,125,2356,210,2794,456,196,667,228,1070,565,undefined,795,1140,2664,562,-1,1500,2348,375
