Date,Hour,Bourke Street Mall (North),Bourke Street Mall (South),Melbourne Central,Town Hall (West),Princes Bridge,Flinders Street Station Underpass,Birrarung Marr,Webb Bridge,Southern Cross Station,Victoria Point,Waterfront City,New Quay,Flagstaff Station,Sandridge Bridge,State Library,Australia on Collins,Collins Place (South),Collins Place (North),Chinatown-Swanston St (North),Chinatown-Lt Bourke St (South),Bourke St-Russell St (West),Flinders St-Elizabeth St (East),Spencer St-Collins St (South),Spencer St-Collins St (North),Melbourne Convention Exhibition Centre,QV Market-Elizabeth St (West),QV Market-Peel St,The Arts Centre,St Kilda Rd-Alexandra Gardens,Lonsdale St (South),Lygon St (West),City Square,Flinders St-Spring St (West),Flinders St-Spark La,Southbank,Queen St (West),Lygon St (East),Flinders St-Swanston St (West),Alfred Place,Lonsdale St-Spring St (West),Grattan St-Swanston St (West),Monash Rd-Swanston St (West),Tin Alley-Swanston St (West),Little Collins St-Swanston St (East),Flinders La-Swanston St (West),Pelham St (South),Melbourne Central-Elizabeth St (East),QVM-Queen St (East),QVM-Therry St (South),Faraday St-Lygon St (West),QVM-Franklin St (North),Elizabeth St-Lonsdale St (South)
24/02/2018,20,874,637,2522,1710,2197,1661,433,103,84,48,165,449,-1,533,1560,383,378,105,1404,1143,1219,1510,221,804,640,522,141,790,361,1158,968,undefined,93,139,3552,252,574,-1,124,213,145,51,53,1357,1995,51,1103,-1,128,696,160,541
24/02/2018,21,644,417,2019,1507,2415,1682,224,80,69,58,121,365,-1,568,1145,318,179,71,1303,1016,1017,1513,184,715,526,450,116,1294,396,1110,981,undefined,74,69,3097,258,557,-1,111,183,169,58,57,1048,1927,50,816,-1,125,575,155,542
24/02/2018,22,516,440,2075,1650,3906,1907,1694,83,72,73,95,266,-1,530,871,359,210,91,1137,1072,1114,1392,228,805,455,396,86,3277,1680,1284,803,undefined,113,253,3770,367,473,-1,127,244,109,44,63,1257,2664,15,755,-1,132,447,101,635
24/02/2018,23,430,390,1508,1338,1740,1472,769,83,51,114,43,185,-1,440,586,383,187,83,806,1280,1042,1182,197,650,385,323,55,719,278,1143,572,undefined,168,250,2657,462,224,-1,96,152,67,52,25,853,2026,9,688,-1,114,143,94,628
25/02/2018,0,324,224,928,695,898,1052,136,13,34,45,13,69,-1,439,440,162,113,40,465,671,930,663,119,446,275,276,49,245,121,871,313,undefined,59,64,1215,440,44,-1,37,79,57,14,15,445,1194,8,440,-1,91,89,41,517
25/02/2018,1,230,206,731,626,545,805,61,17,24,10,12,36,-1,277,334,113,49,34,412,358,788,595,134,237,290,215,35,96,52,621,142,undefined,19,29,804,483,24,-1,36,31,79,18,20,450,1027,5,317,-1,69,47,30,384
25/02/2018,2,143,112,529,419,412,580,18,9,31,11,6,48,-1,194,186,90,38,7,269,270,525,460,92,171,94,177,41,88,50,480,109,undefined,17,14,376,310,12,-1,10,28,82,13,14,300,908,-1,209,-1,41,12,25,232
25/02/2018,3,131,149,376,332,325,573,34,8,23,18,5,9,-1,170,95,83,20,30,193,147,489,468,77,134,46,143,5,58,29,436,35,undefined,22,18,320,344,23,-1,26,16,60,7,5,272,644,2,223,-1,40,5,23,236
25/02/2018,4,60,56,140,159,128,344,49,3,20,9,-1,3,-1,115,42,63,14,4,63,76,470,356,35,117,36,131,11,43,30,175,28,undefined,8,7,125,123,10,-1,18,8,71,2,-1,135,319,-1,72,-1,28,6,11,59
25/02/2018,5,23,43,77,147,115,241,13,7,14,5,3,6,-1,120,42,46,22,7,28,71,206,218,44,100,36,54,15,62,24,138,17,undefined,9,11,101,63,4,-1,11,8,50,2,-1,88,305,-1,85,-1,15,9,5,27
25/02/2018,6,55,47,104,139,139,273,30,18,25,6,8,21,-1,118,41,53,24,9,36,35,108,277,38,133,73,62,27,114,44,63,8,undefined,21,17,183,31,5,-1,30,7,43,10,7,99,346,3,106,-1,40,11,94,27
25/02/2018,7,72,72,164,214,190,288,138,48,59,17,23,53,-1,111,66,63,40,22,45,39,107,290,67,344,150,170,27,187,72,147,23,undefined,72,49,329,32,21,-1,23,37,66,18,23,131,338,9,170,-1,78,29,82,50
25/02/2018,8,161,143,285,305,341,540,288,77,80,33,34,131,-1,216,156,170,84,39,107,54,76,533,108,500,322,343,65,340,143,106,56,undefined,34,121,704,61,49,-1,87,51,141,45,49,238,464,26,336,-1,151,68,89,95
25/02/2018,9,540,427,467,611,632,751,310,113,118,46,35,252,-1,266,279,477,139,81,155,129,193,840,217,874,481,679,177,636,247,204,121,undefined,70,60,1088,110,76,-1,118,151,223,74,64,337,846,24,568,-1,296,157,159,216
25/02/2018,10,1065,959,841,1247,1426,1220,468,216,142,49,78,326,-1,411,563,847,202,131,420,328,340,1381,289,1261,878,1138,317,1271,395,395,167,undefined,99,62,1834,97,132,-1,140,202,331,102,92,688,1671,66,1006,-1,542,335,215,322
25/02/2018,11,1670,1612,1431,1937,2237,1607,473,230,94,47,94,405,-1,519,942,954,263,115,690,601,601,1775,314,1111,1128,1472,372,1913,702,630,207,undefined,61,70,2780,156,191,-1,94,217,346,172,131,1035,2363,55,1361,-1,708,423,259,445
25/02/2018,12,2107,2119,2035,2780,3160,1774,632,248,129,60,137,467,-1,595,1403,1227,272,131,1291,1065,1015,1871,299,1207,1287,1771,528,2687,1301,941,305,undefined,94,102,3403,162,275,-1,130,214,382,194,117,1789,3394,73,1683,-1,851,470,305,594
25/02/2018,13,2348,2426,2584,3279,3723,2065,890,239,118,59,68,393,-1,706,1839,1315,217,151,1548,1187,1275,2233,247,1169,1614,1877,512,3254,1458,1190,390,undefined,119,119,3746,197,303,-1,87,237,371,204,123,2108,3926,126,1894,-1,872,592,404,678
25/02/2018,14,2518,2805,2888,3531,3584,2489,1274,248,114,48,99,486,-1,840,2167,1462,303,151,1436,966,1213,2425,260,1171,1615,1900,436,3185,1163,1071,439,undefined,154,170,4085,187,307,-1,83,199,400,227,121,2379,4075,84,2188,-1,928,690,391,590
25/02/2018,15,2558,2736,2789,3498,3577,2521,1102,276,141,55,123,499,-1,909,2052,1349,303,119,1365,729,1152,2552,272,1272,1816,1560,456,2838,1220,933,528,undefined,90,132,4015,158,337,-1,98,196,330,225,111,2208,3967,59,2188,-1,654,580,347,645
25/02/2018,16,2665,2511,2503,3238,3902,2634,1058,244,122,64,117,403,-1,772,2212,1261,258,99,1255,626,1124,2466,258,1235,2158,1063,287,3339,1228,1036,478,undefined,93,150,3996,165,229,-1,130,197,382,228,107,1997,3795,76,1949,-1,405,536,273,580
25/02/2018,17,2691,1985,2696,2647,3309,2371,1011,265,135,54,98,398,-1,688,2214,859,289,111,1411,849,1220,2520,303,1442,1435,640,206,2299,960,1049,531,undefined,148,246,4375,149,217,-1,102,195,349,177,146,1806,3245,76,1782,-1,175,543,176,601
25/02/2018,18,2142,1247,2543,2231,2132,2181,1138,203,156,60,87,342,-1,759,1872,580,234,96,1509,954,1231,2249,213,1091,1134,555,163,1177,634,1037,675,undefined,186,198,3603,156,287,-1,86,172,298,119,98,1549,2549,73,1643,-1,186,602,202,505
25/02/2018,19,1342,702,2353,1904,1855,1811,969,122,121,43,65,288,-1,529,1590,374,219,65,1431,1078,1078,1723,156,797,605,604,132,668,417,1032,628,undefined,86,96,2937,119,345,-1,86,169,210,89,78,1252,2152,59,1282,-1,153,541,229,472
25/02/2018,20,686,482,2039,1748,1350,1588,227,113,128,57,123,353,-1,459,1157,363,209,76,1193,916,1014,1483,176,826,482,465,122,483,266,869,650,undefined,64,73,2534,124,279,-1,57,129,147,66,83,963,1691,43,861,-1,106,374,123,377
25/02/2018,21,515,262,1562,967,1046,1237,85,82,98,68,91,260,-1,406,802,261,147,35,798,559,716,1276,155,623,274,434,102,401,228,604,504,undefined,36,61,1795,119,208,-1,86,97,96,84,75,836,1321,30,737,-1,88,197,104,284
25/02/2018,22,302,168,1001,705,650,774,1079,41,68,32,48,111,-1,252,474,166,77,27,550,334,574,947,106,533,226,275,68,278,158,442,251,undefined,88,207,1097,90,105,-1,45,75,89,35,30,363,976,23,492,-1,67,106,70,136
25/02/2018,23,162,128,641,878,445,497,400,26,24,21,12,46,-1,193,236,119,50,20,255,164,417,825,79,383,106,245,47,154,85,401,143,undefined,68,103,918,26,45,-1,34,48,28,21,21,286,772,10,417,-1,58,52,42,91
26/02/2018,0,83,60,282,213,181,213,25,12,8,13,10,26,-1,73,123,35,16,9,149,58,207,264,62,172,44,159,16,79,18,197,58,undefined,17,12,263,12,13,-1,17,26,27,7,10,114,311,9,151,-1,58,11,38,91
26/02/2018,1,59,32,122,73,73,66,33,2,5,11,8,8,-1,18,77,23,13,7,101,34,191,121,21,35,30,102,3,41,22,189,32,undefined,-1,3,129,26,12,-1,9,16,5,2,1,41,120,2,63,-1,28,5,24,50
26/02/2018,2,17,18,46,26,36,41,3,7,5,13,6,6,-1,8,21,13,9,7,37,41,57,78,16,13,17,42,3,13,4,72,4,undefined,1,4,42,2,1,-1,4,6,2,3,3,25,58,-1,29,-1,24,2,14,29
26/02/2018,3,24,15,36,37,33,43,5,2,1,2,1,4,-1,22,12,18,6,-1,38,41,64,97,20,18,9,36,4,49,9,46,3,undefined,7,6,35,5,1,-1,2,5,4,2,1,18,45,-1,42,-1,29,2,2,19
26/02/2018,4,18,13,54,20,48,62,16,5,10,9,2,3,-1,36,5,7,9,8,43,22,29,75,8,32,16,40,4,55,10,51,6,undefined,6,5,29,7,3,-1,20,8,6,-1,-1,13,55,-1,48,-1,20,1,4,12
26/02/2018,5,39,23,64,66,119,201,48,40,106,16,4,12,-1,79,36,26,60,32,9,33,74,139,60,232,60,54,7,93,38,38,15,undefined,18,18,154,19,8,-1,21,24,12,8,4,34,225,9,73,-1,21,27,8,15
26/02/2018,6,100,71,160,175,402,693,169,107,531,77,13,74,-1,252,69,90,197,163,27,13,84,557,211,783,257,69,27,397,129,46,33,undefined,69,29,636,88,6,-1,73,74,39,42,37,131,433,14,238,-1,42,24,30,66
26/02/2018,7,355,227,440,455,1177,2208,492,349,2050,366,41,194,-1,658,353,448,803,751,84,85,152,1457,724,2318,618,238,74,1095,383,253,93,undefined,273,163,1764,213,43,-1,308,248,221,184,130,458,1219,80,600,-1,78,73,52,218
26/02/2018,8,905,579,1147,1171,2556,4963,880,638,4005,555,62,337,-1,1523,898,1038,2126,1753,206,191,341,2884,1435,4197,973,641,169,2418,631,295,155,undefined,661,293,4071,753,112,-1,784,734,934,735,345,973,2879,278,1310,107,117,179,128,720
26/02/2018,9,1044,804,985,1256,1594,2455,370,257,2437,435,62,213,-1,655,872,984,1332,1017,204,220,401,1977,865,2938,627,549,147,1440,396,276,157,undefined,361,200,2392,587,140,-1,733,554,1083,934,366,810,2292,331,1175,223,131,248,147,548
26/02/2018,10,1569,1202,1439,1790,1660,1477,243,211,781,226,46,223,-1,424,1103,1177,829,538,405,262,465,1802,683,1828,790,634,160,1376,450,459,227,undefined,270,233,1878,505,134,-1,447,531,1257,1073,431,915,2503,234,1261,230,157,277,153,462
26/02/2018,11,2286,1647,1910,2159,1931,1564,434,234,704,249,76,250,-1,450,1339,1438,734,500,772,494,692,2061,536,1747,721,824,132,1501,540,638,224,undefined,229,219,2137,480,171,-1,424,413,1495,1134,447,1166,2774,193,1539,267,255,378,160,527
26/02/2018,12,3401,2902,2895,3256,2694,2638,503,670,1399,503,138,434,-1,636,2346,2470,1854,650,1360,817,1480,3016,1160,2481,953,1087,190,1869,787,1041,350,undefined,407,458,3720,1059,372,-1,1131,913,1509,1208,356,2197,3614,423,2478,309,293,458,280,942
26/02/2018,13,3872,3166,3055,3623,2332,2637,443,615,1257,485,169,445,-1,631,2420,2579,1770,768,1511,742,1539,3193,1119,2588,950,1149,223,1909,847,1148,489,undefined,416,443,3618,971,333,-1,1168,878,1772,1539,400,2420,3873,416,2647,342,264,503,273,1077
26/02/2018,14,3135,2245,2792,3116,2223,2075,327,271,860,300,135,330,-1,468,2130,1866,881,556,1120,564,992,2755,611,2048,830,735,142,1911,703,782,389,undefined,243,276,2515,714,267,-1,503,533,1597,1282,472,1658,3678,234,2039,213,221,515,159,779
26/02/2018,15,3030,2086,2690,3199,2522,2337,286,234,1178,355,64,274,-1,651,2181,1606,710,590,1114,507,807,2705,569,2313,904,699,213,2017,781,744,306,undefined,275,221,2306,575,225,-1,395,486,1448,1290,482,1618,3576,234,2016,280,217,478,139,678
26/02/2018,16,3285,2098,2926,3213,2752,3346,438,364,2656,635,77,301,-1,980,2538,1467,809,982,1135,433,1030,3302,837,3843,1051,759,181,2335,801,811,376,undefined,373,273,2852,538,171,-1,404,423,1526,1344,532,1526,4059,270,2141,267,155,416,179,702
26/02/2018,17,3368,2019,3160,3358,4024,5379,920,665,3762,704,93,401,-1,1743,2898,1452,1385,1912,1225,501,1211,4424,1258,4998,1456,848,224,3254,1119,913,364,undefined,541,378,4517,765,159,-1,579,510,1272,1154,525,2003,4842,338,2666,261,150,476,225,864
26/02/2018,18,2674,1566,2761,2570,2860,3243,637,454,1637,207,109,412,-1,1025,2336,935,882,904,1226,744,1206,3597,651,2901,1070,640,287,2071,964,970,406,undefined,270,230,3476,418,252,-1,310,293,798,598,377,1798,3627,199,1917,328,137,502,157,586
26/02/2018,19,1691,726,2521,1879,1742,1916,293,257,496,175,130,412,-1,575,1862,589,400,305,1218,783,1184,2656,332,1458,551,627,181,975,617,990,422,undefined,138,135,2621,259,237,-1,154,206,440,331,221,1410,2422,121,1364,277,129,425,144,513
26/02/2018,20,913,480,2150,1519,1426,1532,211,196,279,127,157,497,-1,459,1577,446,359,183,1087,778,1041,1825,225,1033,422,485,125,709,387,761,490,undefined,139,153,2251,150,239,-1,114,174,415,284,189,1146,1704,93,1046,195,104,457,118,367
26/02/2018,21,589,311,1549,994,1424,1328,90,136,135,105,99,311,-1,437,940,324,259,103,858,635,869,1632,209,770,314,439,106,743,245,603,525,undefined,89,96,1828,181,164,-1,76,126,237,153,126,1041,219,69,760,133,129,357,88,295
26/02/2018,22,299,169,1042,592,1216,994,57,53,90,61,69,234,-1,304,510,170,137,68,535,415,619,1199,148,492,206,308,74,978,175,415,348,undefined,88,138,1379,83,133,-1,54,75,88,64,45,614,139,31,503,88,108,247,73,144
26/02/2018,23,194,109,580,493,353,538,31,32,58,29,33,103,-1,183,268,127,94,52,299,197,428,730,85,374,116,217,39,97,90,309,159,undefined,31,31,587,41,89,-1,24,47,57,34,28,291,120,14,312,55,65,80,39,118
27/02/2018,0,94,54,219,142,124,254,32,16,20,24,11,44,-1,59,99,35,27,18,137,102,239,268,37,152,64,140,23,85,35,194,63,undefined,15,12,251,20,26,-1,19,42,20,15,12,163,99,2,160,24,55,27,21,48
27/02/2018,1,52,23,111,94,88,90,22,7,25,17,6,25,-1,16,63,15,9,3,51,48,133,132,20,56,34,96,6,29,19,143,30,undefined,3,10,107,14,19,-1,7,17,32,17,18,58,126,2,80,10,51,20,21,20
27/02/2018,2,39,18,37,43,65,41,28,5,9,1,4,9,-1,10,26,15,13,3,39,33,78,141,10,29,15,67,7,21,13,50,5,undefined,-1,5,71,7,8,-1,10,3,4,1,2,24,115,2,36,9,32,1,3,19
27/02/2018,3,11,20,42,30,40,29,13,3,4,6,-1,2,-1,5,11,14,12,-1,35,33,47,56,7,17,7,56,4,46,5,43,11,undefined,-1,7,28,7,7,-1,-1,1,4,2,1,13,39,-1,30,8,42,4,12,5
27/02/2018,4,12,13,31,36,53,87,16,4,4,5,-1,3,-1,30,12,25,12,5,20,29,30,58,14,21,26,43,9,64,11,37,15,undefined,4,7,44,6,8,-1,6,6,8,-1,-1,30,39,-1,35,4,21,12,8,5
27/02/2018,5,55,32,77,81,114,232,46,57,129,14,3,17,-1,85,29,25,70,34,11,27,42,181,53,279,64,56,6,101,69,34,15,undefined,18,36,190,14,5,-1,13,18,9,3,2,42,202,11,94,21,20,10,12,17
27/02/2018,6,136,92,191,202,428,994,207,174,809,88,34,106,-1,267,90,170,208,181,39,21,88,690,230,935,269,142,49,458,178,72,32,undefined,103,84,966,80,9,-1,79,101,51,37,31,167,502,17,220,76,64,29,35,43
27/02/2018,7,392,286,443,497,1261,2302,651,402,2325,414,55,217,-1,706,351,510,819,825,60,109,211,1594,824,2462,691,305,87,1187,471,249,96,undefined,283,148,1978,239,54,-1,345,312,254,244,122,494,1441,81,613,160,113,70,48,205
27/02/2018,8,1007,682,1084,1264,2405,4792,902,606,3870,622,61,426,-1,1427,937,1063,2063,1754,216,209,373,2785,1579,4275,967,717,183,2344,654,380,121,undefined,702,301,3875,724,103,-1,783,757,823,795,349,1057,2945,311,1326,308,200,144,126,719
27/02/2018,9,1035,614,885,1117,1598,2594,376,277,2428,475,36,233,-1,675,847,919,1436,1139,281,232,385,2025,929,2931,507,768,181,1661,370,321,140,undefined,435,209,2577,595,118,-1,727,575,1088,1081,363,848,2321,291,1117,376,321,219,149,565
27/02/2018,10,1437,1015,1351,1532,1321,1630,294,197,996,270,36,177,-1,406,997,1381,809,579,375,284,524,1811,669,1784,422,967,161,1136,402,404,211,undefined,232,226,2007,532,165,-1,507,566,1219,1013,419,836,2234,256,1174,430,378,298,208,439
27/02/2018,11,2122,1597,1779,2072,1746,1613,274,194,920,271,23,147,-1,521,1356,1562,730,448,639,396,676,1309,582,1627,544,1211,207,1445,475,564,219,undefined,189,177,2249,566,163,-1,559,524,1360,1032,386,1164,2689,260,1499,520,479,339,302,485
27/02/2018,12,3334,2761,2962,2993,2301,2592,561,659,1564,613,107,396,-1,600,2290,2381,1750,785,1308,686,1445,2811,1155,2688,807,1712,297,1953,607,1100,412,undefined,391,430,3710,1165,335,-1,1392,982,1472,1195,362,2061,3480,429,2319,613,680,416,272,913
27/02/2018,13,3773,2883,2706,3586,2285,2517,444,515,1328,458,127,301,-1,601,2291,2385,1757,697,1395,644,1304,3090,1057,2642,776,1666,324,1855,665,1040,439,undefined,467,443,3853,1161,332,-1,1278,890,1353,1206,338,2195,3940,474,2357,539,669,512,309,917
27/02/2018,14,3016,1978,2614,2950,2013,2216,397,203,1035,352,66,166,-1,524,1951,1901,871,561,1166,415,994,2595,584,2117,674,1039,181,1855,638,781,292,undefined,284,280,2380,744,192,-1,661,556,1300,1158,405,1672,3489,275,1820,438,411,453,273,789
27/02/2018,15,3048,1782,2443,2968,2111,2397,272,223,1740,351,39,131,-1,604,1985,1644,753,610,1049,354,835,2606,732,2557,725,853,196,1983,583,691,262,undefined,268,216,2445,554,179,-1,476,485,1237,1301,464,1511,3638,245,1687,331,264,334,215,565
27/02/2018,16,3037,2002,2782,3067,2482,3159,396,382,3047,643,66,196,-1,925,2287,1412,727,1091,1160,350,888,3291,840,3911,966,747,181,2253,534,673,276,undefined,405,240,2781,618,158,-1,502,405,1265,1180,450,1488,3959,257,1929,263,186,373,165,707
27/02/2018,17,3262,1981,3017,3323,3884,5489,821,645,3787,771,122,426,-1,1669,2617,1428,1449,1833,1282,468,1010,4337,1384,5219,1303,858,304,3050,767,852,399,undefined,535,397,4644,755,169,-1,632,538,1332,1259,555,1735,4663,336,2495,345,157,482,210,750
27/02/2018,18,2601,1517,2791,2688,2795,3347,636,415,1652,197,89,400,-1,958,2259,930,818,857,1280,740,1106,3480,680,3095,1080,676,227,1947,725,941,405,undefined,281,228,3595,539,196,-1,384,317,898,744,425,1521,3585,223,1847,291,105,490,139,567
27/02/2018,19,1649,778,2528,1948,1641,1923,291,254,639,157,117,448,-1,509,1899,577,372,326,1220,718,917,2381,331,1633,542,600,184,899,546,916,452,undefined,209,189,2586,249,205,-1,208,230,419,268,247,1249,2403,122,1337,197,158,453,179,410
27/02/2018,20,1059,457,2195,1476,1619,1456,237,175,320,154,156,557,-1,434,1582,392,328,190,1148,655,928,1956,199,1071,420,543,124,766,377,799,568,undefined,106,141,2391,228,254,-1,98,176,372,236,163,1130,1829,87,1189,190,118,502,128,438
27/02/2018,21,704,294,1770,1168,1552,1546,125,148,171,79,146,408,-1,381,1102,351,184,105,903,596,808,1861,231,886,371,478,121,657,255,745,634,undefined,129,97,2208,179,251,-1,107,190,263,155,143,1048,1748,46,827,169,104,381,120,307
27/02/2018,22,363,222,1062,678,1186,1064,123,65,118,67,69,217,-1,365,530,167,159,73,560,305,558,1257,154,550,298,253,72,1068,192,473,368,undefined,65,77,1404,94,148,-1,59,88,112,66,72,521,1159,43,543,92,75,200,87,185
27/02/2018,23,176,95,602,364,531,652,45,40,67,19,42,149,-1,227,291,121,58,43,306,200,355,815,99,350,136,219,41,198,104,344,166,undefined,40,32,701,47,45,-1,36,64,49,32,21,308,718,24,313,62,103,57,39,140
28/02/2018,0,74,50,273,119,198,256,36,14,26,2,19,48,-1,115,81,66,39,15,131,97,250,273,48,152,76,133,13,73,35,179,104,undefined,25,16,295,17,10,-1,14,15,14,14,9,110,254,5,125,14,62,23,24,57
28/02/2018,1,61,38,125,97,88,112,17,10,5,7,-1,6,-1,40,57,38,18,6,94,74,116,182,19,36,34,105,9,28,26,80,28,undefined,5,4,118,10,12,-1,8,6,13,7,2,43,142,1,74,8,47,6,14,18
28/02/2018,2,43,23,53,39,53,116,20,4,1,3,1,4,-1,64,37,4,16,8,72,59,106,107,14,31,23,72,6,27,9,83,10,undefined,2,4,87,14,5,-1,3,12,6,4,2,30,81,-1,62,8,51,2,7,20
28/02/2018,3,11,9,53,28,69,33,8,2,2,4,1,2,-1,18,18,29,14,3,38,28,64,104,12,15,19,49,2,34,8,51,2,undefined,-1,-1,28,14,4,-1,10,1,7,-1,-1,42,72,-1,52,3,26,1,11,10
28/02/2018,4,40,14,41,34,50,54,5,4,7,6,4,6,-1,29,11,10,9,5,23,28,54,85,14,17,21,35,6,50,8,35,10,undefined,1,8,49,9,-1,-1,18,7,5,3,-1,30,71,1,33,6,16,8,6,6
28/02/2018,5,36,18,81,79,128,285,59,37,130,18,8,14,-1,106,36,26,60,35,18,44,51,210,55,257,100,33,14,127,46,21,14,undefined,28,28,243,32,10,-1,20,24,12,7,4,50,199,8,90,21,12,20,8,14
28/02/2018,6,97,73,202,195,431,1043,243,164,828,98,19,95,-1,292,79,132,217,164,31,21,95,697,246,925,291,128,28,459,197,63,24,undefined,107,58,992,80,11,-1,85,82,60,49,45,149,468,25,253,47,45,21,42,48
28/02/2018,7,353,250,423,492,1213,2228,549,372,2255,457,59,229,-1,670,338,561,779,763,57,85,149,1525,747,2371,730,242,81,1096,400,222,69,undefined,251,201,1950,267,50,-1,311,302,199,190,98,484,1333,82,616,107,79,78,50,221
28/02/2018,8,926,655,1033,1183,2207,4820,852,560,4183,710,76,438,-1,1432,869,1235,2028,1754,170,190,341,3052,1543,4193,1105,569,187,2132,621,321,151,undefined,609,256,3789,736,116,-1,827,752,733,685,321,1124,2846,289,1302,228,132,153,114,696
28/02/2018,9,1169,742,973,1311,1397,2467,379,255,2333,484,29,209,-1,648,817,959,1396,1025,197,231,352,2043,945,2982,567,598,140,1364,387,311,142,undefined,346,171,2241,615,113,-1,824,600,937,917,329,832,2164,374,1249,274,192,221,140,601
28/02/2018,10,1542,1074,1222,1695,1379,1366,301,163,867,254,27,132,-1,474,1036,1359,761,564,357,296,518,1830,592,1731,448,654,110,1123,361,413,198,undefined,161,190,1372,541,143,-1,593,526,1027,708,165,948,2475,318,1088,221,163,306,187,436
28/02/2018,11,2035,1450,1764,1959,1980,1576,310,210,886,311,74,145,-1,410,1371,1529,746,492,737,409,593,1976,504,1924,542,709,141,1760,430,547,196,undefined,227,240,1935,591,183,-1,451,463,1542,1000,337,1176,2929,289,1408,321,249,318,204,546
28/02/2018,12,3238,2558,2690,3016,2541,2511,529,589,1596,528,88,327,-1,556,2254,2323,1768,692,1240,725,1264,2924,1156,2716,754,1234,175,2776,580,1127,309,undefined,381,357,3286,1073,342,-1,1081,898,1458,1034,289,2021,3665,434,2230,412,347,429,237,886
28/02/2018,13,3636,2736,2541,3569,2018,2314,623,505,1320,531,71,286,-1,613,2209,2443,1663,697,1308,588,1290,3000,1074,2655,862,1100,190,1976,730,1097,337,undefined,389,404,3201,1064,283,-1,1095,780,1586,1202,372,2128,3858,427,2388,375,400,346,276,1022
28/02/2018,14,3109,2000,2656,3167,1963,2007,303,211,1036,291,75,253,-1,477,1940,1794,905,634,1048,525,873,2527,586,2082,715,744,152,1699,524,771,344,undefined,263,265,2104,737,208,-1,565,569,1637,1234,376,1578,3598,313,1715,315,209,394,210,765
28/02/2018,15,3163,1965,2545,3056,2804,2302,236,215,1432,369,82,217,-1,571,1838,1524,829,609,1115,420,877,2692,627,2641,782,574,194,3176,563,687,331,undefined,310,253,2235,526,183,-1,407,577,1440,1362,444,1549,3696,228,1668,353,184,290,211,700
28/02/2018,16,3032,1957,2580,3148,2997,3158,407,338,2443,651,62,268,-1,918,2264,1360,784,965,943,384,853,3225,855,3822,1068,674,209,2417,644,799,348,undefined,453,263,2811,639,152,-1,380,468,1683,1317,408,1548,4014,356,2069,414,221,385,280,719
28/02/2018,17,3090,2136,3084,3517,3995,5532,860,560,3339,696,88,381,-1,1644,2806,1531,1267,1798,1074,575,1164,4121,1424,4584,1653,990,335,3391,1034,901,442,undefined,619,347,4395,792,198,-1,586,582,1627,1488,273,2026,4789,320,2600,858,485,444,291,823
28/02/2018,18,2325,1699,2872,2801,2941,3440,733,383,1289,295,78,392,-1,939,2436,992,841,862,1312,766,1225,3361,769,2909,1038,1232,393,2258,970,997,431,undefined,357,231,3399,541,241,-1,374,363,1257,1116,250,1739,3759,235,2180,1213,692,500,339,574
28/02/2018,19,1279,925,2573,1906,1801,2002,508,188,460,107,91,338,-1,492,1652,554,377,295,1312,775,1113,2401,328,1292,422,1169,300,1724,475,907,441,undefined,136,110,2425,304,213,-1,171,217,656,634,149,1231,2421,109,1592,1196,684,455,385,498
28/02/2018,20,659,446,2086,1262,1384,1580,308,192,203,91,75,219,-1,478,1436,361,309,152,1036,664,925,1764,274,930,280,1112,257,593,325,782,426,undefined,162,150,1844,221,249,-1,112,150,697,362,100,1036,1807,85,998,1158,610,382,301,345
28/02/2018,21,506,369,1639,989,1317,1341,149,93,131,90,117,281,-1,362,915,358,157,111,759,524,678,1501,198,761,230,785,212,791,220,649,360,undefined,78,90,1569,174,175,-1,86,135,477,176,101,763,1431,61,747,745,418,367,260,232
28/02/2018,22,374,244,1067,672,1434,977,323,74,135,44,44,139,-1,286,531,225,125,79,522,404,616,1330,245,501,221,570,125,1278,156,438,311,undefined,64,94,1094,147,132,-1,69,115,170,71,61,540,1266,29,535,367,262,184,130,167
28/02/2018,23,203,147,588,384,415,625,440,36,56,8,22,78,-1,253,234,101,103,62,216,222,459,903,95,351,90,212,70,163,128,348,154,undefined,52,104,573,91,62,-1,43,69,72,28,32,312,887,22,272,129,97,65,32,121
