Date,Hour,Bourke Street Mall (North),Bourke Street Mall (South),Melbourne Central,Town Hall (West),Princes Bridge,Flinders Street Station Underpass,Birrarung Marr,Webb Bridge,Southern Cross Station,Victoria Point,Waterfront City,New Quay,Flagstaff Station,Sandridge Bridge,State Library,Collins St (North),Collins Place (South),Collins Place (North),Chinatown-Swanston St (North),Chinatown-Lt Bourke St (South),Bourke St-Russell St (West),Flinders St-Elizabeth St (East),Spencer St-Collins St (South),Spencer St-Collins St (North),Melbourne Convention Exhibition Centre,QV Market-Elizabeth St (West),QV Market-Peel St,The Arts Centre,St Kilda Rd-Alexandra Gardens,Lonsdale St (South),Lygon St (West),City Square,Flinders St-Spring St (West),Flinders St-Spark La,Southbank,Queen St (West),Lygon St (East),Flinders St-Swanston St (West),Alfred Place,Lonsdale St-Spring St (West),Grattan St-Swanston St (West),Monash Rd-Swanston St (West),Tin Alley-Swanston St (West),Little Collins St-Swanston St (East),Pelham St (South),Melbourne Central-Elizabeth St (East),QVM-Queen St (East),QVM-Therry St (South),Faraday St-Lygon St (West),QVM-Franklin St (North),Elizabeth St-Lonsdale St (South),Lincoln-Swanston (W),Elizabeth St-La Trobe St (East),Lonsdale St - Elizabeth St (North),Bourke St Bridge,Bourke St - Spencer St (North),RMIT Bld 80 - 445 Swanston Street,Flinders La-Swanston St (West) Temporary,RMIT Building 14,380 Elizabeth St,La Trobe St (North)
01/09/2019,0,357,168,922,1023,671,503,9,40,29,21,11,41,-1,213,353,157,39,41,321,3,504,745,87,354,-1,184,28,549,64,956,194,undefined,41,53,362,410,73,undefined,54,53,22,18,9,411,16,341,46,96,70,41,444,32,-1,139,40,218,4,839,109,undefined,undefined
01/09/2019,1,155,106,639,524,430,251,12,13,17,17,4,25,-1,151,192,116,23,21,223,-1,567,596,60,182,-1,122,27,372,47,596,101,undefined,10,26,202,354,31,undefined,21,38,7,17,12,238,11,217,21,106,33,34,266,26,-1,107,18,169,7,540,71,undefined,undefined
01/09/2019,2,113,85,346,170,207,201,6,7,22,9,2,7,-1,131,116,57,23,26,141,-1,394,397,26,119,-1,92,16,212,26,402,70,undefined,13,11,122,274,16,undefined,14,28,11,8,7,151,14,139,23,63,14,22,229,15,-1,64,14,130,3,276,27,undefined,undefined
01/09/2019,3,61,74,335,146,190,131,4,6,14,10,2,12,-1,85,102,43,14,13,121,-1,417,316,53,92,-1,113,12,225,22,495,20,undefined,7,19,46,244,10,undefined,9,19,12,5,3,113,7,138,18,32,7,11,213,18,-1,45,6,76,6,184,61,undefined,undefined
01/09/2019,4,37,59,152,102,160,85,6,4,9,6,1,9,-1,78,52,14,9,10,80,-1,216,243,48,71,-1,87,5,145,22,243,16,undefined,4,10,26,79,8,undefined,13,16,8,1,1,86,2,100,11,27,5,40,90,9,-1,45,9,67,4,140,15,undefined,undefined
01/09/2019,5,61,19,106,87,196,114,11,10,13,8,2,11,-1,85,62,41,19,15,44,-1,181,200,26,75,-1,51,17,244,16,234,19,undefined,10,17,45,24,6,undefined,8,12,7,1,-1,71,-1,66,20,32,3,85,84,8,-1,29,12,46,5,140,22,undefined,undefined
01/09/2019,6,43,30,123,98,231,117,32,24,32,8,3,15,-1,70,42,36,35,12,21,-1,147,224,40,182,-1,85,20,320,49,153,29,undefined,13,26,106,16,-1,undefined,10,11,3,2,2,90,6,93,40,34,10,16,37,4,-1,29,11,80,1,142,40,undefined,undefined
01/09/2019,7,88,69,121,149,344,177,72,57,39,18,22,80,-1,93,71,65,51,27,28,-1,100,362,51,343,-1,162,33,488,101,90,43,undefined,20,28,228,46,16,undefined,25,22,18,14,8,96,6,159,86,91,33,29,53,20,-1,45,31,155,22,266,60,undefined,undefined
01/09/2019,8,212,139,240,312,698,346,135,96,74,37,39,108,-1,189,143,144,115,39,135,-1,113,736,93,524,-1,335,99,827,146,175,69,undefined,49,57,476,80,33,undefined,76,48,37,33,26,202,34,262,135,125,76,61,135,37,-1,107,78,258,40,488,131,undefined,undefined
01/09/2019,9,602,383,448,760,1192,610,177,135,89,69,37,166,-1,276,285,378,133,65,106,-1,236,1087,179,821,-1,683,166,1353,277,270,144,undefined,58,104,764,119,82,undefined,106,102,77,90,61,414,87,633,285,210,202,148,243,74,-1,236,80,497,87,948,276,undefined,undefined
01/09/2019,10,1189,822,718,1181,1896,931,278,189,93,91,73,246,-1,345,546,730,155,119,303,-1,407,1618,264,1076,-1,994,298,2098,393,416,193,undefined,89,117,1211,143,87,undefined,126,169,113,115,72,697,83,922,529,391,442,214,343,105,-1,452,146,720,133,1542,395,undefined,undefined
01/09/2019,11,2063,1193,1028,1940,2334,1096,261,217,95,89,90,336,-1,402,845,895,232,92,662,-1,708,1894,237,1140,-1,1311,383,2581,598,598,301,undefined,69,139,1466,173,175,undefined,131,214,143,90,82,1033,96,1094,704,481,502,233,474,128,-1,463,177,716,194,2136,490,undefined,undefined
01/09/2019,12,2613,1829,1585,2466,2805,1328,219,247,109,65,123,393,-1,450,1349,1112,269,124,1069,-1,1099,2186,221,1112,-1,1574,553,2965,609,810,442,undefined,99,151,1862,160,288,undefined,180,294,195,119,113,1488,120,1516,750,619,647,314,519,172,-1,645,126,808,173,2342,650,undefined,undefined
01/09/2019,13,3134,1862,2018,2521,3038,1552,227,257,102,54,140,462,-1,469,1656,1157,261,158,1232,-1,1353,2705,221,1002,-1,1703,437,3006,779,992,630,undefined,103,172,2113,135,316,undefined,113,478,215,150,127,1581,125,1785,838,552,807,323,760,198,-1,594,173,756,218,2739,718,undefined,undefined
01/09/2019,14,3499,2261,2385,3463,3301,1560,258,260,122,62,154,495,-1,514,1882,1221,281,116,1042,-1,1203,2799,224,1214,-1,1590,447,3267,860,886,834,undefined,89,156,2215,220,422,undefined,98,200,196,164,112,2123,135,1954,882,561,888,308,649,224,-1,547,149,668,246,3013,723,undefined,undefined
01/09/2019,15,3262,2173,1826,2765,2844,1640,212,266,70,60,53,229,-1,504,1461,1060,259,139,986,-1,1084,2683,235,1149,-1,1214,384,2582,597,995,752,undefined,108,145,1729,154,352,undefined,100,251,193,132,66,1459,122,1621,712,350,771,250,547,137,-1,477,146,688,136,2873,637,undefined,undefined
01/09/2019,16,2407,1497,1457,2022,2300,1150,130,142,56,44,34,127,-1,330,1229,852,188,69,738,-1,850,2339,212,1301,-1,665,182,2635,282,769,369,undefined,41,81,995,136,211,undefined,94,252,118,76,44,1061,125,1101,532,136,546,147,442,108,-1,416,146,731,97,2422,572,undefined,undefined
01/09/2019,17,2379,1360,1772,1997,2454,1093,115,166,85,61,24,206,-1,395,1458,671,189,79,949,619,972,2443,224,1206,-1,592,167,2499,369,813,448,undefined,77,125,1145,145,229,undefined,76,207,195,175,94,1255,134,1382,247,130,544,162,644,182,-1,446,176,620,179,2160,664,undefined,undefined
01/09/2019,18,1977,1002,1960,1808,1865,1052,128,132,102,83,45,231,-1,395,1277,536,223,65,1019,1068,1035,2167,174,1022,-1,626,161,1613,207,925,467,undefined,93,130,1180,173,197,undefined,82,223,153,151,66,1293,99,1239,193,200,522,140,441,207,-1,436,108,674,43,1796,574,undefined,undefined
01/09/2019,19,937,450,1869,1284,1296,766,39,51,64,52,51,183,-1,251,1216,292,130,59,969,855,934,1753,155,756,-1,516,118,1109,140,874,547,undefined,52,66,823,217,263,undefined,55,209,137,184,99,993,83,1001,142,151,524,130,464,158,-1,425,90,454,22,1242,505,undefined,undefined
01/09/2019,20,610,354,1587,1149,1072,788,32,49,40,61,44,197,-1,290,1004,345,136,58,736,816,908,1648,155,583,-1,494,99,910,119,741,641,undefined,57,64,736,175,241,undefined,41,146,117,100,44,1170,46,634,120,142,418,132,369,121,-1,282,98,371,37,1124,424,undefined,undefined
01/09/2019,21,349,236,1066,751,879,573,18,45,46,48,39,143,-1,179,676,140,91,41,527,406,620,1257,139,470,-1,367,109,700,118,539,397,undefined,33,78,555,156,167,undefined,69,100,86,88,59,654,52,532,139,102,249,85,209,96,-1,225,56,293,16,777,357,undefined,undefined
01/09/2019,22,243,150,666,402,596,489,19,26,26,54,19,105,-1,204,288,140,62,55,283,311,429,1065,93,371,-1,246,53,498,55,355,259,undefined,60,56,373,95,74,undefined,43,298,53,82,53,404,38,379,68,81,107,63,163,85,-1,122,60,219,14,513,176,undefined,undefined
01/09/2019,23,128,65,405,234,366,322,15,16,13,31,20,65,-1,114,145,58,37,14,133,113,285,638,56,209,-1,167,43,316,35,241,105,undefined,12,18,198,231,25,undefined,21,26,47,75,28,180,14,192,60,87,54,61,87,50,-1,72,62,142,12,324,90,undefined,undefined
02/09/2019,0,49,46,231,121,130,139,4,11,13,7,7,13,-1,62,84,33,11,17,55,57,176,202,39,114,-1,116,18,110,21,160,24,undefined,6,10,81,189,9,undefined,4,13,33,17,10,80,9,96,22,50,32,42,23,30,-1,47,19,79,10,144,51,undefined,undefined
02/09/2019,1,33,22,114,52,51,79,1,3,5,7,4,13,-1,35,51,26,13,12,31,30,138,91,22,29,-1,72,16,41,16,118,21,undefined,5,8,53,224,9,undefined,3,7,12,6,1,29,4,56,17,30,3,18,27,21,-1,25,3,47,3,60,31,undefined,undefined
02/09/2019,2,19,8,46,29,21,42,2,1,9,2,9,12,-1,13,41,1,7,6,24,40,55,69,8,22,-1,42,4,15,6,110,14,undefined,2,1,42,88,-1,undefined,3,3,7,2,1,18,4,21,4,45,5,15,20,11,-1,9,1,18,1,36,21,undefined,undefined
02/09/2019,3,20,12,53,42,39,35,-1,1,2,-1,3,9,-1,9,18,18,7,-1,18,35,75,111,3,18,-1,54,4,31,8,70,8,undefined,1,3,32,27,9,undefined,10,12,5,1,1,22,3,24,3,34,8,10,16,7,-1,10,4,15,2,57,13,undefined,undefined
02/09/2019,4,12,9,35,46,53,49,9,1,8,4,-1,2,-1,24,16,6,15,5,16,11,45,57,3,25,-1,37,7,31,4,55,14,undefined,6,3,19,2,5,undefined,4,4,7,1,1,21,-1,33,4,8,4,3,9,1,-1,8,5,16,-1,36,34,undefined,undefined
02/09/2019,5,23,21,64,88,98,261,26,42,88,41,3,20,-1,107,35,37,90,39,13,22,63,168,51,325,-1,26,10,107,23,70,15,undefined,15,24,112,24,15,undefined,16,28,18,7,2,38,21,78,11,15,6,24,27,14,-1,16,84,103,3,166,37,undefined,undefined
02/09/2019,6,129,72,149,214,372,1035,134,102,592,106,18,68,-1,296,78,114,215,190,28,40,100,701,245,1067,-1,125,21,341,99,82,56,undefined,61,44,686,67,9,undefined,113,99,41,36,21,159,37,179,42,18,22,35,64,40,-1,83,494,366,28,423,95,undefined,undefined
02/09/2019,7,371,229,364,529,990,1941,390,305,2238,355,73,213,-1,770,277,457,912,778,56,94,150,1486,633,2317,-1,223,70,1006,234,109,91,undefined,234,160,911,222,46,undefined,283,249,116,141,62,442,54,502,136,49,85,73,191,63,-1,194,2002,1097,90,1102,317,undefined,undefined
02/09/2019,8,916,570,709,1030,1965,4241,680,483,4608,644,92,370,-1,1489,615,895,2171,1758,173,191,411,2994,1445,4586,-1,548,175,1968,403,-1,142,undefined,568,294,2101,670,95,undefined,765,818,501,581,162,1055,296,1068,281,79,174,107,704,349,-1,421,4509,2372,293,2096,681,undefined,undefined
02/09/2019,9,898,776,651,1082,1441,2127,282,288,2640,505,54,233,-1,695,634,840,1382,934,145,194,415,2023,811,2652,-1,570,119,1140,323,146,195,undefined,386,159,1227,610,128,undefined,678,570,581,614,166,792,280,924,270,75,183,144,623,453,-1,378,2885,1692,256,1783,752,undefined,undefined
02/09/2019,10,1266,1030,953,1511,1203,1115,150,184,920,296,37,171,-1,415,665,1065,909,465,285,272,544,1752,492,1655,-1,561,105,1153,303,393,162,undefined,186,209,768,436,114,undefined,447,635,573,466,156,817,211,1036,201,89,288,123,549,279,-1,380,946,955,223,1840,719,undefined,undefined
02/09/2019,11,1839,1429,1082,1931,1384,1233,172,219,703,284,62,189,-1,427,758,1330,745,445,504,473,767,2013,604,1627,-1,731,153,1304,393,548,200,undefined,169,217,1012,531,169,undefined,519,542,807,588,197,1225,206,1282,257,159,295,150,505,324,-1,509,892,1115,251,2211,669,undefined,undefined
02/09/2019,12,3300,2725,1932,2764,1607,2168,369,881,1425,490,163,510,-1,675,1482,2046,1791,658,925,886,1533,3240,1176,2252,-1,1130,220,1584,772,935,329,undefined,357,374,2196,1096,278,undefined,1250,969,972,699,197,2125,315,1991,378,266,456,224,1013,407,-1,748,2202,1635,255,2825,984,undefined,undefined
02/09/2019,13,3690,2966,1905,3084,1912,2272,383,760,1222,410,139,429,-1,709,1556,2149,1839,700,959,865,1568,3474,1025,2364,-1,1099,212,1490,782,1023,316,undefined,316,435,2310,879,298,undefined,1202,966,894,525,309,2379,385,2286,337,202,484,203,1034,413,-1,759,1872,1691,315,3029,969,undefined,undefined
02/09/2019,14,2759,2088,1801,2712,1810,1775,229,253,850,324,57,238,-1,585,1432,1513,906,506,773,617,1093,2964,660,1839,-1,646,152,1425,491,778,237,undefined,176,264,1317,590,196,undefined,545,633,690,294,193,1815,220,1773,308,175,408,181,908,330,-1,597,917,1053,384,2897,846,undefined,undefined
02/09/2019,15,2737,2033,1877,2532,1687,2078,210,266,1428,390,58,203,-1,692,1433,1381,717,595,736,585,1100,3123,599,2285,-1,588,160,1271,587,671,245,undefined,219,199,1382,505,188,undefined,469,588,785,236,200,1606,221,1730,239,98,406,180,717,383,-1,521,1227,1256,309,2831,866,undefined,undefined
02/09/2019,16,2815,1862,1954,2619,2229,2994,334,345,3236,635,53,256,-1,1065,1569,1225,821,1098,764,532,1096,3689,902,3710,-1,600,146,1973,597,634,243,undefined,403,275,1423,494,156,undefined,582,479,714,327,217,1763,227,1898,245,112,316,203,766,409,-1,580,2606,1924,332,2953,1008,undefined,undefined
02/09/2019,17,2982,1876,2384,3336,3500,5061,652,623,4418,896,124,440,-1,1995,2138,1456,1401,1897,917,696,1189,4736,1257,5491,-1,810,284,2912,697,916,351,undefined,573,433,2307,746,258,undefined,679,684,961,550,321,2041,340,2261,348,121,469,260,947,680,-1,842,3741,2586,326,3819,1170,undefined,undefined
02/09/2019,18,2236,1153,2110,2124,2329,2668,736,359,1669,398,113,368,-1,1012,1704,833,687,790,937,798,1249,3555,636,2662,-1,713,200,1922,566,849,331,undefined,314,291,1572,402,258,undefined,283,307,660,489,224,1350,243,1498,251,114,466,144,607,453,-1,566,1402,1292,61,2673,896,undefined,undefined
02/09/2019,19,1296,509,1998,1589,1321,1374,776,143,472,150,57,249,-1,509,1255,360,260,250,826,680,908,2365,294,1263,-1,589,112,595,197,716,311,undefined,165,121,805,246,173,undefined,135,176,364,267,141,964,175,1061,164,116,415,100,460,279,-1,421,355,656,27,1831,731,undefined,undefined
02/09/2019,20,588,326,1694,968,1352,973,90,80,175,72,43,217,-1,327,1026,311,182,126,627,567,761,1924,180,910,-1,473,106,1046,121,617,342,undefined,70,62,568,163,171,undefined,125,182,294,278,110,826,115,744,158,109,282,92,385,259,-1,296,217,417,29,1406,590,undefined,undefined
02/09/2019,21,424,198,1126,714,1083,886,43,62,100,37,42,102,-1,312,637,234,132,63,411,328,597,1589,134,618,-1,408,80,708,80,498,245,undefined,36,32,420,135,128,undefined,81,80,220,172,61,632,94,490,104,80,240,92,279,168,-1,245,165,293,16,935,416,undefined,undefined
02/09/2019,22,234,127,727,347,454,523,944,51,74,26,19,60,-1,209,418,109,83,69,219,215,342,932,80,446,-1,206,57,206,47,352,152,undefined,25,99,226,58,73,undefined,53,57,125,87,46,397,65,330,72,58,157,49,127,95,-1,134,80,263,15,210,258,undefined,undefined
02/09/2019,23,123,74,355,242,433,348,630,17,49,20,4,20,-1,157,161,65,52,41,126,104,288,684,74,292,-1,143,24,171,135,242,84,undefined,64,135,506,44,23,undefined,37,30,59,78,17,250,52,179,30,51,53,38,66,58,-1,67,30,195,1,188,178,undefined,undefined
03/09/2019,0,45,30,221,99,88,120,11,6,20,2,2,10,-1,49,90,39,16,8,71,64,147,280,29,119,-1,122,18,46,15,127,32,undefined,9,2,102,15,17,undefined,14,14,13,11,7,97,16,115,24,52,17,10,29,42,-1,23,14,86,1,50,87,undefined,undefined
03/09/2019,1,39,29,103,49,43,72,4,10,10,2,5,9,-1,28,20,25,12,7,57,45,89,122,10,42,-1,77,2,24,6,112,13,undefined,1,8,63,7,8,undefined,3,2,11,4,2,34,4,41,6,67,14,10,14,12,-1,14,4,39,3,37,20,undefined,undefined
03/09/2019,2,15,19,64,24,37,44,2,3,1,14,1,4,-1,15,24,5,2,2,28,23,74,82,10,25,-1,63,2,19,-1,51,11,undefined,5,5,8,3,2,undefined,1,3,5,1,2,26,4,40,10,28,3,5,18,5,-1,13,4,29,2,35,19,undefined,undefined
03/09/2019,3,14,8,50,19,46,34,1,-1,6,9,2,6,-1,14,13,11,11,5,6,7,47,75,5,11,-1,55,1,39,1,39,12,undefined,-1,-1,10,10,9,undefined,11,6,7,3,4,8,1,33,2,47,4,6,3,4,-1,8,12,15,-1,26,11,undefined,undefined
03/09/2019,4,13,25,29,30,51,49,7,5,5,3,1,6,-1,28,13,2,3,1,11,14,36,78,11,29,-1,24,7,51,3,34,6,undefined,13,5,23,5,6,undefined,22,1,16,1,-1,14,2,31,4,35,1,12,2,7,-1,6,5,23,-1,24,11,undefined,undefined
03/09/2019,5,27,23,75,86,132,253,44,45,99,45,4,24,-1,106,27,34,86,38,17,29,60,187,45,330,-1,78,17,125,43,44,20,undefined,15,48,129,17,11,undefined,37,31,8,11,5,55,9,75,17,23,5,5,24,4,-1,18,100,122,4,202,40,undefined,undefined
03/09/2019,6,137,81,186,214,469,1165,157,129,648,96,30,107,-1,327,92,205,263,213,39,35,88,751,305,1224,-1,141,36,454,118,60,45,undefined,69,81,797,71,17,undefined,117,98,55,40,29,202,26,215,60,60,32,56,53,47,-1,88,557,434,31,494,135,undefined,undefined
03/09/2019,7,381,239,355,544,1135,2066,506,386,2523,400,83,286,-1,798,311,485,914,856,89,103,186,1535,825,2513,-1,295,100,1060,269,167,88,undefined,252,205,1202,246,54,undefined,414,342,143,189,63,584,64,556,159,98,125,57,265,101,-1,184,2131,1283,82,1181,307,undefined,undefined
03/09/2019,8,1049,632,714,1168,2131,4300,734,601,4638,675,117,516,-1,1598,681,1106,2295,1699,219,194,432,3070,1654,4656,-1,719,222,2047,473,386,149,undefined,588,343,2002,742,102,undefined,807,978,566,623,188,1067,270,1160,337,195,168,144,776,341,-1,435,4856,2389,268,2389,696,undefined,undefined
03/09/2019,9,958,721,763,1159,1304,2177,287,323,2726,579,49,265,-1,714,640,1054,1505,914,213,242,467,2067,907,2960,-1,775,207,1322,292,253,168,undefined,475,288,1071,632,119,undefined,727,646,560,680,223,939,304,1013,343,244,208,206,598,367,-1,355,2838,1684,257,2053,682,undefined,undefined
03/09/2019,10,1346,1053,885,1551,1191,1249,245,209,897,291,48,193,-1,409,810,1235,960,535,345,406,623,1952,625,1803,-1,948,238,1289,349,319,150,undefined,238,210,1098,549,104,undefined,567,609,574,520,182,919,261,956,398,324,233,204,512,295,-1,395,979,1178,205,2005,648,undefined,undefined
03/09/2019,11,2213,1648,1270,1883,1556,1345,181,294,733,258,76,237,-1,475,954,1362,896,456,539,508,826,2308,706,1536,-1,1142,246,1404,480,551,210,undefined,399,190,1120,516,138,undefined,552,600,663,586,205,1267,270,1373,501,475,319,243,607,321,-1,514,896,1090,256,2363,656,undefined,undefined
03/09/2019,12,3232,2744,2098,3161,1975,2336,400,915,1646,480,158,539,-1,688,1688,2158,2023,727,1090,800,1502,3343,1307,2449,-1,1818,383,1663,937,1030,309,undefined,465,482,2907,1077,319,undefined,1271,1198,883,714,210,2270,445,2196,815,704,440,314,1057,451,-1,794,2362,1697,246,2951,1110,undefined,undefined
03/09/2019,13,3715,2913,2051,3455,2027,2558,514,865,1424,516,221,551,-1,763,1622,2322,2067,820,952,905,1567,3666,1205,2563,-1,1809,337,1756,860,955,372,undefined,419,442,2748,965,277,undefined,1247,1031,966,600,305,2319,476,2256,709,590,496,295,1018,458,-1,845,1988,1795,328,3285,1059,undefined,undefined
03/09/2019,14,2744,1979,1882,2601,1751,1899,265,333,922,302,52,279,-1,645,1471,1639,1039,618,747,557,1155,3081,612,2012,-1,1107,219,1305,719,652,294,undefined,254,319,1552,593,229,undefined,558,746,727,503,266,1804,308,1732,495,321,350,244,865,368,-1,617,1174,1206,313,2847,993,undefined,undefined
03/09/2019,15,2517,1913,1928,2571,1834,2096,245,308,1359,446,68,213,-1,711,1416,1393,708,586,649,519,1084,3310,635,2400,-1,786,194,1481,767,682,235,undefined,240,214,1402,516,175,undefined,447,584,750,437,211,1606,249,1628,346,186,356,190,727,452,-1,580,1168,1311,325,3034,929,undefined,undefined
03/09/2019,16,2845,1719,1867,2718,2390,3199,379,430,3159,708,85,321,-1,1131,1620,1344,901,1131,696,522,1057,3633,925,3758,-1,677,207,2078,765,686,288,undefined,449,264,1749,596,187,undefined,523,520,771,569,260,1736,255,1981,297,150,374,216,768,480,-1,573,2690,2057,288,3197,1063,undefined,undefined
03/09/2019,17,3124,2030,2458,3177,4051,5367,692,739,4278,862,104,419,-1,2019,2011,1457,1420,1793,934,700,1500,4742,1318,5154,-1,737,223,3467,959,910,338,undefined,557,470,2935,750,258,undefined,694,699,909,563,287,2266,315,2293,302,170,449,205,955,667,-1,901,3661,2604,331,4088,1249,undefined,undefined
03/09/2019,18,2591,1266,2415,2530,2448,2947,419,430,1880,447,118,439,-1,1132,1830,1072,720,825,1008,864,1345,3722,748,2961,-1,802,187,2396,597,957,449,undefined,296,226,2141,473,246,undefined,354,399,715,516,235,1749,235,1754,285,169,449,168,666,488,-1,692,1390,1502,92,3063,1024,undefined,undefined
03/09/2019,19,1417,563,2204,1681,1557,1640,156,162,614,163,61,248,-1,537,1399,507,309,258,909,760,1329,2664,365,1503,-1,648,170,1609,217,843,378,undefined,82,82,1259,246,213,undefined,162,193,345,293,110,1315,170,1248,212,136,377,126,494,270,-1,473,448,733,37,1988,809,undefined,undefined
03/09/2019,20,777,372,1774,1637,1603,1287,106,95,291,78,71,186,-1,432,1107,458,194,164,696,641,1066,2116,246,976,-1,547,133,1162,162,764,385,undefined,99,84,961,224,208,undefined,77,255,282,280,94,1049,136,819,160,150,347,101,456,220,-1,285,215,497,23,1647,693,undefined,undefined
03/09/2019,21,448,231,1273,859,1071,977,65,64,118,51,41,130,-1,344,802,316,158,87,452,501,814,1557,189,793,-1,369,115,936,120,682,312,undefined,65,89,779,159,158,undefined,96,113,193,196,77,967,114,581,117,95,259,74,279,156,-1,220,119,424,14,1146,572,undefined,undefined
03/09/2019,22,248,101,780,558,817,708,32,34,90,28,20,90,-1,266,448,172,105,56,274,295,505,1086,162,623,-1,288,109,577,73,417,223,undefined,48,79,550,81,88,undefined,76,58,139,105,50,449,66,355,100,119,158,52,183,95,-1,119,89,304,6,468,385,undefined,undefined
03/09/2019,23,142,70,416,633,227,416,11,38,51,27,12,52,-1,183,213,98,29,39,140,128,320,565,62,283,-1,162,26,155,27,215,105,undefined,18,14,184,46,38,undefined,35,20,65,85,27,219,43,202,48,90,48,28,71,58,-1,87,40,153,6,385,163,undefined,undefined
04/09/2019,0,69,43,237,110,110,139,5,8,15,3,5,18,-1,50,72,27,30,11,81,44,156,264,32,112,-1,133,13,74,11,145,32,undefined,7,7,110,17,17,undefined,12,10,28,22,12,67,7,134,18,67,16,38,28,39,-1,28,12,89,4,99,71,undefined,undefined
04/09/2019,1,41,22,126,55,41,55,6,7,8,1,6,12,-1,23,61,14,7,7,36,27,124,184,19,32,-1,63,9,28,8,125,29,undefined,1,11,40,2,13,undefined,3,3,14,9,2,18,5,60,9,42,1,5,40,24,-1,19,5,38,-1,30,46,undefined,undefined
04/09/2019,2,27,18,44,29,39,32,-1,4,2,1,4,4,-1,11,17,4,9,2,23,15,65,68,16,21,-1,61,5,20,2,85,11,undefined,1,7,17,9,3,undefined,5,5,6,7,2,13,3,35,5,39,3,3,14,14,-1,18,5,49,-1,30,14,undefined,undefined
04/09/2019,3,15,8,29,53,58,19,3,1,1,2,2,3,-1,5,18,22,11,2,37,7,51,66,7,13,-1,52,3,45,15,47,12,undefined,-1,4,10,2,14,undefined,-1,4,6,3,-1,24,-1,29,5,34,5,3,6,4,-1,6,4,10,2,29,11,undefined,undefined
04/09/2019,4,6,19,30,34,60,57,5,4,4,2,-1,-1,-1,30,11,9,4,5,18,8,41,48,3,33,-1,45,3,49,7,35,20,undefined,10,6,10,3,7,undefined,9,8,10,1,-1,23,-1,31,5,21,14,3,13,4,-1,10,14,17,-1,47,21,undefined,undefined
04/09/2019,5,28,22,96,82,138,261,23,44,84,53,8,16,-1,96,44,44,92,41,21,26,52,154,38,339,-1,43,12,100,49,44,24,undefined,15,35,162,21,2,undefined,11,17,15,6,1,52,9,70,14,30,1,11,31,4,-1,15,92,118,1,181,48,undefined,undefined
04/09/2019,6,117,81,193,249,427,1165,158,125,547,89,30,84,-1,321,92,267,297,206,25,40,128,753,304,1124,-1,98,35,456,129,74,46,undefined,82,77,844,85,12,undefined,121,107,61,32,17,188,20,218,43,35,27,34,51,50,-1,103,509,378,29,482,131,undefined,undefined
04/09/2019,7,382,228,372,596,1155,2120,419,348,2449,357,77,233,-1,782,287,481,914,770,72,129,189,1622,795,2482,-1,259,125,1184,294,200,77,undefined,213,152,1194,247,53,undefined,383,296,157,169,64,633,66,565,167,64,90,97,233,101,-1,202,1927,1231,102,1138,292,undefined,undefined
04/09/2019,8,1009,652,755,1111,2018,4239,626,531,4404,687,126,361,-1,1562,701,1095,2386,1721,209,253,466,2972,1595,4507,-1,695,220,2059,448,327,173,undefined,549,326,2145,757,109,undefined,820,857,506,569,169,1013,246,1208,317,98,178,243,791,304,-1,429,4388,2455,283,2341,746,undefined,undefined
04/09/2019,9,1111,696,751,1213,1305,2250,234,314,2497,463,55,212,-1,776,736,983,1395,1008,166,215,426,2181,865,2937,-1,565,172,1282,330,299,186,undefined,395,256,1165,612,106,undefined,764,625,551,704,144,889,285,1122,272,92,181,147,549,319,-1,394,2725,1673,233,2093,735,undefined,undefined
04/09/2019,10,1437,1018,934,1596,1375,1246,199,231,979,287,41,162,-1,422,779,1155,846,518,335,347,487,1879,577,1806,-1,564,188,1272,319,396,189,undefined,195,278,818,492,121,undefined,569,752,581,495,154,1003,203,943,237,143,237,284,445,305,-1,367,1095,1143,238,2110,662,undefined,undefined
04/09/2019,11,2092,1415,1371,1958,1621,1182,213,294,823,288,44,193,-1,424,951,1536,874,490,662,620,700,2057,680,1824,-1,790,193,1594,386,529,217,undefined,159,193,908,568,154,undefined,521,728,692,612,200,1424,241,1258,225,183,310,193,540,323,-1,454,910,1094,317,2546,752,undefined,undefined
04/09/2019,12,3243,2881,2154,2932,2300,2146,408,856,1625,537,132,436,-1,694,1577,2201,1905,742,1052,1045,1431,3319,1297,2461,-1,1195,261,1893,706,1111,388,undefined,378,435,2179,1111,331,undefined,1290,1189,924,760,237,2220,341,1981,401,249,383,298,991,448,-1,685,2348,1772,356,3134,1146,undefined,undefined
04/09/2019,13,3451,2918,2109,3152,1925,2317,362,688,1328,558,138,465,-1,671,1733,2214,1970,794,1026,906,1605,3533,1082,2487,-1,1124,282,1781,696,979,330,undefined,383,420,2123,970,320,undefined,1203,1279,984,642,261,2340,370,2392,456,215,412,313,920,402,-1,795,1984,1805,450,3115,1254,undefined,undefined
04/09/2019,14,2913,2146,1712,2501,1652,1820,259,297,943,319,62,193,-1,587,1523,1688,969,600,731,593,1136,2954,624,2067,-1,713,233,1438,689,779,307,undefined,176,236,1245,632,251,undefined,538,723,832,376,260,1816,253,1736,293,158,392,172,887,375,-1,652,1158,1296,414,2935,980,undefined,undefined
