Date,Hour,Bourke Street Mall (North),Bourke Street Mall (South),Melbourne Central,Town Hall (West),Princes Bridge,Flinders Street Station Underpass,Birrarung Marr,Webb Bridge,Southern Cross Station,Victoria Point,Waterfront City,New Quay,Flagstaff Station,Sandridge Bridge,State Library,Collins St (North),Collins Place (South),Collins Place (North),Chinatown-Swanston St (North),Chinatown-Lt Bourke St (South),Bourke St-Russell St (West),Flinders St-Elizabeth St (East),Spencer St-Collins St (South),Spencer St-Collins St (North),Melbourne Convention Exhibition Centre,QV Market-Elizabeth St (West),QV Market-Peel St,The Arts Centre,St Kilda Rd-Alexandra Gardens,Lonsdale St (South),Lygon St (West),City Square,Flinders St-Spring St (West),Flinders St-Spark La,Southbank,Queen St (West),Lygon St (East),Flinders St-Swanston St (West),Alfred Place,Lonsdale St-Spring St (West),Grattan St-Swanston St (West),Monash Rd-Swanston St (West),Tin Alley-Swanston St (West),Little Collins St-Swanston St (East),Pelham St (South),Melbourne Central-Elizabeth St (East),QVM-Queen St (East),QVM-Therry St (South),Faraday St-Lygon St (West),QVM-Franklin St (North),Elizabeth St-Lonsdale St (South),Lincoln-Swanston (W),Elizabeth St-La Trobe St (East),Lonsdale St - Elizabeth St (North),Bourke St Bridge,Bourke St - Spencer St (North),RMIT Bld 80 - 445 Swanston Street,Flinders La-Swanston St (West) Temporary,RMIT Building 14,380 Elizabeth St,La Trobe St (North)
15/09/2019,15,3051,1971,1932,2521,2128,1731,186,225,144,59,57,229,-1,684,1488,1078,247,133,871,714,1035,2515,251,1182,-1,1306,348,1986,640,867,455,undefined,91,150,1408,178,249,undefined,77,232,184,162,98,1386,102,1675,757,385,644,285,702,143,-1,481,211,706,203,2594,661,undefined,undefined
15/09/2019,16,2628,1638,2060,2311,1857,1381,113,196,128,44,50,219,-1,543,1392,907,234,132,756,576,930,2463,290,1134,-1,771,275,1871,405,772,388,undefined,72,98,1179,125,280,undefined,73,240,216,157,103,1324,130,1498,508,223,633,136,576,188,-1,446,212,692,192,2232,661,undefined,undefined
15/09/2019,17,2398,1318,1885,2242,1593,1314,89,189,122,60,42,191,-1,581,1431,613,207,100,865,772,1027,2530,223,1293,-1,557,174,1425,362,756,376,undefined,54,65,1139,104,176,undefined,87,191,215,178,85,1162,103,1433,288,132,454,178,654,205,-1,390,178,674,102,2060,658,undefined,undefined
15/09/2019,18,1591,707,1752,2157,1186,967,67,113,122,65,17,92,-1,425,1175,497,197,91,908,710,928,1813,191,1003,-1,473,145,1116,140,808,426,undefined,54,59,860,112,247,undefined,81,253,139,120,67,992,80,994,223,138,525,126,390,136,-1,373,140,633,23,1510,571,undefined,undefined
15/09/2019,19,763,372,1389,1232,444,666,16,48,59,28,4,19,-1,205,850,233,96,58,788,553,710,1391,148,717,-1,255,108,310,29,734,403,undefined,18,12,560,64,153,undefined,45,175,91,27,40,603,67,648,212,86,320,107,287,161,-1,263,41,393,3,822,317,undefined,undefined
15/09/2019,20,461,261,1401,1300,465,570,9,21,57,39,3,46,-1,225,793,375,138,35,529,564,752,1107,159,607,-1,349,69,276,42,629,356,undefined,45,36,491,56,199,undefined,39,83,101,81,52,729,50,561,124,102,256,93,236,120,-1,190,54,305,10,892,454,undefined,undefined
15/09/2019,21,303,221,924,722,881,614,30,41,39,10,6,67,-1,177,563,200,85,32,482,339,550,1124,152,412,-1,271,79,1128,91,595,312,undefined,10,25,572,73,112,undefined,60,86,75,75,44,720,36,396,80,102,237,60,184,100,-1,149,72,302,14,1078,290,undefined,undefined
15/09/2019,22,184,114,608,974,330,427,12,21,42,18,4,30,-1,186,367,80,83,30,232,303,410,870,131,379,-1,228,49,248,28,437,186,undefined,39,19,356,51,84,undefined,32,318,75,58,26,355,31,297,79,60,81,48,138,115,-1,96,28,185,10,533,192,undefined,undefined
15/09/2019,23,125,42,322,280,122,277,8,11,26,3,3,13,-1,112,136,51,34,8,125,97,241,467,47,224,-1,129,40,73,4,276,113,undefined,15,8,133,9,26,undefined,29,14,52,68,37,115,37,161,62,56,50,52,63,61,-1,59,25,119,5,234,82,undefined,undefined
16/09/2019,0,54,30,240,112,73,136,4,5,9,3,3,4,-1,60,70,31,17,6,38,36,159,158,28,92,-1,72,18,39,9,194,25,undefined,2,2,50,4,6,undefined,12,16,19,35,38,48,15,85,17,42,7,17,21,42,-1,37,18,71,8,128,51,undefined,undefined
16/09/2019,1,31,29,102,48,13,39,1,5,6,2,-1,2,-1,17,35,12,28,6,34,14,80,129,76,33,-1,59,6,7,1,121,25,undefined,1,2,19,1,7,undefined,6,9,14,4,2,15,11,53,16,27,4,9,15,20,-1,18,2,30,1,43,29,undefined,undefined
16/09/2019,2,21,10,32,22,25,47,1,1,4,3,4,4,-1,14,14,10,7,2,23,12,57,89,30,23,-1,35,7,27,3,70,15,undefined,2,3,9,12,5,undefined,5,4,9,-1,-1,17,32,20,11,8,2,3,9,10,-1,11,-1,15,-1,52,20,undefined,undefined
16/09/2019,3,10,8,46,32,43,16,-1,5,2,-1,1,4,-1,4,10,14,14,4,9,16,60,89,59,21,-1,27,-1,46,-1,62,-1,undefined,1,-1,11,1,1,undefined,4,10,12,-1,1,22,9,18,3,16,-1,18,8,-1,-1,10,4,12,-1,38,6,undefined,undefined
16/09/2019,4,14,16,28,29,71,44,6,2,12,1,1,2,-1,35,12,9,13,1,5,23,41,46,5,30,-1,13,1,59,5,57,22,undefined,4,3,16,5,10,undefined,5,2,1,-1,1,21,8,44,-1,10,5,8,4,6,-1,8,5,13,1,38,15,undefined,undefined
16/09/2019,5,21,12,74,80,104,274,19,32,89,42,6,19,-1,101,30,38,100,49,14,18,53,180,60,325,-1,37,3,101,30,48,10,undefined,16,25,107,20,5,undefined,19,27,9,5,2,48,7,73,10,18,2,4,20,13,-1,14,84,107,1,147,29,undefined,undefined
16/09/2019,6,89,74,154,181,385,943,93,96,590,100,10,57,-1,245,93,261,212,188,30,26,75,686,256,1112,-1,122,37,416,83,87,26,undefined,93,70,668,73,7,undefined,91,77,42,30,21,148,21,193,56,38,25,29,52,36,-1,92,439,400,32,405,110,undefined,undefined
16/09/2019,7,376,250,304,481,993,1971,294,304,2557,369,48,161,-1,709,296,469,926,752,61,90,186,1546,665,2385,-1,243,87,1094,229,157,111,undefined,231,135,888,228,38,undefined,308,282,117,139,50,496,59,516,145,52,89,68,224,87,-1,159,1677,1197,86,1050,312,undefined,undefined
16/09/2019,8,902,582,713,1017,2198,3893,602,477,4471,635,75,235,-1,1430,680,889,2221,1707,139,243,418,2918,1507,4560,-1,488,159,2217,359,364,155,undefined,508,295,1853,686,133,undefined,728,846,410,478,143,968,201,954,303,86,194,128,727,303,-1,433,3728,2345,378,2130,831,undefined,undefined
16/09/2019,9,1071,698,713,1114,1357,2139,223,246,2752,454,35,171,-1,711,699,946,1505,1015,138,223,420,2036,789,3015,-1,546,192,1441,255,323,136,undefined,420,225,1114,571,120,undefined,667,657,564,588,169,879,258,900,304,103,209,86,616,383,-1,404,2266,1655,378,1857,790,undefined,undefined
16/09/2019,10,1391,1108,1026,1439,1955,1145,127,129,876,257,60,114,-1,350,893,1075,879,465,348,313,517,1883,531,1588,-1,502,172,1486,295,415,166,undefined,196,172,949,492,144,undefined,361,516,566,453,178,804,191,956,239,164,262,112,570,304,-1,369,737,1138,524,1878,925,undefined,undefined
16/09/2019,11,2016,1502,1300,1813,1661,1235,198,186,696,261,48,49,-1,454,1023,1371,732,377,531,468,775,2124,607,1483,-1,648,136,1402,413,524,253,undefined,137,140,924,451,190,undefined,420,626,852,773,257,1095,199,1141,303,191,335,143,665,416,-1,309,640,970,485,2135,922,undefined,undefined
16/09/2019,12,3151,2470,2129,2749,2788,2084,405,647,1287,431,128,134,-1,665,1610,2097,1523,578,965,991,1419,2996,1231,2368,-1,1048,186,2461,694,1008,334,undefined,-1,294,1866,1060,296,undefined,1264,1002,872,724,214,1918,340,1848,387,281,525,170,1180,450,-1,659,1666,1506,456,3013,1370,undefined,undefined
16/09/2019,13,3433,2906,2014,2859,2055,2271,395,620,1111,425,134,59,-1,652,1775,2191,1662,595,950,805,1450,3403,1032,2332,-1,1064,275,1994,714,1014,373,undefined,-1,319,2181,890,279,undefined,1195,875,895,725,177,2184,314,2195,360,234,452,217,1082,474,-1,987,1335,1473,496,2902,1366,undefined,undefined
16/09/2019,14,2744,1967,1879,2476,2398,1724,192,253,810,311,46,16,-1,636,1590,1577,853,500,746,602,1064,2780,594,2047,-1,732,180,1790,544,723,273,undefined,-1,215,1318,651,230,undefined,549,579,626,468,141,1543,206,1742,280,162,390,152,841,353,-1,674,625,1100,586,2900,1439,undefined,undefined
16/09/2019,15,2632,1803,1747,2403,1925,2037,183,234,1236,281,23,29,-1,723,1503,1303,711,576,750,577,946,2880,569,2578,-1,606,157,1668,440,618,265,undefined,-1,168,1103,535,211,undefined,434,541,727,393,143,1298,211,1529,239,152,358,187,653,421,-1,580,852,1223,416,2721,1318,undefined,undefined
16/09/2019,16,2613,1770,1923,2487,2332,2973,302,398,2993,496,41,79,-1,977,1685,1320,839,1106,627,425,1096,3460,808,3762,-1,675,198,2461,548,649,234,undefined,-1,247,1402,514,187,undefined,481,528,656,240,170,1580,193,1818,289,147,363,194,761,392,-1,642,1879,1816,410,3034,1324,undefined,undefined
16/09/2019,17,3041,1729,2325,2879,3028,5303,570,608,4131,845,79,160,-1,1907,2030,1304,1339,1822,786,747,1371,4559,1252,5079,-1,765,270,3170,807,828,390,undefined,-1,330,2237,721,244,undefined,609,600,864,277,262,1904,253,2197,359,136,461,210,825,645,-1,760,2414,2583,339,3586,1487,undefined,undefined
16/09/2019,18,2253,1146,2146,2117,2076,2936,361,340,1681,382,77,181,-1,908,1767,816,681,827,973,697,1195,3518,592,2821,-1,724,188,2247,458,772,350,undefined,-1,245,1579,401,198,undefined,305,315,593,275,165,1398,180,1612,276,154,494,178,696,383,-1,562,927,1377,116,2527,1296,undefined,undefined
16/09/2019,19,1282,477,1950,1386,1498,1475,163,106,453,144,38,112,-1,433,1279,409,256,249,792,651,1060,2518,297,1290,-1,604,176,1245,259,690,431,undefined,-1,88,1001,233,165,undefined,123,209,368,234,115,931,130,1084,223,134,393,154,519,215,-1,394,313,645,25,1655,859,undefined,undefined
16/09/2019,20,666,358,1564,1000,726,1117,91,75,162,77,26,151,-1,291,1054,274,185,102,651,579,892,1849,184,844,-1,446,109,487,102,484,286,undefined,-1,67,606,160,156,undefined,107,131,350,218,89,774,88,669,153,131,304,93,330,246,-1,296,157,391,30,1150,670,undefined,undefined
16/09/2019,21,433,193,1178,761,699,710,28,59,95,37,11,86,-1,229,716,266,159,69,454,315,630,1253,178,649,-1,386,111,675,69,453,224,undefined,-1,21,401,118,100,undefined,37,59,211,181,70,525,77,549,133,95,255,92,234,153,-1,163,93,312,21,438,514,undefined,undefined
16/09/2019,22,195,107,672,423,1164,699,35,39,77,21,5,42,-1,237,322,130,114,52,253,238,403,1115,90,459,-1,226,68,919,60,334,152,undefined,-1,52,420,63,84,undefined,40,47,126,87,62,340,52,286,78,83,140,63,126,130,-1,109,47,257,9,-1,281,undefined,undefined
16/09/2019,23,134,44,390,184,220,404,156,16,32,8,-1,30,-1,192,157,63,55,37,113,129,277,716,75,236,-1,156,35,101,34,211,57,undefined,-1,49,175,19,25,undefined,28,29,60,37,19,156,37,172,49,94,36,31,53,43,-1,67,25,115,6,-1,187,undefined,undefined
17/09/2019,0,48,24,189,98,73,84,11,8,20,7,2,19,-1,48,61,28,19,9,59,41,115,182,41,104,-1,91,14,35,10,148,20,undefined,-1,8,59,21,6,undefined,10,21,17,11,7,54,10,62,22,58,7,12,29,18,-1,25,9,44,3,-1,67,undefined,undefined
17/09/2019,1,51,13,62,56,41,50,-1,1,5,4,1,3,-1,23,42,13,5,2,32,24,82,134,15,32,-1,58,10,24,16,81,9,undefined,-1,1,11,4,8,undefined,4,5,18,10,13,41,2,54,9,54,5,1,21,8,-1,11,7,34,1,-1,23,undefined,undefined
17/09/2019,2,19,10,54,19,29,31,6,1,5,-1,-1,3,-1,17,17,10,6,1,14,13,82,113,7,9,-1,36,4,18,3,31,4,undefined,-1,4,7,5,1,undefined,9,-1,9,1,-1,15,3,14,8,42,2,3,8,1,-1,5,5,25,-1,-1,18,undefined,undefined
17/09/2019,3,37,14,26,18,37,35,8,2,2,1,1,1,-1,11,12,13,3,-1,12,22,51,72,4,11,-1,42,2,46,2,30,11,undefined,-1,2,12,5,5,undefined,2,6,9,1,1,20,-1,32,7,25,3,6,3,-1,-1,8,1,13,2,-1,16,undefined,undefined
17/09/2019,4,19,10,29,29,64,46,6,8,9,4,-1,-1,-1,40,7,11,11,3,7,8,43,56,9,31,-1,35,6,63,8,17,7,undefined,-1,3,12,3,4,undefined,8,2,7,3,2,25,4,29,3,26,5,3,4,3,-1,6,2,15,2,-1,9,undefined,undefined
17/09/2019,5,21,17,54,67,129,263,38,38,93,36,5,20,-1,96,31,40,99,32,10,7,43,206,58,334,-1,62,11,131,34,23,20,undefined,-1,27,147,16,7,undefined,17,17,15,10,4,34,3,84,21,17,1,9,25,6,-1,13,66,108,3,-1,31,undefined,undefined
17/09/2019,6,142,94,193,224,461,1066,149,122,560,97,24,71,-1,300,93,210,265,217,41,35,91,751,292,1171,-1,152,54,481,148,105,35,undefined,-1,75,609,90,11,undefined,93,83,49,47,28,191,21,237,71,65,40,41,51,44,-1,86,394,412,37,-1,120,undefined,undefined
17/09/2019,7,437,295,347,531,1131,2007,440,374,2508,396,59,207,-1,770,297,494,988,822,91,120,236,1634,824,2551,-1,352,111,1058,316,176,96,undefined,-1,142,970,235,54,undefined,344,277,168,170,62,559,75,527,202,82,110,42,225,139,-1,158,1499,1310,91,-1,333,undefined,undefined
17/09/2019,8,968,662,797,1119,2182,4100,675,569,4116,685,106,195,-1,1532,726,978,2392,1781,169,284,428,2953,1580,4687,-1,709,231,2149,497,438,138,undefined,-1,327,1707,762,119,undefined,753,890,423,595,180,1121,191,1175,335,175,185,140,806,377,-1,411,3228,2346,380,-1,983,undefined,undefined
17/09/2019,9,898,763,911,1344,2020,2232,288,287,2727,466,54,26,-1,779,711,1010,1502,977,163,213,439,2351,926,3108,-1,704,288,1734,347,322,172,undefined,-1,219,913,564,114,undefined,693,609,560,503,215,941,261,975,459,185,253,118,567,529,-1,347,1834,1731,457,-1,836,undefined,undefined
17/09/2019,10,1356,1082,956,1619,1243,1284,172,217,845,325,40,2,-1,389,766,1171,969,533,318,305,502,1818,671,1647,-1,836,202,1268,374,326,214,undefined,-1,188,958,544,131,undefined,555,616,678,674,211,890,197,950,454,296,250,151,485,391,-1,372,771,1080,454,-1,1058,undefined,undefined
17/09/2019,11,1786,1564,1537,2012,1675,1379,154,243,733,217,62,9,-1,441,1004,1264,813,480,520,509,802,2130,592,1553,-1,1108,250,1350,473,489,247,undefined,-1,143,1172,522,131,undefined,563,604,680,676,259,1078,218,1171,489,415,306,254,680,357,-1,411,623,1161,457,-1,1039,undefined,undefined
17/09/2019,12,3086,2837,2254,2703,1851,2249,388,771,1419,464,127,66,-1,754,1702,2312,1834,643,995,956,1550,3005,1289,2390,-1,1697,327,1508,671,892,321,undefined,-1,358,2325,1144,306,undefined,1130,1134,864,874,272,2073,429,1871,707,668,418,290,1060,465,-1,691,1604,1680,400,-1,1552,undefined,undefined
17/09/2019,13,3517,2823,2143,2873,1951,2318,402,695,1271,454,119,71,-1,640,1675,2180,1927,661,915,853,1457,3315,1141,2468,-1,1794,359,1656,842,920,334,undefined,-1,403,2411,853,282,undefined,1210,1000,830,643,215,2334,366,2144,671,549,374,289,1075,460,-1,776,1258,1780,394,-1,1434,undefined,undefined
17/09/2019,14,2690,2152,1963,2663,1830,1997,316,291,901,288,83,58,-1,607,1624,1700,1033,600,804,559,1081,2886,700,2059,-1,940,272,1498,806,723,218,undefined,-1,215,1561,689,217,undefined,483,611,685,347,227,1809,224,1814,469,283,339,239,878,347,-1,575,655,1093,598,-1,1542,undefined,undefined
17/09/2019,15,2592,1823,1880,2509,1776,2235,243,293,1345,285,26,42,-1,758,1604,1507,816,634,728,577,1008,3142,575,2648,-1,821,161,1557,546,634,228,undefined,-1,210,1388,571,222,undefined,477,583,728,350,230,1669,200,1645,374,229,324,182,701,381,-1,531,982,1300,361,-1,1288,undefined,undefined
17/09/2019,16,2708,1876,1915,2658,2205,3226,457,443,2944,525,59,104,-1,1155,1679,1350,865,1135,672,528,1031,3748,924,4039,-1,701,202,1996,698,686,233,undefined,-1,221,1574,628,208,undefined,495,516,780,442,243,1614,262,1848,307,203,348,155,697,462,-1,623,2044,1867,401,-1,1342,undefined,undefined
17/09/2019,17,3070,1941,2309,3029,3110,5234,659,661,4116,868,123,177,-1,1896,2115,1292,1429,1782,865,686,1306,4667,1368,5291,-1,780,232,2861,826,913,386,undefined,-1,334,2286,770,260,undefined,681,652,853,557,279,2078,263,2185,340,181,465,192,971,619,-1,763,3037,2529,400,-1,1564,undefined,undefined
17/09/2019,18,2498,1396,2183,2401,2350,3104,468,371,1904,384,93,178,-1,1072,1797,921,800,763,1007,1112,1242,3714,664,3027,-1,758,201,2187,558,811,373,undefined,-1,212,1900,423,266,undefined,336,379,604,479,223,1474,214,1724,290,184,428,224,729,463,-1,700,1031,1435,106,-1,1285,undefined,undefined
17/09/2019,19,1288,651,2077,1549,1069,1549,166,142,609,146,43,96,-1,511,1348,481,294,296,860,764,1064,2639,396,1461,-1,682,159,1091,241,795,319,undefined,-1,98,972,238,197,undefined,251,198,415,365,117,1082,130,1179,214,126,358,164,631,321,-1,442,334,684,29,-1,1030,undefined,undefined
17/09/2019,20,701,334,1836,1025,978,1106,90,87,308,93,41,117,-1,366,1053,359,229,140,604,668,883,1997,246,982,-1,487,183,674,131,690,274,undefined,-1,65,767,229,199,undefined,102,193,262,278,103,855,84,799,167,119,313,112,499,229,-1,310,201,498,20,-1,688,undefined,undefined
17/09/2019,21,438,202,1241,770,1096,935,58,62,145,46,25,92,-1,325,732,290,131,78,448,461,741,1483,163,768,-1,352,78,1028,106,555,259,undefined,-1,49,577,133,121,undefined,103,108,190,185,85,657,83,524,136,96,256,86,276,128,-1,232,120,438,6,-1,563,undefined,undefined
17/09/2019,22,235,104,815,452,562,692,34,26,112,24,17,47,-1,240,402,164,114,61,284,294,476,1123,170,523,-1,233,45,345,80,366,154,undefined,-1,76,293,92,66,undefined,55,60,121,105,41,345,41,365,78,127,179,76,167,83,-1,120,82,288,19,-1,308,undefined,undefined
17/09/2019,23,85,43,374,209,235,397,29,29,42,9,10,39,-1,162,182,73,33,32,158,116,270,510,100,265,-1,155,36,109,38,231,106,undefined,-1,16,164,41,36,undefined,50,36,62,49,12,177,37,180,55,82,30,42,71,56,-1,57,31,161,5,-1,222,undefined,undefined
18/09/2019,0,66,21,226,92,104,151,16,7,15,6,-1,10,-1,76,81,46,40,8,81,49,155,220,33,100,-1,84,34,63,13,126,49,undefined,-1,8,101,21,11,undefined,7,13,40,18,5,79,13,91,31,64,3,20,27,45,-1,33,16,64,1,-1,58,undefined,undefined
18/09/2019,1,23,8,100,43,51,62,1,1,4,6,-1,3,-1,23,37,18,6,6,54,30,70,161,10,36,-1,78,5,18,8,75,10,undefined,-1,5,33,5,4,undefined,7,3,7,-1,-1,62,3,55,13,61,4,7,28,11,-1,18,4,39,3,-1,19,undefined,undefined
18/09/2019,2,9,9,47,32,44,61,3,3,3,1,-1,-1,-1,9,18,12,6,-1,31,29,65,113,11,26,-1,44,2,15,-1,42,26,undefined,-1,3,19,3,7,undefined,-1,3,4,1,-1,9,1,35,9,35,1,2,14,14,-1,7,2,31,1,-1,19,undefined,undefined
18/09/2019,3,12,16,25,14,41,26,-1,-1,-1,-1,1,1,-1,17,38,16,12,2,25,14,49,38,16,22,-1,28,22,42,2,34,7,undefined,-1,4,13,11,1,undefined,-1,5,4,-1,-1,10,1,20,5,18,1,4,5,-1,-1,6,-1,16,-1,-1,19,undefined,undefined
18/09/2019,4,10,9,21,29,57,39,3,6,9,3,-1,-1,-1,32,11,11,13,1,17,14,31,36,7,38,-1,23,5,70,3,32,3,undefined,-1,1,13,6,5,undefined,7,5,2,-1,1,13,1,26,3,14,2,6,7,1,-1,11,7,21,-1,-1,17,undefined,undefined
18/09/2019,5,24,12,61,72,123,243,30,33,72,48,6,22,-1,93,29,42,73,23,9,10,48,219,43,322,-1,33,15,133,47,23,26,undefined,-1,36,137,19,6,undefined,25,19,20,10,5,33,2,82,21,23,5,5,15,5,-1,16,78,129,2,-1,22,undefined,undefined
18/09/2019,6,105,65,189,205,377,1155,132,118,486,86,23,69,-1,331,100,201,247,234,34,48,85,712,240,1098,-1,117,40,417,139,73,40,undefined,-1,73,713,82,7,undefined,113,104,40,26,19,177,23,244,52,38,26,34,53,42,-1,75,421,400,20,-1,101,undefined,undefined
18/09/2019,7,400,262,405,571,1012,2047,445,333,2287,350,63,194,-1,762,345,542,828,689,85,100,255,1701,780,2474,-1,260,102,1067,302,165,105,undefined,-1,165,1002,285,40,undefined,323,259,171,172,65,631,65,552,137,66,95,77,209,108,-1,179,1724,1166,115,-1,287,undefined,undefined
18/09/2019,8,964,616,799,1310,2025,4324,662,571,4080,634,101,227,-1,1546,753,971,1907,1364,166,286,443,3327,1480,4341,-1,567,227,1961,461,356,191,undefined,-1,347,1763,866,97,undefined,702,837,440,508,160,1268,169,1041,318,98,201,146,703,307,-1,424,3371,2494,354,-1,918,undefined,undefined
18/09/2019,9,1125,796,809,1452,1581,2379,253,301,2570,442,81,37,-1,871,771,1031,1342,811,211,303,430,2399,887,2949,-1,556,190,1539,372,253,170,undefined,-1,234,1176,590,132,undefined,745,736,552,736,246,961,238,914,283,101,250,139,574,326,-1,397,2119,1691,280,-1,829,undefined,undefined
18/09/2019,10,1426,1120,1070,1685,1553,1208,190,197,877,300,58,14,-1,431,785,1054,953,529,266,302,592,1907,557,1815,-1,555,163,1423,406,423,225,undefined,-1,209,937,469,142,undefined,438,643,527,572,209,959,226,965,289,154,233,126,543,308,-1,404,806,1207,477,-1,1096,undefined,undefined
18/09/2019,11,2076,1631,1539,2055,1747,1296,283,265,831,269,79,30,-1,532,1026,1439,915,562,586,584,864,2211,640,1699,-1,808,201,1501,487,476,212,undefined,-1,197,1177,514,186,undefined,525,743,651,684,235,1213,255,1210,317,186,276,179,591,387,-1,452,783,1203,405,-1,925,undefined,undefined
18/09/2019,12,3325,2764,2211,2853,1977,2230,500,810,1646,455,197,116,-1,725,1786,2378,1867,796,965,987,1481,3317,1287,2545,-1,1337,258,1608,744,1061,375,undefined,-1,349,2789,1112,294,undefined,1189,1226,834,776,212,2007,326,1876,473,342,456,261,984,477,-1,755,1722,1653,289,-1,1492,undefined,undefined
18/09/2019,13,3456,3101,2399,3201,2107,2450,494,687,1450,499,171,93,-1,746,1952,2311,2021,753,997,846,1520,3553,1174,2602,-1,1189,251,1859,967,960,429,undefined,-1,442,2633,969,372,undefined,1214,1256,887,636,253,2345,403,2309,364,320,440,226,962,492,-1,798,1314,1735,360,-1,1467,undefined,undefined
18/09/2019,14,2957,2190,2087,2745,2264,2140,293,284,879,270,82,73,-1,652,1797,1662,1165,553,746,602,1189,2990,678,1911,-1,898,277,1723,735,703,351,undefined,-1,214,1515,699,232,undefined,572,628,795,470,244,1827,255,1754,434,187,393,206,777,412,-1,556,792,1244,554,-1,1499,undefined,undefined
18/09/2019,15,2814,1766,2018,2657,2024,2505,270,230,1397,297,84,77,-1,764,1643,1353,912,655,697,606,1039,3211,644,2693,-1,719,270,1630,603,702,281,undefined,-1,211,1441,562,215,undefined,472,728,813,537,274,1677,206,1717,398,193,305,184,770,447,-1,569,789,1403,374,-1,1136,undefined,undefined
18/09/2019,16,3031,2105,2201,2788,2259,3141,433,395,2979,546,72,114,-1,1039,1913,1455,828,1120,690,757,1207,3749,924,3723,-1,839,214,2072,728,708,334,undefined,-1,220,1545,596,220,undefined,557,665,729,559,256,1797,231,2031,408,253,392,164,739,489,-1,565,1781,1861,361,-1,1568,undefined,undefined
18/09/2019,17,3496,2014,2505,3150,3370,5157,710,717,4112,868,105,165,-1,1978,2209,1529,1395,1806,967,797,1401,4909,1235,5024,-1,1223,348,2928,935,943,428,undefined,-1,378,2470,847,235,undefined,552,724,1070,827,352,2057,254,2420,738,412,427,244,974,681,-1,741,2315,2447,440,-1,1585,undefined,undefined
18/09/2019,18,2869,1402,2586,2509,2497,3133,477,427,1846,388,113,204,-1,1126,2028,1093,787,863,1218,1181,1256,3994,661,2804,-1,1411,315,1878,690,1038,492,undefined,-1,229,1906,584,268,undefined,286,609,696,600,226,1595,191,2058,835,692,566,289,758,479,-1,666,1010,1449,115,-1,1445,undefined,undefined
18/09/2019,19,1774,741,2391,1703,1459,1871,224,222,577,162,72,165,-1,554,1512,561,296,315,1063,861,1102,2931,377,1694,-1,1257,300,1448,365,827,458,undefined,-1,79,1160,262,246,undefined,198,307,416,412,147,1139,109,1304,840,550,369,223,590,328,-1,566,351,800,29,-1,1091,undefined,undefined
18/09/2019,20,914,360,1824,1122,1107,1216,104,155,272,91,49,172,-1,406,1266,368,174,155,768,716,949,2136,231,1033,-1,1167,245,689,174,735,400,undefined,-1,86,743,238,211,undefined,81,226,344,275,113,1061,111,987,582,548,403,210,416,281,-1,396,203,613,32,-1,840,undefined,undefined
18/09/2019,21,599,293,1437,931,1123,1033,101,97,146,64,42,228,-1,343,878,296,136,87,569,538,752,1733,185,814,-1,747,195,943,139,582,345,undefined,-1,53,577,194,196,undefined,74,127,227,167,88,860,86,680,336,316,293,120,317,186,-1,232,112,449,38,-1,598,undefined,undefined
18/09/2019,22,321,174,865,562,730,763,61,54,87,44,42,87,-1,252,499,191,127,65,313,395,533,1232,142,555,-1,410,100,415,99,475,255,undefined,-1,63,369,104,77,undefined,69,361,144,120,44,497,52,403,152,187,199,117,208,122,-1,139,69,269,11,-1,357,undefined,undefined
18/09/2019,23,117,76,481,205,266,457,39,40,43,11,10,26,-1,193,202,58,58,50,135,191,351,637,71,323,-1,219,42,115,21,216,109,undefined,-1,31,144,46,48,undefined,32,41,79,73,21,233,26,213,74,170,42,41,97,50,-1,60,67,223,13,-1,202,undefined,undefined
19/09/2019,0,72,45,296,131,112,217,3,15,25,5,9,18,-1,67,85,73,15,18,71,73,225,209,46,166,-1,131,26,47,13,183,48,undefined,-1,10,67,26,9,undefined,3,17,67,21,9,80,17,193,26,118,21,36,42,34,-1,38,11,79,2,-1,87,undefined,undefined
19/09/2019,1,39,24,120,69,43,68,5,14,8,-1,6,15,-1,24,46,24,15,3,35,53,114,167,48,55,-1,68,11,27,13,80,28,undefined,-1,8,22,8,4,undefined,1,16,20,8,6,25,7,44,11,44,30,13,19,27,-1,17,10,74,1,-1,32,undefined,undefined
19/09/2019,2,45,16,43,16,24,73,4,7,5,2,-1,3,-1,15,11,28,8,2,30,20,86,80,47,36,-1,47,-1,22,12,76,17,undefined,-1,4,8,9,8,undefined,4,3,6,3,-1,32,1,39,7,21,10,16,17,5,-1,17,5,40,-1,-1,11,undefined,undefined
19/09/2019,3,16,20,27,17,45,18,2,4,5,-1,-1,-1,-1,8,19,8,3,-1,11,3,50,79,27,26,-1,23,2,47,2,30,10,undefined,-1,5,11,4,8,undefined,3,5,5,-1,-1,16,4,39,5,40,4,2,5,5,-1,5,2,11,-1,-1,4,undefined,undefined
19/09/2019,4,10,8,29,19,71,50,10,6,4,-1,-1,1,-1,34,6,12,6,1,18,15,44,58,1,40,-1,29,4,74,7,31,5,undefined,-1,2,14,1,3,undefined,7,1,5,1,2,17,3,35,3,29,-1,5,5,5,-1,7,7,14,-1,-1,12,undefined,undefined
