date,street,people_count,total_rain,rain_quality,max_temp,max_temp_quality,min_temp,min_temp_quality,solar_exp,WeekDay,population_annual,population_change_annual
31/07/2022,Bourke Street Mall (North),15434,0,N,14.7,Y,4.3,Y,4.8,6,5151000,1.78
31/07/2022,Spencer St-Collins St (North),12349,0,N,14.7,Y,4.3,Y,4.8,6,5151000,1.78
31/07/2022,Southern Cross Station,1661,0,N,14.7,Y,4.3,Y,4.8,6,5151000,1.78
31/07/2022,QV Market-Peel St,3203,0,N,14.7,Y,4.3,Y,4.8,6,5151000,1.78
31/07/2022,Melbourne Central,23363,0,N,14.7,Y,4.3,Y,4.8,6,5151000,1.78
31/07/2022,Collins Place (North),1410,0,N,14.7,Y,4.3,Y,4.8,6,5151000,1.78
31/07/2022,Chinatown-Swanston St (North),11123,0,N,14.7,Y,4.3,Y,4.8,6,5151000,1.78
30/07/2022,Spencer St-Collins St (North),15937,0,N,13,Y,2.1,Y,11.3,5,5151000,1.78
30/07/2022,Southern Cross Station,2540,0,N,13,Y,2.1,Y,11.3,5,5151000,1.78
30/07/2022,QV Market-Peel St,4457,0,N,13,Y,2.1,Y,11.3,5,5151000,1.78
30/07/2022,Melbourne Central,31828,0,N,13,Y,2.1,Y,11.3,5,5151000,1.78
30/07/2022,Collins Place (North),2248,0,N,13,Y,2.1,Y,11.3,5,5151000,1.78
30/07/2022,Chinatown-Swanston St (North),15223,0,N,13,Y,2.1,Y,11.3,5,5151000,1.78
30/07/2022,Bourke Street Mall (North),21160,0,N,13,Y,2.1,Y,11.3,5,5151000,1.78
29/07/2022,Collins Place (North),5204,1,N,12.7,Y,6.5,Y,11.2,4,5151000,1.78
29/07/2022,Chinatown-Swanston St (North),12257,1,N,12.7,Y,6.5,Y,11.2,4,5151000,1.78
29/07/2022,Bourke Street Mall (North),16796,1,N,12.7,Y,6.5,Y,11.2,4,5151000,1.78
29/07/2022,Melbourne Central,28332,1,N,12.7,Y,6.5,Y,11.2,4,5151000,1.78
29/07/2022,Spencer St-Collins St (North),20037,1,N,12.7,Y,6.5,Y,11.2,4,5151000,1.78
29/07/2022,QV Market-Peel St,3273,1,N,12.7,Y,6.5,Y,11.2,4,5151000,1.78
29/07/2022,Southern Cross Station,7028,1,N,12.7,Y,6.5,Y,11.2,4,5151000,1.78
28/07/2022,Spencer St-Collins St (North),19435,1,N,13.2,Y,9.3,Y,9.3,3,5151000,1.78
28/07/2022,Southern Cross Station,8941,1,N,13.2,Y,9.3,Y,9.3,3,5151000,1.78
28/07/2022,QV Market-Peel St,2679,1,N,13.2,Y,9.3,Y,9.3,3,5151000,1.78
28/07/2022,Melbourne Central,21934,1,N,13.2,Y,9.3,Y,9.3,3,5151000,1.78
28/07/2022,Collins Place (North),5549,1,N,13.2,Y,9.3,Y,9.3,3,5151000,1.78
28/07/2022,Chinatown-Swanston St (North),8642,1,N,13.2,Y,9.3,Y,9.3,3,5151000,1.78
28/07/2022,Bourke Street Mall (North),15550,1,N,13.2,Y,9.3,Y,9.3,3,5151000,1.78
27/07/2022,Collins Place (North),5298,3,N,15.3,Y,9.3,Y,7.7,2,5151000,1.78
27/07/2022,Bourke Street Mall (North),14540,3,N,15.3,Y,9.3,Y,7.7,2,5151000,1.78
27/07/2022,Chinatown-Swanston St (North),8122,3,N,15.3,Y,9.3,Y,7.7,2,5151000,1.78
27/07/2022,Spencer St-Collins St (North),19160,3,N,15.3,Y,9.3,Y,7.7,2,5151000,1.78
27/07/2022,Melbourne Central,22192,3,N,15.3,Y,9.3,Y,7.7,2,5151000,1.78
27/07/2022,QV Market-Peel St,3206,3,N,15.3,Y,9.3,Y,7.7,2,5151000,1.78
27/07/2022,Southern Cross Station,9103,3,N,15.3,Y,9.3,Y,7.7,2,5151000,1.78
26/07/2022,Collins Place (North),5744,4.4,N,13.2,Y,8.8,Y,6.4,1,5151000,1.78
26/07/2022,Bourke Street Mall (North),14101,4.4,N,13.2,Y,8.8,Y,6.4,1,5151000,1.78
26/07/2022,Chinatown-Swanston St (North),8194,4.4,N,13.2,Y,8.8,Y,6.4,1,5151000,1.78
26/07/2022,Spencer St-Collins St (North),18576,4.4,N,13.2,Y,8.8,Y,6.4,1,5151000,1.78
26/07/2022,Melbourne Central,21048,4.4,N,13.2,Y,8.8,Y,6.4,1,5151000,1.78
26/07/2022,Southern Cross Station,9268,4.4,N,13.2,Y,8.8,Y,6.4,1,5151000,1.78
26/07/2022,QV Market-Peel St,2418,4.4,N,13.2,Y,8.8,Y,6.4,1,5151000,1.78
25/07/2022,Spencer St-Collins St (North),17335,0,N,16.8,Y,8.1,Y,5.1,0,5151000,1.78
25/07/2022,Southern Cross Station,7236,0,N,16.8,Y,8.1,Y,5.1,0,5151000,1.78
25/07/2022,QV Market-Peel St,1645,0,N,16.8,Y,8.1,Y,5.1,0,5151000,1.78
25/07/2022,Melbourne Central,19601,0,N,16.8,Y,8.1,Y,5.1,0,5151000,1.78
25/07/2022,Collins Place (North),4344,0,N,16.8,Y,8.1,Y,5.1,0,5151000,1.78
25/07/2022,Chinatown-Swanston St (North),7147,0,N,16.8,Y,8.1,Y,5.1,0,5151000,1.78
25/07/2022,Bourke Street Mall (North),12800,0,N,16.8,Y,8.1,Y,5.1,0,5151000,1.78
24/07/2022,Collins Place (North),1486,7.8,N,19.3,Y,10.4,Y,10.1,6,5151000,1.78
24/07/2022,Chinatown-Swanston St (North),13078,7.8,N,19.3,Y,10.4,Y,10.1,6,5151000,1.78
24/07/2022,Bourke Street Mall (North),20092,7.8,N,19.3,Y,10.4,Y,10.1,6,5151000,1.78
24/07/2022,Melbourne Central,27334,7.8,N,19.3,Y,10.4,Y,10.1,6,5151000,1.78
24/07/2022,Southern Cross Station,2100,7.8,N,19.3,Y,10.4,Y,10.1,6,5151000,1.78
24/07/2022,Spencer St-Collins St (North),13937,7.8,N,19.3,Y,10.4,Y,10.1,6,5151000,1.78
24/07/2022,QV Market-Peel St,4104,7.8,N,19.3,Y,10.4,Y,10.1,6,5151000,1.78
23/07/2022,Collins Place (North),1618,1.2,N,14.5,Y,8.1,Y,5.1,5,5151000,1.78
23/07/2022,Bourke Street Mall (North),21269,1.2,N,14.5,Y,8.1,Y,5.1,5,5151000,1.78
23/07/2022,Chinatown-Swanston St (North),13956,1.2,N,14.5,Y,8.1,Y,5.1,5,5151000,1.78
23/07/2022,Melbourne Central,28014,1.2,N,14.5,Y,8.1,Y,5.1,5,5151000,1.78
23/07/2022,QV Market-Peel St,3822,1.2,N,14.5,Y,8.1,Y,5.1,5,5151000,1.78
23/07/2022,Southern Cross Station,2399,1.2,N,14.5,Y,8.1,Y,5.1,5,5151000,1.78
23/07/2022,Spencer St-Collins St (North),16770,1.2,N,14.5,Y,8.1,Y,5.1,5,5151000,1.78
22/07/2022,Spencer St-Collins St (North),20693,0,N,19,Y,3.4,Y,9.9,4,5151000,1.78
22/07/2022,Southern Cross Station,8186,0,N,19,Y,3.4,Y,9.9,4,5151000,1.78
22/07/2022,QV Market-Peel St,3066,0,N,19,Y,3.4,Y,9.9,4,5151000,1.78
22/07/2022,Collins Place (North),5213,0,N,19,Y,3.4,Y,9.9,4,5151000,1.78
22/07/2022,Chinatown-Swanston St (North),13113,0,N,19,Y,3.4,Y,9.9,4,5151000,1.78
22/07/2022,Bourke Street Mall (North),19411,0,N,19,Y,3.4,Y,9.9,4,5151000,1.78
22/07/2022,Melbourne Central,28262,0,N,19,Y,3.4,Y,9.9,4,5151000,1.78
21/07/2022,Bourke Street Mall (North),17171,0,N,13.8,Y,1.2,Y,10.5,3,5151000,1.78
21/07/2022,Spencer St-Collins St (North),19324,0,N,13.8,Y,1.2,Y,10.5,3,5151000,1.78
21/07/2022,Southern Cross Station,9906,0,N,13.8,Y,1.2,Y,10.5,3,5151000,1.78
21/07/2022,QV Market-Peel St,2895,0,N,13.8,Y,1.2,Y,10.5,3,5151000,1.78
21/07/2022,Melbourne Central,23881,0,N,13.8,Y,1.2,Y,10.5,3,5151000,1.78
21/07/2022,Collins Place (North),5727,0,N,13.8,Y,1.2,Y,10.5,3,5151000,1.78
21/07/2022,Chinatown-Swanston St (North),9992,0,N,13.8,Y,1.2,Y,10.5,3,5151000,1.78
20/07/2022,Melbourne Central,24631,0.2,N,11.2,Y,0.8,Y,10.4,2,5151000,1.78
20/07/2022,Bourke Street Mall (North),16711,0.2,N,11.2,Y,0.8,Y,10.4,2,5151000,1.78
20/07/2022,Chinatown-Swanston St (North),10102,0.2,N,11.2,Y,0.8,Y,10.4,2,5151000,1.78
20/07/2022,Collins Place (North),5525,0.2,N,11.2,Y,0.8,Y,10.4,2,5151000,1.78
20/07/2022,Spencer St-Collins St (North),21104,0.2,N,11.2,Y,0.8,Y,10.4,2,5151000,1.78
20/07/2022,QV Market-Peel St,3676,0.2,N,11.2,Y,0.8,Y,10.4,2,5151000,1.78
20/07/2022,Southern Cross Station,10851,0.2,N,11.2,Y,0.8,Y,10.4,2,5151000,1.78
19/07/2022,Melbourne Central,24976,0,N,12.8,Y,3.8,Y,9.8,1,5151000,1.78
19/07/2022,Bourke Street Mall (North),17503,0,N,12.8,Y,3.8,Y,9.8,1,5151000,1.78
19/07/2022,Chinatown-Swanston St (North),10053,0,N,12.8,Y,3.8,Y,9.8,1,5151000,1.78
19/07/2022,Collins Place (North),6000,0,N,12.8,Y,3.8,Y,9.8,1,5151000,1.78
19/07/2022,QV Market-Peel St,2939,0,N,12.8,Y,3.8,Y,9.8,1,5151000,1.78
19/07/2022,Southern Cross Station,11148,0,N,12.8,Y,3.8,Y,9.8,1,5151000,1.78
19/07/2022,Spencer St-Collins St (North),20622,0,N,12.8,Y,3.8,Y,9.8,1,5151000,1.78
18/07/2022,Melbourne Central,21875,4,N,11.4,Y,7.2,Y,8.3,0,5151000,1.78
18/07/2022,Chinatown-Swanston St (North),9164,4,N,11.4,Y,7.2,Y,8.3,0,5151000,1.78
18/07/2022,Collins Place (North),4594,4,N,11.4,Y,7.2,Y,8.3,0,5151000,1.78
18/07/2022,Bourke Street Mall (North),16290,4,N,11.4,Y,7.2,Y,8.3,0,5151000,1.78
18/07/2022,QV Market-Peel St,1914,4,N,11.4,Y,7.2,Y,8.3,0,5151000,1.78
18/07/2022,Southern Cross Station,8415,4,N,11.4,Y,7.2,Y,8.3,0,5151000,1.78
18/07/2022,Spencer St-Collins St (North),18290,4,N,11.4,Y,7.2,Y,8.3,0,5151000,1.78
17/07/2022,Spencer St-Collins St (North),13380,0,N,15.8,Y,9.1,Y,5.2,6,5151000,1.78
17/07/2022,Southern Cross Station,1730,0,N,15.8,Y,9.1,Y,5.2,6,5151000,1.78
17/07/2022,QV Market-Peel St,3646,0,N,15.8,Y,9.1,Y,5.2,6,5151000,1.78
17/07/2022,Melbourne Central,13213,0,N,15.8,Y,9.1,Y,5.2,6,5151000,1.78
17/07/2022,Collins Place (North),1112,0,N,15.8,Y,9.1,Y,5.2,6,5151000,1.78
17/07/2022,Chinatown-Swanston St (North),11966,0,N,15.8,Y,9.1,Y,5.2,6,5151000,1.78
17/07/2022,Bourke Street Mall (North),18566,0,N,15.8,Y,9.1,Y,5.2,6,5151000,1.78
16/07/2022,QV Market-Peel St,3945,0,N,13.8,Y,8.1,Y,6.4,5,5151000,1.78
16/07/2022,Spencer St-Collins St (North),17419,0,N,13.8,Y,8.1,Y,6.4,5,5151000,1.78
16/07/2022,Southern Cross Station,2373,0,N,13.8,Y,8.1,Y,6.4,5,5151000,1.78
16/07/2022,Bourke Street Mall (North),22873,0,N,13.8,Y,8.1,Y,6.4,5,5151000,1.78
16/07/2022,Melbourne Central,31277,0,N,13.8,Y,8.1,Y,6.4,5,5151000,1.78
16/07/2022,Chinatown-Swanston St (North),15093,0,N,13.8,Y,8.1,Y,6.4,5,5151000,1.78
16/07/2022,Collins Place (North),2376,0,N,13.8,Y,8.1,Y,6.4,5,5151000,1.78
15/07/2022,Spencer St-Collins St (North),21890,0,N,15.5,Y,7.2,Y,8.5,4,5151000,1.78
15/07/2022,Southern Cross Station,9144,0,N,15.5,Y,7.2,Y,8.5,4,5151000,1.78
15/07/2022,QV Market-Peel St,3194,0,N,15.5,Y,7.2,Y,8.5,4,5151000,1.78
15/07/2022,Melbourne Central,28519,0,N,15.5,Y,7.2,Y,8.5,4,5151000,1.78
15/07/2022,Collins Place (North),5796,0,N,15.5,Y,7.2,Y,8.5,4,5151000,1.78
15/07/2022,Chinatown-Swanston St (North),13203,0,N,15.5,Y,7.2,Y,8.5,4,5151000,1.78
15/07/2022,Bourke Street Mall (North),21444,0,N,15.5,Y,7.2,Y,8.5,4,5151000,1.78
14/07/2022,Melbourne Central,23333,1.6,N,12.6,Y,7.5,Y,7.6,3,5151000,1.78
14/07/2022,Chinatown-Swanston St (North),10402,1.6,N,12.6,Y,7.5,Y,7.6,3,5151000,1.78
14/07/2022,Collins Place (North),6185,1.6,N,12.6,Y,7.5,Y,7.6,3,5151000,1.78
14/07/2022,Bourke Street Mall (North),18871,1.6,N,12.6,Y,7.5,Y,7.6,3,5151000,1.78
14/07/2022,QV Market-Peel St,2686,1.6,N,12.6,Y,7.5,Y,7.6,3,5151000,1.78
14/07/2022,Spencer St-Collins St (North),19255,1.6,N,12.6,Y,7.5,Y,7.6,3,5151000,1.78
14/07/2022,Southern Cross Station,11208,1.6,N,12.6,Y,7.5,Y,7.6,3,5151000,1.78
13/07/2022,Melbourne Central,21354,1.6,N,12.4,Y,7.1,Y,8.2,2,5151000,1.78
13/07/2022,Chinatown-Swanston St (North),8960,1.6,N,12.4,Y,7.1,Y,8.2,2,5151000,1.78
13/07/2022,Collins Place (North),5391,1.6,N,12.4,Y,7.1,Y,8.2,2,5151000,1.78
13/07/2022,Bourke Street Mall (North),17377,1.6,N,12.4,Y,7.1,Y,8.2,2,5151000,1.78
13/07/2022,QV Market-Peel St,2713,1.6,N,12.4,Y,7.1,Y,8.2,2,5151000,1.78
13/07/2022,Southern Cross Station,11166,1.6,N,12.4,Y,7.1,Y,8.2,2,5151000,1.78
13/07/2022,Spencer St-Collins St (North),20694,1.6,N,12.4,Y,7.1,Y,8.2,2,5151000,1.78
12/07/2022,Spencer St-Collins St (North),19794,1.2,N,11,Y,8,Y,5.1,1,5151000,1.78
12/07/2022,Southern Cross Station,10988,1.2,N,11,Y,8,Y,5.1,1,5151000,1.78
12/07/2022,QV Market-Peel St,0,1.2,N,11,Y,8,Y,5.1,1,5151000,1.78
12/07/2022,Melbourne Central,18598,1.2,N,11,Y,8,Y,5.1,1,5151000,1.78
12/07/2022,Collins Place (North),5179,1.2,N,11,Y,8,Y,5.1,1,5151000,1.78
12/07/2022,Chinatown-Swanston St (North),8298,1.2,N,11,Y,8,Y,5.1,1,5151000,1.78
12/07/2022,Bourke Street Mall (North),14102,1.2,N,11,Y,8,Y,5.1,1,5151000,1.78
11/07/2022,QV Market-Peel St,0,0,N,14,Y,5.8,Y,9.4,0,5151000,1.78
11/07/2022,Collins Place (North),4859,0,N,14,Y,5.8,Y,9.4,0,5151000,1.78
11/07/2022,Melbourne Central,19877,0,N,14,Y,5.8,Y,9.4,0,5151000,1.78
11/07/2022,Bourke Street Mall (North),15947,0,N,14,Y,5.8,Y,9.4,0,5151000,1.78
11/07/2022,Southern Cross Station,8369,0,N,14,Y,5.8,Y,9.4,0,5151000,1.78
11/07/2022,Chinatown-Swanston St (North),8922,0,N,14,Y,5.8,Y,9.4,0,5151000,1.78
11/07/2022,Spencer St-Collins St (North),16970,0,N,14,Y,5.8,Y,9.4,0,5151000,1.78
10/07/2022,Southern Cross Station,1925,0.6,N,15.9,Y,3.8,Y,8.4,6,5151000,1.78
10/07/2022,QV Market-Peel St,0,0.6,N,15.9,Y,3.8,Y,8.4,6,5151000,1.78
10/07/2022,Melbourne Central,25551,0.6,N,15.9,Y,3.8,Y,8.4,6,5151000,1.78
10/07/2022,Collins Place (North),1393,0.6,N,15.9,Y,3.8,Y,8.4,6,5151000,1.78
10/07/2022,Chinatown-Swanston St (North),13179,0.6,N,15.9,Y,3.8,Y,8.4,6,5151000,1.78
10/07/2022,Bourke Street Mall (North),19475,0.6,N,15.9,Y,3.8,Y,8.4,6,5151000,1.78
10/07/2022,Spencer St-Collins St (North),13438,0.6,N,15.9,Y,3.8,Y,8.4,6,5151000,1.78
9/07/2022,Collins Place (North),2262,5.8,N,12.9,Y,7.6,Y,7,5,5151000,1.78
9/07/2022,Bourke Street Mall (North),24461,5.8,N,12.9,Y,7.6,Y,7,5,5151000,1.78
9/07/2022,Chinatown-Swanston St (North),15429,5.8,N,12.9,Y,7.6,Y,7,5,5151000,1.78
9/07/2022,Southern Cross Station,2676,5.8,N,12.9,Y,7.6,Y,7,5,5151000,1.78
9/07/2022,Melbourne Central,31902,5.8,N,12.9,Y,7.6,Y,7,5,5151000,1.78
9/07/2022,QV Market-Peel St,0,5.8,N,12.9,Y,7.6,Y,7,5,5151000,1.78
9/07/2022,Spencer St-Collins St (North),16901,5.8,N,12.9,Y,7.6,Y,7,5,5151000,1.78
8/07/2022,Collins Place (North),4627,2.4,N,11.9,Y,8.2,Y,5.4,4,5151000,1.78
8/07/2022,Bourke Street Mall (North),19762,2.4,N,11.9,Y,8.2,Y,5.4,4,5151000,1.78
8/07/2022,Chinatown-Swanston St (North),5016,2.4,N,11.9,Y,8.2,Y,5.4,4,5151000,1.78
8/07/2022,Spencer St-Collins St (North),21290,2.4,N,11.9,Y,8.2,Y,5.4,4,5151000,1.78
8/07/2022,Melbourne Central,26739,2.4,N,11.9,Y,8.2,Y,5.4,4,5151000,1.78
8/07/2022,QV Market-Peel St,0,2.4,N,11.9,Y,8.2,Y,5.4,4,5151000,1.78
8/07/2022,Southern Cross Station,7280,2.4,N,11.9,Y,8.2,Y,5.4,4,5151000,1.78
7/07/2022,Spencer St-Collins St (North),21082,0.4,N,13.9,Y,4.9,Y,8.4,3,5151000,1.78
7/07/2022,Southern Cross Station,10930,0.4,N,13.9,Y,4.9,Y,8.4,3,5151000,1.78
7/07/2022,QV Market-Peel St,1260,0.4,N,13.9,Y,4.9,Y,8.4,3,5151000,1.78
7/07/2022,Melbourne Central,25782,0.4,N,13.9,Y,4.9,Y,8.4,3,5151000,1.78
7/07/2022,Collins Place (North),6255,0.4,N,13.9,Y,4.9,Y,8.4,3,5151000,1.78
7/07/2022,Chinatown-Swanston St (North),0,0.4,N,13.9,Y,4.9,Y,8.4,3,5151000,1.78
7/07/2022,Bourke Street Mall (North),20254,0.4,N,13.9,Y,4.9,Y,8.4,3,5151000,1.78
6/07/2022,Collins Place (North),6281,0,N,17.6,Y,3.1,Y,9.6,2,5151000,1.78
6/07/2022,Bourke Street Mall (North),20579,0,N,17.6,Y,3.1,Y,9.6,2,5151000,1.78
6/07/2022,Chinatown-Swanston St (North),0,0,N,17.6,Y,3.1,Y,9.6,2,5151000,1.78
6/07/2022,Melbourne Central,28034,0,N,17.6,Y,3.1,Y,9.6,2,5151000,1.78
6/07/2022,QV Market-Peel St,5271,0,N,17.6,Y,3.1,Y,9.6,2,5151000,1.78
6/07/2022,Spencer St-Collins St (North),20572,0,N,17.6,Y,3.1,Y,9.6,2,5151000,1.78
6/07/2022,Southern Cross Station,11626,0,N,17.6,Y,3.1,Y,9.6,2,5151000,1.78
5/07/2022,Spencer St-Collins St (North),21140,0,N,15,Y,7.5,Y,9.3,1,5151000,1.78
5/07/2022,Southern Cross Station,11605,0,N,15,Y,7.5,Y,9.3,1,5151000,1.78
5/07/2022,QV Market-Peel St,2748,0,N,15,Y,7.5,Y,9.3,1,5151000,1.78
5/07/2022,Melbourne Central,23978,0,N,15,Y,7.5,Y,9.3,1,5151000,1.78
5/07/2022,Collins Place (North),6397,0,N,15,Y,7.5,Y,9.3,1,5151000,1.78
5/07/2022,Chinatown-Swanston St (North),0,0,N,15,Y,7.5,Y,9.3,1,5151000,1.78
5/07/2022,Bourke Street Mall (North),19006,0,N,15,Y,7.5,Y,9.3,1,5151000,1.78
4/07/2022,Collins Place (North),5174,0,N,13.3,Y,4.6,Y,9.5,0,5151000,1.78
4/07/2022,Bourke Street Mall (North),18500,0,N,13.3,Y,4.6,Y,9.5,0,5151000,1.78
4/07/2022,Chinatown-Swanston St (North),0,0,N,13.3,Y,4.6,Y,9.5,0,5151000,1.78
4/07/2022,Spencer St-Collins St (North),19049,0,N,13.3,Y,4.6,Y,9.5,0,5151000,1.78
4/07/2022,Melbourne Central,23267,0,N,13.3,Y,4.6,Y,9.5,0,5151000,1.78
4/07/2022,Southern Cross Station,8784,0,N,13.3,Y,4.6,Y,9.5,0,5151000,1.78
4/07/2022,QV Market-Peel St,1944,0,N,13.3,Y,4.6,Y,9.5,0,5151000,1.78
3/07/2022,Collins Place (North),1510,0,N,13.2,Y,3.7,Y,8.8,6,5151000,1.78
3/07/2022,Bourke Street Mall (North),19639,0,N,13.2,Y,3.7,Y,8.8,6,5151000,1.78
3/07/2022,Chinatown-Swanston St (North),0,0,N,13.2,Y,3.7,Y,8.8,6,5151000,1.78
3/07/2022,Spencer St-Collins St (North),14541,0,N,13.2,Y,3.7,Y,8.8,6,5151000,1.78
3/07/2022,Melbourne Central,26351,0,N,13.2,Y,3.7,Y,8.8,6,5151000,1.78
3/07/2022,QV Market-Peel St,4294,0,N,13.2,Y,3.7,Y,8.8,6,5151000,1.78
3/07/2022,Southern Cross Station,5344,0,N,13.2,Y,3.7,Y,8.8,6,5151000,1.78
2/07/2022,Southern Cross Station,6638,0,N,12.5,Y,7,Y,6.8,5,5151000,1.78
2/07/2022,QV Market-Peel St,4311,0,N,12.5,Y,7,Y,6.8,5,5151000,1.78
2/07/2022,Melbourne Central,36099,0,N,12.5,Y,7,Y,6.8,5,5151000,1.78
2/07/2022,Collins Place (North),2594,0,N,12.5,Y,7,Y,6.8,5,5151000,1.78
2/07/2022,Chinatown-Swanston St (North),0,0,N,12.5,Y,7,Y,6.8,5,5151000,1.78
2/07/2022,Bourke Street Mall (North),23469,0,N,12.5,Y,7,Y,6.8,5,5151000,1.78
2/07/2022,Spencer St-Collins St (North),17301,0,N,12.5,Y,7,Y,6.8,5,5151000,1.78
1/07/2022,Chinatown-Swanston St (North),0,0,N,12.5,Y,5.9,Y,5.4,4,5151000,1.78
1/07/2022,Bourke Street Mall (North),20550,0,N,12.5,Y,5.9,Y,5.4,4,5151000,1.78
1/07/2022,Spencer St-Collins St (North),23293,0,N,12.5,Y,5.9,Y,5.4,4,5151000,1.78
1/07/2022,Southern Cross Station,10829,0,N,12.5,Y,5.9,Y,5.4,4,5151000,1.78
1/07/2022,QV Market-Peel St,2642,0,N,12.5,Y,5.9,Y,5.4,4,5151000,1.78
1/07/2022,Melbourne Central,28015,0,N,12.5,Y,5.9,Y,5.4,4,5151000,1.78
1/07/2022,Collins Place (North),5668,0,N,12.5,Y,5.9,Y,5.4,4,5151000,1.78
30/06/2022,Melbourne Central,24710,0,N,14.1,Y,4.3,Y,9.1,3,5151000,1.78
30/06/2022,Bourke Street Mall (North),20726,0,N,14.1,Y,4.3,Y,9.1,3,5151000,1.78
30/06/2022,Collins Place (North),6442,0,N,14.1,Y,4.3,Y,9.1,3,5151000,1.78
30/06/2022,Chinatown-Swanston St (North),0,0,N,14.1,Y,4.3,Y,9.1,3,5151000,1.78
30/06/2022,QV Market-Peel St,2571,0,N,14.1,Y,4.3,Y,9.1,3,5151000,1.78
30/06/2022,Southern Cross Station,11974,0,N,14.1,Y,4.3,Y,9.1,3,5151000,1.78
30/06/2022,Spencer St-Collins St (North),21336,0,N,14.1,Y,4.3,Y,9.1,3,5151000,1.78
29/06/2022,Spencer St-Collins St (North),19905,0,N,11.7,Y,6.6,Y,7.3,2,5151000,1.78
29/06/2022,Southern Cross Station,11680,0,N,11.7,Y,6.6,Y,7.3,2,5151000,1.78
29/06/2022,QV Market-Peel St,4177,0,N,11.7,Y,6.6,Y,7.3,2,5151000,1.78
29/06/2022,Melbourne Central,25107,0,N,11.7,Y,6.6,Y,7.3,2,5151000,1.78
29/06/2022,Collins Place (North),6397,0,N,11.7,Y,6.6,Y,7.3,2,5151000,1.78
29/06/2022,Chinatown-Swanston St (North),0,0,N,11.7,Y,6.6,Y,7.3,2,5151000,1.78
29/06/2022,Bourke Street Mall (North),18727,0,N,11.7,Y,6.6,Y,7.3,2,5151000,1.78
28/06/2022,Collins Place (North),6478,0.2,N,13.4,Y,6,Y,6.7,1,5151000,1.78
28/06/2022,Bourke Street Mall (North),18520,0.2,N,13.4,Y,6,Y,6.7,1,5151000,1.78
28/06/2022,Chinatown-Swanston St (North),0,0.2,N,13.4,Y,6,Y,6.7,1,5151000,1.78
28/06/2022,QV Market-Peel St,2582,0.2,N,13.4,Y,6,Y,6.7,1,5151000,1.78
28/06/2022,Spencer St-Collins St (North),19445,0.2,N,13.4,Y,6,Y,6.7,1,5151000,1.78
28/06/2022,Melbourne Central,22501,0.2,N,13.4,Y,6,Y,6.7,1,5151000,1.78
28/06/2022,Southern Cross Station,12151,0.2,N,13.4,Y,6,Y,6.7,1,5151000,1.78
27/06/2022,Melbourne Central,22046,5.4,N,12.8,Y,6.2,Y,7.1,0,5151000,1.78
27/06/2022,Bourke Street Mall (North),17467,5.4,N,12.8,Y,6.2,Y,7.1,0,5151000,1.78
27/06/2022,Collins Place (North),5010,5.4,N,12.8,Y,6.2,Y,7.1,0,5151000,1.78
27/06/2022,Chinatown-Swanston St (North),355,5.4,N,12.8,Y,6.2,Y,7.1,0,5151000,1.78
27/06/2022,QV Market-Peel St,1883,5.4,N,12.8,Y,6.2,Y,7.1,0,5151000,1.78
27/06/2022,Southern Cross Station,8944,5.4,N,12.8,Y,6.2,Y,7.1,0,5151000,1.78
27/06/2022,Spencer St-Collins St (North),17497,5.4,N,12.8,Y,6.2,Y,7.1,0,5151000,1.78
26/06/2022,Spencer St-Collins St (North),11743,0,N,13.1,Y,10.7,Y,5.6,6,5151000,1.78
26/06/2022,Southern Cross Station,1226,0,N,13.1,Y,10.7,Y,5.6,6,5151000,1.78
26/06/2022,QV Market-Peel St,3299,0,N,13.1,Y,10.7,Y,5.6,6,5151000,1.78
26/06/2022,Melbourne Central,22946,0,N,13.1,Y,10.7,Y,5.6,6,5151000,1.78
26/06/2022,Collins Place (North),1061,0,N,13.1,Y,10.7,Y,5.6,6,5151000,1.78
26/06/2022,Chinatown-Swanston St (North),11271,0,N,13.1,Y,10.7,Y,5.6,6,5151000,1.78
26/06/2022,Bourke Street Mall (North),17164,0,N,13.1,Y,10.7,Y,5.6,6,5151000,1.78
25/06/2022,Chinatown-Swanston St (North),15589,0.2,N,16.2,Y,9.4,Y,9.2,5,5151000,1.78
25/06/2022,Melbourne Central,32314,0.2,N,16.2,Y,9.4,Y,9.2,5,5151000,1.78
25/06/2022,Bourke Street Mall (North),24895,0.2,N,16.2,Y,9.4,Y,9.2,5,5151000,1.78
25/06/2022,Collins Place (North),2316,0.2,N,16.2,Y,9.4,Y,9.2,5,5151000,1.78
25/06/2022,Southern Cross Station,2874,0.2,N,16.2,Y,9.4,Y,9.2,5,5151000,1.78
25/06/2022,QV Market-Peel St,4515,0.2,N,16.2,Y,9.4,Y,9.2,5,5151000,1.78
25/06/2022,Spencer St-Collins St (North),17455,0.2,N,16.2,Y,9.4,Y,9.2,5,5151000,1.78
24/06/2022,Spencer St-Collins St (North),22762,4.8,N,17.3,Y,11.7,Y,7.1,4,5151000,1.78
24/06/2022,Southern Cross Station,9292,4.8,N,17.3,Y,11.7,Y,7.1,4,5151000,1.78
24/06/2022,QV Market-Peel St,2691,4.8,N,17.3,Y,11.7,Y,7.1,4,5151000,1.78
24/06/2022,Melbourne Central,26812,4.8,N,17.3,Y,11.7,Y,7.1,4,5151000,1.78
