date,street,people_count,total_rain,rain_quality,max_temp,max_temp_quality,min_temp,min_temp_quality,solar_exp,WeekDay,population_annual,population_change_annual
12/04/2022,Collins Place (North),6733,0,N,17.7,Y,13,Y,8.2,1,5151000,1.78
12/04/2022,Chinatown-Swanston St (North),10141,0,N,17.7,Y,13,Y,8.2,1,5151000,1.78
12/04/2022,Bourke Street Mall (North),20643,0,N,17.7,Y,13,Y,8.2,1,5151000,1.78
12/04/2022,Melbourne Central,25620,0,N,17.7,Y,13,Y,8.2,1,5151000,1.78
12/04/2022,Spencer St-Collins St (North),19486,0,N,17.7,Y,13,Y,8.2,1,5151000,1.78
12/04/2022,Southern Cross Station,11684,0,N,17.7,Y,13,Y,8.2,1,5151000,1.78
12/04/2022,QV Market-Peel St,2844,0,N,17.7,Y,13,Y,8.2,1,5151000,1.78
11/04/2022,Chinatown-Swanston St (North),10380,1.4,N,18.8,Y,14.2,Y,8.2,0,5151000,1.78
11/04/2022,Collins Place (North),5308,1.4,N,18.8,Y,14.2,Y,8.2,0,5151000,1.78
11/04/2022,Bourke Street Mall (North),21105,1.4,N,18.8,Y,14.2,Y,8.2,0,5151000,1.78
11/04/2022,QV Market-Peel St,1947,1.4,N,18.8,Y,14.2,Y,8.2,0,5151000,1.78
11/04/2022,Southern Cross Station,8370,1.4,N,18.8,Y,14.2,Y,8.2,0,5151000,1.78
11/04/2022,Spencer St-Collins St (North),18202,1.4,N,18.8,Y,14.2,Y,8.2,0,5151000,1.78
11/04/2022,Melbourne Central,25833,1.4,N,18.8,Y,14.2,Y,8.2,0,5151000,1.78
10/04/2022,Spencer St-Collins St (North),24722,0,N,26.7,Y,16.7,Y,15.3,6,5151000,1.78
10/04/2022,Southern Cross Station,2617,0,N,26.7,Y,16.7,Y,15.3,6,5151000,1.78
10/04/2022,QV Market-Peel St,3443,0,N,26.7,Y,16.7,Y,15.3,6,5151000,1.78
10/04/2022,Melbourne Central,29407,0,N,26.7,Y,16.7,Y,15.3,6,5151000,1.78
10/04/2022,Collins Place (North),1914,0,N,26.7,Y,16.7,Y,15.3,6,5151000,1.78
10/04/2022,Chinatown-Swanston St (North),12603,0,N,26.7,Y,16.7,Y,15.3,6,5151000,1.78
10/04/2022,Bourke Street Mall (North),20232,0,N,26.7,Y,16.7,Y,15.3,6,5151000,1.78
9/04/2022,Chinatown-Swanston St (North),14700,0,N,25.1,Y,16.3,Y,9.5,5,5151000,1.78
9/04/2022,Bourke Street Mall (North),25646,0,N,25.1,Y,16.3,Y,9.5,5,5151000,1.78
9/04/2022,Southern Cross Station,3482,0,N,25.1,Y,16.3,Y,9.5,5,5151000,1.78
9/04/2022,QV Market-Peel St,3877,0,N,25.1,Y,16.3,Y,9.5,5,5151000,1.78
9/04/2022,Melbourne Central,34171,0,N,25.1,Y,16.3,Y,9.5,5,5151000,1.78
9/04/2022,Collins Place (North),2783,0,N,25.1,Y,16.3,Y,9.5,5,5151000,1.78
9/04/2022,Spencer St-Collins St (North),27817,0,N,25.1,Y,16.3,Y,9.5,5,5151000,1.78
8/04/2022,Chinatown-Swanston St (North),12375,0,N,23.4,Y,12.3,Y,14.3,4,5151000,1.78
8/04/2022,Melbourne Central,28457,0,N,23.4,Y,12.3,Y,14.3,4,5151000,1.78
8/04/2022,Bourke Street Mall (North),22013,0,N,23.4,Y,12.3,Y,14.3,4,5151000,1.78
8/04/2022,Collins Place (North),6428,0,N,23.4,Y,12.3,Y,14.3,4,5151000,1.78
8/04/2022,QV Market-Peel St,2877,0,N,23.4,Y,12.3,Y,14.3,4,5151000,1.78
8/04/2022,Southern Cross Station,9264,0,N,23.4,Y,12.3,Y,14.3,4,5151000,1.78
8/04/2022,Spencer St-Collins St (North),27067,0,N,23.4,Y,12.3,Y,14.3,4,5151000,1.78
7/04/2022,Spencer St-Collins St (North),21970,0,N,22.8,Y,11.3,Y,13.6,3,5151000,1.78
7/04/2022,Southern Cross Station,12787,0,N,22.8,Y,11.3,Y,13.6,3,5151000,1.78
7/04/2022,QV Market-Peel St,2851,0,N,22.8,Y,11.3,Y,13.6,3,5151000,1.78
7/04/2022,Melbourne Central,24750,0,N,22.8,Y,11.3,Y,13.6,3,5151000,1.78
7/04/2022,Collins Place (North),6957,0,N,22.8,Y,11.3,Y,13.6,3,5151000,1.78
7/04/2022,Chinatown-Swanston St (North),10122,0,N,22.8,Y,11.3,Y,13.6,3,5151000,1.78
7/04/2022,Bourke Street Mall (North),20230,0,N,22.8,Y,11.3,Y,13.6,3,5151000,1.78
6/04/2022,Bourke Street Mall (North),17678,0,N,22.3,Y,13.6,Y,10.9,2,5151000,1.78
6/04/2022,Southern Cross Station,12560,0,N,22.3,Y,13.6,Y,10.9,2,5151000,1.78
6/04/2022,Collins Place (North),6933,0,N,22.3,Y,13.6,Y,10.9,2,5151000,1.78
6/04/2022,Chinatown-Swanston St (North),8284,0,N,22.3,Y,13.6,Y,10.9,2,5151000,1.78
6/04/2022,Spencer St-Collins St (North),18964,0,N,22.3,Y,13.6,Y,10.9,2,5151000,1.78
6/04/2022,Melbourne Central,21949,0,N,22.3,Y,13.6,Y,10.9,2,5151000,1.78
6/04/2022,QV Market-Peel St,2892,0,N,22.3,Y,13.6,Y,10.9,2,5151000,1.78
5/04/2022,Melbourne Central,20918,0,N,19.9,Y,11.9,Y,12.7,1,5151000,1.78
5/04/2022,Bourke Street Mall (North),16467,0,N,19.9,Y,11.9,Y,12.7,1,5151000,1.78
5/04/2022,Collins Place (North),6678,0,N,19.9,Y,11.9,Y,12.7,1,5151000,1.78
5/04/2022,Chinatown-Swanston St (North),8231,0,N,19.9,Y,11.9,Y,12.7,1,5151000,1.78
5/04/2022,QV Market-Peel St,2432,0,N,19.9,Y,11.9,Y,12.7,1,5151000,1.78
5/04/2022,Southern Cross Station,12294,0,N,19.9,Y,11.9,Y,12.7,1,5151000,1.78
5/04/2022,Spencer St-Collins St (North),19374,0,N,19.9,Y,11.9,Y,12.7,1,5151000,1.78
4/04/2022,Spencer St-Collins St (North),15241,1.8,N,18.4,Y,14.9,Y,5.8,0,5151000,1.78
4/04/2022,Southern Cross Station,9104,1.8,N,18.4,Y,14.9,Y,5.8,0,5151000,1.78
4/04/2022,QV Market-Peel St,1567,1.8,N,18.4,Y,14.9,Y,5.8,0,5151000,1.78
4/04/2022,Melbourne Central,19189,1.8,N,18.4,Y,14.9,Y,5.8,0,5151000,1.78
4/04/2022,Collins Place (North),5097,1.8,N,18.4,Y,14.9,Y,5.8,0,5151000,1.78
4/04/2022,Chinatown-Swanston St (North),7626,1.8,N,18.4,Y,14.9,Y,5.8,0,5151000,1.78
4/04/2022,Bourke Street Mall (North),15726,1.8,N,18.4,Y,14.9,Y,5.8,0,5151000,1.78
3/04/2022,Chinatown-Swanston St (North),10660,1.2,N,17.8,Y,14.5,Y,5.5,6,5151000,1.78
3/04/2022,Melbourne Central,22763,1.2,N,17.8,Y,14.5,Y,5.5,6,5151000,1.78
3/04/2022,Collins Place (North),1600,1.2,N,17.8,Y,14.5,Y,5.5,6,5151000,1.78
3/04/2022,Bourke Street Mall (North),18927,1.2,N,17.8,Y,14.5,Y,5.5,6,5151000,1.78
3/04/2022,QV Market-Peel St,4083,1.2,N,17.8,Y,14.5,Y,5.5,6,5151000,1.78
3/04/2022,Spencer St-Collins St (North),13805,1.2,N,17.8,Y,14.5,Y,5.5,6,5151000,1.78
3/04/2022,Southern Cross Station,6895,1.2,N,17.8,Y,14.5,Y,5.5,6,5151000,1.78
2/04/2022,Spencer St-Collins St (North),12987,0.4,N,18.2,Y,13.4,Y,4.9,5,5151000,1.78
2/04/2022,Southern Cross Station,2075,0.4,N,18.2,Y,13.4,Y,4.9,5,5151000,1.78
2/04/2022,QV Market-Peel St,4053,0.4,N,18.2,Y,13.4,Y,4.9,5,5151000,1.78
2/04/2022,Melbourne Central,28216,0.4,N,18.2,Y,13.4,Y,4.9,5,5151000,1.78
2/04/2022,Collins Place (North),2601,0.4,N,18.2,Y,13.4,Y,4.9,5,5151000,1.78
2/04/2022,Chinatown-Swanston St (North),13559,0.4,N,18.2,Y,13.4,Y,4.9,5,5151000,1.78
2/04/2022,Bourke Street Mall (North),24428,0.4,N,18.2,Y,13.4,Y,4.9,5,5151000,1.78
1/04/2022,Melbourne Central,24869,0,N,19.1,Y,12.8,Y,12.3,4,5151000,1.78
1/04/2022,Bourke Street Mall (North),20725,0,N,19.1,Y,12.8,Y,12.3,4,5151000,1.78
1/04/2022,Chinatown-Swanston St (North),10998,0,N,19.1,Y,12.8,Y,12.3,4,5151000,1.78
1/04/2022,Collins Place (North),5829,0,N,19.1,Y,12.8,Y,12.3,4,5151000,1.78
1/04/2022,Southern Cross Station,8352,0,N,19.1,Y,12.8,Y,12.3,4,5151000,1.78
1/04/2022,QV Market-Peel St,2832,0,N,19.1,Y,12.8,Y,12.3,4,5151000,1.78
1/04/2022,Spencer St-Collins St (North),17143,0,N,19.1,Y,12.8,Y,12.3,4,5151000,1.78
31/03/2022,Melbourne Central,21382,0,N,21.7,N,13.5,N,12.9,3,5151000,1.78
31/03/2022,Bourke Street Mall (North),18190,0,N,21.7,N,13.5,N,12.9,3,5151000,1.78
31/03/2022,Chinatown-Swanston St (North),8337,0,N,21.7,N,13.5,N,12.9,3,5151000,1.78
31/03/2022,Collins Place (North),6031,0,N,21.7,N,13.5,N,12.9,3,5151000,1.78
31/03/2022,Southern Cross Station,11749,0,N,21.7,N,13.5,N,12.9,3,5151000,1.78
31/03/2022,QV Market-Peel St,2557,0,N,21.7,N,13.5,N,12.9,3,5151000,1.78
31/03/2022,Spencer St-Collins St (North),18575,0,N,21.7,N,13.5,N,12.9,3,5151000,1.78
30/03/2022,Spencer St-Collins St (North),17526,0,N,20.4,N,15.9,N,12.2,2,5151000,1.78
30/03/2022,Southern Cross Station,6125,0,N,20.4,N,15.9,N,12.2,2,5151000,1.78
30/03/2022,QV Market-Peel St,2670,0,N,20.4,N,15.9,N,12.2,2,5151000,1.78
30/03/2022,Melbourne Central,20579,0,N,20.4,N,15.9,N,12.2,2,5151000,1.78
30/03/2022,Collins Place (North),5890,0,N,20.4,N,15.9,N,12.2,2,5151000,1.78
30/03/2022,Chinatown-Swanston St (North),7547,0,N,20.4,N,15.9,N,12.2,2,5151000,1.78
30/03/2022,Bourke Street Mall (North),16466,0,N,20.4,N,15.9,N,12.2,2,5151000,1.78
29/03/2022,Melbourne Central,19532,0,N,20,N,15.6,N,8.2,1,5151000,1.78
29/03/2022,Bourke Street Mall (North),15089,0,N,20,N,15.6,N,8.2,1,5151000,1.78
29/03/2022,Chinatown-Swanston St (North),6976,0,N,20,N,15.6,N,8.2,1,5151000,1.78
29/03/2022,Collins Place (North),5777,0,N,20,N,15.6,N,8.2,1,5151000,1.78
29/03/2022,QV Market-Peel St,2375,0,N,20,N,15.6,N,8.2,1,5151000,1.78
29/03/2022,Spencer St-Collins St (North),16745,0,N,20,N,15.6,N,8.2,1,5151000,1.78
29/03/2022,Southern Cross Station,0,0,N,20,N,15.6,N,8.2,1,5151000,1.78
28/03/2022,Spencer St-Collins St (North),15330,0,N,24.4,N,16.3,N,10.3,0,5151000,1.78
28/03/2022,Southern Cross Station,0,0,N,24.4,N,16.3,N,10.3,0,5151000,1.78
28/03/2022,QV Market-Peel St,1622,0,N,24.4,N,16.3,N,10.3,0,5151000,1.78
28/03/2022,Melbourne Central,18614,0,N,24.4,N,16.3,N,10.3,0,5151000,1.78
28/03/2022,Collins Place (North),4791,0,N,24.4,N,16.3,N,10.3,0,5151000,1.78
28/03/2022,Chinatown-Swanston St (North),7248,0,N,24.4,N,16.3,N,10.3,0,5151000,1.78
28/03/2022,Bourke Street Mall (North),14860,0,N,24.4,N,16.3,N,10.3,0,5151000,1.78
27/03/2022,Bourke Street Mall (North),19115,0,N,29.1,N,12.4,N,17.6,6,5151000,1.78
27/03/2022,Melbourne Central,22917,0,N,29.1,N,12.4,N,17.6,6,5151000,1.78
27/03/2022,Collins Place (North),1647,0,N,29.1,N,12.4,N,17.6,6,5151000,1.78
27/03/2022,Chinatown-Swanston St (North),10845,0,N,29.1,N,12.4,N,17.6,6,5151000,1.78
27/03/2022,QV Market-Peel St,3298,0,N,29.1,N,12.4,N,17.6,6,5151000,1.78
27/03/2022,Spencer St-Collins St (North),11819,0,N,29.1,N,12.4,N,17.6,6,5151000,1.78
27/03/2022,Southern Cross Station,0,0,N,29.1,N,12.4,N,17.6,6,5151000,1.78
26/03/2022,Melbourne Central,29353,0,N,22.3,N,11.1,N,18.4,5,5151000,1.78
26/03/2022,Bourke Street Mall (North),26298,0,N,22.3,N,11.1,N,18.4,5,5151000,1.78
26/03/2022,Collins Place (North),3117,0,N,22.3,N,11.1,N,18.4,5,5151000,1.78
26/03/2022,Chinatown-Swanston St (North),13839,0,N,22.3,N,11.1,N,18.4,5,5151000,1.78
26/03/2022,QV Market-Peel St,4113,0,N,22.3,N,11.1,N,18.4,5,5151000,1.78
26/03/2022,Southern Cross Station,385,0,N,22.3,N,11.1,N,18.4,5,5151000,1.78
26/03/2022,Spencer St-Collins St (North),15475,0,N,22.3,N,11.1,N,18.4,5,5151000,1.78
25/03/2022,Spencer St-Collins St (North),17763,0,Y,20.4,N,14,Y,12.2,4,5151000,1.78
25/03/2022,Southern Cross Station,7968,0,Y,20.4,N,14,Y,12.2,4,5151000,1.78
25/03/2022,QV Market-Peel St,3060,0,Y,20.4,N,14,Y,12.2,4,5151000,1.78
25/03/2022,Melbourne Central,26230,0,Y,20.4,N,14,Y,12.2,4,5151000,1.78
25/03/2022,Collins Place (North),6003,0,Y,20.4,N,14,Y,12.2,4,5151000,1.78
25/03/2022,Chinatown-Swanston St (North),10482,0,Y,20.4,N,14,Y,12.2,4,5151000,1.78
25/03/2022,Bourke Street Mall (North),21051,0,Y,20.4,N,14,Y,12.2,4,5151000,1.78
24/03/2022,Chinatown-Swanston St (North),8331,0,N,20.3,Y,14.4,N,17.5,3,5151000,1.78
24/03/2022,Melbourne Central,22284,0,N,20.3,Y,14.4,N,17.5,3,5151000,1.78
24/03/2022,Bourke Street Mall (North),17938,0,N,20.3,Y,14.4,N,17.5,3,5151000,1.78
24/03/2022,Collins Place (North),6384,0,N,20.3,Y,14.4,N,17.5,3,5151000,1.78
24/03/2022,QV Market-Peel St,2525,0,N,20.3,Y,14.4,N,17.5,3,5151000,1.78
24/03/2022,Spencer St-Collins St (North),19528,0,N,20.3,Y,14.4,N,17.5,3,5151000,1.78
24/03/2022,Southern Cross Station,10511,0,N,20.3,Y,14.4,N,17.5,3,5151000,1.78
23/03/2022,Spencer St-Collins St (North),18349,1.2,N,19.5,N,13.6,N,14.5,2,5151000,1.78
23/03/2022,Southern Cross Station,10183,1.2,N,19.5,N,13.6,N,14.5,2,5151000,1.78
23/03/2022,QV Market-Peel St,2546,1.2,N,19.5,N,13.6,N,14.5,2,5151000,1.78
23/03/2022,Melbourne Central,21288,1.2,N,19.5,N,13.6,N,14.5,2,5151000,1.78
23/03/2022,Collins Place (North),6486,1.2,N,19.5,N,13.6,N,14.5,2,5151000,1.78
23/03/2022,Chinatown-Swanston St (North),7686,1.2,N,19.5,N,13.6,N,14.5,2,5151000,1.78
23/03/2022,Bourke Street Mall (North),16311,1.2,N,19.5,N,13.6,N,14.5,2,5151000,1.78
22/03/2022,Melbourne Central,18750,0,N,22.2,N,18.2,N,6,1,5151000,1.78
22/03/2022,Chinatown-Swanston St (North),6766,0,N,22.2,N,18.2,N,6,1,5151000,1.78
22/03/2022,Collins Place (North),5974,0,N,22.2,N,18.2,N,6,1,5151000,1.78
22/03/2022,Bourke Street Mall (North),14219,0,N,22.2,N,18.2,N,6,1,5151000,1.78
22/03/2022,QV Market-Peel St,2203,0,N,22.2,N,18.2,N,6,1,5151000,1.78
22/03/2022,Spencer St-Collins St (North),17644,0,N,22.2,N,18.2,N,6,1,5151000,1.78
22/03/2022,Southern Cross Station,9821,0,N,22.2,N,18.2,N,6,1,5151000,1.78
21/03/2022,Melbourne Central,19108,0,N,28.3,N,17.7,N,19,0,5151000,1.78
21/03/2022,Chinatown-Swanston St (North),7181,0,N,28.3,N,17.7,N,19,0,5151000,1.78
21/03/2022,Collins Place (North),5010,0,N,28.3,N,17.7,N,19,0,5151000,1.78
21/03/2022,Bourke Street Mall (North),14514,0,N,28.3,N,17.7,N,19,0,5151000,1.78
21/03/2022,QV Market-Peel St,1612,0,N,28.3,N,17.7,N,19,0,5151000,1.78
21/03/2022,Southern Cross Station,7318,0,N,28.3,N,17.7,N,19,0,5151000,1.78
21/03/2022,Spencer St-Collins St (North),15681,0,N,28.3,N,17.7,N,19,0,5151000,1.78
20/03/2022,Spencer St-Collins St (North),10012,0,N,25,N,15.7,N,16.7,6,5151000,1.78
20/03/2022,Southern Cross Station,1489,0,N,25,N,15.7,N,16.7,6,5151000,1.78
20/03/2022,QV Market-Peel St,3172,0,N,25,N,15.7,N,16.7,6,5151000,1.78
20/03/2022,Melbourne Central,23585,0,N,25,N,15.7,N,16.7,6,5151000,1.78
20/03/2022,Collins Place (North),1663,0,N,25,N,15.7,N,16.7,6,5151000,1.78
20/03/2022,Chinatown-Swanston St (North),10215,0,N,25,N,15.7,N,16.7,6,5151000,1.78
20/03/2022,Bourke Street Mall (North),18777,0,N,25,N,15.7,N,16.7,6,5151000,1.78
19/03/2022,QV Market-Peel St,3640,0,N,30.3,N,13.5,N,19.5,5,5151000,1.78
19/03/2022,Chinatown-Swanston St (North),13444,0,N,30.3,N,13.5,N,19.5,5,5151000,1.78
19/03/2022,Melbourne Central,29044,0,N,30.3,N,13.5,N,19.5,5,5151000,1.78
19/03/2022,Collins Place (North),2725,0,N,30.3,N,13.5,N,19.5,5,5151000,1.78
19/03/2022,Southern Cross Station,2053,0,N,30.3,N,13.5,N,19.5,5,5151000,1.78
19/03/2022,Spencer St-Collins St (North),14042,0,N,30.3,N,13.5,N,19.5,5,5151000,1.78
19/03/2022,Bourke Street Mall (North),24812,0,N,30.3,N,13.5,N,19.5,5,5151000,1.78
18/03/2022,Southern Cross Station,8365,0,N,21.7,N,19.1,N,8.9,4,5151000,1.78
18/03/2022,QV Market-Peel St,2633,0,N,21.7,N,19.1,N,8.9,4,5151000,1.78
18/03/2022,Melbourne Central,25446,0,N,21.7,N,19.1,N,8.9,4,5151000,1.78
18/03/2022,Collins Place (North),5416,0,N,21.7,N,19.1,N,8.9,4,5151000,1.78
18/03/2022,Chinatown-Swanston St (North),9783,0,N,21.7,N,19.1,N,8.9,4,5151000,1.78
18/03/2022,Bourke Street Mall (North),20480,0,N,21.7,N,19.1,N,8.9,4,5151000,1.78
18/03/2022,Spencer St-Collins St (North),19326,0,N,21.7,N,19.1,N,8.9,4,5151000,1.78
17/03/2022,Bourke Street Mall (North),18226,0,N,29.2,N,17.7,N,12.2,3,5151000,1.78
17/03/2022,Spencer St-Collins St (North),18471,0,N,29.2,N,17.7,N,12.2,3,5151000,1.78
17/03/2022,Southern Cross Station,9940,0,N,29.2,N,17.7,N,12.2,3,5151000,1.78
17/03/2022,QV Market-Peel St,2533,0,N,29.2,N,17.7,N,12.2,3,5151000,1.78
17/03/2022,Melbourne Central,22235,0,N,29.2,N,17.7,N,12.2,3,5151000,1.78
17/03/2022,Collins Place (North),6331,0,N,29.2,N,17.7,N,12.2,3,5151000,1.78
17/03/2022,Chinatown-Swanston St (North),8471,0,N,29.2,N,17.7,N,12.2,3,5151000,1.78
16/03/2022,QV Market-Peel St,2496,0,N,23.2,N,18.9,N,8.8,2,5151000,1.78
16/03/2022,Spencer St-Collins St (North),17303,0,N,23.2,N,18.9,N,8.8,2,5151000,1.78
16/03/2022,Southern Cross Station,10032,0,N,23.2,N,18.9,N,8.8,2,5151000,1.78
16/03/2022,Collins Place (North),6290,0,N,23.2,N,18.9,N,8.8,2,5151000,1.78
16/03/2022,Melbourne Central,20737,0,N,23.2,N,18.9,N,8.8,2,5151000,1.78
16/03/2022,Chinatown-Swanston St (North),7264,0,N,23.2,N,18.9,N,8.8,2,5151000,1.78
16/03/2022,Bourke Street Mall (North),15390,0,N,23.2,N,18.9,N,8.8,2,5151000,1.78
15/03/2022,Southern Cross Station,9378,2,N,27.5,N,18.3,N,15.8,1,5151000,1.78
15/03/2022,Collins Place (North),6345,2,N,27.5,N,18.3,N,15.8,1,5151000,1.78
15/03/2022,QV Market-Peel St,2292,2,N,27.5,N,18.3,N,15.8,1,5151000,1.78
15/03/2022,Melbourne Central,19659,2,N,27.5,N,18.3,N,15.8,1,5151000,1.78
15/03/2022,Spencer St-Collins St (North),16329,2,N,27.5,N,18.3,N,15.8,1,5151000,1.78
15/03/2022,Chinatown-Swanston St (North),7007,2,N,27.5,N,18.3,N,15.8,1,5151000,1.78
15/03/2022,Bourke Street Mall (North),14239,2,N,27.5,N,18.3,N,15.8,1,5151000,1.78
14/03/2022,Spencer St-Collins St (North),11237,0.4,N,28,N,16.4,N,19,0,5151000,1.78
14/03/2022,Southern Cross Station,2601,0.4,N,28,N,16.4,N,19,0,5151000,1.78
14/03/2022,QV Market-Peel St,1612,0.4,N,28,N,16.4,N,19,0,5151000,1.78
14/03/2022,Melbourne Central,29057,0.4,N,28,N,16.4,N,19,0,5151000,1.78
14/03/2022,Collins Place (North),1195,0.4,N,28,N,16.4,N,19,0,5151000,1.78
14/03/2022,Chinatown-Swanston St (North),13918,0.4,N,28,N,16.4,N,19,0,5151000,1.78
14/03/2022,Bourke Street Mall (North),19804,0.4,N,28,N,16.4,N,19,0,5151000,1.78
13/03/2022,Melbourne Central,30827,0,N,29.8,N,14,N,20.5,6,5151000,1.78
13/03/2022,Spencer St-Collins St (North),13772,0,N,29.8,N,14,N,20.5,6,5151000,1.78
13/03/2022,Collins Place (North),1775,0,N,29.8,N,14,N,20.5,6,5151000,1.78
13/03/2022,Bourke Street Mall (North),22287,0,N,29.8,N,14,N,20.5,6,5151000,1.78
13/03/2022,Chinatown-Swanston St (North),14417,0,N,29.8,N,14,N,20.5,6,5151000,1.78
13/03/2022,Southern Cross Station,1753,0,N,29.8,N,14,N,20.5,6,5151000,1.78
13/03/2022,QV Market-Peel St,3602,0,N,29.8,N,14,N,20.5,6,5151000,1.78
12/03/2022,Spencer St-Collins St (North),14529,0,N,22.6,N,11.7,N,21.4,5,5151000,1.78
12/03/2022,Southern Cross Station,2064,0,N,22.6,N,11.7,N,21.4,5,5151000,1.78
12/03/2022,QV Market-Peel St,3769,0,N,22.6,N,11.7,N,21.4,5,5151000,1.78
12/03/2022,Melbourne Central,34664,0,N,22.6,N,11.7,N,21.4,5,5151000,1.78
12/03/2022,Collins Place (North),2537,0,N,22.6,N,11.7,N,21.4,5,5151000,1.78
12/03/2022,Chinatown-Swanston St (North),15124,0,N,22.6,N,11.7,N,21.4,5,5151000,1.78
12/03/2022,Bourke Street Mall (North),25632,0,N,22.6,N,11.7,N,21.4,5,5151000,1.78
11/03/2022,Collins Place (North),4547,0,N,20.3,N,12,N,18.2,4,5151000,1.78
11/03/2022,Melbourne Central,27104,0,N,20.3,N,12,N,18.2,4,5151000,1.78
11/03/2022,Bourke Street Mall (North),16617,0,N,20.3,N,12,N,18.2,4,5151000,1.78
11/03/2022,Chinatown-Swanston St (North),10723,0,N,20.3,N,12,N,18.2,4,5151000,1.78
11/03/2022,Spencer St-Collins St (North),16600,0,N,20.3,N,12,N,18.2,4,5151000,1.78
11/03/2022,QV Market-Peel St,2778,0,N,20.3,N,12,N,18.2,4,5151000,1.78
11/03/2022,Southern Cross Station,5679,0,N,20.3,N,12,N,18.2,4,5151000,1.78
10/03/2022,Melbourne Central,23218,0,N,20.4,N,11.8,N,19.3,3,5151000,1.78
10/03/2022,Chinatown-Swanston St (North),8485,0,N,20.4,N,11.8,N,19.3,3,5151000,1.78
10/03/2022,Collins Place (North),5179,0,N,20.4,N,11.8,N,19.3,3,5151000,1.78
10/03/2022,Bourke Street Mall (North),0,0,N,20.4,N,11.8,N,19.3,3,5151000,1.78
10/03/2022,QV Market-Peel St,2495,0,N,20.4,N,11.8,N,19.3,3,5151000,1.78
10/03/2022,Southern Cross Station,7824,0,N,20.4,N,11.8,N,19.3,3,5151000,1.78
10/03/2022,Spencer St-Collins St (North),16214,0,N,20.4,N,11.8,N,19.3,3,5151000,1.78
9/03/2022,Bourke Street Mall (North),17871,0,N,22,N,14.6,N,19,2,5151000,1.78
9/03/2022,Melbourne Central,21426,0,N,22,N,14.6,N,19,2,5151000,1.78
9/03/2022,Chinatown-Swanston St (North),7726,0,N,22,N,14.6,N,19,2,5151000,1.78
9/03/2022,Collins Place (North),5244,0,N,22,N,14.6,N,19,2,5151000,1.78
9/03/2022,Spencer St-Collins St (North),16252,0,N,22,N,14.6,N,19,2,5151000,1.78
9/03/2022,QV Market-Peel St,2858,0,N,22,N,14.6,N,19,2,5151000,1.78
9/03/2022,Southern Cross Station,7850,0,N,22,N,14.6,N,19,2,5151000,1.78
8/03/2022,Melbourne Central,22020,2,N,20.7,N,15.4,N,9.8,1,5151000,1.78
8/03/2022,Bourke Street Mall (North),15488,2,N,20.7,N,15.4,N,9.8,1,5151000,1.78
8/03/2022,Collins Place (North),5615,2,N,20.7,N,15.4,N,9.8,1,5151000,1.78
8/03/2022,Chinatown-Swanston St (North),7340,2,N,20.7,N,15.4,N,9.8,1,5151000,1.78
8/03/2022,QV Market-Peel St,2412,2,N,20.7,N,15.4,N,9.8,1,5151000,1.78
8/03/2022,Southern Cross Station,8529,2,N,20.7,N,15.4,N,9.8,1,5151000,1.78
8/03/2022,Spencer St-Collins St (North),15378,2,N,20.7,N,15.4,N,9.8,1,5151000,1.78
7/03/2022,Spencer St-Collins St (North),14699,0,N,23.1,N,15.9,N,20.6,0,5151000,1.78
7/03/2022,Southern Cross Station,6056,0,N,23.1,N,15.9,N,20.6,0,5151000,1.78
7/03/2022,QV Market-Peel St,1794,0,N,23.1,N,15.9,N,20.6,0,5151000,1.78
7/03/2022,Melbourne Central,20379,0,N,23.1,N,15.9,N,20.6,0,5151000,1.78
7/03/2022,Collins Place (North),4215,0,N,23.1,N,15.9,N,20.6,0,5151000,1.78
7/03/2022,Chinatown-Swanston St (North),7199,0,N,23.1,N,15.9,N,20.6,0,5151000,1.78
7/03/2022,Bourke Street Mall (North),15811,0,N,23.1,N,15.9,N,20.6,0,5151000,1.78
6/03/2022,Chinatown-Swanston St (North),9845,4.8,N,21.8,N,16.6,N,6.5,6,5151000,1.78
6/03/2022,Melbourne Central,22937,4.8,N,21.8,N,16.6,N,6.5,6,5151000,1.78
6/03/2022,Bourke Street Mall (North),18548,4.8,N,21.8,N,16.6,N,6.5,6,5151000,1.78
6/03/2022,Collins Place (North),1040,4.8,N,21.8,N,16.6,N,6.5,6,5151000,1.78
6/03/2022,Southern Cross Station,1267,4.8,N,21.8,N,16.6,N,6.5,6,5151000,1.78
6/03/2022,QV Market-Peel St,3153,4.8,N,21.8,N,16.6,N,6.5,6,5151000,1.78
6/03/2022,Spencer St-Collins St (North),9884,4.8,N,21.8,N,16.6,N,6.5,6,5151000,1.78
5/03/2022,Melbourne Central,26872,37.8,N,22.2,N,17.3,N,7.1,5,5151000,1.78
5/03/2022,Chinatown-Swanston St (North),12122,37.8,N,22.2,N,17.3,N,7.1,5,5151000,1.78
5/03/2022,Collins Place (North),1665,37.8,N,22.2,N,17.3,N,7.1,5,5151000,1.78
5/03/2022,Bourke Street Mall (North),22849,37.8,N,22.2,N,17.3,N,7.1,5,5151000,1.78
5/03/2022,QV Market-Peel St,3497,37.8,N,22.2,N,17.3,N,7.1,5,5151000,1.78
5/03/2022,Southern Cross Station,1700,37.8,N,22.2,N,17.3,N,7.1,5,5151000,1.78
