date,total_people,total_rain,rain_quality,max_temp,max_temp_quality,min_temp,min_temp_quality,solar_exp,WeekDay
2021-06-01,68436,0.0,N,15.7,Y,5.7,Y,5.2,1
2021-05-31,68355,0.0,N,16.1,Y,3.0,Y,9.6,0
2021-05-30,69564,0.0,N,14.5,Y,1.7,Y,9.7,6
2021-05-29,65141,0.0,N,13.1,Y,10.4,Y,6.8,5
2021-05-28,64515,0.4,N,13.8,Y,11.0,Y,6.6,4
2021-05-27,166024,0.4,N,15.0,Y,9.8,Y,5.9,3
2021-05-26,184518,5.0,N,14.7,Y,11.9,Y,5.7,2
2021-05-25,197937,0.0,N,20.9,Y,10.6,Y,4.8,1
2021-05-24,217572,0.0,N,19.9,Y,6.8,Y,8.7,0
2021-05-23,273297,0.0,N,20.2,Y,6.1,Y,10.1,6
2021-05-22,372196,0.0,N,19.2,Y,3.6,Y,10.2,5
2021-05-21,329858,0.0,N,17.7,Y,6.2,Y,10.2,4
2021-05-20,249468,0.0,N,17.0,Y,12.0,Y,4.1,3
2021-05-19,252342,0.0,N,18.5,Y,9.8,Y,9.9,2
2021-05-18,235748,0.0,N,16.0,Y,10.0,Y,5.7,1
2021-05-17,214790,0.4,N,15.4,Y,10.2,Y,9.3,0
2021-05-16,240967,0.2,N,15.5,Y,8.3,Y,6.8,6
2021-05-15,317155,7.4,N,12.9,Y,7.3,Y,8.0,5
2021-05-14,292871,4.2,N,15.6,Y,7.8,Y,8.1,4
2021-05-13,226007,0.0,N,17.6,Y,8.1,Y,5.4,3
2021-05-12,247228,0.8,N,18.5,Y,7.3,Y,11.2,2
2021-05-11,211878,15.8,N,16.3,Y,10.7,Y,6.6,1
2021-05-10,195784,0.2,N,16.9,Y,11.7,Y,2.8,0
2021-05-09,255850,0.4,N,20.5,Y,11.0,Y,10.1,6
2021-05-08,329662,0.0,N,19.8,Y,9.9,Y,8.5,5
2021-05-07,322403,0.2,N,21.5,Y,10.5,Y,9.1,4
2021-05-06,266418,0.0,N,22.2,Y,7.6,Y,11.8,3
2021-05-05,253474,0.0,N,17.3,Y,7.2,Y,11.5,2
2021-05-04,216252,30.8,N,15.5,Y,9.4,Y,3.4,1
2021-05-03,199613,0.2,N,18.2,Y,12.5,Y,7.4,0
2021-05-02,263069,0.0,N,26.0,Y,13.7,Y,9.8,6
2021-05-01,351792,0.0,N,24.6,Y,11.2,Y,11.8,5
2021-04-30,434911,0.0,N,24.4,Y,9.5,Y,12.5,4
2021-04-29,366029,0.0,N,18.4,Y,8.2,Y,12.7,3
2021-04-28,356416,0.4,N,16.9,Y,7.4,Y,12.7,2
2021-04-27,325551,0.6,N,16.6,Y,11.8,Y,7.9,1
2021-04-26,303122,1.2,N,17.9,Y,10.9,Y,8.1,0
2021-04-25,348318,2.6,N,17.8,Y,9.9,Y,8.9,6
2021-04-24,409052,0.0,N,18.3,Y,13.1,Y,6.0,5
2021-04-23,413982,0.4,N,17.3,Y,12.1,Y,8.1,4
2021-04-22,354084,0.0,N,17.0,Y,9.9,Y,6.3,3
2021-04-21,345711,10.4,N,14.9,Y,7.1,Y,11.7,2
2021-04-20,266241,0.0,N,18.7,Y,14.0,Y,3.6,1
2021-04-19,305507,0.0,N,20.6,Y,12.0,Y,5.2,0
2021-04-18,371045,0.0,N,18.8,Y,13.1,Y,7.6,6
2021-04-17,512343,0.0,N,17.7,Y,12.3,Y,9.6,5
2021-04-16,515093,1.0,N,15.1,Y,11.5,Y,5.3,4
2021-04-15,444188,0.0,N,20.2,Y,14.0,Y,8.4,3
2021-04-14,421300,0.0,N,20.8,Y,11.5,Y,8.4,2
2021-04-13,399870,0.6,N,20.0,Y,7.8,Y,9.3,1
2021-04-12,353102,10.0,N,16.8,Y,9.7,Y,11.4,0
2021-04-11,298437,3.4,N,14.5,Y,8.1,Y,7.3,6
2021-04-10,434482,0.2,N,18.3,Y,12.9,Y,8.2,5
2021-04-09,453178,6.2,N,17.3,Y,13.8,Y,9.7,4
2021-04-08,414996,0.0,N,29.3,Y,15.4,Y,15.2,3
2021-04-07,403322,0.0,N,23.0,Y,14.9,Y,12.9,2
2021-04-06,381638,0.0,N,20.2,Y,12.8,Y,10.1,1
2021-04-05,344640,0.0,N,19.0,Y,16.0,Y,13.1,0
2021-04-04,410828,0.0,N,24.5,Y,15.2,Y,16.7,6
2021-04-03,464813,0.0,N,31.6,Y,15.1,Y,16.9,5
2021-04-02,351407,0.0,N,30.6,Y,13.5,Y,17.2,4
2021-04-01,409485,0.0,N,29.9,Y,12.4,Y,17.4,3
2021-03-31,324658,0.0,N,22.8,Y,11.4,Y,16.7,2
2021-03-30,313894,0.0,N,18.9,Y,9.8,Y,17.2,1
2021-03-29,266985,1.0,N,18.2,Y,13.8,Y,15.1,0
2021-03-28,307169,0.0,N,20.2,Y,12.4,Y,15.8,6
2021-03-27,376524,3.4,N,21.3,Y,13.2,Y,9.7,5
2021-03-26,382212,0.2,N,22.0,Y,11.2,Y,13.3,4
2021-03-25,315652,4.6,N,21.1,Y,15.5,Y,9.1,3
2021-03-24,283660,0.6,N,20.3,Y,17.0,Y,10.2,2
2021-03-23,275653,13.8,N,22.0,Y,17.6,Y,8.1,1
2021-03-22,243385,5.6,N,24.2,Y,17.5,Y,9.5,0
2021-03-21,240108,1.2,N,21.7,Y,16.7,Y,5.3,6
2021-03-20,387758,0.0,N,26.0,Y,14.0,Y,14.1,5
2021-03-19,374546,0.0,N,26.1,Y,14.2,Y,18.7,4
2021-03-18,311201,0.0,N,24.9,Y,13.8,Y,16.2,3
2021-03-17,296385,0.0,N,26.4,Y,13.9,Y,19.5,2
2021-03-16,277140,0.0,N,20.6,Y,11.1,Y,19.4,1
2021-03-15,269703,0.0,N,22.2,Y,8.9,Y,17.3,0
2021-03-14,288324,17.2,N,17.7,Y,11.0,Y,18.1,6
2021-03-13,270362,0.0,N,27.2,Y,17.7,Y,3.8,5
2021-03-12,346199,0.0,N,30.3,Y,14.9,Y,15.0,4
2021-03-11,290041,0.0,N,24.7,Y,11.6,Y,14.0,3
2021-03-10,284918,0.2,N,20.1,Y,12.2,Y,20.2,2
2021-03-09,254976,5.4,N,19.6,Y,13.5,Y,14.7,1
2021-03-08,240541,0.2,N,19.6,Y,13.7,Y,5.3,0
2021-03-07,390415,0.0,N,28.5,Y,11.3,Y,17.1,6
2021-03-06,411552,0.0,N,19.4,Y,14.2,Y,22.3,5
2021-03-05,328516,1.4,N,18.0,Y,15.0,Y,13.8,4
2021-03-04,277092,0.0,N,21.4,Y,13.6,Y,9.8,3
2021-03-03,266300,0.0,N,17.7,Y,14.2,Y,12.3,2
2021-03-02,246913,0.0,N,18.1,Y,13.3,Y,13.6,1
2021-03-01,238362,0.0,N,21.7,Y,13.8,Y,15.2,0
2021-02-28,264096,0.0,N,26.7,N,10.6,N,23.3,6
2021-02-27,316622,0.0,N,18.6,N,11.3,N,11.8,5
2021-02-26,296123,0.4,N,19.7,N,13.3,N,15.7,4
2021-02-25,253982,0.0,N,24.3,N,11.3,N,18.9,3
2021-02-24,246545,0.0,N,20.2,N,13.0,N,23.3,2
2021-02-23,231357,0.0,N,19.2,N,13.1,N,22.1,1
2021-02-22,212009,0.0,N,21.8,N,15.9,N,17.1,0
2021-02-21,242014,0.0,N,20.6,N,17.9,N,7.4,6
2021-02-20,299777,0.0,N,23.8,N,20.3,N,13.7,5
2021-02-19,251242,0.0,N,32.6,N,18.2,N,25.4,4
2021-02-18,211499,0.0,N,31.8,N,18.1,N,25.8,3
2021-02-17,81307,0.0,N,28.8,N,16.6,N,25.9,2
2021-02-16,80085,0.0,N,31.3,N,15.9,N,20.7,1
2021-02-15,79501,0.0,N,24.6,N,14.4,N,22.3,0
2021-02-14,76349,0.0,N,20.0,N,12.7,N,20.0,6
2021-02-13,71929,0.0,N,20.8,N,14.7,N,19.9,5
2021-02-12,279556,4.6,N,23.3,N,17.4,N,19.4,4
2021-02-11,242485,0.0,N,32.8,N,17.2,N,16.0,3
2021-02-10,253091,0.0,N,31.5,N,13.8,N,27.0,2
2021-02-09,250571,0.0,N,25.2,N,12.0,N,27.6,1
2021-02-08,221318,0.4,Y,19.2,N,15.0,Y,12.8,0
2021-02-07,239602,1.8,N,19.2,Y,14.7,N,15.7,6
2021-02-06,317734,1.6,N,25.4,N,16.9,N,15.1,5
2021-02-05,241930,0.4,N,29.8,N,17.3,N,12.1,4
2021-02-04,245309,0.0,N,30.6,N,13.5,N,18.6,3
2021-02-03,263763,0.0,N,25.9,N,13.7,N,28.4,2
2021-02-02,235213,0.0,N,19.3,N,14.5,N,19.9,1
2021-02-01,223984,0.0,N,20.3,N,13.4,N,10.5,0
2021-01-31,296213,0.0,N,21.8,N,16.4,N,25.3,6
2021-01-30,349598,43.2,N,21.9,N,16.7,N,19.1,5
2021-01-29,254290,3.6,N,21.6,N,18.9,N,3.8,4
2021-01-28,284213,0.0,N,25.5,N,15.4,N,10.9,3
2021-01-27,303218,0.4,N,25.8,N,14.3,N,28.1,2
2021-01-26,278846,10.6,N,19.3,N,17.7,N,5.5,1
2021-01-25,230713,0.0,N,39.2,N,22.2,N,17.5,0
2021-01-24,249646,0.0,N,37.8,N,16.1,N,24.4,6
2021-01-23,348940,0.0,N,26.7,N,14.7,N,29.8,5
2021-01-22,345932,0.0,N,25.0,N,15.8,N,29.3,4
2021-01-21,295085,0.0,N,31.6,N,12.7,N,30.0,3
2021-01-20,312554,0.0,N,22.6,N,10.3,N,30.5,2
2021-01-19,285983,0.0,N,18.9,N,14.2,N,26.6,1
2021-01-18,264004,0.0,N,22.6,N,14.1,N,25.5,0
2021-01-17,297882,0.0,N,20.2,N,12.9,N,28.9,6
2021-01-16,327661,2.6,Y,20.1,N,11.0,Y,14.5,5
2021-01-15,281387,0.0,N,20.6,Y,13.2,N,15.5,4
2021-01-14,276713,0.0,N,22.2,N,15.0,N,26.4,3
2021-01-13,247031,0.0,N,27.0,N,14.5,N,21.8,2
2021-01-12,252544,0.0,N,21.6,N,18.3,N,24.4,1
2021-01-11,186014,0.0,N,36.7,N,19.2,N,26.3,0
2021-01-10,223058,0.0,N,33.5,N,16.9,N,29.1,6
2021-01-09,287993,0.0,N,27.9,N,14.2,N,31.6,5
2021-01-08,284962,0.0,N,24.3,N,12.7,N,31.7,4
2021-01-07,262296,0.0,N,25.7,N,14.7,N,30.0,3
2021-01-06,243480,1.2,N,19.2,N,13.7,N,16.4,2
2021-01-05,217111,11.2,N,19.1,N,15.9,N,8.0,1
2021-01-04,195985,2.6,N,18.6,N,16.0,N,8.1,0
2021-01-03,218676,12.6,N,26.2,N,17.0,N,19.7,6
2021-01-02,246443,0.0,N,29.0,N,18.4,N,13.9,5
2021-01-01,272759,0.0,N,29.9,N,15.6,N,27.3,4
