date,total_people,total_rain,rain_quality,max_temp,max_temp_quality,min_temp,min_temp_quality,solar_exp,WeekDay,population_annual,population_change_annual
31/07/2022,327383,0,N,14.7,Y,4.3,Y,4.8,6,5151000,1.78
30/07/2022,462115,0,N,13,Y,2.1,Y,11.3,5,5151000,1.78
29/07/2022,405511,1,N,12.7,Y,6.5,Y,11.2,4,5151000,1.78
28/07/2022,334858,1,N,13.2,Y,9.3,Y,9.3,3,5151000,1.78
27/07/2022,340569,3,N,15.3,Y,9.3,Y,7.7,2,5151000,1.78
26/07/2022,316316,4.4,N,13.2,Y,8.8,Y,6.4,1,5151000,1.78
25/07/2022,274106,0,N,16.8,Y,8.1,Y,5.1,0,5151000,1.78
24/07/2022,406977,7.8,N,19.3,Y,10.4,Y,10.1,6,5151000,1.78
23/07/2022,371336,1.2,N,14.5,Y,8.1,Y,5.1,5,5151000,1.78
22/07/2022,416838,0,N,19,Y,3.4,Y,9.9,4,5151000,1.78
21/07/2022,358685,0,N,13.8,Y,1.2,Y,10.5,3,5151000,1.78
20/07/2022,386373,0.2,N,11.2,Y,0.8,Y,10.4,2,5151000,1.78
19/07/2022,394150,0,N,12.8,Y,3.8,Y,9.8,1,5151000,1.78
18/07/2022,322024,4,N,11.4,Y,7.2,Y,8.3,0,5151000,1.78
17/07/2022,353027,0,N,15.8,Y,9.1,Y,5.2,6,5151000,1.78
16/07/2022,471033,0,N,13.8,Y,8.1,Y,6.4,5,5151000,1.78
15/07/2022,459686,0,N,15.5,Y,7.2,Y,8.5,4,5151000,1.78
14/07/2022,367252,1.6,N,12.6,Y,7.5,Y,7.6,3,5151000,1.78
13/07/2022,342126,1.6,N,12.4,Y,7.1,Y,8.2,2,5151000,1.78
12/07/2022,284010,1.2,N,11,Y,8,Y,5.1,1,5151000,1.78
11/07/2022,295108,0,N,14,Y,5.8,Y,9.4,0,5151000,1.78
10/07/2022,372983,0.6,N,15.9,Y,3.8,Y,8.4,6,5151000,1.78
9/07/2022,458521,5.8,N,12.9,Y,7.6,Y,7,5,5151000,1.78
8/07/2022,379723,2.4,N,11.9,Y,8.2,Y,5.4,4,5151000,1.78
7/07/2022,390030,0.4,N,13.9,Y,4.9,Y,8.4,3,5151000,1.78
6/07/2022,423220,0,N,17.6,Y,3.1,Y,9.6,2,5151000,1.78
5/07/2022,370637,0,N,15,Y,7.5,Y,9.3,1,5151000,1.78
4/07/2022,356396,0,N,13.3,Y,4.6,Y,9.5,0,5151000,1.78
3/07/2022,386038,0,N,13.2,Y,3.7,Y,8.8,6,5151000,1.78
2/07/2022,501883,0,N,12.5,Y,7,Y,6.8,5,5151000,1.78
1/07/2022,435062,0,N,12.5,Y,5.9,Y,5.4,4,5151000,1.78
30/06/2022,444681,0,N,14.1,Y,4.3,Y,9.1,3,5151000,1.78
29/06/2022,440722,0,N,11.7,Y,6.6,Y,7.3,2,5151000,1.78
28/06/2022,389162,0.2,N,13.4,Y,6,Y,6.7,1,5151000,1.78
27/06/2022,357787,5.4,N,12.8,Y,6.2,Y,7.1,0,5151000,1.78
26/06/2022,347684,0,N,13.1,Y,10.7,Y,5.6,6,5151000,1.78
25/06/2022,554399,0.2,N,16.2,Y,9.4,Y,9.2,5,5151000,1.78
24/06/2022,453301,4.8,N,17.3,Y,11.7,Y,7.1,4,5151000,1.78
23/06/2022,397567,0.2,N,16.4,Y,10.9,Y,6.4,3,5151000,1.78
22/06/2022,394408,1.2,N,15.8,Y,7.6,Y,6,2,5151000,1.78
21/06/2022,349916,3.8,N,14.9,Y,11,Y,8.3,1,5151000,1.78
20/06/2022,327116,0,N,17.7,Y,6.7,Y,6.8,0,5151000,1.78
19/06/2022,394259,0.2,N,16.2,Y,5.1,Y,8.9,6,5151000,1.78
18/06/2022,507418,0.2,N,15.7,Y,8,Y,8.8,5,5151000,1.78
17/06/2022,449618,3.6,N,13.8,Y,10.5,Y,7.6,4,5151000,1.78
16/06/2022,349039,0.4,N,14.4,Y,10.6,Y,5.4,3,5151000,1.78
15/06/2022,341787,0,N,13.8,Y,9.4,Y,5.8,2,5151000,1.78
14/06/2022,321941,0.2,N,13.5,Y,6.4,Y,6.9,1,5151000,1.78
13/06/2022,348091,4,N,13,Y,8.9,Y,7.6,0,5151000,1.78
12/06/2022,481918,0.2,N,13.3,Y,9.8,Y,6.9,6,5151000,1.78
11/06/2022,535643,0,N,13,Y,9.2,Y,5.3,5,5151000,1.78
10/06/2022,457746,0.4,N,14.1,Y,10.1,Y,7.7,4,5151000,1.78
9/06/2022,355992,0,N,13.4,Y,9,Y,6,3,5151000,1.78
8/06/2022,356351,3.6,N,12.8,Y,7.1,Y,6.7,2,5151000,1.78
7/06/2022,297106,6.4,N,11.9,Y,7.2,Y,7.2,1,5151000,1.78
6/06/2022,289301,2,N,13.3,Y,8.2,Y,6.7,0,5151000,1.78
5/06/2022,350874,0.2,N,13.7,Y,10.6,Y,4,6,5151000,1.78
4/06/2022,502668,0,N,14.9,Y,8.9,Y,7.4,5,5151000,1.78
3/06/2022,425071,0,N,12.6,Y,6.1,Y,7,4,5151000,1.78
2/06/2022,355834,10.8,N,13,Y,4.7,Y,8.3,3,5151000,1.78
1/06/2022,266898,4.4,N,11.9,Y,6.1,Y,3.8,2,5151000,1.78
31/05/2022,292125,10.2,N,11.4,Y,7.6,Y,5.1,1,5151000,1.78
30/05/2022,246741,0,N,11.7,Y,6.1,Y,3.6,0,5151000,1.78
29/05/2022,393216,0,N,16.5,Y,6.3,Y,7.3,6,5151000,1.78
28/05/2022,512767,0,N,14.6,Y,7.4,Y,7.4,5,5151000,1.78
27/05/2022,433927,3.4,N,16.6,Y,11.8,Y,6.8,4,5151000,1.78
26/05/2022,361682,0.2,N,16.3,Y,9.4,Y,4.3,3,5151000,1.78
25/05/2022,362992,0,N,19.6,Y,7.4,Y,8.4,2,5151000,1.78
24/05/2022,366155,0,N,20.8,Y,6,Y,10.1,1,5151000,1.78
23/05/2022,316774,0,N,17.1,Y,6.3,Y,9.8,0,5151000,1.78
22/05/2022,368910,0,N,14.3,Y,6.8,Y,7.6,6,5151000,1.78
21/05/2022,511973,0,N,14.9,Y,4.6,Y,10.3,5,5151000,1.78
20/05/2022,451122,0,N,15.8,Y,10.4,Y,5.2,4,5151000,1.78
19/05/2022,384217,0.2,N,14.7,Y,8.9,Y,5.7,3,5151000,1.78
18/05/2022,369180,0,N,15.4,Y,10.8,Y,8.5,2,5151000,1.78
17/05/2022,368089,3.2,N,15.6,Y,9.1,Y,7.8,1,5151000,1.78
16/05/2022,309336,1.4,N,15.9,Y,11.6,Y,5.3,0,5151000,1.78
15/05/2022,419038,2,N,21.8,Y,14.3,Y,8.7,6,5151000,1.78
14/05/2022,552349,0,N,18.5,Y,14.9,Y,2.4,5,5151000,1.78
13/05/2022,468219,0.8,N,17.9,Y,14.4,Y,4,4,5151000,1.78
12/05/2022,380344,0,N,18.1,Y,12.5,Y,8.6,3,5151000,1.78
11/05/2022,358866,0,N,17.5,Y,8.7,Y,5.8,2,5151000,1.78
10/05/2022,366277,0.2,N,18.4,Y,6.1,Y,11.3,1,5151000,1.78
9/05/2022,316045,0.6,N,16.6,Y,7.9,Y,10.4,0,5151000,1.78
8/05/2022,371252,0,N,16.3,Y,11.4,Y,9,6,5151000,1.78
7/05/2022,465876,1.6,N,15.3,Y,9.1,Y,4.9,5,5151000,1.78
6/05/2022,401208,0,N,15.2,Y,5.3,Y,8.9,4,5151000,1.78
5/05/2022,388036,0.4,N,14.1,Y,6.9,Y,11.8,3,5151000,1.78
4/05/2022,356204,0,N,16.4,Y,13.3,Y,5.1,2,5151000,1.78
3/05/2022,365384,0,N,20.7,Y,11.9,Y,11.8,1,5151000,1.78
2/05/2022,337870,0,N,22.1,Y,13.6,Y,9.9,0,5151000,1.78
1/05/2022,396405,0,N,19.3,Y,11.7,Y,8.8,6,5151000,1.78
30/04/2022,467242,31.4,N,17.9,Y,11.6,Y,9.2,5,5151000,1.78
29/04/2022,356465,0,N,20.8,Y,17.7,Y,4.9,4,5151000,1.78
28/04/2022,367319,0,N,22.4,Y,16.3,Y,7.3,3,5151000,1.78
27/04/2022,331293,0,N,22,Y,13.8,Y,8.1,2,5151000,1.78
26/04/2022,326627,0,N,23.1,Y,10,Y,11.1,1,5151000,1.78
25/04/2022,396577,0,N,24.2,Y,7.7,Y,12.9,0,5151000,1.78
24/04/2022,489266,0,N,17.6,Y,8.7,Y,11.3,6,5151000,1.78
23/04/2022,563433,0,N,17.8,Y,7.6,Y,13.4,5,5151000,1.78
22/04/2022,505425,0.2,N,18.2,Y,7.7,Y,13.1,4,5151000,1.78
21/04/2022,445103,0.6,N,17.1,Y,12.7,Y,8.6,3,5151000,1.78
20/04/2022,426978,9,N,19.9,Y,9,Y,8.3,2,5151000,1.78
19/04/2022,330994,13.2,N,15.8,Y,15,Y,2.2,1,5151000,1.78
18/04/2022,316898,13.4,N,17.5,Y,16.1,Y,2.6,0,5151000,1.78
17/04/2022,443602,0,N,28,Y,15.7,Y,13.4,6,5151000,1.78
16/04/2022,570005,0,N,28.9,Y,15.5,Y,13.1,5,5151000,1.78
15/04/2022,439553,0,N,26.2,Y,13.9,Y,11,4,5151000,1.78
14/04/2022,479107,0,N,24.7,Y,10.2,Y,12.7,3,5151000,1.78
13/04/2022,450585,0,N,20,Y,11.4,Y,14.3,2,5151000,1.78
12/04/2022,444829,0,N,17.7,Y,13,Y,8.2,1,5151000,1.78
11/04/2022,414494,1.4,N,18.8,Y,14.2,Y,8.2,0,5151000,1.78
10/04/2022,499763,0,N,26.7,Y,16.7,Y,15.3,6,5151000,1.78
9/04/2022,615940,0,N,25.1,Y,16.3,Y,9.5,5,5151000,1.78
8/04/2022,526164,0,N,23.4,Y,12.3,Y,14.3,4,5151000,1.78
7/04/2022,435683,0,N,22.8,Y,11.3,Y,13.6,3,5151000,1.78
6/04/2022,398451,0,N,22.3,Y,13.6,Y,10.9,2,5151000,1.78
5/04/2022,372479,0,N,19.9,Y,11.9,Y,12.7,1,5151000,1.78
4/04/2022,317327,1.8,N,18.4,Y,14.9,Y,5.8,0,5151000,1.78
3/04/2022,400726,1.2,N,17.8,Y,14.5,Y,5.5,6,5151000,1.78
2/04/2022,481195,0.4,N,18.2,Y,13.4,Y,4.9,5,5151000,1.78
1/04/2022,437674,0,N,19.1,Y,12.8,Y,12.3,4,5151000,1.78
31/03/2022,346682,0,N,21.7,N,13.5,N,12.9,3,5151000,1.78
30/03/2022,324164,0,N,20.4,N,15.9,N,12.2,2,5151000,1.78
29/03/2022,304375,0,N,20,N,15.6,N,8.2,1,5151000,1.78
28/03/2022,273283,0,N,24.4,N,16.3,N,10.3,0,5151000,1.78
27/03/2022,311760,0,N,29.1,N,12.4,N,17.6,6,5151000,1.78
26/03/2022,425986,0,N,22.3,N,11.1,N,18.4,5,5151000,1.78
25/03/2022,379657,0,Y,20.4,N,14,Y,12.2,4,5151000,1.78
24/03/2022,349275,0,N,20.3,Y,14.4,N,17.5,3,5151000,1.78
23/03/2022,334900,1.2,N,19.5,N,13.6,N,14.5,2,5151000,1.78
22/03/2022,291177,0,N,22.2,N,18.2,N,6,1,5151000,1.78
21/03/2022,278767,0,N,28.3,N,17.7,N,19,0,5151000,1.78
20/03/2022,311307,0,N,25,N,15.7,N,16.7,6,5151000,1.78
19/03/2022,420557,0,N,30.3,N,13.5,N,19.5,5,5151000,1.78
18/03/2022,378303,0,N,21.7,N,19.1,N,8.9,4,5151000,1.78
17/03/2022,350232,0,N,29.2,N,17.7,N,12.2,3,5151000,1.78
16/03/2022,329757,0,N,23.2,N,18.9,N,8.8,2,5151000,1.78
15/03/2022,292404,2,N,27.5,N,18.3,N,15.8,1,5151000,1.78
14/03/2022,357154,0.4,N,28,N,16.4,N,19,0,5151000,1.78
13/03/2022,461228,0,N,29.8,N,14,N,20.5,6,5151000,1.78
12/03/2022,488499,0,N,22.6,N,11.7,N,21.4,5,5151000,1.78
11/03/2022,378195,0,N,20.3,N,12,N,18.2,4,5151000,1.78
10/03/2022,331910,0,N,20.4,N,11.8,N,19.3,3,5151000,1.78
9/03/2022,317700,0,N,22,N,14.6,N,19,2,5151000,1.78
8/03/2022,313678,2,N,20.7,N,15.4,N,9.8,1,5151000,1.78
7/03/2022,283267,0,N,23.1,N,15.9,N,20.6,0,5151000,1.78
6/03/2022,273770,4.8,N,21.8,N,16.6,N,6.5,6,5151000,1.78
5/03/2022,347792,37.8,N,22.2,N,17.3,N,7.1,5,5151000,1.78
4/03/2022,337901,0,N,32.5,N,18.3,N,16.3,4,5151000,1.78
3/03/2022,311522,0,N,30.5,N,17.5,N,23.4,3,5151000,1.78
2/03/2022,300513,6,N,29.6,N,19.7,N,16.5,2,5151000,1.78
1/03/2022,272364,0,N,25.8,N,19.8,N,8.2,1,5151000,1.78
28/02/2022,346559,0,N,23.9,Y,18.9,Y,12.3,0,5151000,1.78
27/02/2022,398309,0,N,25.6,Y,16.3,Y,14,6,5151000,1.78
26/02/2022,537273,0,N,29.1,Y,18.4,Y,22.6,5,5151000,1.78
25/02/2022,450165,0,N,21.7,Y,18,Y,17.6,4,5151000,1.78
24/02/2022,364531,0,N,22.7,Y,19.3,Y,15.5,3,5151000,1.78
23/02/2022,350809,0,N,32,Y,15.1,Y,23.9,2,5151000,1.78
22/02/2022,343774,0,N,22.5,Y,13,Y,25,1,5151000,1.78
21/02/2022,310014,1.6,N,20.3,Y,13.7,Y,23,0,5151000,1.78
20/02/2022,386008,0,N,23.8,Y,12.7,Y,18.7,6,5151000,1.78
19/02/2022,517922,0.6,N,21.9,Y,13.3,Y,25.7,5,5151000,1.78
18/02/2022,432394,0,N,21,Y,15.4,Y,17.6,4,5151000,1.78
17/02/2022,342887,0,N,24.3,Y,17.1,Y,21.6,3,5151000,1.78
16/02/2022,323299,0,N,25.8,Y,16.4,Y,14,2,5151000,1.78
15/02/2022,311349,0,N,22.5,Y,17.9,Y,18.2,1,5151000,1.78
14/02/2022,329486,0,N,31.6,Y,17.8,Y,26.5,0,5151000,1.78
13/02/2022,335177,0,N,32.1,Y,17.1,Y,22,6,5151000,1.78
12/02/2022,472866,0,N,28.3,Y,15.7,Y,26.5,5,5151000,1.78
11/02/2022,384121,0,N,21.4,Y,15.9,Y,22.3,4,5151000,1.78
10/02/2022,317538,0,N,22.7,Y,17.3,Y,22.8,3,5151000,1.78
9/02/2022,300513,0,N,30.9,Y,19.1,Y,15.5,2,5151000,1.78
8/02/2022,284861,0,N,30.5,Y,15.4,Y,25.3,1,5151000,1.78
7/02/2022,275835,0,N,28.6,Y,14.7,Y,28,0,5151000,1.78
6/02/2022,358587,0,N,27.9,Y,14.1,Y,26.9,6,5151000,1.78
5/02/2022,465237,0,N,26.8,Y,13.3,Y,28.1,5,5151000,1.78
4/02/2022,364975,0.2,N,24.5,Y,11.6,Y,25.8,4,5151000,1.78
3/02/2022,280271,1.2,N,18.2,Y,13.3,Y,8.1,3,5151000,1.78
2/02/2022,279330,3.2,N,19.9,Y,14.9,Y,17.2,2,5151000,1.78
1/02/2022,272041,0,N,23.6,Y,19.8,Y,18.2,1,5151000,1.78
31/01/2022,293008,0,N,34,Y,20.1,Y,23.9,0,5151000,1.78
30/01/2022,369180,0,N,29.2,Y,18.7,Y,26,6,5151000,1.78
29/01/2022,455520,38.6,N,21.8,Y,17.5,Y,12.3,5,5151000,1.78
28/01/2022,291979,1.6,N,32.8,Y,21.7,Y,9,4,5151000,1.78
27/01/2022,313676,7,N,32.8,Y,21.2,Y,24.1,3,5151000,1.78
26/01/2022,308064,0,N,36,Y,19.6,Y,24.4,2,5151000,1.78
25/01/2022,338201,0,N,31.4,Y,20.1,Y,29.7,1,5151000,1.78
24/01/2022,292979,0,N,33.7,Y,20.2,Y,29.3,0,5151000,1.78
23/01/2022,354155,0,N,32.6,Y,18.1,Y,29.5,6,5151000,1.78
22/01/2022,444365,0,N,32.3,Y,17.7,Y,30.2,5,5151000,1.78
21/01/2022,394106,0,N,29.6,Y,17.1,Y,30.4,4,5151000,1.78
20/01/2022,337860,0,N,30.4,Y,12.9,Y,30.6,3,5151000,1.78
19/01/2022,331012,0,N,26.7,Y,15.4,Y,30.6,2,5151000,1.78
18/01/2022,309359,0,N,21.3,Y,17.1,Y,21.1,1,5151000,1.78
17/01/2022,289691,0,N,24.2,Y,18.4,Y,19.1,0,5151000,1.78
16/01/2022,317230,0,N,31.9,Y,18.3,Y,30.4,6,5151000,1.78
15/01/2022,379340,6,N,24.2,Y,18.8,Y,20.3,5,5151000,1.78
14/01/2022,299387,0,N,32.8,Y,20.8,Y,18.4,4,5151000,1.78
13/01/2022,257684,0,N,34.6,Y,17.6,Y,25.8,3,5151000,1.78
12/01/2022,272946,0,N,30.4,Y,18.6,Y,28.3,2,5151000,1.78
11/01/2022,262354,0,N,29.7,Y,18.5,Y,27.3,1,5151000,1.78
10/01/2022,258998,0.2,N,31.4,Y,15.5,Y,29.1,0,5151000,1.78
9/01/2022,279634,0,N,21.9,Y,16.1,Y,26,6,5151000,1.78
8/01/2022,312566,24.8,N,19.7,Y,17.1,Y,11.5,5,5151000,1.78
7/01/2022,287120,1.4,N,25.8,Y,20.1,Y,12.1,4,5151000,1.78
6/01/2022,297833,0,N,30.2,Y,18.3,Y,21.3,3,5151000,1.78
5/01/2022,308639,0,N,29.3,Y,18.5,Y,19,2,5151000,1.78
4/01/2022,332428,0,N,23.1,Y,16.2,Y,11.8,1,5151000,1.78
3/01/2022,349159,0,N,20.3,Y,16.8,Y,30.3,0,5151000,1.78
2/01/2022,336214,0,N,30.9,Y,20.9,Y,25.9,6,5151000,1.78
1/01/2022,369862,0,N,37.1,Y,20.5,Y,25.3,5,5151000,1.78
31/12/2021,323497,0,N,37.7,Y,16.6,Y,31.8,4,5061000,1.87
30/12/2021,324047,0,N,34.4,Y,14,Y,31.4,3,5061000,1.87
29/12/2021,359146,0,N,22.4,Y,11.9,Y,32.2,2,5061000,1.87
28/12/2021,397342,0,N,22.6,Y,11.4,Y,30.5,1,5061000,1.87
27/12/2021,378037,0.2,N,23.3,Y,13.9,Y,25.6,0,5061000,1.87
26/12/2021,398546,0,N,18.8,Y,15.1,Y,15.9,6,5061000,1.87
25/12/2021,234852,0,N,21.7,Y,16.9,Y,23.1,5,5061000,1.87
24/12/2021,389753,0,N,26.4,Y,11.9,Y,32.3,4,5061000,1.87
23/12/2021,433771,0,N,19.9,Y,13.8,Y,28.4,3,5061000,1.87
22/12/2021,420964,0,N,19.8,Y,15.8,Y,26.1,2,5061000,1.87
21/12/2021,409645,0,N,24.9,Y,15.3,Y,31.7,1,5061000,1.87
20/12/2021,394666,1.8,N,28.6,Y,12.2,Y,30.9,0,5061000,1.87
19/12/2021,359449,0,N,23.1,Y,15.2,Y,9.5,6,5061000,1.87
18/12/2021,476995,0,N,33.5,Y,16.6,Y,28.1,5,5061000,1.87
17/12/2021,474115,0,N,30.8,Y,9.9,Y,30.2,4,5061000,1.87
16/12/2021,438416,0,N,19.9,Y,12.8,Y,30.7,3,5061000,1.87
15/12/2021,401956,0,N,17.7,Y,15.2,Y,5.2,2,5061000,1.87
14/12/2021,365569,0,N,21,Y,15.9,Y,29.4,1,5061000,1.87
13/12/2021,318565,0,N,32.7,Y,15.3,Y,23.2,0,5061000,1.87
12/12/2021,461539,0,N,28.7,Y,10.4,Y,31,6,5061000,1.87
11/12/2021,528052,0,N,22.4,Y,12.6,Y,22.6,5,5061000,1.87
10/12/2021,451440,0,N,17.9,Y,13.5,Y,14.5,4,5061000,1.87
9/12/2021,353054,1.8,N,17.7,Y,12.2,Y,9.4,3,5061000,1.87
8/12/2021,354583,2,N,17.3,Y,10.7,Y,28.2,2,5061000,1.87
7/12/2021,298883,0.6,N,16,Y,15,Y,5.4,1,5061000,1.87
6/12/2021,311564,0,N,27.4,Y,12.8,Y,29.2,0,5061000,1.87
5/12/2021,385920,0,N,21.5,Y,10.2,Y,28.8,6,5061000,1.87
4/12/2021,460112,0,N,18.8,Y,12.5,Y,22,5,5061000,1.87
3/12/2021,404104,8.8,N,20.4,Y,13,Y,30.1,4,5061000,1.87
2/12/2021,284493,11.8,N,33,Y,18.4,Y,23.5,3,5061000,1.87
1/12/2021,272570,0,N,32.4,Y,18.5,Y,17.7,2,5061000,1.87
30/11/2021,287471,0,N,31.6,Y,14.4,Y,28.5,1,5061000,1.87
29/11/2021,288175,0,N,28.7,Y,10.1,Y,28.6,0,5061000,1.87
28/11/2021,368545,0,N,22.1,Y,9.8,Y,31.1,6,5061000,1.87
27/11/2021,493321,0,N,21.6,Y,11.4,Y,30.2,5,5061000,1.87
26/11/2021,394878,0.6,N,20.6,Y,13,Y,21.2,4,5061000,1.87
25/11/2021,287160,0,N,16.7,Y,15.4,Y,2.3,3,5061000,1.87
24/11/2021,286221,0,N,26.6,Y,17.5,Y,23.4,2,5061000,1.87
23/11/2021,283486,0,N,26.1,Y,14.7,Y,18.2,1,5061000,1.87
22/11/2021,260238,0,N,20.8,Y,10.2,Y,30.4,0,5061000,1.87
21/11/2021,333853,0,N,17.2,Y,11.8,Y,25.6,6,5061000,1.87
20/11/2021,492839,0,N,16.9,Y,13,Y,25,5,5061000,1.87
19/11/2021,345396,0.2,N,17.3,Y,13.1,Y,18.7,4,5061000,1.87
18/11/2021,282036,0,N,26.9,Y,10.9,Y,17.8,3,5061000,1.87
17/11/2021,286736,0,N,19.8,Y,10.1,Y,25.2,2,5061000,1.87
16/11/2021,251412,0.2,N,15,Y,8.2,Y,19.5,1,5061000,1.87
15/11/2021,224407,1.6,N,13.8,Y,8.7,Y,17.8,0,5061000,1.87
14/11/2021,258131,1.6,N,15.3,Y,7.6,Y,19.6,6,5061000,1.87
13/11/2021,382530,10.4,N,14.6,Y,10.3,Y,14.8,5,5061000,1.87
12/11/2021,243408,1,N,14,Y,11,Y,5.6,4,5061000,1.87
11/11/2021,248077,10,N,16.4,Y,8.7,Y,21,3,5061000,1.87
10/11/2021,205541,10,N,15.2,Y,11.7,Y,11.1,2,5061000,1.87
9/11/2021,239465,0,N,20.3,Y,8,Y,26.2,1,5061000,1.87
8/11/2021,217738,0.2,N,17.4,Y,12,Y,22.4,0,5061000,1.87
7/11/2021,250532,15.4,N,16.5,Y,12.9,Y,11.1,6,5061000,1.87
6/11/2021,348916,0,N,27,Y,16.6,Y,17.6,5,5061000,1.87
5/11/2021,283807,0,N,22.9,Y,13.3,Y,25.1,4,5061000,1.87
4/11/2021,218795,45.4,N,17.5,Y,13.5,Y,24.1,3,5061000,1.87
3/11/2021,149652,0,N,25.1,Y,16.5,Y,6.7,2,5061000,1.87
2/11/2021,230588,0,N,29.7,Y,11.1,Y,27.5,1,5061000,1.87
1/11/2021,269136,0,N,23.2,Y,8.7,Y,27.6,0,5061000,1.87
31/10/2021,42729,0.4,N,19.6,Y,6.7,Y,27.4,6,5061000,1.87
30/10/2021,35560,1,N,15.9,Y,7.3,Y,14.9,5,5061000,1.87
29/10/2021,23025,5,N,15.5,Y,11.3,Y,13.3,4,5061000,1.87
28/10/2021,18424,0.2,N,28.3,Y,15.4,Y,20.3,3,5061000,1.87
27/10/2021,27145,0,N,27.2,Y,9.4,Y,25.8,2,5061000,1.87
26/10/2021,24059,0,N,18.1,Y,6.3,Y,26.6,1,5061000,1.87
25/10/2021,20222,0.8,N,15.2,Y,10.4,Y,24,0,5061000,1.87
24/10/2021,29858,2,N,15.3,Y,10.1,Y,21.6,6,5061000,1.87
23/10/2021,25948,14.6,N,16.1,Y,12.7,Y,10.2,5,5061000,1.87
22/10/2021,29631,0,N,27.3,Y,13.7,Y,19.1,4,5061000,1.87
21/10/2021,17473,0,N,25.8,Y,13.1,Y,21.1,3,5061000,1.87
20/10/2021,20155,0,N,23,Y,8.4,Y,25.4,2,5061000,1.87
19/10/2021,16243,0.8,N,16.4,Y,9.2,Y,16.6,1,5061000,1.87
18/10/2021,13756,0,N,16.9,Y,9.9,Y,9.3,0,5061000,1.87
17/10/2021,20100,0.4,N,17.4,Y,10.8,Y,18.8,6,5061000,1.87
16/10/2021,14380,26.4,N,16,Y,11.1,Y,13,5,5061000,1.87
15/10/2021,10309,0.6,N,17.1,Y,9.3,Y,14.5,4,5061000,1.87
14/10/2021,16249,14.8,N,19.4,Y,8.2,Y,23,3,5061000,1.87
13/10/2021,14650,0,N,18.8,Y,9.9,Y,12.3,2,5061000,1.87
12/10/2021,17171,0,N,21.3,Y,5.5,Y,20,1,5061000,1.87
11/10/2021,13352,0.4,N,14.4,Y,7.4,Y,12.5,0,5061000,1.87
10/10/2021,18333,2.2,N,14.9,Y,10,Y,22.3,6,5061000,1.87
9/10/2021,18302,0,N,24.8,Y,11.5,Y,18.7,5,5061000,1.87
8/10/2021,17561,0,N,20.8,Y,7,Y,22.9,4,5061000,1.87
7/10/2021,15314,4,N,16.4,Y,9.4,Y,18.4,3,5061000,1.87
6/10/2021,16978,0.2,N,21.6,Y,8.2,Y,21.4,2,5061000,1.87
5/10/2021,14776,2.2,N,17.4,Y,11.5,Y,13.4,1,5061000,1.87
4/10/2021,13226,1,N,18.1,Y,11.8,Y,15,0,5061000,1.87
3/10/2021,16112,0,N,22,Y,12.6,Y,16.1,6,5061000,1.87
2/10/2021,17507,11.6,N,17.2,Y,13.4,Y,18,5,5061000,1.87
1/10/2021,14630,21.8,N,22.2,Y,13.6,Y,18.1,4,5061000,1.87
30/09/2021,48772,3.4,N,18.1,Y,13.1,Y,8.4,3,5061000,1.87
29/09/2021,56693,0,N,19.3,Y,12.6,Y,10.4,2,5061000,1.87
28/09/2021,70695,0,N,23,Y,7.7,Y,19,1,5061000,1.87
27/09/2021,67351,0,N,19.4,Y,5.1,Y,20.4,0,5061000,1.87
26/09/2021,65565,0.2,N,15.4,Y,5,Y,20.4,6,5061000,1.87
25/09/2021,56212,0,N,12.8,Y,7.1,Y,17.9,5,5061000,1.87
24/09/2021,58075,0,N,18.8,Y,11,Y,12.9,4,5061000,1.87
23/09/2021,70591,0,N,21.5,Y,10,Y,19,3,5061000,1.87
22/09/2021,72071,0.2,N,17.8,Y,7.9,Y,13,2,5061000,1.87
21/09/2021,67593,8,N,13.2,Y,6.3,Y,14.4,1,5061000,1.87
20/09/2021,52560,0.4,N,13.8,Y,10.7,Y,12.1,0,5061000,1.87
19/09/2021,60060,0.8,N,18,Y,8.7,Y,11.7,6,5061000,1.87
18/09/2021,52187,0.8,N,16.2,Y,12.1,Y,9.2,5,5061000,1.87
17/09/2021,67711,0,N,22.2,Y,7.1,Y,11.6,4,5061000,1.87
16/09/2021,67560,0,N,16,Y,4.5,Y,16.8,3,5061000,1.87
15/09/2021,67337,0.2,N,15.9,Y,5.3,Y,17.8,2,5061000,1.87
14/09/2021,66557,0.2,N,14.1,Y,5.5,Y,18,1,5061000,1.87
13/09/2021,61267,5.6,N,14.3,Y,7.1,Y,17.9,0,5061000,1.87
12/09/2021,55544,0,N,16.2,Y,10.3,Y,11.5,6,5061000,1.87
11/09/2021,63073,0,N,22.8,Y,13.2,Y,7.1,5,5061000,1.87
10/09/2021,65341,0,N,18.8,Y,11.4,Y,12.6,4,5061000,1.87
9/09/2021,65979,0,N,25.8,Y,12.2,Y,17.1,3,5061000,1.87
8/09/2021,63812,0,N,20.8,Y,9.7,Y,17.3,2,5061000,1.87
7/09/2021,55025,0,N,16.2,Y,10.5,Y,11.3,1,5061000,1.87
6/09/2021,58770,1,N,15.5,Y,9.1,Y,16.3,0,5061000,1.87
5/09/2021,49771,9.6,N,13.6,Y,8.3,Y,12.1,6,5061000,1.87
4/09/2021,55432,38.2,N,14.1,Y,10.1,Y,12.2,5,5061000,1.87
3/09/2021,44650,0,N,23,Y,20.1,Y,4.8,4,5061000,1.87
