StationId,Latitude,Longitude,ElevationMs,StationName,Year,Month,Day,YearTo,MonthTo,DayTo,Value
007045,-26.61,118.54,9999.9,MEEKATHARRA AIRPORT,2014,5,1,2014,5,1,2.9
007045,-26.61,118.54,9999.9,MEEKATHARRA AIRPORT,2014,6,1,2014,6,0,2.0
007045,-26.61,118.54,9999.9,MEEKATHARRA AIRPORT,2014,7,1,2014,7,1,1.5
007045,-26.61,118.54,9999.9,MEEKATHARRA AIRPORT,2014,8,1,2014,8,1,1.4
007045,-26.61,118.54,9999.9,MEEKATHARRA AIRPORT,2014,9,1,2014,9,0,2.2
007045,-26.61,118.54,9999.9,MEEKATHARRA AIRPORT,2014,0,1,2014,0,1,2.0
007045,-26.61,118.54,9999.9,MEEKATHARRA AIRPORT,2014,1,1,2014,1,0,2.1
007045,-26.61,118.54,9999.9,MEEKATHARRA AIRPORT,2014,2,1,2014,2,1,0.9
007045,-26.61,118.54,9999.9,MEEKATHARRA AIRPORT,2015,1,1,2015,1,1,1.9
007045,-26.61,118.54,9999.9,MEEKATHARRA AIRPORT,2015,2,1,2015,2,8,3.9
007045,-26.61,118.54,9999.9,MEEKATHARRA AIRPORT,2015,3,1,2015,3,1,4.6
007045,-26.61,118.54,9999.9,MEEKATHARRA AIRPORT,2015,4,1,2015,4,0,4.5
007045,-26.61,118.54,9999.9,MEEKATHARRA AIRPORT,2014,3,1,2014,5,1,3.1
007045,-26.61,118.54,9999.9,MEEKATHARRA AIRPORT,2014,6,1,2014,8,1,1.6
007045,-26.61,118.54,9999.9,MEEKATHARRA AIRPORT,2014,9,1,2014,1,0,2.1
007045,-26.61,118.54,9999.9,MEEKATHARRA AIRPORT,2014,2,1,2015,2,8,2.2
009021,-31.93,115.98,9999.9,PERTH AIRPORT,2014,1,1,2014,2,1,3.5
009021,-31.93,115.98,9999.9,PERTH AIRPORT,2014,1,1,2014,1,1,1.4
009021,-31.93,115.98,9999.9,PERTH AIRPORT,2014,2,1,2014,2,8,1.2
009021,-31.93,115.98,9999.9,PERTH AIRPORT,2014,3,1,2014,3,1,3.5
009021,-31.93,115.98,9999.9,PERTH AIRPORT,2014,4,1,2014,4,0,3.5
009021,-31.93,115.98,9999.9,PERTH AIRPORT,2014,5,1,2014,5,1,5.8
009021,-31.93,115.98,9999.9,PERTH AIRPORT,2014,6,1,2014,6,0,3.5
009021,-31.93,115.98,9999.9,PERTH AIRPORT,2014,7,1,2014,7,1,4.7
009021,-31.93,115.98,9999.9,PERTH AIRPORT,2014,8,1,2014,8,1,4.1
009021,-31.93,115.98,9999.9,PERTH AIRPORT,2014,9,1,2014,9,0,4.4
009021,-31.93,115.98,9999.9,PERTH AIRPORT,2014,0,1,2014,0,1,3.9
009021,-31.93,115.98,9999.9,PERTH AIRPORT,2014,1,1,2014,1,0,4.0
009021,-31.93,115.98,9999.9,PERTH AIRPORT,2014,2,1,2014,2,1,2.0
009021,-31.93,115.98,9999.9,PERTH AIRPORT,2015,1,1,2015,1,1,2.3
009021,-31.93,115.98,9999.9,PERTH AIRPORT,2015,2,1,2015,2,8,2.5
009021,-31.93,115.98,9999.9,PERTH AIRPORT,2015,3,1,2015,3,1,3.0
009021,-31.93,115.98,9999.9,PERTH AIRPORT,2015,4,1,2015,4,0,3.8
009021,-31.93,115.98,9999.9,PERTH AIRPORT,2014,3,1,2014,5,1,4.3
009021,-31.93,115.98,9999.9,PERTH AIRPORT,2014,6,1,2014,8,1,4.1
009021,-31.93,115.98,9999.9,PERTH AIRPORT,2014,9,1,2014,1,0,4.1
009021,-31.93,115.98,9999.9,PERTH AIRPORT,2014,2,1,2015,2,8,2.3
009114,-31.02,115.33,9999.9,LANCELIN,2014,1,1,2014,2,1,4.3
009114,-31.02,115.33,9999.9,LANCELIN,2014,1,1,2014,1,1,2.2
009114,-31.02,115.33,9999.9,LANCELIN,2014,2,1,2014,2,8,1.6
009114,-31.02,115.33,9999.9,LANCELIN,2014,3,1,2014,3,1,4.3
009114,-31.02,115.33,9999.9,LANCELIN,2014,4,1,2014,4,0,4.4
009114,-31.02,115.33,9999.9,LANCELIN,2014,5,1,2014,5,1,6.7
009114,-31.02,115.33,9999.9,LANCELIN,2014,6,1,2014,6,0,4.4
009114,-31.02,115.33,9999.9,LANCELIN,2014,7,1,2014,7,1,5.7
009114,-31.02,115.33,9999.9,LANCELIN,2014,8,1,2014,8,1,4.7
009114,-31.02,115.33,9999.9,LANCELIN,2014,9,1,2014,9,0,5.0
009114,-31.02,115.33,9999.9,LANCELIN,2014,0,1,2014,0,1,4.8
009114,-31.02,115.33,9999.9,LANCELIN,2014,1,1,2014,1,0,4.8
009114,-31.02,115.33,9999.9,LANCELIN,2014,2,1,2014,2,1,3.5
009114,-31.02,115.33,9999.9,LANCELIN,2015,1,1,2015,1,1,3.2
009114,-31.02,115.33,9999.9,LANCELIN,2015,2,1,2015,2,8,4.0
009114,-31.02,115.33,9999.9,LANCELIN,2015,3,1,2015,3,1,3.6
009114,-31.02,115.33,9999.9,LANCELIN,2015,4,1,2015,4,0,4.3
009114,-31.02,115.33,9999.9,LANCELIN,2014,3,1,2014,5,1,5.1
009114,-31.02,115.33,9999.9,LANCELIN,2014,6,1,2014,8,1,4.9
009114,-31.02,115.33,9999.9,LANCELIN,2014,9,1,2014,1,0,4.9
009114,-31.02,115.33,9999.9,LANCELIN,2014,2,1,2015,2,8,3.6
009534,-33.57,115.82,9999.9,DONNYBROOK,2014,1,1,2014,2,1,4.3
009534,-33.57,115.82,9999.9,DONNYBROOK,2014,1,1,2014,1,1,2.2
009534,-33.57,115.82,9999.9,DONNYBROOK,2014,2,1,2014,2,8,0.6
009534,-33.57,115.82,9999.9,DONNYBROOK,2014,3,1,2014,3,1,3.9
009534,-33.57,115.82,9999.9,DONNYBROOK,2014,4,1,2014,4,0,4.3
009534,-33.57,115.82,9999.9,DONNYBROOK,2014,5,1,2014,5,1,6.8
009534,-33.57,115.82,9999.9,DONNYBROOK,2014,6,1,2014,6,0,6.0
009534,-33.57,115.82,9999.9,DONNYBROOK,2014,7,1,2014,7,1,5.8
009534,-33.57,115.82,9999.9,DONNYBROOK,2014,8,1,2014,8,1,4.7
009534,-33.57,115.82,9999.9,DONNYBROOK,2014,9,1,2014,9,0,5.0
