,Product code,Bureau of Meteorology station number,Year,Month,Day,max_temp,Days of accumulation of maximum temperature,Quality,date
3267,IDCJAC0010,86338,2021,12,12,28.7,1.0,Y,2021-12-12
3268,IDCJAC0010,86338,2021,12,13,32.7,1.0,Y,2021-12-13
3269,IDCJAC0010,86338,2021,12,14,21.0,1.0,Y,2021-12-14
3270,IDCJAC0010,86338,2021,12,15,17.7,1.0,Y,2021-12-15
3271,IDCJAC0010,86338,2021,12,16,19.9,1.0,Y,2021-12-16
3272,IDCJAC0010,86338,2021,12,17,30.8,1.0,Y,2021-12-17
3273,IDCJAC0010,86338,2021,12,18,33.5,1.0,Y,2021-12-18
3274,IDCJAC0010,86338,2021,12,19,23.1,1.0,Y,2021-12-19
3275,IDCJAC0010,86338,2021,12,20,28.6,1.0,Y,2021-12-20
3276,IDCJAC0010,86338,2021,12,21,24.9,1.0,Y,2021-12-21
3277,IDCJAC0010,86338,2021,12,22,19.8,1.0,Y,2021-12-22
3278,IDCJAC0010,86338,2021,12,23,19.9,1.0,Y,2021-12-23
3279,IDCJAC0010,86338,2021,12,24,26.4,1.0,Y,2021-12-24
3280,IDCJAC0010,86338,2021,12,25,21.7,1.0,Y,2021-12-25
3281,IDCJAC0010,86338,2021,12,26,18.8,1.0,Y,2021-12-26
3282,IDCJAC0010,86338,2021,12,27,23.3,1.0,Y,2021-12-27
3283,IDCJAC0010,86338,2021,12,28,22.6,1.0,Y,2021-12-28
3284,IDCJAC0010,86338,2021,12,29,22.4,1.0,Y,2021-12-29
3285,IDCJAC0010,86338,2021,12,30,34.4,1.0,Y,2021-12-30
3286,IDCJAC0010,86338,2021,12,31,37.7,1.0,Y,2021-12-31
3287,IDCJAC0010,86338,2022,1,1,37.1,1.0,Y,2022-01-01
3288,IDCJAC0010,86338,2022,1,2,30.9,1.0,Y,2022-01-02
3289,IDCJAC0010,86338,2022,1,3,20.3,1.0,Y,2022-01-03
3290,IDCJAC0010,86338,2022,1,4,23.1,1.0,Y,2022-01-04
3291,IDCJAC0010,86338,2022,1,5,29.3,1.0,Y,2022-01-05
3292,IDCJAC0010,86338,2022,1,6,30.2,1.0,Y,2022-01-06
3293,IDCJAC0010,86338,2022,1,7,25.8,1.0,Y,2022-01-07
3294,IDCJAC0010,86338,2022,1,8,19.7,1.0,Y,2022-01-08
3295,IDCJAC0010,86338,2022,1,9,21.9,1.0,Y,2022-01-09
3296,IDCJAC0010,86338,2022,1,10,31.4,1.0,Y,2022-01-10
3297,IDCJAC0010,86338,2022,1,11,29.7,1.0,Y,2022-01-11
3298,IDCJAC0010,86338,2022,1,12,30.4,1.0,Y,2022-01-12
3299,IDCJAC0010,86338,2022,1,13,34.6,1.0,Y,2022-01-13
3300,IDCJAC0010,86338,2022,1,14,32.8,1.0,Y,2022-01-14
3301,IDCJAC0010,86338,2022,1,15,24.2,1.0,Y,2022-01-15
3302,IDCJAC0010,86338,2022,1,16,31.9,1.0,Y,2022-01-16
3303,IDCJAC0010,86338,2022,1,17,24.2,1.0,Y,2022-01-17
3304,IDCJAC0010,86338,2022,1,18,21.3,1.0,Y,2022-01-18
3305,IDCJAC0010,86338,2022,1,19,26.7,1.0,Y,2022-01-19
3306,IDCJAC0010,86338,2022,1,20,30.4,1.0,Y,2022-01-20
3307,IDCJAC0010,86338,2022,1,21,29.6,1.0,Y,2022-01-21
3308,IDCJAC0010,86338,2022,1,22,32.3,1.0,Y,2022-01-22
3309,IDCJAC0010,86338,2022,1,23,32.6,1.0,Y,2022-01-23
3310,IDCJAC0010,86338,2022,1,24,33.7,1.0,Y,2022-01-24
3311,IDCJAC0010,86338,2022,1,25,31.4,1.0,Y,2022-01-25
3312,IDCJAC0010,86338,2022,1,26,36.0,1.0,Y,2022-01-26
3313,IDCJAC0010,86338,2022,1,27,32.8,1.0,Y,2022-01-27
3314,IDCJAC0010,86338,2022,1,28,32.8,1.0,Y,2022-01-28
3315,IDCJAC0010,86338,2022,1,29,21.8,1.0,Y,2022-01-29
3316,IDCJAC0010,86338,2022,1,30,29.2,1.0,Y,2022-01-30
3317,IDCJAC0010,86338,2022,1,31,34.0,1.0,Y,2022-01-31
3318,IDCJAC0010,86338,2022,2,1,23.6,1.0,Y,2022-02-01
3319,IDCJAC0010,86338,2022,2,2,19.9,1.0,Y,2022-02-02
3320,IDCJAC0010,86338,2022,2,3,18.2,1.0,Y,2022-02-03
3321,IDCJAC0010,86338,2022,2,4,24.5,1.0,Y,2022-02-04
3322,IDCJAC0010,86338,2022,2,5,26.8,1.0,Y,2022-02-05
3323,IDCJAC0010,86338,2022,2,6,27.9,1.0,Y,2022-02-06
3324,IDCJAC0010,86338,2022,2,7,28.6,1.0,Y,2022-02-07
3325,IDCJAC0010,86338,2022,2,8,30.5,1.0,Y,2022-02-08
3326,IDCJAC0010,86338,2022,2,9,30.9,1.0,Y,2022-02-09
3327,IDCJAC0010,86338,2022,2,10,22.7,1.0,Y,2022-02-10
3328,IDCJAC0010,86338,2022,2,11,21.4,1.0,Y,2022-02-11
3329,IDCJAC0010,86338,2022,2,12,28.3,1.0,Y,2022-02-12
3330,IDCJAC0010,86338,2022,2,13,32.1,1.0,Y,2022-02-13
3331,IDCJAC0010,86338,2022,2,14,31.6,1.0,Y,2022-02-14
3332,IDCJAC0010,86338,2022,2,15,22.5,1.0,Y,2022-02-15
3333,IDCJAC0010,86338,2022,2,16,25.8,1.0,Y,2022-02-16
3334,IDCJAC0010,86338,2022,2,17,24.3,1.0,Y,2022-02-17
3335,IDCJAC0010,86338,2022,2,18,21.0,1.0,Y,2022-02-18
3336,IDCJAC0010,86338,2022,2,19,21.9,1.0,Y,2022-02-19
3337,IDCJAC0010,86338,2022,2,20,23.8,1.0,Y,2022-02-20
3338,IDCJAC0010,86338,2022,2,21,20.3,1.0,Y,2022-02-21
3339,IDCJAC0010,86338,2022,2,22,22.5,1.0,Y,2022-02-22
3340,IDCJAC0010,86338,2022,2,23,32.0,1.0,Y,2022-02-23
3341,IDCJAC0010,86338,2022,2,24,22.7,1.0,Y,2022-02-24
3342,IDCJAC0010,86338,2022,2,25,21.7,1.0,Y,2022-02-25
3343,IDCJAC0010,86338,2022,2,26,29.1,1.0,Y,2022-02-26
3344,IDCJAC0010,86338,2022,2,27,25.6,1.0,Y,2022-02-27
3345,IDCJAC0010,86338,2022,2,28,23.9,1.0,Y,2022-02-28
3346,IDCJAC0010,86338,2022,3,1,25.8,1.0,N,2022-03-01
3347,IDCJAC0010,86338,2022,3,2,29.6,1.0,N,2022-03-02
3348,IDCJAC0010,86338,2022,3,3,30.5,1.0,N,2022-03-03
3349,IDCJAC0010,86338,2022,3,4,32.5,1.0,N,2022-03-04
3350,IDCJAC0010,86338,2022,3,5,22.2,1.0,N,2022-03-05
3351,IDCJAC0010,86338,2022,3,6,21.8,1.0,N,2022-03-06
3352,IDCJAC0010,86338,2022,3,7,23.1,1.0,N,2022-03-07
3353,IDCJAC0010,86338,2022,3,8,20.7,1.0,N,2022-03-08
3354,IDCJAC0010,86338,2022,3,9,22.0,1.0,N,2022-03-09
3355,IDCJAC0010,86338,2022,3,10,20.4,1.0,N,2022-03-10
3356,IDCJAC0010,86338,2022,3,11,20.3,1.0,N,2022-03-11
3357,IDCJAC0010,86338,2022,3,12,22.6,1.0,N,2022-03-12
3358,IDCJAC0010,86338,2022,3,13,29.8,1.0,N,2022-03-13
3359,IDCJAC0010,86338,2022,3,14,28.0,1.0,N,2022-03-14
3360,IDCJAC0010,86338,2022,3,15,27.5,1.0,N,2022-03-15
3361,IDCJAC0010,86338,2022,3,16,23.2,1.0,N,2022-03-16
3362,IDCJAC0010,86338,2022,3,17,29.2,1.0,N,2022-03-17
3363,IDCJAC0010,86338,2022,3,18,21.7,1.0,N,2022-03-18
3364,IDCJAC0010,86338,2022,3,19,30.3,1.0,N,2022-03-19
3365,IDCJAC0010,86338,2022,3,20,25.0,1.0,N,2022-03-20
3366,IDCJAC0010,86338,2022,3,21,28.3,1.0,N,2022-03-21
3367,IDCJAC0010,86338,2022,3,22,22.2,1.0,N,2022-03-22
3368,IDCJAC0010,86338,2022,3,23,19.5,1.0,N,2022-03-23
3369,IDCJAC0010,86338,2022,3,24,20.3,1.0,Y,2022-03-24
3370,IDCJAC0010,86338,2022,3,25,20.4,1.0,N,2022-03-25
3371,IDCJAC0010,86338,2022,3,26,22.3,1.0,N,2022-03-26
3372,IDCJAC0010,86338,2022,3,27,29.1,1.0,N,2022-03-27
3373,IDCJAC0010,86338,2022,3,28,24.4,1.0,N,2022-03-28
3374,IDCJAC0010,86338,2022,3,29,20.0,1.0,N,2022-03-29
3375,IDCJAC0010,86338,2022,3,30,20.4,1.0,N,2022-03-30
3376,IDCJAC0010,86338,2022,3,31,21.7,1.0,N,2022-03-31
3377,IDCJAC0010,86338,2022,4,1,19.1,1.0,Y,2022-04-01
3378,IDCJAC0010,86338,2022,4,2,18.2,1.0,Y,2022-04-02
3379,IDCJAC0010,86338,2022,4,3,17.8,1.0,Y,2022-04-03
3380,IDCJAC0010,86338,2022,4,4,18.4,1.0,Y,2022-04-04
3381,IDCJAC0010,86338,2022,4,5,19.9,1.0,Y,2022-04-05
3382,IDCJAC0010,86338,2022,4,6,22.3,1.0,Y,2022-04-06
3383,IDCJAC0010,86338,2022,4,7,22.8,1.0,Y,2022-04-07
3384,IDCJAC0010,86338,2022,4,8,23.4,1.0,Y,2022-04-08
3385,IDCJAC0010,86338,2022,4,9,25.1,1.0,Y,2022-04-09
3386,IDCJAC0010,86338,2022,4,10,26.7,1.0,Y,2022-04-10
3387,IDCJAC0010,86338,2022,4,11,18.8,1.0,Y,2022-04-11
3388,IDCJAC0010,86338,2022,4,12,17.7,1.0,Y,2022-04-12
3389,IDCJAC0010,86338,2022,4,13,20.0,1.0,Y,2022-04-13
3390,IDCJAC0010,86338,2022,4,14,24.7,1.0,Y,2022-04-14
3391,IDCJAC0010,86338,2022,4,15,26.2,1.0,Y,2022-04-15
3392,IDCJAC0010,86338,2022,4,16,28.9,1.0,Y,2022-04-16
3393,IDCJAC0010,86338,2022,4,17,28.0,1.0,Y,2022-04-17
3394,IDCJAC0010,86338,2022,4,18,17.5,1.0,Y,2022-04-18
3395,IDCJAC0010,86338,2022,4,19,15.8,1.0,Y,2022-04-19
3396,IDCJAC0010,86338,2022,4,20,19.9,1.0,Y,2022-04-20
3397,IDCJAC0010,86338,2022,4,21,17.1,1.0,Y,2022-04-21
3398,IDCJAC0010,86338,2022,4,22,18.2,1.0,Y,2022-04-22
3399,IDCJAC0010,86338,2022,4,23,17.8,1.0,Y,2022-04-23
3400,IDCJAC0010,86338,2022,4,24,17.6,1.0,Y,2022-04-24
3401,IDCJAC0010,86338,2022,4,25,24.2,1.0,Y,2022-04-25
3402,IDCJAC0010,86338,2022,4,26,23.1,1.0,Y,2022-04-26
3403,IDCJAC0010,86338,2022,4,27,22.0,1.0,Y,2022-04-27
3404,IDCJAC0010,86338,2022,4,28,22.4,1.0,Y,2022-04-28
3405,IDCJAC0010,86338,2022,4,29,20.8,1.0,Y,2022-04-29
3406,IDCJAC0010,86338,2022,4,30,17.9,1.0,Y,2022-04-30
3407,IDCJAC0010,86338,2022,5,1,19.3,1.0,Y,2022-05-01
3408,IDCJAC0010,86338,2022,5,2,22.1,1.0,Y,2022-05-02
3409,IDCJAC0010,86338,2022,5,3,20.7,1.0,Y,2022-05-03
3410,IDCJAC0010,86338,2022,5,4,16.4,1.0,Y,2022-05-04
3411,IDCJAC0010,86338,2022,5,5,14.1,1.0,Y,2022-05-05
3412,IDCJAC0010,86338,2022,5,6,15.2,1.0,Y,2022-05-06
3413,IDCJAC0010,86338,2022,5,7,15.3,1.0,Y,2022-05-07
3414,IDCJAC0010,86338,2022,5,8,16.3,1.0,Y,2022-05-08
3415,IDCJAC0010,86338,2022,5,9,16.6,1.0,Y,2022-05-09
3416,IDCJAC0010,86338,2022,5,10,18.4,1.0,Y,2022-05-10
3417,IDCJAC0010,86338,2022,5,11,17.5,1.0,Y,2022-05-11
3418,IDCJAC0010,86338,2022,5,12,18.1,1.0,Y,2022-05-12
3419,IDCJAC0010,86338,2022,5,13,17.9,1.0,Y,2022-05-13
3420,IDCJAC0010,86338,2022,5,14,18.5,1.0,Y,2022-05-14
3421,IDCJAC0010,86338,2022,5,15,21.8,1.0,Y,2022-05-15
3422,IDCJAC0010,86338,2022,5,16,15.9,1.0,Y,2022-05-16
3423,IDCJAC0010,86338,2022,5,17,15.6,1.0,Y,2022-05-17
3424,IDCJAC0010,86338,2022,5,18,15.4,1.0,Y,2022-05-18
3425,IDCJAC0010,86338,2022,5,19,14.7,1.0,Y,2022-05-19
3426,IDCJAC0010,86338,2022,5,20,15.8,1.0,Y,2022-05-20
3427,IDCJAC0010,86338,2022,5,21,14.9,1.0,Y,2022-05-21
3428,IDCJAC0010,86338,2022,5,22,14.3,1.0,Y,2022-05-22
3429,IDCJAC0010,86338,2022,5,23,17.1,1.0,Y,2022-05-23
3430,IDCJAC0010,86338,2022,5,24,20.8,1.0,Y,2022-05-24
3431,IDCJAC0010,86338,2022,5,25,19.6,1.0,Y,2022-05-25
3432,IDCJAC0010,86338,2022,5,26,16.3,1.0,Y,2022-05-26
3433,IDCJAC0010,86338,2022,5,27,16.6,1.0,Y,2022-05-27
3434,IDCJAC0010,86338,2022,5,28,14.6,1.0,Y,2022-05-28
3435,IDCJAC0010,86338,2022,5,29,16.5,1.0,Y,2022-05-29
3436,IDCJAC0010,86338,2022,5,30,11.7,1.0,Y,2022-05-30
3437,IDCJAC0010,86338,2022,5,31,11.4,1.0,Y,2022-05-31
3438,IDCJAC0010,86338,2022,6,1,11.9,1.0,Y,2022-06-01
3439,IDCJAC0010,86338,2022,6,2,13.0,1.0,Y,2022-06-02
3440,IDCJAC0010,86338,2022,6,3,12.6,1.0,Y,2022-06-03
3441,IDCJAC0010,86338,2022,6,4,14.9,1.0,Y,2022-06-04
3442,IDCJAC0010,86338,2022,6,5,13.7,1.0,Y,2022-06-05
3443,IDCJAC0010,86338,2022,6,6,13.3,1.0,Y,2022-06-06
3444,IDCJAC0010,86338,2022,6,7,11.9,1.0,Y,2022-06-07
3445,IDCJAC0010,86338,2022,6,8,12.8,1.0,Y,2022-06-08
3446,IDCJAC0010,86338,2022,6,9,13.4,1.0,Y,2022-06-09
3447,IDCJAC0010,86338,2022,6,10,14.1,1.0,Y,2022-06-10
3448,IDCJAC0010,86338,2022,6,11,13.0,1.0,Y,2022-06-11
3449,IDCJAC0010,86338,2022,6,12,13.3,1.0,Y,2022-06-12
3450,IDCJAC0010,86338,2022,6,13,13.0,1.0,Y,2022-06-13
3451,IDCJAC0010,86338,2022,6,14,13.5,1.0,Y,2022-06-14
3452,IDCJAC0010,86338,2022,6,15,13.8,1.0,Y,2022-06-15
3453,IDCJAC0010,86338,2022,6,16,14.4,1.0,Y,2022-06-16
3454,IDCJAC0010,86338,2022,6,17,13.8,1.0,Y,2022-06-17
3455,IDCJAC0010,86338,2022,6,18,15.7,1.0,Y,2022-06-18
3456,IDCJAC0010,86338,2022,6,19,16.2,1.0,Y,2022-06-19
3457,IDCJAC0010,86338,2022,6,20,17.7,1.0,Y,2022-06-20
3458,IDCJAC0010,86338,2022,6,21,14.9,1.0,Y,2022-06-21
3459,IDCJAC0010,86338,2022,6,22,15.8,1.0,Y,2022-06-22
3460,IDCJAC0010,86338,2022,6,23,16.4,1.0,Y,2022-06-23
3461,IDCJAC0010,86338,2022,6,24,17.3,1.0,Y,2022-06-24
3462,IDCJAC0010,86338,2022,6,25,16.2,1.0,Y,2022-06-25
3463,IDCJAC0010,86338,2022,6,26,13.1,1.0,Y,2022-06-26
3464,IDCJAC0010,86338,2022,6,27,12.8,1.0,Y,2022-06-27
3465,IDCJAC0010,86338,2022,6,28,13.4,1.0,Y,2022-06-28
3466,IDCJAC0010,86338,2022,6,29,11.7,1.0,Y,2022-06-29
3467,IDCJAC0010,86338,2022,6,30,14.1,1.0,Y,2022-06-30
3468,IDCJAC0010,86338,2022,7,1,12.5,1.0,Y,2022-07-01
3469,IDCJAC0010,86338,2022,7,2,12.5,1.0,Y,2022-07-02
3470,IDCJAC0010,86338,2022,7,3,13.2,1.0,Y,2022-07-03
3471,IDCJAC0010,86338,2022,7,4,13.3,1.0,Y,2022-07-04
3472,IDCJAC0010,86338,2022,7,5,15.0,1.0,Y,2022-07-05
3473,IDCJAC0010,86338,2022,7,6,17.6,1.0,Y,2022-07-06
3474,IDCJAC0010,86338,2022,7,7,13.9,1.0,Y,2022-07-07
3475,IDCJAC0010,86338,2022,7,8,11.9,1.0,Y,2022-07-08
3476,IDCJAC0010,86338,2022,7,9,12.9,1.0,Y,2022-07-09
3477,IDCJAC0010,86338,2022,7,10,15.9,1.0,Y,2022-07-10
3478,IDCJAC0010,86338,2022,7,11,14.0,1.0,Y,2022-07-11
3479,IDCJAC0010,86338,2022,7,12,11.0,1.0,Y,2022-07-12
3480,IDCJAC0010,86338,2022,7,13,12.4,1.0,Y,2022-07-13
3481,IDCJAC0010,86338,2022,7,14,12.6,1.0,Y,2022-07-14
3482,IDCJAC0010,86338,2022,7,15,15.5,1.0,Y,2022-07-15
3483,IDCJAC0010,86338,2022,7,16,13.8,1.0,Y,2022-07-16
3484,IDCJAC0010,86338,2022,7,17,15.8,1.0,Y,2022-07-17
3485,IDCJAC0010,86338,2022,7,18,11.4,1.0,Y,2022-07-18
3486,IDCJAC0010,86338,2022,7,19,12.8,1.0,Y,2022-07-19
3487,IDCJAC0010,86338,2022,7,20,11.2,1.0,Y,2022-07-20
3488,IDCJAC0010,86338,2022,7,21,13.8,1.0,Y,2022-07-21
3489,IDCJAC0010,86338,2022,7,22,19.0,1.0,Y,2022-07-22
3490,IDCJAC0010,86338,2022,7,23,14.5,1.0,Y,2022-07-23
3491,IDCJAC0010,86338,2022,7,24,19.3,1.0,Y,2022-07-24
3492,IDCJAC0010,86338,2022,7,25,16.8,1.0,Y,2022-07-25
3493,IDCJAC0010,86338,2022,7,26,13.2,1.0,Y,2022-07-26
3494,IDCJAC0010,86338,2022,7,27,15.3,1.0,Y,2022-07-27
3495,IDCJAC0010,86338,2022,7,28,13.2,1.0,Y,2022-07-28
3496,IDCJAC0010,86338,2022,7,29,12.7,1.0,Y,2022-07-29
3497,IDCJAC0010,86338,2022,7,30,13.0,1.0,Y,2022-07-30
3498,IDCJAC0010,86338,2022,7,31,14.7,1.0,Y,2022-07-31
